assay_type,doc_id,assay_test_type,assay_category,src_id,src_assay_id,assay_tissue,relationship_type,bao_format,description,assay_cell_type,cell_id,curated_by,assay_subcellular_fraction,chembl_id,assay_tax_id,tissue_id,assay_organism,assay_id,variant_id,confidence_score,assay_strain,tid
F,1386.0,,,1.0,,,N,BAO_0000219,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,A549,646.0,Expert,,CHEMBL884107,9606.0,,Homo sapiens,6119.0,,1.0,,80682.0
F,3265.0,,,1.0,,,N,BAO_0000219,Antitumoral activity was assayed against A-549 cell line,A549,646.0,Intermediate,,CHEMBL624710,9606.0,,Homo sapiens,6120.0,,1.0,,80682.0
F,2359.0,,,1.0,,,N,BAO_0000219,Compound was evaluated for the cytotoxicity against A-549 tumor cell line after 3 days of incubation,A549,646.0,Intermediate,,CHEMBL624711,9606.0,,Homo sapiens,6121.0,,1.0,,80682.0
F,4457.0,,,1.0,,,N,BAO_0000219,Compound was tested for cytotoxicity against A-549 human solid tumor cell line,A549,646.0,Intermediate,,CHEMBL624712,9606.0,,Homo sapiens,6122.0,,1.0,,80682.0
F,12454.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,A549,646.0,Expert,,CHEMBL624713,9606.0,,Homo sapiens,6123.0,,1.0,,80682.0
F,1481.0,,,1.0,,,N,BAO_0000219,Compound was tested for inhibition of cell growth of A-549 cells,A549,646.0,Intermediate,,CHEMBL624714,9606.0,,Homo sapiens,6124.0,,1.0,,80682.0
F,1750.0,,,1.0,,,N,BAO_0000219,Compound was tested for its inhibitory effect on the growth of A-549 tumor cell line from lung.,A549,646.0,Intermediate,,CHEMBL624715,9606.0,,Homo sapiens,6125.0,,1.0,,80682.0
F,5065.0,,,1.0,,,N,BAO_0000219,Concentration required for 50% inhibition of growth in human lung carcinoma cell line was determined,A549,646.0,Intermediate,,CHEMBL624716,9606.0,,Homo sapiens,6126.0,,1.0,,80682.0
F,808.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity against A549-human lung carcinoma cells.,A549,646.0,Expert,,CHEMBL619505,9606.0,,Homo sapiens,6127.0,,1.0,,80682.0
F,16364.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity against cultured cells of A-549 human lung carcinoma.,A549,646.0,Expert,,CHEMBL619506,9606.0,,Homo sapiens,6128.0,,1.0,,80682.0
F,1847.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity against A-549 cell lines.,A549,646.0,Intermediate,,CHEMBL619507,9606.0,,Homo sapiens,6129.0,,1.0,,80682.0
F,1747.0,,,1.0,,,N,BAO_0000219,Cytotoxicity was measured against neoplastic cultured A-549 cells of human lung carcinoma.,A549,646.0,Expert,,CHEMBL619508,9606.0,,Homo sapiens,6130.0,,1.0,,80682.0
F,1003.0,,,1.0,,,N,BAO_0000219,Cytotoxicity against human A549 non small cell lung cell lines,A549,646.0,Intermediate,,CHEMBL619509,9606.0,,Homo sapiens,6131.0,,1.0,,80682.0
F,15313.0,,,1.0,,,N,BAO_0000219,Inhibition of cell growth in (A-549) lung cell line,A549,646.0,Expert,,CHEMBL619510,9606.0,,Homo sapiens,6132.0,,1.0,,80682.0
F,3122.0,,,1.0,,,N,BAO_0000219,Growth inhibitory effect of compound was measured on A-549 human lung adenocarcinoma cancer cell line,A549,646.0,Intermediate,,CHEMBL619511,9606.0,,Homo sapiens,6133.0,,1.0,,80682.0
F,16049.0,,,1.0,,,N,BAO_0000219,In vitro antitumor activity against A-549 tumor cells.,A549,646.0,Intermediate,,CHEMBL619512,9606.0,,Homo sapiens,6134.0,,1.0,,80682.0
F,17134.0,,,1.0,,,N,BAO_0000219,In vitro antitumor effects against human A-549 cell lines.,A549,646.0,Expert,,CHEMBL619513,9606.0,,Homo sapiens,6135.0,,1.0,,80682.0
F,6406.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxic activity of compound against A-549 cell line,A549,646.0,Intermediate,,CHEMBL619514,9606.0,,Homo sapiens,6136.0,,1.0,,80682.0
F,627.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity against human lung carcinoma A-549 cell line,A549,646.0,Intermediate,,CHEMBL619515,9606.0,,Homo sapiens,6137.0,,1.0,,80682.0
F,12307.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity against human non-small cell lung carcinoma A549,A549,646.0,Intermediate,,CHEMBL619516,9606.0,,Homo sapiens,6138.0,,1.0,,80682.0
F,17861.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity against human A-549 cancer cell line was evaluated,A549,646.0,Intermediate,,CHEMBL884005,9606.0,,Homo sapiens,6139.0,,1.0,,80682.0
F,6682.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity against the A-549 (human lung carcinoma) neoplastic cell line,A549,646.0,Expert,,CHEMBL619517,9606.0,,Homo sapiens,6140.0,,1.0,,80682.0
F,6663.0,,,1.0,,,N,BAO_0000219,Inhibitory concentration of compound against A-549 cell line,A549,646.0,Intermediate,,CHEMBL619518,9606.0,,Homo sapiens,6141.0,,1.0,,80682.0
F,2454.0,,,1.0,,,N,BAO_0000219,Tested for the cytostatic activity as inhibitory concentration against A-549 human pulmonary adenocarcinoma cells,A549,646.0,Intermediate,,CHEMBL619519,9606.0,,Homo sapiens,6142.0,,1.0,,80682.0
F,14709.0,,,1.0,,,N,BAO_0000219,cytotoxic activity against leukemia (A-549) cancer cell line,A549,646.0,Intermediate,,CHEMBL876489,9606.0,,Homo sapiens,6143.0,,1.0,,80682.0
F,15718.0,,,1.0,,,N,BAO_0000219,Tested in vitro for cytotoxic activity against lung carcinoma (A-549) cell line,A549,646.0,Expert,,CHEMBL619520,9606.0,,Homo sapiens,6144.0,,1.0,,80682.0
F,15718.0,,,1.0,,,N,BAO_0000219,Percent inhibition for cytotoxic activity against lung carcinoma (A-549) cell line,A549,646.0,Intermediate,,CHEMBL619521,9606.0,,Homo sapiens,6145.0,,1.0,,80682.0
F,17130.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity of compound against A-549 cell lines at concentration of 0.1(ug/ml),A549,646.0,Intermediate,,CHEMBL619522,9606.0,,Homo sapiens,6146.0,,1.0,,80682.0
F,17130.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity of compound against A-549 cell lines at concentration of 0.4(ug/ml),A549,646.0,Intermediate,,CHEMBL619523,9606.0,,Homo sapiens,6147.0,,1.0,,80682.0
F,17130.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity of compound against A-549 cell lines at concentration of 1.1 (ug/ml),A549,646.0,Intermediate,,CHEMBL619524,9606.0,,Homo sapiens,6148.0,,1.0,,80682.0
F,17130.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml),A549,646.0,Intermediate,,CHEMBL619525,9606.0,,Homo sapiens,6149.0,,1.0,,80682.0
F,6630.0,,,1.0,,,N,BAO_0000219,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tometin; Not available,A549,646.0,Intermediate,,CHEMBL619526,,,,6150.0,,1.0,,80682.0
F,16726.0,,,1.0,,,N,BAO_0000219,Influence of PARP-1 cellular activity in human lung carcinoma A549 cells on %ADP Polymer formation at a concentration of 25 uM of the compound,A549,646.0,Intermediate,,CHEMBL619527,9606.0,,Homo sapiens,6151.0,,1.0,,80682.0
F,17846.0,,,1.0,,,N,BAO_0000219,Cytotoxicity against A549 cells; No cytotoxicity,A549,646.0,Intermediate,,CHEMBL619528,9606.0,,Homo sapiens,6152.0,,1.0,,80682.0
F,3415.0,,,1.0,,,N,BAO_0000219,Cytotoxicity against human lung carcinoma (A549) cell lines,A549,646.0,Expert,,CHEMBL619529,9606.0,,Homo sapiens,6153.0,,1.0,,80682.0
F,3415.0,,,1.0,,,N,BAO_0000219,Cytotoxicity against human lung carcinoma (A549) cell lines; Not active,A549,646.0,Expert,,CHEMBL619530,9606.0,,Homo sapiens,6154.0,,1.0,,80682.0
F,5609.0,,,1.0,,,N,BAO_0000219,In vitro anticancer activity against human lung (A549) cell line,A549,646.0,Intermediate,,CHEMBL876490,9606.0,,Homo sapiens,6155.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Percent growth inhibition at 200 uM PARP inhibitor in A549 cells,A549,646.0,Intermediate,,CHEMBL619531,9606.0,,Homo sapiens,6156.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..006 uM compound concentration in A549 cells,A549,646.0,Intermediate,,CHEMBL619532,9606.0,,Homo sapiens,6157.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..03 uM compound concentration in A549 cells,A549,646.0,Intermediate,,CHEMBL619533,9606.0,,Homo sapiens,6158.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..15 uM compound concentration in A549 cells,A549,646.0,Intermediate,,CHEMBL619534,9606.0,,Homo sapiens,6159.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..4 uM compound concentration in A549 cells,A549,646.0,Intermediate,,CHEMBL620164,9606.0,,Homo sapiens,6160.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,A549,646.0,Intermediate,,CHEMBL620165,9606.0,,Homo sapiens,6161.0,,1.0,,80682.0
F,16295.0,,,1.0,,,N,BAO_0000219,Inhibition of A549 human lung tumor cell proliferation,A549,646.0,Expert,,CHEMBL620166,9606.0,,Homo sapiens,6162.0,,1.0,,80682.0
F,16825.0,,,1.0,,,N,BAO_0000219,"Concentration required to inhibit the lung A549 cell growth by 50%,P53 status of cell line used was wild-type. ",A549,646.0,Intermediate,,CHEMBL620167,9606.0,,Homo sapiens,6163.0,,1.0,,80682.0
F,3439.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity against human tumor cell line A549,A549,646.0,Expert,,CHEMBL620168,9606.0,,Homo sapiens,6164.0,,1.0,,80682.0
F,10870.0,,,1.0,,,N,BAO_0000219,In vitro growth inhibitory activity against A549 human nonsmall cell lung carcinoma cells. ,A549,646.0,Intermediate,,CHEMBL620338,9606.0,,Homo sapiens,6165.0,,1.0,,80682.0
F,4845.0,,,1.0,,,N,BAO_0000219,Inhibitory concentration of compound against proliferation of lung carcinoma A549 cell line,A549,646.0,Intermediate,,CHEMBL620339,9606.0,,Homo sapiens,6166.0,,1.0,,80682.0
F,5822.0,,,1.0,,,N,BAO_0000219,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells,A549,646.0,Intermediate,,CHEMBL620340,9606.0,,Homo sapiens,6167.0,,1.0,,80682.0
F,5822.0,,,1.0,,,N,BAO_0000219,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells,A549,646.0,Intermediate,,CHEMBL620341,9606.0,,Homo sapiens,6168.0,,1.0,,80682.0
F,5822.0,,,1.0,,,N,BAO_0000219,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells: Not tested,A549,646.0,Intermediate,,CHEMBL876491,9606.0,,Homo sapiens,6169.0,,1.0,,80682.0
F,16381.0,,,1.0,,,N,BAO_0000219,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,A549,646.0,Intermediate,,CHEMBL620342,9606.0,,Homo sapiens,6170.0,,1.0,,80682.0
F,16381.0,,,1.0,,,N,BAO_0000219,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,A549,646.0,Intermediate,,CHEMBL620343,9606.0,,Homo sapiens,6171.0,,1.0,,80682.0
F,16381.0,,,1.0,,,N,BAO_0000219,% inhibition against A549 cells (lung cancer) at 4 ug/mL,A549,646.0,Intermediate,,CHEMBL620344,9606.0,,Homo sapiens,6172.0,,1.0,,80682.0
F,5609.0,,,1.0,,,N,BAO_0000219,In vitro anticancer activity against human lung (A549) cell line,A549,646.0,Intermediate,,CHEMBL620345,9606.0,,Homo sapiens,6173.0,,1.0,,80682.0
F,4644.0,,,1.0,,,N,BAO_0000219,Inhibition of proliferation of A549 cells at concentration of 0.1 uM was determined,A549,646.0,Intermediate,,CHEMBL620346,9606.0,,Homo sapiens,6174.0,,1.0,,80682.0
F,4644.0,,,1.0,,,N,BAO_0000219,Inhibition of proliferation of A549 cells at concentration of 100 uM was determined,A549,646.0,Intermediate,,CHEMBL620347,9606.0,,Homo sapiens,6175.0,,1.0,,80682.0
F,4644.0,,,1.0,,,N,BAO_0000219,Inhibition of proliferation of A549 cells at concentration of 10 uM was determined,A549,646.0,Intermediate,,CHEMBL620348,9606.0,,Homo sapiens,6176.0,,1.0,,80682.0
F,4644.0,,,1.0,,,N,BAO_0000219,Inhibition of proliferation of A549 cells at concentration of 1 uM was determined,A549,646.0,Intermediate,,CHEMBL620349,9606.0,,Homo sapiens,6177.0,,1.0,,80682.0
F,5822.0,,,1.0,,,N,BAO_0000219,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells at 20 uM,A549,646.0,Intermediate,,CHEMBL618667,9606.0,,Homo sapiens,6178.0,,1.0,,80682.0
F,3415.0,,,1.0,,,N,BAO_0000219,Percentage inhibition of human lung carcinoma (A549) cell lines,A549,646.0,Expert,,CHEMBL618668,9606.0,,Homo sapiens,6179.0,,1.0,,80682.0
F,16726.0,,,1.0,,,N,BAO_0000219,Influence of PARP-1 cellular activity on NAD+ levels at a concentration of 25 uM of the compound,A549,646.0,Intermediate,,CHEMBL876031,9606.0,,Homo sapiens,6180.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM); ND denotes not determined",A549,646.0,Intermediate,,CHEMBL618759,9606.0,,Homo sapiens,6181.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells; ND denotes not determined,A549,646.0,Intermediate,,CHEMBL618760,9606.0,,Homo sapiens,6182.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells; ND denotes not determined,A549,646.0,Intermediate,,CHEMBL619000,9606.0,,Homo sapiens,6183.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM)",A549,646.0,Intermediate,,CHEMBL619001,9606.0,,Homo sapiens,6184.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.006 uM",A549,646.0,Intermediate,,CHEMBL619002,9606.0,,Homo sapiens,6185.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.03 uM",A549,646.0,Intermediate,,CHEMBL619003,9606.0,,Homo sapiens,6186.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.15 uM",A549,646.0,Intermediate,,CHEMBL619597,9606.0,,Homo sapiens,6187.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.4 uM",A549,646.0,Intermediate,,CHEMBL619598,9606.0,,Homo sapiens,6188.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells,A549,646.0,Intermediate,,CHEMBL619599,9606.0,,Homo sapiens,6189.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells,A549,646.0,Intermediate,,CHEMBL619600,9606.0,,Homo sapiens,6190.0,,1.0,,80682.0
F,16726.0,,,1.0,,,N,BAO_0000219,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,A549,646.0,Intermediate,,CHEMBL619601,9606.0,,Homo sapiens,6191.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.006 uM compound concentration in A549 cells,A549,646.0,Intermediate,,CHEMBL619602,9606.0,,Homo sapiens,6192.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.03 uM compound concentration in A549 cells,A549,646.0,Intermediate,,CHEMBL619603,9606.0,,Homo sapiens,6193.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.15 uM compound concentration in A549 cells,A549,646.0,Intermediate,,CHEMBL619604,9606.0,,Homo sapiens,6194.0,,1.0,,80682.0
F,17206.0,,,1.0,,,N,BAO_0000219,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.4 uM compound concentration in A549 cells,A549,646.0,Intermediate,,CHEMBL619605,9606.0,,Homo sapiens,6195.0,,1.0,,80682.0
A,6084.0,In vivo,,1.0,,,N,BAO_0000218,Pharmacokinetic activity (Cmax) (10 mg/kg) was determined in dog,,,Intermediate,,CHEMBL619606,9615.0,,Canis lupus familiaris,6196.0,,1.0,,50588.0
A,6084.0,In vivo,,1.0,,,N,BAO_0000218,Pharmacokinetic activity (Cmax) in dog,,,Intermediate,,CHEMBL876032,9615.0,,Canis lupus familiaris,6197.0,,1.0,,50588.0
A,4809.0,In vivo,,1.0,,,N,BAO_0000218,Pharmacokinetic parameter Cmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),,,Intermediate,,CHEMBL619607,9615.0,,Canis lupus familiaris,6198.0,,1.0,,50588.0
A,5983.0,In vivo,,1.0,,,N,BAO_0000218,Pharmacokinetic property (Cmax) was measured in dog at the dose of 0.032 mg/kg,,,Intermediate,,CHEMBL619608,9615.0,,Canis lupus familiaris,6199.0,,1.0,,50588.0
A,6251.0,In vivo,,1.0,,,N,BAO_0000218,Plasma clearance rate by iv administration in dog at a dose of 6 mg/kg,,,Intermediate,,CHEMBL619609,9615.0,,Canis lupus familiaris,6200.0,,1.0,,50588.0
A,5932.0,In vivo,,1.0,,Plasma,N,BAO_0000218,Cmax in dog plasma after 30mg/kg oral dose,,,Intermediate,,CHEMBL619610,9615.0,1969.0,Canis lupus familiaris,6201.0,,1.0,,50588.0
A,4273.0,In vivo,,1.0,,Blood,N,BAO_0000218,Tested for the peak blood level in dog,,,Intermediate,,CHEMBL619611,9615.0,178.0,Canis lupus familiaris,6202.0,,1.0,,50588.0
A,5313.0,In vivo,,1.0,,,N,BAO_0000218,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog",,,Intermediate,,CHEMBL619612,9615.0,,Canis lupus familiaris,6203.0,,1.0,,50588.0
A,5313.0,In vivo,,1.0,,,N,BAO_0000218,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog at dosage of 10 mpk",,,Intermediate,,CHEMBL619613,9615.0,,Canis lupus familiaris,6204.0,,1.0,,50588.0
A,6221.0,In vivo,,1.0,,Blood,N,BAO_0000218,The peak blood concentration after 5 hr administration (2.5 mg/kg) in dog was determined,,,Intermediate,,CHEMBL619614,9615.0,178.0,Canis lupus familiaris,6205.0,,1.0,,50588.0
A,4709.0,,,1.0,,,N,BAO_0000218,Concentration in the plasma after intravenous administration of 1 mg/kg in dog,,,Intermediate,,CHEMBL619615,9615.0,,Canis lupus familiaris,6206.0,,1.0,,50588.0
A,167.0,,,1.0,,,N,BAO_0000218,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Dog at maximum of 0.3 hours,,,Intermediate,,CHEMBL619616,9615.0,,Canis lupus familiaris,6207.0,,1.0,,50588.0
A,6241.0,,,1.0,,Plasma,N,BAO_0000218,Final plasma concentration in dogs after oral administration at 1 mg/kg,,,Intermediate,,CHEMBL619617,9615.0,1969.0,Canis lupus familiaris,6208.0,,1.0,,50588.0
A,344.0,,,1.0,,,N,BAO_0000218,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 300 min,,,Intermediate,,CHEMBL619618,9615.0,,Canis lupus familiaris,6209.0,,1.0,,50588.0
A,344.0,,,1.0,,,N,BAO_0000218,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 30 min,,,Intermediate,,CHEMBL876033,9615.0,,Canis lupus familiaris,6210.0,,1.0,,50588.0
A,344.0,,,1.0,,,N,BAO_0000218,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 60 min,,,Intermediate,,CHEMBL619619,9615.0,,Canis lupus familiaris,6211.0,,1.0,,50588.0
A,2189.0,,,1.0,,,N,BAO_0000218,Percent of radioactive dose in urine and faeces excreted in 0-24 hr by dogs,,,Intermediate,,CHEMBL619620,9615.0,,Canis lupus familiaris,6212.0,,1.0,,50588.0
A,2189.0,,,1.0,,Urine,N,BAO_0000218,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs,,,Intermediate,,CHEMBL619621,9615.0,1088.0,Canis lupus familiaris,6213.0,,1.0,,50588.0
A,2189.0,,,1.0,,Urine,N,BAO_0000218,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs; NA is <10% inhibition at 1 uM for binding data,,,Intermediate,,CHEMBL619622,9615.0,1088.0,Canis lupus familiaris,6214.0,,1.0,,50588.0
A,2189.0,,,1.0,,Urine,N,BAO_0000218,Percent of radioactive dose in urine and feces excreted in 0-24 hr by dogs; NA is <10% inhibition at 1 uM for binding data,,,Intermediate,,CHEMBL618874,9615.0,1088.0,Canis lupus familiaris,6215.0,,1.0,,50588.0
A,4257.0,In vivo,,1.0,,,N,BAO_0000218,Absolute bioavailability was evaluated in dog,,,Intermediate,,CHEMBL618875,9615.0,,Canis lupus familiaris,6216.0,,1.0,,50588.0
A,6221.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability after oral administration (2.5 mg/kg) in dog was determined,,,Intermediate,,CHEMBL618876,9615.0,,Canis lupus familiaris,6217.0,,1.0,,50588.0
A,6215.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability after peroral administration (1 mg/kg) was determined in dog,,,Intermediate,,CHEMBL618877,9615.0,,Canis lupus familiaris,6218.0,,1.0,,50588.0
A,17267.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog,,,Intermediate,,CHEMBL618878,9615.0,,Canis lupus familiaris,6219.0,,1.0,,50588.0
A,6621.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog,,,Intermediate,,CHEMBL618879,9615.0,,Canis lupus familiaris,6220.0,,1.0,,50588.0
A,3854.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability after intravenous administration in dogs,,,Intermediate,,CHEMBL618880,9615.0,,Canis lupus familiaris,6221.0,,1.0,,50588.0
A,3854.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability after peroral administration in dogs,,,Intermediate,,CHEMBL618881,9615.0,,Canis lupus familiaris,6222.0,,1.0,,50588.0
A,5007.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),,,Intermediate,,CHEMBL618882,9615.0,,Canis lupus familiaris,6223.0,,1.0,,50588.0
A,4333.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog (Beagle) (male) (dose 3 mg/kg i.v. and 10 mg/kg p.o.) measured from 1 to 24 hr,,,Intermediate,,CHEMBL624226,9615.0,,Canis lupus familiaris,6224.0,,1.0,,50588.0
A,4333.0,In vivo,,1.0,,Plasma,N,BAO_0000218,Bioavailability in plasma of male Beagle dogs treated with 3 mg/kg (i.v.) and 10 mg/kg (p.o.) measured from 1 to 24 hr; ND indicates not determined,,,Intermediate,,CHEMBL624227,9615.0,1969.0,Canis lupus familiaris,6225.0,,1.0,,50588.0
A,5006.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability,,,Intermediate,,CHEMBL624228,9615.0,,Canis lupus familiaris,6226.0,,1.0,,50588.0
A,5199.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability,,,Intermediate,,CHEMBL624229,9615.0,,Canis lupus familiaris,6227.0,,1.0,,50588.0
A,4368.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability by intravenous administration of 1.2 mg/kg in dog,,,Intermediate,,CHEMBL624230,9615.0,,Canis lupus familiaris,6228.0,,1.0,,50588.0
A,3771.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog,,,Intermediate,,CHEMBL624231,9615.0,,Canis lupus familiaris,6229.0,,1.0,,50588.0
A,4953.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog,,,Intermediate,,CHEMBL624232,9615.0,,Canis lupus familiaris,6230.0,,1.0,,50588.0
A,5064.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog,,,Intermediate,,CHEMBL625127,9615.0,,Canis lupus familiaris,6231.0,,1.0,,50588.0
A,17657.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog,,,Intermediate,,CHEMBL625128,9615.0,,Canis lupus familiaris,6232.0,,1.0,,50588.0
A,17796.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog,,,Intermediate,,CHEMBL621675,9615.0,,Canis lupus familiaris,6233.0,,1.0,,50588.0
A,17853.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog (p.o.) at 2.0 mpk,,,Intermediate,,CHEMBL621676,9615.0,,Canis lupus familiaris,6234.0,,1.0,,50588.0
A,4521.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog (dose 2 mg/kg p.o. and 0.5 mg/kg i.v.),,,Intermediate,,CHEMBL621677,9615.0,,Canis lupus familiaris,6235.0,,1.0,,50588.0
A,4521.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,,,Intermediate,,CHEMBL621678,9615.0,,Canis lupus familiaris,6236.0,,1.0,,50588.0
A,5006.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog,,,Intermediate,,CHEMBL621679,9615.0,,Canis lupus familiaris,6237.0,,1.0,,50588.0
A,16365.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability was evaluated after oral administration in dog,,,Intermediate,,CHEMBL621680,9615.0,,Canis lupus familiaris,6238.0,,1.0,,50588.0
A,1916.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,,,Intermediate,,CHEMBL621681,9615.0,,Canis lupus familiaris,6239.0,,1.0,,50588.0
A,1918.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability was evaluated in dog,,,Intermediate,,CHEMBL876740,9615.0,,Canis lupus familiaris,6240.0,,1.0,,50588.0
A,4239.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog,,,Intermediate,,CHEMBL621682,9615.0,,Canis lupus familiaris,6241.0,,1.0,,50588.0
A,6505.0,In vivo,,1.0,,,N,BAO_0000218,Bioavailability in dog,,,Intermediate,,CHEMBL621683,9615.0,,Canis lupus familiaris,6242.0,,1.0,,50588.0
