ss_d,tss_d,b_frmt,vrnt_d,rltnshp_tp,crtd_b,ss_strn,ss_cll_tp,cll_d,src_d,ss_tss,td,ss_tst_tp,dc_d,ss_sbclllr_frctn,chmbl_d,ss_rgnsm,ss_tx_d,cnfdnc_scr,src_ss_d
14300,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628056,Rattus norvegicus,10116.0,1,
14301,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628200,Rattus norvegicus,10116.0,1,
14302,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628201,Rattus norvegicus,10116.0,1,
14303,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628202,Rattus norvegicus,10116.0,1,
14304,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628203,Rattus norvegicus,10116.0,1,
14305,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628204,Rattus norvegicus,10116.0,1,
14306,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628205,Rattus norvegicus,10116.0,1,
14307,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628206,Rattus norvegicus,10116.0,1,
14308,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL628207,,,0,
14309,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL627220,,,0,
14310,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL627221,,,0,
14311,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL627222,,,0,
14312,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13257,,CHEMBL627223,,,0,
14313,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL632062,,,0,
14314,2106.0,BAO_0000218,,U,Autocuration,,,,1,Spleen,22224,In vivo,13257,,CHEMBL632063,,,0,
14315,1255.0,BAO_0000218,,U,Autocuration,,,,1,Urinary bladder,22224,In vivo,13257,,CHEMBL632064,,,0,
14316,178.0,BAO_0000218,,U,Autocuration,,,,1,Blood,22224,In vivo,13257,,CHEMBL632065,,,0,
14317,1474.0,BAO_0000218,,U,Autocuration,,,,1,Bone element,22224,In vivo,13257,,CHEMBL632066,,,0,
14318,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13257,,CHEMBL632067,,,0,
14319,2113.0,BAO_0000218,,U,Autocuration,,,,1,Kidney,22224,In vivo,13257,,CHEMBL629188,,,0,
14320,2107.0,BAO_0000218,,U,Autocuration,,,,1,Liver,22224,In vivo,13257,,CHEMBL629189,,,0,
14321,2048.0,BAO_0000218,,U,Autocuration,,,,1,Lung,22224,In vivo,13257,,CHEMBL629190,,,0,
14322,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL629191,,,0,
14323,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL629192,,,0,
14324,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL629193,,,0,
14325,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL629194,,,0,
14326,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13257,,CHEMBL629195,,,0,
14327,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL629373,,,0,
14328,2106.0,BAO_0000218,,U,Autocuration,,,,1,Spleen,22224,In vivo,13257,,CHEMBL629374,,,0,
14329,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL629375,,,0,
14330,1255.0,BAO_0000218,,U,Autocuration,,,,1,Urinary bladder,22224,In vivo,13257,,CHEMBL629376,,,0,
14331,178.0,BAO_0000218,,U,Autocuration,,,,1,Blood,22224,In vivo,13257,,CHEMBL629377,,,0,
14332,1474.0,BAO_0000218,,U,Autocuration,,,,1,Bone element,22224,In vivo,13257,,CHEMBL629378,,,0,
14333,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13257,,CHEMBL629379,,,0,
14334,2113.0,BAO_0000218,,U,Autocuration,,,,1,Kidney,22224,In vivo,13257,,CHEMBL629151,,,0,
14335,2107.0,BAO_0000218,,U,Autocuration,,,,1,Liver,22224,In vivo,13257,,CHEMBL629152,,,0,
14336,2048.0,BAO_0000218,,U,Autocuration,,,,1,Lung,22224,In vivo,13257,,CHEMBL629153,,,0,
14337,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL629154,,,0,
14338,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL629155,,,0,
14339,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL629156,,,0,
14340,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL629157,,,0,
14341,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL629158,,,0,
14342,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13257,,CHEMBL629159,,,0,
14343,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL629160,,,0,
14344,2106.0,BAO_0000218,,U,Autocuration,,,,1,Spleen,22224,In vivo,13257,,CHEMBL629161,,,0,
14345,1255.0,BAO_0000218,,U,Autocuration,,,,1,Urinary bladder,22224,In vivo,13257,,CHEMBL629162,,,0,
14346,178.0,BAO_0000218,,U,Autocuration,,,,1,Blood,22224,In vivo,13257,,CHEMBL629163,,,0,
14347,1474.0,BAO_0000218,,U,Autocuration,,,,1,Bone element,22224,In vivo,13257,,CHEMBL629164,,,0,
14348,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13257,,CHEMBL629165,,,0,
14349,2107.0,BAO_0000218,,U,Autocuration,,,,1,Liver,22224,In vivo,13257,,CHEMBL629166,,,0,
14350,2048.0,BAO_0000218,,U,Autocuration,,,,1,Lung,22224,In vivo,13257,,CHEMBL629167,,,0,
14351,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL629168,,,0,
14352,,BAO_0000019,,U,Autocuration,,,,1,,22224,,2193,,CHEMBL629169,,,0,
14353,,BAO_0000019,,U,Autocuration,,,,1,,22224,,2193,,CHEMBL629170,,,0,
14354,,BAO_0000019,,U,Autocuration,,,,1,,22224,,2193,,CHEMBL631153,,,0,
14355,,BAO_0000019,,U,Autocuration,,,,1,,22224,,2193,,CHEMBL875121,,,0,
14356,,BAO_0000019,,U,Autocuration,,,,1,,22224,,2193,,CHEMBL631154,,,0,
14357,,BAO_0000019,,U,Autocuration,,,,1,,22224,,2193,,CHEMBL631155,,,0,
14358,,BAO_0000019,,U,Autocuration,,,,1,,22224,,568,,CHEMBL631156,,,0,
14359,,BAO_0000019,,U,Autocuration,,,,1,,22224,,9680,,CHEMBL631157,,,0,
14360,,BAO_0000019,,U,Autocuration,,,,1,,22224,,9680,,CHEMBL631158,,,0,
14361,,BAO_0000019,,U,Autocuration,,,,1,,22224,,9680,,CHEMBL631159,,,0,
14362,,BAO_0000019,,U,Autocuration,,,,1,,22224,,10026,,CHEMBL631160,,,0,
14363,,BAO_0000019,,U,Autocuration,,,,1,,22224,,10281,,CHEMBL631161,,,0,
14364,,BAO_0000019,,U,Autocuration,,,,1,,22224,,10014,,CHEMBL631162,,,0,
14365,,BAO_0000019,,U,Autocuration,,,,1,,22224,,10014,,CHEMBL630313,,,0,
14366,,BAO_0000019,,U,Autocuration,,,,1,,22224,,9680,,CHEMBL630314,,,0,
14367,,BAO_0000019,,U,Autocuration,,,,1,,22224,,9680,,CHEMBL630315,,,0,
14368,,BAO_0000019,,U,Autocuration,,,,1,,22224,,13028,,CHEMBL630316,,,0,
14369,,BAO_0000019,,U,Autocuration,,,,1,,22224,,13028,,CHEMBL630986,,,0,
14370,,BAO_0000019,,U,Autocuration,,,,1,,22224,,13028,,CHEMBL630987,,,0,
14371,,BAO_0000019,,U,Autocuration,,,,1,,22224,,13028,,CHEMBL630988,,,0,
14372,,BAO_0000019,,U,Autocuration,,,,1,,22224,,13028,,CHEMBL630989,,,0,
14373,,BAO_0000019,,U,Autocuration,,,,1,,22224,,13028,,CHEMBL630990,,,0,
14374,,BAO_0000019,,U,Autocuration,,,,1,,22224,,13028,,CHEMBL630991,,,0,
14375,,BAO_0000019,,U,Autocuration,,,,1,,22224,,13028,,CHEMBL630992,,,0,
14376,,BAO_0000019,,U,Autocuration,,,,1,,22224,,13028,,CHEMBL630993,,,0,
14377,,BAO_0000019,,U,Autocuration,,,,1,,22224,,13028,,CHEMBL630994,,,0,
14378,,BAO_0000218,,N,Intermediate,,,,1,,50597,,10014,,CHEMBL630995,Rattus norvegicus,10116.0,1,
14379,,BAO_0000019,,U,Autocuration,,,,1,,22224,,9962,,CHEMBL629252,,,0,
14380,,BAO_0000019,,U,Autocuration,,,,1,,22224,,12029,,CHEMBL629253,,,0,
14381,,BAO_0000019,,U,Autocuration,,,,1,,22224,,12029,,CHEMBL629944,,,0,
14382,3126.0,BAO_0000218,,N,Intermediate,,,,1,Trachea,50512,,10583,,CHEMBL629945,Cavia porcellus,10141.0,1,
14383,,BAO_0000019,,U,Autocuration,,,,1,,22224,,568,,CHEMBL629946,,,0,
14384,,BAO_0000019,,U,Autocuration,,,,1,,22224,,568,,CHEMBL629947,,,0,
14385,,BAO_0000019,,U,Autocuration,,,,1,,22224,,568,,CHEMBL629948,,,0,
14386,,BAO_0000019,,U,Autocuration,,,,1,,22224,,568,,CHEMBL856024,,,0,
14387,,BAO_0000019,,U,Autocuration,,,,1,,22224,,7493,,CHEMBL629949,,,0,
14388,,BAO_0000019,,U,Autocuration,,,,1,,22224,,8371,,CHEMBL629950,,,0,
14389,,BAO_0000100,,U,Autocuration,,,,1,,22224,,13114,,CHEMBL630127,,,0,
14390,,BAO_0000100,,U,Autocuration,,,,1,,22224,,15515,,CHEMBL630128,,,0,
14391,,BAO_0000100,,U,Autocuration,,,,1,,22224,,522,,CHEMBL630129,,,0,
14392,,BAO_0000019,,U,Autocuration,,,,1,,22224,,13888,,CHEMBL630130,,,0,
14393,,BAO_0000100,,U,Autocuration,,,,1,,22224,,2616,,CHEMBL875234,,,0,
14394,,BAO_0000100,,U,Autocuration,,,,1,,22224,,3798,,CHEMBL630131,,,0,
14395,,BAO_0000218,,N,Intermediate,,,,1,,50597,,8731,,CHEMBL630132,Rattus norvegicus,10116.0,1,
14396,,BAO_0000019,,U,Autocuration,,,,1,,22224,,11892,,CHEMBL630133,,,0,
14397,,BAO_0000019,,U,Autocuration,,,,1,,22224,,11892,,CHEMBL630134,,,0,
14398,,BAO_0000019,,U,Autocuration,,,,1,,22224,,2582,,CHEMBL630135,,,0,
14399,,BAO_0000019,,U,Autocuration,,,,1,,22224,,11892,,CHEMBL630136,,,0,
14400,,BAO_0000019,,U,Autocuration,,,,1,,22224,,13396,,CHEMBL630137,,,0,
14401,,BAO_0000019,,U,Autocuration,,,,1,,22224,,603,,CHEMBL630138,,,0,
14402,,BAO_0000019,,U,Autocuration,,,,1,,22224,,15673,,CHEMBL630139,,,0,
14403,,BAO_0000019,,U,Autocuration,,,,1,,22224,,10368,,CHEMBL630140,,,0,
14404,,BAO_0000019,,U,Autocuration,,,,1,,22224,,14228,,CHEMBL875235,,,0,
14405,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL876439,Rattus norvegicus,10116.0,1,
14406,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL630605,Rattus norvegicus,10116.0,1,
14407,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL630606,Rattus norvegicus,10116.0,1,
14408,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL630607,Rattus norvegicus,10116.0,1,
14409,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL630608,Rattus norvegicus,10116.0,1,
14410,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL630609,Rattus norvegicus,10116.0,1,
14411,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL630610,Rattus norvegicus,10116.0,1,
14412,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL630611,Rattus norvegicus,10116.0,1,
14413,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629552,Rattus norvegicus,10116.0,1,
14414,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629733,Rattus norvegicus,10116.0,1,
14415,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629734,Rattus norvegicus,10116.0,1,
14416,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629735,Rattus norvegicus,10116.0,1,
14417,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629736,Rattus norvegicus,10116.0,1,
14418,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629737,Rattus norvegicus,10116.0,1,
14419,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629738,Rattus norvegicus,10116.0,1,
14420,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629739,Rattus norvegicus,10116.0,1,
14421,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629740,Rattus norvegicus,10116.0,1,
14422,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629741,Rattus norvegicus,10116.0,1,
14423,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629742,Rattus norvegicus,10116.0,1,
14424,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629743,Rattus norvegicus,10116.0,1,
14425,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629744,Rattus norvegicus,10116.0,1,
14426,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629745,Rattus norvegicus,10116.0,1,
14427,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629746,Rattus norvegicus,10116.0,1,
14428,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629747,Rattus norvegicus,10116.0,1,
14429,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629748,Rattus norvegicus,10116.0,1,
14430,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629749,Rattus norvegicus,10116.0,1,
14431,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629750,Rattus norvegicus,10116.0,1,
14432,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629751,Rattus norvegicus,10116.0,1,
14433,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629752,Rattus norvegicus,10116.0,1,
14434,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629753,Rattus norvegicus,10116.0,1,
14435,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629754,Rattus norvegicus,10116.0,1,
14436,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629755,Rattus norvegicus,10116.0,1,
14437,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629756,Rattus norvegicus,10116.0,1,
14438,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629757,Rattus norvegicus,10116.0,1,
14439,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629758,Rattus norvegicus,10116.0,1,
14440,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629759,Rattus norvegicus,10116.0,1,
14441,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL629760,Rattus norvegicus,10116.0,1,
14442,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11510,,CHEMBL876443,Rattus norvegicus,10116.0,1,
14443,,BAO_0000218,,N,Intermediate,,,,1,,50588,,8310,,CHEMBL629761,Canis lupus familiaris,9615.0,1,
14444,,BAO_0000218,,N,Intermediate,,,,1,,50588,,8310,,CHEMBL629762,Canis lupus familiaris,9615.0,1,
14445,,BAO_0000218,,N,Intermediate,,,,1,,50594,,8310,,CHEMBL629763,Mus musculus,10090.0,1,
14446,,BAO_0000218,,N,Intermediate,,,,1,,50594,,8310,,CHEMBL629764,Mus musculus,10090.0,1,
14447,,BAO_0000218,,N,Intermediate,,,,1,,50594,,8310,,CHEMBL629765,Mus musculus,10090.0,1,
14448,,BAO_0000218,,N,Intermediate,,,,1,,50594,,8310,,CHEMBL629766,Mus musculus,10090.0,1,
14449,,BAO_0000218,,N,Intermediate,,,,1,,50594,,8310,,CHEMBL629767,Mus musculus,10090.0,1,
14450,,BAO_0000218,,N,Intermediate,,,,1,,50588,,8310,,CHEMBL629768,Canis lupus familiaris,9615.0,1,
14451,,BAO_0000218,,N,Intermediate,,,,1,,50594,,8310,,CHEMBL629769,Mus musculus,10090.0,1,
14452,,BAO_0000218,,N,Intermediate,,,,1,,50588,,8310,,CHEMBL629770,Canis lupus familiaris,9615.0,1,
14453,,BAO_0000218,,N,Intermediate,,,,1,,50588,,8310,,CHEMBL629771,Canis lupus familiaris,9615.0,1,
14454,,BAO_0000218,,N,Intermediate,,,,1,,50594,,8310,,CHEMBL629772,Mus musculus,10090.0,1,
14455,,BAO_0000218,,N,Intermediate,,,,1,,50594,,8310,,CHEMBL629773,Mus musculus,10090.0,1,
14456,,BAO_0000218,,N,Intermediate,,,,1,,50594,,8310,,CHEMBL625455,Mus musculus,10090.0,1,
14457,,BAO_0000218,,N,Intermediate,,,,1,,50594,,8310,,CHEMBL625456,Mus musculus,10090.0,1,
14458,,BAO_0000218,,N,Intermediate,,,,1,,50594,,8310,,CHEMBL625457,Mus musculus,10090.0,1,
14459,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL625458,Rattus norvegicus,10116.0,1,
14460,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL625459,Rattus norvegicus,10116.0,1,
14461,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL875483,Rattus norvegicus,10116.0,1,
14462,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL634779,Rattus norvegicus,10116.0,1,
14463,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL625460,Rattus norvegicus,10116.0,1,
14464,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626117,Rattus norvegicus,10116.0,1,
14465,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626118,Rattus norvegicus,10116.0,1,
14466,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628342,Rattus norvegicus,10116.0,1,
14467,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628343,Rattus norvegicus,10116.0,1,
14468,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628344,Rattus norvegicus,10116.0,1,
14469,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628345,Rattus norvegicus,10116.0,1,
14470,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628346,Rattus norvegicus,10116.0,1,
14471,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628347,Rattus norvegicus,10116.0,1,
14472,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628348,Rattus norvegicus,10116.0,1,
14473,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628349,Rattus norvegicus,10116.0,1,
14474,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL875611,Rattus norvegicus,10116.0,1,
14475,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628350,Rattus norvegicus,10116.0,1,
14476,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628351,Rattus norvegicus,10116.0,1,
14477,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628352,Rattus norvegicus,10116.0,1,
14478,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628353,Rattus norvegicus,10116.0,1,
14479,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL628354,Rattus norvegicus,10116.0,1,
14480,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626667,Rattus norvegicus,10116.0,1,
14481,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626668,Rattus norvegicus,10116.0,1,
14482,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626669,Rattus norvegicus,10116.0,1,
14483,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626670,Rattus norvegicus,10116.0,1,
14484,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626671,Rattus norvegicus,10116.0,1,
14485,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626672,Rattus norvegicus,10116.0,1,
14486,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626673,Rattus norvegicus,10116.0,1,
14487,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626674,Rattus norvegicus,10116.0,1,
14488,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626675,Rattus norvegicus,10116.0,1,
14489,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626676,Rattus norvegicus,10116.0,1,
14490,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626677,Rattus norvegicus,10116.0,1,
14491,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626678,Rattus norvegicus,10116.0,1,
14492,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626679,Rattus norvegicus,10116.0,1,
14493,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL875612,Rattus norvegicus,10116.0,1,
14494,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626680,Rattus norvegicus,10116.0,1,
14495,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626681,Rattus norvegicus,10116.0,1,
14496,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626682,Rattus norvegicus,10116.0,1,
14497,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626683,Rattus norvegicus,10116.0,1,
14498,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626684,Rattus norvegicus,10116.0,1,
14499,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626685,Rattus norvegicus,10116.0,1,
14500,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626686,Rattus norvegicus,10116.0,1,
14501,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL626687,Rattus norvegicus,10116.0,1,
14502,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL624978,Rattus norvegicus,10116.0,1,
14503,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL624979,Rattus norvegicus,10116.0,1,
14504,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL624980,Rattus norvegicus,10116.0,1,
14505,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50597,,12582,,CHEMBL624981,Rattus norvegicus,10116.0,1,
14506,1088.0,BAO_0000218,,N,Intermediate,,,,1,Urine,50588,,12582,,CHEMBL624982,Canis lupus familiaris,9615.0,1,
14507,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL627564,,,0,
14508,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL627565,,,0,
14509,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13257,,CHEMBL627566,,,0,
14510,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL627567,,,0,
14511,2106.0,BAO_0000218,,U,Autocuration,,,,1,Spleen,22224,In vivo,13257,,CHEMBL627568,,,0,
14512,2113.0,BAO_0000218,,U,Autocuration,,,,1,Kidney,22224,In vivo,13257,,CHEMBL627569,,,0,
14513,1255.0,BAO_0000218,,U,Autocuration,,,,1,Urinary bladder,22224,In vivo,13257,,CHEMBL627570,,,0,
14514,178.0,BAO_0000218,,U,Autocuration,,,,1,Blood,22224,In vivo,13257,,CHEMBL627571,,,0,
14515,1474.0,BAO_0000218,,U,Autocuration,,,,1,Bone element,22224,In vivo,13257,,CHEMBL627572,,,0,
14516,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13257,,CHEMBL627573,,,0,
14517,2113.0,BAO_0000218,,U,Autocuration,,,,1,Kidney,22224,In vivo,13257,,CHEMBL627574,,,0,
14518,2107.0,BAO_0000218,,U,Autocuration,,,,1,Liver,22224,In vivo,13257,,CHEMBL627575,,,0,
14519,2048.0,BAO_0000218,,U,Autocuration,,,,1,Lung,22224,In vivo,13257,,CHEMBL627576,,,0,
14520,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL627577,,,0,
14521,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL627578,,,0,
14522,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL627579,,,0,
14523,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL627580,,,0,
14524,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL627581,,,0,
14525,,BAO_0000218,,U,Autocuration,,,,1,,22224,In vivo,13257,,CHEMBL627582,,,0,
14526,2385.0,BAO_0000218,,U,Autocuration,,,,1,Muscle tissue,22224,In vivo,13257,,CHEMBL627583,,,0,
14527,2106.0,BAO_0000218,,U,Autocuration,,,,1,Spleen,22224,In vivo,13257,,CHEMBL627584,,,0,
14528,2367.0,BAO_0000218,,U,Autocuration,,,,1,Prostate gland,22224,In vivo,13257,,CHEMBL627585,,,0,
