assays_ss_d,assays_dscrptn,assays_src_d,assays_rltnshp_tp,assays_src_ss_d,assays_ss_rgnsm,assays_vrnt_d,assays_ss_sbclllr_frctn,assays_ss_ctgr,assays_ss_tss,assays_ss_cll_tp,assays_tss_d,assays_b_frmt,assays_chmbl_d,assays_cnfdnc_scr,assays_crtd_b,assays_ss_tx_d,assays_ss_strn,assays_td,assays_cll_d
11805,Distribution in the lung after 30 min of intravenous administration,1,U,,,,,,,,,BAO_0000019,CHEMBL628062,0,Autocuration,,,22224,
11806,Distribution in the lung after 5 min of intravenous administration,1,U,,,,,,,,,BAO_0000019,CHEMBL628063,0,Autocuration,,,22224,
11807,Distribution in the lung after 60 min of intravenous administration,1,U,,,,,,,,,BAO_0000019,CHEMBL628064,0,Autocuration,,,22224,
11808,Distribution in the lung after 90 min of intravenous administration,1,U,,,,,,,,,BAO_0000019,CHEMBL628065,0,Autocuration,,,22224,
11809,Distribution in the muscle after 120 min of intravenous administration,1,U,,,,,,Muscle tissue,,2385.0,BAO_0000019,CHEMBL628066,0,Autocuration,,,22224,
11810,Distribution in the muscle after 15 min of intravenous administration,1,U,,,,,,Muscle tissue,,2385.0,BAO_0000019,CHEMBL628067,0,Autocuration,,,22224,
11811,Distribution in the muscle after 30 min of intravenous administration,1,N,,Mus musculus,,,,Muscle tissue,,2385.0,BAO_0000218,CHEMBL874646,1,Intermediate,10090.0,,50594,
11812,Distribution in the muscle after 5 min of intravenous administration,1,U,,,,,,Muscle tissue,,2385.0,BAO_0000019,CHEMBL628068,0,Autocuration,,,22224,
11813,Distribution in the muscle after 60 min of intravenous administration,1,U,,,,,,Muscle tissue,,2385.0,BAO_0000019,CHEMBL628069,0,Autocuration,,,22224,
11814,Distribution in the muscle after 90 min of intravenous administration,1,U,,,,,,Muscle tissue,,2385.0,BAO_0000019,CHEMBL628070,0,Autocuration,,,22224,
11815,Distribution in the spleen after 120 min of intravenous administration,1,U,,,,,,Spleen,,2106.0,BAO_0000019,CHEMBL628071,0,Autocuration,,,22224,
11816,Distribution in the spleen after 15 min of intravenous administration,1,U,,,,,,Spleen,,2106.0,BAO_0000019,CHEMBL628072,0,Autocuration,,,22224,
11817,Distribution in the spleen after 30 min of intravenous administration,1,U,,,,,,Spleen,,2106.0,BAO_0000019,CHEMBL628073,0,Autocuration,,,22224,
11818,Distribution in the spleen after 5 min of intravenous administration,1,U,,,,,,Spleen,,2106.0,BAO_0000019,CHEMBL628074,0,Autocuration,,,22224,
11819,Distribution in the spleen after 60 min of intravenous administration,1,U,,,,,,Spleen,,2106.0,BAO_0000019,CHEMBL628075,0,Autocuration,,,22224,
11820,Distribution in the spleen after 90 min of intravenous administration,1,U,,,,,,Spleen,,2106.0,BAO_0000019,CHEMBL628076,0,Autocuration,,,22224,
11821,Evaluated for distribution at 0.5 hr after intravenous administration in adrenal cortex of female Sprague Dawley rats,1,N,,Rattus norvegicus,,,,Adrenal cortex,,1235.0,BAO_0000218,CHEMBL628077,1,Intermediate,10116.0,,50597,
11822,Evaluated for distribution at 0.5 hr after intravenous administration in blood of female Sprague Dawley rats,1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL628078,1,Intermediate,10116.0,,50597,
11823,Evaluated for distribution at 0.5 hr after intravenous administration in liver of female Sprague Dawley rats,1,N,,Rattus norvegicus,,,,Liver,,2107.0,BAO_0000218,CHEMBL628079,1,Intermediate,10116.0,,50597,
11824,Evaluated for distribution at 0.5 hr after intravenous administration in ovary of female Sprague Dawley rats,1,N,,Rattus norvegicus,,,,Female gonad,,992.0,BAO_0000218,CHEMBL628080,1,Intermediate,10116.0,,50597,
11825,Evaluated for distribution at 0.5 hr after intravenous administration in thyroid of female Sprague Dawley rats,1,N,,Rattus norvegicus,,,,Thyroid gland,,2046.0,BAO_0000218,CHEMBL628081,1,Intermediate,10116.0,,50597,
11826,Evaluated for distribution at 24 hours after intravenous administration in adrenal cortex of female Sprague Dawley rats,1,N,,Rattus norvegicus,,,,Adrenal cortex,,1235.0,BAO_0000218,CHEMBL628082,1,Intermediate,10116.0,,50597,
11827,Evaluated for distribution at 24 hours after intravenous administration in blood of female Sprague Dawley rats,1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL874647,1,Intermediate,10116.0,,50597,
11828,Evaluated for distribution at 24 hours after intravenous administration in liver of female Sprague Dawley rats,1,N,,Rattus norvegicus,,,,Liver,,2107.0,BAO_0000218,CHEMBL626406,1,Intermediate,10116.0,,50597,
11829,Evaluated for distribution at 24 hours after intravenous administration in ovary of female Sprague Dawley rats,1,N,,Rattus norvegicus,,,,Female gonad,,992.0,BAO_0000218,CHEMBL626407,1,Intermediate,10116.0,,50597,
11830,Evaluated for distribution at 24 hours after intravenous administration in thyroid of female Sprague Dawley rats,1,N,,Rattus norvegicus,,,,Thyroid gland,,2046.0,BAO_0000218,CHEMBL626408,1,Intermediate,10116.0,,50597,
11831,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.07-0.09",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL626409,1,Intermediate,10116.0,,50597,
11832,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.10-0.13",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL626410,1,Intermediate,10116.0,,50597,
11833,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.18-0.24",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL626411,1,Intermediate,10116.0,,50597,
11834,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.19-0.24",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL626412,1,Intermediate,10116.0,,50597,
11835,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.22-0.32",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL626413,1,Intermediate,10116.0,,50597,
11836,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.25-0.32",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL626414,1,Intermediate,10116.0,,50597,
11837,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.10-0.14",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL626415,1,Intermediate,10116.0,,50597,
11838,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.25-0.34",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL626416,1,Intermediate,10116.0,,50597,
11839,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.27-0.33",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL627062,1,Intermediate,10116.0,,50597,
11840,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.32-0.46",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL627063,1,Intermediate,10116.0,,50597,
11841,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.40-0.45",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL627064,1,Intermediate,10116.0,,50597,
11842,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.44-0.52",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL627227,1,Intermediate,10116.0,,50597,
11843,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.08-0.09",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL627228,1,Intermediate,10116.0,,50597,
11844,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.12-0.14",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL627229,1,Intermediate,10116.0,,50597,
11845,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.13-0.15",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL625792,1,Intermediate,10116.0,,50597,
11846,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.20",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL625793,1,Intermediate,10116.0,,50597,
11847,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.23",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL625794,1,Intermediate,10116.0,,50597,
11848,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.16-0.21",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL625795,1,Intermediate,10116.0,,50597,
11849,Pharmacokinetic parameter AUC for the compound after intravenous administration into BALB/c Mice in plasma samples.,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL625796,1,Intermediate,10090.0,,50594,
11850,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 375 mg/kg,1,N,,Canis lupus familiaris,,,,,,,BAO_0000218,CHEMBL625797,1,Intermediate,9615.0,,50588,
11851,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 500 mg/kg,1,N,,Canis lupus familiaris,,,,,,,BAO_0000218,CHEMBL625798,1,Intermediate,9615.0,,50588,
11852,Pharmacokinetic parameter AUC evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,1,U,,,,,,,,,BAO_0000218,CHEMBL875613,0,Autocuration,,,22224,
11853,Pharmacokinetic parameter AUC was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,1,U,,,,,,,,,BAO_0000218,CHEMBL625799,0,Autocuration,,,22224,
11854,Pharmacokinetic parameter AUC was evaluated in 10% PEG suspension at a dose of 20 mg/kg orally,1,U,,,,,,,,,BAO_0000218,CHEMBL625800,0,Autocuration,,,22224,
11855,Pharmacokinetic parameter AUC was evaluated in 100% PEG solution at a dose of 20 mg/kg orally,1,U,,,,,,,,,BAO_0000218,CHEMBL625801,0,Autocuration,,,22224,
11856,Pharmacokinetic parameter AUC was evaluated in DMA:H2O solution at a dose of 20 mg/kg orally,1,U,,,,,,,,,BAO_0000218,CHEMBL625802,0,Autocuration,,,22224,
11857,Pharmacokinetic parameter AUC was evaluated in HP-beta-CD solution at a dose of 20 mg/kg orally,1,U,,,,,,,,,BAO_0000218,CHEMBL625803,0,Autocuration,,,22224,
11858,Pharmacokinetic parameter AUC was evaluated in Hp-beta-CD solution,1,U,,,,,,,,,BAO_0000019,CHEMBL625804,0,Autocuration,,,22224,
11859,Pharmacokinetic parameter AUC was evaluated in saline solution at a dose of 20 mg/kg orally,1,U,,,,,,,,,BAO_0000218,CHEMBL622530,0,Autocuration,,,22224,
11860,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h); not detected,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL622531,1,Intermediate,10090.0,,50594,
11861,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL622532,1,Intermediate,10090.0,,50594,
11862,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623176,1,Intermediate,10090.0,,50594,
11863,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623177,1,Intermediate,10090.0,,50594,
11864,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623178,1,Intermediate,10090.0,,50594,
11865,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration using FMAddA as substrate in mice brain; AUC 0-r (mM.h); not detected,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623179,1,Intermediate,10090.0,,50594,
11866,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623180,1,Intermediate,10090.0,,50594,
11867,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL623181,1,Intermediate,10090.0,,50594,
11868,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL624131,1,Intermediate,10090.0,,50594,
11869,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration using 2`-F-ara-ddI as substrate in mice serum; AUC (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL624132,1,Intermediate,10090.0,,50594,
11870,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL624133,1,Intermediate,10090.0,,50594,
11871,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h).,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL624846,1,Intermediate,10090.0,,50594,
11872,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL624847,1,Intermediate,10090.0,,50594,
11873,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL624848,1,Intermediate,10090.0,,50594,
11874,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL625012,1,Intermediate,10090.0,,50594,
11875,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL625013,1,Intermediate,10090.0,,50594,
11876,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain; AUC 0-r (mM.h); not detected,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL625014,1,Intermediate,10090.0,,50594,
11877,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL625015,1,Intermediate,10090.0,,50594,
11878,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL625016,1,Intermediate,10090.0,,50594,
11879,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral in mice brain; AUC (mM.h); not detected,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL625017,1,Intermediate,10090.0,,50594,
11880,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL625018,1,Intermediate,10090.0,,50594,
11881,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration mice serum.; AUC 0-r (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL625019,1,Intermediate,10090.0,,50594,
11882,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain.; AUC 0-r (mM.h),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL625020,1,Intermediate,10090.0,,50594,
11883,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum.,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL625021,1,Intermediate,10090.0,,50594,
11884,Pharmacokinetic parameter [area under curve (AUC)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL625022,1,Intermediate,10116.0,,50597,
11885,Pharmacokinetic parameter area under the curve (0-24 hr) for the compound was evaluated in nude mice after oral administration. ,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL625023,1,Intermediate,10090.0,,50594,
11886,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration,1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL625024,1,Intermediate,9541.0,,100710,
11887,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration. ,1,N,,Macaca fascicularis,,,,,,,BAO_0000218,CHEMBL627626,1,Intermediate,9541.0,,100710,
11888,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in brain,1,U,,,,,,Brain,,955.0,BAO_0000218,CHEMBL627627,0,Autocuration,,,22224,
11889,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in serum,1,U,,,,,,Serum,,1977.0,BAO_0000218,CHEMBL627628,0,Autocuration,,,22224,
11890,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in brain,1,U,,,,,,Brain,,955.0,BAO_0000218,CHEMBL627629,0,Autocuration,,,22224,
11891,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in serum,1,U,,,,,,Serum,,1977.0,BAO_0000218,CHEMBL627630,0,Autocuration,,,22224,
11892,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/Kg orally; range (0.19-0.35),1,U,,,,,,,,,BAO_0000019,CHEMBL627631,0,Autocuration,,,22224,
11893,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/kg intravenously; range (2.1-2.3),1,U,,,,,,,,,BAO_0000218,CHEMBL629515,0,Autocuration,,,22224,
11894,In vivo biodistribution in mice spleen bearing intracerebral GL261 gliomas at the dose of 30 ug/day,1,N,,Mus musculus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL629516,1,Intermediate,10090.0,,50594,
11895,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 30 ug/g,1,N,,Mus musculus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL629517,1,Intermediate,10090.0,,50594,
11896,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 40 ug/g,1,N,,Mus musculus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL629518,1,Intermediate,10090.0,,50594,
11897,In vivo biodistribution in mice tumor bearing intracerebral GL261 gliomas at the dose of 30 ug/day,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL877499,1,Intermediate,10090.0,,50594,
11898,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 20 ug/g,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629519,1,Intermediate,10090.0,,50594,
11899,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 30 ug/g,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629520,1,Intermediate,10090.0,,50594,
11900,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 40 ug/g,1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629521,1,Intermediate,10090.0,,50594,
11901,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Blood (B),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629522,1,Intermediate,10090.0,,50594,
11902,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Lung (L),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629523,1,Intermediate,10090.0,,50594,
11903,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and Muscle (M),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629524,1,Intermediate,10090.0,,50594,
11904,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and blood (B),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629525,1,Intermediate,10090.0,,50594,
11905,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Blood (B),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629526,1,Intermediate,10090.0,,50594,
11906,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Lung (L),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629527,1,Intermediate,10090.0,,50594,
11907,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and Muscle (M),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629528,1,Intermediate,10090.0,,50594,
11908,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and blood (B),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629529,1,Intermediate,10090.0,,50594,
11909,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Blood (B),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629530,1,Intermediate,10090.0,,50594,
11910,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Lung (L),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL629531,1,Intermediate,10090.0,,50594,
11911,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and Muscle (M),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL628656,1,Intermediate,10090.0,,50594,
11912,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and blood (B),1,N,,Mus musculus,,,,,,,BAO_0000218,CHEMBL628657,1,Intermediate,10090.0,,50594,
11913,"Biodistribution in abdominal Dawley rat after 30min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628658,1,Intermediate,10116.0,,50597,
11914,"Biodistribution in abdominal of mature female Dawley rat after 10min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628659,1,Intermediate,10116.0,,50597,
11915,"Biodistribution in abdominal of mature female Dawley rat after 15min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL877500,1,Intermediate,10116.0,,50597,
11916,"Biodistribution in abdominal of mature female Dawley rat after 1h, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628660,1,Intermediate,10116.0,,50597,
11917,"Biodistribution in abdominal of mature female Dawley rat after 3 h, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628661,1,Intermediate,10116.0,,50597,
11918,"Biodistribution in abdominal of mature female Dawley rat after 30min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628662,1,Intermediate,10116.0,,50597,
11919,"Biodistribution in abdominal of mature female Dawley rat after 45min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628663,1,Intermediate,10116.0,,50597,
11920,"Biodistribution in abdominal of mature female Dawley rat after 5min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL628664,1,Intermediate,10116.0,,50597,
11921,"Biodistribution in blood of mature female Dawley rat after 10min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL628665,1,Intermediate,10116.0,,50597,
11922,"Biodistribution in blood of mature female Dawley rat after 15min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL628666,1,Intermediate,10116.0,,50597,
11923,"Biodistribution in blood of mature female Dawley rat after 1h, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL628667,1,Intermediate,10116.0,,50597,
11924,"Biodistribution in blood of mature female Dawley rat after 3 h, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL628668,1,Intermediate,10116.0,,50597,
11925,"Biodistribution in blood of mature female Dawley rat after 30min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL628669,1,Intermediate,10116.0,,50597,
11926,"Biodistribution in blood of mature female Dawley rat after 45min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL628670,1,Intermediate,10116.0,,50597,
11927,"Biodistribution in blood of mature female Dawley rat after 5min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Blood,,178.0,BAO_0000218,CHEMBL628671,1,Intermediate,10116.0,,50597,
11928,"Biodistribution in bone of mature female Dawley rat after 10min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Bone,,10000001.0,BAO_0000218,CHEMBL628672,1,Intermediate,10116.0,,50597,
11929,"Biodistribution in bone of mature female Dawley rat after 1h, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Bone,,10000001.0,BAO_0000218,CHEMBL630300,1,Intermediate,10116.0,,50597,
11930,"Biodistribution in bone of mature female Dawley rat after 3 h, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Bone,,10000001.0,BAO_0000218,CHEMBL629787,1,Intermediate,10116.0,,50597,
11931,"Biodistribution in bone of mature female Dawley rat after 30min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Bone,,10000001.0,BAO_0000218,CHEMBL629788,1,Intermediate,10116.0,,50597,
11932,"Biodistribution in brain of mature female Dawley rat after 10min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Brain,,955.0,BAO_0000218,CHEMBL629789,1,Intermediate,10116.0,,50597,
11933,"Biodistribution in brain of mature female Dawley rat after 15min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Brain,,955.0,BAO_0000218,CHEMBL629790,1,Intermediate,10116.0,,50597,
11934,"Biodistribution in brain of mature female Dawley rat after 1h, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Brain,,955.0,BAO_0000218,CHEMBL629791,1,Intermediate,10116.0,,50597,
11935,"Biodistribution in brain of mature female Dawley rat after 3 h, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Brain,,955.0,BAO_0000218,CHEMBL629792,1,Intermediate,10116.0,,50597,
11936,"Biodistribution in brain of mature female Dawley rat after 30min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Brain,,955.0,BAO_0000218,CHEMBL629793,1,Intermediate,10116.0,,50597,
11937,"Biodistribution in brain of mature female Dawley rat after 45min, expressed as percent injected dose/g",1,N,,Rattus norvegicus,,,,Brain,,955.0,BAO_0000218,CHEMBL629794,1,Intermediate,10116.0,,50597,
