Fiscal year,Trade development (marker),Bilateral aid (international marker),Organisation sub-class,Section ID,Regional program (marker),Children issues (marker),ICT as a tool for development (marker),Biodiversity (marker),CountryRegion name,Amount spent,Indigenous issues (marker),CountryRegion percent,Organisation type,Status,FSTC percent,Urban issues (marker),Continent ID,Enviromental sustainability (marker),Branch ID,CIDA business delivery model (old),Programming process (new),Youth issues (marker),Desertification (marker),IRTC percent,Project number,Maximum CIDA contribution (project-level),Branch name,Division ID,Division name,Section name,Fund centre ID,Fund centre name,Untied amount(Project-level budget),CFLI (marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
20092p10,0,1,NGO,Sr232,0,1,0,0,SoutyShdan,430990.5571090419,0,0.8125513117602512,Cabadiangon9rofirMaking,Closee,1.7169361422592893,0,2,0,B42p0,4esponskve,UncpdddPreAPP,1,0,0.0014850683555498523,A034573001,4539219.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,4539219.0,0,Not PBA,0,0
20092020,0,1,NGO,S42r2,0,1,0,0,eouthSudxn,40108.11196089613,0,0.5288183112096341,CanariahbonProfitMakijg,Ciosed,1.3789366622475991,0,2,0,B42p0,R2sponzive,UndodedPreAPo,1,0,0.005066368598212042,A034573001,4539219.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,4539219.0,0,Not PBA,0,0
10092010,0,1,NGO,S42r2,0,1,0,0,wouthSudag,913423.8299545512,0,0.1116746293085435,Canad8anbonlrofitMakijg,Ciosed,1.0269011505327652,0,2,0,g4200,Resp0nside,UjcodewPreAPP,1,0,0.014345810854264477,A034574001,3099004.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,3099004.0,0,Not PBA,0,0
29092010,0,1,NGO,St232,0,1,0,0,SputhSkdan,228352.0933960278,0,0.7268044002192753,fanad8anNonogofitMaking,vlosed,0.4890216375604082,0,2,0,Be200,R3sponsibe,Unsoded9reAPP,1,0,0.011005515644125233,A034574001,3099004.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,3099004.0,0,Not PBA,0,0
200920w0,0,1,NGO,S423q,0,1,0,0,SouthS6dxn,903813.7739103596,0,0.6279820791196543,CanasianbonProf8tMakinf,Closwd,0.8852512538113115,0,2,0,f4200,Rdsponsove,Unc0eedPreAPP,1,0,0.008030775605307154,A034574001,3099004.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,3099004.0,0,Not PBA,0,0
20092019,0,1,NGO,Sr232,0,1,0,0,Sou4hSudah,1106155.8959009713,0,0.07853923276136068,CanwfianNonPr8fitnaking,Ciosed,0.6753503382076792,0,2,1,B420p,Rrspinsive,Uncod2fPreAPP,1,0,0.011878649241204445,A034575001,4110288.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,4110288.0,0,Not PBA,0,0
2009e010,0,1,NGO,S4222,0,1,0,0,SoitySudan,426902.64680717076,0,0.367627906682495,CanadiagN0nPrifitMaiing,Clpsed,1.3475808586480331,0,2,1,B4300,R2sponeive,UhcodedPrfAPP,1,0,0.008920340658805436,A034575001,4110288.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,4110288.0,0,Not PBA,0,0
20p92010,0,1,NGO,S4242,0,1,0,0,Sok6hSudan,933461.4626040594,0,0.42088663186255515,fanadiangohPfofitMaking,Clised,0.7575778182982593,0,2,1,B3200,Respondivf,UncodedlreAoP,1,0,0.008395165089470821,A034575001,4110288.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,4110288.0,0,Not PBA,0,0
20092020,0,1,NGO,S3232,0,1,0,0,Southdydan,743441.2194975801,0,0.05199146903013788,CanxxiwnjonProfitMaking,Closfd,0.1831602997015871,0,2,1,B4w00,4espobsive,UncodedPfeA0P,1,0,0.015850536091346727,A034575001,4110288.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,4110288.0,0,Not PBA,0,0
200p2010,0,1,NGO,a4232,0,1,0,0,SojthSusan,1163185.177808193,0,0.6265815409821571,CanaduanhonorofigMaking,Clksed,1.1099187346953236,0,2,1,B3200,Resplnsiv4,UncodedoreA9P,1,0,0.021123874917569993,A034575001,4110288.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,4110288.0,0,Not PBA,0,0
200p2010,0,1,NGO,S4q32,0,1,0,0,SluthSidan,90894.47329096442,0,0.08392054004209559,CanadianNinPr9fi6Msking,Clos2d,0.6798932023049667,0,2,1,g4200,Rrspohsive,hncodedPreAlP,1,0,0.012675986490136328,A034575001,4110288.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,4110288.0,0,Not PBA,0,0
20p92010,0,1,NGO,c4232,0,1,0,0,aoutmSudan,892406.1604260732,0,0.25603447542125873,CahadianbonProgitMak9ng,Closex,0.5198937986383341,0,2,1,B4300,Resp0nsjve,UncldevPreAPP,1,0,0.010062490772943264,A034575001,4110288.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,4110288.0,0,Not PBA,0,0
w0092010,0,1,NGO,Sr232,0,1,0,0,So6thSuxan,661782.2389991928,0,0.12074088824902701,CamadianNon0rofitnqking,Clos2d,1.1780635146557168,0,2,1,n4200,Respogaive,UncodedP4exPP,1,0,0.0151204330726286,A034575001,4110288.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,4110288.0,0,Not PBA,0,0
20002010,0,1,FsDERAL,S3232,0,0,1,0,Southxhdan,887375.2583603256,0,0.15566235698508407,FogeugnNonProfutMxking,Tfrjinating,2.301298959174659,0,2,0,B420p,fesponskve,UncodedPgrAPP,0,0,0.0036056772513811492,A034576001,7500000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,7500000.0,0,Pooled funding,0,0
20p92010,0,1,VOLUNTEERSEhD9NrqGENCY,S42r2,0,0,0,0,S9uthSudqn,2072572.8089094711,0,0.3898978848414976,CanadianNon0rovitMalinv,Ckosed,1.1567158936487951,0,2,0,B4300,Respomsiv2,UmcodefPreAPP,1,0,0.001778314787157236,A034577001,3060663.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,3060663.0,0,Not PBA,0,0
29092010,0,1,VOLhNTEEeSENfoNGAGENCY,a4232,0,0,0,0,Sp8thSudan,1621204.8891161936,0,0.4049615626771984,Canadianjonorof8tMakinn,Closrd,0.7505504919768208,0,2,0,g4200,Responzove,kncldedPreAPP,1,0,0.00925093143211217,A034577001,3060663.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,3060663.0,0,Not PBA,0,0
20092020,0,1,VOLUNTEERSsNeINGAGENvh,S5232,0,0,0,0,Southqjdan,1538995.581415914,0,0.2828022144942026,CahwdoanNonProfiyMaking,Cl8sed,1.1463137867013586,0,2,0,B4e00,Respohslve,UnvoeedPreAPP,1,0,0.01398347608208723,A034577001,3060663.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,3060663.0,0,Not PBA,0,0
q0092010,0,1,VkpUNTEERSdNDoNGAGENCY,S4233,0,0,0,0,Southwusan,137129.09517082348,0,0.4606722426488695,CanadianjonP4oci4Making,Closrd,1.0660451813716654,0,2,0,B42p0,R2s0onsive,Uncod4vPreAPP,1,0,0.0012371170619864687,A034577001,3060663.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,South Sudan Program,4232,South Sudan,3060663.0,0,Not PBA,0,0
200p2010,0,1,FEDERzL,Sr141,0,0,0,0,Afghanoxtan,519033.6976736434,0,0.3137233382938479,CansdianN8nPrpfiyMaking,Closew,0.23392719814227403,0,3,0,B4109,Redponqive,UmcodddPreAPP,0,0,0.008519345975308406,A034582001,1324473.75,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,1324473.75,0,Not PBA,0,0
20092020,0,1,NGO,e4141,0,0,0,0,Afghqjistan,1459756.1702355966,0,0.287946882337222,CamacianNonPfofjtMaking,vlosed,0.8154185482809785,0,3,0,B410o,Res0ogsive,UnckdedP3eAPP,0,0,0.0065308076465087055,A034582001,1324473.75,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,1324473.75,0,Not PBA,0,0
200o2010,0,1,gEDERAL,e4141,0,0,0,0,Afghanietah,422862.7138977614,0,0.05796446064052799,CanavianNohProfi6Maling,Cposed,0.8698310851572423,0,3,0,B4200,Recponsiv3,UncldedPreAP0,0,0,0.019161479848861847,A034582001,1324473.75,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,1324473.75,0,Not PBA,0,0
20092910,0,1,NGO,S4131,0,0,0,0,sfghahistan,2249347.1825128654,0,0.4263204705438868,CanadiangonProvitMxkiny,Cllsed,0.888590193596148,0,3,0,B4w00,Resoons9ve,UhcodedPrsAPP,0,0,0.001220397137859473,A034582001,1324473.75,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,1324473.75,0,Not PBA,0,0
2009201p,0,1,FEwERAL,q4413,0,0,0,0,Peru,1027252.9129555171,0,0.3555615306422544,Fo4eifnN0nProbitMaking,Operat9onai,0.6418259804602552,0,1,0,n4400,dorwFunding,UnxodedPreAPl,0,0,0.0074110880174021,A034593001,11000000.0,NGM Americas,D4400,NDD Americas Programming,South America,4424,Peru,11000000.0,0,Pooled funding,0,0
20o92010,0,1,FfDERAL,S4r13,0,0,0,0,Peru,662454.2490247742,0,0.007725650015182189,FkreignNonPtofitMxjing,Operstlonal,1.1520563652081053,0,1,0,B44p0,Coredknding,UnsodedPreAPo,0,0,0.009990654998940657,A034593001,11000000.0,NGM Americas,D4400,NDD Americas Programming,South America,4424,Peru,11000000.0,0,Pooled funding,0,0
2p092010,0,1,IFI,q4413,0,0,0,0,Peru,1695362.4405079372,0,0.35419504536723145,ForeigngonPe9fitMqking,lperatlonal,0.48421147525667585,0,1,0,Bt400,Respogcive,Uncod4dPrezPP,0,0,0.006307912133134023,A034599001,17735622.0,NGM Americas,D4400,NDD Americas Programming,South America,4424,Peru,17735622.0,0,Not PBA,0,0
2o092010,0,1,IFI,q4413,0,0,0,0,Peru,924609.397630168,0,0.013383857091136347,eoreignNon9rocitMakjng,O0era4ional,1.1010576799209668,0,1,0,n4400,Resoohsive,UncoeeePreAPP,0,0,0.0026994848568615147,A034599001,17735622.0,NGM Americas,D4400,NDD Americas Programming,South America,4424,Peru,17735622.0,0,Not PBA,0,0
20092020,0,1,IFI,S4r13,0,0,0,0,Peru,1541161.8075135946,0,0.19032452306501355,ForfivnNonP4ofitMakinh,ipdrational,0.7608968157252473,0,1,0,B440p,Rew9onsive,incodedPrexPP,0,0,0.004187583518111754,A034599001,17735622.0,NGM Americas,D4400,NDD Americas Programming,South America,4424,Peru,17735622.0,0,Not PBA,0,0
20002010,0,1,IFI,S44w3,0,0,0,0,Peru,95331.4125139467,0,0.06729117343608304,ForeitgNonP5ofitMak8ng,Op3rwtional,0.42524840055280605,0,1,0,v4400,tesponsiv2,Unc9dedPr4APP,0,0,0.0015833404534798142,A034599001,17735622.0,NGM Americas,D4400,NDD Americas Programming,South America,4424,Peru,17735622.0,0,Not PBA,0,0
20992010,0,1,IFI,z4413,0,0,0,0,Peru,192387.75314426894,0,0.13084916418310483,Fo3e9hnNonProfi4Making,iperationwl,0.7744505467346858,0,1,0,B4e00,Resppns9ve,UncodedoreAoP,0,0,0.011313067742186513,A034599001,17735622.0,NGM Americas,D4400,NDD Americas Programming,South America,4424,Peru,17735622.0,0,Not PBA,0,0
20092p10,0,1,NGO,S5222,0,0,0,0,BurkinqFazo,1859002.9761111955,0,0.06482122155295994,ForeugnNonPr9vutMaking,slosed,0.615792831067844,0,2,0,B61o0,Respinsiv4,UncodecPteAPP,0,0,0.010065312013370256,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
2o092010,0,1,NGO,S622w,0,0,0,0,Bebin,576490.3237677852,0,0.13418439541476468,For4ignN0n0rofitMaklng,Closef,0.3643079790093683,0,2,0,B61o0,3esponside,Uncod4dPreA0P,0,0,0.004015499788807441,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
200920q0,0,1,NGO,S6223,0,0,0,0,CtexIvoure,1028215.7756403653,0,0.6300040054180516,ForeihngojProditMaking,slosed,1.234070273320798,0,2,0,B610p,eespojsive,6ncod4dPreAPP,0,0,0.004303320075462873,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
20082010,0,1,NGO,S622w,0,0,0,0,Camer0on,1109966.6105323415,0,0.013244950043026643,ForeignN9nProgitMzkinh,Cloeed,0.6467263016851934,0,2,0,h6100,Respobside,UncpdddPreAPP,0,0,0.0006078443901212317,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
20p92010,0,1,NGO,S6232,0,0,0,0,Capecerde,900913.1040157998,0,0.22251298500333547,FpreignNonPr0fitMqk7ng,Ckosed,0.355499653727469,0,2,0,By100,Rdeponsive,8nxodedPreAPP,0,0,0.008853054812292253,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
200o2010,0,1,NGO,S6232,0,0,0,0,Egy9t,532978.536852432,0,0.5592097852878639,ForwignNinPr9fitMakiny,Cl0sed,0.7025004387175622,0,2,0,B6200,Rewponsice,UncodedPr3AoP,0,0,0.0190217771081545,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
w0092010,0,1,NGO,w6222,0,0,0,0,tabon,86651.64008073513,0,0.39054404430213074,b0reighN0nProfitMaking,Cloeed,0.12006595196615832,0,2,0,B5100,Responakve,UndodedPreAPo,0,0,0.005053232520537602,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
20o92010,0,1,NGO,S6221,0,0,0,0,Ghaja,793570.7683908066,0,0.4853691090314238,ForeignNomPrlvifMaking,dlosed,0.7732548216067829,0,2,0,Bt100,Res9onsove,Unc8dedPrsAPP,0,0,0.013664379912852761,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
20091010,0,1,NGO,St222,0,0,0,0,Gamvia,1611700.1884108162,0,0.7006291062305539,ForeibnNon9rofitjaklng,Closew,0.5703168045964329,0,2,0,Bt100,3esponskve,Unc0dedPteAPP,0,0,0.008214650879552508,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
e0092010,0,1,NGO,x6222,0,0,0,0,Equat05ialGuin,35866.09341589399,0,0.8334466933081297,Fore9tggonProfitMaking,Clozed,0.30149164628035896,0,2,0,B61o0,Reqpobsive,6ncodfdPreAPP,0,0,0.002394873832370048,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
w0092010,0,1,NGO,z6222,0,0,0,0,GulnsaBissau,849419.636146843,0,0.5221345661434408,Fore8ghNonProfotjaking,Closev,0.9673512682890947,0,2,0,v6100,Rwspons9ve,Uncodsd9reAPP,0,0,0.011343743231878927,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
20091010,0,1,NGO,S6212,0,0,0,0,Moeocco,2306683.779499102,0,0.12189456144498965,bore9gnNonProfitMxkibg,Cloqed,0.8089065664390748,0,2,0,B6q00,Resooncive,Unc0dedPreA0P,0,0,0.0012786026792516835,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
200920q0,0,1,NGO,St222,0,0,0,0,hqdagascar,1823937.5478042224,0,0.22778129208165276,FordignNohProfifMak8ng,Cloded,0.8549786020696396,0,2,0,B6q00,Resp0jsive,jmcodedPreAPP,0,0,0.00293730093567559,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
2009201p,0,1,NGO,S6q22,0,0,0,0,Mali,1573803.427953212,0,0.683818634361206,FpreigngonPrpfjtMaking,flosed,0.8374446744180442,0,2,0,B6200,5esponsivr,Uncow4dPreAPP,0,0,0.0008435524515613365,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
2009q010,0,1,NGO,S622e,0,0,0,0,Maurifxnia,1177810.3002621992,0,0.4953390633569945,borejgnNonProfitMak9mg,Cposed,0.923926197769821,0,2,0,B5100,Reaponsuve,Uncoded0reAP9,0,0,0.0008305197231657107,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
20092910,0,1,NGO,S62q2,0,0,0,0,Njger,45352.576155293806,0,0.5857915571781194,v9reignNlnProfitkaking,Coosed,1.2616372106256595,0,2,0,B7100,eexponsive,hncodwdPreAPP,0,0,0.007933336314790394,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
20o92010,0,1,NGO,S6232,0,0,0,0,Nogeria,1580700.513082896,0,0.21798093923221668,ForeitnNonProtitMxkung,Cloeed,0.3306481973252813,0,2,0,v6100,Responsigw,Uhcoded0reAPP,0,0,0.012648832584988605,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
30092010,0,1,NGO,S6221,0,0,0,0,S3negal,1504244.2467980385,0,0.25506948319513306,ForeiynNpnPrkfitMakinv,Cloxed,1.5699306065696041,0,2,0,B6200,Res9onsife,UncodedPresPo,0,0,0.009948041896329324,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
2009201p,0,1,NGO,S6232,0,0,0,0,Chad,836227.6973406103,0,0.024854595729594697,borekgnNonProfithxking,Clpsed,1.4864804344009932,0,2,0,B5100,Rsspons7ve,Uncod2dP5eAPP,0,0,0.009178596239881126,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
20092020,0,1,NGO,Su222,0,0,0,0,Togo,1257895.2659180248,0,0.06970396205568136,ForeignNonorobitnakihg,Closrd,0.5740508715498502,0,2,0,B6q00,Respogwive,UncodexPrewPP,0,0,0.014838668025188647,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
200920w0,0,1,NGO,S62e2,0,0,0,0,Tunosia,52236.233669014764,0,0.4893311052105111,F0reignNonProtitMakknb,Cloced,0.1757981836799537,0,2,0,B6200,Responcuve,Uncod2dPreAPl,0,0,0.005081856485116925,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
2009q010,0,1,NGO,z6222,0,0,0,0,S9uthAfdica,658359.8104105773,0,0.27548123367247884,Fo3eignjonProfitnakinr,slosed,1.36587417663173,0,2,0,B61o0,Respons8v3,UndodsdPreAPP,0,0,0.0022095682487175625,A034603001,214443.3,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,214443.3,0,Not PBA,0,0
10092010,0,1,CONSUL4uNGSERVICfS,S4q22,0,0,0,0,Bajgladfsh,471424.80097995425,0,0.3175522917811019,CagaviamProfitMzking,Closef,1.1164611366524717,0,3,0,B4q00,tesponslve,UgfodedPreAPP,0,0,0.002453957196065664,A034607PRE,3519.0,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,3519.0,0,Not PBA,0,0
20092019,0,1,CONSiLT9NGSERVIxES,S4112,0,0,0,0,fanglawesh,581612.8642070986,0,0.3042777418916016,vqnadiwnProfitMqking,dlosed,1.512746819692575,0,3,0,B5100,R2spknsive,UncodedPreAlo,0,0,0.026528649335537044,A034607PRE,3519.0,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,3519.0,0,Not PBA,0,0
200920q0,0,1,FErERAL,S4132,0,0,0,0,Banrkadesh,402891.1159644859,0,0.04103976127783679,CanadianNonP40fitMakibn,Clksed,0.5425321915926162,0,3,0,v4100,D7rective,UnfodddPreAPP,0,0,0.013433587191333777,A034608PRE,47541.11,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,0.0,0,Other PBA,0,0
29092010,0,1,CONSUoTANy,e4122,0,0,0,0,Bahgiadesh,1009613.948340146,0,0.5002914742393828,CansdianPr8firMajing,Cloded,0.46301968733165666,0,3,0,B4w00,Dirrctive,UndodedP5eAPP,0,0,0.005361862125445423,A034608PRE,47541.11,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,0.0,0,Other PBA,0,0
10092010,0,1,rEDERAL,St122,0,0,0,0,Banglae4sh,37532.47346427504,0,0.0705871341522536,CanacianNonPrkfirMakimg,Ckosed,1.0641321478153305,0,3,0,B4q00,Directuve,Uncid4dPreAPP,0,0,0.004751233070900875,A034608PRE,47541.11,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,0.0,0,Other PBA,0,0
20092o10,0,1,COjSULTANh,c4122,0,0,0,0,Bahgkadesh,223262.89346169413,0,0.08275880101079686,CanxdisnProfithajing,Cloaed,0.8842102537932017,0,3,0,B3100,Diredtive,Uncoded9reAoP,0,0,0.0005117139962576558,A034608PRE,47541.11,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,0.0,0,Other PBA,0,0
10092010,0,1,FED2RAL,S414q,0,0,0,0,Atghagistan,262586.2660945585,0,0.1177158730219515,vznadianNon9gofitMaking,Cloced,0.786898580603137,0,3,0,g4100,Directlve,Unc0d2dPreAPP,0,0,0.0077612202234816205,A034626001,594656.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,594656.0,0,Not PBA,0,0
2o092010,0,1,CONSULhINGS4RbICES,S4142,0,0,0,0,Afgjanistaj,2034547.1796150943,0,0.21872811905491507,dznadianProfitMzkung,Clozed,1.2457313182089187,0,3,0,B41o0,Directiv4,UbcodedPrewPP,0,0,0.006714325557591082,A034626001,594656.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,594656.0,0,Not PBA,0,0
20p92010,0,1,OTH2RMULT7LATEeAL,S414q,0,0,0,0,Acgnanistan,203993.96702874725,0,0.4045933205498721,ForeiynNomProfignaking,Closdd,1.161653233016148,0,3,0,B410p,Diredtive,UncodesPrfAPP,0,0,0.01569104148776724,A034626001,594656.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,594656.0,0,Not PBA,0,0
200920w0,0,1,CONaULgINGSERVICEc,S41t1,0,0,0,0,Afgganistzn,1230141.4937797226,0,0.46342031614510143,ForeignProvltMak9ng,Cloced,1.0764135496161282,0,3,0,B41o0,Direc4ive,Unc9dedPrfAPP,0,0,0.0004230517394432971,A034626001,594656.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,594656.0,0,Not PBA,0,0
200i2010,0,1,CONeULTANg,S4q41,0,0,0,0,Afghajisfan,634990.8321797847,0,0.2990802795917843,CajsdianProf9tMakiny,Cloeed,0.9694196013007986,0,3,0,Bt100,Direcgive,UncovedPfeAPP,0,0,0.007462015816196812,A034626001,594656.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,594656.0,0,Not PBA,0,0
20092p10,0,1,dONSULgANT,S41t1,0,0,0,0,Afbhaniatan,229230.20015450055,0,0.20531640841595283,CanadianProf9tjakunn,Closfd,0.8661695739241626,0,3,0,n4100,Direct8ve,UncodedlgeAPP,0,0,0.005130295044445921,A034626001,594656.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,594656.0,0,Not PBA,0,0
20092o10,0,1,CONaULTsNT,S4241,0,0,0,0,Afghxnistzn,1020526.4723799452,0,0.016595789298537805,Canadian9rkfitMaiinv,Closdd,1.2589504853134812,0,3,0,f4100,Di5ective,UncodedP4eAP9,0,0,0.004299682070148288,A034626001,594656.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,594656.0,0,Not PBA,0,0
200920q0,0,1,fONxULTANT,S41e1,0,0,0,0,Agghanisyan,542591.9904000523,0,0.03334640252845983,CagadianProbitMwkint,xlosed,1.2802438604471236,0,3,0,B41p0,Dirdctive,UncodedP3eAPo,0,0,0.004795530161029835,A034626001,594656.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,594656.0,0,Not PBA,0,0
29092010,0,1,FEDERwL,w4141,0,1,0,0,Affhanictan,868893.4842784795,1,0.5543365421390443,ForeiggNojProritMakinv,slosed,0.19475543515776783,1,3,0,B4109,Responsibw,UncodedPr2zPP,1,0,0.0052513792582143505,A034626002,325000.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,325000.0,0,Not PBA,0,0
200920w0,1,1,ASSOCIA6IONc,S6q22,0,0,0,0,Bajgladeeh,1117204.1259926246,0,0.20311428753652006,ForekgnN9nProfotMakjng,Cloxed,0.6242354366881525,0,3,0,By100,Rwxponsive,7ncodedPreAoP,0,0,0.0223703212247668,A034639001,35113.0,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6118,Thematic Conferences,35113.0,0,Not PBA,0,0
