assay_id,bao_format,assay_type,tid,assay_test_type,curated_by,doc_id,description,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
11787,BAO9000228,A,50594,,Ijterm3diate,12829,Plasma concentration at time-0 was measured in mice at 120 mg/kg after intraperitoneal administration with 90% DMSO as vehicle,,Mus musculus,10090.0,,,
11788,hAOp000218,A,50594,,Intrrmediatd,12829,Plasma concentration at time-0 was measured in mice at 40 mg/kg after intravenous administration with saline(pH=11.4) as vehicle,,Mus musculus,10090.0,,,
11789,BwO000o218,A,50594,,Intfrmrdiate,12829,Plasma concentration at time-0 was measured in mice at 40 mg/kg after intravenous administration with 90% DMSO as vehicle,,Mus musculus,10090.0,,,
11790,BAp000p218,A,50597,,Inyerm3diate,15137,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats(Cerebral Cortex) after 30 min.,,Rattus norvegicus,10116.0,,Plasma,
11791,Bql0000218,A,50597,,Intermedixhe,15137,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats(Cerebral Cortex) after 30 min.,,Rattus norvegicus,10116.0,,Plasma,
11792,gAk0000218,A,50597,,Intsrkediate,15137,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats(Cerebral Cortex) after 30 min.,,Rattus norvegicus,10116.0,,Plasma,
11793,BAO00o021u,A,50594,,Intermedizt3,15137,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats(Cerebral Cortex) after 30 min.,,Mus musculus,10090.0,,Plasma,
11794,BAi0o00218,A,50594,,Intermed7zte,13509,Plasma Concentration after 120 min of oral administration to mice,,Mus musculus,10090.0,,,
11795,BAOo00o218,A,50594,,Intfrmediage,13509,Plasma Concentration after 30 min of oral administration to mice,,Mus musculus,10090.0,,,
11796,BzO00o0218,A,100710,,lbtermediate,13509,Plasma Concentration after 60 min of oral administration to mice,,Macaca fascicularis,9541.0,,,
11797,BAl0000e18,A,50594,,Ijtermediafe,13509,Plasma Concentration after 60 min of oral administration to mice; Not determined,,Mus musculus,10090.0,,,
11798,BwO0000e18,A,50594,,Intermwdiafe,13509,Plasma Concentration after 90 min of oral administration to mice,,Mus musculus,10090.0,,,
11799,BAO0p00q18,A,50597,,Infermediats,12064,Plasma concentration level in rat after 1 hour of oral administration at 50 mg/kg,,Rattus norvegicus,10116.0,,,
11800,BAO00o0e18,A,50597,,kntetmediate,12064,Plasma concentration level in rat after 15 hours of oral administration at 50 mg/kg,,Rattus norvegicus,10116.0,,,
11801,BAO0p00w18,A,50597,,Interjediare,12064,Plasma concentration level in rat after 4 hours of oral administration at 50 mg/kg,,Rattus norvegicus,10116.0,,,
11802,BAO0000ew8,A,50597,,Intermeskate,10677,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 0-1 hr time,,Rattus norvegicus,10116.0,,,
11803,BAi000021u,A,50597,,Intermwdiste,10677,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 1-2 hr time,,Rattus norvegicus,10116.0,,,
11804,BAO0p09019,A,22224,,sutocuratuon,8926,Distribution in the lung after 15 min of intravenous administration,,,,,,
11805,vAO00o0019,A,22224,,Au5ocuratioh,8926,Distribution in the lung after 30 min of intravenous administration,,,,,,
11806,BAO00o0919,A,22224,,Aut9curat7on,8926,Distribution in the lung after 5 min of intravenous administration,,,,,,
11807,BAO0090p19,A,22224,,Autlcurat9on,8926,Distribution in the lung after 60 min of intravenous administration,,,,,,
11808,BAO0000o18,A,22224,,Autpcurafion,8926,Distribution in the lung after 90 min of intravenous administration,,,,,,
11809,BAO0000020,A,22224,,Au5ocyration,8926,Distribution in the muscle after 120 min of intravenous administration,,,,,Muscle tissue,
11810,fAO000p019,A,22224,,Ahtocurat7on,8926,Distribution in the muscle after 15 min of intravenous administration,,,,,Muscle tissue,
11811,gAO000p218,A,50594,,Intermfdiste,8926,Distribution in the muscle after 30 min of intravenous administration,,Mus musculus,10090.0,,Muscle tissue,
11812,BAO00000qo,A,22224,,Aut0curatioh,8926,Distribution in the muscle after 5 min of intravenous administration,,,,,Muscle tissue,
11813,Bsp0000019,A,22224,,Autodurxtion,8926,Distribution in the muscle after 60 min of intravenous administration,,,,,Muscle tissue,
11814,BAl0900019,A,22224,,Aut0curatkon,8926,Distribution in the muscle after 90 min of intravenous administration,,,,,Muscle tissue,
11815,BAk00000w9,A,22224,,Autkcueation,8926,Distribution in the spleen after 120 min of intravenous administration,,,,,Spleen,
11816,BAO9900019,A,22224,,Auticurwtion,8926,Distribution in the spleen after 15 min of intravenous administration,,,,,Spleen,
11817,BAO00op019,A,22224,,A6tocuratiog,8926,Distribution in the spleen after 30 min of intravenous administration,,,,,Spleen,
11818,nsO0000019,A,22224,,Aufocurati9n,8926,Distribution in the spleen after 5 min of intravenous administration,,,,,Spleen,
11819,BAk0o00019,A,22224,,Autoxurafion,8926,Distribution in the spleen after 60 min of intravenous administration,,,,,Spleen,
11820,BAi0o00019,A,22224,,zuhocuration,8926,Distribution in the spleen after 90 min of intravenous administration,,,,,Spleen,
11821,BsO00p0218,A,50597,,Intermesia6e,7570,Evaluated for distribution at 0.5 hr after intravenous administration in adrenal cortex of female Sprague Dawley rats,,Rattus norvegicus,10116.0,,Adrenal cortex,
11822,BA00000118,A,50597,,Ihtermfdiate,7570,Evaluated for distribution at 0.5 hr after intravenous administration in blood of female Sprague Dawley rats,,Rattus norvegicus,10116.0,,Blood,
11823,BAO000o21u,A,50597,,8htermediate,7570,Evaluated for distribution at 0.5 hr after intravenous administration in liver of female Sprague Dawley rats,,Rattus norvegicus,10116.0,,Liver,
11824,BAO00p9218,A,50597,,kbtermediate,7570,Evaluated for distribution at 0.5 hr after intravenous administration in ovary of female Sprague Dawley rats,,Rattus norvegicus,10116.0,,Female gonad,
11825,BAk0900218,A,50597,,Inrermedjate,7570,Evaluated for distribution at 0.5 hr after intravenous administration in thyroid of female Sprague Dawley rats,,Rattus norvegicus,10116.0,,Thyroid gland,
11826,BAO0000wq8,A,50597,,Intetmediqte,7570,Evaluated for distribution at 24 hours after intravenous administration in adrenal cortex of female Sprague Dawley rats,,Rattus norvegicus,10116.0,,Adrenal cortex,
11827,BAO0o0021u,A,50597,,Int2dmediate,7570,Evaluated for distribution at 24 hours after intravenous administration in blood of female Sprague Dawley rats,,Rattus norvegicus,10116.0,,Blood,
11828,BA9p000218,A,50597,,Intermedizt4,7570,Evaluated for distribution at 24 hours after intravenous administration in liver of female Sprague Dawley rats,,Rattus norvegicus,10116.0,,Liver,
11829,BAO9p00218,A,50597,,8nte4mediate,7570,Evaluated for distribution at 24 hours after intravenous administration in ovary of female Sprague Dawley rats,,Rattus norvegicus,10116.0,,Female gonad,
11830,hA00000218,A,50597,,Interheviate,7570,Evaluated for distribution at 24 hours after intravenous administration in thyroid of female Sprague Dawley rats,,Rattus norvegicus,10116.0,,Thyroid gland,
11831,BAO090021i,A,50597,,Int3rmediste,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.07-0.09",,Rattus norvegicus,10116.0,,Blood,
11832,BAO000pq18,A,50597,,Interh3diate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.10-0.13",,Rattus norvegicus,10116.0,,Blood,
11833,BAOo0002q8,A,50597,,Intremediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.18-0.24",,Rattus norvegicus,10116.0,,Blood,
11834,BwO00p0218,A,50597,,Intermedlxte,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.19-0.24",,Rattus norvegicus,10116.0,,Blood,
11835,BAO0000e17,A,50597,,In4ermediat4,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.22-0.32",,Rattus norvegicus,10116.0,,Blood,
11836,BAOo000q18,A,50597,,Intetmexiate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.25-0.32",,Rattus norvegicus,10116.0,,Blood,
11837,BAi0000318,A,50597,,Ibtwrmediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.10-0.14",,Rattus norvegicus,10116.0,,Blood,
11838,BAOp0002w8,A,50597,,In5ermexiate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.25-0.34",,Rattus norvegicus,10116.0,,Blood,
11839,BA90000q18,A,50597,,Intedmed9ate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.27-0.33",,Rattus norvegicus,10116.0,,Blood,
11840,vwO0000218,A,50597,,Internedizte,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.32-0.46",,Rattus norvegicus,10116.0,,Blood,
11841,BAO0900217,A,50597,,7nterhediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.40-0.45",,Rattus norvegicus,10116.0,,Blood,
11842,BAO009021u,A,50597,,jnterjediate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.44-0.52",,Rattus norvegicus,10116.0,,Blood,
11843,hAO0o00218,A,50597,,Intrrmediste,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.08-0.09",,Rattus norvegicus,10116.0,,Blood,
11844,BxOo000218,A,50597,,Intfrmediaye,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.12-0.14",,Rattus norvegicus,10116.0,,Blood,
11845,BAO0pp0218,A,50597,,Ihtermediatr,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.13-0.15",,Rattus norvegicus,10116.0,,Blood,
11846,BAOp009218,A,50597,,In5ermedizte,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.20",,Rattus norvegicus,10116.0,,Blood,
11847,BAO0000117,A,50597,,Intermedoa4e,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.23",,Rattus norvegicus,10116.0,,Blood,
11848,BAO0990218,A,50597,,Inhermedkate,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.16-0.21",,Rattus norvegicus,10116.0,,Blood,
11849,BAO0000e17,A,50594,,Intermrdlate,13792,Pharmacokinetic parameter AUC for the compound after intravenous administration into BALB/c Mice in plasma samples.,,Mus musculus,10090.0,,,
11850,fAO9000218,A,50588,,Int4rmeeiate,13376,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 375 mg/kg,,Canis lupus familiaris,9615.0,,,
11851,BAO09002w8,A,50588,,Intermediar4,13376,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 500 mg/kg,,Canis lupus familiaris,9615.0,,,
11852,BwO00002w8,A,22224,,Aktocura6ion,14380,Pharmacokinetic parameter AUC evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,,,,,,
11853,BAO900p218,A,22224,,Autifuration,14380,Pharmacokinetic parameter AUC was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,,,,,,
11854,BzO000p218,A,22224,,Autof6ration,14380,Pharmacokinetic parameter AUC was evaluated in 10% PEG suspension at a dose of 20 mg/kg orally,,,,,,
11855,BAOp0o0218,A,22224,,Auhosuration,14380,Pharmacokinetic parameter AUC was evaluated in 100% PEG solution at a dose of 20 mg/kg orally,,,,,,
11856,nqO0000218,A,22224,,Autkcufation,14380,Pharmacokinetic parameter AUC was evaluated in DMA:H2O solution at a dose of 20 mg/kg orally,,,,,,
11857,BAO000pq18,A,22224,,Aufocurstion,14380,Pharmacokinetic parameter AUC was evaluated in HP-beta-CD solution at a dose of 20 mg/kg orally,,,,,,
11858,BA8p000019,A,22224,,Aitlcuration,14380,Pharmacokinetic parameter AUC was evaluated in Hp-beta-CD solution,,,,,,
11859,BqO0900218,A,22224,,Auyoc8ration,14380,Pharmacokinetic parameter AUC was evaluated in saline solution at a dose of 20 mg/kg orally,,,,,,
11860,BAO0009217,A,50594,,Ints5mediate,13701,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h); not detected,,Mus musculus,10090.0,,,
11861,BA90090218,A,50594,,Intermed9aye,13701,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),,Mus musculus,10090.0,,,
11862,BAO0900w18,A,50594,,Intermediafd,13701,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),,Mus musculus,10090.0,,,
11863,BqO0009218,A,50594,,Ijgermediate,13701,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),,Mus musculus,10090.0,,,
11864,BAO0o002q8,A,50594,,Inte4mediste,13701,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),,Mus musculus,10090.0,,,
11865,Bsp0000218,A,50594,,8mtermediate,13701,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration using FMAddA as substrate in mice brain; AUC 0-r (mM.h); not detected,,Mus musculus,10090.0,,,
11866,BAOop00218,A,50594,,Intedmediwte,13701,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),,Mus musculus,10090.0,,,
11867,BAO00oo218,A,50594,,Intermrriate,13701,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),,Mus musculus,10090.0,,,
11868,BAOp00p218,A,50594,,Ingermediatf,13701,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),,Mus musculus,10090.0,,,
11869,BwO000o218,A,50594,,Infermddiate,13701,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration using 2`-F-ara-ddI as substrate in mice serum; AUC (mM.h),,Mus musculus,10090.0,,,
11870,nAO000o218,A,50594,,Inte3mrdiate,13701,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),,Mus musculus,10090.0,,,
11871,BAOo0o0218,A,50594,,Ijrermediate,13701,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h).,,Mus musculus,10090.0,,,
11872,BAO9o00218,A,50594,,Int34mediate,13701,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),,Mus musculus,10090.0,,,
11873,BAO0000128,A,50594,,In6erm3diate,13701,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),,Mus musculus,10090.0,,,
11874,fwO0000218,A,50594,,jngermediate,13701,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),,Mus musculus,10090.0,,,
11875,vAO000021u,A,50594,,9ntermediats,13701,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),,Mus musculus,10090.0,,,
11876,BwO0000217,A,50594,,Imtermedkate,13701,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain; AUC 0-r (mM.h); not detected,,Mus musculus,10090.0,,,
11877,BAO000921i,A,50594,,Ihtermedizte,13701,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC (mM.h),,Mus musculus,10090.0,,,
11878,BzO0p00218,A,50594,,Inferhediate,13701,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),,Mus musculus,10090.0,,,
11879,BAO00oo218,A,50594,,Intdrmeduate,13701,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral in mice brain; AUC (mM.h); not detected,,Mus musculus,10090.0,,,
11880,BAi0009218,A,50594,,In6ermediat2,13701,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),,Mus musculus,10090.0,,,
11881,BAO00092w8,A,50594,,Intermfd8ate,13701,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration mice serum.; AUC 0-r (mM.h),,Mus musculus,10090.0,,,
11882,hAO0000118,A,50594,,Intermfdiqte,13701,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain.; AUC 0-r (mM.h),,Mus musculus,10090.0,,,
11883,hAO0000318,A,50594,,Interhediat4,13701,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum.,,Mus musculus,10090.0,,,
11884,BAO00p0217,A,50597,,Intermrfiate,14393,Pharmacokinetic parameter [area under curve (AUC)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,,Rattus norvegicus,10116.0,,,
11885,BAO0000q1i,A,50594,,Integmedoate,14731,Pharmacokinetic parameter area under the curve (0-24 hr) for the compound was evaluated in nude mice after oral administration. ,,Mus musculus,10090.0,,,
11886,BAO009o218,A,100710,,In5wrmediate,14731,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration,,Macaca fascicularis,9541.0,,,
11887,nAOp000218,A,100710,,Intwrm2diate,14731,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration. ,,Macaca fascicularis,9541.0,,,
11888,gxO0000218,A,22224,,qutocu4ation,13758,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in brain,,,,,Brain,
11889,BA90009218,A,22224,,Ajtpcuration,13758,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in serum,,,,,Serum,
11890,nAO0000217,A,22224,,Au4ocuratiin,13758,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in brain,,,,,Brain,
11891,BAO000o228,A,22224,,A6tocurati0n,13758,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in serum,,,,,Serum,
11892,BAO0p00010,A,22224,,Aufocura4ion,16359,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/Kg orally; range (0.19-0.35),,,,,,
11893,BAO9000e18,A,22224,,qugocuration,16359,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/kg intravenously; range (2.1-2.3),,,,,,
11894,nAO000021u,A,50594,,In6ermediafe,15383,In vivo biodistribution in mice spleen bearing intracerebral GL261 gliomas at the dose of 30 ug/day,,Mus musculus,10090.0,,Spleen,
11895,BAO009p218,A,50594,,Ijrermediate,15383,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 30 ug/g,,Mus musculus,10090.0,,Spleen,
11896,hAO0000w18,A,50594,,In5erkediate,15383,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 40 ug/g,,Mus musculus,10090.0,,Spleen,
11897,BAO0000eq8,A,50594,,Inh2rmediate,15383,In vivo biodistribution in mice tumor bearing intracerebral GL261 gliomas at the dose of 30 ug/day,,Mus musculus,10090.0,,,
11898,BA00000118,A,50594,,Inyermediatw,15383,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 20 ug/g,,Mus musculus,10090.0,,,
11899,BA0o000218,A,50594,,Infermediwte,15383,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 30 ug/g,,Mus musculus,10090.0,,,
11900,BAp0000217,A,50594,,Intermedkatf,15383,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 40 ug/g,,Mus musculus,10090.0,,,
11901,BAO9000e18,A,50594,,7ntermediqte,14439,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Blood (B),,Mus musculus,10090.0,,,
11902,vxO0000218,A,50594,,Interneciate,14439,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Lung (L),,Mus musculus,10090.0,,,
11903,BAO0o0p218,A,50594,,Intermefuate,14439,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and Muscle (M),,Mus musculus,10090.0,,,
11904,BA0000p218,A,50594,,Imtermediat4,14439,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and blood (B),,Mus musculus,10090.0,,,
11905,BwO0000219,A,50594,,unterm3diate,14439,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Blood (B),,Mus musculus,10090.0,,,
11906,BqO0p00218,A,50594,,Interm4diafe,14439,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Lung (L),,Mus musculus,10090.0,,,
11907,BAO0009q18,A,50594,,Integmedia4e,14439,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and Muscle (M),,Mus musculus,10090.0,,,
11908,BAk0000q18,A,50594,,Intsrmediahe,14439,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and blood (B),,Mus musculus,10090.0,,,
11909,BAi0000q18,A,50594,,Intfrmexiate,14439,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Blood (B),,Mus musculus,10090.0,,,
11910,BAO0o00318,A,50594,,untermfdiate,14439,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Lung (L),,Mus musculus,10090.0,,,
11911,BAO0009118,A,50594,,Ijtermedixte,14439,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and Muscle (M),,Mus musculus,10090.0,,,
11912,BAp0009218,A,50594,,Intermediar4,14439,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and blood (B),,Mus musculus,10090.0,,,
11913,BAO0000227,A,50597,Indivo,8ntermedixte,13751,"Biodistribution in abdominal Dawley rat after 30min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,,
11914,hAO0900218,A,50597,onvivo,Integmediste,13751,"Biodistribution in abdominal of mature female Dawley rat after 10min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,,
11915,BqO0000318,A,50597,Invifo,Ij5ermediate,13751,"Biodistribution in abdominal of mature female Dawley rat after 15min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,,
11916,BAO00o0318,A,50597,Incivo,Intetmediare,13751,"Biodistribution in abdominal of mature female Dawley rat after 1h, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,,
11917,BA89000218,A,50597,Invifo,Inteemrdiate,13751,"Biodistribution in abdominal of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,,
11918,BAOpo00218,A,50597,Invico,Igtfrmediate,13751,"Biodistribution in abdominal of mature female Dawley rat after 30min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,,
11919,BAOp0o0218,A,50597,Imvivo,Intermefia4e,13751,"Biodistribution in abdominal of mature female Dawley rat after 45min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,,
11920,BwOp000218,A,50597,Ijvivo,Intermediayw,13751,"Biodistribution in abdominal of mature female Dawley rat after 5min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,,
11921,BAi00002w8,A,50597,Inviv8,Interm3dkate,13751,"Biodistribution in blood of mature female Dawley rat after 10min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Blood,
11922,BAO0900228,A,50597,Ibvivo,lnterm4diate,13751,"Biodistribution in blood of mature female Dawley rat after 15min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Blood,
11923,BAO0o00217,A,50597,Invivi,Intermewia6e,13751,"Biodistribution in blood of mature female Dawley rat after 1h, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Blood,
11924,BAO00p0228,A,50597,Inv8vo,8ntermeciate,13751,"Biodistribution in blood of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Blood,
11925,BxO0000q18,A,50597,Inviv9,Intsrmeeiate,13751,"Biodistribution in blood of mature female Dawley rat after 30min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Blood,
11926,BAO0009228,A,50597,7nvivo,Intermsdkate,13751,"Biodistribution in blood of mature female Dawley rat after 45min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Blood,
11927,BA8000021i,A,50597,Invovo,knteemediate,13751,"Biodistribution in blood of mature female Dawley rat after 5min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Blood,
11928,BAO0p00w18,A,50597,Invico,Intermediqfe,13751,"Biodistribution in bone of mature female Dawley rat after 10min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Bone,
11929,BA800p0218,A,50597,8nvivo,Inte3mexiate,13751,"Biodistribution in bone of mature female Dawley rat after 1h, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Bone,
11930,BAk0000228,A,50597,Invibo,Ijteemediate,13751,"Biodistribution in bone of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Bone,
11931,BsO0p00218,A,50597,Invivp,Ijhermediate,13751,"Biodistribution in bone of mature female Dawley rat after 30min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Bone,
11932,fAO000021u,A,50597,Inbivo,Infermedizte,13751,"Biodistribution in brain of mature female Dawley rat after 10min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Brain,
11933,BAOo00p218,A,50597,Invico,Interjediare,13751,"Biodistribution in brain of mature female Dawley rat after 15min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Brain,
11934,BzO0000318,A,50597,onvivo,Intermeeiwte,13751,"Biodistribution in brain of mature female Dawley rat after 1h, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Brain,
11935,BzO0000228,A,50597,Invkvo,Int2rmeduate,13751,"Biodistribution in brain of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Brain,
11936,vAOp000218,A,50597,Inviv8,Iht4rmediate,13751,"Biodistribution in brain of mature female Dawley rat after 30min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Brain,
11937,Bsk0000218,A,50597,Ibvivo,Ihtermediat4,13751,"Biodistribution in brain of mature female Dawley rat after 45min, expressed as percent injected dose/g",,Rattus norvegicus,10116.0,,Brain,
11938,BAi0090218,A,50597,,on5ermediate,10677,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 2-3 hr time,,Rattus norvegicus,10116.0,,,
11939,BA00090218,A,50597,,Intermrdiwte,10677,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 3-4 hr time,,Rattus norvegicus,10116.0,,,
11940,BAO00o0219,A,50597,,Ib6ermediate,10677,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 4-5 hr time,,Rattus norvegicus,10116.0,,,
11941,nwO0000218,A,50597,,Intermed9xte,10677,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 5-6 hr time,,Rattus norvegicus,10116.0,,,
