assays_ss_strn,assays_src_d,assays_ss_cll_tp,assays_vrnt_d,assays_ss_tst_tp,assays_ss_rgnsm,assays_b_frmt,assays_ss_tp,assays_rltnshp_tp,assays_src_ss_d,assays_ss_d,assays_chmbl_d,assays_ss_tss,assays_ss_sbclllr_frctn,assays_dc_d,assays_tss_d,assays_crtd_b,assays_ss_tx_d,assays_dscrptn,assays_cnfdnc_scr,assays_cll_d,assays_td,assays_ss_ctgr
,1,,,In vivo,Mus musculus,BAO_0000218,A,N,,13731,CHEMBL630407,Stomach,,9716,945.0,Intermediate,10090.0,"Biodistribution in mice stomach, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",1,,50594,
,1,,,In vivo,Mus musculus,BAO_0000218,A,N,,13732,CHEMBL630573,Stomach,,9716,945.0,Intermediate,10090.0,"Biodistribution in mice stomach, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",1,,50594,
,1,,,In vivo,Mus musculus,BAO_0000218,A,N,,13733,CHEMBL630574,Stomach,,9716,945.0,Intermediate,10090.0,"Biodistribution in mice stomach, after 24 hr of intravenous administration of 1-2 ug of ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",1,,50594,
,1,,,In vivo,Mus musculus,BAO_0000218,A,N,,13734,CHEMBL630575,Stomach,,9716,945.0,Intermediate,10090.0,"Biodistribution in mice stomach, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",1,,50594,
,1,,,In vivo,Mus musculus,BAO_0000218,A,N,,13735,CHEMBL630576,,,9716,,Intermediate,10090.0,"Biodistribution in mice tail, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",1,,50594,
,1,,,In vivo,Mus musculus,BAO_0000218,A,N,,13736,CHEMBL630577,,,9716,,Intermediate,10090.0,"Biodistribution in mice tail, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",1,,50594,
,1,,,In vivo,Mus musculus,BAO_0000218,A,N,,13737,CHEMBL630578,,,9716,,Intermediate,10090.0,"Biodistribution in mice tail, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",1,,50594,
,1,,,In vivo,Mus musculus,BAO_0000218,A,N,,13738,CHEMBL630579,,,9716,,Intermediate,10090.0,"Biodistribution in mice tail, after 48 hr of intravenous administration of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13739,CHEMBL630580,Kidney,,12192,2113.0,Intermediate,10090.0,Percent of injected 238-Plutonium(IV) in mice kidney at 24 hr (orally administered),1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13740,CHEMBL630581,Kidney,,12192,2113.0,Intermediate,10090.0,Percent of injected 238-Plutonium(IV) in mice kidneys at 24 h,1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13741,CHEMBL630582,Kidney,,12192,2113.0,Intermediate,10090.0,Percent of injected 238-Plutonium(IV) in mice kidneys at 24 hr (orally administered),1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13742,CHEMBL630583,,,12192,,Intermediate,10090.0,Percent of injected 238-Plutonium(IV) in mice liver at 24 h,1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13743,CHEMBL630584,,,12192,,Intermediate,10090.0,Percent of injected 238-Plutonium(IV) in mice liver at 24 hr (orally administered),1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13744,CHEMBL630585,,,12192,,Intermediate,10090.0,Percent of injected 238-Plutonium(IV) in mice skeleton at 24 h,1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13745,CHEMBL630586,,,12192,,Intermediate,10090.0,Percent of injected 238-Plutonium(IV) in mice skeleton at 24 hr (orally administered),1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13746,CHEMBL630587,,,12192,,Intermediate,10090.0,Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 h,1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13747,CHEMBL630588,,,12192,,Intermediate,10090.0,Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 hr (orally administered),1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13748,CHEMBL630589,,,12192,,Intermediate,10090.0,Percent of injected 238-Plutonium(IV) in mice whole body at 24 h,1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13749,CHEMBL630590,,,12192,,Intermediate,10090.0,Percent of injected 238-Plutonium(IV) in mice whole body at 24 hr (orally administered),1,,50594,
,1,,,,,BAO_0000019,A,U,,13750,CHEMBL630591,Feces,,12192,1988.0,Autocuration,,Removal of 238-Plutonium(IV) in feces at 24 h,0,,22224,
,1,,,,,BAO_0000019,A,U,,13751,CHEMBL630592,Feces,,12192,1988.0,Autocuration,,Removal of 238-Plutonium(IV) in feces at 24 hr (orally administered),0,,22224,
,1,,,,,BAO_0000019,A,U,,13752,CHEMBL630593,,,12192,,Autocuration,,Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 h,0,,22224,
,1,,,,,BAO_0000019,A,U,,13753,CHEMBL630594,,,12192,,Autocuration,,Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 hr (orally administered),0,,22224,
,1,,,,,BAO_0000019,A,U,,13754,CHEMBL630595,Urine,,12192,1088.0,Autocuration,,Removal of 238-Plutonium(IV) in urine 0-4 h (orally administered),0,,22224,
,1,,,,,BAO_0000019,A,U,,13755,CHEMBL630596,Urine,,12192,1088.0,Autocuration,,Removal of 238-Plutonium(IV) in urine 4-24 hr (orally administered),0,,22224,
,1,,,,,BAO_0000019,A,U,,13756,CHEMBL630597,Urine,,12192,1088.0,Autocuration,,Removal of 238-Plutonium(IV) in urine after 0-24 h,0,,22224,
,1,,,,,BAO_0000019,A,U,,13757,CHEMBL630598,Urine,,12192,1088.0,Autocuration,,Removal of 238-Plutonium(IV) in urine after 0-24 hr (orally administered),0,,22224,
,1,,,,,BAO_0000019,A,U,,13758,CHEMBL630599,Urine,,12192,1088.0,Autocuration,,Removal of 238-Plutonium(IV) in urine after 0-4 h,0,,22224,
,1,,,,,BAO_0000019,A,U,,13759,CHEMBL630600,Urine,,12192,1088.0,Autocuration,,Removal of 238-Plutonium(IV) in urine after 0-4 hr (orally administered),0,,22224,
,1,,,,,BAO_0000019,A,U,,13760,CHEMBL630601,Urine,,12192,1088.0,Autocuration,,Removal of 238-Plutonium(IV) in urine after 4-24 h,0,,22224,
,1,,,,,BAO_0000019,A,U,,13761,CHEMBL630602,Urine,,12192,1088.0,Autocuration,,Removal of 238-Plutonium(IV) in urine after 4-24 hr (orally administered),0,,22224,
,1,,,,,BAO_0000019,A,U,,13762,CHEMBL630603,Urine,,12192,1088.0,Autocuration,,Removal of 238-Plutonium(IV) in urine at 0-4 hr (orally administered),0,,22224,
,1,,,,,BAO_0000019,A,U,,13763,CHEMBL630604,Urine,,12192,1088.0,Autocuration,,Removal of 238-Plutonium(IV) in urine at 4-24 hr (orally administered),0,,22224,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13764,CHEMBL624869,Blood,,12017,178.0,Intermediate,10116.0,Biodistribution in blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13765,CHEMBL624870,Blood,,12017,178.0,Intermediate,10116.0,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13766,CHEMBL623189,Blood,,12017,178.0,Intermediate,10116.0,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13767,CHEMBL623190,Blood,,12017,178.0,Intermediate,10116.0,Biodistribution in blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13768,CHEMBL623191,Blood,,12017,178.0,Intermediate,10116.0,Biodistribution in blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13769,CHEMBL623192,,,12017,,Intermediate,10116.0,Biodistribution in fat of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13770,CHEMBL623193,,,12017,,Intermediate,10116.0,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13771,CHEMBL623194,,,12017,,Intermediate,10116.0,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13772,CHEMBL623195,,,12017,,Intermediate,10116.0,Biodistribution in fat of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13773,CHEMBL623196,,,12017,,Intermediate,10116.0,Biodistribution in fat of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13774,CHEMBL623197,,,11836,,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 15 microCi of the drug and 15 micro g of estradiol,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13775,CHEMBL623198,,,11836,,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13776,CHEMBL623199,,,11836,,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 50 microCi of the drug and 15 ug of estradiol,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13777,CHEMBL623200,Muscle tissue,,11836,2385.0,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 100 microCi of drug in 10%ethanol saline,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13778,CHEMBL623201,Muscle tissue,,11836,2385.0,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 120 microCi of drug in 10%ethanol saline,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13779,CHEMBL623202,Muscle tissue,,11836,2385.0,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 15 microCi of drug in 10%ethanol saline,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13780,CHEMBL623203,Muscle tissue,,11836,2385.0,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 50 microCi of drug in 10%ethanol saline,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13781,CHEMBL623204,Muscle tissue,,11836,2385.0,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 100 microCi of drug in 10%ethanol saline,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13782,CHEMBL623205,Muscle tissue,,11836,2385.0,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 100 microCi of the drug and 15 ug of estradiol,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13783,CHEMBL623206,Muscle tissue,,11836,2385.0,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 120 microCi of drug in 10%ethanol saline,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13784,CHEMBL623207,Muscle tissue,,11836,2385.0,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 120 microCi of the drug and 15 micro g of estradiol,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13785,CHEMBL623208,Muscle tissue,,11836,2385.0,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 15 microCi of the drug and 15 ug of estradiol,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13786,CHEMBL623209,Muscle tissue,,11836,2385.0,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13787,CHEMBL623210,Muscle tissue,,11836,2385.0,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 50 microCi of the drug and 15 ug of estradiol,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13788,CHEMBL623211,,,11836,,Intermediate,10116.0,Tested in vivo for the biodistribution in rat fat at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13789,CHEMBL623212,Uterus,,11836,995.0,Intermediate,10116.0,Tested in vivo for the biodistribution in rat uterus at 1 hour after intravenous dose of 120 microCi of drug in 10%ethanol saline,1,,50597,
,1,,,,,BAO_0000019,A,U,,13790,CHEMBL623213,,,12640,,Autocuration,,Tested in vitro for intrinsic activity relative to quinpirole,0,,22224,
,1,,,,,BAO_0000019,A,U,,13791,CHEMBL623214,,,14218,,Autocuration,,"Relative ion enhancement, determined in pulsed ultrafiltration",0,,22224,
,1,,,,,BAO_0000019,A,U,,13792,CHEMBL623215,,,11296,,Autocuration,,% ionization at the pH 7.4 at 37 degree Centigrade,0,,22224,
,1,,,,,BAO_0000019,A,U,,13793,CHEMBL623216,,,10929,,Autocuration,,Percentage ionization was measured,0,,22224,
,1,,,,Bos taurus,BAO_0000218,A,N,,13794,CHEMBL623217,,,13841,,Intermediate,9913.0,Association constant of binding of compound with calf thymus DNA was determined by using equilibrium dialysis.,1,,50591,
,1,,,,,BAO_0000019,A,U,,13795,CHEMBL623218,,,10431,,Autocuration,,Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 Pseudo-first-order rate constant,0,,22224,
,1,,,,,BAO_0000019,A,U,,13796,CHEMBL623913,,,10431,,Autocuration,,Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 phosphate buffer Pseudo-first-order rate constant,0,,22224,
,1,,,,,BAO_0000019,A,U,,13797,CHEMBL623914,,,10431,,Autocuration,,Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 phosphate buffer pseudo-first-order rate constant 0.1 mM EDTA,0,,22224,
,1,,,,,BAO_0000100,P,U,,13798,CHEMBL623915,,,8826,,Autocuration,,Compound was evaluated for the partition coefficient in octanol/water,0,,22229,
,1,,,,,BAO_0000100,P,U,,13799,CHEMBL624080,,,8826,,Autocuration,,Compound was evaluated for the partition coefficient in octanol/water (1-octanol / 10 mM phosphate buffer at pH 7.4),0,,22229,
,1,,,,,BAO_0000019,A,U,,13800,CHEMBL624081,,,9884,,Autocuration,,Equilibrium constant measured by the pulse radiolysis at pH 7,0,,22224,
,1,,,,Homo sapiens,BAO_0000218,A,N,,13801,CHEMBL624082,,,9827,,Intermediate,9606.0,In vitro hydrolytic rate constant determined in human blood,1,,50587,
,1,,,,Homo sapiens,BAO_0000218,A,N,,13802,CHEMBL625054,,,10009,,Intermediate,9606.0,In vitro oxidation of compound to its pyridinium salt (3) in presence of human plasma,1,,50587,
,1,,,,,BAO_0000019,A,U,,13803,CHEMBL877485,,,10009,,Autocuration,,In vitro oxidation of compound to its pyridinium salt (3) in presence of hydrogen peroxide,0,,22224,
,1,,,,Mus musculus,BAO_0000218,A,N,,13804,CHEMBL625055,,,10009,,Intermediate,10090.0,In vitro oxidation of compound to its pyridinium salt (3) in presence of mouse brain homogenate,1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13805,CHEMBL625056,,,10009,,Intermediate,10090.0,In vitro oxidation of compound to its pyridinium salt (3) in presence of mouse liver homogenate,1,,50594,
,1,,,,Homo sapiens,BAO_0000218,A,N,,13806,CHEMBL625057,,,10009,,Intermediate,9606.0,In vitro oxidation of compound in presence of human plasma,1,,50587,
,1,,,,,BAO_0000019,A,U,,13807,CHEMBL625058,,,10009,,Autocuration,,In vitro oxidation of compound in presence of hydrogen peroxide,0,,22224,
,1,,,,Mus musculus,BAO_0000218,A,N,,13808,CHEMBL625059,,,10009,,Intermediate,10090.0,In vitro oxidation of compound in presence of mouse brain homogenate,1,,50594,
,1,,,,Mus musculus,BAO_0000218,A,N,,13809,CHEMBL629536,,,10009,,Intermediate,10090.0,In vitro oxidation of compound in presence of mouse liver homogenate,1,,50594,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13810,CHEMBL629537,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13811,CHEMBL629538,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13812,CHEMBL629539,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13813,CHEMBL874445,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13814,CHEMBL629540,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13815,CHEMBL629541,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13816,CHEMBL629542,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13817,CHEMBL630243,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13818,CHEMBL630244,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13819,CHEMBL630245,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13820,CHEMBL630246,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13821,CHEMBL630247,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,13822,CHEMBL630248,,,11510,,Intermediate,10116.0,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13823,CHEMBL630249,Blood,,13100,178.0,Intermediate,10116.0,Biodistribution in rat blood at 240 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13824,CHEMBL630250,Blood,,13100,178.0,Intermediate,10116.0,Biodistribution in rat blood at 30 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13825,CHEMBL630251,Blood,,13100,178.0,Intermediate,10116.0,Biodistribution in rat blood at 360 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13826,CHEMBL630252,Blood,,13100,178.0,Intermediate,10116.0,Biodistribution in rat blood at 3 hr after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13827,CHEMBL630408,Blood,,13100,178.0,Intermediate,10116.0,Biodistribution in rat blood at 60 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13828,CHEMBL630409,Cerebellum,,13100,2037.0,Intermediate,10116.0,Biodistribution in rat cerebellum at 120 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13829,CHEMBL874446,Cerebellum,,13100,2037.0,Intermediate,10116.0,Biodistribution in rat cerebellum at 1440 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13830,CHEMBL630410,Cerebellum,,13100,2037.0,Intermediate,10116.0,Biodistribution in rat cerebellum at 15 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13831,CHEMBL630411,Cerebellum,,13100,2037.0,Intermediate,10116.0,Biodistribution in rat cerebellum at 240 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13832,CHEMBL630412,Cerebellum,,13100,2037.0,Intermediate,10116.0,Biodistribution in rat cerebellum at 30 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13833,CHEMBL630413,Cerebellum,,13100,2037.0,Intermediate,10116.0,Biodistribution in rat cerebellum at 360 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13834,CHEMBL630414,Cerebellum,,13100,2037.0,Intermediate,10116.0,Biodistribution in rat cerebellum at 3 hr after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13835,CHEMBL630415,Cerebellum,,13100,2037.0,Intermediate,10116.0,Biodistribution in rat cerebellum at 60 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13836,CHEMBL630416,,,13100,,Intermediate,10116.0,Biodistribution in rat cortex at 120 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13837,CHEMBL630417,,,13100,,Intermediate,10116.0,Biodistribution in rat cortex at 1440 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13838,CHEMBL630418,,,13100,,Intermediate,10116.0,Biodistribution in rat cortex at 15 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13839,CHEMBL630419,,,13100,,Intermediate,10116.0,Biodistribution in rat cortex at 240 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13840,CHEMBL630420,,,13100,,Intermediate,10116.0,Biodistribution in rat cortex at 30 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13841,CHEMBL630421,,,13100,,Intermediate,10116.0,Biodistribution in rat cortex at 360 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13842,CHEMBL630422,,,13100,,Intermediate,10116.0,Biodistribution in rat cortex at 3 hr after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13843,CHEMBL630423,,,13100,,Intermediate,10116.0,Biodistribution in rat cortex at 60 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13844,CHEMBL630424,Heart,,13100,948.0,Intermediate,10116.0,Biodistribution in rat heart at 120 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13845,CHEMBL630425,Heart,,13100,948.0,Intermediate,10116.0,Biodistribution in rat heart at 15 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13846,CHEMBL629462,Heart,,13100,948.0,Intermediate,10116.0,Biodistribution in rat heart at 240 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13847,CHEMBL630426,Heart,,13100,948.0,Intermediate,10116.0,Biodistribution in rat heart at 30 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13848,CHEMBL630427,Heart,,13100,948.0,Intermediate,10116.0,Biodistribution in rat heart at 360 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13849,CHEMBL625877,Heart,,13100,948.0,Intermediate,10116.0,Biodistribution in rat heart at 3 hr after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13850,CHEMBL625878,Heart,,13100,948.0,Intermediate,10116.0,Biodistribution in rat heart at 60 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13851,CHEMBL625879,Hippocampus,,13100,10000000.0,Intermediate,10116.0,Biodistribution in rat hippocampus at 1440 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13852,CHEMBL625880,Hippocampus,,13100,10000000.0,Intermediate,10116.0,Biodistribution in rat hippocampus at 240 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13853,CHEMBL625881,Hippocampus,,13100,10000000.0,Intermediate,10116.0,Biodistribution in rat hippocampus at 30 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13854,CHEMBL625882,Hippocampus,,13100,10000000.0,Intermediate,10116.0,Biodistribution in rat hippocampus at 360 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13855,CHEMBL625883,Hippocampus,,13100,10000000.0,Intermediate,10116.0,Biodistribution in rat hippocampus at 15 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13856,CHEMBL625884,Kidney,,13100,2113.0,Intermediate,10116.0,Biodistribution in rat kidney at 120 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13857,CHEMBL625885,Kidney,,13100,2113.0,Intermediate,10116.0,Biodistribution in rat kidney at 1440 minutes after dose administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,13858,CHEMBL628649,Kidney,,13100,2113.0,Intermediate,10116.0,Biodistribution in rat kidney at 15 minutes after dose administration.,1,,50597,
