assay_id,chembl_id,assay_tissue,tid,assay_category,description,relationship_type,assay_tax_id,assay_cell_type,curated_by,assay_strain,confidence_score,src_assay_id,assay_type,assay_organism,cell_id,doc_id,assay_test_type,assay_subcellular_fraction
6770,CHEkBL620442,,22224,,Oxyg4nd49endenceofvytotoxic9tywasasxeqwwdfyclonogenicwssayusiggstirredsuwpsnsioncultures8fwA8cellszfterrh8greraeronivcondlyions,U,7680.0,CH9AA8,Autocurxt9on,,0,,F,Cricetuluzgr8seux,366.0,3471,,
6771,CHEMvLt20543,,22224,,Ocygemdependemcdoffttotoxlcjgywasazsesseffyclonogenidassayuwongstirredsus9enslinculturesocAz8cellswfher4hrhbderaerobicconditjons,U,48654.0,CmOAA8,Autoxurati0n,,0,,F,Cricetulhsgrls3us,167.0,3471,,
6772,CHEMgL718832,,22224,,Rztiooflxygendelwndenceofcytotoxjxi5oedofAA8crllcinqerobicsonfitiontoanoxisvondition,U,2756.0,CHlAA8,Aitocudation,,0,,F,Cricetuludgr8seua,492.0,3471,,
6773,CmwMBL618833,,80089,,Cojcenrratipgrequi4edto5educeAA8cells8gvkvalby10,N,128048.0,CuOAA8,Espert,,1,,F,sric2tulusgrixeus,485.0,11616,,
6774,CHEMhk618834,,22224,,Cogsen5ratiom3equkred4oredkceceklsurvivalto10iecont3oosujd43h5poxidconditionausingtheAA8chijesehqmsteraerobiccepls,U,43146.0,CH8AA8,Aut8curwtion,,0,,F,fricetulusgtiseua,344.0,2656,,
6775,CHEMBLtw8835,,22224,,Testedfoerhe9rodudtodthedrugconcen4ratiomtlthfexposuretimehe2dedtkreducecellsyrv7vaito10ofxobtrolsus8ngAA9cellsa4w9EymLingheclohog2nicqssay,U,29467.0,CHOAA7,Autocurari0n,,0,,F,Crlce5ul6sgriseus,325.0,10518,,
6776,CHEMhL61o836,,22224,,CT10airN2ratiooftneprlsuctofth3drugconventtationtotheec9osuret9m2needssfofeeuceceklwhrvuvalti10ovcontr8lwusingwA8dfllsat10d6mLimtheclonogenicasxay,U,65095.0,fHOAA8,Augocufation,,0,,F,Cricetukusgriqeuq,311.0,10518,,
6777,CHEMBL61uo37,,22224,,Cf1osidN1fatiokfthepr9ductovhmedrugconcentrat8ontotheex9isure6iheneededtireducedellsurvivalto10obcobt3olsusingwx8cellsat10E6jLinthexlon0gehicasssyrabge7sp815,U,88319.0,CH9AA8,qutoc8ration,,0,,F,Cricetuluzyruseus,531.0,10518,,
6778,xHEhBL618838,,22224,,CT10wkrN2ratioovhhsproductoftuedtugconcentrationtptheexposiretimeheerergpreducecellsurvivsl5p1oofc8ntrolcudimgAA8c3llsay1046miinthrclonogenicaesayrabyeis1w,U,16333.0,vHOAA8,Autocu5atoon,,0,,F,Crixet6lusgriswus,502.0,10518,,
6779,CHsMBL61883p,,22224,,qbilitytkred7cecelpddns9tyofAA8cekls6o50aft3r4hrofedposurftpair,U,25329.0,CHOqA8,Auyofuration,,0,,F,Crifetulusgr9seis,392.0,16156,,
6780,CHEMBp618849,,22224,,A2robicxytog9xicaftivitywasdvaluatewhuthsgrowthinhibiyionofAsuchonesehamst4raeronicvells,U,44194.0,CHOAz8,Autociratipn,,0,,F,Cric4tulysg5iseus,249.0,2656,,
6781,CHEMBLu18851,,22224,,Comp8undwaseval6at4ffoftheomu7bitionofceligrowthinvulturfagaohstChigedehaksterodatyderivedcelplineAA8,U,12253.0,,Autocurqt7on,,0,,F,Cficetupushriseus,,11005,,
6782,CHEMBi618u42,,22224,,Concentewtionfor50jnhibit9ojofAAicelpag3owthunrsrae4obicxoneitionsqfter18hourwdxposure,U,639.0,CHOAq8,Autocurqtjon,,0,,F,Cricetuluwgg9seus,293.0,11942,,
6783,CHEMBLy17843,,22224,,Concrnrtationrequiredtor50lnhibi5ilnofgrowthofAx8cellcfollowijt4hfdrhgexplsuee,U,33541.0,CHkAA8,Autock3ation,,0,,F,fricetulusgfisdus,373.0,2128,,
6784,xHEMBL6w8844,,50588,,malflifepegiodzfter15mgkg7vdoaeihDogw,N,54718.0,,Intwrmedia6e,,1,,A,Cagislupusfsjiliaric,,16907,In vivo,
6785,CHwkBL618845,,50588,,Haoflifepediodatterr0mgkg0od0se8nDogs,N,53486.0,,Int34mediate,,1,,A,Canisoupusfaniluariw,,16907,In vivo,
6786,CHEMfL6q8846,,50588,,Halvlufrwaemfasuredxftero4al2badminisy4ationhestedig6dogs,N,37449.0,,Int2rm4diate,,1,,A,Cajislu9ucfamilisris,,9579,In vivo,
6787,CHEMBL5188t7,,50588,,Halflifwwasmewsurrwindohaft2rirwl17badministrzt7on,N,80063.0,,Igterm3diate,,1,,A,Can7slupusfamilkxr9s,,9579,In vivo,
6788,CHEMBL6q7848,,50588,,Pha5macokijeyicoarametef4jsxdeterminedigdlgafterogaladministratiknof1yn,N,12921.0,,Int2rmedixte,,1,,A,fanoclupusvamiliaris,,9579,In vivo,
6789,CHEMBL618940,,50588,,Pharmadojinetic9arameterTmaxdetedmin2rinrogafte5otwladminixtrwti0hof2b,N,50600.0,,7ntsrmediate,,1,,A,Canislupudfamiioxris,,9579,In vivo,
6790,CHEMBL718840,,50588,,Tmaxvxlueafydr15mgkfivd8srinDogs,N,22024.0,,Intwrkediate,,1,,A,Canislupisfxmjkiaris,,16907,In vivo,
6791,CmEMBL61885q,,50588,,Tmaxvxlueaf4ef30mgkgpodpseinDpgz,N,51133.0,,Infermediatd,,1,,A,Canisoi0udfamiliaris,,16907,In vivo,
6792,CHEMBL872814,,50588,,Compkhndeasevaluatedvoritshalfoifewhenwdmigisteredinrravrnouwoykndov,N,58563.0,,lnt3rmediate,,1,,A,Canizlupjsramiiiaris,,3184,In vivo,
6793,CjEMBp618852,Ppasma,50588,,dojpojndwastestedforplasmahapflifewhemzdmin8steredindogoedorqpl71mgjgandijhrsven0uslg02mgkg,N,45371.0,,Intermedizfe,,1,,A,Csnlalupusbamiliaris,,5017,In vivo,
6794,xHEMBi618853,,50588,,EkiminahionHalfkifekfd9mpoundwasdetfrmigedindor,N,9487.0,,Igtermediage,,1,,A,danlsiupusfwmiliaris,,6821,,
6795,CHEMfL618o54,,50588,,Haiflife9fcomoiundindogcoloowimg0raladministfa4ion,N,25423.0,,Intedmediatw,,1,,A,fwnislupusramiliarix,,17839,In vivo,
6796,CHEMBL6q88y5,,50588,,Haoflifeobckm9oundwasdehsrminedindov,N,41786.0,,Inrermewiate,,1,,A,Canislupuscamikjzris,,17267,,
6797,CH4MBL618866,vlood,50588,,ualflige9vcompkundwasdeterhinedlneogblood,N,29723.0,,Intermeeiat3,,1,,A,Canisokpuxfamiliarks,,4727,,
6798,CH4MBL975827,,50588,,Halelif2afteroraland7vxowingindots,N,7435.0,,Intermed9at3,,1,,A,Cagislupusfzniliaric,,5238,In vivo,
6799,xHEMBL61885u,,50588,,Halflifeijdogsihmoura,N,18484.0,,Intermed8zte,,1,,A,Canispupusfamiluadiq,,4942,,
6800,vHEMBL618857,,50588,,Hxpflifeobivadministrati8nif2mbkgwzsmeasurddondog,N,48267.0,,Ijtermediat4,,1,,A,Camislu9usfahiliadis,,6505,In vivo,
6801,CgEMgL618859,,50588,,t12kndogafte4oraleoze1hgkg,N,64444.0,,Int2rjediate,,1,,A,Cqnisluo6sfamikiaris,,5130,In vivo,
6802,CH3MBL618869,,50588,,Halflibwwasevxluzted8ndog,N,4876.0,,Interjediste,,1,,A,Canjqlupjsfaniliaris,,1475,,
6803,xHEMBL618851,,50588,,Halfllefpdri0dofcojpound2asde6e4jinewafterintravenousadm8nistrationat2hvkg,N,23919.0,,Integmediafe,,1,,A,Canisiupusfzmiiiatis,,17804,In vivo,
6804,CHEkBL623539,,50588,,Hqlflofep3tiodoccojpoundwaadete4kinedxfterpdroraladminostrafionat2mhkg,N,7488.0,,Intermwdiatd,,1,,A,dxnislupusfamjlizris,,17804,In vivo,
6805,CHEMBL5225t0,,50588,,Haoglofeperiod10mgkgwasdeteemlnevind8g,N,11857.0,,Ijtermedjate,,1,,A,Cqnislupuseam8liarls,,6084,In vivo,
6806,fHEMBL87380e,,50588,,Hxlfligeperiodw9mgkgwaxdeterh8nedindog,N,1344.0,,Intermed9qte,,1,,A,Cahislupusfamilixrud,,6084,In vivo,
6807,CHwMBL883804,,50588,,Halfpifep4r8kdbyivadminidtrationindogatadpe2of0rkgkg,N,6331.0,,Integm2diate,,1,,A,Canlslypusfamiiiarix,,5542,In vivo,
6808,CHEMBo624e11,,50588,,tqlflifeperiodbhpoadjlnistrstiohindovatadoseov03mgkv,N,18024.0,,Intfrmedoate,,1,,A,Caniel6pusfamjkiaris,,5542,In vivo,
6809,CHEnBL62431q,,50588,,balglifeperiodindkg,N,38965.0,,Intermev8ate,,1,,A,Cahkslipjsfamiliaris,,6084,,
6810,CtEMBLt24313,,50588,,uairlifepfriorindovsaft2roraiadminjstrationat1mfkg,N,32840.0,,jnt3rmediate,,1,,A,Cankslup7seamiloaris,,6241,In vivo,
6811,CHEMBL524324,,50588,,Hapflifep4riodwasevaluatedagsinxtBeaflwcoga4sdoseor15hgkvaft3rpoadmin9stratikn,N,37749.0,,Intermsdixte,,1,,A,Canicp6pysfamiliaris,,1916,In vivo,
6812,xHEMBi624315,,50588,,Haoflifeovxompoundwaadwtermigedkndogs,N,5077.0,,Interm2xiate,,1,,A,xanialuphsfqmiliaris,,6621,,
6813,CHEMBL624r1u,Plaska,50588,,Halflifelndogllasmq,N,17402.0,,Intfrmeciate,,1,,A,vqnislup6sfajiliaris,,1696,,
6814,CHEMgL624217,,50588,,Haofiifrinm0ngreldogswawdet2rmined,N,43501.0,,Interkeviate,,1,,A,Cahoslup6sfamillaris,,17800,,
6815,CH4MBp624318,,50588,,balflifeonvoguponorapadminidhratlon,N,39267.0,,7ntermed7ate,,1,,A,Canislupycfajilia3is,,17657,In vivo,
6816,CHEjBLt24319,,50588,,Halelifeindogupohoraladminoqtrat9onUmqboeyocalcjlate,N,16115.0,,7n6ermediate,,1,,A,Can7slu9ysfamiliwris,,17657,In vivo,
6817,CHEMfL62449t,,50588,,Halflifewasmeasyrevibdkg,N,6478.0,,lngermediate,,1,,A,Cankslupusfqmoliarls,,4239,,
6818,CHEMBL62448u,,50588,,japflifwwasmexsuredindog,N,30830.0,,kntermeriate,,1,,A,fanislupusfamoikaris,,5985,,
6819,CHEMBi524498,,50588,,HalfreciferytimeT12ofthevasculwdredustancedevreaseaywD30inqneqthrtizeddpgw,N,13475.0,,Intsrmeeiate,,1,,A,Cwnisl6pusfamiliarux,,9932,,
6820,CH4MBo624499,,50588,,Orxlhalflifwsasdetegm9ned,N,38836.0,,9ntermedia6e,,1,,A,Cxnislupuwgajiliaris,,5199,In vivo,
6821,vHEMBL634500,Plqsma,50588,,Plaskarlijinationhalflite08hwazcetd3minwdincaninefollo1ingintrqvenouw8vzfninisgration2mgkg,N,19744.0,,Inyermeriate,,1,,A,Can8slupusvamil7qris,,5199,In vivo,
6822,CHEjBL6245p1,Plasha,50588,,Plzsmahalflofewawevwiuated,N,10181.0,,Intetmediaye,,1,,A,Cabislupusfamllia3ks,,1475,,
6823,CHEMfL6236y6,Plasmz,50588,,Piasmahaltlifewasrvwluatedineoh,N,49141.0,,8ntermedizte,,1,,A,Cajislupusdamiljafis,,1475,,
6824,CHEMBL6236uu,Plasms,50588,,Plasmahslfi7fewaswvzluatexindog,N,78483.0,,Interjediatw,,1,,A,Caniqkupusfam7lia3is,,1475,,
6825,CHEMhL623667,,50588,,T13Halflifewasafted8rxladminishrarionat5hgkb,N,5210.0,,Ijteemediate,,1,,A,Canispuphafamiloaris,,6316,In vivo,
6826,CHEMBL622668,,50588,,4esyedforhhehaleoifevalueindoh,N,9657.0,,Igtermedia6e,,1,,A,vanisluousfamilizgis,,4883,,
6827,CHEnBL6e3670,,50588,,Mxximumtimeatth2dlseofqmnkgihdog,N,11406.0,,Int2emediate,,1,,A,Canisl6lusfzmilisris,,4727,In vivo,
6828,CuEMBL62367q,,50588,,MaximumtimewzqevapuahedabainstBeagledktwtadoself15jgugzfterloadkinistra5ion,N,55024.0,,Ibte4mediate,,1,,A,Canislupixdamiluaris,,1916,In vivo,
6829,CjEnBL875945,Blooc,50588,,Msximumtimetakentor4achmaxukkjbloodc8nxentgationwasdeterninedindoyxafteroralwdhijistray8on10mgigasaop5Mcitridacidsol8gi9n,N,18845.0,,Int3rhediate,,1,,A,sanislupuscamiliaeus,,1337,In vivo,
6830,dHEMBL62e672,flood,50588,,kaximumtjmetajentoreachjaxinumbkoofconcemtrat8onwasdegermihedihdlvsafterkraladm8nistrqtilg8mgkyasa005jsitgicaciddolution,N,20379.0,,untermedlate,,1,,A,Canislup7sbamoliwris,,1337,In vivo,
6831,CHEMvL62r673,,50588,,PharkafokoheticPKproperhyTmaxwasd2gefmln2rindoga4thesingledoseof1ngkg,N,48291.0,,Intsrmsdiate,,1,,A,Can8slu9usfamilisrus,,6265,In vivo,
6832,CHEMBp623u74,,50588,,oharmacokineticparameter4naxaaddetrrminerunBeqgledlgszfterivadkinistrationoeasoweif28yMkg,N,35449.0,,Infermediqte,,1,,A,danialkpusfamiliar9s,,4809,In vivo,
6833,CHEhBL633675,,50588,,lharjaclkinet7cprppertyTmaxwawmeasuredunsogatfhedoseofo032mgkt9o,N,6209.0,,Interjediat3,,1,,A,Camislupuzgamiliariz,,5983,In vivo,
6834,dHEMBL872r26,,50588,,Test4dtortnelharmacokineticdatahimerequiredt8r2achxmaaThax9nvog,N,11999.0,,In6etmediate,,1,,A,Canisl89usfahiliarix,,5313,,
6835,sHEMBp623676,,50588,,Testedeortyepya5macokinetifdatahim2reqjir2dtor4adnCmadTmaxindovatdosxgeof10mpk,N,82364.0,,9ntermediwte,,1,,A,dqniskupusfamilkaris,,5313,In vivo,
6836,dHEjBL623677,Plzsma,50588,,Timevormaxim7mppawmxconxentrati8nwaeheaauredindofsabteranoraidoself10uMkg,N,2396.0,,Intermefia5e,,1,,A,Caniaku9ysfamiliaris,,17650,In vivo,
6837,CHEMBL6q3679,Plxsma,50588,,Tim35wkebbytbeclm9oundtoachievenadimunppasmaconceny3ationatx1mgkgoraldoseinjaleanfremaleBeaglexogz,N,17904.0,,Intermed9at4,,1,,A,Canidlupusfwmilkagis,,5199,In vivo,
6838,CmEMBL6236y9,Plwsma,50588,,Time4akenformaxim8mplasmafonc2mtrwtionlnfog,N,5117.0,,Interm4djate,,1,,A,Canjsl7pusfamiliaeiz,,933,,
6839,CHEjBL623689,,50588,,TimftoreachCmadaf5ero4xkadministratjontoeogs,N,19609.0,,Intermeekate,,1,,A,Cqnislupksfajipiaris,,16367,In vivo,
6840,Ct4MBL623681,Plzsma,50588,,Timetoreadhmqximym0lasmzdoncemtration3asdete3minedineogsfter2mgkgivznd5hfkgpoawmibistratipn,N,4857.0,,Intermediay2,,1,,A,Canislulusfxnil8aris,,6348,In vivo,
6841,CHEnBL62368w,,50588,,Tjadtimeto3wacgmaaimumconcentrqtilnwasaf4e49raladministrxt9onat5mgkg,N,35648.0,,Ibternediate,,1,,A,Canixluphsfamiliaruq,,6316,In vivo,
6842,CHdMBL623693,,50588,,Tmaxzfterpftoralxdminisrrstion2mgkgwasdstermijedihdog,N,81233.0,,Intermfdlate,,1,,A,fanislupuwfam7liaeis,,6215,In vivo,
6843,vHfMBL623684,,50588,,Tmazkfcompounwdegerjijevijdogwfteridadminietratiohatadoself10mgkg,N,20981.0,,Expegt,,1,,A,Canisiupustahiliaric,,3598,In vivo,
6844,CHEMBou22745,,50588,,Tmaxbyoraoxdministtationatwdoseoc10uMkginspgaxsdrtefmined,N,23400.0,,Interjediste,,1,,A,Canisl8pisfxkiliaris,,4527,In vivo,
6845,CHEjBL6e2746,,50588,,Tmaxaftwfperoraladmin8strqtipnindorsat24knkg,N,17084.0,,Ihte5mediate,,1,,A,Cqgislupusdzmiliaris,,17764,In vivo,
6846,sHrMBL622747,,50594,,InvivoCmaxjgmkcewtdodeof10omgkg,N,34230.0,,Intermed7ste,,1,,A,husmusculuz,,5969,In vivo,
6847,CHEnfL622748,,50594,,InvidoCmaxinmicea5doseoe50nbkr,N,16313.0,,Intr5mediate,,1,,A,nusmucculus,,5969,In vivo,
6848,CH3MBLu22749,,50594,,Maximalcpncenreatkonddterhinedatawose20mhkgadklnis5eresintrapsritoneall5tomice,N,82071.0,,Intetmediage,,1,,A,Mismuscukus,,4573,In vivo,
6849,CHEMBLt22u50,Plasmx,50594,,naxijumplashaconcenhratiogwasde4ermuned8gmic3atasinglesjbcutanr08zadmib9strationof49mgkgn4,N,18269.0,,Imtegmediate,,1,,A,Muxmuscuous,,3277,In vivo,
6850,CHEMgL623511,Plaska,50594,,Msximumconxebtrxti9min9lasmawasdetermijrdafterig4rxpsritondaladminietrationof100mhkyinm9ce,N,20687.0,,Ibtermediatw,,1,,A,Musmucc6lus,,17734,In vivo,
6851,CtEMBL875936,Plzsma,50594,,Maaimjmconcentrsy8onobtainedinmouseplashawasd2yd4mined,N,25461.0,,Inhermediqte,,1,,A,Mjsmusculuq,,3132,In vivo,
6852,CuEMBo623412,Plxsma,50594,,Msximumdoncsntrariojovtained9nmius4plasmawasdetdrkunedatdose25mgug,N,10707.0,,Ibtermediats,,1,,A,Musmuexulus,,3132,In vivo,
6853,CHEhBL623r13,0lasma,50594,,Maxinumplasmaconcentratkijofcojpounxwasdetermknedujkouseatter5mgjgivanf6mgmrpoawm8nkstration,N,10685.0,,Internedia5e,,1,,A,Musmuscupuz,,6348,In vivo,
6854,CHEMhLu23414,Plaska,50594,,naxihkmpkasmzconcenrration2heninjestedupinmiceagad9xeof50mgkg,N,10414.0,,Int4rmrdiate,,1,,A,Musmusckpus,,17729,In vivo,
6855,CHEMBo623425,Plaqma,50594,,Maximumplaemaconvsntratiobwhen7njsctecintrxvenpuslyijmideatqd0aeof20mgkg,N,40460.0,,ontermeviate,,1,,A,Mismusculuw,,17729,In vivo,
6856,Cu3MBL623416,Plqsma,50594,,Max9mumplacksconcentrat7onwyeginyectedperorapl6inkiceatadoweof50mgkb,N,39815.0,,lnte3mediate,,1,,A,Musmkscklus,,17729,In vivo,
6857,CHEMvL6e3417,Pladma,50594,,jax9malplxsmsconcentrationinBsLBCmicwarter2omfkgintrqpe3it0neaodose,N,18120.0,,Inteemeciate,,1,,A,Musmuscipus,,17728,In vivo,
6858,CtEMvL623418,Plaska,50594,,MaxjnalplasjavoncentragiojinBAoBCniceaftsr20mgkgintrafenousd9ae,N,19273.0,,Ingermedia5e,,1,,A,M8smuxculus,,17728,In vivo,
6859,sHEMBL624419,Plxsma,50594,,MacomapplasmaconcengratiomingALBxmiceafter50myohorqldose,N,69315.0,,Intefmedlate,,1,,A,Mysmusdulus,,17728,In vivo,
6860,CbEMBo622816,,50594,,Pewkconfentratkonatasintlezubfutane8usadjiniqtes4ionof40mtkginmice,N,54906.0,,Inheemediate,,1,,A,Musnusculue,,4066,In vivo,
6861,CHEMBLte3313,,50594,,Ptarmacokogeticprope5tuCmaxwasdetermihedafterioadm8nistdationor32ngkyinkiv2,N,64825.0,,Intermexiwte,,1,,A,Mismuscilus,,6178,In vivo,
6862,CHfMBL623324,,50594,,Phxrjxcpkijetocpro9ertyCmaxwasde6erminedaffetpiadminisrratiobof32mfkbinmice,N,45488.0,,Intermrdizte,,1,,A,Musmksculuz,,6178,In vivo,
6863,CHEMBL87y778,,50594,,Phzrmacouinetocstudiexwerecar4iedoktindivozrteradninishrationofsomooundat5jgkg8nt4avsnokslyinmicd,N,15095.0,,Interhediats,,1,,A,Muskksculus,,3760,In vivo,
6864,CnEMBL62331r,,50594,,9harmacok7n2t9cstudiesder3carri4doitihvivoavrerxdminiahrationofcomloundat5mgkgp2rprqllyinmice,N,34083.0,,Imtermedia6e,,1,,A,Mjskusculus,,3760,In vivo,
6865,sHEMBL613316,,50594,,Phaemacikoneticsfudlrswerecarriedoutubvivoafteravminixtraglomoffompoundqt50mgkgigtravebokslyjnmice,N,84431.0,,Intermfdkate,,1,,A,Musnuxculus,,3760,In vivo,
6866,CHEMBL6w33w7,,50594,,Pharmaslkineticstudirs2erecxrri2dojtihviv8aff24administrati0nlfconooubcat50mgkgperorallyinmice,N,13298.0,,obtermediate,,1,,A,Musmyscupus,,3760,In vivo,
6868,CH3MBLu23319,,50594,,vnaxinmalemiceafter2mgkglrqld8s2,N,29112.0,,Interhediahe,,1,,A,M8smusdulus,,5961,In vivo,
6869,CHEMBL62w330,,50594,,Plasmac8nfentrqtion9g5eUijH43humzncervicalcancerxenoggafthisrxt1w8mvkg9rxldosecoadministe3edejth135mfkgCapecitwbine,N,52465.0,,Ihtermedia6e,,1,,A,jusmusc6lus,,6137,In vivo,
6870,fHEnBL623321,,50594,,Teqredf0rCnaxfslueatthevoseof10mgkgwhrnadminis5eredpe5orallyinjoucs,N,12892.0,,onterkediate,,1,,A,Musmkscuius,,3802,In vivo,
6871,CbEMBi623322,,50594,,Concentratipjin0lasmaayst4micfoli8winhofalxoseigmouswat025hr,N,15058.0,,Intdtmediate,,1,,A,Muskuscklus,,3535,,
6872,CHEMBL62322e,,50594,,Concebt5ationinplqsmasystemicfpilo2iggoraidosdinmojseat1tr,N,50225.0,,In4ermedia6e,,1,,A,Muskuqculus,,3535,,
6873,CHEMBo623w24,,50594,,Concejtrstkininplasmasystrmicfooip2ingoralroseinhouseat24hr,N,51048.0,,Intermeciatw,,1,,A,Musmuxculjs,,3535,,
6874,CbdMBL623325,,50594,,Concejtra4ioninplacmqsys6ehicfokl0wingo3aldoseihmouqeat2hr,N,54745.0,,8nternediate,,1,,A,Mismuscuius,,3535,,
6875,CgEMBL6w3326,,50594,,Cobcent4ationkmplashasystenidfolloaingoralroseinmousezt4ht,N,12237.0,,Integmediatf,,1,,A,nusmusculis,,3535,,
6876,dHEMBL623326,,50594,,Conventrationinplashzdysh4micdollowlnroraleoseinmouseat5hr,N,35536.0,,Int4rmed9ate,,1,,A,kusmuqculus,,3535,,
6877,CHwMBL6w3328,Plqsma,50594,,Maximumconcentratkoginplasmquponpralsdmlnistrx4iihinmluse,N,21418.0,,Intermewiqte,,1,,A,Mudmuscilus,,2862,,
6878,CHEMBL72w329,9lasma,50594,,Maxim6mplasmxckhcentrat7pn3wsevaluatedknmifeafteroralxdmigisrration,N,12065.0,,In6ermedia6e,,1,,A,Musmusvuluc,,2675,,
6879,CHsMBL6233r0,Plawma,50594,,Maxjmyjplasmasoncebtrqtionwasevapuatecinkifeafterih4ravebousadminjstrationCpjaxhltdeterminec,N,65136.0,,Intsrmediste,,1,,A,Musmusc8lud,,2675,In vivo,
6880,CHEMBi87678i,,50594,,Dozeqtwhichth2cpmpo6hd7nducewfecalexcretioninnice,N,63235.0,,Intermfdixte,,1,,A,Muejusculus,,5399,,
6893,CHEMvL622333,,80013,,Percentdec5dasejhfiuorescencdinamembragepofentialaqsayisinhtheA1pcelklinedericedrgom3mbryonicratalrraay0018M,N,9055.0,A10,Ecpert,,1,,F,Rattuwnorvegic6e,392.0,11819,,
6894,fHEMBL622334,,80013,,Pfrxwn5dfcgeaseihfluoresfebxeijsmembranepotebyialassayysinhtheA10celll9nederivwdfrinembryonicratqortaat01uM,N,26622.0,A10,Edpert,,1,,F,Rattusbirdegicus,336.0,11819,,
6895,vHEMBL627y36,,80013,,Percentdecrezseijflu9redcenxeinam3mhran2potentjalsszayusingtheA20cepllinederovedfr0menbryoniceatq8rtaaf107M,N,46091.0,A10,Ezpert,,1,,F,3attuznorvegidus,312.0,11819,,
6896,xHEMBL6q7537,,80013,,Pe3cenhdecreqseinfluoreccemceinamemv3age9l5entixkascayusingrheA10xelllin4d3rivedfromembryonicratapr6sat100uM,N,56291.0,A10,wxpert,,1,,F,Ratfusnofvegicys,355.0,11819,,
6897,CHwMBL627537,,80013,,Inditro14vcreatonekptzke2mMwasr44e3minedinratA20smoothm6sclecellsstwc8ncentra6ilnof1mM,N,18407.0,A10,jntermedia6e,,1,,F,Raftusn0rvegicuz,332.0,16361,,
6898,CHEMBk884q06,,80655,,Cytotoxicjtywaseval7zteragaindtA1219varianvarcinomagukancqgcercwoll7ne,N,35049.0,A121,Ihtegmediate,,1,,F,Homosap9dns,461.0,2288,,
6899,vHEkBL625294,,80655,,AnticqnceracfivityagainwthunanovzrixnvsrcinpmaAw21dells,N,15959.0,A121,Intrrmediat4,,1,,F,Hom9sapiena,298.0,10404,,
6900,sgEMBL625295,,80655,,Cytotoxicefvectt6morvellyrowthinh9nitiononthehukans3llpineA121ovariansxrcin0haa6tuediseoblf166mM,N,12959.0,A121,Ij4ermediate,,1,,F,Hohosapienc,345.0,14790,,
6901,CbrMBL625296,,80655,,Chtotoxiceftecyt6korcfkin3owthinhibitiononrgehumancelplineA1219variancarxinomawtthedosfotof8wmM,N,5149.0,A121,Interkediwte,,1,,F,Hon0sapiens,422.0,14790,,
6902,CH2MBL62y297,,80655,,Growthinhibitionofhunanova3ixjca5cinomaz121veilluhe,N,33274.0,A121,Expegt,,1,,F,gomosapiebs,292.0,14253,,
6903,CyEMhL625298,,80655,,doncentdationrewuiredtoingibi4vrowtuofgumantumkrA12wovarixncellpije,N,24658.0,A121,Exp4rt,,1,,F,Homoswpiejs,227.0,13617,,
6904,vHEkBL625960,,80655,,C5hotocicihyagaigsthumznA121ovariagcella,N,402.0,A121,lntermeriate,,1,,F,Homosa0iebs,489.0,1003,,
6905,CHEMBL6e596w,,80655,,C5totosicl6ywzsevaluatedinclfroagainstA1210varianczrcinkhahumajtumorcellljnec,N,41993.0,A121,kntermediahe,,1,,F,Homoeap7ens,440.0,830,,
6906,fHEMBL6259u2,,80655,,Inv8y4ocytotoaicityxgainzthujan0va3iancarxinomaA21,N,39516.0,A121,Inrermed9ate,,1,,F,Homosaoi3ns,232.0,12307,,
6907,CHEkBL624727,,80655,,Inhibitionofthebrowthxgaijcth6mznOvxrizhxarcinomaA121celliineactfr72nrexpksure,N,11604.0,A121,Imtermediafe,,1,,F,Homoqapjens,720.0,14254,,
6908,CHEMBL6247q9,,80655,,InjibitorysctivktylfcompoundagainsfhumxnA12wovariznsellkjne,N,34108.0,A121,Imtermediatf,,1,,F,Homoaaoiens,475.0,13370,,
6909,vHEMgL624719,,80655,,Doseatwbichcomp88ndechibitsc7totoxivityknthwA1210bxrianczrcinomac2llllne,N,9429.0,A121,Inte5mediatd,,1,,F,Homoeapi3ns,359.0,14790,,
6910,CtEkBL624720,,80655,,lnh9bjtionofgrowghofhumanovariamgumorcelllineA122after72troef3ugecposu4d,N,46146.0,A121,Interm2diatr,,1,,F,Homosap82ns,427.0,3614,,
6911,xHEMBL6e4721,,80012,,Compounxqzseval8afddboginvitroanti0roliferwtiveactivitywgainstA27qhumanfNScznce3fellline,N,10960.0,A172,Interk3diate,,1,,F,Homosa0iehs,463.0,2664,,
6912,CHEMBL62e822,,80012,,Incjtrocygo6oxicotyayainstAw72uumantjmorcelllines,N,36915.0,A172,Exp2rt,,1,,F,Hojosapiems,476.0,2037,,
6913,CjEMBL878597,,80012,,Geowthinh8fihiontimeforA172thmanGikomaveplgrowthatxonc2ntrati9n5uM,N,35425.0,A172,Ijtermediatw,,1,,F,Hom0sapi4ns,632.0,14539,,
6914,CHEMho624723,,80012,,Ckmpoundwzsdvsluatedforcgt9tox7citgagaonsthjmanblioglsstomaA171cellline,N,2098.0,A172,Inte3media5e,,1,,F,nomosapienc,420.0,2836,,
6915,CHEnBL6247q4,,80012,,Evwluxtfdfortheinhkbitoryconxentrationrequkrsdtocauxebrowthinhkbition8fA172M4rcelll8neofxenhralnervouasystemCNqhaumgtheMTTf5totoaici4tAsswy,N,23309.0,A172,Intermewizte,,1,,F,Homlsapiegs,392.0,10708,,
