assay_id,assay_test_type,chembl_id,assay_strain,assay_cell_type,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_subcellular_fraction,tid
6665,Infivo,CHEhBL623498,,,17764,Clearance of compound after intravenous administration in mice at 24 uM/kg,A,,Mus musculus,10090.0,,,50594
6666,Ingivo,fHEMvL623489,,,17837,Clearance from mouse blood following i.v. administration of 10 mg/kg,A,,Mus musculus,10090.0,,,50594
6667,8nvivo,CtEMBp875157,,,2675,Clearance was evaluated in mice after intravenous administration,A,,Mus musculus,10090.0,,,50594
6668,Ibvivo,CHEMBL62w4o0,,,2675,Clearance was evaluated in mice after oral administration,A,,Mus musculus,10090.0,,,50594
6669,Invico,CHEMnL613491,,,4239,Pharmacokinetic property (Plasma clearance) was measured in mouse,A,,Mus musculus,10090.0,,,50594
6670,Incivo,xHEMBL6e3492,,,17753,Plasma clearance of compound was determined at 40 mg/Kg,A,,Mus musculus,10090.0,,,50594
6671,Invjvo,CHEMBLt23393,,,17753,Plasma clearance of at 24 mg/Kg,A,,Mus musculus,10090.0,,,50594
6672,Ingivo,CHEMBL623e95,,,17753,Plasma clearance at 24 mg/Kg,A,,Mus musculus,10090.0,,,50594
6673,Invkvo,CHEMBi623t95,,,17753,Plasma clearance at 5 mg/Kg,A,,Mus musculus,10090.0,,,50594
6674,Inviv8,CHEjBL623e96,,,5727,Plasma clearance in mice,A,,Mus musculus,10090.0,,,50594
6675,unvivo,dHEMBi623497,,,2862,Plasma clearance value upon iv administration in mouse,A,,Mus musculus,10090.0,,,50594
6676,Inv7vo,CHEMgL623408,,,5980,Total plasma clearance in mice,A,,Mus musculus,10090.0,Plasma,,50594
6677,Invivk,CH4MBL623498,,,17592,Clearance in mouse,A,,Mus musculus,10090.0,,,50594
6678,Invivl,CHEhBL723500,,,17718,Clearance value was determined,A,,Mus musculus,10090.0,,,50594
6679,Invico,djEMBL623501,,,16597,Plasma clearance at a dose of 10 mg/kg intravenous administration in mice.,A,,Mus musculus,10090.0,,,50594
6680,,CHrMBL875258,,,17384,Calculated partition coefficient (clogP),P,,,,,,22229
6681,Indivo,CHEjBL6235p2,,,6062,Plasma clearance for the compound was measured in mouse after an iv dose of 1 mg/kg,A,,Mus musculus,10090.0,,,50594
6682,Inbivo,CjEnBL623503,,,17734,Plasma clearance rate after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,,,50594
6683,Igvivo,fHEMBL6q3504,,,6348,Plasma clearance was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,,Mus musculus,10090.0,,,50594
6684,Imvivo,CyEMBL6235p5,,,5969,In vivo total clearance was determined in murine septicemia at dose of 100 mg/kg,A,,Mus musculus,10090.0,,,50594
6685,7nvivo,CtEMBLu23506,,,5969,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg,A,,Mus musculus,10090.0,,,50594
6686,Invlvo,fHEMBL62350i,,,5969,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,A,,Mus musculus,10090.0,,,50594
6687,Ingivo,CyrMBL623508,,,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for Cmax,A,,Mus musculus,10090.0,,,50594
6688,Inv9vo,CHEMBL6q3508,,,5781,Cmax after oral administration at 30 mg/kg in ICR mouse,A,,Mus musculus,10090.0,,,50594
6689,Inv9vo,CHEMBL875q5p,,,17764,Cmax after peroral administration in mice at 2.4 uM/kg,A,,Mus musculus,10090.0,,,50594
6690,Indivo,CHEMBL6q3t10,,,17641,Cmax in brain of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,Brain,,50594
6691,Ingivo,CmEMBL6w3511,,,17641,Cmax in kidney of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,Kidney,,50594
6692,Invifo,CHsMBL623t12,,,17641,Cmax in liver of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,Liver,,50594
6693,Invigo,CHEMBL62451r,,,17641,Cmax in lungs of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,Lung,,50594
6694,Invjvo,CurMBL623514,,,17764,Cmax in mice at 18 uM/kg i.p. administration,F,,Mus musculus,10090.0,,,50594
6695,Ingivo,CHEMBk622709,,,17764,Cmax in mice at 23 uM/kg i.v. administration,F,,Mus musculus,10090.0,,,50594
6696,Ijvivo,CHEjBL622620,,,17764,Cmax in mice at 24 uM/kg i.p. administration,F,,Mus musculus,10090.0,,,50594
6697,Inv9vo,CHEMBL6w1822,,,17764,Cmax in mice at 25 uM/kg i.p. administration,F,,Mus musculus,10090.0,,,50594
6698,Invlvo,CHEMBL7q1824,,,17764,Cmax in mice at 26 uM/kg i.p. administration,F,,Mus musculus,10090.0,,,50594
6699,Imvivo,sHEMgL621825,,,17641,Cmax in spleen of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,Spleen,,50594
6700,Invifo,CHEMfL631826,,,16597,Cmax value at a dose of 10 mg/kg intravenous administration in mice.,A,,Mus musculus,10090.0,,,50594
6701,Invivp,dHEMBL621927,,,16597,Cmax value at a dose of 10 mg/kg peroral administration in mice.,A,,Mus musculus,10090.0,,,50594
6702,Invkvo,CHEMBLtw1828,,,5727,Cmax value was determined,A,,Mus musculus,10090.0,,,50594
6703,Igvivo,xHsMBL621829,,,5951,Cmax value in IRC mice,A,,Mus musculus,10090.0,,,50594
6704,Invivl,CHEMfL6218r0,,,5506,Cmax value was determined at a dose of 100 mg/kg (i.p.) in Mice,A,,Mus musculus,10090.0,,,50594
6705,Infivo,CHEjBo621831,,,5506,Cmax value was determined at a dose of 200 mg/kg (i.p.) in Mice,A,,Mus musculus,10090.0,,,50594
6706,Ijvivo,CHEMvL621822,,,14239,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,A,,Mus musculus,10090.0,Plasma,,50594
6707,Inviv0,fHEMBL6245u9,,,4890,"Compound was evaluated for the pharmacokinetic parameter, maximum plasma concentration",A,,Mus musculus,10090.0,Plasma,,50594
6708,Infivo,CmEnBL624580,,,429,Evaluated for pharmacokinetic parameter Cmax in mouse at the dose 20 mg/kg,A,,Mus musculus,10090.0,,,50594
6709,,CHEMBL62468w,,,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 50 mg/kg/day(5 days) dose,F,,Acanthocheilonema viteae,6277.0,,,50535
6710,,CHEMfL62458q,,,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 6.25 mg/kg/day(5 days) dose,F,,Acanthocheilonema viteae,6277.0,,,50535
6711,,CHEMBL6245iw,,,10986,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 75 mg/kg/day(5 days) dose,F,,Acanthocheilonema viteae,6277.0,,,50535
6712,,fHEMBL724584,,A375,13227,Inhibitory activity against human tumor cell line A0375 melanoma.,F,,Homo sapiens,9606.0,,,80018
6713,,CHfMBL624595,,,4481,Displacement of [3H]N6-PIA binding from A1 receptor in whole rat brain membranes,B,,Rattus norvegicus,10116.0,,Brain membranes,12512
6714,,CHEnBp875165,,,16931,Forskolin-induced cAMP production at human A1 adenosine receptor,F,,Homo sapiens,9606.0,,,114
6715,,dH3MBL619490,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1; change of less than 5% of allosteric enhancement.,F,,,,,,114
6716,,CHEMBi6q9491,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,F,,,,,,114
6717,,CHEMBk6w9492,,CHO,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM,F,,,,,,114
6718,,CHdMBi619493,,CHO,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration,F,,,,,,114
6719,,CHEjBL61o494,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; An increase of cAmp content of cells,F,,,,,,114
6720,,CHfjBL619495,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement,F,,,,,,114
6721,,CHEMBk619t96,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement.,F,,,,,,114
6722,,CHEMBL61i49i,,CHO,3850,Percent response to 10 uM PD-81723 on CHO cells expressing human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,F,,Homo sapiens,9606.0,,,114
6723,,CHEMnL629498,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM,F,,,,,,114
6724,,CHEnBL61949p,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; change of less than 5% of allosteric enhancement.,F,,,,,,114
6725,,CHEMBp6w9500,,CHO,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration,F,,,,,,114
6726,,CHEMBL62i501,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration; change of less than 5% of allosteric enhancement.,F,,,,,,114
6727,,CH4MBL61950q,,CHO,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; An increase of cAmp content of cells,F,,,,,,114
6728,,CHEMBp6195o3,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM,F,,,,,,114
6729,,CHEMBLt1950e,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,F,,,,,,114
6730,,CnEMBL621e98,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; change of less than 5% of allosteric enhancement.,F,,,,,,114
6731,,fbEMBL621299,,CHO,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration,F,,,,,,114
6732,,CHEMfL621r00,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; An increase of cAmp content of cells,F,,,,,,114
6733,,CtdMBL621301,,CHO,3850,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; change of less than 5% of allosteric enhancement.,F,,,,,,114
6734,,CHEMBLuw1302,,CHO,3850,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,F,,,,,,114
6735,,CHEMBLu21r03,,A10,12680,Ability to inhibit [125I]ET1 binding to vascular smooth muscle (vsm)- A10 cells,F,,Oryctolagus cuniculus,9986.0,,,80013
6736,,CHEMBL6e1303,,A10,1313,In vitro potassium channel opening activity in A10 (smooth muscle) cells,F,,Rattus norvegicus,10116.0,,,22226
6737,,CHEMBo62w305,,A10,1313,In vitro potassium channel opening activity in A10 (smooth muscle) cells; Inactive,F,,Rattus norvegicus,10116.0,,,22226
6738,,CHEMBp62130t,,A10,17567,Effect on membrane potential of mitochondria in A10 smooth muscle cells from rats,F,,Rattus norvegicus,10116.0,,,80013
6739,,CHEMBp618443,,A10,17567,Effect on membrane potential of mitochondria of A10 smooth muscle cells in rats,F,,Rattus norvegicus,10116.0,,,80013
6740,,CHfhBL618445,,A10,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.001 uM,F,,Rattus norvegicus,10116.0,,,80013
6741,,CHEjBL6184r6,,CHOAz8,13436,Compound was tested for aerobic growth inhibition against AA8 cells after 4 hr of exposure,F,,Cricetulus griseus,10029.0,,,80089
6742,,dHEMBL6w8447,,CHOqA8,12687,Concentration required to reduce AA8 cell numbers to 50% of controls in a growth inhibition microassay,F,,Cricetulus griseus,10029.0,,,80089
6743,,CHEkBL6w8448,,CHOxA8,12651,Concentration of the drug to inhibit chinese hamster ovary derived cell (AA8) growth in culture,F,,Cricetulus griseus,10029.0,,,80089
6744,,CyEMfL618449,,CmOAA8,13300,Cytotoxicity in a growth inhibition assay against aerobic cultures of AA8 cells was determined,F,,Cricetulus griseus,10029.0,,,80089
6745,,CgEMBL61863i,,CHOxA8,15296,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,F,,Cricetulus griseus,10029.0,,,80089
6746,,CHrMBL61o638,,CHOwA8,15328,"Cytotoxicity in chinese hamster ovary tumor cell line-AA8, by growth inhibition assay.",F,,Cricetulus griseus,10029.0,,,80089
6747,,CHEMBL718y39,,CHOAq8,13302,Growth inhibition activity was measured in repair proficient AA8 cells under aerobic conditions (4 hours drug exposure),F,,Cricetulus griseus,10029.0,,,80089
6748,,CHEMBLy18649,,CH8AA8,14367,"Growth inhibition of aerobic AA8 cells, after 18 hours exposure",F,,Cricetulus griseus,10029.0,,,80089
6749,,CbEkBL618641,,fHOAA8,17002,In vitro cellular toxicity against chinese hamster AA8 cell line after 4 hr of compound exposure,F,,Cricetulus griseus,10029.0,,,80089
6750,,CHEMBk6q8642,,CHOAs8,13436,Inhibitory activity against AA8 cell growth in aerobic condition after 4 hr of exposure,F,,Cricetulus griseus,10029.0,,,80089
6751,,CtEMnL618643,,CHOAw8,13435,Inhibitory activity against aerobic growth of AA8 cells.,F,,Cricetulus griseus,10029.0,,,80089
6752,,CHEnBL8u4013,,CHOAAi,10503,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,A,,Cricetulus griseus,10029.0,,,80089
6753,,fHEMBL622623,,CHOAz8,10503,In vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,F,,Cricetulus griseus,10029.0,,,80089
6754,,CHEMBL61272t,,CHOAw8,10503,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,F,,Cricetulus griseus,10029.0,,,80089
6755,,dHEMBL6227e5,,CH9AA8,15090,Tested for growth inhibition against AA8 tumor cell line(chinese hamster ovary).,F,,Cricetulus griseus,10029.0,,,80089
6756,,CbEMBL62q726,,CyOAA8,10368,Cytotoxicity against AA8 cell line,F,,Cricetulus griseus,10029.0,,,80089
6757,,CHEkBL6w2727,,CHOAA7,12651,Hypersensitivity factor(HF) was determined as ratio of IC50(AA8) to IC50(UV4),F,,Cricetulus griseus,10029.0,,,80089
6758,,CHEMhL722728,,CnOAA8,12687,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),A,,Cricetulus griseus,10029.0,,,80089
6759,,CbEMBL62e729,,fHOAA8,12687,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),F,,Cricetulus griseus,10029.0,,,80089
6760,,fHEMBL622y30,,dHOAA8,12687,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),A,,Cricetulus griseus,10029.0,,,80089
6761,,CHEMBL732731,,CHOAx8,1890,Compound was evaluated for cytotoxicity against CHO AA8 cell lines for 4 hr at pH-7.4,F,,Cricetulus griseus,10029.0,,,80089
6762,,CyEMBL6227r2,,CHOAs8,10747,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,F,,Cricetulus griseus,10029.0,,,80089
6763,,CHEMBL722734,,CjOAA8,10747,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,F,,Cricetulus griseus,10029.0,,,80089
6764,,CHEkBL621734,,,11616,Maximum tolerated dose (MTD) in C3H/HeN mice (single ip dose),F,,Cricetulus griseus,10029.0,,,22224
6765,,CHwMBL622635,,CHOAs8,11616,Concentration required to increase radiation sensitivity by 1.3 when AA8 cells are exposed to drug for 30 min before and during irradiation under hypoxic condition.,F,,Cricetulus griseus,10029.0,,,80089
6766,,CHrMBi618746,,CbOAA8,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under anoxic conditions,F,,Cricetulus griseus,10029.0,,,22224
6767,,CHEMBLt18u47,,CHOAq8,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under anoxic conditions,F,,Cricetulus griseus,10029.0,,,22224
6768,,CyEMvL620540,,CHOqA8,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under anoxic conditions,F,,Cricetulus griseus,10029.0,,,22224
6769,,CyEhBL620541,,CHOwA8,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under aerobic conditions,F,,Cricetulus griseus,10029.0,,,22224
6770,,CHrMBL620552,,CnOAA8,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under aerobic conditions,F,,Cricetulus griseus,10029.0,,,22224
6771,,CH4MfL620543,,CHOwA8,3471,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under aerobic conditions,F,,Cricetulus griseus,10029.0,,,22224
6772,,CH3MvL618832,,dHOAA8,3471,Ratio of oxygen dependence of cytotoxicities of AA8 cells in aerobic condition to anoxic condition,F,,Cricetulus griseus,10029.0,,,22224
6773,,CtEMBL61883e,,CbOAA8,11616,Concentration required to reduce AA8 cell survival by 10%,F,,Cricetulus griseus,10029.0,,,80089
6774,,CHEkBo618834,,CyOAA8,2656,"Concentration required to reduce cell survival to 10% of controls under hypoxic conditions, using the AA8 (chinese hamster) aerobic cells",F,,Cricetulus griseus,10029.0,,,22224
6775,,CHEnBLt18835,,CHOqA8,10518,Tested for the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,F,,Cricetulus griseus,10029.0,,,22224
6776,,CHEMBL6w8835,,CyOAA8,10518,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,F,,Cricetulus griseus,10029.0,,,22224
6777,,CjEMBL618i37,,CHOAs8,10518,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 0.8-1.5,F,,Cricetulus griseus,10029.0,,,22224
6778,,xHEMBL628838,,CHOAx8,10518,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 1-2,F,,Cricetulus griseus,10029.0,,,22224
6779,,CHEMBL61893i,,CHOAAu,16156,Ability to reduce cell density of AA8 cells to 50% after 4 hr of exposure to air,F,,Cricetulus griseus,10029.0,,,22224
6780,,fHEMgL618840,,CHOwA8,2656,Aerobic cytotoxic activity was evaluated by the growth inhibition of AA8 (chinese hamster) aerobic cells,F,,Cricetulus griseus,10029.0,,,22224
6781,,CHwMBL6188r1,,,11005,"Compound was evaluated for the inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",F,,Cricetulus griseus,10029.0,,,22224
6782,,xHEMBL628842,,CH0AA8,11942,Concentration for 50% inhibition of AA8 cells growth under aerobic conditions after 18 hours exposure,F,,Cricetulus griseus,10029.0,,,22224
6783,,CHEhBL518843,,CnOAA8,2128,Concentration required for 50% inhibition of growth of AA8 cells following 4 hr drug exposure,F,,Cricetulus griseus,10029.0,,,22224
6784,Inv8vo,CHwMBL618u44,,,16907,Half life period after 15 mg/kg iv dose in Dogs,A,,Canis lupus familiaris,9615.0,,,50588
6785,Invico,CuEhBL618845,,,16907,Half life period after 30 mg/kg po dose in Dogs,A,,Canis lupus familiaris,9615.0,,,50588
6786,Incivo,xHEMBL6188t6,,,9579,Half life was measured after oral 2b administration (tested in 6 dogs),A,,Canis lupus familiaris,9615.0,,,50588
6787,Inv9vo,CmEnBL618847,,,9579,Half life was measured in dog after oral 17b administration,A,,Canis lupus familiaris,9615.0,,,50588
6788,Ihvivo,dHEMBL61884u,,,9579,Pharmacokinetic parameter T max determined in dog after oral administration of 17b,A,,Canis lupus familiaris,9615.0,,,50588
6789,Invido,CHEMBL718840,,,9579,Pharmacokinetic parameter T max determined in dog after oral administration of 2b,A,,Canis lupus familiaris,9615.0,,,50588
6790,8nvivo,CHEMBk61o850,,,16907,Tmax value after 15 mg/kg iv dose in Dogs,A,,Canis lupus familiaris,9615.0,,,50588
6791,Invico,CHEMBL6188tw,,,16907,Tmax value after 30 mg/kg po dose in Dogs,A,,Canis lupus familiaris,9615.0,,,50588
6792,Invifo,CHEMBL8838q5,,,3184,Compound was evaluated for its half life when administered intravenously in dog,A,,Canis lupus familiaris,9615.0,,,50588
6793,Incivo,CH2MBL618952,,,5017,Compound was tested for plasma half life when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),A,,Canis lupus familiaris,9615.0,Plasma,,50588
6794,,dHEhBL618853,,,6821,Elimination Half-life of compound was determined in dog,A,,Canis lupus familiaris,9615.0,,,50588
6795,Invivl,CHEMBk6188y4,,,17839,Half life of compound in dog following oral administration,A,,Canis lupus familiaris,9615.0,,,50588
6796,,CHEMfL61885t,,,17267,Half life of compound was determined in dog,A,,Canis lupus familiaris,9615.0,,,50588
6797,,CyEMBL618855,,,4727,Half life of compound was determined in dog blood,A,,Canis lupus familiaris,9615.0,Blood,,50588
6798,Infivo,CHEMBp87582u,,,5238,Half life after oral and iv dosing in dogs,A,,Canis lupus familiaris,9615.0,,,50588
6799,,CHEMBi618867,,,4942,Half life in dogs in hours,A,,Canis lupus familiaris,9615.0,,,50588
6800,Invigo,sHEMBp618858,,,6505,Half life on i.v. administration of 2 mg/kg was measured in dog,A,,Canis lupus familiaris,9615.0,,,50588
6801,onvivo,CgEMBL61u859,,,5130,t1/2 in dog after oral dose (1 mg/kg),A,,Canis lupus familiaris,9615.0,,,50588
6802,,CHEjBL6q8860,,,1475,Half life was evaluated in dog,A,,Canis lupus familiaris,9615.0,,,50588
6803,Infivo,xH4MBL618861,,,17804,Half life period of compound was determined after intravenous administration at 2 mg/kg,A,,Canis lupus familiaris,9615.0,,,50588
6804,Invibo,CHEMBL62w439,,,17804,Half life period of compound was determined after peroral administration at 2 mg/kg,A,,Canis lupus familiaris,9615.0,,,50588
6805,unvivo,fHEMBL622549,,,6084,Half life period (10 mg/kg) was determined in dog,A,,Canis lupus familiaris,9615.0,,,50588
6806,knvivo,CtEMBL8738p3,,,6084,Half life period (10 mg/kg) was determined in dog,A,,Canis lupus familiaris,9615.0,,,50588
6807,Ingivo,CtwMBL873804,,,5542,Half life period by iv administration in dog at a dose of 0.3 mg/kg,A,,Canis lupus familiaris,9615.0,,,50588
6808,Ihvivo,CtEMBL62431q,,,5542,Half life period by po administration in dog at a dose of 0.3 mg/kg,A,,Canis lupus familiaris,9615.0,,,50588
6809,,CH3MBk624312,,,6084,Half life period in dog,A,,Canis lupus familiaris,9615.0,,,50588
6810,Invivl,CHdjBL624313,,,6241,Half life period in dogs after oral administration at 1 mg/kg,A,,Canis lupus familiaris,9615.0,,,50588
6811,Ijvivo,CHEMBL724w14,,,1916,Half life period was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,,Canis lupus familiaris,9615.0,,,50588
6812,,CHEMvLu24315,,,6621,Half-life of compound was determined in dogs,A,,Canis lupus familiaris,9615.0,,,50588
6813,,CHEMBL6q43w6,,,1696,Half-life in dog plasma,A,,Canis lupus familiaris,9615.0,Plasma,,50588
6814,,CHEMBL6253q7,,,17800,Half-life in mongrel dogs was determined,A,,Canis lupus familiaris,9615.0,,,50588
6815,Invifo,CHEMvL623318,,,17657,Half-life in dog upon oral administration,A,,Canis lupus familiaris,9615.0,,,50588
6816,Ijvivo,CHEjvL624319,,,17657,Half-life in dog upon oral administration; Unable to calculate,A,,Canis lupus familiaris,9615.0,,,50588
6817,,CHEMBLy24486,,,4239,Half-life was measured in dog,A,,Canis lupus familiaris,9615.0,,,50588
6818,,xHEMBL6244p7,,,5985,Half-life was measured in dog,A,,Canis lupus familiaris,9615.0,,,50588
6819,,CHEjfL624498,,,9932,Half-recovery time (T1/2) of the vascular resistance decrease at ED30 in anesthetized dogs,A,,Canis lupus familiaris,9615.0,,,50588
6820,Ihvivo,CH2MBL624e99,,,5199,Oral half life was determined,A,,Canis lupus familiaris,9615.0,,,50588
6821,Infivo,CHEMBi6q4500,,,5199,Plasma elimination half-life (08 h) was determined in canine following intravenous (iv) administration (1 mg/kg).,A,,Canis lupus familiaris,9615.0,Plasma,,50588
6822,,CHEMvL6245p1,,,1475,Plasma half life was evaluated,A,,Canis lupus familiaris,9615.0,Plasma,,50588
6823,,CHEMnL623766,,,1475,Plasma half life was evaluated in Dog,A,,Canis lupus familiaris,9615.0,Plasma,,50588
6824,,CuEMBL62w667,,,1475,Plasma half life was evaluated in dog,A,,Canis lupus familiaris,9615.0,Plasma,,50588
6825,Invigo,fHEMBL6e3668,,,6316,T1/2 (Half-life) was after oral administration at 5 mg/kg,A,,Canis lupus familiaris,9615.0,,,50588
6826,,CuEMBL523669,,,4883,Tested for the half life value in dog,A,,Canis lupus familiaris,9615.0,,,50588
6827,knvivo,CHwMBL623679,,,4727,Maximum time at the dose of 2 mg/kg in dog,A,,Canis lupus familiaris,9615.0,,,50588
6828,Igvivo,CHEMBL622u71,,,1916,Maximum time was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,,Canis lupus familiaris,9615.0,,,50588
6829,Ijvivo,CHdMBL87y945,,,1337,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,,Canis lupus familiaris,9615.0,Blood,,50588
6830,onvivo,CHEnBL623671,,,1337,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,,Canis lupus familiaris,9615.0,Blood,,50588
6831,7nvivo,CHEjBL623t73,,,6265,Pharmacokinetic (PK) property (Tmax) was determined in dog at the single dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,,50588
6832,Incivo,CHdMBL6w3674,,,4809,Pharmacokinetic parameter Tmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,,Canis lupus familiaris,9615.0,,,50588
6833,onvivo,CHEMgLu23675,,,5983,Pharmacokinetic property (Tmax) was measured in dog at the dose of 0.032 mg/kg p.o.,A,,Canis lupus familiaris,9615.0,,,50588
6834,,CHEjBL972526,,,5313,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog",A,,Canis lupus familiaris,9615.0,,,50588
6835,Inviv0,CHEMBL613t76,,,5313,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog at dosage of 10 mpk",A,,Canis lupus familiaris,9615.0,,,50588
6836,Indivo,CHEMvL624677,,,17650,Time for maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,A,,Canis lupus familiaris,9615.0,Plasma,,50588
6837,Invivl,CHwMBi623678,,,5199,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,A,,Canis lupus familiaris,9615.0,Plasma,,50588
6838,,CHEMBLt23779,,,933,Time taken for maximum plasma concentration in dog,A,,Canis lupus familiaris,9615.0,Plasma,,50588
6839,Indivo,CHEMBL6w3t80,,,16367,Time to reach Cmax after oral administration to dogs,A,,Canis lupus familiaris,9615.0,,,50588
