assays_chmbl_d,assays_cnfdnc_scr,assays_cll_d,assays_src_d,assays_ss_strn,assays_ss_ctgr,assays_src_ss_d,assays_ss_tp,assays_ss_d,assays_crtd_b,assays_b_frmt,assays_tss_d,assays_rltnshp_tp,assays_ss_rgnsm,assays_ss_tss,assays_ss_tx_d,assays_ss_cll_tp,assays_ss_tst_tp,assays_vrnt_d,assays_dc_d,assays_td,assays_ss_sbclllr_frctn,assays_dscrptn
CHEMBL628134,1,,1,,,,A,13542,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3/10 range (low/high); 4/4/23
CHEMBL628135,1,,1,,,,A,13543,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 10/14
CHEMBL628136,1,,1,,,,A,13544,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 11/15
CHEMBL628137,1,,1,,,,A,13545,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 11/44
CHEMBL628138,1,,1,,,,A,13546,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 14/28
CHEMBL628139,1,,1,,,,A,13547,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 15-28
CHEMBL628140,1,,1,,,,A,13548,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 2/3
CHEMBL628141,1,,1,,,,A,13549,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 26/32
CHEMBL628142,1,,1,,,,A,13550,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 5/1
CHEMBL628143,1,,1,,,,A,13551,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 5/12
CHEMBL628144,1,,1,,,,A,13552,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 6/7
CHEMBL628145,1,,1,,,,A,13553,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 7/6
CHEMBL628146,1,,1,,,,A,13554,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 8/12
CHEMBL625355,1,,1,,,,A,13555,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 8/27
CHEMBL625356,1,,1,,,,A,13556,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 9/14
CHEMBL625357,1,,1,,,,A,13557,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 9/16
CHEMBL625527,1,,1,,,,A,13558,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/60 range (low/high); 12/23
CHEMBL875473,1,,1,,,,A,13559,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3 range (low/high)
CHEMBL625528,1,,1,,,,A,13560,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3/10 range (low/high); 10/22
CHEMBL626304,1,,1,,,,A,13561,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,9025,50597,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3/10 range (low/high); 4/12
CHEMBL624138,1,,1,,,,A,13562,Intermediate,BAO_0000218,1637.0,N,Canis lupus familiaris,Artery,9615.0,,In vivo,,9025,50588,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a 10/30 dose range; 11/-11
CHEMBL624139,0,,1,,,,P,13563,Autocuration,BAO_0000100,,U,,,,,,,6448,22229,,Calculated partition coefficient (clogP)
CHEMBL624140,0,,1,,,,P,13564,Autocuration,BAO_0000100,,U,,,,,,,17221,22229,,Calculated partition coefficient (clogP)
CHEMBL624141,0,,1,,,,P,13565,Autocuration,BAO_0000100,,U,,,,,,,6545,22229,,Calculated partition coefficient (clogP)
CHEMBL624142,0,,1,,,,P,13566,Autocuration,BAO_0000100,,U,,,,,,,577,22229,,Calculated partition coefficient (clogP)
CHEMBL624143,0,,1,,,,P,13567,Autocuration,BAO_0000100,,U,,,,,,,6285,22229,,Calculated partition coefficient (clogP)
CHEMBL624144,0,,1,,,,P,13568,Autocuration,BAO_0000100,,U,,,,,,,6500,22229,,Calculated partition coefficient (clogP)
CHEMBL624145,0,,1,,,,P,13569,Autocuration,BAO_0000100,,U,,,,,,,6716,22229,,Calculated partition coefficient (clogP)
CHEMBL624146,0,,1,,,,P,13570,Autocuration,BAO_0000100,,U,,,,,,,13658,22229,,Calculated partition coefficient (clogP)
CHEMBL624147,0,,1,,,,P,13571,Autocuration,BAO_0000100,,U,,,,,,,6549,22229,,Calculated partition coefficient (clogP)
CHEMBL883123,0,,1,,,,P,13572,Autocuration,BAO_0000100,,U,,,,,,,14685,22229,,Calculated partition coefficient (clogP) (MacLogP)
CHEMBL624148,0,,1,,,,A,13573,Autocuration,BAO_0000019,,U,,,,,,,6893,22224,,Partition coefficient (logP)
CHEMBL874416,0,,1,,,,A,13574,Autocuration,BAO_0000019,,U,,,,,,,3687,22224,,Kinetic parameter was determined
CHEMBL624149,0,,1,,,,P,13575,Autocuration,BAO_0000100,,U,,,,,,,4207,22229,,Calculated partition coefficient (clogP)
CHEMBL624150,0,,1,,,,P,13576,Autocuration,BAO_0000100,,U,,,,,,,4626,22229,,Calculated partition coefficient (clogP)
CHEMBL624151,0,,1,,,,P,13577,Autocuration,BAO_0000100,,U,,,,,,,1021,22224,,Lipophilicity was determined
CHEMBL624152,0,,1,,,,P,13578,Autocuration,BAO_0000100,,U,,,,,,,3777,22224,,Lipophilicity was determined
CHEMBL622139,0,,1,,,,P,13579,Autocuration,BAO_0000100,,U,,,,,,,17533,22224,,Lipophilicity was determined
CHEMBL622140,0,,1,,,,P,13580,Autocuration,BAO_0000100,,U,,,,,,,6524,22229,,Calculated partition coefficient (clogP)
CHEMBL622141,0,,1,,,,P,13581,Autocuration,BAO_0000100,,U,,,,,,,17533,22224,,Lipophilicity was determined
CHEMBL622142,0,,1,,,,P,13582,Autocuration,BAO_0000100,,U,,,,,,,6480,22224,,Lipophilicity in octanol-water
CHEMBL622143,0,,1,,,,P,13583,Autocuration,BAO_0000100,,U,,,,,,,17606,22229,,Calculated partition coefficient (clogP)
CHEMBL622144,0,,1,,,,P,13584,Autocuration,BAO_0000100,,U,,,,,,,6863,22229,,Octanol-water partition coefficient was determined
CHEMBL877473,0,,1,,,,A,13585,Autocuration,BAO_0000019,,U,,,,,,,1356,22224,,Partition coefficient (logP)
CHEMBL622145,0,,1,,,,P,13586,Autocuration,BAO_0000100,,U,,,,,,,3326,22229,,Calculated partition coefficient (clogP)
CHEMBL622146,0,,1,,,,A,13587,Autocuration,BAO_0000019,,U,,,,,,,1356,22224,,Partition coefficient was determined; ND means not determined
CHEMBL622147,0,,1,,,,P,13588,Autocuration,BAO_0000100,,U,,,,,,,12984,22229,,Calculated partition coefficient (clogP)
CHEMBL622148,0,,1,,,,A,13589,Autocuration,BAO_0000019,,U,,,,,,,17363,22224,,Partition coefficient of the compound
CHEMBL883124,0,,1,,,,A,13590,Autocuration,BAO_0000019,,U,,,,,,,6827,22224,,Permeability was determined
CHEMBL622149,0,,1,,,,P,13591,Autocuration,BAO_0000100,,U,,,,,,,261,22229,,The compound was evaluated for the partition coefficient
CHEMBL622150,0,,1,,,,A,13592,Autocuration,BAO_0000019,,U,,,,,,,2685,22224,,Partition coefficient (logP)
CHEMBL622151,0,,1,,,,P,13593,Autocuration,BAO_0000100,,U,,,,,,,414,22224,,The lipophilicity was reported
CHEMBL622152,0,,1,,,,P,13594,Autocuration,BAO_0000100,,U,,,,,,,15769,22229,,logarithm of the octanol-water partition coefficient for the compound
CHEMBL622153,0,,1,,,,A,13595,Autocuration,BAO_0000019,,U,,,,,,,17248,22224,,Clogp value was determined
CHEMBL877474,0,,1,,,,A,13596,Autocuration,BAO_0000218,,U,,,,,In vivo,,16935,22224,,Clp at a dose of 1.5 mg/kg
CHEMBL622154,0,,1,,,,A,13597,Autocuration,BAO_0000218,,U,,,,,In vivo,,16935,22224,,Clp at a dose of 2.0 mg/kg
CHEMBL622155,0,,1,,,,A,13598,Autocuration,BAO_0000218,1969.0,U,,Plasma,,,In vivo,,14832,22224,,"Clp, plasma clearance at a dose of 10 mg/kg"
CHEMBL622156,0,,1,,,,A,13599,Autocuration,BAO_0000218,1969.0,U,,Plasma,,,In vivo,,14832,22224,,"Clp, plasma clearance at a dose of 50 mg/kg"
CHEMBL622157,1,,1,,,,A,13600,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,In vivo,,2399,50597,,Compound was tested for plasma clearance in rat
CHEMBL622158,1,,1,,,,A,13601,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,In vivo,,2399,50597,,Compound was tested for plasma clearance in rat; Not determined
CHEMBL622807,1,,1,,,,A,13602,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,6227,50597,,Plasma clearance (pharmacokinetic parameter) in rat (in vivo) at a dose of 10 mg/kg
CHEMBL622808,1,,1,,,,A,13603,Intermediate,BAO_0000218,,N,Macaca mulatta,,9544.0,,In vivo,,6227,50797,,Plasma clearance (pharmacokinetic parameter) in rhesus (in vivo) at a dose of 5 mg/kg
CHEMBL622809,0,,1,,,,A,13604,Autocuration,BAO_0000218,,U,,,,,In vivo,,5623,22224,,Plasma clearance by iv administration at a dose 0.003 ug/mL
CHEMBL622810,0,,1,,,,A,13605,Autocuration,BAO_0000218,,U,,,,,In vivo,,4854,22224,,Plasma clearance determined
CHEMBL876653,1,,1,,,,A,13606,Intermediate,BAO_0000218,,N,Cricetinae,,10026.0,,In vivo,,4493,100712,,Plasma clearance after iv administration at 3 mg/kg in hamster
CHEMBL622811,1,,1,,,,A,13607,Intermediate,BAO_0000218,,N,Cricetinae,,10026.0,,In vivo,,4493,100712,,Plasma clearance after iv administration at 4 mg/kg in hamster
CHEMBL622986,1,,1,,,,A,13608,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,14956,50597,,Rate of clearance in rat was determined
CHEMBL622987,1,,1,,,,A,13609,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,In vivo,,15372,50597,,Total plasma clearance Clp was determined for the compound after iv dose of 5.06 mg/kg in rats
CHEMBL622988,1,,1,,,,A,13610,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,In vivo,,15372,50597,,Total plasma clearance after iv dose of 5.10 mg/kg in rats
CHEMBL622989,1,,1,,,,A,13611,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,In vivo,,15372,50597,,Total plasma clearance was determined for the compound after iv dose of 4.74 mg/kg in rats
CHEMBL622990,1,,1,,,,A,13612,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,In vivo,,15372,50597,,Total plasma clearance was determined for the compound after iv dose of 4.97 mg/kg in rats
CHEMBL622991,0,,1,,,,A,13613,Autocuration,BAO_0000218,1969.0,U,Simiiformes,Plasma,314293.0,,In vivo,,15604,22224,,plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.01 mg/kg) in monkey
CHEMBL622227,1,,1,,,,A,13614,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,In vivo,,15604,50597,,plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.05 mg/kg) in rat
CHEMBL622228,1,,1,,,,A,13615,Intermediate,BAO_0000218,1969.0,N,Canis lupus familiaris,Plasma,9615.0,,In vivo,,15604,50588,,plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.1 mg/kg) in dog
CHEMBL622229,1,,1,,,,A,13616,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,14964,50597,,Clpl value in rat
CHEMBL622230,1,,1,,,,A,13617,Intermediate,BAO_0000218,,N,Cavia porcellus,,10141.0,,In vivo,,15240,50512,,Cmax (ng /mL) value after oral administration of 10 mg/kg in guinea pig.
CHEMBL622231,1,,1,,,,A,13618,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,16449,50597,,Cmax after an oral dose of 10 uM/Kg in male Sprague-Dawley rats
CHEMBL622232,1,,1,,,,A,13619,Intermediate,BAO_0000218,,N,Macaca fascicularis,,9541.0,,In vivo,,16449,100710,,Cmax after an oral dose of 10 uM/Kg in male cynomolgus monkeys
CHEMBL622233,0,,1,,,,A,13620,Autocuration,BAO_0000218,,U,,,,,In vivo,,12902,22224,,Cmax in minutes at a iv dose of 1.0(pmol/g/h).
CHEMBL622234,0,,1,,,,A,13621,Autocuration,BAO_0000218,,U,,,,,In vivo,,12902,22224,,Cmax in minutes at a iv dose of 2.0(pmol/g/h).
CHEMBL622235,0,,1,,,,A,13622,Autocuration,BAO_0000218,,U,,,,,In vivo,,12902,22224,,Cmax in minutes at a iv dose of 4.0(pmol/g/h).
CHEMBL622236,0,,1,,,,A,13623,Autocuration,BAO_0000218,,U,,,,,In vivo,,12902,22224,,Cmax in minutes at a iv dose of 5.0(pmol/g/h).
CHEMBL622237,0,,1,,,,A,13624,Autocuration,BAO_0000218,,U,,,,,In vivo,,12902,22224,,Cmax in minutes at a iv dose of 54.0(pmol/g/h).
CHEMBL877482,0,,1,,,,A,13625,Autocuration,BAO_0000218,,U,,,,,In vivo,,12902,22224,,Cmax in minutes at a po dose of 10.0(pmol/g/h).
CHEMBL622238,0,,1,,,,A,13626,Autocuration,BAO_0000218,,U,,,,,In vivo,,12902,22224,,Cmax in minutes at a po dose of 20.0(pmol/g/h).
CHEMBL622239,0,,1,,,,A,13627,Autocuration,BAO_0000218,,U,,,,,In vivo,,12902,22224,,Cmax in minutes at a po dose of 40.0(pmol/g/h).
CHEMBL622240,0,,1,,,,A,13628,Autocuration,BAO_0000218,178.0,U,,Blood,,,In vivo,,11149,22224,,Cmax was calculated as maximum concentration reached in the blood
CHEMBL622241,0,,1,,,,A,13629,Autocuration,BAO_0000218,178.0,U,,Blood,,,In vivo,,11149,22224,,Cmax was calculated as maximum concentration reached in the blood in air pouch exudate
CHEMBL631013,1,,1,,,,A,13630,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5669,50597,,Cmax was determine after peroral administration at 10 mpk in Rat
CHEMBL631014,1,,1,,,,A,13631,Intermediate,BAO_0000218,,N,Macaca mulatta,,9544.0,,In vivo,,5669,50797,,Cmax was determine after peroral administration at 10 mpk in Rhesus
CHEMBL631015,1,,1,,,,A,13632,Intermediate,BAO_0000218,,N,Canis lupus familiaris,,9615.0,,In vivo,,5669,50588,,Cmax was determine after peroral administration at 10 mpk in dog
CHEMBL631016,1,,1,,,,A,13633,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5669,50597,,Cmax was determine after peroral administration at 160 mpk in Rat
CHEMBL631017,1,,1,,,,A,13634,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5669,50597,,Cmax was determine after peroral administration at 20 mpk in Rat
CHEMBL631018,1,,1,,,,A,13635,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5669,50597,,Cmax was determine after peroral administration at 50 mpk in Rat
CHEMBL631019,0,,1,,,,A,13636,Autocuration,BAO_0000218,,U,,,,,In vivo,,4236,22224,,Cmax was determined
CHEMBL875761,1,,1,,,,A,13637,Intermediate,BAO_0000218,955.0,N,Mus musculus,Brain,10090.0,,,,13792,50594,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into hippocampus
CHEMBL631020,1,,1,,,,A,13638,Intermediate,BAO_0000218,955.0,N,Mus musculus,Brain,10090.0,,,,13792,50594,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into hypothalamus
CHEMBL631669,1,,1,,,,A,13639,Intermediate,BAO_0000218,955.0,N,Mus musculus,Brain,10090.0,,,,13792,50594,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into pons and medulla
CHEMBL631670,1,,1,,,,A,13640,Intermediate,BAO_0000218,955.0,N,Mus musculus,Brain,10090.0,,,,13792,50594,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into rest of the brain
CHEMBL631671,1,,1,,,,A,13641,Intermediate,BAO_0000218,2435.0,N,Mus musculus,Striatum,10090.0,,,,13792,50594,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into striatum
CHEMBL631672,1,,1,,,,A,13642,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.31-0.4
CHEMBL631673,1,,1,,,,A,13643,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.97-1.12
CHEMBL631856,1,,1,,,,A,13644,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.35-0.37
CHEMBL631857,1,,1,,,,A,13645,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.72-1.03
CHEMBL631858,1,,1,,,,A,13646,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.95-1.06
CHEMBL631859,1,,1,,,,A,13647,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.35-0.4
CHEMBL631860,1,,1,,,,A,13648,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.73-0.85
CHEMBL631861,1,,1,,,,A,13649,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.65-0.83
CHEMBL631862,1,,1,,,,A,13650,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.69-0.84
CHEMBL631863,1,,1,,,,A,13651,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.28-0.46
CHEMBL631864,1,,1,,,,A,13652,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.38-1.5
CHEMBL631865,1,,1,,,,A,13653,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.34-0.48
CHEMBL631866,1,,1,,,,A,13654,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.58-1.17
CHEMBL629360,1,,1,,,,A,13655,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.0-1.24
CHEMBL629361,1,,1,,,,A,13656,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.28-0.37
CHEMBL629362,1,,1,,,,A,13657,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.54-0.63
CHEMBL630740,1,,1,,,,A,13658,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.25-0.32
CHEMBL630741,1,,1,,,,A,13659,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.58
CHEMBL630742,1,,1,,,,A,13660,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,8418,50597,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.77
CHEMBL630743,1,,1,,,,A,13661,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.20-0.25
CHEMBL630744,1,,1,,,,A,13662,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.05-1.25
CHEMBL630745,1,,1,,,,A,13663,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.03-0.03
CHEMBL630746,1,,1,,,,A,13664,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.03-0.06
CHEMBL630747,1,,1,,,,A,13665,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.34-0.5
CHEMBL630748,1,,1,,,,A,13666,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.17-0.20
CHEMBL632056,1,,1,,,,A,13667,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.81-1.26
CHEMBL632057,1,,1,,,,A,13668,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.03-0.06
CHEMBL632058,1,,1,,,,A,13669,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.18-0.36
CHEMBL632059,1,,1,,,,A,13670,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.28-0.37
CHEMBL632060,1,,1,,,,A,13671,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.97-2.17
CHEMBL632061,1,,1,,,,A,13672,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.02-0.03
CHEMBL629207,1,,1,,,,A,13673,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.05-0.07
CHEMBL629208,1,,1,,,,A,13674,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.35-0.72
CHEMBL629209,1,,1,,,,A,13675,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,8418,50597,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.15-0.19
