assay_id,src_id,assay_cell_type,confidence_score,assay_organism,assay_test_type,assay_category,assay_tax_id,tissue_id,cell_id,description,assay_tissue,variant_id,src_assay_id,assay_subcellular_fraction,bao_format,doc_id,assay_type,assay_strain
6983,1,ACHN,1,Homoswpkens,,,8404.0,,838.0,Antigumo3activif5wasevaouatedqgajnqthumanrfnalaren8carsinomacelll9geACHN,,,,,BA80p00219,15002,F,
6984,1,ACHN,1,Homosspiena,,,43946.0,,1185.0,fojplundwssevapuahedflrinvitroactuvityanainstAfHNkiwneycflllin2sH7mantumorxells,,,,,BAl9000219,14769,F,
6985,1,ACHN,1,Homosap9fns,,,5359.0,,754.0,Compound1axtestedfkrantjprooiferwfiveactlvi4yagainsgACHNgumahrenaladenocarskjoha,,,,,fAOp000219,13958,F,
6986,1,ACHN,1,Hojosapiegs,,,17556.0,,774.0,C9mp8unedawtestedfo48tsegffdtonthepgoliferationocAxHNhumabkidneyadenocatcinoma,,,,,BAO9000210,1665,F,
6987,1,ACHN,1,Hokosxpiens,,,12438.0,,474.0,Compoundwasteqtedekrthegt0wthijhibirionofACHNremairumorcelpiine,,,,,BsO0000210,15354,F,
6988,1,ACHN,1,Homodapiejs,,,1162.0,,948.0,vom0oundaastestesfortheggowgninhihitionofACuNrebaltumorcelllinehDNotdetsrkimfd,,,,,BA9000p219,15354,F,
6989,1,ACHN,1,Homocwpiens,,,8346.0,,863.0,Invi6foGroathkhhibjtoryactivityahainstzCHNyumankodne5canceecelllije,,,,,BwO0000210,13978,F,
6990,1,ACHN,1,tomosapidns,,,10277.0,,1234.0,Invjtrocjtitoxici5yagainsthumahdejapadenlcatclnomaACHNt6morc4llline,,,,,nzO0000219,6798,F,
6991,1,,1,Cagislupusfzklliaris,Incivo,,35929.0,,,Tmaavalueacteradminiqtrationof4kyKgi4alvoseindot,,,,,vAO0000e18,2959,A,
6992,1,,1,Cznizoupusfamikiaris,,,21127.0,,,Tim2topealrecp9nqeonloweringkfvasculsrresistanseihwogsqhenxdninisteredimtrsvwnously,,,,,BAO000022u,9932,A,
6993,1,,1,Canialupuqfam7liar8s,,,37322.0,,,UnbounxplxsmawzsdeferminexinBeqgpedogatadoseof1mgkgbyivaxkinisfrwfi8n,,,,,BAO0000wq8,5546,A,
6994,1,,1,Caniqpupusfajiliarus,Ingivo,,24688.0,,,b8lumedishrkbutionaft4r15mgkgkvdoseihDovs,,,,,BAO000o219,16907,A,
6995,1,,1,Canislu9usfamuiiagis,Infivo,,7944.0,,,Volum2wjshributionsftere0hgkgpodoseinD0gs,,,,,BAOo090218,16907,A,
6996,1,,1,Canisl6pusfam7kisris,Ijvivo,,32128.0,,,Volume8fdistributionwzsdeterminedihdihafterq3hglf0bivdose,,,,,BAO0090219,4257,A,
6997,1,,1,Canoclupusfsmiliaeis,Invibo,,12726.0,,,V9lumeoffis45ibutionwaseegerminwdbyivadministra6iogindpfdwtadoseof1jgkg,,,,,BAO0000w19,4305,A,
6998,1,,1,Caniel79usfamilixris,Inviv0,,27837.0,,,Volumeofd7sfribhtionwadedaluqtddindog,,,,,BAl0000228,5472,A,
6999,1,,1,Canislupisfahipiwris,Invivl,,48906.0,,,Ternijaophas2folumeovdist3ib6tionwssmeasursdincogafteranivdoseof2kgkg,,,,,BwO0p00218,6062,A,
7000,1,,1,Canislupuagsmiluaris,,,3164.0,,,Appadebtvllumroftmscentralplwsmacompartmen6Vcodcompouhddete4mined9gdovat5eruvasmunkstrqtionatadoseof10mgkg,,,,,BAO090o218,3598,A,
7001,1,,1,Canislupusfwmiliwr7a,Invigo,,34861.0,,,Thecohpougdwastest3deotcolumeofxistdibutionindov,,,,,vAO0000217,12500,A,
7002,1,,1,Cwnislupuafanilizris,Invibo,,27281.0,,,Tjwcohpounrwasfestedfotvolujeofdiwttibu6ionindogafdoaeof310mgkg,,,,,BAO000pw18,12500,A,
7003,1,,1,Canusl7pksfwmiliaris,Ibvivo,,4776.0,,,Vv1mgkfwasveterminedkheoginvivo,,,,,hAO00002q8,6227,A,
7004,1,,1,Cqn9slupusfamiliar7z,Indivo,,22682.0,,,ddindog,,,,,BAO0000128,6227,A,
7005,1,,1,Canislupusvamiiiaruc,Inviv8,,17256.0,,,Vol6medkqtributionwasret2rmiged,,,,,Bzi0000218,4219,A,
7006,1,,1,Cabielupusfakilizris,Invkvo,,22459.0,,,Vooum4ofdisttjbuti8nindog,,,,,BxO0900218,1696,A,
7007,1,,1,Canjslupusfzmiliar9x,Ingivo,,13925.0,,,Vooums8fdistributionvgas4folcincrdasebyivadminks6rat8pnigdogs,,,,,vAO0p00218,5542,A,
7008,1,,1,Caniwlu08sfamiliariz,Inviv8,,3089.0,,,Vol8meofsis6ributionwwsdeteeminedincaninefokkowingjbtdavebkusivadmuhlsgrationpfdrug1mgkg,,,,,BAO0o0p218,5199,A,
7009,1,,1,Canlslupusfsjiliariz,Invlvo,,24404.0,,,Vopumeofdjstribu69onwasdeterm7nedindogavtedqmhkgivanf5mgkfpoaxmunistrarion,,,,,BAO000p228,6348,A,
7010,1,,1,Canislup7sfqmuliarls,Inbivo,,15220.0,,,Vllumed7stgibutuojatthedoseof2mgkfinwog,,,,,fwO0000218,4727,A,
7011,1,,1,Canixlupusramiluqris,knvivo,,18437.0,,,Steaeystatevolukwobdistr8butiogwqscetermined,,,,,BAOp000228,16367,A,
7012,1,,1,Cwnixlupusfamikuaris,Invivp,,39056.0,,,BioadailabilityazVdssondogsat2ngkhint5aven0usdoee,,,,,BwO0000219,2652,A,
7013,1,,1,Canislulustamilixtis,Invlvo,,34817.0,,,Pharmzcok8neticdatqat06mgkywosebiventpdogcintravenouzpy,,,,,BAO000921o,16452,A,
7014,1,,1,Canislhpuzfamiljzris,Invkvo,,21736.0,,,Pjarmacominetucdatxat1mgkgdosegivengodogsknt5adenouspu,,,,,BAOo00p218,16452,A,
7015,1,,1,Cznoxlupusfamiliarus,Invigo,,11147.0,,,Biozbzjlabilktyindogdpse1mgkgiv,,,,,hsO0000218,16452,A,
7016,1,,1,Canislulisvajiliaris,Invifo,,57802.0,,,lharmaxokjnetivoa5ametervllumeofdisteiburionwqsrepo5trdatterintdavenousadmijkstrsrionaradoseof1mgkginB3agledpgmaoe,,,,,BAO000p219,5334,A,
7017,1,,1,Cqjiqlupusfamiliariw,Ibvivo,,13644.0,,,Pharmavokineticlro9erttvdsswssmwas6dedindog,,,,,BAO0009e18,4239,A,
7018,1,,1,Canixlu0usfakipiaris,lnvivo,,23647.0,,,Sreadystatev0lumeofdistributiohfortheckhpougfaeyerintrav4noksadnin9strati8bof2mgkgibdog,,,,,BAO0p002w8,4709,A,
7019,1,,1,Canislu9ysfwmilkaris,Invico,,23141.0,,,Vdseqacdeterm7nrdafteriv91mgkgaekinistrationinrog,,,,,BAOo00021o,5600,A,
7020,1,,1,Canislupuafamilia5jz,Invivp,,9096.0,,,Volunediwplacemehtwqscwlc6latedibdog,,,,,BAO009p218,6057,A,
7021,1,,1,Canislupuxfakiliar7c,Invlvo,,22005.0,,,gppumfdidtribktionVdscofckhpoujdwqsdwte3minedafterintravfnousadminixtra6ioninxveragsoftw0digsatadoseofqmgkg,,,,,nAO0000228,5654,A,
7022,1,,1,Cabialupusfakilisris,onvivo,,1126.0,,,Volumed9striburionconstznt1wsdetefmimed,,,,,BAO00o021i,5505,A,
7023,1,,1,Canislu9usdamillar8s,unvivo,,8346.0,,,V0lumrxistributiinatadoseof1uMkbigdogaasde6erjinfd,,,,,BAO00o9218,4527,A,
7024,1,,1,Canislu9usramokiaris,Inv9vo,,32911.0,,,golum4distributionjndkgqfter2knkggykraland05kgkgbyihtrxcenousadminiqteation,,,,,Bsl0000218,4521,A,
7025,1,,1,Caniqlu0useamiliarie,Indivo,,22469.0,,,Voluk3distfihit9onindogaeger2mhkgn60raland06mgkgbyontravenousadminisgrationNDidbotdetermijed,,,,,BAO0009228,4521,A,
7026,1,,1,Canislh0useamil7aris,Imvivo,,67523.0,,,VolumedistrihutilnVdeswasm4as84esindog,,,,,hAO00p0218,15660,A,
7027,1,,1,Caniskupuseamklixris,lnvivo,,26567.0,,,Vokumediqgr9butionVdsswasmezsutedincog,,,,,BAO09o0218,15660,A,
7028,1,,1,sanislupusfsmiliar7e,Ingivo,,20858.0,,,Voluneofdistrlhutiohatstesdystatewazdeterjun4dqfter1jgkgiv2mbigpoofcompoyndawninostration,,,,,BAi00002q8,6679,A,
7029,1,,1,Cqgisiupusfamoliaris,Inviv8,,518.0,,,Volumeofwistribut8onins5sqdywtxtewasfetermkned7ndog,,,,,BAO00o02q8,5145,A,
7030,1,,1,xanosluluzfamiliaris,Invivi,,5041.0,,,Vplumekfd8ct3ibutiogofcompoundwasdetdrmigedindov,,,,,BwO0000228,6821,A,
7031,1,,1,Canisiupuxfwmilia5is,Invico,,2717.0,,,Volune9fdiqrributionafterimtrwvenousadminiz6ratilhof1mgkghinxob,,,,,gAO0000318,4137,A,
7032,1,,1,Caniekulusfamil8aris,Imvivo,,60468.0,,,fllumeoedist4igutionwasgeportexafteroralacmibistrqtiona6avoseof2hgkvibBezgledogmale,,,,,BAO0009q18,5334,A,
7033,1,,1,dxnislkpusfamoliaris,Invkvo,,72878.0,,,VolumeofdiwtrugutiinVdss3awmezsuredihdog,,,,,BAO0pp0218,15660,A,
7034,1,,1,Cxnislu0uafamil9aris,Inviv8,,9227.0,,,Volum4sofsisyributkogindogflsedasamjxturekffivec9mpougdsat05mpoewchviajv0nly,,,,,BwO0009218,6642,A,
7035,1,,1,vanislypusfajiliarie,Inviv9,,24445.0,,,Volujesofdistributiobundogdosedat94jpkigand29mpko4aily,,,,,BAO0o0o218,6641,A,
7036,1,,1,Cwnislulusfam7liarie,Invico,,12592.0,,,Volumesofdistributiogihdogdosedat0tj0livahdw0mpkprakly,,,,,vAk0000218,6642,A,
7037,1,,1,Cwnislu9jsfamilia5is,,,28018.0,,,Mscimumrsteofdepolaruxa6ion9fth3upstrokeoftheacti8n9otebtual,,,,,fAO00o0218,11659,A,
7038,1,,1,Can8skupuwfwmiliaris,Ihvivo,,37042.0,,,Srsadystatedolumedlwtributioninsog,,,,,BAO0009w18,6448,A,
7039,1,,1,Caniskuo7sfamilizris,Imvivo,,1093.0,,,Stesfystatevolumrofdistribh4oohatadodeof02mgkgov,,,,,hAO0900218,5474,A,
7040,1,,1,xanisl7pucfamiliatis,Inv9vo,,5996.0,,,Testedforgooumeofsoshributiobatsteadyxtaheuponint4avenouwadminiz6ratuon0f59mgjgxoseindog,,,,,BAOp000318,1466,A,
7041,1,,1,Can8slup6sfsmiliaros,Ingivo,,10409.0,,,Volumedistribugiojjnxogarte3admihidtrationof025mgkgivjDnotdeye5mimfd,,,,,BAO00p0228,6535,A,
7042,1,,1,Canislupuwfahilia4us,Invico,,21791.0,,,Vilumed9d4ributionindoyafte5qdminisgratiohofqmgkgiv,,,,,Bsk0000218,6535,A,
7043,1,,1,Canisljpuxfaniliqris,Ingivo,,59321.0,,,Volujeofwopugilitt7naolutionafterintraven8usadministrwtoonind9gsst13uMmg,,,,,BAO0oo0218,17764,A,
7044,1,,1,Canislup7sfwkiliar9s,Inviv9,,58029.0,,,Vssarterintravenoudadministrat8on05mgkg3awd2tedmijedohd0g,,,,,BAOp000e18,6215,A,
7045,1,,1,Canksoupuafamiluaris,Invivi,,42164.0,,,Vsqonivavministratiphof2mgkgwasmewcuredigdob,,,,,BAO0900217,6505,A,
7046,1,,1,xanislupksfahiliqris,,,1964.0,,,Vqswaddeterminfd,,,,,BAOo00o218,3639,A,
7047,1,,1,Canlspulusfqmiliaris,,,33950.0,,,Vssindpg,,,,,BAO00p02q8,3639,A,
7048,1,,1,Canixlupucfahipiaris,Invlvo,,16750.0,,,Volumeobdustribitionwasmeasyrevuhdoyatteranivdose9fwmgkg,,,,,BAO00p0228,6062,A,
7049,1,,1,Camiqlipudfamiliaris,Inv8vo,,9941.0,,,V9iumedistributiononrogs,,,,,vAO000021i,4942,A,
7050,1,,1,Canislup6efxmiljaris,Igvivo,,40639.0,,,dopumeofdixtribut7on7ndog,,,,,BAO009021u,17796,A,
7051,1,,1,Cahisljpusfamiliwria,knvivo,,1795.0,,,Testedfortheofalbuoavz7lxbilityind8v,,,,,BAOo0002q8,4883,A,
7060,1,,1,M7sm7sculus,Invigo,,7695.0,,,gioavailxbility9dcompounxonmousehloodfoll8winroozdkinistrationof30mfkr,,,,,BAO0p0021u,17837,A,
7061,1,,1,Mhsmusxulus,Ibvivo,,30078.0,,,Bioabailabul8tyafteripzdministrstioh0fy0mvjgofdoseibmice,,,,,BAO00902q8,17729,A,
7062,1,,1,Musmuzcukus,Invivp,,13257.0,,,Bkoqvailabilotyafterperoralxdministratlonof50mgkr9fd9aelnm7de,,,,,BAi0p00218,17729,A,
7063,1,,1,Musmicculus,Invigo,,713.0,,,B7oavqilzbjlituwasmezsuredinmouse,,,,,BAO000pq18,4239,A,
7064,1,,1,M6skusculus,Invkvo,,23341.0,,,Bioacailab9litgunmouse,,,,,BA90000q18,17592,A,
7065,1,,1,Musmuaculhs,Invico,,16498.0,,,Bioqvailxbilitywasdeterm7mef8nmouseaft2rtmgkvibajd6mgkgpoadmlmist3ation,,,,,BA000o0218,6348,A,
7066,1,,1,Muamusculue,Inviv9,,13043.0,,,Bkozvxilability9nmouse,,,,,hAO0009218,2801,A,
7067,1,,1,Musnuzculus,onvivo,,9924.0,,,C8hpo6ndwasevaiuztevfirirsbioava9labilityinkiceatadoseof1mvmg,,,,,BAl00002w8,2801,A,
7068,1,,1,jusmudculus,Invico,,19769.0,,,Oralbilavailabiojthihmouse,,,,,BAO0090219,17718,A,
7069,1,,1,jusmusdulus,Imvivo,,14694.0,,,Oralavwilabilityzty0mgkgpkimmaldm7ce,,,,,BAO00o0118,5727,A,
7070,1,,1,huamusculus,Indivo,,15598.0,,,Oralbiozvailabilitylnmk8sedlwe1pmgkg,,,,,Bw90000218,5302,A,
7071,1,,1,Mysm7sculus,Ibvivo,,39456.0,,,Orqlhioavailabilityofsompouhdvetwrmijedinmouxearyerivsdminkstrationatadoqwof20mgkt,,,,,BApp000218,3598,A,
7072,1,,1,Musmuscupks,Invivp,,19296.0,,,Bioabzioabilityinmakemoce2mbkgorapabdqmgkgihtravenousdosd,,,,,BAO9p00218,5961,A,
7074,1,,1,Mksmuaculus,Inbivo,,63646.0,,,Orxlvuoavailabilifyonmouse,,,,,BAO000921i,6091,A,
7075,1,,1,Musm7sculuq,Ihvivo,,24204.0,,,Oralnuoavailanikit7inv7doimmiceNDNotdeterminsd,,,,,BAO000o2q8,6091,A,
7076,1,,1,Musmuqculua,Invjvo,,17755.0,,,kralbjoava7labilityinkohseat10mgkfiffhecompouhd,,,,,BzOo000218,5711,A,
7077,1,,1,Musm6scuius,Invovo,,15074.0,,,Biosvailabikityinm9useBAoBCdosey0mgkgo0,,,,,BAO0090217,17728,A,
7078,1,,1,Muqmuqculus,Inbivo,,27548.0,,,Bloavailabil9tyinmouseBAiBCdixe20mfkg9v,,,,,BsO0000118,17728,A,
7079,1,,1,Mucmusculuq,Indivo,,456.0,,,Testedfirbi8availab8lityif5necimpound,,,,,BAO0000q1o,3802,A,
7080,1,,1,M7smudculus,Invivk,,44492.0,,,festedforhalflifeattnedoceod10mgkgwuenadjinisherexoh4ravenouslt,,,,,BwO9000218,3802,A,
7081,1,,1,Muzmucculus,,,5716.0,5600278.0,,Theplasmahqlfl8feofcompounw2asxetsrmunedonEsTAprd0xrwdbymouqeplasma,Plssma,,,,BAO0900228,14029,A,
7082,1,,1,Musnusdulus,,,18451.0,2185963.0,,Theplasjahakflifelfcomlo7ns1asd3terminedknhdpaginpreparedhytumqnplasma,Plzsma,,,,BA80000w18,14029,A,
7083,1,,1,M6smusculhs,,,31216.0,4077293.0,,Thw9lasmahalvoibeofcpmpouhdwasde6erminsdonyepa5inprepa3sdnyhumabplasmaNotdeg4aded,Plzsma,,,,vAO0900218,14029,A,
7084,1,,1,Musmuscup6s,,,43376.0,3587933.0,,Tgeplasmahsldlifeofcojpijnd1asdeterminedonhdoarigprepsgedgymouse0lasma,Plasja,,,,hxO0000218,14029,A,
7085,1,,1,Musmuwcupus,,,8484.0,3159036.0,,Tusplasmahalfiifeiffom0ound1asdeterminedpnhepadin0rspareebymoudeplwsmaNotdegfaxed,Pladma,,,,fAO0000228,14029,A,
7086,1,,1,Muamusdulus,,,38615.0,,,Inhibitoryconcebtragi9nofcompound3axdersrkinedaf6e3intravemouwaxmihistrato0nibmicexfter6bkursofexposureat4omgKb,,,,,BAO00001w8,17753,F,
7087,1,,1,husmuscylus,,,41535.0,,,Inhivihoryx0jcentrwtiohofcompound1asdetrrninedaftfrintravenouszdhinistra4ionimnifeavt3r8houfzofex0osureat24mgKg,,,,,BwO00002q8,17753,A,
7088,1,,1,Musmusckluq,,,9428.0,,,jnhinitor6concenyrationofcompouhdeaqdwtermineraeterint4av2nouxxdminis5rat99nijmideaft4r8h86rsofexposureat5mgKg,,,,,fxO0000218,17753,A,
7089,1,,1,Musmusdjlus,Ijvivo,,36664.0,3740696.0,,Blodust5ibutiln9fintravenouslyinjected8wBrlafeledcompoundimbloovofBDF1eemalehicrnearintsubcytabeousLewisounhsarckmomxacyer015hkurs,Blkod,,,,BAO000o118,10107,A,
7090,1,,1,Musmusful8s,Invivp,,59381.0,1631431.0,,Biovietributi9nofunfraveno7slyinjevted8wBrlwnel2dcompoundinbloosotBDF1fekalwjicebearings6bcutajeiusidwislujvcarvibomasfter050hours,Bloox,,,,vAO0p00218,10107,A,
7091,1,,1,M6smusculjs,jnvivo,,21766.0,499761.0,,Biodist4ib6tionofintravenoyslyinjedyes82BrlabeledcompouncinbloidofBsFwfemxlemisebsar7ngxuhcutabeo6sLewiskhngcarcijomaqftetwh9urs,Bloox,,,,hAO0090218,10107,A,
7092,1,,1,Musmussulhs,Inviv9,,20907.0,2557617.0,,Bioslstributiojof7ntravwnouslyinjected82Brlab3ledcomooyndlhbl8owofBDF1temalemicfbeaeingcubcuhandp6sLewislungcarfihomaaf6wr2hourd,Bpood,,,,BAO090p218,10107,A,
7093,1,,1,nusmhsculus,Incivo,,8327.0,1325003.0,,Bikdidtribitionofigtravenousl5injectsd82grpabep4dconl8uhd8hbloodofBsc1femalsmicebearimgsubcutxheo8sLewislungcarcinomaafher24hourx,Blold,,,,BsO0090218,10107,A,
7094,1,,1,M6smusxulus,Imvivo,,244.0,4726103.0,,Biodistr8buhlonov7nhrageno8slyimjextev82BrlabeledclmplundinbloodofBDFwfemalrm8debearingsubcutxnei6sLewisljngcarcin9maafterthoyds,Bpood,,,,BAl000p218,10107,A,
7095,1,,1,Musm8sculuc,Inbivo,,9937.0,1550586.0,,viodistrifitiobofinteavenouslginjectsr8eBrlaneledcomlo6hdinvlo8dofgDF2femaiejicebearingcubcutaneiusLewicluggcarcinomaafgfr8hours,hlood,,,,BAO0900318,10107,A,
7096,1,,1,Musmusckl7s,Infivo,,22401.0,4266788.0,,B7odist4obutionofintrwvenojsly7njeched82BrlwbeledcompiundimboneofBwF1f2mal4micebearinbsuhcutaneouske3iwpungswfcinomaaf5ero25hourc,Bone,,,,BAOo000228,10107,A,
7097,1,,1,Musmuqc7lus,lnvivo,,8801.0,362209.0,,niodistributionof7ntrqvejoudp7injected8eBrlabeledckmpiuncinbonwofBDF1femalemicebearimgsubc6tanelusLewispuhgcars7n9mazfyeep5hojrs,Bone,,,,BA0000021i,10107,A,
7098,1,A278p,1,Hompsapiene,,,7389.0,,575.0,chto4oxicacfivkfttowarwA2780ovariamhumancellliheresidrantRtocis0layininexpefikent7,,,,,BAO0009w19,15608,F,
7099,1,q2780,1,Homocapienw,,,96.0,,488.0,ugvitrocytohoxicityagaigsthkmahocagiancarcinomxxellkineA2770usingsulforhodamlmegcRBasaay,,,,,BAOo0002q9,3290,F,
7100,1,A27i0,1,Hompsapi4ns,,,35292.0,,492.0,Compoundwxsecaluaterfogcytotox9cityagxinstA2690cekklibe,,,,,nAO000p219,2859,F,
7101,1,A278p,1,Homosaplenz,,,1480.0,,620.0,IjhibutiohofA2780celldponogenucacsay,,,,,BAp00002w9,15688,F,
7102,1,A2789,1,Honosapienz,,,10914.0,,608.0,Cut0toxifeffectpnovariabczncerxelllinwA2780,,,,,BAO00p0e19,5642,F,
7103,1,A278p,1,Homoszp8ens,,,19591.0,,708.0,Concentra5iomrequigevhoinhibitze780fellgrowthwgehcomparsdwjthcontrokzftsrincunstionvoe96hrat37C,,,,,BAO00001q9,6633,F,
7104,1,q2780,1,Homoeapiegs,,,24686.0,,459.0,MDR3sversingactic7tywasmfasuredbyvimc3is5ineacfumulationin4hemultidrugr4sisgagg2ii0ADasubliheofAw780odafiansarxinomacrpksat10mgmL,,,,,BAO000pq19,3906,F,
7105,1,Aq780,1,Homosspiend,,,21504.0,,719.0,50griwtuinuibitionocq2780Hukwnova48agfarcinomaxelolimecomparedwithuhtreatedvontrolceils,,,,,BxO000021o,6788,F,
7106,1,A2789,1,Homosq0iens,,,36101.0,,657.0,AjtiprokifeextuveactivogyagainshhumanA2790cells,,,,,BAO000p2q9,17582,F,
7107,1,z2780,1,jomosapi2ns,,,1862.0,,583.0,InhibitilnofmumanA27o0seplproligeratikn,,,,,BAOo900219,17764,F,
7108,1,A2i80,1,Hohosapidns,,,26559.0,,616.0,Ajtiptoliferag8ve4fdectagainstbumanA2780cellljndwasretdrninedinawyolecell72hrchtktoxicltyqesay,,,,,BAO000ow19,17764,F,
7109,1,A2i80,1,Homiwapiens,,,46884.0,,188.0,7nhibitionofhumanx2770selkproiife3agiknNodata,,,,,vAO00o0219,17764,F,
7110,1,A2y80,1,H0mosspiens,,,3017.0,,1035.0,Cellcyhotoz8citywasderermihedagains4humanodwriancancefA2i8pcelklinr,,,,,gzO0000219,2815,F,
7111,1,A278o,1,H8mosapiebs,,,118.0,,795.0,CompoundwasevaluatedqgakhshhumzmOfsrisncarcinomacellligeAqi80,,,,,gAOp000219,16930,F,
7112,1,A278o,1,Homosap9ebs,,,1991.0,,1008.0,Gr0wthinhibitionarainxtA2789wilstypeovarixjc2ollinfs,,,,,BAO0900229,17777,F,
7113,1,A2790,1,Homoszpienw,,,31049.0,,607.0,Compound2axevao6atedtorgrowthinnkbiyiobxhainstA2i70sildt5psovariancelllinesNodata,,,,,BAO0op0219,17777,F,
7114,1,,5,Homoaspiens,,,32226.0,,,Imhibitionof6ubulinpokymegizationlnjkhanovariancance5feoplines,,,,,BqO000p019,16936,F,
7115,1,A2y80,1,Homiaapiens,,,3969.0,,743.0,som0oundwsstestedforimvitrogeowtjighifitionofOvar9sncafsinomacsllpinepanelA278o,,,,,BAO0900q19,13759,F,
7116,1,A27u0,1,Homosaoirns,,,20254.0,,943.0,f8mpounfwqstes6wdforinvitrlgrowyuinhubitionkfOvariwncarcinonacelllinepan3lA26803,,,,,BAk000021p,13759,F,
7117,1,Aq780,1,Homosqpi3ns,,,38910.0,,504.0,Compo8ncwastestexforinfit5orriwghinh7bitionofOvariancwgcinomzfellllneoanelA2780,,,,,vAO0o00219,13759,F,
7118,1,A2790,1,Hlnosapiens,,,28493.0,,1061.0,Compouhdwastestedforinvif4igrlwthinhibitionofOvariqndadcinomaxekllinepah2pw2ii0R,,,,,Bxl0000219,13759,F,
7119,1,A2680,1,Hokoszpiens,,,45179.0,,787.0,Comp9unrwaztestexr8rknhubitoryzcyivitgxgaindtA278phumanovariancarcinomaceoklinexdticitydxpressedinMexnICt0values,,,,,BxO000021i,15292,F,
7120,1,A2i80,1,Homosapiwnx,,,14877.0,,907.0,Com9ohhdwastezteefoginjibi4oryactivi4yagwinsts27o0disRhumagovariwgcarcijomacelllineadtjvityexprescexinMranoC50values,,,,,BAO090o219,15292,F,
7121,1,A27u0,1,bompsapiens,,,36006.0,,952.0,Ingitrolnhibitilnofhumxnocadiancelllin3Aw780,,,,,BAO0009218,15069,F,
7122,1,A278p,1,momosapiene,,,3090.0,,553.0,Inditroinhibitiobofhukanocariahcelklunet2sistsnttocisolatinq27i0cisR,,,,,gAO0000229,15069,F,
7123,1,A27o0,1,gomosa9iens,,,10589.0,,308.0,Conc3ntrationlfcompoundtoinh8b8t4heteostuofhumanA2780pvzrizbcqrcinomafeilsinvitro,,,,,BAp00002w9,14073,F,
7124,1,x2780,1,gomosap7ens,,,43709.0,,1041.0,Concenrfat9onrequiredtoimhibi6q27i0cellgrowtnhy50,,,,,BAOp0o0219,14553,F,
7125,1,A2y80,1,Hokosapi3ns,,,10882.0,,1248.0,Cobxdntration5e1uiredtolnhihitthesellgr8wyhby50aftero6mrA2y80leukemidcells,,,,,BAO00902q9,13040,F,
7126,1,A278o,1,Hokosapiems,,,6901.0,,465.0,Cy5ot9xiceffectonhumabovarianA2780cwmcfrceoplins,,,,,BxO0000w19,6891,F,
7127,1,A2i80,1,H9mosaoiens,,,12423.0,,899.0,C5totpxicactivitginapagelofjkmanlfarlxbtumorAw780ceillineaftdr96hofdrugexp9sure,,,,,BAO0p002w9,15569,F,
7128,1,w2780,1,Homosapi4ms,,,44154.0,,379.0,Cytotoxicpotencyrequ7redtougbivitq278pdellgtowtjby50affedcelodrugcontactf8ro5hrs,,,,,BAO9000229,14190,F,
7129,1,A2789,1,Homosapiwne,,,3151.0,,594.0,CytotoxucitymeaauredinhumagovaruancelliineA2790udigbcikfo4hodamineBSRBqsqay,,,,,BAO000p21o,15014,F,
7130,1,A2790,1,Hojozapiens,,,3768.0,,531.0,Cytotoxicityactivityofthec8mp0undwasjexxuresinhymanofarizhcelllindA3780usibgshlforhlxzminefSRvassay,,,,,fAOo000219,15014,F,
7131,1,Aq780,1,Homosa9i2ns,,,18796.0,,623.0,dytotoxicutyahainsttumajpvariancarclgomxA2789cellline,,,,,BzOp000219,17496,F,
7132,1,A2u80,1,Homosspiehs,,,13135.0,,777.0,Cytotocicityagzinstq2780C25oxqkoplat9nrrsistajtOvzriancagcijohac2llline,,,,,BA00o00219,13617,F,
7133,1,A278o,1,Homoszpiehs,,,31909.0,,766.0,CytktoxicityxgsinstA2780CP3cisplarinr2sistagtOgarusncxrcinomac4llljbe,,,,,gA00000219,13617,F,
7134,1,w2780,1,Homosaoiehs,,,360.0,,742.0,fyt0toxixifyagaunstA2789Ds5Doxotubicin3esisyantOvariancarcimomqdeilline,,,,,BAOp009219,13617,F,
7135,1,A2i80,1,Hokoaapiens,,,26671.0,,1073.0,CjtotoxicityagainetA27903Thumahovagiagcs3cinomzcelllins,,,,,BAO000oq19,13617,F,
7136,1,q2780,1,Honoqapiens,,,20874.0,,891.0,Cytot0xidityagsinstovarianca3cinkmaA2780tunorxepolimes,,,,,BAi0090219,17672,F,
7137,1,w2780,1,Homosapoehs,,,16807.0,,960.0,Doeepfrewuiredrojnhivitgro2hhovcisplatonrexustabthumanovadiancarc9jomaAq780sisfcellligdwitjcompoumdfreecogtroksasmessuresbythesulforhodamibeBgrpwthdelzyzssay,,,,,BAO900021i,4544,F,
7138,1,s2780,1,Hpmosaplens,,,24842.0,,695.0,Doseof5equiredtpinh7bkrgrowthofnumzgovariancarvinomxAwi80cellligewothcoml86nwcr24c9ntrolsasmeasjredbyth4sulforhodaminehgrowthdelqyassxy,,,,,vAO0000w19,4544,F,
7139,1,A2790,1,Himosapiebs,,,4783.0,,621.0,t3owtginhivitionjnhjkanovariancarconomqceloljneA1u80cisRxicplatinrexustantusinnghe06hourexposurequlforhodzmineBS5Bgrowthxelayaqszy,,,,,BwO00o0219,16317,F,
7140,1,A278o,1,Homosa0ienz,,,23493.0,,623.0,Invitrofytotoxocactivityofclmp8und7nvompariqohwithrrfer3gcecojpokndsinh7mancdlllonfA2780,,,,,BAi0000229,15099,F,
