ABV,Brew_Factory_Name,Style,Beer_Name,id
5.50 %,Pratt Street Ale House,American Amber / Red Ale,Burial At Sea,3339
3.00 %,Grand Rapids Brewing Company,American Amber / Red Ale,Aman 's Amber Ale,3340
5.50 %,Broken Tooth Brewing,American Amber / Red Ale,Campfire Lager,3341
5.50 %,The Four Seasons Craft Beer Pub,American Amber / Red Ale,Noeul Red Rye ( Sunset ),3342
4.60 %,Batch Brewing Co. .,American Amber / Red Ale,Statler Amber Ale,3343
5.20 %,BiÃ ¨ res Artisanales Artzner,American Amber / Red Ale,Perle Des _ les,3344
7.00 %,Maui Brewing Co. .,American Amber / Red Ale,Hoku'ula Red,3345
6.20 %,Hangar 24 Brewery,American Amber / Red Ale,Redlands 125th Anniversary Red Ale,3346
5.50 %,Jack Russell Brewing Company,American Amber / Red Ale,Raspberry Red Ale,3347
5.00 %,West Sixth Brewing Company,American Amber / Red Ale,Apple Spice Amber,3348
9.90 %,Solvang Brewing Company,American Amber / Red Ale,Danske Squared,3349
4.30 %,First Magnitude Brewing Company,American Amber / Red Ale,Session Amber,3350
5.30 %,Blackjack Brewing Company,American Amber / Red Ale,Arrr Amber,3351
5.60 %,Dragoon Brewing Co. .,American Amber / Red Ale,Sly Amber,3352
6.50 %,One Barrel Brewing Company,American Amber / Red Ale,Wrenclaw,3353
-,Diamond Knot Brewery,American Amber / Red Ale,Ruby Knot Red,3354
6.30 %,Mooselick Brewing,American Amber / Red Ale,Moose Hide Amber,3355
5.50 %,Nebraska Brewing Company,American Amber / Red Ale,311 Amber Ale,3356
6.20 %,Brew By Numbers,American Amber / Red Ale,16 | 01 Red Ale ( Galena & Bramling ),3357
4.50 %,Heavy Riff Brewing Company,American Amber / Red Ale,Shady Lane Amber,3358
6.40 %,Rupert 's Brew House,American Amber / Red Ale,Match The Drapes Amber,3359
7.10 %,Bathtub Row Brewing Co-op,American Amber / Red Ale,Red Hammer Ale,3360
8.50 %,Thr3e Wise Men,American Amber / Red Ale,Double Pagoda Pit Road Red,3361
-,Cayucos Brewing Company,American Amber / Red Ale,Indian Summer,3362
5.60 %,The Hourglass Brewery,American Amber / Red Ale,Metro Gnome,3363
5.20 %,Casa Do Fritz,American Amber / Red Ale,Red Ale Com Beterraba,3364
-,Martha 's Exchange,American Amber / Red Ale,The Nuts,3365
5.50 %,The Lucky Monk,American Amber / Red Ale,Resurrection Red,3366
6.50 %,Sockeye Brewing,American Amber / Red Ale,Fred 's Raging Red,3367
6.30 %,Broken Stick Brewing Company,American Amber / Red Ale,Spring Fling,3368
6.40 %,äº _ Capital Brewing Co. .,American Amber / Red Ale,Koji Red Ale,3369
5.00 %,Brasserie Dieu Du Ciel,American Amber / Red Ale,Clef Des Champs,3370
6.40 %,Second Street Brewery,American Amber / Red Ale,Ringwood Red,3371
5.70 %,Blue Cat Brew Pub,American Amber / Red Ale,Red Toad Amber Ale,3372
5.00 %,Brasserie De La Soif,American Amber / Red Ale,Barbe Torte,3373
6.20 %,Loveland Aleworks,American Amber / Red Ale,Fresh Hopped Amber Ale,3374
5.80 %,Scratch Brewing Company,American Amber / Red Ale,Burdock Ale,3375
7.00 %,The Beer Company,American Amber / Red Ale,Zeelander Red,3376
6.10 %,Narrows Brewing Co. .,American Amber / Red Ale,Moore Hops Please,3377
4.20 %,Old Abbey Ales,American Amber / Red Ale,Brett Trois Red Rye ISA,3378
5.00 %,Brasseries De Bourbon,American Amber / Red Ale,La Bourbon Rousse,3379
6.50 %,Captain Lawrence Brewing Co. .,American Amber / Red Ale,Pilot Batch WhereHouse,3380
4.90 %,Willoughby Brewing,American Amber / Red Ale,Willoughby American Amber Ale,3381
5.50 %,Pokertree Brewing Co,American Amber / Red Ale,Red Earl Ruby Ale,3382
6.00 %,HOPe Artesana,American Amber / Red Ale,HOPe Bohemic,3383
5.60 %,Flathead Lake Brewing Company,American Amber / Red Ale,Dock Start Amber Ale,3384
6.10 %,Speakeasy Ales & Lagers,American Amber / Red Ale,Wet Hop Prohibition,3385
-,Croocked Moon Brewing,American Amber / Red Ale,The Blind Eye,3386
6.00 %,The Emerson Brewing Company,American Amber / Red Ale,Brewer 's Reserve Oreti Red,3387
7.00 %,Stone Brewing Co. .,American Amber / Red Ale,Stone Liberty Station Outbreak Series : Red Ale,3388
8.60 %,Deschutes Brewery,American Amber / Red Ale,Big Red Oak,3389
5.20 %,Firetrucker Brewery,American Amber / Red Ale,First Responder Red,3390
6.00 %,Nevin 's Brewing Company,American Amber / Red Ale,Red Ai n't Dead,3391
-,Otro Mundo Brewing Company,American Amber / Red Ale,Aguila Del Sur Rubia,3392
-,Funky Buddha Brewery,American Amber / Red Ale,Jessica Rabbit Red Ale,3393
7.00 %,3cross Brewing Company,American Amber / Red Ale,Batch # 0055 - Imperial Amber,3394
8.00 %,Naked City Taphouse,American Amber / Red Ale,Scarlet Street,3395
4.80 %,Brauerei Locher AG,American Amber / Red Ale,Calvinus Amber,3396
-,Cerveza Artesanal BarbaRoja,American Amber / Red Ale,BarbaRoja Floral,3397
6.30 %,Triple Crossing Brewing,American Amber / Red Ale,Nightmare Canyon,3398
6.60 %,Tahoe Mountain Brewing Co. .,American Amber / Red Ale,Zombie Dog,3399
5.20 %,Mispillion River Brewing,American Amber / Red Ale,S.M.R.T. Amber,3400
6.40 %,Freetail Brewing Company,American Amber / Red Ale,Fluck 's Incapacitor,3401
7.60 %,57 Brew Pub & Bistro,American Amber / Red Ale,Red Shedman 's Imperial Amber Ale,3402
5.80 %,Sequoia Brewing Company,American Amber / Red Ale,Bridalveil Amber Ale,3403
5.60 %,DragaÅ ¡ Brewing,American Amber / Red Ale,Pacific At Sunset,3404
5.50 %,Brock Street Brewing Company,American Amber / Red Ale,Brock Street Irish Red,3405
6.00 %,Cervezas Deva,American Amber / Red Ale,Deva Amber,3406
5.60 %,Seven Arrows Brewing Company,American Amber / Red Ale,Boreal Amber,3407
10.00 %,Four Sons Brewing,American Amber / Red Ale,King Coco,3408
5.20 %,Barrier Brewing Company,American Amber / Red Ale,Willamette Valley,3409
7.70 %,Holy City Brewing,American Amber / Red Ale,Trebek _ ™ s ` Stache Imperial Red,3410
5.70 %,C'ville - ian Brewing Company,American Amber / Red Ale,Albemarle Amber Ale,3411
6.50 %,Badger State Brewing Company,American Amber / Red Ale,On Wisconsin Red Ale,3412
5.70 %,Prison City Pub & Brewery,American Amber / Red Ale,Catch Me If You Can,3413
4.00 %,John Harvard 's Brewery & Ale House,American Amber / Red Ale,N.F. ALe,3414
7.50 %,Kretschmann Brewing Company,American Amber / Red Ale,Slater The Traitor,3415
5.20 %,Throwback Brewery,American Amber / Red Ale,Spring Amber Ale,3416
6.50 %,Devil 's Canyon Brewing Company,American Amber / Red Ale,Pizza Orgasmica Amber Ale,3417
5.50 %,The Perch Pub & Brewery,American Amber / Red Ale,Butternut Squash Molasses Amber,3418
5.80 %,Taps Fish House & Brewery,American Amber / Red Ale,Lillie 's `` Q '' Hog-Tied Amber Ale,3419
5.50 %,Bavaria Brouwerij N.V.,American Amber / Red Ale,Schultenbrau Amber,3420
5.70 %,Memphis Made Brewing Company,American Amber / Red Ale,Snipe Hunter Amber,3421
-,Csak a jÃ ³ sÃ ¶ r !,American Amber / Red Ale,Hangover Rasta,3422
3.90 %,The Waen Brewery,American Amber / Red Ale,Fire On High,3423
-,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,Leinenkugel 's Auburn Ale,3424
7.10 %,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,King Of Hearts Imperial Red,3425
4.70 %,Berentsens Brygghus,American Amber / Red Ale,Rav,3426
7.30 %,Bear Republic Brewing Co. .,American Amber / Red Ale,New Oak Red Rocket,3427
-,Garrison Brewing Company,American Amber / Red Ale,Red Shoe Ale,3428
3.90 %,Geltsdale Brewery,American Amber / Red Ale,Aurora,3429
6.20 %,Ironworks Brewpub,American Amber / Red Ale,Tangle Foot Red,3430
7.00 %,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,Nog,3431
5.40 %,Elk Brewing,American Amber / Red Ale,Hopped Amber,3432
8.00 %,Dust Bowl Brewing Company,American Amber / Red Ale,Dr. Rudi Es Muy Caliente,3433
-,Phillips Brewing Company,American Amber / Red Ale,Smoken Bones Amber Ale,3434
6.00 %,Ribe Bryghus,American Amber / Red Ale,Ribe JubilÃ ¦ ums Ale,3435
-,D.L. Geary Brewing Company,American Amber / Red Ale,Howie 's Red Ale,3436
6.20 %,Georgetown Brewing Company,American Amber / Red Ale,Whiskey Barrel Chopper 's,3437
4.30 %,Laitilan Wirvoitusjuomatehdas,American Amber / Red Ale,Kukko Ale,3438
6.60 %,Birrificio Geco,American Amber / Red Ale,Inoki,3439
5.70 %,Backshore Brewing Company,American Amber / Red Ale,Apricadamnbeer,3440
5.50 %,West Sixth Brewing Company,American Amber / Red Ale,Deliberation Amber ( Dry-Hopped With Cascade ),3441
5.40 %,Florida Keys Brewing Co. .,American Amber / Red Ale,Hurricane Hole Red,3442
5.00 %,Microbrasserie Jukebox,American Amber / Red Ale,Jazz Oak,3443
5.30 %,Cheddar Ales,American Amber / Red Ale,Cheddar Ales / Wiper And True - Amber Ale In The Pines,3444
5.00 %,Dead Frog Brewing,American Amber / Red Ale,Winter Seasonal Amber Ale,3445
6.00 %,O'Dempsey 's,American Amber / Red Ale,Mighty Fine,3446
5.00 %,Union Station Brewery,American Amber / Red Ale,Copper Feel,3447
5.20 %,Far West Cerveza Artesanal,American Amber / Red Ale,Far West Red Wine Ale,3448
5.30 %,Poseidon Brewing Company,American Amber / Red Ale,J-Valve Amber Ale,3449
6.50 %,Nickel Beer Co. .,American Amber / Red Ale,Devil 's Copper,3450
6.50 %,Renegade Brewing Company,American Amber / Red Ale,Hit Me American Red,3451
7.00 %,Les Brasseurs du Hameau,American Amber / Red Ale,Rhumantony,3452
6.00 %,Ca l'Arenys,American Amber / Red Ale,TXELL ( Cerveceria Freiburg Own Brand ),3453
6.10 %,Kinetic Brewing Company,American Amber / Red Ale,Blood Moon,3454
8.00 %,Proof Brewing Company,American Amber / Red Ale,Abandoned Planet,3455
7.00 %,Black Bridge Brewery,American Amber / Red Ale,Evil Red,3456
7.10 %,Ass Clown Brewing,American Amber / Red Ale,Ass Clown Salted Ginger Black Sour,3457
4.80 %,Whistler Brewing Company,American Amber / Red Ale,Fox Tail Red Ale,3458
5.60 %,Microbrasserie MaltÃ © us,American Amber / Red Ale,Colonnel Salaberry,3459
4.25 %,Big Island Brewhaus & Tako Taco Taqueria,American Amber / Red Ale,Starshine Ginger Bier,3460
6.50 %,Brasserie Hollbeer et Magasin,American Amber / Red Ale,Hollbeer BiÃ © re De Printemps,3461
4.80 %,Naked City Taphouse,American Amber / Red Ale,McGuffin Amber Ale,3462
8.50 %,Vice District Brewing Company,American Amber / Red Ale,Fire Mouth,3463
4.80 %,Coronado Brewing Company,American Amber / Red Ale,Shrunken Head Red,3464
-,192 Brewing Company & Lake Trail Taproom,American Amber / Red Ale,Amber Mess,3465
6.30 %,Carbondale Craft Beer,American Amber / Red Ale,Little Egypt Red,3466
6.00 %,Function Brewing,American Amber / Red Ale,Row Rye Red,3467
10.00 %,Chapman 's Brewing Company,American Amber / Red Ale,Red RYEding Hood,3468
6.00 %,Microbrasserie MaltÃ © us,American Amber / Red Ale,Le Bec SucrÃ © e,3469
4.50 %,Biloba Brewing Company,American Amber / Red Ale,Amber Ale-rt,3470
5.00 %,Cerveza Tyris,American Amber / Red Ale,X_biga,3471
6.50 %,Bastone,American Amber / Red Ale,Bastone Rare Wolf,3472
5.00 %,Hellenic Breweries Of Atalanti S.A.,American Amber / Red Ale,Genesis Red Ale,3473
6.80 %,Track 7 Brewing Co. .,American Amber / Red Ale,Daylight Amber Chipotle Pepper,3474
8.20 %,Pig Minds Brewing Co. .,American Amber / Red Ale,Cherry Pippin,3475
10.50 %,Barley Island Brewing Company,American Amber / Red Ale,Whose Envy,3476
4.60 %,Carlsberg Danmark A/S,American Amber / Red Ale,Jacobsen Red Christmas Ale,3477
9.00 %,Aspetuck Brew Lab,American Amber / Red Ale,Double Mongrel Imperial India Red Ale,3478
5.30 %,Fenton Winery And Brewery,American Amber / Red Ale,Ignescent Amber,3479
6.00 %,Microbrasserie Charlevoix,American Amber / Red Ale,Festbier,3480
6.00 %,Kretschmann Brewing Company,American Amber / Red Ale,Copper Pot Ale,3481
6.73 %,Raised Grain Brewing Company,American Amber / Red Ale,Spring City Amber,3482
5.00 %,Gambrinus,American Amber / Red Ale,La Bretonne,3483
9.00 %,Atwater Brewery,American Amber / Red Ale,Atwater 1936,3484
6.90 %,Les FrÃ ¨ res Houblon Microbrasserie,American Amber / Red Ale,Amarillo,3485
-,The Bier Brewery,American Amber / Red Ale,Megalodon,3486
6.00 %,Crooked Ladder Brewing Company,American Amber / Red Ale,Road Soda Red IPA,3487
5.70 %,Bellevue Brewing Company,American Amber / Red Ale,KZOK Classic Rock Amber,3488
5.70 %,The Brewery at Abigaile,American Amber / Red Ale,Analog Amber,3489
6.30 %,Galena Brewing Company,American Amber / Red Ale,One Drop,3490
5.80 %,Kompaan Bier,American Amber / Red Ale,Binckse Belofte,3491
4.50 %,Captain Lawrence Brewing Co. .,American Amber / Red Ale,Mojo Rojo - Pilot Batch,3492
5.70 %,Thumb Coast Brewing Company,American Amber / Red Ale,Right Hand Red,3493
6.10 %,16 Mile Brewing Company,American Amber / Red Ale,Regal Eagle,3494
5.50 %,Rubber Soul Brewing Co. .,American Amber / Red Ale,Eldo Amber Ale,3495
4.10 %,Dunham Massey Brewing Company,American Amber / Red Ale,Ruby Sunset,3496
5.60 %,Angry Hank 's Microbrewery,American Amber / Red Ale,Dark Lager,3497
5.50 %,Twentse Bierbrouwerij,American Amber / Red Ale,Twents Amber,3498
4.60 %,Picaroons Brewing Co. .,American Amber / Red Ale,Parcel Of Rogues,3499
5.00 %,Urban Legend Brewing Company,American Amber / Red Ale,Riot Act,3500
5.40 %,Ordnance Brewing,American Amber / Red Ale,S.A.M.,3501
-,Bifferhaus Brewing Company,American Amber / Red Ale,Chief _ ™ s Light Amber,3502
6.00 %,13 Virtues Brewing Co. .,American Amber / Red Ale,Rip City Red,3503
8.00 %,Adroit Theory Brewing Company,American Amber / Red Ale,Harbinger,3504
6.30 %,At Large Brewing Company,American Amber / Red Ale,Alibi Amber,3505
7.00 %,American Brewing Company,American Amber / Red Ale,Red-Blooded American,3506
5.20 %,Boxing Cat Brewery,American Amber / Red Ale,Yunnan Amber,3507
5.50 %,Titanic Brewing Company,American Amber / Red Ale,T.B.C - Stumbling Bee Honey Amber,3508
-,Christian Moerlein Brewing Company,American Amber / Red Ale,Oaked Over-The-Rhine Ale,3509
5.60 %,Mispillion River Brewing,American Amber / Red Ale,Special Toast,3510
5.90 %,7 Seas Brewery and Taproom,American Amber / Red Ale,Depth Finder IRA,3511
-,Bull Creek Brewing,American Amber / Red Ale,Otzi _ ™ s Twenty Nine __ Copper Ale,3512
4.60 %,Jaw Brew,American Amber / Red Ale,Jaw Glide,3513
5.00 %,Muxa Brewing Company,American Amber / Red Ale,Matilde Red Ale,3514
-,T_ebonickÃ 1/2 Rukod_lnÃ 1/2 PivovÃ ¡ rek,American Amber / Red Ale,T_ebonickÃ © Geronimo PolotmavÃ 1/2 RÃ 1/2 Å 3/4 ovÃ 1/2 SpeciÃ ¡ l 13Â °,3515
6.00 %,Coalition Brewing Co. .,American Amber / Red Ale,Mutual Fermentation,3516
7.10 %,Barley John 's Brew Pub,American Amber / Red Ale,Wretched Red,3517
5.00 %,Birravino,American Amber / Red Ale,Etna,3518
5.60 %,Narrows Brewing Co. .,American Amber / Red Ale,FAKE LYING IMPOSTER AMBER ALE,3519
8.00 %,ManRock Brewing Company,American Amber / Red Ale,Devil 's Bath,3520
5.80 %,Spinnaker Bay Brewing,American Amber / Red Ale,The Hummer,3521
5.80 %,Lake Charlevoix Brewing,American Amber / Red Ale,Round Lake Red,3522
4.30 %,Sycamore Brewing,American Amber / Red Ale,Jubilee Session Amber,3523
7.30 %,Oliphant Brewing,American Amber / Red Ale,Ant Ray Cow Pants,3524
-,Man Cave Brewing Company,American Amber / Red Ale,Honey Badger,3525
5.10 %,406 Brewing Company,American Amber / Red Ale,Red Wagon Coffee Ale,3526
4.50 %,Bray 's Brewing Company,American Amber / Red Ale,Red Ryeding,3527
4.90 %,Brewery Lobkowicz,American Amber / Red Ale,ChlumeckÃ 1/2 Amber Ale,3528
7.20 %,Prison City Pub & Brewery,American Amber / Red Ale,Busta Rhizomes,3529
-,La Brasserie du Pilat,American Amber / Red Ale,La Rouquine,3530
5.00 %,Bieszczadzka WytwÃ ³ rnia Piwa Ursa Maior,American Amber / Red Ale,URSA Z Po_oniny,3531
-,Man Cave Brewing Company,American Amber / Red Ale,Papakeechie 's Reserve,3532
5.90 %,Dirty Hands Brewing Company,American Amber / Red Ale,Wobbly Red Ale,3533
6.40 %,B2B Bistronomy,American Amber / Red Ale,Ol' Yelper,3534
7.00 %,PalaweÃ ± o Brewery,American Amber / Red Ale,Ambog Ale,3535
7.30 %,Block 15 Brewery & Restaurant,American Amber / Red Ale,Millennium Falcon,3536
7.70 %,Red Door Brewing,American Amber / Red Ale,Anniversary Double Red,3537
6.00 %,La Brasserie Mascaret,American Amber / Red Ale,AmbrÃ © e Bio,3538
4.50 %,French Beer Factory,American Amber / Red Ale,FBF,3539
6.00 %,Maumee Bay Brewing Company,American Amber / Red Ale,Mancy 's Papou Classic Amber,3540
6.50 %,Belford Brewing Company,American Amber / Red Ale,Honey Hudson,3541
5.50 %,Geaghan 's Restaurant & Pub,American Amber / Red Ale,Hose 5,3542
5.20 %,Rusty Nickel Brewing Co,American Amber / Red Ale,On The Border Amber Porter,3543
-,South Park Brewing Co. .,American Amber / Red Ale,Nopalito Red,3544
6.50 %,Cabinet Mountain Brewing Co. .,American Amber / Red Ale,Ross Creek Red Ale,3545
8.00 %,Union Station Brewery,American Amber / Red Ale,R.E.D.,3546
5.50 %,Cave Mountain Brewing Company,American Amber / Red Ale,Catskill Amber Ale,3547
6.00 %,Catawba Island Brewing Co. .,American Amber / Red Ale,McFadden Red Ale,3548
6.00 %,La Fabrique des BiÃ ¨ res d'Anjou,American Amber / Red Ale,La Piautre AmbrÃ © e,3549
4.50 %,Iron Hill Brewery & Restaurant,American Amber / Red Ale,Yakima,3550
6.50 %,La Fabrique des BiÃ ¨ res d'Anjou,American Amber / Red Ale,La Piautre Rousse,3551
-,Arbor Brewing Company,American Amber / Red Ale,Flamboyant 2014,3552
4.50 %,Black Forest Brewery,American Amber / Red Ale,Whistle Stop Amber Ale,3553
5.50 %,Four Quarters Brewing Co. .,American Amber / Red Ale,Fire On The Mountain,3554
5.40 %,Grumpy Old Men Brewing,American Amber / Red Ale,Vaughn 's Vats Beauwinkle,3555
5.30 %,Trap Rock Restaurant & Brewery,American Amber / Red Ale,Hathor 's Amber Ale,3556
6.80 %,Heroes Restaurant & Brewery,American Amber / Red Ale,Red Tractor Ale,3557
5.60 %,Wheaty Brewing Corps,American Amber / Red Ale,Blood Oats,3558
4.50 %,Cervecera Del Puerto,American Amber / Red Ale,Del Puerto Barba Roja,3559
6.00 %,Sir Winston 's Pub / G.G. Brewers,American Amber / Red Ale,Amberly Eyes,3560
5.70 %,Edge Brewing Company,American Amber / Red Ale,Edge Amber,3561
5.30 %,Microbrasserie Moulin 7,American Amber / Red Ale,La Gourmande,3562
5.60 %,Kaskaskia Brewing Company,American Amber / Red Ale,Amber Alt,3563
5.50 %,BNA Brewing Co. .,American Amber / Red Ale,Red Rothchild,3564
4.90 %,Triptych Brewing,American Amber / Red Ale,Meet Mister Mayhem,3565
5.26 %,Waddell 's Brewpub & Grille,American Amber / Red Ale,Fireman 's Amber,3566
5.60 %,Lake Charlevoix Brewing,American Amber / Red Ale,Acacia Amber,3567
5.00 %,Microbrasserie Le Prospecteur,American Amber / Red Ale,Rousse Du Prospecteur,3568
5.60 %,Bubba Brew 's Brewing Company,American Amber / Red Ale,Arkie Amber Ale ( AAA ),3569
5.00 %,Handbrauerei Gerhard Forstner,American Amber / Red Ale,Das Rote,3570
4.90 %,Redline Brewhouse,American Amber / Red Ale,Radio Banter,3571
5.20 %,Ego Brygghus,American Amber / Red Ale,Smelteverket _ ™ s Jamaican Blue,3572
-,La Franche ( BiÃ ¨ re artisanale de Franche ComtÃ © ),American Amber / Red Ale,De Vie,3573
5.50 %,Strangeways Brewing,American Amber / Red Ale,Immortal Corruptor ( Gwar Blood Dry Hopped Citra ),3574
4.70 %,Ego Brygghus,American Amber / Red Ale,RÃ ¸ de Toner,3575
7.90 %,Destination Unknown Beer Co. .,American Amber / Red Ale,Argyle,3576
5.10 %,Heroes Restaurant & Brewery,American Amber / Red Ale,Orange Blossom Ale,3577
6.20 %,Ego Brygghus,American Amber / Red Ale,Forhekset Prinsesse,3578
3.80 %,Festival Brewery,American Amber / Red Ale,Festival Amber,3579
-,Bubba Brew 's Brewing Company,American Amber / Red Ale,Moggy 's Old Red Ale,3580
-,Hops Grillhouse & Brewery,American Amber / Red Ale,Alligator Ale,3581
5.50 %,Sugar Ridge Brewery,American Amber / Red Ale,Johnny Danger Copper Ale,3582
6.50 %,Burley Oak Brewery,American Amber / Red Ale,Red Star,3583
5.20 %,Microbrasserie Charlevoix,American Amber / Red Ale,Les Petits Brasseurs,3584
6.00 %,Bloodline Brewing Company,American Amber / Red Ale,Through Silver In Blood Red Ale,3585
7.80 %,Babe 's Bar-B-Que And Brewery,American Amber / Red Ale,Bin 1214 Rounded Red Ale,3586
-,Amsterdam Brewboys,American Amber / Red Ale,Hop Riot,3587
-,Pub HBH ( _ uÃ ± oa ),American Amber / Red Ale,HBH Rubia,3588
4.80 %,ZwanzigZ,American Amber / Red Ale,English Ruby Mild,3589
4.50 %,Kuracali SakÃ © & Beer Brewery,American Amber / Red Ale,Anecdotalist Amber Ale,3590
5.60 %,Wheaty Brewing Corps,American Amber / Red Ale,Marching Orders,3591
-,La Suzannaise,American Amber / Red Ale,L'AmbrÃ © e De La Poterne,3592
5.76 %,Dead Bear Brewing Co. .,American Amber / Red Ale,Escanaba River Amber Ale,3593
4.70 %,BJ 's Restaurant & Brewery,American Amber / Red Ale,BJ 's Oasis Amber,3594
5.50 %,La Val Heureuse,American Amber / Red Ale,La Val Heureuse AmbrÃ © e,3595
6.20 %,Blasted Barley Beer Company,American Amber / Red Ale,Red White And Boom,3596
4.80 %,The Damascus Brewery,American Amber / Red Ale,Amberdelic,3597
5.40 %,Benelux Brewpub & CafÃ ©,American Amber / Red Ale,Lux Rousse,3598
-,Microbrasserie Coaticook,American Amber / Red Ale,La Maplehurst,3599
5.10 %,Pike 51 Brewing Company,American Amber / Red Ale,SOHO,3600
5.50 %,Barnstar Brewing Company,American Amber / Red Ale,Saloon Girl,3601
7.00 %,LagabiÃ ¨ re Brasserie Artisanale,American Amber / Red Ale,La Grand-BiÃ ¨ re Dans Le Sirop,3602
4.40 %,Blue Monkey Brewery,American Amber / Red Ale,Scrum-tious,3603
4.80 %,1st Republic Brewing Company,American Amber / Red Ale,Windsor Ale,3604
6.20 %,Bomber Brewing,American Amber / Red Ale,Constanza _ ™ s Hoppy Red Ale,3605
5.00 %,Chehalem Valley Brewing Co. .,American Amber / Red Ale,Summit Amber,3606
5.20 %,Bellarine Brewing Co. .,American Amber / Red Ale,The Heads Ale,3607
3.70 %,Young Henry 's,American Amber / Red Ale,How Now Brown Cow,3608
5.40 %,Brisbane Brewhouse,American Amber / Red Ale,USA-Style Amber Ale,3609
6.50 %,Brasserie Artisanale Albion,American Amber / Red Ale,La Berthelaise,3610
6.60 %,Mill Whistle Brewing,American Amber / Red Ale,Gas Can Red,3611
7.20 %,Chilly Water Brewing Company,American Amber / Red Ale,Buddy 's Red Ale,3612
5.50 %,Crooked Ewe Brewery & Ale House,American Amber / Red Ale,What 's My Name Amber Ale,3613
4.90 %,Volta BrÃ $ u,American Amber / Red Ale,AmpÃ ¨ re,3614
-,Lost Duck Brewing Company,American Amber / Red Ale,Ringneck Red Ale,3615
5.40 %,Brasserie du Roulier,American Amber / Red Ale,Lamarieuse,3616
6.00 %,Cervejaria Peter Von Brutschen Ltda .,American Amber / Red Ale,Heilige Red Ale,3617
6.20 %,Radium City Brewing,American Amber / Red Ale,Half Past Red,3618
6.50 %,Hidden Springs Ale Works,American Amber / Red Ale,Ginger Mullet,3619
11.00 %,Yellow Springs Brewery,American Amber / Red Ale,Barrel Aged Bloodsmoke,3620
8.00 %,Yellow Springs Brewery,American Amber / Red Ale,Barrel Aged Wilfred,3621
4.50 %,Buckley 's Beers,American Amber / Red Ale,Buckleys Original Ale,3622
6.20 %,Ancient City Brewing,American Amber / Red Ale,Matanzas River Red Ale,3623
8.50 %,Adroit Theory Brewing Company,American Amber / Red Ale,Harbinger Redux 2.0 ( Ghost 223 ),3624
5.50 %,Milwaukee Brewing Company,American Amber / Red Ale,Louie _ ™ s Demise Amber Ale,3625
8.20 %,Charging Hippo Brewing Co. .,American Amber / Red Ale,Starlord 's Mixtape / Groot Drank Imperial Red Ale,3626
4.50 %,Deverell 's Brewing Company,American Amber / Red Ale,Redemption,3627
4.50 %,Legenda SÃ ¶ rf_zde,American Amber / Red Ale,Legenda Pony,3628
5.80 %,Grand Armory Brewing,American Amber / Red Ale,Dewey Hill,3629
5.50 %,Bray 's Brewing Company,American Amber / Red Ale,Dice Roller Red,3630
5.40 %,DryHop Brewers,American Amber / Red Ale,Mine Is n't Red ( ReplicAle 2014 ),3631
5.20 %,Stilt House Brewery,American Amber / Red Ale,Weekender American Amber Ale,3632
5.00 %,Les Brasseurs du Grand Paris,American Amber / Red Ale,Ligne 3,3633
7.20 %,Ritual Brewing Co. .,American Amber / Red Ale,Extra Red With Chipotle,3634
4.50 %,Busbee Brewing,American Amber / Red Ale,Jack 's Red Ale,3635
6.10 %,Hans MÃ 1/4 ller Sommelierbier GmbH,American Amber / Red Ale,Hans MÃ 1/4 ller Dreistern,3636
5.10 %,Cape Bouvard Winery & Brewery,American Amber / Red Ale,Dark Ale,3637
6.40 %,Barn Brewery,American Amber / Red Ale,Red Owl,3638
5.50 %,Black Lab Brewhouse & Kitchen,American Amber / Red Ale,El Importador,3639
6.25 %,BarkEater Craft Brewery,American Amber / Red Ale,M_S RVR Red,3640
-,Maison De Brasseur,American Amber / Red Ale,Bresse,3641
6.90 %,Congregation Ale House,American Amber / Red Ale,Hop Communion,3642
8.60 %,Happy Valley Brewing Company,American Amber / Red Ale,Renegade Imperial Red,3643
5.20 %,Hausbrauerei Stadtbier Chur,American Amber / Red Ale,Weihnachts Bier,3644
-,Maison De Brasseur,American Amber / Red Ale,Mont Bugey,3645
6.50 %,Brasseries Star Madagascar,American Amber / Red Ale,Gold Ambree,3646
6.20 %,Wheeling Brewing Company,American Amber / Red Ale,Old Reymann 's Amber,3647
6.00 %,Black Star Co-op Pub & Brewery,American Amber / Red Ale,Truffle Dee,3648
-,SociÃ © tÃ © Microbrasserie & Pizzeria,American Amber / Red Ale,Provocante,3649
5.50 %,Copper Club Brewing Company,American Amber / Red Ale,F-Town Amber,3650
-,Hop 'n Moose Brewing Company,American Amber / Red Ale,Sunnybank Red,3651
9.00 %,The Wrecking Bar Brewpub,American Amber / Red Ale,Commander Clifford _ ™ s Imperial Red Ale,3652
4.50 %,Clifton Hill Brew Pub,American Amber / Red Ale,Clifton Hill Dark Ale,3653
7.00 %,Salty Nut Brewery,American Amber / Red Ale,Miss Scarlett,3654
5.80 %,Grande Brasserie de Nouvelle-CalÃ © donie SA,American Amber / Red Ale,Havannah,3655
5.00 %,Brasserie Artisanale Glouglou,American Amber / Red Ale,La Torgnole,3656
6.60 %,Benson Brewery,American Amber / Red Ale,The Fix,3657
