ASSI,CUB,ASSUBCELFRAC,ASTI,TISI,Desc,Ti,ASORG,DI,BAFO,ASSST,CONFISC,SI,SASI,CHEI,CI,VARI
13930,Intermediate,,Liver,2107.0,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL627495,,
13931,Intermediate,,Liver,2107.0,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL627496,,
13932,Intermediate,,Liver,2107.0,Biodistribution in liver of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL627497,,
13933,Intermediate,,Liver,2107.0,Biodistribution in liver of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL627498,,
13934,Intermediate,,Lung,2048.0,Biodistribution in lungs of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL627499,,
13935,Intermediate,,Lung,2048.0,Biodistribution in lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL627500,,
13936,Intermediate,,Lung,2048.0,Biodistribution in lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL627501,,
13937,Intermediate,,Lung,2048.0,Biodistribution in lungs of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL625616,,
13938,Intermediate,,Lung,2048.0,Biodistribution in lungs of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL625617,,
13939,Intermediate,,Muscle tissue,2385.0,Biodistribution in muscle of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL625618,,
13940,Intermediate,,Muscle tissue,2385.0,Biodistribution in muscle of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL625619,,
13941,Intermediate,,Muscle tissue,2385.0,Biodistribution in muscle of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL625620,,
13942,Intermediate,,Muscle tissue,2385.0,Biodistribution in muscle of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL625621,,
13943,Intermediate,,Muscle tissue,2385.0,Biodistribution in muscle of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL625622,,
13944,Intermediate,,Spleen,2106.0,Biodistribution in spleen of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL625788,,
13945,Intermediate,,Spleen,2106.0,Biodistribution in spleen of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL625789,,
13946,Intermediate,,Spleen,2106.0,Biodistribution in spleen of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL625790,,
13947,Intermediate,,Spleen,2106.0,Biodistribution in spleen of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL625791,,
13948,Intermediate,,Spleen,2106.0,Biodistribution in spleen of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL622334,,
13949,Intermediate,,Thyroid gland,2046.0,Biodistribution in thyroid of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL622335,,
13950,Intermediate,,Thyroid gland,2046.0,Biodistribution in thyroid of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL622336,,
13951,Intermediate,,Thyroid gland,2046.0,Biodistribution in thyroid of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL622337,,
13952,Intermediate,,Thyroid gland,2046.0,Biodistribution in thyroid of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL622338,,
13953,Intermediate,,Thyroid gland,2046.0,Biodistribution in thyroid of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL622339,,
13954,Intermediate,,,,Biodistribution in uterus / blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL624153,,
13955,Intermediate,,,,Biodistribution in uterus / blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL628430,,
13956,Intermediate,,,,Biodistribution in uterus / blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL628431,,
13957,Intermediate,,,,Biodistribution in uterus / blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL628432,,
13958,Intermediate,,,,Biodistribution in uterus / blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL628433,,
13959,Intermediate,,Spleen,2106.0,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL628434,,
13960,Intermediate,,Spleen,2106.0,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL626789,,
13961,Intermediate,,Spleen,2106.0,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2)",50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL626790,,
13962,Intermediate,,Spleen,2106.0,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL626791,,
13963,Intermediate,,Spleen,2106.0,"Biodistribution in uterus / spleen, muscle, lungs of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL626792,,
13964,Intermediate,,Spleen,2106.0,"Biodistribution in uterus / spleen, muscle, lungs of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",50597,Rattus norvegicus,12017,BAO_0000218,,1,1,,CHEMBL626793,,
13965,Intermediate,,,,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627436,,
13966,Intermediate,,,,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627437,,
13967,Intermediate,,,,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627438,,
13968,Intermediate,,,,Mean potassium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627439,,
13969,Intermediate,,,,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627440,,
13970,Intermediate,,,,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627602,,
13971,Intermediate,,,,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627603,,
13972,Intermediate,,,,Mean potassium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627604,,
13973,Intermediate,,,,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627605,,
13974,Intermediate,,,,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627606,,
13975,Intermediate,,,,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627607,,
13976,Intermediate,,,,Mean potassium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627608,,
13977,Intermediate,,,,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627609,,
13978,Intermediate,,,,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627610,,
13979,Intermediate,,,,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627611,,
13980,Intermediate,,,,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,50597,Rattus norvegicus,11510,BAO_0000218,,1,1,,CHEMBL627612,,
13981,Autocuration,,,,Octanol:water partition coefficient is evaluated,22229,,8362,BAO_0000100,,0,1,,CHEMBL627613,,
13982,Autocuration,,,,Partition coefficient in 1-octanol/water system,22224,,8257,BAO_0000100,,0,1,,CHEMBL627614,,
13983,Autocuration,,,,Partition coefficient in 1-octanol/water system measured using radio active compounds,22224,,8257,BAO_0000100,,0,1,,CHEMBL627615,,
13984,Autocuration,,,,Partition coefficient in octanol/water system was determined,22224,,9468,BAO_0000100,,0,1,,CHEMBL627616,,
13985,Autocuration,,,,Partition coefficient in octanol/water system was determined using [14C]-labeled compounds.,22224,,9468,BAO_0000100,,0,1,,CHEMBL627617,,
13986,Autocuration,,,,Pseudo-first-order rate constant at pH 10 and 35 degrees Centigrade,22224,,10568,BAO_0000019,,0,1,,CHEMBL627618,,
13987,Autocuration,,,,"Pseudo-first-order rate constant at pH 10, micro=0.5, 35 degrees Centigrade",22224,,10568,BAO_0000019,,0,1,,CHEMBL627619,,
13988,Autocuration,,,,Pseudo-first-order rate constant of the compound,22224,,15359,BAO_0000019,,0,1,,CHEMBL627620,,
13989,Autocuration,,,,Pseudo-first-order rate constant with 1-min time point,22224,,15359,BAO_0000019,,0,1,,CHEMBL627621,,
13990,Autocuration,,,,Pseudo-first-order rate constant without 1-min time point,22224,,15359,BAO_0000019,,0,1,,CHEMBL627622,,
13991,Autocuration,,,,Pseudo-first-order rate constant was determined in pH 7.4 phosphate buffer in presence 0.5 mM EDTA,22224,,10431,BAO_0000019,,0,1,,CHEMBL627623,,
13992,Autocuration,,,,Pseudo-first-order rate constant was determined in pH 7.4 phosphate buffer in presence 50 mM EDTA,22224,,10431,BAO_0000019,,0,1,,CHEMBL627624,,
13993,Autocuration,,,,Pseudo-first-order rate constant was determined in pH 7.4 phosphate buffer in presence 70 mM EDTA,22224,,10431,BAO_0000019,,0,1,,CHEMBL627625,,
13994,Autocuration,,,,Rate constants determined using 31P NMR Kinetics experiments at 37 degrees Centigrade,22224,,15704,BAO_0000019,,0,1,,CHEMBL628523,,
13995,Autocuration,,,,The alkaline hydrolysis second order rate constant(K OH) of the compound,22224,,15287,BAO_0000019,,0,1,,CHEMBL628524,,
13996,Autocuration,,,,The efflux rate constant of the compound,22224,,7516,BAO_0000019,,0,1,,CHEMBL628525,,
13997,Autocuration,,,,The reaction rate constant (K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine,22224,,12973,BAO_0000019,,0,1,,CHEMBL625732,,
13998,Autocuration,,,,The reaction rate constant(K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine,22224,,12973,BAO_0000019,,0,1,,CHEMBL625733,,
13999,Autocuration,,,,The reaction rate constant(K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine,22224,,12973,BAO_0000019,,0,1,,CHEMBL625734,,
14000,Autocuration,,,,The reaction rate constant(K) by measuring competition with nitroblue tetrazolium of the superoxide radicals formed by xanthine oxidase/xanthine; ND= not determined,22224,,12973,BAO_0000019,,0,1,,CHEMBL625913,,
14001,Autocuration,,,,Association constant was evaluated towards synthetic peptidoglycan analogue Ac2-Lys-D-Ala-D-Ala,22224,,8696,BAO_0000019,,0,1,,CHEMBL625914,,
14002,Autocuration,,,,Equilibrium association (binding) constant interacting with Unilamellar Vesicles of electroneutral DMPC in PBSbuffer at pH 7.4 and 37 C,22224,,15052,BAO_0000019,,0,1,,CHEMBL625915,,
14003,Autocuration,,,,Equilibrium association (binding) constant interacting with Unilamellar Vesicles of negatively charged DMPG in PBS buffer at pH 7.4 and 37 C,22224,,15052,BAO_0000019,,0,1,,CHEMBL625916,,
14004,Autocuration,,,,Evaluated for the mustard reactivity by determining rate constant for hydrolysis of mustard in aqueous acetone (K H),22224,,10503,BAO_0000019,,0,1,,CHEMBL625917,,
14005,Autocuration,,,,"Effective biomolecular rate constant at the concentration 0.500 mM [HOX] in the conditions of 25degreeC,pH 7.6",22224,,8354,BAO_0000019,,0,1,,CHEMBL625918,,
14006,Autocuration,,,,"Effective biomolecular rate constant at the concentration 0.767 mM [HOX] in the conditions of 25degreeC,pH 7.6",22224,,8354,BAO_0000019,,0,1,,CHEMBL625919,,
14007,Autocuration,,,,"Effective biomolecular rate constant at the concentration 0.790 mM [HOX] in the conditions of 25degreeC,pH 7.6",22224,,8354,BAO_0000019,,0,1,,CHEMBL625920,,
14008,Autocuration,,,,"Effective biomolecular rate constant at the concentration 1.00 mM [HOX] in the conditions of 25degreeC,pH 7.6",22224,,8354,BAO_0000019,,0,1,,CHEMBL874453,,
14009,Autocuration,,,,"Effective biomolecular rate constant in the conditions of 25degreeC,pH 7.6",22224,,8354,BAO_0000019,,0,1,,CHEMBL625921,,
14010,Autocuration,,,,Evaluated for the mustard reactivity by determining rate constant for alkylation of 4-(4-nitrobenzyl)pyridine using NBP alkylation assay,22224,,10503,BAO_0000019,,0,1,,CHEMBL625922,,
14011,Autocuration,,,,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator at the concentration 0.500 mM [HOX] in the conditions of 25degreeC,pH 7.6",22224,,8354,BAO_0000019,,0,1,,CHEMBL625923,,
14012,Autocuration,,,,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator at the concentration 0.767 mM [HOX] in the conditions of 25degreeC,pH 7.6",22224,,8354,BAO_0000019,,0,1,,CHEMBL625924,,
14013,Autocuration,,,,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator at the concentration 0.790 mM [HOX] in the conditions of 25degreeC,pH 7.6",22224,,8354,BAO_0000019,,0,1,,CHEMBL625925,,
14014,Autocuration,,,,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator at the concentration 1.00 mM [HOX] in the conditions of 25degreeC,pH 7.6",22224,,8354,BAO_0000019,,0,1,,CHEMBL625926,,
14015,Intermediate,,Lung,2048.0,Biodistribution in rat lung at 60 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL627704,,
14016,Intermediate,,,,Biodistribution in rat pons/medulla at 120 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL627705,,
14017,Intermediate,,,,Biodistribution in rat pons/medulla at 15 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL627706,,
14018,Intermediate,,,,Biodistribution in rat pons/medulla at 240 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL627707,,
14019,Intermediate,,,,Biodistribution in rat pons/medulla at 30 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL627708,,
14020,Intermediate,,,,Biodistribution in rat pons/medulla at 360 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628361,,
14021,Intermediate,,,,Biodistribution in rat pons/medulla at 60 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628362,,
14022,Intermediate,,Striatum,2435.0,Biodistribution in rat striatum at 120 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628363,,
14023,Intermediate,,Striatum,2435.0,Biodistribution in rat striatum at 1440 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628364,,
14024,Intermediate,,Striatum,2435.0,Biodistribution in rat striatum at 15 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628365,,
14025,Intermediate,,Striatum,2435.0,Biodistribution in rat striatum at 240 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL874454,,
14026,Intermediate,,Striatum,2435.0,Biodistribution in rat striatum at 30 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628531,,
14027,Intermediate,,Striatum,2435.0,Biodistribution in rat striatum at 360 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628532,,
14028,Intermediate,,Striatum,2435.0,Biodistribution in rat striatum at 3 hr after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628533,,
14029,Intermediate,,Striatum,2435.0,Biodistribution in rat striatum at 60 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628534,,
14030,Intermediate,,Thyroid gland,2046.0,Biodistribution in rat thyroid at 120 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628535,,
14031,Intermediate,,Thyroid gland,2046.0,Biodistribution in rat thyroid at 1440 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628536,,
14032,Intermediate,,Thyroid gland,2046.0,Biodistribution in rat thyroid at 15 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628537,,
14033,Intermediate,,Thyroid gland,2046.0,Biodistribution in rat thyroid at 240 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628538,,
14034,Intermediate,,Thyroid gland,2046.0,Biodistribution in rat thyroid at 30 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628539,,
14035,Intermediate,,Thyroid gland,2046.0,Biodistribution in rat thyroid at 360 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL630297,,
14036,Intermediate,,Thyroid gland,2046.0,Biodistribution in rat thyroid at 60 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL630298,,
14037,Intermediate,,Brain,955.0,Biodistribution in rest of brain of rat 120 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL630299,,
14038,Intermediate,,Brain,955.0,Biodistribution in rest of brain of rat at 1440 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628094,,
14039,Intermediate,,Brain,955.0,Biodistribution in rest of brain of rat at 15 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628095,,
14040,Intermediate,,Brain,955.0,Biodistribution in rest of brain of rat at 240 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL874648,,
14041,Intermediate,,Brain,955.0,Biodistribution in rest of brain of rat at 30 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628096,,
14042,Intermediate,,Brain,955.0,Biodistribution in rest of brain of rat at 360 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628097,,
14043,Intermediate,,Brain,955.0,Biodistribution in rest of brain of rat at 60 minutes after dose administration.,50597,Rattus norvegicus,13100,BAO_0000218,,1,1,,CHEMBL628098,,
14044,Autocuration,,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 6.5, at 37 degrees Celsius in incubation mixture - d(A)-d(T) (10:1)",22224,,13331,BAO_0000019,,0,1,,CHEMBL628099,,
14045,Autocuration,,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 6.5, at 37 degrees Celsius in incubation mixture - d(G)-d(C) (10:1)",22224,,13331,BAO_0000019,,0,1,,CHEMBL628100,,
14046,Autocuration,,,,Mean rate constant for the hydrolysis of compound in buffers at pH 7.4 at 37 degrees Centigrade in incubation mixture - d(A)-d(T) (10:!),22224,,13331,BAO_0000019,,0,1,,CHEMBL628101,,
14047,Autocuration,,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - 5'-GMP/5'-CMP (1:1)",22224,,13331,BAO_0000019,,0,1,,CHEMBL628102,,
14048,Autocuration,,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - d(A)-d(T) (1:1)",22224,,13331,BAO_0000019,,0,1,,CHEMBL628103,,
14049,Autocuration,,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - d(G)-d(C) (10:1)",22224,,13331,BAO_0000019,,0,1,,CHEMBL628104,,
14050,Autocuration,,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - d(G)-d(C) (1:1)",22224,,13331,BAO_0000019,,0,1,,CHEMBL628105,,
14051,Autocuration,,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - d(G)-d(T) (10:1)",22224,,13331,BAO_0000019,,0,1,,CHEMBL628106,,
14052,Intermediate,,Urine,1088.0,Mean urine volume excretion in conscious rats at a dose of 0.3 mg/kg given orally,50597,Rattus norvegicus,10086,BAO_0000218,,1,1,,CHEMBL628107,,
14053,Autocuration,,Urine,1088.0,Mean urine volume excretion in conscious rats at a dose of 0.3 mg/kg given orally,22224,,10086,BAO_0000218,,0,1,,CHEMBL628108,,
14054,Intermediate,,Urine,1088.0,Mean urine volume excretion in conscious rats at a dose of 1.0 mg/kg given orally,50597,Rattus norvegicus,10086,BAO_0000218,,1,1,,CHEMBL628109,,
14055,Autocuration,,Urine,1088.0,Mean urine volume excretion in conscious rats at a dose of 1.0 mg/kg given orally,22224,,10086,BAO_0000218,,0,1,,CHEMBL625299,,
14056,Intermediate,,Urine,1088.0,Mean urine volume excretion in conscious rats at a dose of 10 mg/kg given orally,50597,Rattus norvegicus,10086,BAO_0000218,,1,1,,CHEMBL625300,,
14057,Intermediate,,Urine,1088.0,Mean urine volume excretion in conscious rats at a dose of 100 mg/kg given orally,50597,Rattus norvegicus,10086,BAO_0000218,,1,1,,CHEMBL625301,,
14058,Intermediate,,Urine,1088.0,Mean urine volume excretion in conscious rats at a dose of 3.0 mg/kg given orally,50597,Rattus norvegicus,10086,BAO_0000218,,1,1,,CHEMBL625302,,
14059,Intermediate,,Urine,1088.0,Mean urine volume excretion in conscious rats at a dose of 30 mg/kg given orally,50597,Rattus norvegicus,10086,BAO_0000218,,1,1,,CHEMBL874649,,
14060,Intermediate,,,,In vitro metabolic stability of the test compound was evaluated after incubation in the presence of freshly isolated rat hepatocytes,50597,Rattus norvegicus,13248,BAO_0000218,,1,1,,CHEMBL625303,,
14061,Intermediate,,,,In vitro metabolic stability of the test compound was evaluated after incubation in the presence of freshly isolated rat hepatocytes; NA= Not tested,50597,Rattus norvegicus,13248,BAO_0000218,,1,1,,CHEMBL625463,,
14062,Intermediate,,Liver,2107.0,In vitro metabolism in human liver microsomes,50587,Homo sapiens,14527,BAO_0000218,,1,1,,CHEMBL625464,,
14063,Intermediate,,,,Metabolism (NADH oxidation) by recombinant human NAD(P)H: quinone oxidoreductase (NQO1) is evaluated.,50587,Homo sapiens,3008,BAO_0000218,,1,1,,CHEMBL625465,,
14064,Intermediate,,Urine,1088.0,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 9.06 uM/Kg of drug,50588,Canis lupus familiaris,12582,BAO_0000218,,1,1,,CHEMBL625466,,
14065,Intermediate,,Urine,1088.0,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 9.6 uM/Kg of drug,50588,Canis lupus familiaris,12582,BAO_0000218,,1,1,,CHEMBL625467,,
14066,Intermediate,,Urine,1088.0,Total electrolytic excretion of chlorine in urine of rats after intravenous administration of 7.94 uM/Kg of drug,50597,Rattus norvegicus,12582,BAO_0000218,,1,1,,CHEMBL625468,,
14067,Intermediate,,Urine,1088.0,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 0 uM/Kg of drug,50597,Rattus norvegicus,12582,BAO_0000218,,1,1,,CHEMBL625469,,
14068,Intermediate,,Urine,1088.0,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 1.01 uM/Kg of drug,50597,Rattus norvegicus,12582,BAO_0000218,,1,1,,CHEMBL625470,,
14069,Intermediate,,Urine,1088.0,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 1.13 uM/Kg of drug,50597,Rattus norvegicus,12582,BAO_0000218,,1,1,,CHEMBL632418,,
