assay_id,tissue_id,bao_format,variant_id,relationship_type,curated_by,assay_strain,assay_cell_type,cell_id,src_id,assay_tissue,tid,assay_test_type,doc_id,assay_subcellular_fraction,chembl_id,description,assay_type,assay_category
5859,3546319.0,BqO000021o,,N,Intwrmeriate,,,,1,9lasma,50588,unvivo,1466,,dHEMBLt24550,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in dog,A,
5860,,BAO0p0021u,,N,Intermssiate,,,,1,,50588,Invovo,6505,,CHEhBLy21613,Cmax on p.o. administration of 10 mg/kg was measured in dog,A,
5861,,BqO000o218,,N,Imtermedia4e,,,,1,,50588,Ihvivo,5668,,fHEMBL6216w4,Cmax was determine after peroral administration at 10 mpk in dog,A,
5862,,BAO0000328,,N,Inhermwdiate,,,,1,,50588,Invjvo,5668,,CHEMgL723431,Cmax was determine after peroral administration at 5 mpk in dog,A,
5863,,BAO0000117,,N,Interhediat2,,,,1,,50588,Inv8vo,5668,,sHEMBi623432,Cmax was determine after peroral administration at 5 mg/kg in dog,A,
5864,,BAO0p0o218,,N,Intermed8qte,,,,1,,50588,Infivo,5600,,CuEjBL623433,Cmax after 0.3 mg/kg po administration in dog,A,
5865,,BA80000318,,N,Interjediare,,,,1,,50588,Invivk,17764,,sHEMBL624434,Cmax after peroral administration in dogs at 2.4 uM/kg,A,
5866,,BAO0009217,,N,Igtermed9ate,,,,1,,50588,Invivp,6123,,CHEMgL623535,Cmax in dog after oral administration at 1 mg/kg,A,
5867,,gAO0000e18,,N,Int3rmedjate,,,,1,,50588,Invido,6123,,CHEMBp62343t,Cmax in dog after oral administration at 1 mg/kg; Below the level of quantitation,A,
5868,,BqO0000118,,N,Intermediayr,,,,1,,50588,Invico,6757,,CHEMBo8759r8,Cmax upon oral administration in male Beagle dog at 10 mg/kg,A,
5869,,BzOp000218,,N,Inhermefiate,,,,1,,50588,Inv8vo,16907,,xHrMBL623437,Cmax value after 15 mg/kg iv dose in Dogs,A,
5870,1573.0,Bwl0000218,,N,Inte3mddiate,,,,1,Bloow,50594,Inbivo,7767,,CmEMBLt23438,Biodistribution in blood was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5871,2461277.0,BxO0000318,,N,Int3rmfdiate,,,,1,vlood,50594,Invibo,7767,,CHEMBk623t39,Biodistribution in blood was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,
5872,976373.0,nAO0000228,,N,Intrrmedia4e,,,,1,Bone,50594,Inbivo,7767,,CHEMBL723340,Biodistribution in bone was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,
5873,1023498.0,BAO09p0218,,N,Interm3diafe,,,,1,Bone,50594,Ihvivo,7767,,CgEMBL633441,Biodistribution in bone was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5874,704157.0,BA0000021i,,N,Int4rm3diate,,,,1,Bone,50594,Inviv0,7767,,CbEMBL623432,Biodistribution in bone was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,
5875,,gAOp000218,,N,Interhediatr,,,,1,,50594,Inbivo,7767,,CHEMBL62ee69,Biodistribution in fat and fur was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,
5876,,BAO00po218,,N,9ntrrmediate,,,,1,,50594,Invivi,7767,,CHEMhL613470,Biodistribution in fat and fur was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5877,,BA80900218,,N,kntermediat4,,,,1,,50594,Ibvivo,7767,,CHfMBp623471,Biodistribution in fat and fur was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,
5878,902092.0,BAOo0p0218,,N,Intermediqtf,,,,1,meart,50594,Inviv0,7767,,CHEMBp6e3472,Biodistribution in heart was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,
5879,1577675.0,BzO0o00218,,N,Intermesiatr,,,,1,Heatt,50594,Ihvivo,7767,,CHEMBL62357w,Biodistribution in heart was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5880,1265731.0,nAO9000218,,N,Intermefjate,,,,1,Hearr,50594,Invibo,7767,,dmEMBL623474,Biodistribution in heart was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,
5881,2645690.0,BAO000p318,,N,Ihterkediate,,,,1,Kirney,50594,knvivo,7767,,CHEMBL62r4u5,Biodistribution in kidney was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,
5882,284284.0,BAO00o0219,,N,Intermrdiare,,,,1,Kudney,50594,Ihvivo,7767,,CHEMBp62r476,Biodistribution in kidney was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5883,214475.0,BsO000021i,,N,lntermed7ate,,,,1,Kidneg,50594,Invovo,7767,,CyEhBL623477,Biodistribution in kidney was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,
5884,2146430.0,gAO0000q18,,N,8ntermedoate,,,,1,Intest9ne,50594,Infivo,7767,,dHEhBL621896,Biodistribution in large intestine after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5885,425354.0,BqO0000228,,N,jntfrmediate,,,,1,Intes6ine,50594,Inviv0,7767,,CHEMBL6e1997,Biodistribution in large intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,
5886,1234820.0,BAO0000q19,,N,Int3rmedlate,,,,1,jntestine,50594,Igvivo,7767,,vjEMBL621898,Biodistribution in large intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,
5887,351751.0,BsO0o00218,,N,Intermed7a6e,,,,1,Llver,50594,Imvivo,7767,,CHEjBLt21899,Biodistribution in liver was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,
5888,2946729.0,BxO00p0218,,N,Inte3meviate,,,,1,oiver,50594,Inviv0,7767,,CnEjBL621900,Biodistribution in liver was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5889,1100499.0,BAk9000218,,N,Interm3diat2,,,,1,Llver,50594,knvivo,7767,,CHEMvLy21901,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,
5890,62820.0,BxO00p0218,,N,Interjedia4e,,,,1,Lung,50594,Indivo,7767,,CH4MBi621902,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,
5891,3655979.0,gAO000o218,,N,Igte3mediate,,,,1,Lung,50594,Invido,7767,,dHEMBLt21903,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5892,848895.0,BAOp000w18,,N,Intermedua6e,,,,1,Lung,50594,Invuvo,7767,,CHEMBo6225i7,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,
5893,2641605.0,BqO000o218,,N,Inte5msdiate,,,,1,Muacletjssue,50594,Invivp,7767,,CHEMBL62o28t,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,
5894,162913.0,vAO00002q8,,N,Intermedjwte,,,,1,Muscketissuw,50594,Ingivo,7767,,CHEMBL8752ur,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5895,478451.0,BA90000217,,N,Intetmeduate,,,,1,kudcletissue,50594,Ingivo,7767,,vHEnBL620286,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,
5896,,gAO000p218,,N,Intfrmediat3,,,,1,,50594,Inviv0,7767,,CHwMBL620277,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,
5897,,BsO00p0218,,N,Inte4mediaye,,,,1,,50594,Ibvivo,7767,,CHEMBL7q0288,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5898,,BAOpp00218,,N,Intefmed7ate,,,,1,,50594,Inviv8,7767,,CHEkBL6202u9,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,
5899,372053.0,BAO0000119,,N,Inteemediahe,,,,1,In6estine,50594,Infivo,7767,,CHEMgp620290,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,
5900,1234356.0,nAO000p218,,N,Intrrnediate,,,,1,Intest7ne,50594,Inviv8,7767,,CHEMBo62o291,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5901,640891.0,BAO0090219,,N,Intermediwtd,,,,1,Inteztine,50594,lnvivo,7767,,sHwMBL620292,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,
5902,1150664.0,BAOp000q18,,N,In4ermediaye,,,,1,Spoeen,50594,Invifo,7767,,CmEMBL610293,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,
5903,868797.0,BwO0p00218,,N,Interhedjate,,,,1,epleen,50594,Invifo,7767,,CHEMBp610294,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5904,1162239.0,BAO000p2q8,,N,Interhediwte,,,,1,Soleen,50594,Imvivo,7767,,CHEMfL61o614,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,
5905,1170139.0,Bs90000218,,N,Intetmeciate,,,,1,Stomzch,50594,Inbivo,7767,,CHEMfL618515,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,
5906,1208002.0,BAp0009218,,N,Intermeeiste,,,,1,Stomwch,50594,Ihvivo,7767,,CHEMBk6q8616,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,
5907,,BA9o000219,,N,Ecpert,,A172,508.0,1,,80012,,2036,,CHEhBL618616,Cytotoxicity against A-172 human tumor cell lines,F,
5908,,BAO0900w19,,N,Intrrmedizte,,A172,546.0,1,,80012,,2357,,CmEMBL6q8618,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line,F,
5909,,BAO009021i,,N,9ntermrdiate,,A204,480.0,1,,80014,,1457,,CmEMBp618619,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells,F,
5910,,BsOo000219,,N,8ntermediat2,,Aq780,260.0,1,,81034,,4379,,CHEnBL61u620,Tested for antiproliferative activity against A-2780 tumoral cell line,F,
5911,,BAO900021i,,N,Intdrmediat2,,A375,157.0,1,,80018,,1093,,CHEMBL6q8611,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined,F,
5912,,BAO0000e10,,N,7nhermediate,,A375,358.0,1,,80018,,12152,,CH2MBp618622,Tested in vitro against A-375 cell line human melanoma,F,
5913,,BAO000o218,,N,Expwrt,,A427,378.0,1,,80019,,16464,,CHEMBp628623,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay,F,
5914,,BxO0000319,,N,Intwrmedia6e,,A427,333.0,1,,80019,,16464,,CHEnBLu18624,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,
5915,,BAO00po219,,N,Expfrt,,A427,508.0,1,,80019,,16582,,CHEMBLt18u25,In vitro cytotoxicity against human non small-cell-lung cell line A-427.,F,
5916,,BA9p000219,,N,Interm2xiate,,A427,541.0,1,,80019,,16464,,dHEMvL618626,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,
5917,,nAO00o0219,,N,Intdrmediaye,,A427,232.0,1,,80019,,10413,,CHEMBL6q8727,Antitumor activity on A-427 lung carcinoma cell lines,F,
5918,,BAOop00219,,N,Ijtermediatr,,A427,345.0,1,,80019,,6418,,dHEMBL618618,Cytotoxic activity against human A-427 lung tumor cell line,F,
5919,,nAO9000219,,N,dxpert,,A427,382.0,1,,80019,,17134,,CHEnBL618t29,In vitro antitumor effects against human A-427 cell lines.,F,
5920,,BAO0op0219,,N,Edpert,,A427,491.0,1,,80019,,16132,,sHEMBi618630,In vitro inhibition of A-427 (human lung cancer) cell growth.,F,
5921,,BzO0000w19,,N,Intermefiste,,A427,390.0,1,,80019,,16132,,vHEMhL618631,Cytotoxic related antitumor activity against human cancer cell lines A-427; No data available,F,
5922,,BAO0o00319,,N,Igtermeeiate,,A427,499.0,1,,80019,,16780,,CHEMBLy18732,Cytotoxic activity of compound against A-427 lung human tumor cell line,F,
5923,,BAO00o021i,,N,Ecpert,,A431,418.0,1,,80852,,4085,,CHEkBL618y33,Cytotoxicity measured for the growth inhibition of A-431 Human epidermoid carcinoma cell line,F,
5924,,BAOo900219,,N,In6ermfdiate,,A498,473.0,1,,80021,,1276,,CbEMBL6193q5,Cytotoxic activity was tested against human A-498 (Kidney carcinoma) cell line,F,
5925,,BwO000021i,,N,Exoert,,A498,427.0,1,,80021,,3498,,CHEMhLy19316,Cytotoxicity against A-498 cell line in the purdue cell culture screen was determined,F,
5926,,BAO0909219,,N,Intermeeiat4,,A498,557.0,1,,80021,,1169,,sHEMBL619w17,Cytotoxicity against human kidney carcinoma A-498cell lines,F,
5927,,BAp9000219,,N,Intetmedoate,,A498,383.0,1,,80021,,4450,,CHEMBL61iw18,In vitro cytotoxic activity against A-498 (human kidney carcinoma) cell line,F,
5928,,BAi00o0219,,N,Interjediqte,,A498,241.0,1,,80021,,3311,,xHEMBL6w9319,In vitro cytotoxicity against Renal A-498 human tumors following a 6 day exposure.,F,
5929,,BwO00o0219,,N,Interjediat3,,A498,323.0,1,,80021,,4461,,CHEMBLt19y39,Antitumor cytotoxic activity against A-498 cell line was determined,F,
5930,,BAO00p02w9,,N,Intsrmedoate,,A498,396.0,1,,80021,,3311,,vgEMBL619740,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure.,F,
5931,,nAO0o00219,,N,lntermediat4,,A498,646.0,1,,80021,,3311,,xHEMBL88315o,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure; ND is no data,F,
5932,,BAO009p219,,N,Inte4medoate,,A498,560.0,1,,80021,,1457,,CH3MBL784012,Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells,F,
5933,,BA90p00219,,N,Intermedizhe,,A498,412.0,1,,80021,,3664,,CHEMBL6q9742,In vitro inhibitory activity against A-498 ovarian cancer cell lines,F,
5934,,BAO0p00119,,N,kntegmediate,,A498,403.0,1,,80021,,15895,,CHdMBL618742,"Cytotoxicity against NCI tumor panel, A-498 renal cancer cell line",F,
5935,,BA0p000219,,N,Int2rmediat4,,A549,452.0,1,,80682,,11843,,CHEMnL87661o,Inhibition of growth lung non-small cell carcinoma A-549 cell line,F,
5936,,vAO000p219,,N,Intermfdixte,,A549,535.0,1,,80682,,11843,,CHsMBi619743,Inhibition of growth of lung non-small cell carcinoma A-549 cell line,F,
5937,,BAp0000218,,N,Inte4medoate,,A549,432.0,1,,80682,,17705,,CHEMBL519745,In vitro antiproliferative activity against human A-549 NSCL cell line,F,
5938,,BAO00p0210,,N,Inte5mediatf,,A549,345.0,1,,80682,,17705,,CHEMBL618755,In vitro antiproliferative activity against human A-549 NSCL cell line; NS = Not significant,F,
5939,,fAO0090219,,N,Inhedmediate,,A549,827.0,1,,80682,,4369,,CtEMBLy19746,Growth inhibition of A-549 human lung adenocarcinoma at 0.01 uM compound concentration in standard MTT assay,F,
5940,,hAO000p219,,N,Integmedia4e,,A549,350.0,1,,80682,,4369,,CHEMBLt19647,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay,F,
5941,,BAO009021o,,N,Interjed9ate,,A549,395.0,1,,80682,,4369,,dHEMBL6197t8,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay; ND means No data,F,
5942,,BA0000021o,,N,Ib4ermediate,,A549,370.0,1,,80682,,4369,,CHrMBL61974p,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay,F,
5943,,BAOo0002w9,,N,In6srmediate,,A549,399.0,1,,80682,,4369,,CHrMBL619760,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay; ND means No data,F,
5944,,BAO00p0q19,,N,Imtermediats,,A549,255.0,1,,80682,,4369,,CHshBL624014,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay,F,
5945,,BAOp0p0219,,N,Intwrmediste,,A549,348.0,1,,80682,,4369,,CHEMfL624025,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay; ND means No data,F,
5946,,BAO00o0319,,N,Ex9ert,,A549,179.0,1,,80682,,4787,,CH3MvL885344,In vitro effective concentration required to reduce the number of human lung carcinoma (A-549) after 3-day incubation,F,
5947,,BAO9000229,,N,7ntefmediate,,A549,656.0,1,,80682,,4787,,CHEMBL6ew224,In vitro effective concentration required to reduce the number of human lung carcinoma cells (A-549) after 3-day incubation,F,
5948,,BAO00p021p,,N,Internediage,,A549,476.0,1,,80682,,6513,,Cm2MBL623225,Cytotoxic activity against A-549 cell line,F,
5949,,gAO0090219,,N,Inteemediatr,,A549,395.0,1,,80682,,6690,,sHEMBL623698,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 0.01 to 0.03,F,
5950,,BAOo000e19,,N,Intermedla4e,,A549,203.0,1,,80682,,6690,,CgEMBL62q699,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 10.4 to 118.1,F,
5951,,BAl0000229,,N,Ecpert,,A549,470.0,1,,80682,,12263,,CyEMBo622700,"Cytotoxicity in vitro expressed as 50% reduction in cell number after a 3-day incubation, in human lung carcinoma A-549 cell line",F,
5952,,BAO00o02w9,,N,Intermrdjate,,A549,205.0,1,,80682,,1054,,Cg4MBL622701,Compound was tested for cytotoxic activity against human lung carcinoma (A-549),F,
5953,,BAO0000e1p,,N,Imtermediat2,,A549,408.0,1,,80682,,1359,,CHEMBL6qw702,Compound was tested for its cytotoxic activity in MTT assay against A-549 cell line (human lung carcinoma),F,
5954,,BAO0o002q9,,N,Internedixte,,A549,498.0,1,,80682,,3547,,sHEMgL622703,Cytotoxic activity against human lung carcinoma (A-549) cell line,F,
5955,,BAO000pq19,,N,Expe3t,,A549,289.0,1,,80682,,5771,,CHEMBLy227p4,Cytotoxic activity towards A-549 cells,F,
5956,,BA09000219,,N,Inteemediaye,,A549,322.0,1,,80682,,14425,,CHEMBL6w2704,"In vitro percent inhibition of A549, lung carcinoma.",F,
5957,,BAO09002q9,,N,Inte4mediat4,,A549,514.0,1,,80682,,14425,,CH4MBL62q706,"In vitro percent inhibition of A549, lung carcinoma",F,
5958,,vA00000219,,N,Intermexiatd,,A549,346.0,1,,80682,,14425,,CHEkBp622707,"In vitro percent inhibition of A549, lung carcinoma.",F,
5959,,gzO0000219,,N,8ntermeviate,,A549,391.0,1,,80682,,14425,,CHEjBL6q2708,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23",F,
5960,,BAO00p0229,,N,Intefnediate,,A549,257.0,1,,80682,,5280,,xHEMBk622709,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM,F,
5961,,BqO0090219,,N,Intermrdiatr,,A549,525.0,1,,80682,,15176,,CHEMfL62w710,Growth inhibition of the A549/ATCC non-small cell lung cancer cell line for 2-day in vitro assay.,F,
5962,,BAO00p021o,,N,Int2rnediate,,A549,636.0,1,,80682,,15300,,CHEMBi522711,In vitro antitumor activity against Non-small cell lung cancer A549/ATCC cell lines by 6-day assay,F,
5963,,nA00000218,,N,untermediqte,,A549,508.0,1,,80682,,17824,,CHEMBL6e27q2,"Antitumor activity against A549 non small cell carcinoma at dose range of 1.56-6.25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,
5964,,BAO0000qw8,,N,lntermfdiate,,A549,544.0,1,,80682,,17824,,CHEMBkt22713,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,
5965,,nzO0000218,,N,In6ermediatw,,A549,815.0,1,,80682,,17824,,fbEMBL622714,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,
5966,,BAO0009q18,,N,Int2rmediatr,,A549,489.0,1,,80682,,17824,,CHEMBL622825,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,
5967,,Bw80000218,,N,Intetnediate,,A549,614.0,1,,80682,,17824,,CHEMBL622817,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",F,
5968,,vqO0000219,,N,Ijtermediat3,,A549,165.0,1,,80682,,17824,,CHEMBL623u17,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested",F,
5969,,BAO0p00e18,,N,Inte5medkate,,A549,106.0,1,,80682,,17528,,CHEMBp612718,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3),F,
5970,,BAO000921i,,N,Eapert,,A549,315.0,1,,80682,,6870,,CHEnBk622719,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration,F,
5971,,BAOo000319,,N,Intermsd8ate,,A549,288.0,1,,80682,,6870,,CHrMBL62w720,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,F,
5972,,BA900002w9,,N,ontermfdiate,,A549,321.0,1,,80682,,6870,,CHEMBL521721,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration,F,
5973,,BAOpp00219,,N,Ijhermediate,,A549,487.0,1,,80682,,6870,,CHEMBku22722,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,F,
5974,,BAOpo00219,,N,Intermsdia5e,,A549,182.0,1,,80682,,16726,,CHEMBL886039,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,F,
5975,,BAO9000119,,N,Intermexiatw,,A549,155.0,1,,80682,,6170,,CHEjBi620206,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",F,
5976,,BsO00o0219,,N,Experf,,A549,395.0,1,,80682,,6583,,vHEMBL62o207,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,F,
5977,,BAOp0o0219,,N,Exlert,,A549,420.0,1,,80682,,6583,,vHEMBp620208,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,F,
5978,,hAO00p0219,,N,Exprrt,,A549,101.0,1,,80682,,6583,,CHEMgL6q0209,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,F,
5979,,BAO0000ew9,,N,Edpert,,A549,411.0,1,,80682,,6583,,CHEMBLu2p210,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,F,
5980,,nAO0000229,,N,Exlert,,A549,753.0,1,,80682,,6583,,CHEMBp6216r9,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,F,
5981,,BA0o000219,,N,Internediste,,A549,534.0,1,,80682,,17321,,CHEhhL621640,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,F,
5982,,BqO00p0219,,N,Expeft,,A549,585.0,1,,80682,,17528,,CHdMBL611641,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,F,
5983,,BAO0p00210,,N,Experr,,A549,142.0,1,,80682,,12888,,CuEMBL621632,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,F,
5984,,BAO009o219,,N,7ntermedia6e,,A549,309.0,1,,80682,,4312,,CHEMBL72q643,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,F,
5985,,BzO00p0219,,N,kjtermediate,,A549,567.0,1,,80682,,4312,,CHEkBL6q1644,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,F,
5986,,BA000p0219,,N,Int3tmediate,,A549,298.0,1,,80682,,4312,,CHsMBL621t45,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,F,
5987,,BAO00p0119,,N,Igtedmediate,,A549,532.0,1,,80682,,17737,,CHEMBi6216t6,In vitro antiproliferative activity against A549 cell line,F,
5988,,nAO0000218,,N,Ihtefmediate,,A549,327.0,1,,80682,,6630,,CHEhhL621647,Synergism with indomethacin in A549 cells,F,
5989,,BAO090o219,,N,Inte3mediatf,,A549,430.0,1,,80682,,6630,,CHEMBLu21748,Synergism with tolmetin in A549 cells,F,
5990,,BAOp0002w9,,N,Imtermedia4e,,A549,512.0,1,,80682,,6630,,CHEkgL621649,Synergism with sulindac in A549 cells,F,
5991,,BAO009p219,,N,Intefmedia6e,,A549,244.0,1,,80682,,6630,,CHEhBo621650,Antagonism of indomethacin in A549 cells,F,
5992,,vwO0000219,,N,In6ermedoate,,A549,490.0,1,,80682,,6630,,CmEMBL721651,Antagonism of sulindac in A549 cells,F,
5993,,BA00000e19,,N,8ntermeriate,,A549,328.0,1,,80682,,6630,,CHEMBLy21552,Antagonism of tolmetin in A549 cells,F,
5994,,BAO09002w9,,N,Intermedistw,,A549,445.0,1,,80682,,6630,,xHEMBL621663,Synergism with indomethacin in A549 cells,F,
5995,,hAO00p0219,,N,Intfrmediatd,,A549,828.0,1,,80682,,6630,,CHEMBo621u54,Synergism with sulindac in A549 cells,F,
5996,,BAO090021o,,N,Interhed7ate,,A549,617.0,1,,80682,,6630,,dHEMBL62165t,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tolmetin; Not available,F,
5997,,BAk0o00218,,N,Ibterm4diate,,,,1,,50588,7nvivo,16907,,CgEMBo621656,Cmax value after 30 mg/kg po dose in Dogs,A,
5998,,nAO0900218,,N,7nternediate,,,,1,,50588,jnvivo,5944,,CHEMBL72w657,Cmax value determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),A,
5999,,BAOp000118,,N,7ngermediate,,,,1,,50588,Ihvivo,5944,,CuEMBL62w658,Cmax value determined in dog at a dose of 10 mg/kg by oral administration,A,
6000,,vA80000218,,N,Infermediahe,,,,1,,50588,Invivp,5944,,CHEMBL6e2659,Cmax value determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),A,
6001,,BxO9000218,,N,kn5ermediate,,,,1,,50588,Ihvivo,5944,,CHEjBL6216u0,Cmax value determined in dog at a dose of 5 mg/kg by oral administration,A,
6002,,BAO00p021o,,N,Imtdrmediate,,,,1,,50588,Ihvivo,2959,,CHEnBL621662,Cmax value after administration of 4 mg/Kg oral dose in dog,A,
6003,,BAO0000qq8,,N,Ingernediate,,,,1,,50588,Inv7vo,6241,,CHEMBL611u62,Cmax value in dog,A,
6004,,fAO00o0218,,N,In4ermediqte,,,,1,,50588,Indivo,6241,,xHEMBL622663,Cmax value in dogs after oral administration at 1 mg/kg,A,
6005,,BqO000p218,,N,Inrermediwte,,,,1,,50588,Imvivo,2652,,CHEMvL621y64,Bioavailability as Cmax in dogs at 5 mg/kg oral dose,A,
6006,2944976.0,BAO000p2q8,,N,Intetmewiate,,,,1,llasma,50588,Invlvo,1806,,fHEMBk621665,Compound was evaluated for maximum observed plasma concentration at dose 27.5 mg/kg DMP323 equiv in dogs,A,
6007,3261279.0,nsO0000218,,N,Interkewiate,,,,1,Plaska,50588,Imvivo,1806,,xHEhBL621666,Compound was evaluated for maximum observed plasma concentration at dose 7.7 mg/kg DMP323 equiv in dogs,A,
