assay_id,confidence_score,src_assay_id,bao_format,curated_by,tissue_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
10783,1,,BAO_0000218,Intermediate,,5983,Pharmacokinetic property (F) was measured in rat at the dose of 0.32 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,
10784,1,,BAO_0000218,Intermediate,,5739,Oral bioavailability in rat (dose 20 mg/kg p.o.),A,In vivo,,Rattus norvegicus,10116.0,
10785,1,,BAO_0000218,Intermediate,,3579,Cmax at a dose of 30 mg/kg in rat,A,In vivo,,Rattus norvegicus,10116.0,
10786,0,,BAO_0000218,Autocuration,,17788,Cmax in monkeys at a dose of 1 mg/kg,A,In vivo,,Simiiformes,314293.0,
10787,1,,BAO_0000218,Intermediate,,14956,Cmax in rat,A,In vivo,,Rattus norvegicus,10116.0,
10788,1,,BAO_0000218,Intermediate,,17788,Cmax in rats at a dose of 1 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,
10789,1,,BAO_0000218,Intermediate,,9750,Cmax was measured in mice after an oral dose of 50 mg/kg.,A,In vivo,,Mus musculus,10090.0,
10790,0,,BAO_0000218,Autocuration,,12767,"Cmax value at a dose of 12.7 uM/kg, po",A,In vivo,,,,
10791,0,,BAO_0000218,Autocuration,,12767,"Cmax value at a dose of 6.3 uM/kg, iv",A,In vivo,,,,
10792,0,,BAO_0000218,Autocuration,,12767,"Cmax value at a dose of 7.1 uM/kg, iv",A,In vivo,,,,
10793,0,,BAO_0000218,Autocuration,,12703,Cmax value of compound was determined after 1 hr,A,In vivo,,,,
10794,0,,BAO_0000218,Autocuration,,15778,Cmax value of the compound,A,In vivo,,,,
10795,1,,BAO_0000218,Intermediate,,12818,Cmax value administered intraintestinal in rats.,A,In vivo,,Rattus norvegicus,10116.0,
10796,1,,BAO_0000218,Intermediate,,14964,Cmax value administered perorally was determined in rat; Not determined,A,In vivo,,Rattus norvegicus,10116.0,
10797,0,,BAO_0000218,Autocuration,,15808,Cmax value at the dose of 2.3 mg/kg,A,In vivo,,,,
10798,0,,BAO_0000218,Autocuration,,15808,Cmax value at the dose of 5 mg/kg,A,In vivo,,,,
10799,0,,BAO_0000218,Autocuration,,15778,Cmax value in the period of 8 hr after dosing. ,A,In vivo,,,,
10800,0,,BAO_0000218,Autocuration,,3715,Cmax value at a oral dose of 20 mg/kg; Not tested,A,In vivo,,,,
10801,0,,BAO_0000218,Autocuration,,3715,Cmax value at a oral dose of 20 mg/kg,A,In vivo,,,,
10802,1,,BAO_0000218,Intermediate,,1446,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,A,In vivo,,Rattus norvegicus,10116.0,
10803,1,,BAO_0000218,Intermediate,,15240,Cmax(ng /mL)values after oral administration of 10 mg/kg in guinea pig.,A,In vivo,,Cavia porcellus,10141.0,
10804,1,,BAO_0000218,Intermediate,,15240,Cmax(ng /mL)values after oral administration of 10 mg/kg in rat.,A,In vivo,,Rattus norvegicus,10116.0,
10805,1,,BAO_0000218,Intermediate,1969.0,14810,Compound at a dose of 10 mg/kg was orally administered to rats and maximum plasma concentration was reported,A,In vivo,,Rattus norvegicus,10116.0,
10806,1,,BAO_0000218,Intermediate,1969.0,14239,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,A,In vivo,,Mus musculus,10090.0,
10807,1,,BAO_0000218,Intermediate,2107.0,12555,Compound was evaluated for maximum plasma concentration levels in dogs for the orally delivered compound in 0.05 M citric acid,A,In vivo,,Canis lupus familiaris,9615.0,
10808,1,,BAO_0000218,Intermediate,,10754,Compound was evaluated in vivo for its concentration after a peroral administration 40 mg/kg in dogs.,A,In vivo,,Canis lupus familiaris,9615.0,
10809,1,,BAO_0000218,Intermediate,178.0,10754,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a intramuscular administration 40 mg/kg in mice,A,In vivo,,Mus musculus,10090.0,
10810,1,,BAO_0000218,Intermediate,178.0,10754,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration 40 mg/kg in mice,A,In vivo,,Mus musculus,10090.0,
10811,1,,BAO_0000218,Intermediate,178.0,10754,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration of 40 mg/kg in mice,A,In vivo,,Mus musculus,10090.0,
10812,1,,BAO_0000218,Intermediate,178.0,10754,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice,A,In vivo,,Mus musculus,10090.0,
10813,1,,BAO_0000218,Intermediate,178.0,10754,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice.,A,In vivo,,Mus musculus,10090.0,
10814,1,,BAO_0000218,Intermediate,,14600,Compound was tested Growth Hormone(GH) release after 0.5 mg/kg administration (Po) in Beagle dogs,F,In vivo,,Canis lupus familiaris,9615.0,
10815,1,,BAO_0000218,Intermediate,,14600,Compound was tested Growth Hormone(GH) release after 10 mg/kg administration (Po) in Beagle dogs,F,In vivo,,Canis lupus familiaris,9615.0,
10816,1,,BAO_0000218,Intermediate,,14600,Compound was tested Growth Hormone(GH) release after 2.5 mg/kg administration (Po) in Beagle dogs,F,In vivo,,Canis lupus familiaris,9615.0,
10817,1,,BAO_0000218,Intermediate,1969.0,13543,Bioavailability as maximal plasma concentration in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
10818,1,,BAO_0000218,Intermediate,1969.0,13543,Bioavailability as maximal plasma concentration in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
10819,1,,BAO_0000218,Intermediate,1969.0,13543,Bioavailability as maximal plasma concentration in rats,A,In vivo,,Rattus norvegicus,10116.0,
10820,0,,BAO_0000218,Autocuration,1969.0,13543,Bioavailability as maximal plasma concentration in rats,A,In vivo,,Rattus norvegicus,10116.0,
10821,1,,BAO_0000218,Intermediate,178.0,14600,Compound was tested for maximum blood concentration after 0.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,A,In vivo,,Canis lupus familiaris,9615.0,
10822,1,,BAO_0000218,Intermediate,178.0,14600,Compound was tested for maximum blood concentration after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,A,In vivo,,Canis lupus familiaris,9615.0,
10823,1,,BAO_0000218,Intermediate,178.0,14600,Compound was tested for maximum blood concentration after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,A,In vivo,,Canis lupus familiaris,9615.0,
10824,1,,BAO_0000218,Intermediate,178.0,14600,Compound was tested for maximum concentration in blood after 0.5 mg/kg administration (Po) in Beagle dogs; nd = Not Detectable,A,In vivo,,Canis lupus familiaris,9615.0,
10825,1,,BAO_0000218,Intermediate,178.0,14600,Compound was tested for maximum concentration in blood after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,A,In vivo,,Canis lupus familiaris,9615.0,
10826,1,,BAO_0000218,Intermediate,178.0,14600,Compound was tested for maximum concentration in blood after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,A,In vivo,,Canis lupus familiaris,9615.0,
10827,1,,BAO_0000218,Intermediate,,14681,Compound was tested for maximum observed concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,A,In vivo,,Rattus norvegicus,10116.0,
10828,0,,BAO_0000218,Autocuration,,15905,Compound was tested for the max. conc. when administered perorally(po) 30 mg/kg,A,In vivo,,,,
10829,0,,BAO_0000218,Autocuration,1969.0,15905,Compound was tested for the max. plasma conc. when administered intraperitoneally (ip) 30 mg/kg.,A,In vivo,,,,
10830,1,,BAO_0000218,Intermediate,1969.0,13304,"Drug plasma level in rat was determined on the last day of dosing at 1,2,4.8 and 24 hr and ED50 was evaluated",A,In vivo,,Rattus norvegicus,10116.0,
10831,1,,BAO_0000218,Intermediate,1969.0,15137,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats after 30 min.,A,In vivo,,Rattus norvegicus,10116.0,
10832,1,,BAO_0000218,Intermediate,1969.0,15137,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats after 30 min.,A,In vivo,,Rattus norvegicus,10116.0,
10833,1,,BAO_0000218,Intermediate,1969.0,15137,Effect of ip administration of compound on plasma concentration of corticosterone (CTS) in rats after 30 min.,A,In vivo,,Rattus norvegicus,10116.0,
10834,1,,BAO_0000218,Intermediate,1969.0,15137,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats after 30 min.,A,In vivo,,Rattus norvegicus,10116.0,
10835,1,,BAO_0000218,Intermediate,1969.0,15137,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats after 30 min.,A,In vivo,,Rattus norvegicus,10116.0,
10836,1,,BAO_0000218,Intermediate,1969.0,14839,In vivo antitumor efficacy expressed as maximum plasma concentration 0.4 hr after a peroral dose of 25 mg/kg in cynomolgus monkeys,A,In vivo,,Macaca fascicularis,9541.0,
10837,1,,BAO_0000218,Intermediate,1969.0,14839,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,A,In vivo,,Mus musculus,10090.0,
10838,1,,BAO_0000218,Intermediate,1969.0,14839,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,A,In vivo,,Mus musculus,10090.0,
10839,1,,BAO_0000218,Intermediate,1969.0,14839,In vivo antitumor efficacy expressed as maximum plasma concentration after a peroral dose of 10 mg/kg in cynomolgus monkeys,A,In vivo,,Macaca fascicularis,9541.0,
10840,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.89-1.24,A,,,Rattus norvegicus,10116.0,
10841,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-2.58,A,,,Rattus norvegicus,10116.0,
10842,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.24-0.28,A,,,Rattus norvegicus,10116.0,
10843,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.52-0.62,A,,,Rattus norvegicus,10116.0,
10844,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.68-0.84,A,,,Rattus norvegicus,10116.0,
10845,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.75-1.03,A,,,Rattus norvegicus,10116.0,
10846,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.96-2.46,A,,,Rattus norvegicus,10116.0,
10847,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.36-0.42,A,,,Rattus norvegicus,10116.0,
10848,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.82,A,,,Rattus norvegicus,10116.0,
10849,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.24-1.46,A,,,Rattus norvegicus,10116.0,
10850,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.36-3.96,A,,,Rattus norvegicus,10116.0,
10851,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.24-0.29,A,,,Rattus norvegicus,10116.0,
10852,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.39-0.74,A,,,Rattus norvegicus,10116.0,
10853,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.79-0.85,A,,,Rattus norvegicus,10116.0,
10854,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.64-0.86,A,,,Rattus norvegicus,10116.0,
10855,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.68-2.23,A,,,Rattus norvegicus,10116.0,
10856,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.19-0.23,A,,,Rattus norvegicus,10116.0,
10857,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.22-0.29,A,,,Rattus norvegicus,10116.0,
10858,1,,BAO_0000218,Intermediate,948.0,8418,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.75,A,,,Rattus norvegicus,10116.0,
10859,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.42-1.82,A,,,Rattus norvegicus,10116.0,
10860,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-3.12,A,,,Rattus norvegicus,10116.0,
10861,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.62-0.92,A,,,Rattus norvegicus,10116.0,
10862,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.12-2.04,A,,,Rattus norvegicus,10116.0,
10863,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.59-2.03,A,,,Rattus norvegicus,10116.0,
10864,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.14-1.4,A,,,Rattus norvegicus,10116.0,
10865,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.56-1.83,A,,,Rattus norvegicus,10116.0,
10866,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.73,A,,,Rattus norvegicus,10116.0,
10867,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 1.67-2.11,A,,,Rattus norvegicus,10116.0,
10868,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.64-3.43,A,,,Rattus norvegicus,10116.0,
10869,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 3.18-4.74,A,,,Rattus norvegicus,10116.0,
10870,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.62-1.13,A,,,Rattus norvegicus,10116.0,
10871,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.73-2.64,A,,,Rattus norvegicus,10116.0,
10872,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 13.02-19.07,A,,,Rattus norvegicus,10116.0,
10873,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.89-1.19,A,,,Rattus norvegicus,10116.0,
10874,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.17-1.48,A,,,Rattus norvegicus,10116.0,
10875,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.48-0.72,A,,,Rattus norvegicus,10116.0,
10876,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.57,A,,,Rattus norvegicus,10116.0,
10877,1,,BAO_0000218,Intermediate,2113.0,8418,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.99-1.24,A,,,Rattus norvegicus,10116.0,
10878,1,,BAO_0000218,Intermediate,2107.0,8418,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.23-1.78,A,,,Rattus norvegicus,10116.0,
10879,1,,BAO_0000218,Intermediate,2107.0,8418,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.43-2.92,A,,,Rattus norvegicus,10116.0,
10880,1,,BAO_0000218,Intermediate,2107.0,8418,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.81-1.18,A,,,Rattus norvegicus,10116.0,
10881,1,,BAO_0000218,Intermediate,2107.0,8418,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.37-1.74,A,,,Rattus norvegicus,10116.0,
10882,1,,BAO_0000218,Intermediate,2107.0,8418,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 4.01-4.81,A,,,Rattus norvegicus,10116.0,
10883,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,
10884,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration,A,,,Canis lupus familiaris,9615.0,
10885,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0,
10886,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),A,,,Canis lupus familiaris,9615.0,
10887,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),A,,,Canis lupus familiaris,9615.0,
10888,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,
10889,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration,A,,,Rattus norvegicus,10116.0,
10890,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0,
10891,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration (0-5 hr),A,,,Rattus norvegicus,10116.0,
10892,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),A,,,Rattus norvegicus,10116.0,
10893,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),A,,,Rattus norvegicus,10116.0,
10894,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0,
10895,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration,A,,,Rattus norvegicus,10116.0,
10896,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0,
10897,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration (0-5 hr),A,,,Rattus norvegicus,10116.0,
10898,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),A,,,Rattus norvegicus,10116.0,
10899,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),A,,,Rattus norvegicus,10116.0,
10900,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0,
10901,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration,A,,,Rattus norvegicus,10116.0,
10902,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0,
10903,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration (0-5 hr),A,,,Rattus norvegicus,10116.0,
10904,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0 - 5 hr),A,,,Rattus norvegicus,10116.0,
10905,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),A,,,Rattus norvegicus,10116.0,
10906,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0,
10907,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration,A,,,Rattus norvegicus,10116.0,
10908,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0,
10909,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),A,,,Rattus norvegicus,10116.0,
10910,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),A,,,Rattus norvegicus,10116.0,
10911,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),A,,,Rattus norvegicus,10116.0,
10912,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),A,,,Rattus norvegicus,10116.0,
10913,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.312 mg/kg after ip administration,A,,,Canis lupus familiaris,9615.0,
10914,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0,
10915,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.625 mg/kg after ip administration,A,,,Canis lupus familiaris,9615.0,
10916,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,
10917,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,
10918,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 10 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0,
10919,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,
10920,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,
10921,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,
10922,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0,
10923,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),A,,,Canis lupus familiaris,9615.0,
10924,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),A,,,Canis lupus familiaris,9615.0,
10925,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),A,,,Canis lupus familiaris,9615.0,
10926,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration,A,,,Canis lupus familiaris,9615.0,
10927,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),A,,,Canis lupus familiaris,9615.0,
10928,1,,BAO_0000218,Intermediate,,6996,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),A,,,Canis lupus familiaris,9615.0,
10929,1,,BAO_0000218,Intermediate,1637.0,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -2/-14,A,In vivo,,Canis lupus familiaris,9615.0,
10930,1,,BAO_0000218,Intermediate,1637.0,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -4/-4,A,In vivo,,Canis lupus familiaris,9615.0,
10931,1,,BAO_0000218,Intermediate,1637.0,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; 4/7,A,In vivo,,Canis lupus familiaris,9615.0,
10932,1,,BAO_0000218,Intermediate,1637.0,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3/10 range; -3/0/4,A,In vivo,,Canis lupus familiaris,9615.0,
10933,1,,BAO_0000218,Intermediate,1637.0,9025,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; -6/0,A,In vivo,,Canis lupus familiaris,9615.0,
