assay_id,assay_type,assay_test_type,assay_tax_id,assay_strain,tid,curated_by,description,src_assay_id,chembl_id,assay_category,doc_id,assay_organism,assay_tissue,assay_cell_type,assay_subcellular_fraction,relationship_type
6394,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 5 mg/kg),,CHEMBL623173,,6265,Canis lupus familiaris,,,,N
6395,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,,CHEMBL623174,,5654,Canis lupus familiaris,,,,N
6396,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,,CHEMBL623175,,5654,Canis lupus familiaris,,,,N
6397,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in Beagle dogs after Per oral administration at dose of 50(mg/kg),,CHEMBL623340,,16456,Canis lupus familiaris,,,,N
6398,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 5 mg/kg),,CHEMBL623341,,5302,Canis lupus familiaris,,,,N
6399,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (p.o. dosing of 0.05 M citric acid/0.05 M hydrochloric acid solution),,CHEMBL623342,,3624,Canis lupus familiaris,,,,N
6400,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability of active FTIs in dogs,,CHEMBL623343,,16452,Canis lupus familiaris,,,,N
6401,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),,CHEMBL623344,,5802,Canis lupus familiaris,,,,N
6402,A,In vivo,9615.0,,50588,Expert,Oral bioavailability of compound determined in dog after iv administration at a dose of 10 mg/kg,,CHEMBL623345,,3598,Canis lupus familiaris,,,,N
6403,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL875832,,17839,Canis lupus familiaris,,,,N
6404,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623346,,6762,Canis lupus familiaris,,,,N
6405,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623347,,6821,Canis lupus familiaris,,,,N
6406,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability of compound was determined in dog; Not tested,,CHEMBL623348,,6821,Canis lupus familiaris,,,,N
6407,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623349,,5210,Canis lupus familiaris,,,,N
6408,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability (10 mg/kg) was determined in dog,,CHEMBL623350,,6227,Canis lupus familiaris,,,,N
6409,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability,,CHEMBL623351,,761,Canis lupus familiaris,,,,N
6410,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dosed as neat powder in hard gelatin capsule),,CHEMBL623352,,761,Canis lupus familiaris,,,,N
6411,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability administered in solution in rats,,CHEMBL623353,,761,Canis lupus familiaris,,,,N
6412,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability after 30 mg/kg po dose in Dogs,,CHEMBL875833,,16907,Canis lupus familiaris,,,,N
6413,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability at a dose of 1 mg/kg in dogs,,CHEMBL623354,,5474,Canis lupus familiaris,,,,N
6414,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 1 mg/kg p.o.),,CHEMBL623355,,6535,Canis lupus familiaris,,,,N
6415,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in Dog; ND = not determined,,CHEMBL623356,,6535,Canis lupus familiaris,,,,N
6416,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623357,,3352,Canis lupus familiaris,,,,N
6417,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623358,,6168,Canis lupus familiaris,,,,N
6418,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623359,,5988,Canis lupus familiaris,,,,N
6419,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623360,,4942,Canis lupus familiaris,,,,N
6420,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dogs; No data,,CHEMBL623361,,4942,Canis lupus familiaris,,,,N
6421,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability measured in dogs,,CHEMBL623362,,14541,Canis lupus familiaris,,,,N
6422,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623363,,4449,Canis lupus familiaris,,,,N
6423,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability was calculated in dog,,CHEMBL623364,,6057,Canis lupus familiaris,,,,N
6424,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability after 0.3 mg/kg po administration in dog,,CHEMBL875834,,5600,Canis lupus familiaris,,,,N
6425,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (i.v. dosing),,CHEMBL623365,,5542,Canis lupus familiaris,,,,N
6426,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623366,,5542,Canis lupus familiaris,,,,N
6427,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in Beagle dog at a dose of 2 mg/kg by po administration,,CHEMBL623367,,5546,Canis lupus familiaris,,,,N
6428,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in Beagle dogs,,CHEMBL623368,,4514,Canis lupus familiaris,,,,N
6429,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623369,,3624,Canis lupus familiaris,,,,N
6430,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623370,,3854,Canis lupus familiaris,,,,N
6431,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623371,,5836,Canis lupus familiaris,,,,N
6432,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL623372,,5940,Canis lupus familiaris,,,,N
6433,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL621351,,6168,Canis lupus familiaris,,,,N
6434,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL621352,,6227,Canis lupus familiaris,,,,N
6435,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL621353,,6251,Canis lupus familiaris,,,,N
6436,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL621354,,6448,Canis lupus familiaris,,,,N
6437,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL621355,,6647,Canis lupus familiaris,,,,N
6438,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL621356,,5940,Canis lupus familiaris,,,,N
6439,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL621357,,933,Canis lupus familiaris,,,,N
6440,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL621358,,5210,Canis lupus familiaris,,,,N
6441,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dosed as a mixture of five compounds at 0.5 mg/kg each via i.v. only),,CHEMBL621359,,6642,Canis lupus familiaris,,,,N
6442,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),,CHEMBL621360,,6641,Canis lupus familiaris,,,,N
6443,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),,CHEMBL621361,,6642,Canis lupus familiaris,,,,N
6444,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL621362,,5472,Canis lupus familiaris,,,,N
6445,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL621363,,5985,Canis lupus familiaris,,,,N
6446,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL621364,,15660,Canis lupus familiaris,,,,N
6447,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 0.2 mg/kg i.v.),,CHEMBL621166,,5530,Canis lupus familiaris,,,,N
6448,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 1 mg/kg i.v.),,CHEMBL621167,,5530,Canis lupus familiaris,,,,N
6449,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability (F) in dogs,,CHEMBL621168,,6305,Canis lupus familiaris,,,,N
6450,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog,,CHEMBL621169,,5210,Canis lupus familiaris,,,,N
6451,A,In vivo,9615.0,,50588,Intermediate,Bioavailability in dog,,CHEMBL875950,,5238,Canis lupus familiaris,,,,N
6452,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 10 mg/kg),,CHEMBL621170,,5668,Canis lupus familiaris,,,,N
6453,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability after peroral administration at 5 mpk in Dog,,CHEMBL621171,,5668,Canis lupus familiaris,,,,N
6454,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 5 mg/kg),,CHEMBL621172,,5668,Canis lupus familiaris,,,,N
6455,A,In vivo,9615.0,,50588,Intermediate,Oral bioavailability in dog (dose 10 mg/kg),,CHEMBL621173,,6084,Canis lupus familiaris,,,,N
6456,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 4 hours,,CHEMBL621174,,6599,Mus musculus,Kidney,CCRF S-180,,N
6457,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 8 hours,,CHEMBL621175,,6599,Mus musculus,Kidney,CCRF S-180,,N
6458,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 1 hour,,CHEMBL621176,,6599,Mus musculus,Liver,CCRF S-180,,N
6459,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 2 hours,,CHEMBL621177,,6599,Mus musculus,Liver,CCRF S-180,,N
6460,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 30 minutes,,CHEMBL621178,,6599,Mus musculus,Liver,CCRF S-180,,N
6461,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 4 hours,,CHEMBL621179,,6599,Mus musculus,Liver,CCRF S-180,,N
6462,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 8 hours,,CHEMBL621180,,6599,Mus musculus,Liver,CCRF S-180,,N
6463,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 1 hour,,CHEMBL875951,,6599,Mus musculus,Lung,CCRF S-180,,N
6464,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 2 hours,,CHEMBL621181,,6599,Mus musculus,Lung,CCRF S-180,,N
6465,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 30 minutes,,CHEMBL621182,,6599,Mus musculus,Lung,CCRF S-180,,N
6466,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 4 hours,,CHEMBL621183,,6599,Mus musculus,Lung,CCRF S-180,,N
6467,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 8 hours,,CHEMBL621184,,6599,Mus musculus,Lung,CCRF S-180,,N
6468,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 1 hour,,CHEMBL621185,,6599,Mus musculus,,CCRF S-180,,N
6469,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice muscle bearing S180 tumor cell line for 2 hours,,CHEMBL621186,,6599,Mus musculus,,CCRF S-180,,N
6470,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 30 minutes,,CHEMBL621187,,6599,Mus musculus,,CCRF S-180,,N
6471,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 4 hours,,CHEMBL621188,,6599,Mus musculus,,CCRF S-180,,N
6472,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 8 hours,,CHEMBL621189,,6599,Mus musculus,,CCRF S-180,,N
6473,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice spleen bearing S180 tumor cell line for 1 hour,,CHEMBL621190,,6599,Mus musculus,Spleen,CCRF S-180,,N
6474,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 2 hours,,CHEMBL618520,,6599,Mus musculus,Spleen,CCRF S-180,,N
6475,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 30 minutes,,CHEMBL621739,,6599,Mus musculus,Spleen,CCRF S-180,,N
6476,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 4 hours,,CHEMBL621740,,6599,Mus musculus,Spleen,CCRF S-180,,N
6477,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 8 hours,,CHEMBL621741,,6599,Mus musculus,Spleen,CCRF S-180,,N
6478,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 1 hour,,CHEMBL621742,,6599,Mus musculus,,CCRF S-180,,N
6479,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 2 hours,,CHEMBL621743,,6599,Mus musculus,,CCRF S-180,,N
6480,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 30 minutes,,CHEMBL621744,,6599,Mus musculus,,CCRF S-180,,N
6481,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 4 hours,,CHEMBL621745,,6599,Mus musculus,,CCRF S-180,,N
6482,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 8 hours,,CHEMBL621746,,6599,Mus musculus,,CCRF S-180,,N
6483,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 1 hour,,CHEMBL621747,,6599,Mus musculus,,CCRF S-180,,N
6484,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 2 hours,,CHEMBL621748,,6599,Mus musculus,,CCRF S-180,,N
6485,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 30 minutes,,CHEMBL621749,,6599,Mus musculus,,CCRF S-180,,N
6486,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 4 hours,,CHEMBL621750,,6599,Mus musculus,,CCRF S-180,,N
6487,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 8 hours,,CHEMBL621751,,6599,Mus musculus,,CCRF S-180,,N
6488,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 1 hour,,CHEMBL621752,,6599,Mus musculus,Heart,CCRF S-180,,N
6489,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 2 hours,,CHEMBL621753,,6599,Mus musculus,Heart,CCRF S-180,,N
6490,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 30 minutes,,CHEMBL875955,,6599,Mus musculus,Heart,CCRF S-180,,N
6491,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 4 hours,,CHEMBL621754,,6599,Mus musculus,Heart,CCRF S-180,,N
6492,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 8 hours,,CHEMBL621755,,6599,Mus musculus,Heart,CCRF S-180,,N
6493,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 1 hour,,CHEMBL621756,,6599,Mus musculus,Liver,CCRF S-180,,N
6494,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 2 hours,,CHEMBL624199,,6599,Mus musculus,Liver,CCRF S-180,,N
6495,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 30 minutes,,CHEMBL624200,,6599,Mus musculus,Liver,CCRF S-180,,N
6496,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 4 hours,,CHEMBL624375,,6599,Mus musculus,Liver,CCRF S-180,,N
6497,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 8 hours,,CHEMBL624376,,6599,Mus musculus,Liver,CCRF S-180,,N
6498,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 1 hour,,CHEMBL624377,,6599,Mus musculus,Lung,CCRF S-180,,N
6499,A,,10090.0,,50594,Intermediate,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/lung bearing S180 tumor cell line for 2 hours,,CHEMBL624378,,6599,Mus musculus,Lung,CCRF S-180,,N
6500,F,,107673.0,,50067,Intermediate,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,CHEMBL857901,,12269,aeinetobacter anitrotap,,,,N
6501,F,,107673.0,,50067,Intermediate,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,CHEMBL875274,,12269,Acinetobacter calcoaceticus subsp. anitratus,,,,N
6502,F,,107673.0,,50067,Intermediate,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,CHEMBL624379,,12269,Acinetobacter calcoaceticus subsp. anitratus,,,,N
6503,F,,107673.0,,50067,Intermediate,Compound tested for the antimicrobial activity against Acinetobacter anitratus,,CHEMBL624380,,12269,aeinetobacter anitrotap,,,,N
6504,F,,471.0,,50192,Intermediate,Activity against Acinetobacter calcoaceticus (AC54),,CHEMBL624381,,10624,Acinetobacter calcoaceticus,,,,N
6505,F,,28377.0,,50714,Intermediate,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates no prolonged biological activity,,CHEMBL624382,,17216,Anolis carolinensis,,,,N
6506,F,,28377.0,,50714,Intermediate,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates prolonged biological activity,,CHEMBL624383,,17216,Anolis carolinensis,,,,N
6507,F,,1655.0,,50296,Intermediate,Chlorohexidine coefficient for Actinomyces naeslundii 631,,CHEMBL624384,,9560,Actinomyces naeslundii,,,,N
6508,F,,1655.0,,50296,Intermediate,Chlorohexidine coefficient for Actinomyces naeslundii B74,,CHEMBL624385,,9560,Actinomyces naeslundii,,,,N
6509,F,,1655.0,,50296,Intermediate,Chlorohexidine coefficient for Actinomyces naeslundii N/3,,CHEMBL624386,,9560,Actinomyces naeslundii,,,,N
6510,F,,1655.0,,50296,Intermediate,Chlorohexidine coefficient for Actinomyces naeslundii N/9,,CHEMBL624387,,9560,Actinomyces naeslundii,,,,N
6511,F,,1655.0,,50296,Intermediate,Plaque bactericidal index against Actinomyces naeslundii 631,,CHEMBL624388,,9560,Actinomyces naeslundii,,,,N
6512,F,,1655.0,,50296,Intermediate,Plaque bactericidal index against Actinomyces naeslundii N/9,,CHEMBL624389,,9560,Actinomyces naeslundii,,,,N
6513,F,,1655.0,,50296,Intermediate,Plaque bactericidal index against Actinomyces naeslundii B74,,CHEMBL624390,,9560,Actinomyces naeslundii,,,,N
6514,F,,1655.0,,50296,Intermediate,Plaque bactericidal index against Actinomyces naeslundii N/3,,CHEMBL875275,,9560,Actinomyces naeslundii,,,,N
6515,F,,85549.0,,50056,Intermediate,Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay,,CHEMBL624391,,114,Artemia salina,,,,N
6516,F,,85549.0,,50056,Intermediate,"Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay; highest level tested, showed <100% activity",,CHEMBL623636,,114,Artemia salina,,,,N
6517,F,,6253.0,,50532,Intermediate,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 0 uM,,CHEMBL623637,,10841,Ascaris suum,,,,N
6518,F,,6253.0,,50532,Intermediate,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 10 uM,,CHEMBL623638,,10841,Ascaris suum,,,,N
6519,F,,6253.0,,50532,Intermediate,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 200 uM,,CHEMBL623639,,10841,Ascaris suum,,,,N
6520,F,,6253.0,,50532,Intermediate,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 25 uM,,CHEMBL623640,,10841,Ascaris suum,,,,N
6521,F,,6253.0,,50532,Intermediate,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 3 uM,,CHEMBL623641,,10841,Ascaris suum,,,,N
6522,F,,6253.0,,50532,Intermediate,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 50 uM.,,CHEMBL623642,,10841,Ascaris suum,,,,N
6523,F,,6253.0,,50532,Intermediate,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 0 uM,,CHEMBL623643,,10841,Ascaris suum,,,,N
6524,F,,6253.0,,50532,Intermediate,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 10 uM,,CHEMBL623644,,10841,Ascaris suum,,,,N
6525,F,,6253.0,,50532,Intermediate,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 200 uM,,CHEMBL623645,,10841,Ascaris suum,,,,N
6526,F,,6253.0,,50532,Intermediate,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 25 uM,,CHEMBL623646,,10841,Ascaris suum,,,,N
6527,F,,6253.0,,50532,Intermediate,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 3 uM,,CHEMBL623647,,10841,Ascaris suum,,,,N
6528,F,,6253.0,,50532,Intermediate,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 50 uM,,CHEMBL623648,,10841,Ascaris suum,,,,N
6529,F,,1656.0,,50366,Intermediate,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,,CHEMBL623649,,8117,Actinomyces viscosus,,,,N
6530,F,,1656.0,,50366,Intermediate,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,,CHEMBL623650,,8117,Actinomyces viscosus,,,,N
6531,F,,1656.0,,50366,Intermediate,Chlorohexidine coefficient for Actinomyces viscosus 8A06,,CHEMBL623651,,9560,Actinomyces viscosus,,,,N
6532,F,,1656.0,,50366,Expert,Chlorohexidine coefficient for Actinomyces viscosus M-100,,CHEMBL623652,,9560,Actinomyces viscosus,,,,N
6533,F,,1656.0,,50366,Intermediate,Chlorohexidine coefficient for Actinomyces viscosus M-626,,CHEMBL623653,,9560,Actinomyces viscosus,,,,N
6534,F,,1656.0,,50366,Intermediate,Chlorohexidine coefficient for Actinomyces viscosus T14V,,CHEMBL623654,,9560,Actinomyces viscosus,,,,N
6535,F,,1656.0,,50366,Intermediate,Plaque bactericidal index against Actinomyces viscosus 8A06,,CHEMBL623655,,9560,Actinomyces viscosus,,,,N
6536,F,,1656.0,,50366,Intermediate,Plaque bactericidal index against Actinomyces viscosus M-100,,CHEMBL623656,,9560,Actinomyces viscosus,,,,N
6537,F,,1656.0,,50366,Expert,Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient,,CHEMBL623657,,9560,Actinomyces viscosus,,,,N
6538,F,,1656.0,,50366,Intermediate,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; d=Not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",,CHEMBL623658,,9560,Actinomyces viscosus,,,,N
6539,F,,1656.0,,50366,Intermediate,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",,CHEMBL623659,,9560,Actinomyces viscosus,,,,N
6540,F,,1656.0,,50366,Intermediate,Plaque bactericidal index against Actinomyces viscosus 626,,CHEMBL623660,,9560,Actinomyces viscosus,,,,N
6541,F,,1656.0,,50366,Intermediate,Plaque bactericidal index against Actinomyces viscosus T14V,,CHEMBL623661,,9560,Actinomyces viscosus,,,,N
6542,F,,6277.0,,50535,Intermediate,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 1.56 mg/kg/day(5 days) dose,,CHEMBL875281,,10986,Acanthocheilonema viteae,,,,N
6543,F,,6277.0,,50535,Intermediate,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 100 mg/kg/day(5 days) dose,,CHEMBL623662,,10986,Acanthocheilonema viteae,,,,N
6544,F,,6277.0,,50535,Intermediate,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 12.5 mg/kg/day(5 days) dose,,CHEMBL623663,,10986,Acanthocheilonema viteae,,,,N
6545,F,,6277.0,,50535,Intermediate,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 200 mg/kg/day(5 days) dose,,CHEMBL623664,,10986,Acanthocheilonema viteae,,,,N
6546,F,,6277.0,,50535,Intermediate,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 25 mg/kg/day(5 days) dose,,CHEMBL623665,,10986,Acanthocheilonema viteae,,,,N
6547,F,,9606.0,,80023,Intermediate,Evaluated for the inhibitory concentration required to cause growth inhibition of A673Mer+ sarcoma cell line using the MTT Cytotoxicity Assay,,CHEMBL621856,,10708,Homo sapiens,,A673,,N
6548,F,,9606.0,,80661,Intermediate,Evaluated for the inhibitory concentration required to cause growth inhibition of A704Rem- renal cell line using the MTT Cytotoxicity Assay,,CHEMBL620432,,10708,Homo sapiens,,A704,,N
