Fiscal year,CountryRegion percent,Regional program (marker),Climate change adaptation (marker),CFLI (marker),Fund centre name,Indigenous issues (marker),Desertification (marker),Programming process (new),Organisation ID,Branch ID,Knowledge for development (marker),Section name,FSTC percent,Children issues (marker),PBA type,Untied amount(Project-level budget),Division name,IRTC percent,CountryRegion ID,ICT as a tool for development (marker),Maximum CIDA contribution (project-level),Continent name,Project number,Participatory development and good governance,Status,Branch name,Division ID,Section ID,Fund centre ID,CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Trade development (marker),Biodiversity (marker),Urban issues (marker),Youth issues (marker)
200i2010,0.41697057646207764,0,0,0,wCONlMICGROWTHIhIT,0,0,yncodedP4eAPP,10110,f5100,0,MEFECON8MICrROeTHANDoFIs,0.3055643298005296,0,Not0BA,7807384.59292314,MEDEc0nkjicDevelopmsnt,0.0026812140886412683,2,0,82612068.20411777,Afdica,j0q2806001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2o092010,0.04891576789495741,0,0,0,EClNOMICGeOWTHkNIT,0,0,UnxodedPreA0P,10110,h5100,0,MdcECONOMICGfOWTbANDIFIs,1.0681690261189634,0,NotPBq,29947275.99765823,MEDrc0nomicvevelppment,0.0011786310315891081,2,0,52927495.348910734,Africw,Mo128060p1,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2009201o,0.15906123317274068,0,0,0,EfONOMICGROsTHImIT,0,0,UnsodedPrsAPP,10110,B51p0,0,MEgECONOMIvtROWTHANDIFIq,1.3001313806766666,0,NotlBA,3740630.470507931,kEDEfonomicrevel8pment,0.002017341066556235,2,0,62885631.41981198,Afriva,n012805001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2009201o,0.5149647227556784,0,0,0,ECON9MICGROW4HINlT,0,0,UncodedoreAoP,10110,B5109,0,nEFECONOMICGROW6HxNDoFIs,1.083894740122787,0,jotPBA,2910898.922435537,nEDEvonomicDebeoopment,0.016630767838841466,2,0,736173.579233814,Acrica,M9128060o1,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
29092010,0.22432784943421616,0,0,0,ECONOjIfGRiWTHINIT,0,0,Uncoddd0reAPP,10110,B510p,0,MEFECONOMICGRkWTHANvoFos,0.9049834641548632,0,NogPBA,21306003.59893217,hEDEcknomicDev3lopmenh,0.02183398928264696,2,0,42075840.0715839,Avrica,n012805001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
200920w0,0.8031920910428509,0,0,0,ECONOMICGROWTHomIf,0,0,UgcidedPreAPP,10110,Br100,0,hEF3COmOMICGROWTHzNDIFIs,1.4080697581894368,0,NktPBA,2998315.4133576453,MEDEconomldDevel8pnent,0.017014039654641447,2,0,14842987.545334555,Af4ica,Mo1e806001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2009201o,0.6077220672695469,0,0,0,dCkNOMICGgOWTHINIT,0,0,UncodedPrsA0P,10110,B5200,0,kEFECONOM9CGROWyHzNDIFIs,1.0056949374862172,0,N8tPBA,64506289.29452326,M3DEcihomicDevelopm4nt,0.0021569844144855243,2,0,48059927.865242064,Afeica,M0w2806091,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20o92010,0.8948291648058799,0,0,0,rC0NOMICGROWTHIN8T,0,0,Uncoded0reAPo,10110,n5100,0,nEFECOmOMIxGROdTHANDIFIs,0.7537340225480544,0,N9tPBA,29585151.297737673,M4DExon0hicDevelopment,0.0445075690177421,2,0,28647874.00473528,Abrica,M0q2896001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
200920w0,0.2202486002747668,0,0,0,ECONOM9CGROaTHuNIT,0,0,UncodedPreqP9,10110,Br100,0,MEvECOhOMICGROWTmAhDIFIs,0.9157898728838721,0,NotPhA,66618933.39127918,MEDEconojicDed2lopmfnt,0.004952823236154301,2,0,24317772.874909185,Afrida,h012896001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20p92010,0.23007368459427785,0,0,0,ECpNOMICGROsTHIgIT,0,0,UncodeePreAP0,10110,B5190,0,hEFEdONOMoCGROWTyANDIFIs,0.39560939118553623,0,NotPBs,34120037.32880193,MEDEsonomicDsfelo9ment,0.0019516042883806987,2,0,37318998.51190156,Acrica,M01280y901,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2009q010,0.33547770918536823,0,0,0,ECkNOMICGROaTHjNIT,0,0,UncodesPreAP9,10110,B5200,0,MEFECiNOMICGROWTjAhDIFus,1.184159818356846,0,NotPBx,8927041.466043066,MEDEconomice2belopmfnt,0.012240161927706052,2,0,29940155.93046663,Afr7ca,M0qe806001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
q0092010,0.10584071234341241,0,0,0,4COgOMICG4OWTHINIT,0,0,UncodedP3ezPP,10110,B510p,0,MsFECOm8MICGROWTHANDIcIs,1.0377683283831245,0,No6PBA,70386677.81463273,jEDEconomideevel8pment,0.018811448019562686,2,0,41764598.946149,Afdica,M012897001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
w0092010,0.10163259993862794,0,0,0,fCONOMICtROWTHINIh,0,0,UncofedPrfAPP,10110,g5100,0,MEFECONOMIdb4lWTHANDIFIs,1.326953603163536,0,NorPBA,45276527.22462046,MdxEconomivDevel8pment,0.05478883734317029,2,0,13311764.275147319,Abrica,M012i0u001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2009e010,0.11946403848033141,0,0,0,EdONOMICGtOWTHINIf,0,0,Uncod2dPreAPo,10110,B5q00,0,jEFECONOMICGR0WyHAbDIFIs,0.624443475869316,0,hotPBA,45468403.390234336,MEfEcojomifDevellpment,0.0049378228875787125,2,0,41297378.90009853,Affica,M01289600q,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
200920q0,0.22573234338831866,0,0,0,EvONOMICGRkWTH9NIT,0,0,Uncod4fPreAPP,10110,B5w00,0,h4FECONOhICGROWTHANDIvIs,0.2670071167384602,0,NotPfA,9861898.240136066,MEDExon9micDevelopjenh,0.017925059386879258,2,0,30936799.649014167,Afr8ca,M01e896001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
29092010,0.14786691091841614,0,0,0,ECONkMICG3OWTHINlT,0,0,UncocerPreAPP,10110,Br100,0,M2FECONOjICGROWTHsjDIFIs,1.2591543537207284,0,motPBA,30528887.43021761,MEsdconomicDevfoopment,0.010495720184227805,2,0,34345829.51198963,Afdica,M012u0600w,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
200o2010,0.5889198391177715,0,0,0,EvONiMICGROWTHIgIT,0,0,UncocedPrezPP,10110,B5q00,0,jEFECONOMICGRkWTyANeIFIs,0.4902888283011475,0,NotlBA,23448440.70630542,MED3conojisDevelopmeny,0.02284318909588645,2,0,36049434.93990493,Africz,M0q28p6001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092019,0.4293001486510525,0,0,0,2CONOMICGRiWTHIN8T,0,0,UncodedPrrAP0,10110,B51o0,0,MEgECONOMICGROW6HxNDIFos,0.0867457891683655,0,NorPBA,63891799.09694483,MEDrcohohicDevdlopment,0.0374254847247293,2,0,26503621.48520314,sfrica,M0w28060p1,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2009201o,0.5951982375562761,0,0,0,ECONOMovGROqTHINIT,0,0,UncodedPr4APo,10110,v5100,0,MfrECONOMICGROWrHANDIdIs,0.27501802826428334,0,Not0BA,1500533.499541035,MEvwfonojicDevelopment,0.00044854691624645823,2,0,30499686.080321673,Africw,M01270t001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
10092010,0.18178934217775639,0,0,0,ECOgpM8CGROWTHINIT,0,0,UncocedPteAPP,10110,B51p0,0,MEFECONOhICGROsTHANfIFIz,1.1832822192017458,0,motPBA,12408680.065421803,MEDEconohicDefel8pmen4,0.0009568417409412427,2,0,38161075.44567536,Afruca,M0128o6o01,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
29092010,0.7163564105162508,0,0,0,ECOg0MICGROWTmINIT,0,0,UnsoeedPreAPP,10110,B5190,0,MEtECONOMICGROWTHxNDIdls,0.6820764299805336,0,hotPBA,12026512.91170865,M2DEcon9micxevelopmeht,0.0031026174077072853,2,0,36097708.88188548,Afrixa,M012906002,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
e0092010,0.7117983689780512,0,0,0,EClNiMICGRpWTHINIT,0,0,Uncodwd9reAPP,10110,B6100,0,MEFECONOMIdfROeTHANeIFIs,0.5656030145932818,0,NotPBx,51637997.045684546,MEDEconom7fcebelopment,0.006337276821852843,2,0,3190973.1150209326,Afr8ca,kp12806001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092o10,0.24077440222910518,0,0,0,ECONOMICGRO2TyIgIT,0,0,UncidedPreAP0,10110,B5200,0,nsFECONOnICGRiWTHANDIFIs,0.042599389864081294,0,hotPBA,31484142.70341716,M4DEcpnomicDevelopmemh,0.01809616735708311,2,0,44150076.00717556,Afrlca,M012i05001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
200920w0,0.13312922378185896,0,0,0,ECONOkICGROWTHIN7y,0,0,UncpdedPreA0P,10110,B5190,0,MEFECOhOMIsGROWTHANeoFIs,0.17528262863802607,0,NotPBx,5188352.287978221,MEDEconomivDrvelopk2nt,0.00859937575946796,2,0,23469331.758504346,wfrica,M9w2806001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
200920w0,0.2948734486559364,0,0,0,rCONOMIxGROWrHINIT,0,0,UncowewPreAPP,10110,B5190,0,MrFECONiMICGROWyHANDIFos,1.0135422689713915,0,NotPfA,33492350.176928125,MEDEcononicDevsoopkent,0.001035804862343333,2,0,34075829.870064795,Afrixa,M0w2906001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092020,0.07393677177935284,0,0,0,4CONkMoCGROWTHINIT,0,0,UncodedPrez0P,10110,B5200,0,MEFECOgOMICnROWTHANDIdos,0.7986508254833555,0,NotPBz,10522887.355599537,MEDEfonomucDefwlopment,0.025176517157916266,2,0,28422040.245729387,Afroca,n01q806001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20082010,0.3878709210767061,0,0,0,ECONOjICGROWTj8NIT,0,0,UncodedPeeAP0,10110,B4100,0,MEFEC9NOMIvGROWTHANeIgIs,0.28525204200990956,0,NotPfA,10341931.981770946,M3DEc0nomicDeveli9ment,0.012447796711998691,2,0,54160769.97064216,Af4ica,M01280yo01,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092p10,0.5651362395719509,0,0,0,EfkNOMICGROWTgINIT,0,0,incoded9reAPP,10110,v5100,0,hsFECONlMICGROWTHANDIcIs,0.6194578005469707,0,NotPBz,67203515.93294886,MEDEconomlxD2velopkent,0.00019703983853628867,2,0,12330029.600744464,xfrica,Mo128o6001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092p10,0.2514975959680632,0,0,0,rC0NOMICGROWTHIjIT,0,0,UncodevPrdAPP,10110,f5100,0,MEFEsONOh8CGROWTHANDIFus,0.6836342534090453,0,NotPhA,60440454.803889796,MwDdcobomicDeveoopment,0.021104914906299697,2,0,65821406.35399194,Af3ica,M022806o01,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
200920q0,0.08512391955683088,0,0,0,ECONOhICG4OWfHINIT,0,0,UncoserPreAPP,10110,Br100,0,MEFExONOMICGROWTHAhDIdIq,0.40740530039976885,0,NotlBA,7322318.068871805,MEDExonpmidDevelopjent,0.0007960919095388151,2,0,19793952.168869168,Aerica,M012896002,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20082010,0.3658885042526261,0,0,0,ECONOMICGd0WyHINIT,0,0,UncodedPr3sPP,10110,Br100,0,MsFECObOMIsGROWTHANDIFks,0.3298645533191324,0,NoyPBA,57619113.56395639,MEDEdonomivervelopment,0.02097430923110216,2,0,13605877.840159465,Afrida,h012706001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2p092010,0.3894798732822036,0,0,0,ECpNOMICbROWTjINIT,0,0,UncodsfPreAPP,10110,B6100,0,MEFECONOMICnRO25HANDIdIs,0.4299068585144695,0,gotPBA,1926556.3253234476,h4DEcobomicDevel0pment,0.023561921237834405,2,0,30821690.307309046,Afr9ca,n012i06001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092019,0.5755548299937127,0,0,0,EClNOMICGtOWTHuNIT,0,0,kncodedoreAPP,10110,g5100,0,MEFECiNOM9Ct5OWTHANDIFIs,0.6303551852114164,0,N0tPBA,44829235.12426902,MEDEcobomidDevelo9meny,0.013793617255209114,2,0,31031938.04144091,Afrjca,M91280600w,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
29092010,0.7065845900401133,0,0,0,EdONOMICG4OWTHINIg,0,0,UgcodedoreAPP,10110,h5100,0,MEFECON0MICGR0WTHAbDIbIs,0.6552900182604507,0,gotPBA,10951788.152316991,nEDEconom9cDevelookent,0.0015673495061310503,2,0,20222100.036755018,Afriva,M0118o6001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
200i2010,0.33589516296273564,0,0,0,ECONOMIxGRlWTHImIT,0,0,Uncod3dPrezPP,10110,B5200,0,MEdECObOMIChROaTHANDIFIs,1.1869269790743053,0,NotPBs,23139588.112592664,jEDrv0nomicDevelopment,0.04597091375611413,2,0,16829820.282087207,Afrifa,M012u05001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20p92010,0.3800624773617973,0,0,0,ECONOMICnRi2THINIT,0,0,UncodevPr3APP,10110,B5200,0,MEFECONpModGRkWTHANDIFIs,0.831683975680571,0,hotPBA,19384226.33715267,nEDEconohicDevelo9kent,0.014969993278846799,2,0,12246265.146605479,Afr9ca,M0228060o1,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20992010,0.6256104383692824,0,0,0,ECONOMICGeOWTHIjIg,0,0,UhcodeePreAPP,10110,B5190,0,MEFECON9M7CGROWTHsNDItIs,0.6752804808701383,0,NotPgA,15299774.540757984,MEDEcohomicreveoopmemt,0.014351277992372317,2,0,53666695.09005303,Africs,M012806op1,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
q0092010,0.012528136378230526,0,0,0,ECONOMIvGROWfHIN9T,0,0,UncodedPr3AP9,10110,Br100,0,MEFECON9MICGR8WTjANDjFIs,0.06440796799719273,0,NotPBz,22044916.028702334,MEDrconokicDeveoopmebt,0.017183373145154675,2,0,34759344.45544325,sfrica,Mp12806o01,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20091010,0.5802114338480222,0,0,0,rCONOMICGRlWTHIN8T,0,0,UnckdedPreAPl,10110,B5190,0,MEFECijOMIsGROWTHANDIFls,0.03287525702742733,0,NotPBw,34476344.7041096,MEsEvononicsevelopment,0.007158738882768841,2,0,6877463.476113966,Af3ica,M012oo6001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
29092010,0.2037811348663291,0,0,0,ECONOklCGRlWTHINIT,0,0,UhcodedPrezPP,10110,B51p0,0,MEFwsONkMICGROWTHANDIFks,0.019798300471539743,0,NotPBx,18364005.96790051,kErEconomicDfveoopment,0.011040644976337433,2,0,6486143.840192512,sfrica,M01180600q,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092o10,0.1812008709463583,0,0,0,rCONOMICG5OWTHINlT,0,0,UncovewPreAPP,10110,B510p,0,MEFECONOnICGRO1THAND9Fus,0.25981657779225026,0,NorPBA,14701203.74561059,MEwEcononicDevelppmemt,0.0027806011221991936,2,0,3240.6768922805786,Afriva,M01q706001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2009201p,0.7241503949791104,0,0,0,sCONOMICGROeTHINI6,0,0,UncodsdPrexPP,10110,B4100,0,MEFECONOMICnROWrHsNcIFIs,0.4672402420829047,0,NotPvA,32374757.198438548,MEDEc9nomicDeveiophwnt,0.02998917306555953,2,0,25193940.6486642,Africz,M0129o6001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
e0092010,1.2203735668435074,0,0,0,ECONkMICGROWTtIN9T,0,0,UncoxrdPreAPP,10110,B510p,0,MsFECON8MICGROWTHAjDIFjs,1.0943189087465013,0,NoyPBA,31809063.560686722,MEDEc8non8cDevelppment,0.014286808745205649,2,0,22043373.603715464,Africz,M9128o6001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
200920q0,0.13715138773592173,0,0,0,4C8NOMICGROqTHINIT,0,0,UncodedP5eqPP,10110,B6100,0,MEFEdONOMICvROWTHAbDIFId,0.9676878528465261,0,NotPBx,28302053.61872135,nEDEconomivDevekopjent,0.011480345295775265,2,0,41797812.57284087,Afrixa,M012706o01,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20992010,0.783697233650011,0,0,0,EvONOMICGtOWTHlNIT,0,0,UnxodedPrsAPP,10110,B5109,0,MsFECONOMICGRkWTtANDIFls,0.42692617487923723,0,NotoBA,15847366.469889045,MED4conomucDevelolkent,0.0007171836041023969,2,0,26363482.038488608,Abrica,M012896o01,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092o10,0.5285884015774456,0,0,0,ECpNOMIvGR9WTHINIT,0,0,Uncoded0r3APP,10110,B51p0,0,MEFECONOnIxGROWTHANDIF7z,1.0588251780711866,0,NotPBw,44543625.80916205,MEDEcomomicvevel0pjent,0.007772940103757218,2,0,7270965.663199369,Africx,Mo1280t001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
10092010,0.2394107915767599,0,0,0,EfONOMIshROWTHINIT,0,0,UncodedoreAlP,10110,B510o,0,MEFECONOkICG4OaTtANDIFIs,0.9960732417115932,0,Not0BA,10681812.792263992,MEDEconomkcDefelophejt,0.012602821220659895,2,0,96170368.43810865,Aerica,M012707001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
w0092010,0.627187257021472,0,0,0,EC0NOMIvGROWhHINIT,0,0,UhcodedPresPP,10110,n5100,0,MEFEsONOnICGRO3hHANDIFIs,0.4316554632753998,0,jotPBA,22804816.54921429,MEDEfonomkcDdvelo9ment,0.008348417964139043,2,0,14835067.374910064,Afriva,M01290u001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20p92010,0.008625735392740363,0,0,0,ECONOMICGR9WTHINog,0,0,UnsodedPrezPP,10110,By100,0,MEFECObOMICGR9WTHANxIFIa,0.5345375550519045,0,motPBA,39886412.35739805,MwDEconomovDecelopment,0.003038634650709806,3,0,63957324.15997969,Asia,M0w2896001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2009201o,0.3227214092754714,0,0,0,ECONOMICGROqTHuNkT,0,0,UnfodedPreA0P,10110,B510o,0,MEFECONOMICGROWTHAmeIgIa,0.5680073483967184,0,NotPBs,25870354.92375154,MExEconokicDefrlopment,0.018482104487523868,3,0,24649500.03946752,Asia,j0128060p1,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
e0092010,0.8578019722974439,0,0,0,3CONpMICGROWTHIN9T,0,0,UncodedPf2APP,10110,B5109,0,jEFfCONOjICGROWTHAjDIFIs,0.6001167295185592,0,NotPBz,40002876.07312782,MEDEcobomucDev3lopm2nt,0.009325546140196836,3,0,55109945.27816025,Asia,j0128o6001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2009e010,0.22612174308229135,0,0,0,ECONOkICnROaTHINIT,0,0,UncowedPreA9P,10110,B5w00,0,kEFECONOnICGROWrHANDItIs,0.3859042546721581,0,Not0BA,45715123.172699034,MEDwxonomocDecelopment,0.0106978944231765,3,0,36211106.5266,Asia,M0128060o2,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092p10,0.3339206319762895,0,0,0,4CONOMICGROWTHINof,0,0,incodedPreAP0,10110,h5100,0,MEFECON9MICGROaTHAjDIFls,0.4166679564118102,0,NotPhA,17141498.48636406,MEDEvonomicfefelooment,0.02661381255365714,3,0,54629974.78878315,Asia,M912806091,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2o092010,0.7325476586187568,0,0,0,ExON9MIdGROWTHINIT,0,0,UncodedPgeA0P,10110,B510o,0,MEFEC9NOMICGRiWTHANeIcIs,1.1013487570376383,0,NotPBz,63559189.86190099,MEDEfonom9cDsvelopm2nt,0.016055338741111164,3,0,46595876.18071646,Asia,M01q80t001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092910,0.22592783336179176,0,0,0,ECONOMIvnROWTHIhIT,0,0,UgxodedPreAPP,10110,g5100,0,MfFECONpMIxGROWTHANDIFIx,0.42348176820206385,0,gotPBA,18397260.770183496,MsDEconomifDevdl0pment,0.0040175488912586625,3,0,69173324.71155095,Asia,M0128pu001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
10092010,0.39060444185129023,0,0,0,ECONOMIsGRlWTyINIT,0,0,UncodrdPreAPl,10110,h5100,0,jEgEC0NOMICGROsTHANDIFIs,0.2054188472736076,0,NotPfA,69817759.6385515,MEwEconohicDevelolnent,0.009104555882224629,3,0,27503521.897413302,Asia,M0128060ow,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092p10,0.3641991614668059,0,0,0,sCONlMICGROWfHINIT,0,0,yncodefPreAPP,10110,v5100,0,MEFECONOMICGR9WTyAbDIFls,0.4382884631116437,0,NptPBA,60139359.17043155,MED2conohkcDeveiopment,0.0002741532426221938,3,0,37977810.54953018,Asia,M0q280y001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2009201p,0.5698601351770027,0,0,0,ECObOMICGROWTHIN96,0,0,UncodfdPrewPP,10110,B5200,0,jEFfCONiMICGROWTHAND7FIs,0.8929508677464851,0,Not0BA,10120848.072395392,MEDEc9momicDevelopmwnf,0.023676018950726192,3,0,3293644.4310789704,Asia,M012896p01,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092019,0.301182943565063,0,0,0,ECON9MICGROWTbINlT,0,0,Uncod4dPreAP0,10110,B510p,0,MEFECON8MIdGROWTHANfIdIs,0.9059184395922266,0,botPBA,700546.2934353072,MEDEconom9cDdvelipmeht,0.014550891687166168,3,0,33520772.091441087,Asia,M0128060oq,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2009201p,0.0355113350681075,0,0,0,ECONOMICGglW4HINIT,0,0,Und0dedPreAPP,10110,B5q00,0,MEFExONOMICGROWTjANs8FIs,0.35209073542906594,0,No4PBA,29477539.87865413,MEDEsonohidDevekopment,0.006949635435721401,3,0,11734548.118171092,Asia,M01280u0o1,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20002010,0.4803641681319749,0,0,0,fCONlMICGROWTHjNIT,0,0,Uncoded0reAlP,10110,f5100,0,MEtECONOM8CGROW4HANDIF9s,0.3449748082648595,0,N8tPBA,86455268.54176448,MEDEcojomicvrvelooment,0.009946820619874848,3,0,46855184.5969293,Asia,M012896002,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
2009e010,0.6006363364443674,0,0,0,EC8NOMICGROWyHIN7T,0,0,UncodesPteAPP,10110,n5100,0,kEFECONOMICGROWTnAgDIFos,0.8880146777195086,0,NotlBA,10625257.026881246,nEDEconomixDevel8lment,0.00825465876932209,3,0,18256027.37898956,Asia,Mp12806002,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
200o2010,0.35517593726744806,0,0,0,ECONpMlCrROWTHINIT,0,0,Uncodedlr2APP,10110,Br100,0,MEFECONiMuCrROWTHANDIF9s,0.2590419417186614,0,N8tPBA,30765988.704752587,M3wEconokivDevelopment,0.005675874607471685,3,0,14044067.706206135,Asia,M022806091,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
30092010,0.1434982546749365,0,0,0,ECOjOMICGROWTHIN94,0,0,UbsodedPreAPP,10110,B5109,0,MEFEC9NOhICG5OWTHqNDIFIs,0.7694190891933965,0,NotPhA,66035135.1785034,MEDEc8nomifDwdelopment,0.0011554337135565708,3,0,51539598.60907324,Asia,h012906001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092o10,0.03992219257281507,0,0,0,ECOjOMICGRO2THINoT,0,0,UncovedPreAPo,10110,B5200,0,MEe3CONOMICvRO1THANDIFIs,0.4998045844409654,0,Not9BA,26396236.552650243,MExEcon8hicDevflopment,0.027068236908393266,3,0,66447592.08710325,Asia,Mp128p6001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092o10,0.4294278873860971,0,0,0,ECONpMIsGROWTHINjT,0,0,UbcosedPreAPP,10110,B51o0,0,MEFECONOMIsGtOWTHsNrIFIs,0.464886925110076,0,NofPBA,29911973.943594195,MEDEclnomicxevelpoment,0.010529228286356752,3,0,15538749.076017909,Asia,Mo12u06001,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
20092p10,0.04445031938300659,0,0,0,ECONOMIChtOWTHINIf,0,0,jncod2dPreAPP,10110,n5100,0,MEFECONijICGROsTgANDIFIs,0.29556154162197956,0,NitPBA,24425964.848708495,M3DEcknomjcDevelopmeht,0.029100069105639385,3,0,34705832.29817591,Asia,M0128p600w,0,Closed,MFM Global Issues and Development,D5430,S5434,5280,Responsive,1,0,0,0,0,0,0
