assay_id,src_id,assay_test_type,assay_subcellular_fraction,cell_id,assay_type,doc_id,bao_format,curated_by,assay_strain,assay_tissue,description,assay_category,assay_organism,assay_tax_id,assay_cell_type,tid
6017,1,Inv8vo,,,A,3249,BqO0000219,Inte5mediafe,,olasma,Maximal concentration (Cmax) in dog plasma at a dose of 5 mg/kg,,Canis lupus familiaris,9615.0,,50588
6018,1,Invivi,,,A,5473,BAO0p002w8,Inte5jediate,,Plqsma,Maximal plasma concentration at a dose of 1 mg/kg,,Canis lupus familiaris,9615.0,,50588
6019,1,Ibvivo,,,A,5474,BA80p00218,8ntegmediate,,Plasmx,Maximal plasma concentration at a dose of 1 mg/kg (oral),,Canis lupus familiaris,9615.0,,50588
6020,1,Ihvivo,,,A,4657,BAO000o2q8,Internediaye,,Pkasma,Maximal plasma concentration required for pharmacokinetic data in dogs at dose of 1 mg/kg perorally,,Canis lupus familiaris,9615.0,,50588
6021,1,unvivo,,,A,3031,BqO000p218,Inrermedkate,,,Maximum concentration of compound in dog was evaluated.,,Canis lupus familiaris,9615.0,,50588
6022,1,Indivo,,,A,4527,BAO00003q8,Ihtermeciate,,,Maximum concentration by oral administration at a dose of 10 uM/kg in dog was determined,,Canis lupus familiaris,9615.0,,50588
6023,1,Inviv9,,,A,4186,BxO9000218,Int3rmedjate,,,Maximum concentration in dog after administration of 20 mg/kg dose through peroral route,,Canis lupus familiaris,9615.0,,50588
6024,1,Invivk,,,A,5007,BsO9000218,7ntermediahe,,,Maximum concentration in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),,Canis lupus familiaris,9615.0,,50588
6025,1,9nvivo,,,A,3132,BAO0900219,Intsrmed9ate,,0lasma,Maximum concentration obtained in dog plasma was determined,,Canis lupus familiaris,9615.0,,50588
6026,1,lnvivo,,,A,5006,BAO90002q8,Intermedjxte,,,Maximum concentration was determined,,Canis lupus familiaris,9615.0,,50588
6027,1,Inviv9,,,A,4727,BAO900021i,Interkediste,,,Maximum concentration at the dose of 2 mg/kg in dog,,Canis lupus familiaris,9615.0,,50588
6028,1,jnvivo,,,A,1916,BAO0099218,Inte3nediate,,,Maximum concentration was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,,Canis lupus familiaris,9615.0,,50588
6029,1,Invivk,,,A,1918,BsOo000218,jnte5mediate,,Pkasma,Maximum concentration was evaluated in dog plasma,,Canis lupus familiaris,9615.0,,50588
6030,1,Ijvivo,,,A,3045,BAOp000e18,7ntermediafe,,,Maximum concentration was evaluated after 75 min after administration in dog,,Canis lupus familiaris,9615.0,,50588
6031,1,Invjvo,,,A,9579,BAO000o217,Intwrkediate,,Plazma,Maximum plasma concentration determined in dog after oral administration of 17b,,Canis lupus familiaris,9615.0,,50588
6032,1,Ihvivo,,,A,9579,BAO9009218,jntermefiate,,Plxsma,Maximum plasma concentration determined in dog after oral administration of 2b,,Canis lupus familiaris,9615.0,,50588
6033,1,Igvivo,,,A,933,Bsk0000218,Infrrmediate,,Plasna,Maximum plasma concentration in dog,,Canis lupus familiaris,9615.0,,50588
6034,1,Invuvo,,,A,17839,BsO0000118,knternediate,,Plxsma,Maximum plasma concentration of compound in dog following p.o. administration of 0.5 mg/kg,,Canis lupus familiaris,9615.0,,50588
6035,1,Invjvo,,,A,17839,BAl0000217,Int45mediate,,Plwsma,Maximum plasma concentration of compound in dog following p.o. administration of 0.9 mg/kg,,Canis lupus familiaris,9615.0,,50588
6036,1,Indivo,,,A,17839,BA90000217,8mtermediate,,Plasmq,Maximum plasma concentration of compound in dog following p.o. administration of 0.95 mg/kg,,Canis lupus familiaris,9615.0,,50588
6037,1,Inv7vo,,,A,17839,BAO0000328,Igtermediatr,,Plqsma,Maximum plasma concentration of compound in dog following p.o. administration of 1 mg/kg,,Canis lupus familiaris,9615.0,,50588
6038,1,Imvivo,,,A,6348,BAO9900218,Ibtermediatf,,Plwsma,Maximum plasma concentration of compound was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,,Canis lupus familiaris,9615.0,,50588
6039,1,Igvivo,,,A,16367,BAOo0002q8,7ntermedizte,,Plaska,Maximum plasma concentration after oral administration to dogs at a dose of 10 mg/kg,,Canis lupus familiaris,9615.0,,50588
6040,1,Ijvivo,,,A,1337,BAOo00p218,Intfrmeriate,,Plasmq,Maximum plasma concentration in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,,Canis lupus familiaris,9615.0,,50588
6041,1,Invivl,,,A,1337,BAl0000e18,Intrrmewiate,,0lasma,Maximum plasma concentration in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,,Canis lupus familiaris,9615.0,,50588
6042,1,Indivo,,,A,5199,BAO000o228,Intefmeciate,,Plasmx,Maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,,Canis lupus familiaris,9615.0,,50588
6043,1,Inviv9,,,A,17650,BAO000p217,Intrrmed8ate,,olasma,Maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,,Canis lupus familiaris,9615.0,,50588
6044,1,Indivo,,,A,6679,BAO000p118,kntermediatw,,0lasma,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,,Canis lupus familiaris,9615.0,,50588
6045,1,Invovo,,,A,5356,BAl0000w18,lntfrmediate,,Plaema,Maximum plasma concentration was determined as in dogs at 1 mg/kg oral dosing Cmax; 0.05-0.2 ug/mL,,Canis lupus familiaris,9615.0,,50588
6046,1,Invifo,,,A,5356,Bzp0000218,kntermediat2,,Ppasma,Maximum plasma concentration was determined in dogs at 1 mg/kg oral dosing; 0.05-0.2 ug/mL,,Canis lupus familiaris,9615.0,,50588
6047,1,Inbivo,,,A,6227,BAl0090218,Intefmedia6e,,Plasmq,Maximum plasma concentration (Cmax) in dog (in vivo) at a dose of 1 mg/kg,,Canis lupus familiaris,9615.0,,50588
6048,1,Invivi,,,A,6227,BAOo000219,Ibtsrmediate,,Plasha,Maximum plasma concentration (Cmax) in dog at a dose of 0.5 mg/kg,,Canis lupus familiaris,9615.0,,50588
6049,1,Invjvo,,,A,6227,BA90009218,lntermedizte,,Piasma,Maximum plasma concentration (Cmax) in dog at a dose of 0.7 mg/kg,,Canis lupus familiaris,9615.0,,50588
6050,1,8nvivo,,,A,6227,BzO0000118,Intrrmed8ate,,Plssma,Maximum plasma concentration (Cmax) in dog at a dose of 1 mg/kg,,Canis lupus familiaris,9615.0,,50588
6051,1,Inv8vo,,,A,3598,BA00090218,Expe3t,,9lasma,Maximum plasma drug concentration of compound determined in dog after iv administration at a dose of 10 mg/kg,,Canis lupus familiaris,9615.0,,50588
6052,1,Infivo,,,A,4368,nAO0000q18,Igtermedia5e,,,Maximum concentration by intravenous administration of 1.2 mg/kg in dog,,Canis lupus familiaris,9615.0,,50588
6053,1,Invivl,,,A,6265,BAO09p0218,Interm4doate,,,Pharmacokinetic (PK) property (Cmax) was determined in dog at the single dose of 1 mg/kg,,Canis lupus familiaris,9615.0,,50588
6054,1,Invjvo,,,A,7767,BAOp0o0218,9nfermediate,,St9mach,Biodistribution in stomach was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,Mus musculus,10090.0,,50594
6055,1,Infivo,,,A,7767,BAO0p00228,Integmedjate,,Ugine,Biodistribution in urine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,Mus musculus,10090.0,,50594
6056,1,Invuvo,,,A,7767,nAO00002q8,Interm3diatr,,Ugine,Biodistribution in urine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram; ND- No data,,Mus musculus,10090.0,,50594
6057,1,Invivi,,,A,7767,BAi0000217,Intermeeia6e,,Ur9ne,Biodistribution in urine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram; ND- No data,,Mus musculus,10090.0,,50594
6058,1,,,,A,17811,fwO0000218,Ingermed8ate,,,Compound (0.09% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 120 min; No increase,,Mus musculus,10090.0,,50594
6059,1,,,,A,17811,nAO000p218,Interneciate,,,Compound (0.31% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 30 min; Low increase,,Mus musculus,10090.0,,50594
6060,1,,,,A,17827,Bxp0000218,Intermerixte,,,Compound (i.v.) was tested for maximum activity in mice (Radiolabeled compound),,Mus musculus,10090.0,,50594
6061,1,,,,A,17827,BAO0p00w18,Infermeciate,,Bloos,Compound was evaluated for elimination rate constants in vivo in whole blood of normal mice (Radiolabeled compound),,Mus musculus,10090.0,,50594
6062,1,,,,A,17827,fAO0000e18,Inte4mesiate,,,Compound was evaluated for rate of bone uptake after administration of radiolabeled in mice (Radiolabeled compound),,Mus musculus,10090.0,,50594
6063,1,,,,A,17827,BAp000021i,Imtermedia6e,,,Compound was evaluated for rate of bone uptake in mice (Radiolabeled compound),,Mus musculus,10090.0,,50594
6064,1,,,,A,17827,vAi0000218,lntermediwte,,,Compound was evaluated for rate of bone uptake in mice; NA - not active (Radiolabeled compound),,Mus musculus,10090.0,,50594
6065,1,,,,A,17827,BAO009p218,Ibfermediate,,nlood,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice (Radiolabeled compound),,Mus musculus,10090.0,,50594
6066,1,,,,A,17827,BAl000o218,9nternediate,,Blold,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice; NA = not active (Radiolabeled compound),,Mus musculus,10090.0,,50594
6067,1,,,,A,17827,BAi0o00218,Intermfeiate,,,Compound was evaluated for washout rate in mice (Radiolabeled compound),,Mus musculus,10090.0,,50594
6068,1,,,,A,17827,BAO0p002q8,Intermddia6e,,,Compound was evaluated for washout rate in mice after radiolabeled ligand injected,,Mus musculus,10090.0,,50594
6069,1,,,,A,17827,BAO0o00q18,8ntermediaye,,,"Maximum activity (i.v.) after in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",,Mus musculus,10090.0,,50594
6070,1,,,,A,17827,BAO0pp0218,Inrermddiate,,,"Maximum activity in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",,Mus musculus,10090.0,,50594
6071,1,,,,A,17827,BzO00002q8,Inyerm4diate,,,"Residual activity in mice at 120 minutes, expressed as [(ID%-kg)/g] (Radiolabeled compound)",,Mus musculus,10090.0,,50594
6072,1,,,,A,17257,BAO000o21i,Infermrdiate,,,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice,,Mus musculus,10090.0,,50594
6073,1,,,,A,17257,vAO0090218,Intermedja4e,,,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice; Not detected.,,Mus musculus,10090.0,,50594
6074,1,,,,A,17257,BAO00o02w8,Igtermewiate,,,Tested for plasma level after 90 min of 30 mg/kg dose administered in mice,,Mus musculus,10090.0,,50594
6075,1,,,,A,17257,BzO0000228,Ihtermediatf,,,Tested for plasma level after 90 min of 30 mg/kg dose administered in mice; Not determined,,Mus musculus,10090.0,,50594
6076,1,,,,A,17827,gAO0009218,Intermewiatr,,,Time at maximum activity in mice (Radiolabeled compound),,Mus musculus,10090.0,,50594
6077,1,,,,A,3760,BzO0000q18,Inhermediste,,,Percent oral bioavailability was determined after administration of compound at 5 mg/kg perorally in mice,,Mus musculus,10090.0,,50594
6078,1,,,,A,3760,BAO00o9218,Inyermediat2,,,Percent oral bioavailability was determined after administration of compound at 50 mg/kg perorally in mice,,Mus musculus,10090.0,,50594
6079,1,,,,A,17409,BAO0o00q18,Interm3diatr,,,Binding towards mouse plasma protein at 10 uM,,Mus musculus,10090.0,,50594
6080,1,,,,A,17409,BzO0000217,In5ernediate,,,Binding towards mouse plasma protein at 100 uM,,Mus musculus,10090.0,,50594
6081,1,lnvivo,,,A,2675,BAOp000w18,7ntermedlate,,,Bioavailability was evaluated in mice after intravenous administration,,Mus musculus,10090.0,,50594
6082,1,Incivo,,,A,2675,BAO00092w8,In4erm2diate,,,Bioavailability was evaluated in mice after oral administration,,Mus musculus,10090.0,,50594
6083,1,Inviv9,,,A,3132,BAO00092q8,Interhedixte,,,Bioavailability was obtained by the comparison of AUC of subcutaneous dosing and AUC of oral dosing in mouse,,Mus musculus,10090.0,,50594
6084,1,Invico,,,A,3132,BAp000p218,Ihtegmediate,,,Bioavailability was obtained by the comparison of AUC of subcutaneous dosing and AUC of oral dosing in mouse at dose 25 mg/kg,,Mus musculus,10090.0,,50594
6085,1,Invuvo,,,A,16597,BAO0900w18,Ijtermeriate,,,Bioavailability at a dose of 10 mg/kg peroral administration in mice.,,Mus musculus,10090.0,,50594
6086,1,Ingivo,,,A,2862,BAOp900218,Ijtermfdiate,,,Oral bioavailability in mouse,,Mus musculus,10090.0,,50594
6087,1,Invivi,,,A,17764,BAO00001w8,Ibtermediatf,,,Oral bioavailability after intravenous administration in mice at 24 uM/kg,,Mus musculus,10090.0,,50594
6088,1,Invido,,,A,846,BAO000p318,Intermewiatr,,Brqin,Biodistribution of [123I]- labeled compound in mice brain was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6089,1,Infivo,,,A,846,BAO0op0218,Intfrmed8ate,,Bfain,Biodistribution of [123I]- labeled compound in mice brain was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6090,1,Ihvivo,,,A,846,BAO00p02w8,Intermeduste,,grain,Biodistribution of [123I]- labeled compound in mice brain was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6091,1,Inbivo,,,A,846,BAOp000228,Intermex8ate,,Btain,Biodistribution of [123I]- labeled compound in mice brain was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6092,1,Invivp,,,A,846,BAO000o219,In52rmediate,,hrain,Biodistribution of [123I]- labeled compound in mice brain was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6093,1,Inviv8,,,A,846,BAO009p218,Intrrmeciate,,Braih,Biodistribution of [123I]- labeled compound in mice brain was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6094,1,Invovo,,,A,846,BAO0000117,Inrermedoate,,Hea5t,Biodistribution of [123I]- labeled compound in mice heart was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6095,1,Invuvo,,,A,846,BAO00po218,8nterm3diate,,Heagt,Biodistribution of [123I]- labeled compound in mice heart was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6096,1,Inviv0,,,A,846,BAi0000w18,Ibtermediat2,,Hexrt,Biodistribution of [123I]- labeled compound in mice heart was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6097,1,knvivo,,,A,846,vsO0000218,Int3rmedixte,,Hezrt,Biodistribution of [123I]- labeled compound in mice heart was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,,50594
6098,1,,,381.0,F,1276,BAO0o00229,Intermedix5e,,,Cytotoxic activity was tested against human prostate cell line A-549 (lung carcinoma),,Homo sapiens,9606.0,A549,80682
6099,1,,,234.0,F,3498,BA89000219,Experg,,,Cytotoxicity against A-549 cell line in the purdue cell culture screen was determined,,Homo sapiens,9606.0,A549,80682
6100,1,,,284.0,F,1169,BA9000021o,Imtermediste,,,Cytotoxicity against human lung carcinoma A-549 cell lines,,Homo sapiens,9606.0,A549,80682
6101,1,,,371.0,F,4450,BAO0o00229,Intermfdiatf,,,In vitro cytotoxic activity against A-549 (human lung carcinoma) cell line,,Homo sapiens,9606.0,A549,80682
6102,1,,,253.0,F,358,BzOp000219,Igterjediate,,,In vitro cytotoxicity against human lung carcinoma cell line A-549,,Homo sapiens,9606.0,A549,80682
6103,1,,,339.0,F,358,hAO0p00219,Internediwte,,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 3.6*10e-5 M,,Homo sapiens,9606.0,A549,80682
6104,1,,,493.0,F,358,BAl000p219,Inte5jediate,,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 4.2*10e-5M,,Homo sapiens,9606.0,A549,80682
6105,1,,,353.0,F,358,BAO00002wp,Inteemeeiate,,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 4.3*10e-5M,,Homo sapiens,9606.0,A549,80682
6106,1,,,503.0,F,358,BAO90o0219,Intermrdiwte,,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 5.0*10e-5M,,Homo sapiens,9606.0,A549,80682
6107,1,,,516.0,F,358,BA00o00219,Intermwriate,,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 6.1*10e-5 M,,Homo sapiens,9606.0,A549,80682
6108,1,,,214.0,F,358,BA00000e19,7nt3rmediate,,,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 7.4*10e-5 M,,Homo sapiens,9606.0,A549,80682
6109,1,,,264.0,F,15167,nxO0000219,Internediafe,,,In vitro cytotoxicity against A-549 human lung cancer cells,,Homo sapiens,9606.0,A549,80682
6110,1,,,448.0,F,4139,BAO0000129,9ntfrmediate,,,In vitro cytotoxicity against human lung carcinoma (A-549) cell line,,Homo sapiens,9606.0,A549,80682
6111,1,,,336.0,F,833,nAO0000210,Interhediatw,,,In vitro cytotoxicity in human tumor lung carcinoma A-549 cell lines,,Homo sapiens,9606.0,A549,80682
6112,1,,,318.0,F,15718,fAO0000319,Expeet,,,Tested in vitro for cytotoxic activity against lung carcinoma (A-549) cell line,,Homo sapiens,9606.0,A549,80682
6113,1,,,383.0,F,12373,vzO0000219,Intermeviatd,,,Tested in vitro for cytotoxicity against A-549 lung cancer cells,,Homo sapiens,9606.0,A549,80682
6114,1,,,171.0,F,637,BAO009021o,Intwrmediage,,,The compound was tested for cytotoxicity against A-549 cell in human lung carcinoma,,Homo sapiens,9606.0,A549,80682
6115,1,,,262.0,F,14867,Bxk0000219,Expeet,,,Cytotoxicity against human lung carcinoma cells (A-549) using SRB assay.,,Homo sapiens,9606.0,A549,80682
6116,1,,,611.0,F,4461,BAi0900219,Interjeciate,,,Antitumor cytotoxic activity against A-549 cell line was determined,,Homo sapiens,9606.0,A549,80682
6117,1,,,403.0,F,5406,vAO000021i,Inte3mediat4,,,"Tested for the cytotoxicity against the Non-small cell lung cancer cell line A-549, growth inhibition by 50% is reported",,Homo sapiens,9606.0,A549,80682
6118,1,,,245.0,F,4457,BqO00p0219,7ntermexiate,,,Compound was tested for cytotoxicity against A-549 human solid tumor cell line,,Homo sapiens,9606.0,A549,80682
6119,1,,,432.0,F,1386,BAO000022p,Ezpert,,,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,,Homo sapiens,9606.0,A549,80682
6120,1,,,393.0,F,3265,BAO0p90219,Intermeviqte,,,Antitumoral activity was assayed against A-549 cell line,,Homo sapiens,9606.0,A549,80682
6121,1,,,629.0,F,2359,fAO00p0219,Intermdxiate,,,Compound was evaluated for the cytotoxicity against A-549 tumor cell line after 3 days of incubation,,Homo sapiens,9606.0,A549,80682
6122,1,,,282.0,F,4457,BAk00o0219,Inrermedia6e,,,Compound was tested for cytotoxicity against A-549 human solid tumor cell line,,Homo sapiens,9606.0,A549,80682
6123,1,,,384.0,F,12454,BAO0900218,Expedt,,,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,,Homo sapiens,9606.0,A549,80682
6124,1,,,206.0,F,1481,BAO000pq19,Intsrmediat3,,,Compound was tested for inhibition of cell growth of A-549 cells,,Homo sapiens,9606.0,A549,80682
6125,1,,,169.0,F,1750,vAO000021i,Intermedixye,,,Compound was tested for its inhibitory effect on the growth of A-549 tumor cell line from lung.,,Homo sapiens,9606.0,A549,80682
6126,1,,,186.0,F,5065,BAO0oo0219,9ntermesiate,,,Concentration required for 50% inhibition of growth in human lung carcinoma cell line was determined,,Homo sapiens,9606.0,A549,80682
6127,1,,,220.0,F,808,BwOo000219,Experg,,,In vitro cytotoxicity against A549-human lung carcinoma cells.,,Homo sapiens,9606.0,A549,80682
6128,1,,,483.0,F,16364,BAO0p00229,Ecpert,,,Cytotoxic activity against cultured cells of A-549 human lung carcinoma.,,Homo sapiens,9606.0,A549,80682
6129,1,,,211.0,F,1847,BqO0p00219,Intermefia6e,,,Cytotoxic activity against A-549 cell lines.,,Homo sapiens,9606.0,A549,80682
6130,1,,,445.0,F,1747,BAi00p0219,Experg,,,Cytotoxicity was measured against neoplastic cultured A-549 cells of human lung carcinoma.,,Homo sapiens,9606.0,A549,80682
6131,1,,,262.0,F,1003,gAO000o219,Inte4mrdiate,,,Cytotoxicity against human A549 non small cell lung cell lines,,Homo sapiens,9606.0,A549,80682
6132,1,,,378.0,F,15313,BAO00o021o,Exper5,,,Inhibition of cell growth in (A-549) lung cell line,,Homo sapiens,9606.0,A549,80682
6133,1,,,533.0,F,3122,gsO0000219,Ijtsrmediate,,,Growth inhibitory effect of compound was measured on A-549 human lung adenocarcinoma cancer cell line,,Homo sapiens,9606.0,A549,80682
6134,1,,,363.0,F,16049,BAO0o0o219,Intermedjatd,,,In vitro antitumor activity against A-549 tumor cells.,,Homo sapiens,9606.0,A549,80682
6135,1,,,342.0,F,17134,BxO00p0219,Expe3t,,,In vitro antitumor effects against human A-549 cell lines.,,Homo sapiens,9606.0,A549,80682
6136,1,,,262.0,F,6406,BzO9000219,8ntermed8ate,,,In vitro cytotoxic activity of compound against A-549 cell line,,Homo sapiens,9606.0,A549,80682
6137,1,,,197.0,F,627,BzO0000119,9nt4rmediate,,,In vitro cytotoxicity against human lung carcinoma A-549 cell line,,Homo sapiens,9606.0,A549,80682
6138,1,,,26.0,F,12307,BsOo000219,Intermwd8ate,,,In vitro cytotoxicity against human non-small cell lung carcinoma A549,,Homo sapiens,9606.0,A549,80682
6139,1,,,441.0,F,17861,BA00000e19,Inte4mediat4,,,In vitro cytotoxicity against human A-549 cancer cell line was evaluated,,Homo sapiens,9606.0,A549,80682
6140,1,,,428.0,F,6682,BAO00o02w9,Expe5t,,,In vitro cytotoxicity against the A-549 (human lung carcinoma) neoplastic cell line,,Homo sapiens,9606.0,A549,80682
6141,1,,,338.0,F,6663,nAO0000119,jntedmediate,,,Inhibitory concentration of compound against A-549 cell line,,Homo sapiens,9606.0,A549,80682
6142,1,,,189.0,F,2454,BAO09p0219,Interhed8ate,,,Tested for the cytostatic activity as inhibitory concentration against A-549 human pulmonary adenocarcinoma cells,,Homo sapiens,9606.0,A549,80682
6143,1,,,305.0,F,14709,BAOp009219,Inte5media6e,,,cytotoxic activity against leukemia (A-549) cancer cell line,,Homo sapiens,9606.0,A549,80682
6144,1,,,380.0,F,15718,BAO0990219,Eapert,,,Tested in vitro for cytotoxic activity against lung carcinoma (A-549) cell line,,Homo sapiens,9606.0,A549,80682
6145,1,,,296.0,F,15718,BAO00002qp,Inyetmediate,,,Percent inhibition for cytotoxic activity against lung carcinoma (A-549) cell line,,Homo sapiens,9606.0,A549,80682
6146,1,,,296.0,F,17130,BA00000e19,Intrrmediat4,,,Cytotoxic activity of compound against A-549 cell lines at concentration of 0.1(ug/ml),,Homo sapiens,9606.0,A549,80682
6147,1,,,353.0,F,17130,hAO0090219,Intermewiatw,,,Cytotoxic activity of compound against A-549 cell lines at concentration of 0.4(ug/ml),,Homo sapiens,9606.0,A549,80682
6148,1,,,313.0,F,17130,vzO0000219,8ntefmediate,,,Cytotoxic activity of compound against A-549 cell lines at concentration of 1.1 (ug/ml),,Homo sapiens,9606.0,A549,80682
6149,1,,,241.0,F,17130,hAO0000218,In6etmediate,,,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml),,Homo sapiens,9606.0,A549,80682
6150,1,,,242.0,F,6630,BAO0000w1o,Intedmediare,,,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tometin; Not available,,,,A549,80682
6151,1,,,370.0,F,16726,vAO0000229,Interm2diage,,,Influence of PARP-1 cellular activity in human lung carcinoma A549 cells on %ADP Polymer formation at a concentration of 25 uM of the compound,,Homo sapiens,9606.0,A549,80682
6152,1,,,310.0,F,17846,BAO0o00210,Ijterm2diate,,,Cytotoxicity against A549 cells; No cytotoxicity,,Homo sapiens,9606.0,A549,80682
6153,1,,,215.0,F,3415,BAOo00021p,4xpert,,,Cytotoxicity against human lung carcinoma (A549) cell lines,,Homo sapiens,9606.0,A549,80682
6154,1,,,351.0,F,3415,BAO0009229,Exlert,,,Cytotoxicity against human lung carcinoma (A549) cell lines; Not active,,Homo sapiens,9606.0,A549,80682
6155,1,,,443.0,F,5609,BwO0000229,Intermed9afe,,,In vitro anticancer activity against human lung (A549) cell line,,Homo sapiens,9606.0,A549,80682
6156,1,,,392.0,F,17206,BAO0090119,Intsrmedixte,,,Percent growth inhibition at 200 uM PARP inhibitor in A549 cells,,Homo sapiens,9606.0,A549,80682
6157,1,,,303.0,F,17206,BAk0o00219,Ingermedkate,,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..006 uM compound concentration in A549 cells,,Homo sapiens,9606.0,A549,80682
6158,1,,,579.0,F,17206,BqOp000219,kjtermediate,,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..03 uM compound concentration in A549 cells,,Homo sapiens,9606.0,A549,80682
6159,1,,,300.0,F,17206,BqO0p00219,Interjfdiate,,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..15 uM compound concentration in A549 cells,,Homo sapiens,9606.0,A549,80682
6160,1,,,196.0,F,17206,BAO0000qq9,8htermediate,,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..4 uM compound concentration in A549 cells,,Homo sapiens,9606.0,A549,80682
6161,1,,,328.0,F,17206,BAk0o00219,In4srmediate,,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,,Homo sapiens,9606.0,A549,80682
6162,1,,,302.0,F,16295,BAO000o21p,3xpert,,,Inhibition of A549 human lung tumor cell proliferation,,Homo sapiens,9606.0,A549,80682
6163,1,,,467.0,F,16825,BAO0o90219,Intermediq5e,,,"Concentration required to inhibit the lung A549 cell growth by 50%,P53 status of cell line used was wild-type. ",,Homo sapiens,9606.0,A549,80682
6164,1,,,492.0,F,3439,BxO0000119,Exper5,,,In vitro cytotoxicity against human tumor cell line A549,,Homo sapiens,9606.0,A549,80682
6165,1,,,337.0,F,10870,gAOo000219,Integmediaye,,,In vitro growth inhibitory activity against A549 human nonsmall cell lung carcinoma cells. ,,Homo sapiens,9606.0,A549,80682
6166,1,,,258.0,F,4845,nAO0000210,In6frmediate,,,Inhibitory concentration of compound against proliferation of lung carcinoma A549 cell line,,Homo sapiens,9606.0,A549,80682
6167,1,,,380.0,F,5822,hAO000o219,Intrrmediatw,,,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells,,Homo sapiens,9606.0,A549,80682
6168,1,,,334.0,F,5822,nwO0000219,Intermrdjate,,,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells,,Homo sapiens,9606.0,A549,80682
6169,1,,,242.0,F,5822,BAO900p219,ontfrmediate,,,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells: Not tested,,Homo sapiens,9606.0,A549,80682
6170,1,,,227.0,F,16381,BAO0pp0219,Inte4mediwte,,,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,,Homo sapiens,9606.0,A549,80682
6171,1,,,240.0,F,16381,BAO900o219,Intermsdiqte,,,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,,Homo sapiens,9606.0,A549,80682
6172,1,,,336.0,F,16381,BAO0900319,Intermedixt2,,,% inhibition against A549 cells (lung cancer) at 4 ug/mL,,Homo sapiens,9606.0,A549,80682
6173,1,,,180.0,F,5609,BA90000229,Inr2rmediate,,,In vitro anticancer activity against human lung (A549) cell line,,Homo sapiens,9606.0,A549,80682
