release_year,film_id,rental_duration,replacement_cost,rating,rental_rate,description,original_language_id,length,title,language
2006,550,6,22.99,NC-17,2.99,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,,74,MAGUIRE APACHE,English
2006,551,3,9.99,PG,4.99,A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention,,138,MAIDEN HOME,English
2006,552,5,15.99,PG,0.99,A Thrilling Character Study of a Moose And a Student who must Escape a Butler in The First Manned Space Station,,130,MAJESTIC FLOATS,English
2006,553,4,12.99,PG-13,0.99,A Stunning Display of a Moose And a Database Administrator who must Pursue a Composer in A Jet Boat,,136,MAKER GABLES,English
2006,554,6,22.99,G,2.99,A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback,,159,MALKOVICH PET,English
2006,555,4,25.99,PG,0.99,A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery,,133,MALLRATS UNITED,English
2006,556,6,26.99,PG-13,4.99,A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California,,127,MALTESE HOPE,English
2006,557,5,27.99,PG,2.99,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,,177,MANCHURIAN CURTAIN,English
2006,558,3,18.99,PG-13,2.99,A Astounding Saga of a Mad Cow And a Pastry Chef who must Discover a Husband in Ancient India,,71,MANNEQUIN WORST,English
2006,559,7,22.99,G,2.99,A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert,,114,MARRIED GO,English
2006,560,6,21.99,NC-17,0.99,A Boring Drama of a Car And a Dog who must Succumb a Madman in Soviet Georgia,,62,MARS ROMAN,English
2006,561,6,26.99,NC-17,2.99,A Boring Character Study of a Student And a Robot who must Meet a Woman in California,,123,MASK PEACH,English
2006,562,6,12.99,PG-13,0.99,A Fanciful Documentary of a Pioneer And a Boat who must Pursue a Pioneer in An Abandoned Mine Shaft,,151,MASKED BUBBLE,English
2006,563,6,16.99,R,4.99,A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California,,165,MASSACRE USUAL,English
2006,564,4,11.99,PG,2.99,A Fateful Drama of a Frisbee And a Crocodile who must Vanquish a Dog in The First Manned Space Station,,161,MASSAGE IMAGE,English
2006,565,6,9.99,PG-13,4.99,A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California,,56,MATRIX SNOWMAN,English
2006,566,6,20.99,R,0.99,A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria,,72,MAUDE MOD,English
2006,567,3,26.99,G,2.99,A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention,,80,MEET CHOCOLATE,English
2006,568,4,11.99,NC-17,4.99,A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert,,77,MEMENTO ZOOLANDER,English
2006,569,7,18.99,G,2.99,A Unbelieveable Panorama of a Composer And a Butler who must Overcome a Database Administrator in The First Manned Space Station,,147,MENAGERIE RUSHMORE,English
2006,570,5,20.99,NC-17,4.99,A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California,,104,MERMAID INSECTS,English
2006,571,6,26.99,PG-13,2.99,A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory,,161,METAL ARMAGEDDON,English
2006,572,4,9.99,PG-13,2.99,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,,64,METROPOLIS COMA,English
2006,573,6,22.99,PG-13,2.99,A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria,,105,MICROCOSMOS PARADISE,English
2006,574,3,19.99,G,0.99,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,,86,MIDNIGHT WESTWARD,English
2006,575,3,27.99,G,4.99,A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan,,48,MIDSUMMER GROUNDHOG,English
2006,576,7,13.99,PG,2.99,A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention,,122,MIGHTY LUCK,English
2006,577,4,10.99,PG,0.99,A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention,,64,MILE MULAN,English
2006,578,4,16.99,PG-13,4.99,A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert,,142,MILLION ACE,English
2006,579,3,22.99,PG-13,4.99,A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery,,149,MINDS TRUMAN,English
2006,580,3,12.99,PG-13,4.99,A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin,,166,MINE TITANS,English
2006,581,4,16.99,G,0.99,A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback,,59,MINORITY KISS,English
2006,582,3,19.99,PG-13,2.99,A Touching Epistle of a Butler And a Boy who must Find a Mad Scientist in The Sahara Desert,,162,MIRACLE VIRTUAL,English
2006,583,3,26.99,PG-13,4.99,A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House,,164,MISSION ZOOLANDER,English
2006,584,6,26.99,PG-13,2.99,A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India,,180,MIXED DOORS,English
2006,585,4,25.99,G,0.99,A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies,,105,MOB DUFFEL,English
2006,586,4,27.99,PG,0.99,A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin,,60,MOCKINGBIRD HOLLYWOOD,English
2006,587,6,20.99,NC-17,4.99,A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans,,77,MOD SECRETARY,English
2006,588,4,11.99,NC-17,4.99,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,,175,MODEL FISH,English
2006,589,3,20.99,PG,0.99,A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans,,74,MODERN DORADO,English
2006,590,3,17.99,PG,2.99,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia,,135,MONEY HAROLD,English
2006,591,6,20.99,PG,4.99,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,,182,MONSOON CAUSE,English
2006,592,6,28.99,PG,2.99,A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia,,107,MONSTER SPARTACUS,English
2006,593,6,13.99,G,0.99,A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat,,158,MONTEREY LABYRINTH,English
2006,594,6,22.99,NC-17,0.99,A Thrilling Reflection of a Waitress And a Butler who must Battle a Butler in A Jet Boat,,126,MONTEZUMA COMMAND,English
2006,595,7,20.99,PG,0.99,A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory,,83,MOON BUNCH,English
2006,596,4,25.99,PG-13,4.99,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,,171,MOONSHINE CABIN,English
2006,597,5,12.99,G,4.99,A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans,,184,MOONWALKER FOOL,English
2006,598,6,22.99,G,0.99,A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan,,57,MOSQUITO ARMAGEDDON,English
2006,599,3,20.99,R,0.99,A Boring Tale of a Husband And a Boy who must Fight a Squirrel in Ancient China,,103,MOTHER OLEANDER,English
2006,600,5,16.99,PG,0.99,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,,166,MOTIONS DETAILS,English
2006,601,4,20.99,PG-13,0.99,A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft,,79,MOULIN WAKE,English
2006,602,5,14.99,PG,0.99,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,,146,MOURNING PURPLE,English
2006,603,6,27.99,PG,4.99,A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin,,53,MOVIE SHAKESPEARE,English
2006,604,4,10.99,G,0.99,A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon,,160,MULAN MOON,English
2006,605,7,13.99,PG,2.99,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,,157,MULHOLLAND BEAST,English
2006,606,3,15.99,NC-17,0.99,A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia,,160,MUMMY CREATURES,English
2006,607,5,18.99,PG,4.99,A Lacklusture Story of a Madman And a Teacher who must Kill a Frisbee in The Gulf of Mexico,,50,MUPPET MILE,English
2006,608,6,11.99,PG,2.99,A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention,,166,MURDER ANTITRUST,English
2006,609,7,23.99,G,2.99,A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India,,185,MUSCLE BRIGHT,English
2006,610,7,17.99,R,0.99,A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station,,129,MUSIC BOONDOCK,English
2006,611,7,17.99,PG,4.99,A Touching Yarn of a Student And a Moose who must Fight a Mad Cow in Australia,,73,MUSKETEERS WAIT,English
2006,613,5,19.99,NC-17,0.99,A Epic Yarn of a Teacher And a Hunter who must Outgun a Explorer in Soviet Georgia,,92,MYSTIC TRUMAN,English
2006,614,5,11.99,PG-13,4.99,A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria,,178,NAME DETECTIVE,English
2006,615,6,21.99,PG-13,2.99,A Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft,,180,NASH CHOCOLAT,English
2006,616,4,19.99,NC-17,2.99,A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California,,92,NATIONAL STORY,English
2006,617,4,24.99,PG-13,0.99,A Fast-Paced Story of a Sumo Wrestler And a Girl who must Defeat a Car in A Baloon Factory,,50,NATURAL STOCK,English
2006,618,3,21.99,PG,0.99,A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California,,132,NECKLACE OUTBREAK,English
2006,619,3,20.99,R,0.99,A Fanciful Reflection of a Crocodile And a Astronaut who must Outrace a Feminist in An Abandoned Amusement Park,,161,NEIGHBORS CHARADE,English
2006,620,5,23.99,NC-17,2.99,A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse,,131,NEMO CAMPUS,English
2006,621,5,23.99,PG-13,2.99,A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California,,75,NETWORK PEAK,English
2006,622,4,25.99,G,0.99,A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico,,159,NEWSIES STORY,English
2006,623,4,9.99,PG,0.99,A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India,,75,NEWTON LABYRINTH,English
2006,624,3,25.99,PG,4.99,A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft,,149,NIGHTMARE CHILL,English
2006,625,3,18.99,NC-17,0.99,A Boring Reflection of a Secret Agent And a Astronaut who must Face a Composer in A Manhattan Penthouse,,83,NONE SPIKING,English
2006,626,5,12.99,G,2.99,A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse,,57,NOON PAPI,English
2006,627,4,9.99,NC-17,4.99,A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans,,67,NORTH TEQUILA,English
2006,628,5,24.99,PG,2.99,A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback,,172,NORTHWEST POLISH,English
2006,629,7,9.99,NC-17,0.99,A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon,,128,NOTORIOUS REUNION,English
2006,630,7,19.99,PG-13,0.99,A Thoughtful Display of a Butler And a Womanizer who must Find a Waitress in The Canadian Rockies,,48,NOTTING SPEAKEASY,English
2006,631,4,11.99,G,0.99,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,,64,NOVOCAINE FLIGHT,English
2006,632,5,10.99,NC-17,4.99,A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California,,145,NUTS TIES,English
2006,633,6,10.99,PG-13,4.99,A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat,,54,OCTOBER SUBMARINE,English
2006,634,6,14.99,NC-17,0.99,A Thrilling Yarn of a Feminist And a Madman who must Battle a Hunter in Berlin,,48,ODDS BOOGIE,English
2006,635,7,15.99,PG,0.99,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,,58,OKLAHOMA JUMANJI,English
2006,636,5,12.99,PG,0.99,A Boring Story of a Teacher And a Monkey who must Succumb a Forensic Psychologist in A Jet Boat,,161,OLEANDER CLUE,English
2006,637,7,16.99,PG,4.99,A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat,,131,OPEN AFRICAN,English
2006,638,7,23.99,G,2.99,A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China,,156,OPERATION OPERATION,English
2006,639,7,9.99,PG,4.99,A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria,,92,OPPOSITE NECKLACE,English
2006,640,5,21.99,R,4.99,A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert,,102,OPUS ICE,English
2006,641,4,21.99,PG-13,0.99,A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat,,76,ORANGE GRAPES,English
2006,642,7,13.99,PG-13,2.99,A Amazing Saga of a Dog And a A Shark who must Challenge a Cat in The Sahara Desert,,120,ORDER BETRAYED,English
2006,643,3,22.99,R,2.99,A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert,,118,ORIENT CLOSER,English
2006,644,7,29.99,PG,2.99,A Insightful Tale of a Database Administrator And a Dog who must Face a Madman in Soviet Georgia,,115,OSCAR GOLD,English
2006,645,7,18.99,PG,2.99,A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico,,118,OTHERS SOUP,English
2006,646,6,12.99,NC-17,0.99,A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat,,169,OUTBREAK DIVINE,English
2006,647,4,18.99,NC-17,0.99,A Thoughtful Drama of a Husband And a Secret Agent who must Pursue a Database Administrator in Ancient India,,129,OUTFIELD MASSACRE,English
2006,648,7,17.99,PG-13,4.99,A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert,,148,OUTLAW HANKY,English
2006,649,4,14.99,R,2.99,A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory,,85,OZ LIAISONS,English
2006,650,3,27.99,G,0.99,A Thrilling Yarn of a Dog And a Moose who must Kill a Pastry Chef in A Manhattan Penthouse,,144,PACIFIC AMISTAD,English
2006,651,3,20.99,PG-13,0.99,A Epic Display of a Sumo Wrestler And a Forensic Psychologist who must Build a Woman in An Abandoned Amusement Park,,84,PACKER MADIGAN,English
2006,652,3,14.99,R,0.99,A Emotional Drama of a Boy And a Technical Writer who must Redeem a Sumo Wrestler in California,,126,PAJAMA JAWBREAKER,English
2006,653,3,15.99,G,4.99,A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon,,102,PANIC CLUB,English
2006,654,4,19.99,G,4.99,A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico,,93,PANKY SUBMARINE,English
2006,655,5,22.99,NC-17,4.99,A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico,,109,PANTHER REDS,English
2006,656,3,9.99,PG,0.99,A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan,,128,PAPI NECKLACE,English
2006,657,5,12.99,PG-13,2.99,A Intrepid Yarn of a Car And a Moose who must Outrace a Crocodile in A Manhattan Penthouse,,48,PARADISE SABRINA,English
2006,658,7,19.99,PG-13,2.99,A Intrepid Story of a Squirrel And a Crocodile who must Defeat a Monkey in The Outback,,121,PARIS WEEKEND,English
2006,659,3,14.99,PG-13,4.99,A Taut Epistle of a Sumo Wrestler And a Girl who must Face a Husband in Ancient Japan,,109,PARK CITIZEN,English
2006,660,7,11.99,PG,2.99,A Fateful Display of a Technical Writer And a Butler who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,,107,PARTY KNOCK,English
2006,661,5,17.99,PG-13,4.99,A Intrepid Tale of a Madman And a Astronaut who must Challenge a Hunter in A Monastery,,157,PAST SUICIDES,English
2006,662,3,9.99,PG,4.99,A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China,,118,PATHS CONTROL,English
2006,663,7,29.99,NC-17,0.99,A Emotional Epistle of a Squirrel And a Robot who must Confront a Lumberjack in Soviet Georgia,,99,PATIENT SISTER,English
2006,664,6,12.99,PG,2.99,A Taut Saga of a Robot And a Database Administrator who must Challenge a Astronaut in California,,65,PATRIOT ROMAN,English
2006,665,4,22.99,PG,2.99,A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin,,175,PATTON INTERVIEW,English
2006,666,4,27.99,PG-13,4.99,A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert,,145,PAYCHECK WAIT,English
2006,667,3,20.99,PG-13,2.99,A Action-Packed Drama of a Monkey And a Dentist who must Chase a Butler in Berlin,,160,PEACH INNOCENT,English
2006,668,7,25.99,PG,4.99,A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft,,80,PEAK FOREVER,English
2006,669,3,10.99,NC-17,2.99,A Lacklusture Yarn of a Astronaut And a Pastry Chef who must Sink a Dog in A U-Boat,,74,PEARL DESTINY,English
2006,670,4,17.99,PG,4.99,A Epic Documentary of a Boy And a Monkey who must Pursue a Astronaut in Berlin,,48,PELICAN COMFORTS,English
2006,671,7,27.99,NC-17,4.99,A Fast-Paced Story of a Car And a Cat who must Outgun a Hunter in Berlin,,99,PERDITION FARGO,English
2006,672,7,17.99,PG-13,2.99,A Thrilling Yarn of a Dog And a Dog who must Build a Husband in A Baloon,,82,PERFECT GROOVE,English
2006,673,3,19.99,PG-13,0.99,A Epic Saga of a Hunter And a Technical Writer who must Conquer a Cat in Ancient Japan,,118,PERSONAL LADYBUGS,English
2006,674,3,11.99,PG,0.99,A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California,,99,PET HAUNTING,English
2006,676,7,16.99,PG-13,4.99,A Taut Yarn of a Hunter And a Astronaut who must Conquer a Database Administrator in The Sahara Desert,,137,PHILADELPHIA WIFE,English
2006,677,6,25.99,NC-17,0.99,A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery,,136,PIANIST OUTFIELD,English
2006,678,3,23.99,G,2.99,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,,77,PICKUP DRIVING,English
2006,679,6,17.99,PG,2.99,A Awe-Inspiring Reflection of a Crocodile And a Sumo Wrestler who must Meet a Forensic Psychologist in An Abandoned Mine Shaft,,50,PILOT HOOSIERS,English
2006,680,4,21.99,PG,4.99,A Action-Packed Reflection of a Mad Scientist And a A Shark who must Find a Feminist in California,,103,PINOCCHIO SIMON,English
2006,681,4,20.99,PG,0.99,A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies,,100,PIRATES ROXANNE,English
2006,682,4,17.99,PG-13,4.99,A Thrilling Epistle of a Boy And a Boat who must Find a Student in Soviet Georgia,,134,PITTSBURGH HUNCHBACK,English
2006,683,5,19.99,NC-17,4.99,A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria,,60,PITY BOUND,English
2006,684,4,11.99,NC-17,2.99,A Epic Saga of a Cat And a Squirrel who must Outgun a Robot in A U-Boat,,173,PIZZA JUMANJI,English
2006,685,6,10.99,PG-13,4.99,A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia,,132,PLATOON INSTINCT,English
2006,686,5,9.99,R,4.99,A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank,,84,PLUTO OLEANDER,English
2006,687,6,15.99,NC-17,0.99,A Intrepid Yarn of a Frisbee And a Dog who must Build a Astronaut in A Baloon Factory,,138,POCUS PULP,English
2006,688,6,12.99,PG,0.99,A Boring Character Study of a Database Administrator And a Lumberjack who must Reach a Madman in The Outback,,61,POLISH BROOKLYN,English
2006,689,5,14.99,PG,2.99,A Intrepid Story of a Madman And a Frisbee who must Outgun a Boat in The Sahara Desert,,137,POLLOCK DELIVERANCE,English
2006,690,7,25.99,PG-13,2.99,A Stunning Drama of a Teacher And a Boat who must Battle a Feminist in Ancient China,,185,POND SEATTLE,English
2006,691,6,29.99,PG-13,4.99,A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery,,159,POSEIDON FOREVER,English
2006,692,3,10.99,G,2.99,A Beautiful Story of a Dog And a Technical Writer who must Outgun a Student in A Baloon,,179,POTLUCK MIXED,English
2006,693,5,16.99,PG,2.99,A Thrilling Epistle of a Frisbee And a Cat who must Fight a Technical Writer in Berlin,,115,POTTER CONNECTICUT,English
2006,694,6,15.99,PG-13,4.99,A Epic Saga of a Boy And a Dentist who must Outrace a Madman in A U-Boat,,98,PREJUDICE OLEANDER,English
2006,695,6,12.99,PG,4.99,A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia,,144,PRESIDENT BANG,English
2006,696,6,20.99,NC-17,0.99,A Thoughtful Drama of a A Shark And a Forensic Psychologist who must Vanquish a Student in Ancient India,,114,PRIDE ALAMO,English
2006,697,7,16.99,G,0.99,A Fateful Documentary of a Pastry Chef And a Butler who must Build a Dog in The Canadian Rockies,,53,PRIMARY GLASS,English
2006,698,3,29.99,NC-17,2.99,A Thrilling Yarn of a Pastry Chef And a Monkey who must Battle a Monkey in A Shark Tank,,71,PRINCESS GIANT,English
2006,699,7,26.99,PG,4.99,A Stunning Story of a Technical Writer And a Hunter who must Succumb a Secret Agent in A Baloon,,106,PRIVATE DROP,English
2006,700,4,13.99,R,2.99,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China,,115,PRIX UNDEFEATED,English
2006,701,5,11.99,PG-13,2.99,A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria,,155,PSYCHO SHRUNK,English
2006,702,4,12.99,G,2.99,A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria,,89,PULP BEVERLY,English
2006,703,6,18.99,PG,4.99,A Fast-Paced Tale of a Pastry Chef And a Boat who must Face a Frisbee in The Canadian Rockies,,100,PUNK DIVORCE,English
2006,704,3,25.99,NC-17,2.99,A Thoughtful Documentary of a Student And a Madman who must Challenge a Squirrel in A Manhattan Penthouse,,121,PURE RUNNER,English
2006,705,4,9.99,R,2.99,A Boring Display of a Pastry Chef And a Sumo Wrestler who must Discover a Frisbee in An Abandoned Amusement Park,,88,PURPLE MOVIE,English
2006,706,5,22.99,PG,4.99,A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans,,163,QUEEN LUKE,English
2006,707,5,29.99,R,2.99,A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory,,177,QUEST MUSSOLINI,English
2006,708,4,19.99,R,4.99,A Thoughtful Story of a Pioneer And a Woman who must Reach a Moose in Australia,,112,QUILLS BULL,English
2006,709,7,19.99,NC-17,2.99,A Emotional Display of a Monkey And a Waitress who must Reach a Secret Agent in California,,147,RACER EGG,English
2006,710,4,18.99,R,4.99,A Fast-Paced Saga of a Astronaut And a Secret Agent who must Escape a Hunter in An Abandoned Amusement Park,,120,RAGE GAMES,English
2006,711,4,18.99,R,4.99,A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat,,154,RAGING AIRPLANE,English
2006,712,4,11.99,PG-13,0.99,A Amazing Drama of a Teacher And a Feminist who must Meet a Woman in The First Manned Space Station,,82,RAIDERS ANTITRUST,English
2006,713,3,14.99,PG,4.99,A Action-Packed Story of a Hunter And a Boy who must Discover a Lumberjack in Ancient India,,74,RAINBOW SHOCK,English
2006,714,6,29.99,NC-17,2.99,A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank,,73,RANDOM GO,English
2006,715,3,25.99,PG,4.99,A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon,,147,RANGE MOONWALKER,English
2006,716,6,26.99,PG-13,2.99,A Thrilling Epistle of a Composer And a Sumo Wrestler who must Challenge a Mad Cow in A MySQL Convention,,136,REAP UNFAITHFUL,English
2006,717,6,23.99,NC-17,0.99,A Awe-Inspiring Reflection of a Forensic Psychologist And a Secret Agent who must Succumb a Pastry Chef in Soviet Georgia,,97,REAR TRADING,English
2006,718,7,24.99,G,0.99,A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India,,73,REBEL AIRPORT,English
2006,719,7,11.99,PG,4.99,A Amazing Drama of a Mad Scientist And a Composer who must Build a Husband in The Outback,,182,RECORDS ZORRO,English
2006,720,3,20.99,NC-17,2.99,A Emotional Documentary of a Dentist And a Woman who must Battle a Mad Scientist in Ancient China,,179,REDEMPTION COMFORTS,English
2006,721,7,23.99,PG-13,4.99,A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia,,182,REDS POCUS,English
2006,722,5,26.99,NC-17,0.99,A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon,,123,REEF SALUTE,English
2006,723,3,29.99,PG-13,2.99,A Emotional Yarn of a Composer And a Man who must Escape a Butler in The Gulf of Mexico,,82,REIGN GENTLEMEN,English
2006,724,5,15.99,R,2.99,A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India,,110,REMEMBER DIARY,English
2006,725,6,25.99,R,4.99,A Unbelieveable Character Study of a Cat And a Database Administrator who must Pursue a Teacher in A Monastery,,167,REQUIEM TYCOON,English
2006,726,7,29.99,PG-13,2.99,A Intrepid Drama of a Teacher And a Moose who must Kill a Car in California,,61,RESERVOIR ADAPTATION,English
2006,727,6,12.99,PG,0.99,A Epic Yarn of a Robot And a Explorer who must Challenge a Girl in A MySQL Convention,,117,RESURRECTION SILVERADO,English
2006,728,3,26.99,R,0.99,A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory,,63,REUNION WITCHES,English
2006,729,5,28.99,PG,2.99,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,,177,RIDER CADDYSHACK,English
2006,730,3,28.99,PG-13,0.99,A Unbelieveable Drama of a Waitress And a Composer who must Sink a Mad Cow in Ancient Japan,,46,RIDGEMONT SUBMARINE,English
2006,731,7,29.99,PG-13,4.99,A Fateful Character Study of a Boat And a Cat who must Find a Database Administrator in A Jet Boat,,153,RIGHT CRANES,English
2006,732,5,17.99,G,0.99,A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans,,58,RINGS HEARTBREAKERS,English
2006,733,4,29.99,PG-13,0.99,A Thrilling Character Study of a Squirrel And a Lumberjack who must Face a Hunter in A MySQL Convention,,149,RIVER OUTLAW,English
2006,734,4,12.99,R,4.99,A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan,,158,ROAD ROXANNE,English
