Fiscal year,Desertification (marker),Project number,Untied amount(Project-level budget),Indigenous issues (marker),Sector ID,ICT as a tool for development (marker),Fund centre ID,Children issues (marker),Programming process (new),Knowledge for development (marker),Division name,Maximum CIDA contribution (project-level),CountryRegion percent,Status,Branch ID,Trade development (marker),Continent name,Organisation class,CountryRegion ID,PBA type,Regional program (marker),Biodiversity (marker),Continent ID,CountryRegion name,Branch name,Division ID,Section ID,Section name,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,0,M012133001,3694500.0,0,16061,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,25010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,25010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,41010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,41010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,41081,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,41081,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,43030,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,43030,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,72040,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,72040,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,99810,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,99810,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.5687,Closed,B5100,0,Africa,Multilateral,X1,Not PBA,0,0,2,Africa MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,11220,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,11220,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,11430,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,11430,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,15111,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,15111,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,15220,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,15220,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,16020,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,16020,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,16061,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,16061,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,25010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,25010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,41010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,41010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,41081,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,41081,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,43030,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,43030,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,72040,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,72040,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,99810,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,99810,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.0588,Closed,B5100,0,America,Multilateral,X2,Not PBA,0,0,1,Americas MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,11220,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,11220,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,11430,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,11430,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,15111,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,15111,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,15220,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,15220,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,16020,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,16020,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,16061,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,16061,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,25010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,25010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,41010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,41010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,41081,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,41081,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,43030,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,43030,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,72040,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,72040,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,99810,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,99810,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.1372,Closed,B5100,0,Asia,Multilateral,X3,Not PBA,0,0,3,Asia MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,11220,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,11220,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,11430,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,11430,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,15111,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,15111,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,15220,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,15220,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,16020,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,16020,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,16061,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,16061,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,25010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
2009/2010,0,M012133001,3694500.0,0,25010,0,5296,0,Uncoded: Pre-APP,0,MGD Social Development,3694500.0,0.2353,Closed,B5100,0,Europe,Multilateral,X4,Not PBA,0,0,5,Europe MC,MFM Global Issues and Development,D5440,S5446,"UN, Commonwealth & Francophonie-Core",Francophonie Organization - Init,0.5,0.0,0,Responsive,1,0,0,0
