assays_ss_d,assays_ss_ctgr,assays_ss_cll_tp,assays_vrnt_d,assays_ss_tp,assays_tss_d,assays_ss_tss,assays_b_frmt,assays_rltnshp_tp,assays_dc_d,assays_chmbl_d,assays_ss_strn,assays_ss_tst_tp,assays_src_ss_d,assays_ss_sbclllr_frctn,assays_crtd_b,assays_td,assays_cnfdnc_scr,assays_src_d,assays_cll_d
2825,,,,B,,,BAO_0000019,H,15412,CHEMBL621511,,,,,Autocuration,12689,8,1,
2826,,A9,,B,,,BAO_0000219,H,15558,CHEMBL621512,,,,,Expert,12689,8,1,625.0
2827,,,,B,,,BAO_0000357,H,16633,CHEMBL621513,,,,,Autocuration,12689,8,1,
2828,,,,B,,,BAO_0000357,H,6013,CHEMBL621514,,,,,Expert,12689,8,1,
2829,,,,B,,,BAO_0000219,H,17175,CHEMBL621515,,In vitro,,,Expert,12689,8,1,
2830,,,,B,,,BAO_0000219,H,12469,CHEMBL621516,,,,,Autocuration,12689,8,1,
2831,,,,B,5383.0,Caudate-putamen,BAO_0000019,H,3682,CHEMBL621517,,,,,Autocuration,12689,8,1,
2832,,,,B,,,BAO_0000357,H,4932,CHEMBL621518,,,,,Autocuration,12689,8,1,
2833,,,,B,,,BAO_0000019,H,4932,CHEMBL621519,,,,,Autocuration,12689,8,1,
2834,,,,B,,,BAO_0000357,H,3935,CHEMBL621520,,,,,Autocuration,12689,8,1,
2835,,,,B,,,BAO_0000357,H,15818,CHEMBL621521,,,,,Autocuration,12689,8,1,
2836,,,,B,,,BAO_0000357,H,15818,CHEMBL621522,,,,,Autocuration,12689,8,1,
2837,,,,B,,,BAO_0000219,H,14749,CHEMBL621523,,,,,Expert,12689,8,1,
2838,,,,B,,,BAO_0000357,H,15740,CHEMBL621524,,,,,Autocuration,12689,8,1,
2839,,,,B,,,BAO_0000357,D,17133,CHEMBL621525,,,,,Expert,12689,9,1,
2840,,,,B,,,BAO_0000357,H,16532,CHEMBL872921,,,,,Autocuration,12689,8,1,
2841,,,,B,,,BAO_0000357,H,12369,CHEMBL621526,,,,,Autocuration,12689,8,1,
2842,,,,B,,,BAO_0000219,H,12369,CHEMBL621527,,,,,Expert,12689,8,1,
2843,,,,B,,,BAO_0000019,D,2309,CHEMBL617865,,,,,Expert,12689,9,1,
2844,,,,B,,,BAO_0000357,H,12953,CHEMBL617866,,,,,Autocuration,12689,8,1,
2845,,,,B,,,BAO_0000019,H,12953,CHEMBL617867,,,,,Autocuration,12689,8,1,
2846,,,,B,,,BAO_0000357,H,12953,CHEMBL617487,,,,,Autocuration,12689,8,1,
2847,,,,B,,,BAO_0000357,H,12953,CHEMBL617488,,,,,Expert,12689,8,1,
2848,,,,B,,,BAO_0000357,H,17133,CHEMBL617489,,,,,Autocuration,12689,8,1,
2849,,,,B,,,BAO_0000019,H,17211,CHEMBL617490,,,,,Autocuration,12689,8,1,
2850,,,,B,,,BAO_0000019,H,17211,CHEMBL617491,,,,,Autocuration,12689,8,1,
2851,,,,B,,,BAO_0000019,H,14025,CHEMBL617492,,,,,Autocuration,12689,8,1,
2852,,,,B,,,BAO_0000019,H,14998,CHEMBL617493,,,,,Autocuration,12689,8,1,
2853,,,,B,,,BAO_0000357,H,4342,CHEMBL617494,,,,,Autocuration,12689,8,1,
2854,,,,B,,,BAO_0000019,D,13735,CHEMBL617495,,,,,Expert,12689,9,1,
2855,,,,B,,,BAO_0000357,H,13181,CHEMBL617496,,,,,Autocuration,12689,8,1,
2856,,CHO-K1,,B,,,BAO_0000219,H,1883,CHEMBL617497,,,,,Autocuration,12689,8,1,485.0
2857,,,,B,,,BAO_0000357,H,15194,CHEMBL617498,,,,,Autocuration,12689,8,1,
2858,,,,B,,,BAO_0000357,H,15194,CHEMBL617499,,,,,Autocuration,12689,8,1,
2859,,,,F,,,BAO_0000019,H,14579,CHEMBL617500,,,,,Autocuration,12689,8,1,
2860,,,,B,,,BAO_0000357,H,4639,CHEMBL617501,,,,,Autocuration,108,8,1,
2861,,,,B,,,BAO_0000357,H,4820,CHEMBL617502,,,,,Expert,108,8,1,
2862,,,,B,,,BAO_0000357,H,14442,CHEMBL617503,,,,,Autocuration,227,8,1,
2863,,,,B,,,BAO_0000357,H,14755,CHEMBL617504,,,,,Autocuration,227,8,1,
2864,,,,B,,,BAO_0000357,H,14744,CHEMBL617406,,,,,Autocuration,227,8,1,
2865,,,,B,,,BAO_0000019,D,6857,CHEMBL617407,,,,,Expert,227,9,1,
2866,,,,B,,,BAO_0000357,H,16209,CHEMBL617408,,,,,Autocuration,227,8,1,
2867,,,,B,,,BAO_0000357,H,15363,CHEMBL617409,,,,,Autocuration,227,8,1,
2868,,,,B,,,BAO_0000357,H,15363,CHEMBL617410,,,,,Autocuration,227,8,1,
2869,,,,B,,,BAO_0000357,H,15363,CHEMBL617411,,,,,Autocuration,227,8,1,
2870,,,,B,,,BAO_0000019,H,17085,CHEMBL617412,,,,,Autocuration,227,8,1,
2871,,,,B,,,BAO_0000357,D,17200,CHEMBL617774,,,,,Expert,227,9,1,
2872,,HEK293,,B,,,BAO_0000219,D,15851,CHEMBL617775,,,,,Expert,227,9,1,722.0
2873,,HEK293,,B,,,BAO_0000219,D,15851,CHEMBL617776,,,,,Expert,227,9,1,722.0
2874,,CHO,,F,,,BAO_0000219,D,6857,CHEMBL617777,,,,,Expert,227,9,1,449.0
2875,,CHO,,F,,,BAO_0000219,D,6857,CHEMBL617778,,,,,Expert,227,9,1,449.0
2876,,HEK293,,B,,,BAO_0000219,H,15779,CHEMBL617779,,,,,Autocuration,227,8,1,722.0
2877,,HEK293,,B,,,BAO_0000219,H,15851,CHEMBL617780,,,,,Expert,227,8,1,722.0
2878,,HEK293,,B,,,BAO_0000219,H,15779,CHEMBL617781,,,,,Autocuration,227,8,1,722.0
2879,,HEK293,,B,,,BAO_0000219,D,14157,CHEMBL617782,,,,,Expert,227,9,1,722.0
2880,,HEK293,,B,,,BAO_0000219,D,4540,CHEMBL617783,,,,,Expert,227,9,1,722.0
2881,,,,B,,,BAO_0000357,H,6166,CHEMBL617784,,,,,Autocuration,227,8,1,
2882,,HEK293,,B,,,BAO_0000219,H,15779,CHEMBL617785,,,,,Autocuration,227,8,1,722.0
2883,,HEK293,,B,,,BAO_0000219,H,14391,CHEMBL857984,,,,,Expert,227,8,1,722.0
2884,,HEK293,,B,,,BAO_0000219,H,3832,CHEMBL617786,,,,,Expert,227,8,1,722.0
2885,,HEK293,,B,,,BAO_0000219,H,3833,CHEMBL617787,,,,,Expert,227,8,1,722.0
2886,,HEK293,,B,,,BAO_0000219,D,15851,CHEMBL617788,,,,,Expert,227,9,1,722.0
2887,,HEK293,,B,,,BAO_0000219,D,15851,CHEMBL617789,,,,,Expert,227,9,1,722.0
2888,,HEK293,,B,,,BAO_0000219,H,4199,CHEMBL617790,,,,,Autocuration,227,8,1,722.0
2889,,CHO-K1,,B,,,BAO_0000219,H,1883,CHEMBL617791,,,,,Expert,227,8,1,485.0
2890,,,,B,,,BAO_0000357,H,4321,CHEMBL617608,,,,,Expert,227,8,1,
2891,,HEK293,,B,,,BAO_0000219,H,15146,CHEMBL617609,,,,,Autocuration,227,8,1,722.0
2892,,HEK293,,B,,,BAO_0000219,H,5213,CHEMBL617610,,,,,Autocuration,227,8,1,722.0
2893,,HEK293,,B,,,BAO_0000219,H,14818,CHEMBL617611,,,,,Autocuration,227,8,1,722.0
2894,,HEK293,,B,,,BAO_0000219,H,4829,CHEMBL617612,,,,,Autocuration,227,8,1,722.0
2895,,HEK293,,B,,,BAO_0000219,H,4829,CHEMBL617613,,,,,Autocuration,227,8,1,722.0
2896,,,,B,,,BAO_0000019,H,14025,CHEMBL617614,,,,,Autocuration,227,8,1,
2897,,,,B,945.0,Stomach,BAO_0000019,H,13463,CHEMBL617615,,,,,Expert,12688,8,1,
2898,,,,B,945.0,Stomach,BAO_0000357,H,7259,CHEMBL858114,,,,,Expert,12688,8,1,
2899,,,,B,945.0,Stomach,BAO_0000357,H,7259,CHEMBL617616,,,,,Autocuration,12688,8,1,
2900,,,,F,945.0,Stomach,BAO_0000019,D,7185,CHEMBL617617,,,,,Expert,12688,9,1,
2901,,,,F,,,BAO_0000019,D,7185,CHEMBL875914,,,,,Expert,12688,9,1,
2902,,,,F,945.0,Stomach,BAO_0000019,H,13267,CHEMBL617618,,,,,Autocuration,12688,8,1,
2903,,,,B,945.0,Stomach,BAO_0000357,D,13735,CHEMBL617619,,,,,Expert,12688,9,1,
2904,,,,F,,,BAO_0000019,H,15738,CHEMBL617620,,,,,Autocuration,12688,8,1,
2905,,,,F,,,BAO_0000019,H,15738,CHEMBL617621,,,,,Autocuration,12688,8,1,
2906,,,,F,,,BAO_0000019,H,15738,CHEMBL617622,,,,,Autocuration,12688,8,1,
2907,,,,B,945.0,Stomach,BAO_0000357,D,12936,CHEMBL617623,,,,,Expert,12688,9,1,
2908,,,,B,945.0,Stomach,BAO_0000357,D,12936,CHEMBL617624,,,,,Expert,12688,9,1,
2909,,,,B,945.0,Stomach,BAO_0000357,D,12936,CHEMBL617625,,,,,Expert,12688,9,1,
2910,,,,B,945.0,Stomach,BAO_0000357,D,12936,CHEMBL617626,,,,,Expert,12688,9,1,
2911,,,,F,945.0,Stomach,BAO_0000019,H,16404,CHEMBL617627,,,,,Autocuration,12688,8,1,
2912,,,,F,945.0,Stomach,BAO_0000019,H,16404,CHEMBL617628,,,,,Expert,12688,8,1,
2913,,,,F,945.0,Stomach,BAO_0000019,H,16404,CHEMBL617629,,,,,Autocuration,12688,8,1,
2914,,,,F,945.0,Stomach,BAO_0000019,H,16404,CHEMBL858115,,,,,Autocuration,12688,8,1,
2915,,,,F,945.0,Stomach,BAO_0000019,D,16404,CHEMBL617630,,,,,Expert,12688,9,1,
2916,,,,F,1515.0,Thoracic aorta,BAO_0000019,H,16404,CHEMBL617631,,,,,Autocuration,12688,8,1,
2917,,,,B,,,BAO_0000357,H,7483,CHEMBL617632,,,,,Autocuration,12688,8,1,
2918,,,,B,,,BAO_0000357,H,7483,CHEMBL617633,,,,,Expert,12688,8,1,
2919,,,,B,,,BAO_0000357,H,7483,CHEMBL617634,,,,,Autocuration,12688,8,1,
2920,,,,B,,,BAO_0000357,H,7483,CHEMBL617635,,,,,Autocuration,12688,8,1,
2922,,,,F,945.0,Stomach,BAO_0000019,D,16404,CHEMBL617637,,,,,Autocuration,12688,9,1,
2923,,,,B,,,BAO_0000357,H,6347,CHEMBL617638,,,,,Autocuration,227,8,1,
2924,,,,B,,,BAO_0000357,H,4373,CHEMBL617639,,,,,Autocuration,227,8,1,
2925,,,,B,,,BAO_0000357,H,4373,CHEMBL617640,,,,,Autocuration,227,8,1,
2926,,,,B,,,BAO_0000357,H,4687,CHEMBL617641,,,,,Autocuration,227,8,1,
2927,,,,B,,,BAO_0000357,H,16946,CHEMBL617642,,,,,Autocuration,227,8,1,
2928,,,,B,,,BAO_0000357,H,16633,CHEMBL617643,,,,,Autocuration,227,8,1,
2929,,,,B,,,BAO_0000357,H,16633,CHEMBL617644,,,,,Autocuration,227,8,1,
2930,,,,B,,,BAO_0000357,H,16633,CHEMBL617645,,,,,Autocuration,227,8,1,
2931,,,,B,,,BAO_0000357,H,15026,CHEMBL617646,,,,,Expert,108,8,1,
2932,,,,B,,,BAO_0000357,H,15738,CHEMBL617647,,,,,Autocuration,108,8,1,
2933,,,,B,,,BAO_0000357,H,15738,CHEMBL617648,,,,,Autocuration,108,8,1,
2934,,,,B,,,BAO_0000357,H,15738,CHEMBL617875,,,,,Autocuration,108,8,1,
2935,,,,B,,,BAO_0000357,H,15738,CHEMBL617876,,,,,Autocuration,108,8,1,
2936,,,,B,,,BAO_0000357,H,16404,CHEMBL617877,,,,,Expert,108,8,1,
2937,,,,B,,,BAO_0000357,H,15026,CHEMBL617878,,,,,Expert,108,8,1,
2938,,,,B,,,BAO_0000357,H,15738,CHEMBL617879,,,,,Autocuration,108,8,1,
2939,,,,B,,,BAO_0000019,H,16312,CHEMBL617880,,,,,Autocuration,108,8,1,
2940,,,,B,2435.0,Striatum,BAO_0000357,D,5486,CHEMBL617881,,,,,Intermediate,20033,9,1,
2941,,,,B,,,BAO_0000357,H,5254,CHEMBL857073,,,,,Autocuration,51,8,1,
2942,,CHO,,F,,,BAO_0000219,H,3857,CHEMBL617882,,,,,Expert,108,8,1,449.0
2943,,CHO,,F,,,BAO_0000219,D,6857,CHEMBL617883,,,,,Expert,108,9,1,449.0
2944,,,,F,,,BAO_0000219,H,4176,CHEMBL617884,,,,,Autocuration,108,8,1,
2945,,CHO,,B,,,BAO_0000219,H,6347,CHEMBL617885,,,,,Autocuration,108,8,1,449.0
2946,,CHO,,B,,,BAO_0000219,H,6347,CHEMBL617886,,,,,Autocuration,108,8,1,449.0
2947,,,,B,,,BAO_0000357,D,16146,CHEMBL617887,,,,,Expert,108,9,1,
2948,,,,B,,,BAO_0000357,H,3805,CHEMBL617888,,,,,Autocuration,108,8,1,
2949,,,,B,,,BAO_0000019,H,3857,CHEMBL617889,,,,,Autocuration,108,8,1,
2950,,,,B,,,BAO_0000357,H,5635,CHEMBL617890,,,,,Autocuration,108,8,1,
2951,,,,B,,,BAO_0000357,H,5635,CHEMBL617891,,,,,Autocuration,108,8,1,
2952,,,,B,,,BAO_0000357,H,5635,CHEMBL617892,,,,,Autocuration,108,8,1,
2953,,CHO,,B,,,BAO_0000219,H,4012,CHEMBL617893,,,,,Expert,108,8,1,449.0
2954,,CHO,,B,,,BAO_0000219,H,6366,CHEMBL617894,,,,,Expert,108,8,1,449.0
2955,,CHO,,B,,,BAO_0000219,H,15949,CHEMBL617895,,,,,Expert,108,8,1,449.0
2956,,CHO,,B,,,BAO_0000219,H,17211,CHEMBL617896,,,,,Autocuration,108,8,1,449.0
2957,,,,B,,,BAO_0000357,D,6491,CHEMBL617897,,,,,Expert,108,9,1,
2958,,,,F,,,BAO_0000019,H,14093,CHEMBL617898,,,,,Autocuration,108,8,1,
2959,,,,F,,,BAO_0000019,H,13481,CHEMBL617899,,,,,Autocuration,108,8,1,
2960,,CHO,,B,,,BAO_0000219,H,6347,CHEMBL617900,,,,,Expert,108,8,1,449.0
2961,,,,F,,,BAO_0000019,H,14093,CHEMBL617901,,,,,Autocuration,108,8,1,
2962,,,,F,,,BAO_0000019,H,14093,CHEMBL617902,,,,,Autocuration,108,8,1,
2963,,,,F,,,BAO_0000019,H,13481,CHEMBL617903,,,,,Autocuration,108,8,1,
2964,,,,B,,,BAO_0000357,H,14442,CHEMBL617904,,,,,Autocuration,108,8,1,
2965,,,,B,,,BAO_0000357,H,14442,CHEMBL617905,,,,,Autocuration,108,8,1,
2966,,,,B,,,BAO_0000357,H,14442,CHEMBL617906,,,,,Autocuration,108,8,1,
2967,,,,B,,,BAO_0000357,H,14755,CHEMBL617907,,,,,Autocuration,108,8,1,
2968,,,,B,,,BAO_0000357,H,14744,CHEMBL617908,,,,,Autocuration,108,8,1,
2969,,CHO,,B,,,BAO_0000219,H,16659,CHEMBL620617,,,,,Expert,108,8,1,449.0
2970,,,,B,,,BAO_0000019,D,6857,CHEMBL620618,,,,,Expert,108,9,1,
2971,,,,B,,,BAO_0000357,H,5635,CHEMBL620619,,,,,Expert,108,8,1,
2972,,,,B,,,BAO_0000357,D,4234,CHEMBL620620,,,,,Expert,108,9,1,
2973,,,,B,,,BAO_0000357,H,16209,CHEMBL620621,,,,,Autocuration,108,8,1,
2974,,,,B,,,BAO_0000249,D,5778,CHEMBL872920,,,,Membranes,Autocuration,104698,7,1,
2975,,,,B,,,BAO_0000223,H,5094,CHEMBL620622,,,,,Autocuration,104698,6,1,
2976,,,,B,,,BAO_0000019,D,809,CHEMBL620623,,,,,Autocuration,104698,7,1,
2977,,,,B,,,BAO_0000019,H,1578,CHEMBL620624,,,,,Autocuration,104698,6,1,
2978,,,,B,,,BAO_0000019,H,809,CHEMBL620625,,,,,Autocuration,104698,6,1,
2979,,,,B,,,BAO_0000219,H,12469,CHEMBL620626,,,,,Autocuration,104698,6,1,
2980,,,,B,,,BAO_0000019,H,14290,CHEMBL621307,,,,,Autocuration,104698,6,1,
2981,,,,B,,,BAO_0000019,H,14290,CHEMBL621308,,,,,Autocuration,104698,6,1,
2982,,,,B,,,BAO_0000223,H,10609,CHEMBL621309,,,,,Autocuration,104698,6,1,
2983,,,,B,,,BAO_0000223,H,10609,CHEMBL621310,,,,,Autocuration,104698,6,1,
2984,,,,B,,,BAO_0000223,H,10609,CHEMBL621311,,,,,Autocuration,104698,6,1,
2985,,,,B,,,BAO_0000249,H,15253,CHEMBL621502,,,,,Autocuration,104698,6,1,
2986,,,,B,,,BAO_0000249,H,15253,CHEMBL621503,,,,,Autocuration,104698,6,1,
2987,,,,B,,,BAO_0000249,H,11683,CHEMBL621504,,,,Membranes,Autocuration,104698,6,1,
2988,,,,B,,,BAO_0000223,H,12092,CHEMBL621505,,,,,Autocuration,104698,6,1,
2989,,,,B,,,BAO_0000019,H,1946,CHEMBL621506,,,,,Autocuration,104698,6,1,
2990,,,,B,,,BAO_0000223,H,11623,CHEMBL619781,,,,,Autocuration,104698,6,1,
2991,,,,B,,,BAO_0000223,H,11623,CHEMBL619782,,,,,Autocuration,104698,6,1,
2992,,,,B,,,BAO_0000019,H,14788,CHEMBL619783,,,,,Autocuration,104698,6,1,
2993,,,,B,,,BAO_0000019,D,5432,CHEMBL619784,,,,,Autocuration,104698,7,1,
2994,,,,B,,,BAO_0000249,H,14826,CHEMBL619785,,,,,Autocuration,104698,6,1,
2995,,,,B,,,BAO_0000223,H,2222,CHEMBL619786,,,,,Autocuration,104698,6,1,
2996,,,,B,,,BAO_0000019,H,11963,CHEMBL619787,,,,,Autocuration,104698,6,1,
2997,,,,B,,,BAO_0000019,H,14145,CHEMBL872925,,,,,Autocuration,104698,6,1,
2998,,,,B,,,BAO_0000019,H,17819,CHEMBL619788,,,,,Autocuration,104698,6,1,
2999,,,,B,,,BAO_0000249,H,10394,CHEMBL619789,,,,,Autocuration,104698,6,1,
3000,,,,B,,,BAO_0000249,H,10394,CHEMBL619790,,,,,Autocuration,104698,6,1,
3001,,,,B,,,BAO_0000019,H,15034,CHEMBL619791,,,,,Autocuration,104698,6,1,
3002,,,,B,,,BAO_0000019,H,691,CHEMBL619792,,,,,Autocuration,104698,6,1,
3003,,,,B,,,BAO_0000249,H,12092,CHEMBL619793,,,,Membranes,Autocuration,104698,6,1,
3004,,,,B,,,BAO_0000223,D,11752,CHEMBL619794,,,,,Autocuration,104698,7,1,
3005,,,,B,955.0,Brain,BAO_0000221,H,11752,CHEMBL619795,,,,,Autocuration,104698,6,1,
3006,,,,B,,,BAO_0000019,H,301,CHEMBL619796,,,,,Autocuration,104698,6,1,
3007,,,,B,,,BAO_0000223,H,16532,CHEMBL620448,,,,,Autocuration,104698,6,1,
3008,,,,B,,,BAO_0000223,H,16532,CHEMBL620449,,,,,Autocuration,104698,6,1,
3009,,,,B,,,BAO_0000223,H,12092,CHEMBL620450,,,,,Autocuration,104698,6,1,
3010,,,,B,,,BAO_0000223,H,11684,CHEMBL620451,,,,,Autocuration,104698,6,1,
3011,,,,B,,,BAO_0000223,H,11684,CHEMBL620631,,,,,Autocuration,104698,6,1,
3012,,,,B,,,BAO_0000019,H,12953,CHEMBL620632,,,,,Autocuration,104698,6,1,
3013,,,,B,,,BAO_0000019,H,12953,CHEMBL620633,,,,,Autocuration,104698,6,1,
3014,,,,B,,,BAO_0000223,H,12953,CHEMBL620634,,,,,Autocuration,104698,6,1,
3015,,,,B,,,BAO_0000019,H,12861,CHEMBL620635,,,,,Autocuration,104698,6,1,
3016,,,,F,,,BAO_0000218,H,11454,CHEMBL620636,,In vivo,,,Autocuration,104698,6,1,
3017,,,,F,,,BAO_0000218,H,11454,CHEMBL620637,,In vivo,,,Autocuration,104698,6,1,
3018,,,,F,,,BAO_0000218,H,11454,CHEMBL620638,,In vivo,,,Autocuration,104698,6,1,
3019,,,,F,,,BAO_0000218,H,11454,CHEMBL620639,,In vivo,,,Autocuration,104698,6,1,
3020,,,,F,,,BAO_0000218,H,11454,CHEMBL620640,,In vivo,,,Autocuration,104698,6,1,
3021,,,,F,,,BAO_0000218,H,11454,CHEMBL620641,,In vivo,,,Autocuration,104698,6,1,
3022,,,,F,,,BAO_0000218,H,11454,CHEMBL620642,,In vivo,,,Autocuration,104698,6,1,
3023,,,,F,,,BAO_0000218,H,11454,CHEMBL620643,,In vivo,,,Autocuration,104698,6,1,
3024,,,,F,,,BAO_0000218,H,11454,CHEMBL620644,,In vivo,,,Autocuration,104698,6,1,
3025,,,,F,,,BAO_0000218,H,11454,CHEMBL620645,,In vivo,,,Autocuration,104698,6,1,
3026,,,,F,,,BAO_0000218,H,11454,CHEMBL620646,,In vivo,,,Autocuration,104698,6,1,
3027,,,,F,,,BAO_0000218,H,11454,CHEMBL620647,,In vivo,,,Autocuration,104698,6,1,
3028,,,,F,,,BAO_0000218,H,11454,CHEMBL620648,,In vivo,,,Autocuration,104698,6,1,
3029,,,,F,,,BAO_0000218,H,11454,CHEMBL620649,,In vivo,,,Autocuration,104698,6,1,
3030,,,,F,,,BAO_0000218,H,11454,CHEMBL620650,,In vivo,,,Autocuration,104698,6,1,
3031,,,,F,,,BAO_0000218,H,11454,CHEMBL620651,,In vivo,,,Autocuration,104698,6,1,
3032,,,,F,,,BAO_0000218,H,11454,CHEMBL872875,,In vivo,,,Autocuration,104698,6,1,
3033,,,,F,,,BAO_0000218,H,11454,CHEMBL620652,,In vivo,,,Autocuration,104698,6,1,
3034,,,,F,,,BAO_0000019,H,10609,CHEMBL620653,,,,,Autocuration,104698,6,1,
3035,,,,B,,,BAO_0000019,H,12861,CHEMBL857076,,,,,Autocuration,104698,6,1,
3036,,,,B,,,BAO_0000019,D,12861,CHEMBL620654,,,,,Autocuration,104698,7,1,
3037,,,,B,,,BAO_0000223,H,12861,CHEMBL620655,,,,,Autocuration,104698,6,1,
3038,,,,B,,,BAO_0000249,H,10728,CHEMBL620656,,,,Brain membranes,Autocuration,104698,6,1,
3039,,,,B,,,BAO_0000249,H,10728,CHEMBL620657,,,,Brain membranes,Autocuration,104698,6,1,
3040,,,,B,,,BAO_0000357,H,5163,CHEMBL620658,,,,,Autocuration,108,8,1,
3041,,,,B,,,BAO_0000357,H,5163,CHEMBL620659,,,,,Autocuration,108,8,1,
3042,,,,B,,,BAO_0000357,H,6011,CHEMBL620660,,,,,Autocuration,108,8,1,
3043,,,,B,,,BAO_0000357,H,5014,CHEMBL620661,,,,,Autocuration,108,8,1,
3044,,,,B,,,BAO_0000357,H,5635,CHEMBL620662,,,,,Autocuration,108,8,1,
3045,,,,B,,,BAO_0000357,H,5163,CHEMBL620663,,,,,Expert,108,8,1,
3046,,,,B,,,BAO_0000357,H,6841,CHEMBL620664,,,,,Autocuration,108,8,1,
3047,,,,B,,,BAO_0000357,H,6119,CHEMBL620665,,,,,Expert,108,8,1,
3048,,,,B,,,BAO_0000357,H,4373,CHEMBL620666,,,,,Autocuration,108,8,1,
3049,,,,B,,,BAO_0000357,H,1633,CHEMBL620667,,,,,Autocuration,108,8,1,
3050,,,,B,,,BAO_0000357,H,1633,CHEMBL620668,,,,,Expert,108,8,1,
3051,,,,B,,,BAO_0000357,H,4373,CHEMBL620669,,,,,Autocuration,108,8,1,
3052,,,,B,,,BAO_0000357,H,6576,CHEMBL620670,,,,,Expert,108,8,1,
3053,,,,B,,,BAO_0000357,H,4687,CHEMBL620671,,,,,Autocuration,108,8,1,
3054,,,,B,,,BAO_0000357,H,12146,CHEMBL620672,,,,,Autocuration,108,8,1,
3055,,,,B,,,BAO_0000357,H,12146,CHEMBL620673,,,,,Autocuration,108,8,1,
3056,,,,B,,,BAO_0000357,H,16946,CHEMBL620674,,,,,Autocuration,108,8,1,
3057,,,,B,,,BAO_0000357,H,14159,CHEMBL620675,,,,,Autocuration,108,8,1,
3058,,,,B,,,BAO_0000357,H,16700,CHEMBL620676,,,,,Autocuration,108,8,1,
3059,,,,B,,,BAO_0000357,H,3269,CHEMBL621382,,,,,Autocuration,108,8,1,
3060,,,,B,,,BAO_0000357,D,1274,CHEMBL621383,,,,,Expert,108,9,1,
3061,,,,B,,,BAO_0000357,H,1317,CHEMBL621384,,,,,Autocuration,108,8,1,
3062,,,,B,,,BAO_0000357,H,5834,CHEMBL621385,,,,,Autocuration,144,8,1,
3063,,,,B,,,BAO_0000357,H,11147,CHEMBL617989,,,,,Autocuration,144,8,1,
3064,,,,F,,,BAO_0000019,H,14145,CHEMBL617990,,,,,Expert,104714,4,1,
3065,,,,B,2116.0,Ileum,BAO_0000221,H,10561,CHEMBL875085,,,,,Autocuration,104714,4,1,
3066,,,,F,,,BAO_0000019,H,15847,CHEMBL617991,,,,,Autocuration,104714,4,1,
3067,,,,F,,,BAO_0000019,H,15847,CHEMBL617992,,,,,Autocuration,104714,4,1,
3068,,,,B,2116.0,Ileum,BAO_0000221,H,10561,CHEMBL617993,,,,,Autocuration,104714,4,1,
3069,,,,B,2116.0,Ileum,BAO_0000221,H,11454,CHEMBL617994,,,,,Autocuration,104714,4,1,
3070,,,,F,,,BAO_0000019,H,4639,CHEMBL617995,,,,,Autocuration,104714,4,1,
3071,,,,F,,,BAO_0000019,H,4639,CHEMBL617996,,,,,Autocuration,104714,4,1,
3072,,,,F,,,BAO_0000019,H,4639,CHEMBL617997,,,,,Autocuration,104714,4,1,
3073,,,,F,,,BAO_0000019,H,4639,CHEMBL617998,,,,,Autocuration,104714,4,1,
3074,,,,F,,,BAO_0000019,H,4639,CHEMBL617999,,,,,Autocuration,104714,4,1,
3075,,,,F,,,BAO_0000019,H,4639,CHEMBL618000,,,,,Autocuration,104714,4,1,
3076,,,,F,2116.0,Ileum,BAO_0000221,H,15253,CHEMBL617815,,,,,Autocuration,104714,4,1,
3077,,,,F,2116.0,Ileum,BAO_0000221,H,15253,CHEMBL617816,,,,,Autocuration,104714,4,1,
3078,,,,F,2116.0,Ileum,BAO_0000221,H,11963,CHEMBL617817,,,,,Autocuration,104714,4,1,
3079,,,,B,2116.0,Ileum,BAO_0000221,H,1946,CHEMBL617818,,,,,Autocuration,104714,4,1,
3080,,,,B,2116.0,Ileum,BAO_0000221,H,1946,CHEMBL617819,,,,,Autocuration,104714,4,1,
3081,,,,B,,,BAO_0000223,H,12045,CHEMBL617820,,,,,Autocuration,104714,4,1,
3082,,,,B,2116.0,Ileum,BAO_0000221,H,1559,CHEMBL617821,,,,,Autocuration,104714,4,1,
3083,,,,F,2116.0,Ileum,BAO_0000221,H,273,CHEMBL617822,,,,,Autocuration,104714,4,1,
3084,,,,F,2116.0,Ileum,BAO_0000221,H,273,CHEMBL617823,,,,,Autocuration,104714,4,1,
3085,,,,F,2116.0,Ileum,BAO_0000221,H,188,CHEMBL617824,,,,,Autocuration,104714,4,1,
3086,,,,F,2116.0,Ileum,BAO_0000221,H,12919,CHEMBL617825,,,,,Autocuration,104714,4,1,
3087,,,,F,2116.0,Ileum,BAO_0000221,H,12918,CHEMBL617826,,,,,Autocuration,104714,4,1,
3088,,,,B,2116.0,Ileum,BAO_0000221,H,1559,CHEMBL617827,,,,,Autocuration,104714,4,1,
3089,,,,F,2116.0,Ileum,BAO_0000221,H,273,CHEMBL617828,,,,,Autocuration,104714,4,1,
3090,,,,B,2116.0,Ileum,BAO_0000221,H,1559,CHEMBL617829,,,,,Autocuration,104714,4,1,
3091,,,,B,2116.0,Ileum,BAO_0000221,H,1559,CHEMBL617830,,,,,Autocuration,104714,4,1,
3092,,,,B,2116.0,Ileum,BAO_0000221,H,1559,CHEMBL617831,,,,,Autocuration,104714,4,1,
3093,,,,B,2116.0,Ileum,BAO_0000221,H,14424,CHEMBL617832,,,,,Autocuration,104714,4,1,
