assay_id,assay_subcellular_fraction,assay_organism,description,relationship_type,assay_type,doc_id,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,tid
6730,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; change of less than 5% of allosteric enhancement.,H,F,3850,,,,,,CHO,114
6731,,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration,H,F,3850,,,,,,CHO,114
6732,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; An increase of cAmp content of cells,H,F,3850,,,,,,CHO,114
6733,,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; change of less than 5% of allosteric enhancement.,H,F,3850,,,,,,CHO,114
6734,,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,H,F,3850,,,,,,CHO,114
6735,,Oryctolagus cuniculus,Ability to inhibit [125I]ET1 binding to vascular smooth muscle (vsm)- A10 cells,N,F,12680,,,9986.0,,,A10,80013
6736,,Rattus norvegicus,In vitro potassium channel opening activity in A10 (smooth muscle) cells,U,F,1313,,,10116.0,,,A10,22226
6737,,Rattus norvegicus,In vitro potassium channel opening activity in A10 (smooth muscle) cells; Inactive,U,F,1313,,,10116.0,,,A10,22226
6738,,Rattus norvegicus,Effect on membrane potential of mitochondria in A10 smooth muscle cells from rats,N,F,17567,,,10116.0,,,A10,80013
6739,,Rattus norvegicus,Effect on membrane potential of mitochondria of A10 smooth muscle cells in rats,N,F,17567,,,10116.0,,,A10,80013
6740,,Rattus norvegicus,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.001 uM,N,F,11819,,,10116.0,,,A10,80013
6741,,Cricetulus griseus,Compound was tested for aerobic growth inhibition against AA8 cells after 4 hr of exposure,N,F,13436,,,10029.0,,,CHO-AA8,80089
6742,,Cricetulus griseus,Concentration required to reduce AA8 cell numbers to 50% of controls in a growth inhibition microassay,N,F,12687,,,10029.0,,,CHO-AA8,80089
6743,,Cricetulus griseus,Concentration of the drug to inhibit chinese hamster ovary derived cell (AA8) growth in culture,N,F,12651,,,10029.0,,,CHO-AA8,80089
6744,,Cricetulus griseus,Cytotoxicity in a growth inhibition assay against aerobic cultures of AA8 cells was determined,N,F,13300,,,10029.0,,,CHO-AA8,80089
6745,,Cricetulus griseus,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,N,F,15296,,,10029.0,,,CHO-AA8,80089
6746,,Cricetulus griseus,"Cytotoxicity in chinese hamster ovary tumor cell line-AA8, by growth inhibition assay.",N,F,15328,,,10029.0,,,CHO-AA8,80089
6747,,Cricetulus griseus,Growth inhibition activity was measured in repair proficient AA8 cells under aerobic conditions (4 hours drug exposure),N,F,13302,,,10029.0,,,CHO-AA8,80089
6748,,Cricetulus griseus,"Growth inhibition of aerobic AA8 cells, after 18 hours exposure",N,F,14367,,,10029.0,,,CHO-AA8,80089
6749,,Cricetulus griseus,In vitro cellular toxicity against chinese hamster AA8 cell line after 4 hr of compound exposure,N,F,17002,,,10029.0,,,CHO-AA8,80089
6750,,Cricetulus griseus,Inhibitory activity against AA8 cell growth in aerobic condition after 4 hr of exposure,N,F,13436,,,10029.0,,,CHO-AA8,80089
6751,,Cricetulus griseus,Inhibitory activity against aerobic growth of AA8 cells.,N,F,13435,,,10029.0,,,CHO-AA8,80089
6752,,Cricetulus griseus,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,N,A,10503,,,10029.0,,,CHO-AA8,80089
6753,,Cricetulus griseus,In vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,N,F,10503,,,10029.0,,,CHO-AA8,80089
6754,,Cricetulus griseus,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,N,F,10503,,,10029.0,,,CHO-AA8,80089
6755,,Cricetulus griseus,Tested for growth inhibition against AA8 tumor cell line(chinese hamster ovary).,N,F,15090,,,10029.0,,,CHO-AA8,80089
6756,,Cricetulus griseus,Cytotoxicity against AA8 cell line,N,F,10368,,,10029.0,,,CHO-AA8,80089
6757,,Cricetulus griseus,Hypersensitivity factor(HF) was determined as ratio of IC50(AA8) to IC50(UV4),N,F,12651,,,10029.0,,,CHO-AA8,80089
6758,,Cricetulus griseus,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),N,A,12687,,,10029.0,,,CHO-AA8,80089
6759,,Cricetulus griseus,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),N,F,12687,,,10029.0,,,CHO-AA8,80089
6760,,Cricetulus griseus,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),N,A,12687,,,10029.0,,,CHO-AA8,80089
6761,,Cricetulus griseus,Compound was evaluated for cytotoxicity against CHO AA8 cell lines for 4 hr at pH-7.4,N,F,1890,,,10029.0,,,CHO-AA8,80089
6762,,Cricetulus griseus,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,N,F,10747,,,10029.0,,,CHO-AA8,80089
6763,,Cricetulus griseus,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,N,F,10747,,,10029.0,,,CHO-AA8,80089
6764,,Cricetulus griseus,Maximum tolerated dose (MTD) in C3H/HeN mice (single ip dose),U,F,11616,,,10029.0,,,,22224
6765,,Cricetulus griseus,Concentration required to increase radiation sensitivity by 1.3 when AA8 cells are exposed to drug for 30 min before and during irradiation under hypoxic condition.,N,F,11616,,,10029.0,,,CHO-AA8,80089
6766,,Cricetulus griseus,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under anoxic conditions,U,F,3471,,,10029.0,,,CHO-AA8,22224
6767,,Cricetulus griseus,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under anoxic conditions,U,F,3471,,,10029.0,,,CHO-AA8,22224
6768,,Cricetulus griseus,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under anoxic conditions,U,F,3471,,,10029.0,,,CHO-AA8,22224
6769,,Cricetulus griseus,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under aerobic conditions,U,F,3471,,,10029.0,,,CHO-AA8,22224
6770,,Cricetulus griseus,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under aerobic conditions,U,F,3471,,,10029.0,,,CHO-AA8,22224
6771,,Cricetulus griseus,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under aerobic conditions,U,F,3471,,,10029.0,,,CHO-AA8,22224
6772,,Cricetulus griseus,Ratio of oxygen dependence of cytotoxicities of AA8 cells in aerobic condition to anoxic condition,U,F,3471,,,10029.0,,,CHO-AA8,22224
6773,,Cricetulus griseus,Concentration required to reduce AA8 cell survival by 10%,N,F,11616,,,10029.0,,,CHO-AA8,80089
6774,,Cricetulus griseus,"Concentration required to reduce cell survival to 10% of controls under hypoxic conditions, using the AA8 (chinese hamster) aerobic cells",U,F,2656,,,10029.0,,,CHO-AA8,22224
6775,,Cricetulus griseus,Tested for the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,U,F,10518,,,10029.0,,,CHO-AA8,22224
6776,,Cricetulus griseus,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,U,F,10518,,,10029.0,,,CHO-AA8,22224
6777,,Cricetulus griseus,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 0.8-1.5,U,F,10518,,,10029.0,,,CHO-AA8,22224
6778,,Cricetulus griseus,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 1-2,U,F,10518,,,10029.0,,,CHO-AA8,22224
6779,,Cricetulus griseus,Ability to reduce cell density of AA8 cells to 50% after 4 hr of exposure to air,U,F,16156,,,10029.0,,,CHO-AA8,22224
6780,,Cricetulus griseus,Aerobic cytotoxic activity was evaluated by the growth inhibition of AA8 (chinese hamster) aerobic cells,U,F,2656,,,10029.0,,,CHO-AA8,22224
6781,,Cricetulus griseus,"Compound was evaluated for the inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",U,F,11005,,,10029.0,,,,22224
6782,,Cricetulus griseus,Concentration for 50% inhibition of AA8 cells growth under aerobic conditions after 18 hours exposure,U,F,11942,,,10029.0,,,CHO-AA8,22224
6783,,Cricetulus griseus,Concentration required for 50% inhibition of growth of AA8 cells following 4 hr drug exposure,U,F,2128,,,10029.0,,,CHO-AA8,22224
6784,,Canis lupus familiaris,Half life period after 15 mg/kg iv dose in Dogs,N,A,16907,In vivo,,9615.0,,,,50588
6785,,Canis lupus familiaris,Half life period after 30 mg/kg po dose in Dogs,N,A,16907,In vivo,,9615.0,,,,50588
6786,,Canis lupus familiaris,Half life was measured after oral 2b administration (tested in 6 dogs),N,A,9579,In vivo,,9615.0,,,,50588
6787,,Canis lupus familiaris,Half life was measured in dog after oral 17b administration,N,A,9579,In vivo,,9615.0,,,,50588
6788,,Canis lupus familiaris,Pharmacokinetic parameter T max determined in dog after oral administration of 17b,N,A,9579,In vivo,,9615.0,,,,50588
6789,,Canis lupus familiaris,Pharmacokinetic parameter T max determined in dog after oral administration of 2b,N,A,9579,In vivo,,9615.0,,,,50588
6790,,Canis lupus familiaris,Tmax value after 15 mg/kg iv dose in Dogs,N,A,16907,In vivo,,9615.0,,,,50588
6791,,Canis lupus familiaris,Tmax value after 30 mg/kg po dose in Dogs,N,A,16907,In vivo,,9615.0,,,,50588
6792,,Canis lupus familiaris,Compound was evaluated for its half life when administered intravenously in dog,N,A,3184,In vivo,,9615.0,,,,50588
6793,,Canis lupus familiaris,Compound was tested for plasma half life when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),N,A,5017,In vivo,,9615.0,,Plasma,,50588
6794,,Canis lupus familiaris,Elimination Half-life of compound was determined in dog,N,A,6821,,,9615.0,,,,50588
6795,,Canis lupus familiaris,Half life of compound in dog following oral administration,N,A,17839,In vivo,,9615.0,,,,50588
6796,,Canis lupus familiaris,Half life of compound was determined in dog,N,A,17267,,,9615.0,,,,50588
6797,,Canis lupus familiaris,Half life of compound was determined in dog blood,N,A,4727,,,9615.0,,Blood,,50588
6798,,Canis lupus familiaris,Half life after oral and iv dosing in dogs,N,A,5238,In vivo,,9615.0,,,,50588
6799,,Canis lupus familiaris,Half life in dogs in hours,N,A,4942,,,9615.0,,,,50588
6800,,Canis lupus familiaris,Half life on i.v. administration of 2 mg/kg was measured in dog,N,A,6505,In vivo,,9615.0,,,,50588
6801,,Canis lupus familiaris,t1/2 in dog after oral dose (1 mg/kg),N,A,5130,In vivo,,9615.0,,,,50588
6802,,Canis lupus familiaris,Half life was evaluated in dog,N,A,1475,,,9615.0,,,,50588
6803,,Canis lupus familiaris,Half life period of compound was determined after intravenous administration at 2 mg/kg,N,A,17804,In vivo,,9615.0,,,,50588
6804,,Canis lupus familiaris,Half life period of compound was determined after peroral administration at 2 mg/kg,N,A,17804,In vivo,,9615.0,,,,50588
6805,,Canis lupus familiaris,Half life period (10 mg/kg) was determined in dog,N,A,6084,In vivo,,9615.0,,,,50588
6806,,Canis lupus familiaris,Half life period (10 mg/kg) was determined in dog,N,A,6084,In vivo,,9615.0,,,,50588
6807,,Canis lupus familiaris,Half life period by iv administration in dog at a dose of 0.3 mg/kg,N,A,5542,In vivo,,9615.0,,,,50588
6808,,Canis lupus familiaris,Half life period by po administration in dog at a dose of 0.3 mg/kg,N,A,5542,In vivo,,9615.0,,,,50588
6809,,Canis lupus familiaris,Half life period in dog,N,A,6084,,,9615.0,,,,50588
6810,,Canis lupus familiaris,Half life period in dogs after oral administration at 1 mg/kg,N,A,6241,In vivo,,9615.0,,,,50588
6811,,Canis lupus familiaris,Half life period was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,N,A,1916,In vivo,,9615.0,,,,50588
6812,,Canis lupus familiaris,Half-life of compound was determined in dogs,N,A,6621,,,9615.0,,,,50588
6813,,Canis lupus familiaris,Half-life in dog plasma,N,A,1696,,,9615.0,,Plasma,,50588
6814,,Canis lupus familiaris,Half-life in mongrel dogs was determined,N,A,17800,,,9615.0,,,,50588
6815,,Canis lupus familiaris,Half-life in dog upon oral administration,N,A,17657,In vivo,,9615.0,,,,50588
6816,,Canis lupus familiaris,Half-life in dog upon oral administration; Unable to calculate,N,A,17657,In vivo,,9615.0,,,,50588
6817,,Canis lupus familiaris,Half-life was measured in dog,N,A,4239,,,9615.0,,,,50588
6818,,Canis lupus familiaris,Half-life was measured in dog,N,A,5985,,,9615.0,,,,50588
6819,,Canis lupus familiaris,Half-recovery time (T1/2) of the vascular resistance decrease at ED30 in anesthetized dogs,N,A,9932,,,9615.0,,,,50588
6820,,Canis lupus familiaris,Oral half life was determined,N,A,5199,In vivo,,9615.0,,,,50588
6821,,Canis lupus familiaris,Plasma elimination half-life (08 h) was determined in canine following intravenous (iv) administration (1 mg/kg).,N,A,5199,In vivo,,9615.0,,Plasma,,50588
6822,,Canis lupus familiaris,Plasma half life was evaluated,N,A,1475,,,9615.0,,Plasma,,50588
6823,,Canis lupus familiaris,Plasma half life was evaluated in Dog,N,A,1475,,,9615.0,,Plasma,,50588
6824,,Canis lupus familiaris,Plasma half life was evaluated in dog,N,A,1475,,,9615.0,,Plasma,,50588
6825,,Canis lupus familiaris,T1/2 (Half-life) was after oral administration at 5 mg/kg,N,A,6316,In vivo,,9615.0,,,,50588
6826,,Canis lupus familiaris,Tested for the half life value in dog,N,A,4883,,,9615.0,,,,50588
6827,,Canis lupus familiaris,Maximum time at the dose of 2 mg/kg in dog,N,A,4727,In vivo,,9615.0,,,,50588
6828,,Canis lupus familiaris,Maximum time was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,N,A,1916,In vivo,,9615.0,,,,50588
6829,,Canis lupus familiaris,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,N,A,1337,In vivo,,9615.0,,Blood,,50588
6830,,Canis lupus familiaris,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,N,A,1337,In vivo,,9615.0,,Blood,,50588
6831,,Canis lupus familiaris,Pharmacokinetic (PK) property (Tmax) was determined in dog at the single dose of 1 mg/kg,N,A,6265,In vivo,,9615.0,,,,50588
6832,,Canis lupus familiaris,Pharmacokinetic parameter Tmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),N,A,4809,In vivo,,9615.0,,,,50588
6833,,Canis lupus familiaris,Pharmacokinetic property (Tmax) was measured in dog at the dose of 0.032 mg/kg p.o.,N,A,5983,In vivo,,9615.0,,,,50588
6834,,Canis lupus familiaris,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog",N,A,5313,,,9615.0,,,,50588
6835,,Canis lupus familiaris,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog at dosage of 10 mpk",N,A,5313,In vivo,,9615.0,,,,50588
6836,,Canis lupus familiaris,Time for maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,N,A,17650,In vivo,,9615.0,,Plasma,,50588
6837,,Canis lupus familiaris,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,N,A,5199,In vivo,,9615.0,,Plasma,,50588
6838,,Canis lupus familiaris,Time taken for maximum plasma concentration in dog,N,A,933,,,9615.0,,Plasma,,50588
6839,,Canis lupus familiaris,Time to reach Cmax after oral administration to dogs,N,A,16367,In vivo,,9615.0,,,,50588
6840,,Canis lupus familiaris,Time to reach maximum plasma concentration was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,N,A,6348,In vivo,,9615.0,,Plasma,,50588
6841,,Canis lupus familiaris,Tmax (time to reach maximum concentration) was after oral administration at 5 mg/kg,N,A,6316,In vivo,,9615.0,,,,50588
6842,,Canis lupus familiaris,Tmax after peroral administration (1 mg/kg) was determined in dog,N,A,6215,In vivo,,9615.0,,,,50588
6843,,Canis lupus familiaris,Tmax of compound determined in dog after iv administration at a dose of 10 mg/kg,N,A,3598,In vivo,,9615.0,,,,50588
6844,,Canis lupus familiaris,Tmax by oral administration at a dose of 10 uM/kg in dog was determined,N,A,4527,In vivo,,9615.0,,,,50588
6845,,Canis lupus familiaris,Tmax after peroral administration in dogs at 2.4 uM/kg,N,A,17764,In vivo,,9615.0,,,,50588
6846,,Mus musculus,In vivo Cmax in mice at dose of 100 mg/kg,N,A,5969,In vivo,,10090.0,,,,50594
6847,,Mus musculus,In vivo Cmax in mice at dose of 50 mg/kg,N,A,5969,In vivo,,10090.0,,,,50594
6848,,Mus musculus,Maximal concentration determined at a dose 10 mg/kg administered intraperitoneally to mice,N,A,4573,In vivo,,10090.0,,,,50594
6849,,Mus musculus,Maximum plasma concentration was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),N,A,3277,In vivo,,10090.0,,Plasma,,50594
6850,,Mus musculus,Maximum concentration in plasma was determined after intraperitoneal administration of 100 mg/kg in mice,N,A,17734,In vivo,,10090.0,,Plasma,,50594
6851,,Mus musculus,Maximum concentration obtained in mouse plasma was determined,N,A,3132,In vivo,,10090.0,,Plasma,,50594
6852,,Mus musculus,Maximum concentration obtained in mouse plasma was determined at dose 25 mg/kg,N,A,3132,In vivo,,10090.0,,Plasma,,50594
6853,,Mus musculus,Maximum plasma concentration of compound was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,N,A,6348,In vivo,,10090.0,,Plasma,,50594
6854,,Mus musculus,Maximum plasma concentration when injected i.p. in mice at a dose of 50 mg/kg,N,A,17729,In vivo,,10090.0,,Plasma,,50594
6855,,Mus musculus,Maximum plasma concentration when injected intravenously in mice at a dose of 20 mg/kg,N,A,17729,In vivo,,10090.0,,Plasma,,50594
6856,,Mus musculus,Maximum plasma concentration when injected perorally in mice at a dose of 50 mg/kg,N,A,17729,In vivo,,10090.0,,Plasma,,50594
6857,,Mus musculus,Maximal plasma concentration in BALB/C mice after 20 mg/kg intraperitoneal dose,N,A,17728,In vivo,,10090.0,,Plasma,,50594
6858,,Mus musculus,Maximal plasma concentration in BALB/C mice after 20 mg/kg intravenous dose,N,A,17728,In vivo,,10090.0,,Plasma,,50594
6859,,Mus musculus,Maximal plasma concentration in BALB/C mice after 50 mg/kg oral dose,N,A,17728,In vivo,,10090.0,,Plasma,,50594
6860,,Mus musculus,Peak concentration at a single subcutaneous administration of 40 mg/kg in mice,N,A,4066,In vivo,,10090.0,,,,50594
6861,,Mus musculus,Pharmacokinetic property (C(max)) was determined after ip administration of 32 mg/kg in mice,N,A,6178,In vivo,,10090.0,,,,50594
6862,,Mus musculus,Pharmacokinetic property (C(max)) was determined after po administration of 32 mg/kg in mice,N,A,6178,In vivo,,10090.0,,,,50594
6863,,Mus musculus,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg intravenously in mice,N,A,3760,In vivo,,10090.0,,,,50594
6864,,Mus musculus,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg perorally in mice,N,A,3760,In vivo,,10090.0,,,,50594
6865,,Mus musculus,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg intravenously in mice,N,A,3760,In vivo,,10090.0,,,,50594
6866,,Mus musculus,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg perorally in mice,N,A,3760,In vivo,,10090.0,,,,50594
6868,,Mus musculus,Cmax in male mice after 2 mg/kg oral dose,N,A,5961,In vivo,,10090.0,,,,50594
6869,,Mus musculus,Plasma concentration of 5-FU in HT-3 (human cervical cancer) xenograft mice at 1.38 mg/kg oral dose co-administered with 135 mg/kg Capecitabine,N,A,6137,In vivo,,10090.0,,,,50594
6870,,Mus musculus,Tested for Cmax value at the dose of 10 mg/kg when administered perorally in mouse,N,A,3802,In vivo,,10090.0,,,,50594
6871,,Mus musculus,Concentration in plasma (systemic) following oral dose in mouse at 0.25 hr,N,A,3535,,,10090.0,,,,50594
6872,,Mus musculus,Concentration in plasma (systemic) following oral dose in mouse at 1 hr,N,A,3535,,,10090.0,,,,50594
6873,,Mus musculus,Concentration in plasma (systemic) following oral dose in mouse at 24 hr,N,A,3535,,,10090.0,,,,50594
6874,,Mus musculus,Concentration in plasma (systemic) following oral dose in mouse at 2 hr,N,A,3535,,,10090.0,,,,50594
6875,,Mus musculus,Concentration in plasma (systemic) following oral dose in mouse at 4 hr,N,A,3535,,,10090.0,,,,50594
6876,,Mus musculus,Concentration in plasma (systemic) following oral dose in mouse at 6 hr,N,A,3535,,,10090.0,,,,50594
6877,,Mus musculus,Maximum concentration in plasma upon oral administration in mouse,N,A,2862,,,10090.0,,Plasma,,50594
6878,,Mus musculus,Maximum plasma concentration was evaluated in mice after oral administration,N,A,2675,,,10090.0,,Plasma,,50594
6879,,Mus musculus,Maximum plasma concentration was evaluated in mice after intravenous administration; Cp max Not determined,N,A,2675,In vivo,,10090.0,,Plasma,,50594
6880,,Mus musculus,Dose at which the compound induced fecal excretion in mice,N,A,5399,,,10090.0,,,,50594
6893,,Rattus norvegicus,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.01 uM,N,F,11819,,,10116.0,,,A10,80013
6894,,Rattus norvegicus,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.1 uM,N,F,11819,,,10116.0,,,A10,80013
6895,,Rattus norvegicus,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 1.0 uM,N,F,11819,,,10116.0,,,A10,80013
6896,,Rattus norvegicus,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 10.0 uM,N,F,11819,,,10116.0,,,A10,80013
6897,,Rattus norvegicus,In vitro [14C]- creatine uptake (1 mM) was determined in rat A10 smooth muscle cells at a concentration of (1 mM),N,F,16361,,,10116.0,,,A10,80013
6898,,Homo sapiens,Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,N,F,2288,,,9606.0,,,A121,80655
6899,,Homo sapiens,Anticancer activity against human ovarian carcinoma A121 cells,N,F,10404,,,9606.0,,,A121,80655
6900,,Homo sapiens,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 16.6 mM,N,F,14790,,,9606.0,,,A121,80655
6901,,Homo sapiens,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 83 mM,N,F,14790,,,9606.0,,,A121,80655
6902,,Homo sapiens,Growth inhibition of human ovarian carcinoma (A121) cell line,N,F,14253,,,9606.0,,,A121,80655
6903,,Homo sapiens,Concentration required to inhibit growth of human tumor A121 (ovarian) cell line.,N,F,13617,,,9606.0,,,A121,80655
6904,,Homo sapiens,Cytotoxicity against human A121 ovarian cells,N,F,1003,,,9606.0,,,A121,80655
6905,,Homo sapiens,Cytotoxicity was evaluated in vitro against A121 (ovarian carcinoma) human tumor cell lines,N,F,830,,,9606.0,,,A121,80655
6906,,Homo sapiens,In vitro cytotoxicity against human ovarian carcinoma A21,N,F,12307,,,9606.0,,,A121,80655
6907,,Homo sapiens,Inhibition of the growth against human Ovarian Carcinoma (A121) cell line after 72 hr exposure,N,F,14254,,,9606.0,,,A121,80655
6908,,Homo sapiens,Inhibitory activity of compound against human A121 ovarian cell line.,N,F,13370,,,9606.0,,,A121,80655
6909,,Homo sapiens,Dose at which compound exhibits cytotoxicity in the A121 ovarian carcinoma cell line.,N,F,14790,,,9606.0,,,A121,80655
6910,,Homo sapiens,Inhibition of growth of human ovarian tumor cell line (A121) after 72 hr of drug exposure,N,F,3614,,,9606.0,,,A121,80655
6911,,Homo sapiens,Compound was evaluated for in vitro antiproliferative activity against A172 human CNS cancer cell line,N,F,2664,,,9606.0,,,A 172,80012
6912,,Homo sapiens,In vitro cytotoxicity against A172 human tumor cell lines.,N,F,2037,,,9606.0,,,A 172,80012
6913,,Homo sapiens,Growth inhibition time for A172 Human Glioma cell growth at concentration 5 uM,N,F,14539,,,9606.0,,,A 172,80012
6914,,Homo sapiens,Compound was evaluated for cytotoxicity against human glioblastoma (A172) cell line,N,F,2836,,,9606.0,,,A 172,80012
6915,,Homo sapiens,Evaluated for the inhibitory concentration required to cause growth inhibition of A172Mer- cell line of central nervous system (CNS) using the MTT Cytotoxicity Assay,N,F,10708,,,9606.0,,,A 172,80012
6916,,Canis lupus familiaris,Association constant against A2 adenosine receptor,H,B,8975,,,9615.0,,,,104729
6917,,fish,In vitro effective dose that causes 50% inhibition of growth of A2 cell line - amelanotic melanoma,N,F,7645,,,,,,A2,80656
6918,,Rattus norvegicus,Ratio of Ki for adenosine A2 and A1 receptor binding,D,B,11377,,,10116.0,,,,104713
6919,,Homo sapiens,In vitro cytotoxicity against A204 human rhabdomyosarcoma cancer cell line,N,F,13528,,,9606.0,,,A204,80014
6920,,Homo sapiens,In vitro antitumor activity against A204 rhabdomyosarcoma tumor cell line was determined,N,F,10160,,,9606.0,,,A204,80014
6921,,Homo sapiens,The compound was tested in vitro for antiproliferative activity against A2058 tumor cell lines,N,F,15144,,,9606.0,,,A2058,80015
6922,,Homo sapiens,Growth inhibition against Human squamous cell line(A 253),N,F,13160,,,9606.0,,,A253 cell line,80657
6923,,Homo sapiens,Growth inhibition of human squamous carcinoma cell lines following continuous (120 hours) exposure to MTX and compound A253 cell line,N,F,12898,,,9606.0,,,A253 cell line,80657
6924,,Homo sapiens,The compound was tested for Growth inhibition of the human squamous cell carcinoma A253 cells,N,F,13069,,,9606.0,,,A253 cell line,80657
6925,,Homo sapiens,Growth inhibition of A253 cell lines.,N,F,15984,,,9606.0,,,A253 cell line,80657
6926,,Homo sapiens,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h),N,F,15564,,,9606.0,,,A253 cell line,80657
6927,,Homo sapiens,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,N,F,15564,,,9606.0,,,A253 cell line,80657
6928,,Homo sapiens,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,N,F,15564,,,9606.0,,,A253 cell line,80657
6929,,Homo sapiens,In vitro cytotoxicity causing 50% growth inhibition was determined against A270 (human ovarian cancer)cell line,N,F,4720,,,9606.0,,,A2780,81034
6930,,Homo sapiens,Antitumor activity of compound for 96-h exposure in A2780 human ovarian cell line,N,F,16112,,,9606.0,,,A2780,81034
6931,,Homo sapiens,Cytotoxic activity against A2780 human ovarian carcinoma cell line,N,F,16597,,,9606.0,,,A2780,81034
6932,,Homo sapiens,Cytotoxicity against human cancer cell lines A2780 (ovarian),N,F,16378,,,9606.0,,,A2780,81034
6933,,Homo sapiens,Growth and colony formation inhibition of A2780 ovarian cancer cell lines,N,F,16085,,,9606.0,,,A2780,81034
6934,,Homo sapiens,Inhibition of cell growth in human ovarian carcinoma cell line (A2780) using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay,N,F,16317,,,9606.0,,,A2780,81034
6935,,Homo sapiens,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),N,F,15748,,,9606.0,,,A2780,81034
