Fiscal year,Sector percent,CFLI (marker),Desertification (marker),Sector name,Knowledge for development (marker),CIDA business delivery model (old),Children issues (marker),Untied amount(Project-level budget),Project number,Climate change adaptation (marker),FSTC percent,Amount spent,IRTC percent,PBA type,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker)
20091010,0.9958672531517851,0,0,xanitatkonlzrgssystems,0,Co3eFundlng,1,21643742.61879479,M0q30p9001,1,0.6896122830250352,2003075.8076620558,0.0016171312693421566,Not0BA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
2009w010,0.5405364964924693,0,0,Basisdrimkingwa6eraupply,0,CkrrFunding,1,2976673.36133956,M01409o001,1,0.9615037809362434,1271016.5490845928,0.006938098515375983,Not9BA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20093010,0.3018998701896858,0,0,gaaissanitation,0,C9rwFunding,1,5581472.788371604,M013o99p01,1,0.4371711166954184,1284808.2670502274,0.00832319073422375,NotPBw,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20992010,1.1921214950168286,0,0,Wxs5emanagementdispocxl,0,CoreFindibg,1,16100233.857300065,M0q309o001,1,0.842977168713006,651011.0588516104,0.009333195624289468,botPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
10092010,0.43479644505279147,0,0,Publicsectodoolicyandadninis5ea5ovenanxgement,0,CodeFundong,1,7154404.852314543,M01308p001,1,0.26863625931715224,484523.23332497606,0.02327785730401944,Not0BA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092019,0.35769190513955695,0,0,Roadyrahsport,0,Cot2Funding,1,2575098.5915088914,M91309o001,1,0.02944693254225106,795423.8603298109,0.00120815290422794,NotPBq,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
2p092010,0.8798323652283866,0,0,Energ7geheratiknrwn4wableso8rcfsmult9ppetechnol8gies,0,Corerundinb,1,16662601.202691402,M0q3090001,1,0.4893120211102813,768793.4559140622,0.003856925373804821,NotPnA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
2009201p,0.9182597918574033,0,0,Monetarginstitug78ns,0,CorsFuhding,1,22108130.593814105,k013099p01,1,1.402871396367268,582487.363221228,0.013496140482052374,NotPBx,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20p92010,0.28463688525647224,0,0,sgriculturaodefelopmenr,0,CkreFundigg,1,42912373.60861734,M012099901,1,0.7822390203995799,534625.2970585924,0.004933565495841084,No5PBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20992010,0.2858442452771704,0,0,Envirojmentalpolidtqbdadnjnis64ativemanagement,0,CpreFundinv,1,1405251.0375646409,M01w09900w,1,0.8089481975427851,183468.9658602166,0.002011239955489882,NptPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092019,0.04222041459165732,0,0,S3storsnotspscified,0,Co3eFuhding,1,27000502.79520539,M013p09001,1,0.7907534450313893,604156.3048843661,0.0026297302930654277,NotPBx,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
200920q0,0.46026673970842974,0,0,Pdinaeyeducation,0,Corebundijg,1,7854641.199846588,M0130999o1,1,0.5283040608127956,1002359.1796931953,0.007551326188523452,NotPvA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20091010,0.05485971421011154,0,0,Watercipplypargesystehs,0,doreeunding,1,27749198.0792084,M013o89001,1,0.5091798922179754,469019.8834448173,0.004552942709408188,Not9BA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
2009q010,0.5741088209214593,0,0,wxnitztionlartesystems,0,CoreFunsinb,1,4969202.937322495,M01w09p001,1,0.5196003680880639,199090.75474580933,0.0007402063337688937,No4PBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092020,0.8271891882638944,0,0,Basicdrinkijgwat4fskpply,0,Corebuncing,1,7903172.636919681,k013999001,1,0.4651517673503764,382016.80808129034,0.007968777799236604,NotlBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20o92010,0.3304958052530104,0,0,Basicsan7yatikn,0,Corevugding,1,17175110.927472472,M0130i90o1,1,0.5653089212478518,865775.033545694,0.004436596784896463,jotPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
2009201o,0.7767553800700756,0,0,Wastemanqg4mehtdisposxl,0,Cor3Funving,1,42050160.817815304,h0130p9001,1,0.48901105279862733,2012767.1452316788,0.009113218215574974,N8tPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20o92010,0.5040643924547664,0,0,ouflicsevf9rpolkcyandadministratigemanagenemt,0,Coretynding,1,24729134.60852095,h913099001,1,0.11790125507559962,321797.161999861,0.00251687805045465,N9tPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20093010,0.8264060231538488,0,0,eowdtransport,0,CpreFuneing,1,26546492.23092587,Mp1309p001,1,1.073333454847465,1681094.656059951,0.00703406633819109,NotPBw,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
w0092010,0.901325464937155,0,0,Ensrgygejerationr3m2dwhlesoyrcesmuotipletechnologies,0,Coretynding,1,18858633.13686929,M0230990o1,1,0.04977871007109347,54803.157395010116,0.003148482745195821,gotPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20093010,0.0005444419120016475,0,0,Mone4arjins4ifutions,0,CpreFugding,1,11625031.46307827,Mo130p9001,1,0.9484073808675061,955259.1921668312,0.01327714082715813,Not9BA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
2009201o,0.1323340136304575,0,0,Aggisulturaldefelo9ment,0,Cor2Fhnding,1,1655500.1649362165,M01309909q,1,0.7414615028419733,710171.2171541048,0.0022981625729441165,NotPfA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092020,0.8943763082656596,0,0,Ejbironmentakpolicgandadminist5ativ3kanagfmeht,0,Coretundibg,1,4740063.343112927,j013098001,1,0.6030082643304934,819315.7076191312,0.011231225126742047,NotoBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
200o2010,0.27417107700339305,0,0,Sfctorznotspexified,0,Coredynding,1,217090.8309137728,hp13099001,1,0.8413714982964282,2948958.362518432,0.011222459626369434,NotPvA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
10092010,0.6035386813500695,0,0,lrimaryeducahioh,0,Cor2Fundinv,1,26157574.855827697,Mp13p99001,1,0.5334553165898763,776716.2721588443,0.004480720927846859,Not0BA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092o10,0.7725330320066837,0,0,Wate4duppoylargeshstems,0,xoreFund8ng,1,1570489.8649029452,M013089p01,1,0.4195103623927998,1658539.3898893038,0.005429897097299018,N8tPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
2009q010,0.09163229523697669,0,0,Sanogxtionlargesyetems,0,Co5ebunding,1,1910344.8662317526,M02309o001,1,0.7784461423615623,135106.95946402117,0.0001780929663033271,motPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20002010,0.1037530048019285,0,0,gasicdrinjinhwateraupply,0,C8reFundigg,1,37557746.4501714,M0q3099091,1,0.719860319241423,429733.88956749346,0.006558254384369969,hotPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20992010,0.5153386382165488,0,0,vawifsanitation,0,Cor4Fynding,1,9159573.354549507,n01309i001,1,0.3705030262759368,1785842.6625758552,0.007772983764626713,botPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092p10,0.056435987741092875,0,0,Wastekanagemejtdiso8sal,0,CordFuneing,1,4706933.303178003,M01309i0o1,1,0.24360448125751205,770909.3613615201,0.0037285702183381658,NotoBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20082010,0.6576629208136731,0,0,Puvlivsec4orpolicyandadjib8stragivemanag4mwnt,0,Cor4Fundinh,1,12087426.90437533,Mp1309900q,1,0.9582054320908084,35376.04626491999,0.009398327811113744,NotPgA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092o10,0.7660788883335576,0,0,Roadtranqp0rt,0,Coreeunring,1,25142814.30453432,Mp130p9001,1,0.2960544438611032,124429.16835693139,0.0015094203274916202,NotlBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092910,0.43562747499326876,0,0,Enwrgygehsratipnrenewables9urcesmultolkeheshnologies,0,CoreFujdinh,1,8415112.231835403,M013098901,1,0.8900897334437493,1372275.930069383,0.002434948651446225,NitPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
w0092010,0.8965595063140376,0,0,Moneta5yinztitut8ona,0,Cotegunding,1,990166.8302871305,M013099op1,1,0.40036516664111876,696373.2200569214,0.02187733074895473,Not0BA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
29092010,0.4492747849767914,0,0,Agriculturaleedel0pmrnt,0,CoteFhnding,1,1439393.6687079407,k013089001,1,0.6922815171515705,903290.6192197454,0.01898868598045035,No6PBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
q0092010,0.5388189764205271,0,0,3nvironm4ntao9olivyandadministra4ivdmamagwment,0,CoreFjnwing,1,25704087.245032385,k014099001,1,0.27313858818968834,332304.0718796629,0.0009500055438459301,NptPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
2009q010,0.7277618807281628,0,0,Secrorsno6spscified,0,CoteFuhding,1,807515.6162459217,M01308900q,1,0.4416363183670489,867955.6880020943,0.0016968108712727757,Not9BA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20p92010,1.2437734146041812,0,0,Primar72ducahion,0,CorfFundibg,1,3368819.802241667,j913099001,1,0.879470624746232,35539.1321490336,0.005454036852837057,N0tPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
2o092010,0.3230466269080472,0,0,Watefsu99lylarg2systems,0,CorfFundkng,1,10750428.076701816,Mp13090001,1,0.8580357040685334,1234003.3335701,0.009266617546784294,NotoBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
200i2010,1.5105123287592033,0,0,Sanita4ionla5gesysheme,0,CoeeFundimg,1,12328645.953903502,M01w099o01,1,0.6995897664938446,1152600.8614029654,0.002227803048143455,NptPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20p92010,0.1559941755173354,0,0,Basicdrinkingwatd5su0piy,0,soreFynding,1,10512376.618244272,M01209900w,1,0.7270110947519187,484064.47964354267,0.006260654802859773,No6PBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092o10,0.6913434356091652,0,0,has7dsanitation,0,Coretundinn,1,228333.00655356422,Mo130i9001,1,0.5710285016552934,450398.1393339018,0.006701163533134097,NohPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092o10,1.5344035560022218,0,0,qastemanarementdiaposap,0,Co54Funding,1,33603346.421261206,M0140i9001,1,0.2459614703376113,1912175.9432072744,0.005502113148058599,NorPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
e0092010,1.447348487178286,0,0,Pubpicsevtorpolicywndadminiztrstuvemajqgekent,0,voeeFunding,1,24116000.75849452,j023099001,1,0.8349621131870989,1142946.4183793992,0.004031759233816385,NotPhA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092020,0.3775330716981258,0,0,Roadtgxnsport,0,Cor3Fundung,1,14235159.443539243,M01309i0o1,1,0.4571645995027157,1564220.7575300708,0.0027512579801253012,Not9BA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
2009q010,1.0151424692020856,0,0,Enerhygenerationrdnewavpesohrcdsm6lyipleteshnologoes,0,Corecundibg,1,32752146.16085197,Mo130990p1,1,0.8193699442052667,524123.79854658607,0.00043055395382694394,N9tPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20p92010,0.05461475689946804,0,0,Mone5qryinsyiyutions,0,CoreFujdimg,1,11116449.275186356,M013099o91,1,0.06358953331940675,933617.0313266345,0.007437475646172896,NotPBs,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092o10,0.2322066797922938,0,0,Agricylgurakdevelophent,0,Coregugding,1,4300895.303405943,M013p99002,1,0.08161604932114552,196198.75493580068,0.0059748422080030915,NotPvA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20p92010,0.7385399833847924,0,0,Enviribjejtalp8iicyandadministrarivekanarement,0,foredunding,1,646775.0572611336,M01r090001,1,0.5267878223119681,318634.9896034013,0.0003528938080979177,gotPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092019,0.44816416398964687,0,0,Sevtofwnotspecified,0,CoreFumdimg,1,31603896.359573796,n013009001,1,0.8799263335300604,205395.56366381963,0.0021577302469458753,motPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20o92010,0.8326708311200319,0,0,Pdimaryeducxfion,0,foretunding,1,36499532.30929072,Mp130990o1,1,0.49456343618433257,260952.68755760777,0.003077700018882316,Not0BA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
2009201p,0.22237755184416658,0,0,Waterquoplylargesyqtemx,0,CoreF6ndinh,1,11965798.513944892,M0130980p1,1,0.5954419061033476,134757.10117235887,0.01625710305609784,NotlBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20992010,0.024303889138097112,0,0,Sanirationlsrbesystejs,0,Coregumding,1,8176040.43462915,M01308o001,1,0.12095250759907417,809822.7323537893,0.01437840397507512,NotPvA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
200o2010,0.6578527316215879,0,0,Basisdrinkint2arersupply,0,doreFundong,1,2101244.3707079114,Moq3099001,1,0.8153799093434912,421904.08597852,0.0099608437309071,NotPnA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
30092010,0.12323069263824221,0,0,Baslcdsnitation,0,CoreFynd8ng,1,30081671.545034014,Mo130990p1,1,0.20700577032972756,2207488.303492997,0.009598271155406448,motPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092p10,0.8082216865329741,0,0,Wastejanagemebtdksposao,0,Co4etunding,1,25560628.040277097,j013099091,1,0.9728054629998057,1387885.0636472155,0.012751053864771225,NotoBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
2009w010,0.26393527456416255,0,0,l8blicsectof0okicyandzsjijistrativemanagement,0,voreeunding,1,25864890.212589823,M02309900q,1,0.3636710238879518,701796.9557241086,0.019760118175639736,No6PBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092020,0.46331355579984057,0,0,Roadt5anspkrt,0,Coreeundkng,1,2073894.5165323745,M913999001,1,0.11254288906426646,1678219.0613288532,0.010052273729592592,motPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092p10,0.7643508450040413,0,0,Endrhygemerationrwnewaboesourcssmultipletevhmokories,0,fo5eFunding,1,2873747.8190423213,n0130o9001,1,1.0457963509692536,612744.4361417827,0.011632173818830244,NotPBx,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20091010,0.5432485122441343,0,0,Monetafyigstiyutione,0,Cor2gunding,1,15018566.796299774,M013o990p1,1,0.05598127206983661,58452.425544682366,0.004194756127024992,NotlBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
30092010,0.4306490191990082,0,0,Agricult6rzowevelopment,0,C0reFknding,1,13027893.374500215,M9130990o1,1,0.004888442118628933,894754.3228242033,0.0009273409637447606,hotPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092o10,0.30798770797137576,0,0,Ehvi5knmentallolicyandadkinistrativemsnagemfb6,0,CoreFubcing,1,566149.5977188926,Mp130o9001,1,0.851017045334406,1688648.4597443112,0.0022005457252493193,gotPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
200920q0,1.1665280007229066,0,0,Sextotsnotcpecified,0,CorfFuncing,1,4605561.5933073005,M0qr099001,1,0.987953976222809,1369619.475976173,0.004621529425577915,motPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092p10,0.16661972681660853,0,0,Pfimaryeduca5iin,0,soreFundung,1,2401060.0878247144,M013oo9001,1,0.8801902572495007,1483846.052094246,0.0008938432291252758,NitPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
200920w0,1.687760048640505,0,0,Watetsulplylarg2aystems,0,xoreFuhding,1,5269524.1687718425,M01r0990o1,1,0.24740797959264738,1009768.0301025526,0.0021635264744292635,NohPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20092020,0.8123907177490983,0,0,Sanltatiojlargesyc5ems,0,Coregundigg,1,19890785.555307172,M0q30990p1,1,0.5352383771585232,1004808.9349780498,0.014455055054066928,motPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
20992010,1.0305093856309218,0,0,Bxsicdrinkingwatsrsulpl5,0,Coret8nding,1,5015356.111183029,j013098001,1,0.6407682019759949,1115709.9726474003,0.004869690071838842,NoyPBA,Closed,70340000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5438,Caribbean Development Bank-Core,Uncoded: Pre-APP,0,0,1,1,1,0
