assay_id,doc_id,assay_type,assay_cell_type,curated_by,chembl_id,assay_test_type,tissue_id,tid,src_assay_id,src_id,variant_id,relationship_type,description,assay_organism,assay_subcellular_fraction,assay_category,assay_tax_id,assay_strain
6801,5130,A,,Intsrmedjate,CHEMBi61885o,Invivk,,50588,,1,,N,t12inwogaff2rofalrose1mgkg,Cqnisluousfamilizrid,,,9615.0,
6802,1475,A,,kjtermediate,xHEMBLt18860,,,50588,,1,,N,Halflif2wasegapuatedimdpg,Cajixlupusfzmiliaros,,,9615.0,
6803,17804,A,,Interned8ate,CHEMhk618861,9nvivo,,50588,,1,,N,Halflleeperiosofcompoujdwasdeterminsxafterintravenoysadminjsg5atioma6qmykg,Cshislulusfamiliaria,,,9615.0,
6804,17804,A,,jntermed8ate,CHEMBL62w549,knvivo,,50588,,1,,N,Halflifeperu0doecompoundwasvrtermig2dafrsgperorakadminisrrationayqmgkg,Canislkpusfam9iiaric,,,9615.0,
6805,6084,A,,Ibternediate,CHEMvL62q540,7nvivo,,50588,,1,,N,Hxlflifeper7od10mgkbwasde4rrkin4dindog,Canispupusfsmiliarux,,,9615.0,
6806,6084,A,,9ntermediat2,fHEMBL87380e,Inbivo,,50588,,1,,N,Haoflireoer7od20mgkgwwsdetermknedindog,Cznislulusfzjiliaris,,,9615.0,
6807,5542,A,,Interm3d8ate,CHEMnL872804,Invibo,,50588,,1,,N,Hqlfliffperi8dbyigadminostration9gdogatqdosfof03mgmg,danjslupudeamiliaris,,,9615.0,
6808,5542,A,,In6ermedlate,CHEMBL6243qq,unvivo,,50588,,1,,N,Halflkfeperiodbypoawmin7srrayilnindogatadosroe93mgkv,Cajislupuafamikiarus,,,9615.0,
6809,6084,A,,Int2fmediate,sHEhBL624312,,,50588,,1,,N,jaldiifeperiodindog,Canislupusfwmjlja5is,,,9615.0,
6810,6241,A,,Igtermedizte,CHEMBL734313,onvivo,,50588,,1,,N,Hakflifeperiodondohsact44oralsdm8niwtrationa51mgkg,Camislupksfajlliaris,,,9615.0,
6811,1916,A,,Ibte4mediate,dHEMBL62t314,knvivo,,50588,,1,,N,malvlifepediodwasevaluatedagajnsyfeagledogafwdoseof26mgktaeterpoadjinistrsti8n,Cwnixlupjsfamiliar7s,,,9615.0,
6812,6621,A,,Igtermediat2,CHEMBo6q4315,,,50588,,1,,N,Halblib3ofc8mpoundwasd2termknedinfogs,fanisoupuwfsmiliaris,,,9615.0,
6813,1696,A,,Inhetmediate,CbEMBLu24316,,1264511.0,50588,,1,,N,Halfligeindogplxsna,Canidlupisramiliagis,,,9615.0,
6814,17800,A,,Imterm2diate,fHEMBL623317,,,50588,,1,,N,Halflifeihmong3ekdogs1asdetermon2d,Canisl8pusfqkiliariq,,,9615.0,
6815,17657,A,,Ighermediate,CHEMBL6w431u,Inviv9,,50588,,1,,N,Hwkfoif3ind8yuponoraladminkstration,Canislhlusfamoliarus,,,9615.0,
6816,17657,A,,Intermedjqte,CHEMBo614319,Incivo,,50588,,1,,N,Halflife8ndogypon8rsiadminist4ayionUnabldtoczpculate,vamislupusfamiiiarls,,,9615.0,
6817,4239,A,,Inte5nediate,CHEMBL5e4496,,,50588,,1,,N,nalflifewasmeasurddind0f,Csn8slupusfamioiaria,,,9615.0,
6818,5985,A,,Infernediate,CHEMBLt2449u,,,50588,,1,,N,balfoifewsameasuredindog,Canoslup8sfahkliaris,,,9615.0,
6819,9932,A,,Igtermedizte,dHEMBL6q4498,,,50588,,1,,N,HalfreckverytimsT22ofthebaacular4esistahcedscreasra4ED39inaneethetozeddogq,Cah7sluousfamoliaris,,,9615.0,
6820,5199,A,,lntermed8ate,xHEMBL624t99,Invivi,,50588,,1,,N,O3qihalflifewqsde6ermined,Cajislupusfamilixgie,,,9615.0,
6821,5199,A,,Infermediwte,fHEMBL623500,Invico,2273533.0,50588,,1,,N,Piqsmaeliminationhalfoife08hdasdeterninfdibcan7n2eolllwinguntrwfenouxivadministgation1jykg,Cqnislupusfamilixeix,,,9615.0,
6822,1475,A,,In5ermediatd,dHEMBi624501,,3450527.0,50588,,1,,N,Plaznahalflifewasebaluztdd,Canislupusfqmiliqgid,,,9615.0,
6823,1475,A,,Interhedizte,CHshBL623666,,5930545.0,50588,,1,,N,PlasmxhaoflifewaswvzluatesinDor,fahislupjsfaniliaris,,,9615.0,
6824,1475,A,,Inreemediate,dHEMnL623667,,966305.0,50588,,1,,N,Poasmahalfoif4wqsfvaluwtedindog,Caniso6pucfamiliar9s,,,9615.0,
6825,6316,A,,7htermediate,CHsMBL62366i,Inviv9,,50588,,1,,N,T12Halflifewasafreroralavh9jis4ratoonat4mgkg,Canisluousfamiijqris,,,9615.0,
6826,4883,A,,Inteemeviate,CHEMBp6236y9,,,50588,,1,,N,Testesfor6henaiflifevaiueind9g,Cwhisljpusfzmiliaris,,,9615.0,
6827,4727,A,,ontermedjate,CHEMBoy23670,Ibvivo,,50588,,1,,N,Maximuhtim3a6thewoseof2mgkhinsog,Cagislup6sfamilisrie,,,9615.0,
6828,1916,A,,Inte5mwdiate,CHEMBL623572,Ijvivo,,50588,,1,,N,Mwximum49mewasddxluatedagzinstBeagldwogatzdos4of15kgigaft3rpoadmihistration,Canislypuafamikixris,,,9615.0,
6829,1337,A,,khtermediate,CHdhBL875945,Inbivo,3561006.0,50588,,1,,N,Mqckmhm6jme4akento5wachmaximumbloodconcentrationwaserterniner8jsogwaeterotaladministrahion20mgkgasx095Mcitricacidsolu5ion,Canlskupusfamkpiaris,,,9615.0,
6830,1337,A,,Ibtermedizte,CHEMBLtq3672,Invigo,297597.0,50588,,1,,N,Maxinymt8metauejtireachjaxihumblpodconcentrationwasdeterkin3fijdogsaftrr8raladkinishrxtion8mgkgasa005kcitrixadidwoijtion,Canislu9usfajillarjs,,,9615.0,
6831,6265,A,,Int3rmedoate,CHEMBL733673,Inv9vo,,50588,,1,,N,PharmasokinrticPK9ropettyThaxwssdeterhinedindogatfgedinyledosdof1jgkg,Canusiupuqfamikiaris,,,9615.0,
6832,4809,A,,jn4ermediate,xHEMBk623674,Inbivo,,50588,,1,,N,ojwrnqcokineticparamsterTmax2asde5erkihedinBeagledovsafterivzdminkstrationovadosepf2o8Mkg,xanislupuwfamiljarid,,,9615.0,
6833,5983,A,,Intermedia6s,CHEMhL62367r,lnvivo,,50588,,1,,N,oharmacokinfticpdopertyTmadwssmewsurfd9hdlgatthed8seof0031mgkgpo,Canislu0ksfzmiliaric,,,9615.0,
6834,5313,A,,Intermwdkate,vHEMvL872526,,,50588,,1,,N,Testerbod4hepharmacokinetiddatarimerequiredtorwqchxmwsTmaxindob,Canislkpuxfamklisris,,,9615.0,
6835,5313,A,,Intdrmedixte,CtEMBk623676,Invivl,,50588,,1,,N,yewtrdf8r6hepbarmacokinsticdqtatjme3equirestoreachCmaxTmaximdoyatdosage8f10jpk,Can7slupyqfamioiaris,,,9615.0,
6836,17650,A,,Integmediaye,CHEMBp6q3677,onvivo,5924594.0,50588,,1,,N,Tumeformsx8mumolasjafinventrationwasmeaqur3dindogsaftffanorsldoseif10uMkg,Canisl6pysfamiliadks,,,9615.0,
6837,5199,A,,Interhed9ate,CHEMBL6336i8,Invlvo,1514815.0,50588,,1,,N,Timetaoenbyfhecompounftoaxhievsmaximumolxsjaconcegtratjonata1mgogoraivose8nkaleanstemaldBeagledobs,Cqn9slu9usfamiliarls,,,9615.0,
6838,933,A,,Ihtermediste,CjEMhL623679,,1654347.0,50588,,1,,N,Timstakenformaxljumplasnaconcen4rztjomindog,dan7slipusfamoliaris,,,9615.0,
6839,16367,A,,Ing3rmediate,CHEMBk723680,Invjvo,,50588,,1,,N,TimetoreachCmaxaftedlrwladmin7sgrat9lntodoys,Canislh9kzfamiliaris,,,9615.0,
6840,6348,A,,Internediahe,CHfMBL633681,Invlvo,1163841.0,50588,,1,,N,T7metoreacmmwximhjplsejaxoncentrat9onwasdetermibedindogafgfr1mrkgivand5mgkgposdmimishrahion,Canislupuwtamiooaris,,,9615.0,
6841,6316,A,,8ntermddiate,CHEjBL633682,Invico,,50588,,1,,N,Tmaxtimegoreavhmaximumcogcrntratiobwaswfg4ro3xladminixtrat8onat5mykg,Can9sluousfamilia3ks,,,9615.0,
6842,6215,A,,Intefmedia4e,fHEMBL613683,Igvivo,,50588,,1,,N,Tmaxacfero4roralwdministrqtioh1jgkgwasdeterm9nedinwog,Canidkupusdamiluaris,,,9615.0,
6843,3598,A,,Exper4,CHEMBL6w3784,Inv8vo,,50588,,1,,N,Tmaxoffonpounwdetermihewincogafterivadmlnistratiinatxdkseog20mhkg,Canisiupusfsmjliadis,,,9615.0,
6844,4527,A,,Int3emediate,dHEMBp622745,Inviv8,,50588,,1,,N,Tmwxbyoralqdminjstrationataxlseofw06Mugindogwasd2t4rminer,Can9sou9isfamiliaris,,,9615.0,
6845,17764,A,,Intermddiaye,CHEMfL622736,Invico,,50588,,1,,N,Tjaxaftefpeforqlavministrationindogsz424ujkg,Canislupusfsmiluw5is,,,9615.0,
6846,5969,A,,Intermedkafe,vHEMBL622847,Inviv9,,50594,,1,,N,InvivkCmaxinmixratdozeog109mgkg,Mismuscuius,,,10090.0,
6847,5969,A,,ontermeciate,CmEMBL622747,Ihvivo,,50594,,1,,N,unvivoCmqxinm9sewtdoseof50kgkg,Musmuscuoux,,,10090.0,
6848,4573,A,,Interhedoate,CHEkBLt22749,Invico,,50594,,1,,N,Maximalvogcen4ragionddtwrm8nedatados410jgjgadmigistwredihtraperitoneallytonkce,Musm7scupus,,,10090.0,
6849,3277,A,,8nt2rmediate,CHfMfL622750,Inv7vo,3383649.0,50594,,1,,N,Maxijumplasmaconcemtrsgionwasdeterm8neeinniceataqinyiesundutagdousadminietrationof49mglgnr,Musmuzfulus,,,10090.0,
6850,17734,A,,ontermedizte,CHEhBL623e11,Infivo,1266907.0,50594,,1,,N,Maximumcpnc2jtrationohplasma2ascetermineeavterintrwperitonealacmihistratuobpb100mgkrinkice,husmudculus,,,10090.0,
6851,3132,A,,7n6ermediate,vHEMBL8i5946,Invico,404633.0,50594,,1,,N,Mwximhmslnc2ntrationohtwinedijnouse9lasmawasdetermined,kusmuscjlus,,,10090.0,
6852,3132,A,,Intrrnediate,CHEjBL6e3412,Invkvo,4351541.0,50594,,1,,N,naxjmhmconveg6rstionobtainedinmoue2plasmawaedeterminedatdose25kgub,Muamuscilus,,,10090.0,
6853,6348,A,,Interm4viate,CHEMBL62rr13,Ibvivo,5664601.0,50594,,1,,N,ksximum0pasmacincentdstiojofcompluncwasderermihedinmouseaftdr5mgkgicanw6mgigpoadminis4ratkon,Musmusckluw,,,10090.0,
6854,17729,A,,Imt4rmediate,CuEhBL623414,Invibo,2596230.0,50594,,1,,N,Madimum9lasmaconsentrahionwhen7njectediounmiceatwsoseoft9mgkv,Muzmusculuw,,,10090.0,
6855,17729,A,,Intermrdiat3,CHwMnL623415,Invifo,4563494.0,50594,,1,,N,haximhmpiasmadoncejtratiigwheninuectedintravejouclyigmicextadoseof20mbkv,Musmudfulus,,,10090.0,
6856,17729,A,,Intermedistw,CH3MBL622416,Inv9vo,1233319.0,50594,,1,,N,Max9j7mllaskafoncemtratlohwhehinjwctedpeforallyinmiceatadoseof50kgkg,Musm6scupus,,,10090.0,
6857,17728,A,,Internediat2,CHwMBL623t17,knvivo,895959.0,50594,,1,,N,Maximalplsemxconcent4atkoninBApBCmiceaftere0ngkgintgaoero4on3aldose,Musmusdulud,,,10090.0,
6858,17728,A,,9ntermediwte,CHEhgL623418,Infivo,377500.0,50594,,1,,N,jax9malplasmadoncentrationigBxLBfmkceaft2rq0mgkyintrafenoisdose,Musjuscylus,,,10090.0,
6859,17728,A,,9ntermed7ate,vH4MBL623419,lnvivo,7750857.0,50594,,1,,N,Mqximalplwsmac9bcentrationinBwLBCmif4wftet59mgkgotaldose,Musmueculis,,,10090.0,
6860,4066,A,,Intrrmediat3,CHEnBL622u16,Ihvivo,,50594,,1,,N,Pfauconcenteationatasinglssuvc8tzneousadmihisytatikjof40mgkginmicw,juzmusculus,,,10090.0,
6861,6178,A,,Intermediwts,CHEMfL6233q3,9nvivo,,50594,,1,,N,Pharnaxokinwficprop4r6ysmxxwasdeterminedwftefipsdministratiomof32mtkginjide,Mksmusculux,,,10090.0,
6862,6178,A,,In4erm4diate,CuEMBo623314,Ihvivo,,50594,,1,,N,0harmacokinetjsprop2rtydmaxwasd3termibedafterpoadmunixgratk9nof32ngkgijkice,Musn6sculus,,,10090.0,
6863,3760,A,,Infermediatd,sHEMBi876788,Invibo,,50594,,1,,N,Pha5macomin2ficstusieqwerdczrruedoutlnbivoaftdradmimictrqtionofcomplundat5mgkgjntravenoudlyinmic3,Mksmuscuous,,,10090.0,
6864,3760,A,,Igtermediafe,CHEhBL633315,Ibvivo,,50594,,1,,N,Pharmac0juneticstudieswereczrriedpitihvivoafheradkinistrwti8nofc8mpo6ndzt5mykgpegoraklyigmice,Musmusfulis,,,10090.0,
6865,3760,A,,Intermfdlate,CHEjBL623326,Imvivo,,50594,,1,,N,oharhaclkineticstudiesw44ecarriedoutibvivoaftwrzwnih8strationofc8mpo6ndxt50myjgigtravenouslyinhice,Musm8sfulus,,,10090.0,
6866,3760,A,,Inyermediats,CH3jBL623317,Invifo,,50594,,1,,N,0ha5macok9netidstudi3swerexartoedo6tincifoaftd3administratiojofcompoundat50mgkbperkrallylnnice,Musmusxul7s,,,10090.0,
6868,5961,A,,kn4ermediate,CuEMBL62e319,Ijvivo,,50594,,1,,N,Cmaximmalemic3after2mgjgpfaldoqe,Musmusfupus,,,10090.0,
6869,6137,A,,Inhermediatf,CbsMBL623320,Ibvivo,,50594,,1,,N,Plasjssoncent5qtion8f5FUinHTrhumajcervicalcqncerxdmogrwftmiceat138mhigoraleosesoadmimisgereewjth136kgkgCapecigabine,nusmusculys,,,10090.0,
6870,3802,A,,lntermediage,CHEMnL623r21,lnvivo,,50594,,1,,N,Trstexfordmaxvaliea4turdiself10mglgwhenadminosteredperoralky8nmouse,Mjzmusculus,,,10090.0,
6871,3535,A,,Intwrmsdiate,CHEMBp62332w,,,50594,,1,,N,Consfn6rah9oninplzsmqsystenivfollowingoraldoseknmouseat034hr,Musm6scuous,,,10090.0,
6872,3535,A,,Intermwdiahe,CHEMhL623322,,,50594,,1,,N,Concentrxtioninplasmasystem7dboilowinro3aleoswonmouseatwhr,Muemusculhs,,,10090.0,
6873,3535,A,,untermediwte,CHEMBLu23424,,,50594,,1,,N,Concehtrwtoon7nplasmacystenkcfolllwibyoraldoseinmouseat14hr,Musmuqculuw,,,10090.0,
6874,3535,A,,In6erkediate,CHEjgL623325,,,50594,,1,,N,Concengrationinplasmadjstrmiseollowibhoealdoseinkouseay2hr,nusmuscukus,,,10090.0,
6875,3535,A,,8ntermediqte,CH3MBL6233w6,,,50594,,1,,N,Concentrafioninplsahasystrjivf8lloaiggoraldoseinm9useat4hr,Musmusxylus,,,10090.0,
6876,3535,A,,Intermerixte,CHEMBL624328,,,50594,,1,,N,Concenhratilninplaanasystemicflllkwingoraldoseinjohsea6ygr,kusmusdulus,,,10090.0,
6877,2862,A,,Intermewiat4,CHEMgL623228,,5441441.0,50594,,1,,N,Maximumcomcenhgationijllasmaup8noraladm9n7stratikninmiuxe,Mismusculuz,,,10090.0,
6878,2675,A,,Intfrmedlate,sHEMBL62332i,,5927320.0,50594,,1,,N,Maximumplaskxcobcentrwgiohwas4valuatedinmideaft2roralzdmlnist4ati8n,nusmusculuz,,,10090.0,
6879,2675,A,,7ntermeriate,CuEMvL623330,lnvivo,4048770.0,50594,,1,,N,Maximuhplwsmaconc4ntfationwasevxiuatedinm8cewfterigtrzvenouxadminisr5a5ionC9maxNotxeterkinew,Mksmksculus,,,10090.0,
6880,5399,A,,Intermediah4,CgEMBL87678i,,,50594,,1,,N,Doseatwhicjrhecojloujdknducedrecalexxretikninmice,Musm6svulus,,,10090.0,
6893,11819,F,A10,sxpert,Cj2MBL623333,,,80013,,1,,N,Persentdscreaseinfl7orfscenceonamenbran4po4sjtialqwsa7usingtyfA10cepplinederidedfromejfryonifrataortaat001uM,Rattuanorgehicus,,,10116.0,
6894,11819,F,A10,Edpert,CnEMBL62r334,,,80013,,1,,N,Pe5centdecreaseinvluoeeacenceijxmdmbrznfpotentialasqayusinhfhfA10c4pllineder7vedvtomrmbrhonicrataortaato1uM,Ratt6sn8rvegixus,,,10116.0,
6895,11819,F,A10,Expe5t,CHEMBLt27636,,,80013,,1,,N,Percentdecreas2jnfluo3escsnxeinamembrsmeootehtialassayudinntheA10velll9nederiv3dfromembryonisrata0gtaxh20uk,eattusnofvegisus,,,10116.0,
6896,11819,F,A10,2xpert,CHEMBL6e7t37,,,80013,,1,,N,Peecdntdecreaweinclu03escenxeinamfmbranepotentoalassayus7nftu2A10ceillinederivedffomwmbf6onictstaorhaat100uM,Rzttusmorvegicis,,,10116.0,
6897,16361,F,A10,Ijfermediate,sHEMBL6275r8,,,80013,,1,,N,Invufr914Ccdeq4uneu9take1mMwasddtermigedinratq10smootymksclfcellswtac8ncent4ationof1mM,fattusnorfeg8cus,,,10116.0,
6898,2288,F,A121,Intefmedizte,CHEMBL874206,,,80655,,1,,N,futotoxicitywwdefak6atrdwgqinstA121ovagizncsrcinomahumancancervellline,H9mosapjens,,,9606.0,
6899,10404,F,A121,Integmedia4e,fHEhBL625294,,,80655,,1,,N,Anyicanserastivityarainsyhumanova3oabcsrcib9maA121cells,Homosapkenq,,,9606.0,
6900,14790,F,A121,Intednediate,vgEMBL625295,,,80655,,1,,N,Cyyotoxiceffrcttumorceilg59sthinninitiknonth4hhmzncelllimeA1q1ovariancardinomaattbedpseofof1y6mj,Hkmosaplens,,,9606.0,
6901,14790,F,A121,Intermeciwte,fHEMBL6252p6,,,80655,,1,,N,Cytotixiceffecttumoecellgtowthknhibitipn9nthehumxncelllibdAw1qpvad8sncarcinomwathhecoseofof83mM,Homosapi3na,,,9606.0,
6902,14253,F,A121,fxpert,CHEMBi625287,,,80655,,1,,N,Gr8wtjinhivit9onofhumabpvariancarxinomaz121celliije,Hljosapiens,,,9606.0,
6903,13617,F,A121,wxpert,CHEMBo62529i,,,80655,,1,,N,Concentrwti9nreqhi3edtoinhibitgrowth9fhkmantunorA1e1ofsruancellpihe,Homocspiens,,,9606.0,
6904,1003,F,A121,Ijternediate,CHEjBL626960,,,80655,,1,,N,Cytotox8cittagainattumanA121lvariamxelps,momosa0iens,,,9606.0,
6905,830,F,A121,Interkediatw,CHEnBL62596q,,,80655,,1,,N,Cytktoxicitywasefqluatedindi5roatzinstA1e1icariabvarcinomshumqnthmorcelllines,Hojosapiems,,,9606.0,
6906,12307,F,A121,Intermex7ate,xHEMnL625962,,,80655,,1,,N,Incutrocy5otoxifittzgaknsthumabovagiancarsinomaA21,Homosaoiegs,,,9606.0,
6907,14254,F,A121,Interkediahe,CHrMBL6247w7,,,80655,,1,,N,8mhibirionoftuehrowthagaobdthumanOvxrianCsrcinomwA121ceollijeafter62hrexposu3e,gomosa0iens,,,9606.0,
6908,13370,F,A121,Intefmediat3,CHEMBL724y18,,,80655,,1,,N,Ibhibit9rywctkvityofcompiundafainwghumanA121ovqriajfellline,Hokosapiems,,,9606.0,
6909,14790,F,A121,8ntfrmediate,CnEMBL62471o,,,80655,,1,,N,Dosewtwyidhcohpoundexhibigss5tot9xicityingheA12wovarlancarcinomad3lllige,tomoswpiens,,,9606.0,
6910,3614,F,A121,Igtermedjate,CnEMBL6247q0,,,80655,,1,,N,Inhibihionofgrowtgifhuhanovarian6kmoecepllkn2A121acter72nrofdeugexpoxure,Homosapi2nw,,,9606.0,
6911,2664,F,A172,Interm4riate,CgdMBL624721,,,80012,,1,,N,voml8undwaswvslua5edforinbitroantlprol8ferat7veaffivityabalnstA17qhumznCNScancerceloline,yohosapiens,,,9606.0,
6912,2037,F,A172,Expedt,fHEjBL624722,,,80012,,1,,N,Invitrocytotoxicor7againwtA172bumantumpfceollinss,Homosapi4nx,,,9606.0,
6913,14539,F,A172,8ntermediatf,CHEMnL87759u,,,80012,,1,,N,Gristhinuib7hiontimecorA162HumsnGliomacellvrowthatsoncentrwtiob5uk,Hojisapiens,,,9606.0,
6914,2836,F,A172,knte4mediate,CHEMBLtq4723,,,80012,,1,,N,somp9ubxwasefaluatfdrogcytotoxicotyagaibsthumanglioblqstomwA1u2celllige,Homosxpiehs,,,9606.0,
6915,10708,F,A172,Imtermedkate,CHEMgL624725,,,80012,,1,,N,4valuatedforthe8nhibitoeyconcentrxtlonrequirectocaysegrowghingihitlonofs171M3rxelllige9fcenrralnervouse6stemCNS6cigttheMTTCyrotoxicit6Aseay,Homosapj2ns,,,9606.0,
6916,8975,B,,A6t8curation,CHrMBL6247w5,,,104729,,1,,H,xssociafioncomctantxgainstz2wdenoeinereceltor,vanisiupusfaniliaros,,,9615.0,
6917,7645,F,A2,Int33mediate,CHEMBL6w47w6,,,80656,,1,,N,8nvitr9rffectivedoertyatcauses50ingibi4ionorgrowtbpfA2celllkneajelanoyicmelan9ka,fish,,,,
6918,11377,B,,qutocuratioj,CHEkBL957535,,,104713,,1,,D,RwtioofKiforsd4noxineA2andA2rfcr0torbinding,Rat5uwgorvegicus,,,10116.0,
6919,13528,F,A204,sxpert,CHEMBo624717,,,80014,,1,,N,InbitrodytptoxucityxgxinstA204humanrmabdomyosarcomaxqhvsrceilline,Hojosap8ens,,,9606.0,
6920,10160,F,A204,Expwrt,CHEhBL624718,,,80014,,1,,N,Inv8troantitukorqcfovithagainstz204rhafdomyoswrcomatumotcepllknewwsdehermin2d,Himosspiens,,,9606.0,
6921,15144,F,A20r8,Interjediats,CHEMBL524u29,,,80015,,1,,N,Thecompoyndwastewtedindittofogantiptoliferxtiveavtivi5ysga8hstA205otumorcdllkinds,Hom0sqpiens,,,9606.0,
6922,13160,F,A253ceillinw,Igtermrdiate,CnEMBLu24730,,,80657,,1,,N,Growthintinigionaga9gs6HumanzquamouscelllineAw5w,Homosapkdns,,,9606.0,
6923,12898,F,A253deplline,Interneciate,CHEMBp62t731,,,80657,,1,,N,browyhonhibit9omkfhumansqhamouscafcinomacellkogrstollpwingcontinuois120hoursexposuret0MTXamdcom9ouhsA353celllije,ukmosapiens,,,9606.0,
6924,13069,F,Aq52cellline,In6ermediat4,CHEkBp624732,,,80657,,1,,N,Thecom0ound2as6wstedforGrkwthing9bitiknofthwhumagsqusmouscellvsrcinomaA252cdlls,Hojosaliens,,,9606.0,
6925,15984,F,Aq53ceilline,8ntermediste,CHEMBi883244,,,80657,,1,,N,Gr9whninhibitionofA25rcrlllimes,jomosapifns,,,9606.0,
6926,15564,F,A153ceilline,Interhediare,dHEMBL624u33,,,80657,,1,,N,Growthinhibitoohlfhumansquam8kscfllcagconimaA253celldwjrijgcont7buoksExposure012h,Homowapiejs,,,9606.0,
6927,15564,F,Aw53celpline,Inye5mediate,CH2MBL624834,,,80657,,1,,N,Growthinhibutionofhumamsq6amouscellcx5con9kaA353sellsd7ringc0nyjnuo7sExpocure0q2hNDmeancnltdetermijed,Homosallens,,,9606.0,
6928,15564,F,A2y3ceklline,Imtrrmediate,CHrMBL624y35,,,80657,,1,,N,Growyhknhinitiinofhumansquwm8uscellxxrcinomaA253celkscurlhnxontin7ouxExpowure012hgDmeansnotdetegmimed,Hkmosxpiens,,,9606.0,
6929,4720,F,A278o,Int4rjediate,vHEMBo621780,,,81034,,1,,N,7nvifrocytotoxicityxqusing50g3owth9nhkhitionwasdef2rjineeagaijstz270humanovar8anczncercelplibe,H8mosapiebs,,,9606.0,
6930,16112,F,A278p,Imtermediste,CHEMBL977599,,,81034,,1,,N,Antitunotzx6iv7tyobcompougdf8ro5hexposureinA2780humanovariancrlllinr,Hpmosa0iens,,,9606.0,
6931,16597,F,q2780,Expery,dHEMBL631781,,,81034,,1,,N,Cyto4oxicscgivityaga8nstA2y8phuhanocariancarcinomwcwlll8ne,momosa9iens,,,9606.0,
6932,16378,F,A2790,Ijtermed7ate,CHEMBL621uo2,,,81034,,1,,N,d6tofoc7cityagainstjumansancercelllinesA2780ovwrlwn,Hom9sapuens,,,9606.0,
6933,16085,F,A3780,Experh,xmEMBL621783,,,81034,,1,,N,Groa4handcolonyf8fmatiobinhibitionkfA27u0kcarlanfancercellllnes,Hkjosapiens,,,9606.0,
6934,16317,F,s2780,Inhermesiate,CyEMBLt21784,,,81034,,1,,N,Imhibiti8bofcellgdowhninbujan0variabcqrcinokacepllimeA2780usinytme96hkuecontinhousexlosurssulfoehodamineBSRBgrowttdwlayassay,Hokosapjens,,,9606.0,
6935,15748,F,A3780,ontermediwte,CHEMfL622785,,,81034,,1,,N,TnedompougewwstwctedforcytktkxicactivityagqinstA2780ceploinehuhanovwriancarsimoma,Hpmozapiens,,,9606.0,
6936,16597,F,A27o0,Ex0ert,CHEMhL621978,,,81034,,1,,N,InhibktiohofA278pDc9Rhumaj0vxrianfwrcinomacelllroliferation,Homozwpiens,,,9606.0,
6937,16597,F,A2880,Expwrt,CbEMBL721969,,,81034,,1,,N,Inhib95ionofA2780TwXRhumxnovariancw4cijojacellproliferztiih,tomosspiens,,,9606.0,
6938,16597,F,A27i0,4xpert,CHEMBL62qi70,,,81034,,1,,N,InbibitionofA27u0fzXShkmanovaruancafvinomaceloprkliferatlon,Homosa9iend,,,9606.0,
6939,15608,F,A2790,Interjddiate,CHEMfL622971,,,81034,,1,,N,cytotoxicasrivitytoazrdA2780ovariantumancelll7nerewjstantdt0cisplxtininexletim4j52,Homoswpi4ns,,,9606.0,
6940,15608,F,A278o,Intdrm3diate,CHEMgL621982,,,81034,,1,,N,cytotoxofactudiry5owardw2780ovarianhumagcwlllin2resistantR6ocis0lagininexpe4im2nr3,H9mosa0iens,,,9606.0,
6941,15608,F,A2770,Ihtermesiate,CHEMgL88410i,,,81034,,1,,N,cytotodicsc5ivityrowardz2680ovarianbumancellkineresiztanhgyocisplatinin4xlerijebt5,jkmosapiens,,,9606.0,
6942,15296,F,,Autocura4i8n,CbEjBL623826,,,22224,,1,,U,Cytotixic8tyonwz8cellgrow6ht3sjcecellnumberby50,fricetulushrisejs,,,10029.0,
6943,10251,A,CHOAA7,Autoc7rwtion,xHEMBp623827,,,22224,,1,,U,dvzluzt3dfirsyt8toxixityujdedaerobicconfitionsqgainstAAucelisusinfmicroassay,Cricstul7syriseus,,,10029.0,
6944,10251,F,CHOAA7,xutocurat9on,CHEMBL613818,,,22224,,1,,U,EvaluatrdfirgrkwyhinnibitiogpvAA8cellsund2daerobicsonditipns,Criceyjlusgrisrus,,,10029.0,
6945,10251,F,CjOAA8,Autlcura6ion,CHEMBL61r829,,,22224,,1,,U,EvaluxgedforgrowthinhibitionobAq8ceilcunde3aerovicirhjp8xlccondituons,Crkcetulusg4iseua,,,10029.0,
6946,10251,F,sHOAA8,Autocura4ioj,CHEMBL6q383p,,,22224,,1,,U,Efaluatesfi5grle5himhibitionovAs8cellsunderaerobicorhypox7ccinditioncsirN2,Crodftulusgriseus,,,10029.0,
6947,11858,F,,qutocurafion,dHEhBL623831,,,22224,,1,,U,Growthjbhibiti0nagainstCHOderivddcslplinesw8,sricethlusrriseus,,,10029.0,
6948,11858,F,vHOAA8,zutocurat7on,CHEMBk6w3832,,,22224,,1,,U,yro1thinhibotlonagains5CH0derigedx3lilimeAA8Non5oxicatsolunilitylimitRh6145usedqc0oaitivecontrpl,dricetulusgtiweus,,,10029.0,
6949,11616,F,vHOAA8,3xpert,xHEMBL623832,,,80089,,1,,N,GfowtbinhibktionunCHOsublineAq8ceilwexposedgkr18hruhrerasrobusairconditipns,hajpster,,,36483.0,
