Fiscal year,Branch name,CIDA business delivery model (old),Project number,Sector ID,Section name,FSTC percent,Youth issues (marker),CountryRegion name,Bilateral aid (international marker),Trade development (marker),Untied amount(Project-level budget),Status,Urban issues (marker),Climate change adaptation (marker),Branch ID,Desertification (marker),PBA type,Organisation class,Organisation type,Indigenous issues (marker),ICT as a tool for development (marker),CFLI (marker),CountryRegion percent,Regional program (marker),Participatory development and good governance,Children issues (marker),Fund centre name,Organisation sub-class,Division name,Enviromental sustainability (marker),IRTC percent,Disability issues (marker),Project Browser country ID,Organisation name,Maximum CIDA contribution (project-level),Division ID,Section ID,Fund centre ID,Programming process (new),Climate change mitigation (marker),Biodiversity (marker),Knowledge for development (marker)
2009/2010,MFM Global Issues and Development,Responsive,M012902002,15110,MIL Commonwealth & Francophonie Affairs,1.0,0,Dominica Cmwlt.,1,0,194249.66,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.091,0,0,0,Commonwealth & Francophonie - INIT,OTHER MULTILATERAL,MID International Organizations,0,0.0,0,DM,Joint Office for Commonwealth Permanent Missions to the United,194249.66,D5600,S5601,5294,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012902002,15110,MIL Commonwealth & Francophonie Affairs,1.0,0,Grenada,1,0,194249.66,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.0909,0,0,0,Commonwealth & Francophonie - INIT,OTHER MULTILATERAL,MID International Organizations,0,0.0,0,GD,Joint Office for Commonwealth Permanent Missions to the United,194249.66,D5600,S5601,5294,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012902002,15110,MIL Commonwealth & Francophonie Affairs,1.0,0,Gambia,1,0,194249.66,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.0909,0,0,0,Commonwealth & Francophonie - INIT,OTHER MULTILATERAL,MID International Organizations,0,0.0,0,GM,Joint Office for Commonwealth Permanent Missions to the United,194249.66,D5600,S5601,5294,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012902002,15110,MIL Commonwealth & Francophonie Affairs,1.0,0,Maldives,1,0,194249.66,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.0909,0,0,0,Commonwealth & Francophonie - INIT,OTHER MULTILATERAL,MID International Organizations,0,0.0,0,MV,Joint Office for Commonwealth Permanent Missions to the United,194249.66,D5600,S5601,5294,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012902002,15110,MIL Commonwealth & Francophonie Affairs,1.0,0,Nauru,1,0,194249.66,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.0909,0,0,0,Commonwealth & Francophonie - INIT,OTHER MULTILATERAL,MID International Organizations,0,0.0,0,NR,Joint Office for Commonwealth Permanent Missions to the United,194249.66,D5600,S5601,5294,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012902002,15110,MIL Commonwealth & Francophonie Affairs,1.0,0,Solomon Islands,1,0,194249.66,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.0909,0,0,0,Commonwealth & Francophonie - INIT,OTHER MULTILATERAL,MID International Organizations,0,0.0,0,SB,Joint Office for Commonwealth Permanent Missions to the United,194249.66,D5600,S5601,5294,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012902002,15110,MIL Commonwealth & Francophonie Affairs,1.0,0,Seychelles,1,0,194249.66,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.0909,0,0,0,Commonwealth & Francophonie - INIT,OTHER MULTILATERAL,MID International Organizations,0,0.0,0,SC,Joint Office for Commonwealth Permanent Missions to the United,194249.66,D5600,S5601,5294,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012902002,15110,MIL Commonwealth & Francophonie Affairs,1.0,0,Tuvalu,1,0,194249.66,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.0909,0,0,0,Commonwealth & Francophonie - INIT,OTHER MULTILATERAL,MID International Organizations,0,0.0,0,TV,Joint Office for Commonwealth Permanent Missions to the United,194249.66,D5600,S5601,5294,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012902002,15110,MIL Commonwealth & Francophonie Affairs,1.0,0,St.Vincent & Gr,1,0,194249.66,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.0909,0,0,0,Commonwealth & Francophonie - INIT,OTHER MULTILATERAL,MID International Organizations,0,0.0,0,VC,Joint Office for Commonwealth Permanent Missions to the United,194249.66,D5600,S5601,5294,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012902002,15110,MIL Commonwealth & Francophonie Affairs,1.0,0,Vanuatu,1,0,194249.66,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.0909,0,0,0,Commonwealth & Francophonie - INIT,OTHER MULTILATERAL,MID International Organizations,0,0.0,0,VU,Joint Office for Commonwealth Permanent Missions to the United,194249.66,D5600,S5601,5294,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012902002,15110,MIL Commonwealth & Francophonie Affairs,1.0,0,Samoa,1,0,194249.66,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.0909,0,0,0,Commonwealth & Francophonie - INIT,OTHER MULTILATERAL,MID International Organizations,0,0.0,0,WS,Joint Office for Commonwealth Permanent Missions to the United,194249.66,D5600,S5601,5294,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012911001,12220,*Integrated Health & Nutrition System,1.0,0,Africa MC,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,1.0,0,0,0,*Integrated Health & Nutrition System,INTERNATIONAL NGO,*Health & Nutrition Division,0,0.0,0,X1,Helen Keller International,20000000.0,D5107,S5107,5107,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012911001,12220,*Integrated Health & Nutrition System,1.0,0,Africa MC,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Unknown,Uncoded,0,0,0,1.0,0,0,0,*Integrated Health & Nutrition System,Unknown,*Health & Nutrition Division,0,0.0,0,X1,Information not available,20000000.0,D5107,S5107,5107,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012911001,12240,*Integrated Health & Nutrition System,1.0,0,Africa MC,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,1.0,0,0,0,*Integrated Health & Nutrition System,INTERNATIONAL NGO,*Health & Nutrition Division,0,0.0,0,X1,Helen Keller International,20000000.0,D5107,S5107,5107,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012911001,12240,*Integrated Health & Nutrition System,1.0,0,Africa MC,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Unknown,Uncoded,0,0,0,1.0,0,0,0,*Integrated Health & Nutrition System,Unknown,*Health & Nutrition Division,0,0.0,0,X1,Information not available,20000000.0,D5107,S5107,5107,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012911001,12220,MNC MNCH & Nutrition,1.0,0,Africa MC,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,1.0,0,0,0,MNCHN - INIT,INTERNATIONAL NGO,MND Health&Nutrition,0,0.0,0,X1,Helen Keller International,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012911001,12220,MNC MNCH & Nutrition,1.0,0,Africa MC,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Unknown,Uncoded,0,0,0,1.0,0,0,0,MNCHN - INIT,Unknown,MND Health&Nutrition,0,0.0,0,X1,Information not available,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012911001,12240,MNC MNCH & Nutrition,1.0,0,Africa MC,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,1.0,0,0,0,MNCHN - INIT,INTERNATIONAL NGO,MND Health&Nutrition,0,0.0,0,X1,Helen Keller International,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012911001,12240,MNC MNCH & Nutrition,1.0,0,Africa MC,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Unknown,Uncoded,0,0,0,1.0,0,0,0,MNCHN - INIT,Unknown,MND Health&Nutrition,0,0.0,0,X1,Information not available,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012945001,14031,MES NATURAL RESOURCES & GOVERNANCE,0.0,0,Africa MC,1,0,36000000.0,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,1.0,0,0,0,Natural Resources & Governance - INIT,IFI,MED Economic Development,0,0.0,0,X1,AfDB - African Development Bank Group,36000000.0,D5430,S1079,5282,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012945001,14032,MES NATURAL RESOURCES & GOVERNANCE,0.0,0,Africa MC,1,0,36000000.0,Closed,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,1.0,0,0,0,Natural Resources & Governance - INIT,IFI,MED Economic Development,0,0.0,0,X1,AfDB - African Development Bank Group,36000000.0,D5430,S1079,5282,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012950001,12263,MNG Global Health,1.0,0,Africa MC,1,0,7400000.0,Terminating,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.6,0,0,0,Global Health - INIT,UNITED NATIONS,MND Health&Nutrition,0,0.0,0,X1,WHO - World Health Organization,7400000.0,D5240,S5245,5247,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012950001,12263,MNG Global Health,1.0,0,Asia MC,1,0,7400000.0,Terminating,0,0,B5100,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.4,0,0,0,Global Health - INIT,UNITED NATIONS,MND Health&Nutrition,0,0.0,0,X3,WHO - World Health Organization,7400000.0,D5240,S5245,5247,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012954001,12262,MNC MNCH & Nutrition,0.2,0,Malawi,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.3333,0,0,0,MNCHN - INIT,INTERNATIONAL NGO,MND Health&Nutrition,0,0.0,0,MW,Save the Children Canada,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012954001,12281,MNC MNCH & Nutrition,0.2,0,Malawi,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.3333,0,0,0,MNCHN - INIT,INTERNATIONAL NGO,MND Health&Nutrition,0,0.0,0,MW,Save the Children Canada,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012954001,12262,MNC MNCH & Nutrition,0.2,0,Mozambique,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.3333,0,0,0,MNCHN - INIT,INTERNATIONAL NGO,MND Health&Nutrition,0,0.0,0,MZ,Save the Children Canada,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012954001,12281,MNC MNCH & Nutrition,0.2,0,Mozambique,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.3333,0,0,0,MNCHN - INIT,INTERNATIONAL NGO,MND Health&Nutrition,0,0.0,0,MZ,Save the Children Canada,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012954001,12262,MNC MNCH & Nutrition,0.2,0,Sudan,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.3334,0,0,0,MNCHN - INIT,INTERNATIONAL NGO,MND Health&Nutrition,0,0.0,0,SD,Save the Children Canada,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012954001,12281,MNC MNCH & Nutrition,0.2,0,Sudan,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.3334,0,0,0,MNCHN - INIT,INTERNATIONAL NGO,MND Health&Nutrition,0,0.0,0,SD,Save the Children Canada,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0172,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,ZW,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0172,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,ZW,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,AO,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,AO,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,BF,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,BF,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,BI,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,BI,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,BJ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,BJ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,BW,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,BW,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,CD,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,CD,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,CF,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,CF,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,CG,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,CG,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,CI,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,CI,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,CM,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,CM,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,CV,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,CV,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,DJ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,DJ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,DZ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,DZ,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,EG,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,EG,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,EH,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,EH,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,ER,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,ER,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12262,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,ET,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
2009/2010,MFM Global Issues and Development,Responsive,M012955001,12281,MNC MNCH & Nutrition,1.0,0,Africa,1,0,20000000.0,Closed,0,0,B5100,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,0.0189,0,0,0,MNCHN - INIT,NGO,MND Health&Nutrition,0,0.0,0,ET,Malaria Consortium,20000000.0,D5240,S5250,5252,Uncoded: Pre-APP,0,0,0
