assays_ss_tp,assays_cnfdnc_scr,assays_b_frmt,assays_dscrptn,assays_ss_d,assays_ss_rgnsm,assays_td,assays_src_ss_d,assays_vrnt_d,assays_ss_tss,assays_ss_cll_tp,assays_rltnshp_tp,assays_dc_d,assays_ss_strn,assays_cll_d,assays_ss_ctgr,assays_tss_d,assays_ss_tst_tp,assays_src_d,assays_ss_tx_d,assays_chmbl_d,assays_crtd_b,assays_ss_sbclllr_frctn
A,0,BAO_0000019,Partition coefficient (logP),13085,,22224,,,,,U,14884,,,,,,1,,CHEMBL623005,Autocuration,
A,0,BAO_0000019,Partition coefficient (logD7.4),13086,,22224,,,,,U,15234,,,,,,1,,CHEMBL623006,Autocuration,
A,1,BAO_0000218,Biodistribution of {18]Fluoro-CGP 12388 (60 minutes post injection) in liver of male wistar rats,13087,Rattus norvegicus,50597,,,Liver,,N,14198,,,,2107.0,In vivo,1,10116.0,CHEMBL623007,Intermediate,
A,1,BAO_0000218,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in bone of male wistar rats,13088,Rattus norvegicus,50597,,,Bone,,N,14198,,,,10000001.0,In vivo,1,10116.0,CHEMBL623008,Intermediate,
A,1,BAO_0000218,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cerebellum of male wistar rats,13089,Rattus norvegicus,50597,,,Cerebellum,,N,14198,,,,2037.0,In vivo,1,10116.0,CHEMBL876654,Intermediate,
A,1,BAO_0000218,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cortex of male wistar rats,13090,Rattus norvegicus,50597,,,,,N,14198,,,,,In vivo,1,10116.0,CHEMBL623009,Intermediate,
A,1,BAO_0000218,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in fat of male wistar rats,13091,Rattus norvegicus,50597,,,,,N,14198,,,,,In vivo,1,10116.0,CHEMBL623010,Intermediate,
A,1,BAO_0000218,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in heart of male wistar rats,13092,Rattus norvegicus,50597,,,Heart,,N,14198,,,,948.0,In vivo,1,10116.0,CHEMBL623011,Intermediate,
A,1,BAO_0000218,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in intestine of male wistar rats,13093,Rattus norvegicus,50597,,,Intestine,,N,14198,,,,160.0,In vivo,1,10116.0,CHEMBL623012,Intermediate,
A,0,BAO_0000019,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,13094,,22224,,,,,U,8151,,,,,,1,,CHEMBL623013,Autocuration,
A,0,BAO_0000019,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,13095,,22224,,,,,U,8151,,,,,,1,,CHEMBL623014,Autocuration,
A,0,BAO_0000019,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 10 mg/Kg,13096,,22224,,,Urine,,U,8151,,,,1088.0,,1,,CHEMBL623015,Autocuration,
A,0,BAO_0000019,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,13097,,22224,,,Urine,,U,8151,,,,1088.0,,1,,CHEMBL623016,Autocuration,
A,0,BAO_0000019,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 25 mg/Kg,13098,,22224,,,Urine,,U,8151,,,,1088.0,,1,,CHEMBL624858,Autocuration,
A,1,BAO_0000218,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 10 mg/Kg.,13099,Rattus norvegicus,50597,,,,,N,8151,,,,,,1,10116.0,CHEMBL624859,Intermediate,
A,1,BAO_0000218,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,13100,Rattus norvegicus,50597,,,,,N,8151,,,,,,1,10116.0,CHEMBL624860,Intermediate,
A,1,BAO_0000218,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,13101,Rattus norvegicus,50597,,,,,N,8151,,,,,,1,10116.0,CHEMBL624861,Intermediate,
A,1,BAO_0000218,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,13102,Rattus norvegicus,50597,,,,,N,8151,,,,,,1,10116.0,CHEMBL624862,Intermediate,
A,1,BAO_0000218,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg.,13103,Rattus norvegicus,50597,,,,,N,8151,,,,,,1,10116.0,CHEMBL624863,Intermediate,
A,1,BAO_0000218,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,13104,Rattus norvegicus,50597,,,,,N,8151,,,,,,1,10116.0,CHEMBL876655,Intermediate,
A,1,BAO_0000218,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog,13105,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL624864,Intermediate,
A,1,BAO_0000218,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 0-99,13106,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL624865,Intermediate,
A,1,BAO_0000218,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,13107,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL624866,Intermediate,
F,1,BAO_0000218,Salidiuretic activity in dog following i.v. dosing at 5 mg/kg,13108,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL624867,Expert,
A,1,BAO_0000218,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,13109,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL624868,Intermediate,
A,1,BAO_0000218,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600- 799,13110,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628450,Intermediate,
A,1,BAO_0000218,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,13111,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628451,Intermediate,
A,1,BAO_0000218,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,13112,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628452,Intermediate,
A,1,BAO_0000218,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,13113,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628453,Intermediate,
A,1,BAO_0000218,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; act above 5 mg/kg,13114,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628454,Intermediate,
A,1,BAO_0000218,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog,13115,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628455,Intermediate,
A,1,BAO_0000218,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 0-99,13116,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628456,Intermediate,
A,1,BAO_0000218,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,13117,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628457,Intermediate,
A,1,BAO_0000218,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-299,13118,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL877505,Intermediate,
A,1,BAO_0000218,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 250-399,13119,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628458,Intermediate,
A,1,BAO_0000218,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,13120,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628459,Intermediate,
A,1,BAO_0000218,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,13121,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628460,Intermediate,
A,1,BAO_0000218,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,13122,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628461,Intermediate,
B,0,BAO_0000218,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 16.5 mg/kg",13123,,22224,,,,,U,6996,,,,,,1,,CHEMBL628462,Autocuration,
A,1,BAO_0000218,Compound administered orally at a dose of 1 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,13124,Canis lupus familiaris,50588,,,,,N,6996,,,,,,1,9615.0,CHEMBL628463,Intermediate,
F,1,BAO_0000218,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 50 mg/kg",13125,Rattus norvegicus,50597,,,,,N,6996,,,,,,1,10116.0,CHEMBL625666,Expert,
B,0,BAO_0000218,Compound administered orally at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,13126,,22224,,,,,U,6996,,,,,,1,,CHEMBL625667,Autocuration,
A,1,BAO_0000218,Compound administered orally at a dose of 81 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,13127,Rattus norvegicus,50597,,,,,N,6996,,,,,,1,10116.0,CHEMBL625668,Expert,
A,1,BAO_0000218,Compound administered orally was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,13128,Rattus norvegicus,50597,,,,,N,6996,,,,,,1,10116.0,CHEMBL625669,Intermediate,
A,0,BAO_0000019,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry,13129,,22224,,,,,U,7114,,,,,,1,,CHEMBL625670,Autocuration,
A,1,BAO_0000218,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry in rat,13130,Rattus norvegicus,50597,,,,,N,7114,,,,,,1,10116.0,CHEMBL625671,Intermediate,
A,1,BAO_0000218,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 1 mg/kg per day.,13131,Human herpesvirus 1,50602,,,,,N,8613,,,,,,1,10298.0,CHEMBL625672,Intermediate,
A,1,BAO_0000218,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously,13132,Human herpesvirus 1,50602,,,,,N,8613,,,,,,1,10298.0,CHEMBL625673,Intermediate,
A,1,BAO_0000218,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously.,13133,Human herpesvirus 1,50602,,,,,N,8613,,,,,,1,10298.0,CHEMBL625674,Intermediate,
A,1,BAO_0000218,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously,13134,Human herpesvirus 1,50602,,,,,N,8613,,,,,,1,10298.0,CHEMBL625675,Intermediate,
A,1,BAO_0000218,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,13135,Human herpesvirus 1,50602,,,,,N,8613,,,,,,1,10298.0,CHEMBL627637,Intermediate,
A,1,BAO_0000218,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered orally.,13136,Human herpesvirus 1,50602,,,,,N,8613,,,,,,1,10298.0,CHEMBL627638,Intermediate,
A,1,BAO_0000218,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously,13137,Human herpesvirus 1,50602,,,,,N,8613,,,,,,1,10298.0,CHEMBL627639,Intermediate,
A,1,BAO_0000218,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously.,13138,Human herpesvirus 1,50602,,,,,N,8613,,,,,,1,10298.0,CHEMBL627640,Intermediate,
A,1,BAO_0000218,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered orally.,13139,Human herpesvirus 1,50602,,,,,N,8613,,,,,,1,10298.0,CHEMBL627641,Intermediate,
A,1,BAO_0000218,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 50 mg/kg administered orally.,13140,Human herpesvirus 1,50602,,,,,N,8613,,,,,,1,10298.0,CHEMBL627642,Intermediate,
A,1,BAO_0000218,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 50 mg/kg administered orally.,13141,Human herpesvirus 1,50602,,,,,N,8613,,,,,,1,10298.0,CHEMBL877506,Intermediate,
A,1,BAO_0000218,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,13142,Mus musculus,50594,,,,,N,8613,,,,,,1,10090.0,CHEMBL627275,Intermediate,
A,1,BAO_0000218,"Average area under curve value dosed at 0.3 mg/kg, iv in ferrets.",13143,Mustela putorius furo,50506,,,,,N,11219,,,,,,1,9669.0,CHEMBL627643,Intermediate,
A,1,BAO_0000218,"Average area under curve value dosed at 10 mg/kg, id in ferrets.",13144,Mustela putorius furo,50506,,,,,N,11219,,,,,,1,9669.0,CHEMBL631246,Intermediate,
A,1,BAO_0000218,"Average area under curve value dosed at 10 mg/kg, id in ferrets.",13145,Mustela putorius furo,50506,,,,,N,11219,,,,,,1,9669.0,CHEMBL631247,Intermediate,
A,1,BAO_0000218,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from portal blood).,13146,Mustela putorius furo,50506,,,,,N,11219,,,,,,1,9669.0,CHEMBL629532,Intermediate,
A,1,BAO_0000218,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from arterial blood).,13147,Mustela putorius furo,50506,,,,,N,11219,,,,,,1,9669.0,CHEMBL629533,Intermediate,
A,1,BAO_0000218,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from portal blood).,13148,Mustela putorius furo,50506,,,,,N,11219,,,,,,1,9669.0,CHEMBL629534,Intermediate,
A,1,BAO_0000218,Average peak plasma drug concentration after iv dose of 0.3 mg/kg in ferrets.,13149,Mustela putorius furo,50506,,,,,N,11219,,,,,,1,9669.0,CHEMBL629535,Intermediate,
A,0,BAO_0000019,Pharmacokinetic parameter :drug bound to plasma was reported,13150,,22224,,,,,U,14837,,,,,,1,,CHEMBL625932,Autocuration,
A,0,BAO_0000019,compound was evaluated for drug bound in plasma,13151,,22224,,,,,U,14837,,,,,,1,,CHEMBL625933,Autocuration,
A,1,BAO_0000218,The Brain concentration compared to plasma concentration in rats after oral administration of 1 mg/kg dose,13152,Rattus norvegicus,50597,,,,,N,15343,,,,,,1,10116.0,CHEMBL625934,Intermediate,
A,0,BAO_0000218,Bioavailability,13153,Eutheria,22224,,,,,U,13761,,,,,,1,9347.0,CHEMBL625935,Autocuration,
A,1,BAO_0000218,Compound at a dose of 10 mg/kg was orally administered to rats and Bioavailability was reported,13154,Rattus norvegicus,50597,,,,,N,14810,,,,,,1,10116.0,CHEMBL625936,Intermediate,
A,1,BAO_0000218,Compound at a dose of 10 mg/kg was orally administered to rats and Bioavailability was reported; Not tested,13155,Rattus norvegicus,50597,,,,,N,14810,,,,,,1,10116.0,CHEMBL625937,Intermediate,
A,1,BAO_0000218,Oral bioavailability in Beagle dogs at oral dose of 20 mg/kg and an intravenous dose of 5 mg/kg was administered,13156,Canis lupus familiaris,50588,,,,,N,13249,,,,,,1,9615.0,CHEMBL625938,Intermediate,
A,1,BAO_0000218,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-1 hr after the treatment.,13157,Rattus norvegicus,50597,,,Bile,,N,9267,,,,1970.0,,1,10116.0,CHEMBL625939,Intermediate,
A,1,BAO_0000218,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-2 hr after the treatment.,13158,Rattus norvegicus,50597,,,Bile,,N,9267,,,,1970.0,,1,10116.0,CHEMBL625940,Intermediate,
A,1,BAO_0000218,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-3 hr after the treatment.,13159,Rattus norvegicus,50597,,,Bile,,N,9267,,,,1970.0,,1,10116.0,CHEMBL874464,Intermediate,
A,1,BAO_0000218,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-4 hr after the treatment.,13160,Rattus norvegicus,50597,,,Bile,,N,9267,,,,1970.0,,1,10116.0,CHEMBL625941,Intermediate,
A,1,BAO_0000218,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-5 hr after the treatment.,13161,Rattus norvegicus,50597,,,Bile,,N,9267,,,,1970.0,,1,10116.0,CHEMBL625942,Intermediate,
A,1,BAO_0000218,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-6 hr after the treatment.,13162,Rattus norvegicus,50597,,,Bile,,N,9267,,,,1970.0,,1,10116.0,CHEMBL625943,Intermediate,
A,1,BAO_0000218,In vitro protein binding in human serum at 5 ug/ml,13163,Homo sapiens,50587,,,Serum,,N,15549,,,,1977.0,,1,9606.0,CHEMBL625944,Intermediate,
A,0,BAO_0000019,Serum protein binding ability was measured,13164,,22224,,,,,U,10929,,,,,,1,,CHEMBL625945,Autocuration,
A,0,BAO_0000019,The ability binding to plasma (Binding classified based on injection of compound at 80 concentration.),13165,,22224,,,,,U,15444,,,,,,1,,CHEMBL625946,Autocuration,
A,0,BAO_0000218,Oral bioavailability in dog,13166,Canis lupus familiaris,22224,,,,,U,12860,,,,,In vivo,1,9615.0,CHEMBL625947,Autocuration,
A,1,BAO_0000218,% bioavailability in rat after oral dose (10 mg/kg) 0 - 6 h.,13167,Rattus norvegicus,50597,,,,,N,12170,,,,,In vivo,1,10116.0,CHEMBL625948,Intermediate,
A,0,BAO_0000218,Absolute oral bioavailability at an iv dose of 14 mg/kg,13168,,22224,,,,,U,15173,,,,,In vivo,1,,CHEMBL625949,Autocuration,
A,0,BAO_0000218,Absolute oral bioavailability at an iv dose of 15.2 mg/kg,13169,,22224,,,,,U,15173,,,,,In vivo,1,,CHEMBL625950,Autocuration,
A,0,BAO_0000218,Oral bioavailability (dose 15 mg/kg i.v.),13170,Eutheria,22224,,,,,U,15173,,,,,In vivo,1,9347.0,CHEMBL625951,Autocuration,
A,0,BAO_0000218,Absolute oral bioavailability at an peroral dose of 15 mg/kg orally.,13171,,22224,,,,,U,15173,,,,,In vivo,1,,CHEMBL625952,Autocuration,
A,0,BAO_0000218,Absolute oral bioavailability at an peroral dose of 30 mg/kg orally,13172,,22224,,,,,U,15173,,,,,In vivo,1,,CHEMBL625953,Autocuration,
A,0,BAO_0000218,Absolute oral bioavailability at an peroral dose of 30.2 mg/kg orally.,13173,,22224,,,,,U,15173,,,,,In vivo,1,,CHEMBL625954,Autocuration,
A,0,BAO_0000218,Absolute oral bioavailability at an peroral dose of 30.3 mg/kg orally.,13174,,22224,,,,,U,15173,,,,,In vivo,1,,CHEMBL882959,Autocuration,
A,1,BAO_0000218,Apparent bioavailability in dogs at 15 mg/kg in an iv vs po dosing regimen,13175,Canis lupus familiaris,50588,,,,,N,11767,,,,,In vivo,1,9615.0,CHEMBL625955,Intermediate,
A,0,BAO_0000218,Bioavailability in ferret,13176,Mustela putorius furo,22224,,,,,U,11219,,,,,In vivo,1,9669.0,CHEMBL625956,Autocuration,
A,1,BAO_0000218,Bioavailability after intraduodenal administration at a dose 10 mg/kg in cynomolgus monkeys using renin inhibition assay,13177,Macaca fascicularis,100710,,,,,N,12186,,,,,In vivo,1,9541.0,CHEMBL625957,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,13178,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL625958,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,13179,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL625959,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,13180,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL626642,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,13181,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL631330,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,13182,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL631331,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,13183,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL631332,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,13184,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL631333,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,13185,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL632018,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,13186,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL632019,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,13187,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL632020,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,13188,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL632021,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,13189,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL632022,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,13190,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL632023,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,13191,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL632024,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,13192,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL874472,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,13193,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL632025,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,13194,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL632026,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,13195,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL632027,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,13196,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL632028,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,13197,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL626430,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,13198,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL626431,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,13199,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL626432,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,13200,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL626433,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,13201,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL626434,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,13202,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL627280,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,13203,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL627281,Intermediate,
A,1,BAO_0000218,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,13204,Rattus norvegicus,50597,,,,,N,11510,,,,,,1,10116.0,CHEMBL627282,Intermediate,
A,0,BAO_0000019,Total body clearance was measured at given dose,13205,,22224,,,,,U,7199,,,,,,1,,CHEMBL627283,Autocuration,
A,0,BAO_0000218,Total body clearance was measured at given dose.,13206,,22224,,,,,U,7199,,,,,,1,,CHEMBL627284,Autocuration,
A,1,BAO_0000218,Metabolic clearance from the body in rat,13207,Rattus norvegicus,50597,,,,,N,7095,,,,,,1,10116.0,CHEMBL627285,Intermediate,
A,0,BAO_0000218,Renal clearance from the body,13208,,22224,,,,,U,7095,,,,,In vivo,1,,CHEMBL627286,Autocuration,
A,1,BAO_0000218,Renal clearance from the body in rat,13209,Rattus norvegicus,50597,,,,,N,7095,,,,,In vivo,1,10116.0,CHEMBL875477,Intermediate,
A,1,BAO_0000218,Tested for pharmacokinetic parameter to calculate the total body clearance at a dosage of 12 mg/kg in rat,13210,Rattus norvegicus,50597,,,,,N,12528,,,,,In vivo,1,10116.0,CHEMBL627287,Intermediate,
