assay_id,assay_tissue,doc_id,tissue_id,assay_organism,assay_category,cell_id,assay_tax_id,assay_subcellular_fraction,curated_by,assay_strain,description,assay_type,assay_test_type,assay_cell_type,tid,relationship_type
6157,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..006 uM compound concentration in A549 cells,F,,A549,80682,N
6158,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..03 uM compound concentration in A549 cells,F,,A549,80682,N
6159,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..15 uM compound concentration in A549 cells,F,,A549,80682,N
6160,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..4 uM compound concentration in A549 cells,F,,A549,80682,N
6161,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,F,,A549,80682,N
6162,,16295,,Homo sapiens,,646.0,9606.0,,Expert,,Inhibition of A549 human lung tumor cell proliferation,F,,A549,80682,N
6163,,16825,,Homo sapiens,,646.0,9606.0,,Intermediate,,"Concentration required to inhibit the lung A549 cell growth by 50%,P53 status of cell line used was wild-type. ",F,,A549,80682,N
6164,,3439,,Homo sapiens,,646.0,9606.0,,Expert,,In vitro cytotoxicity against human tumor cell line A549,F,,A549,80682,N
6165,,10870,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vitro growth inhibitory activity against A549 human nonsmall cell lung carcinoma cells. ,F,,A549,80682,N
6166,,4845,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibitory concentration of compound against proliferation of lung carcinoma A549 cell line,F,,A549,80682,N
6167,,5822,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells,F,,A549,80682,N
6168,,5822,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells,F,,A549,80682,N
6169,,5822,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells: Not tested,F,,A549,80682,N
6170,,16381,,Homo sapiens,,646.0,9606.0,,Intermediate,,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,F,,A549,80682,N
6171,,16381,,Homo sapiens,,646.0,9606.0,,Intermediate,,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,F,,A549,80682,N
6172,,16381,,Homo sapiens,,646.0,9606.0,,Intermediate,,% inhibition against A549 cells (lung cancer) at 4 ug/mL,F,,A549,80682,N
6173,,5609,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vitro anticancer activity against human lung (A549) cell line,F,,A549,80682,N
6174,,4644,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibition of proliferation of A549 cells at concentration of 0.1 uM was determined,F,,A549,80682,N
6175,,4644,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibition of proliferation of A549 cells at concentration of 100 uM was determined,F,,A549,80682,N
6176,,4644,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibition of proliferation of A549 cells at concentration of 10 uM was determined,F,,A549,80682,N
6177,,4644,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibition of proliferation of A549 cells at concentration of 1 uM was determined,F,,A549,80682,N
6178,,5822,,Homo sapiens,,646.0,9606.0,,Intermediate,,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells at 20 uM,F,,A549,80682,N
6179,,3415,,Homo sapiens,,646.0,9606.0,,Expert,,Percentage inhibition of human lung carcinoma (A549) cell lines,F,,A549,80682,N
6180,,16726,,Homo sapiens,,646.0,9606.0,,Intermediate,,Influence of PARP-1 cellular activity on NAD+ levels at a concentration of 25 uM of the compound,F,,A549,80682,N
6181,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM); ND denotes not determined",F,,A549,80682,N
6182,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells; ND denotes not determined,F,,A549,80682,N
6183,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells; ND denotes not determined,F,,A549,80682,N
6184,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM)",F,,A549,80682,N
6185,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.006 uM",F,,A549,80682,N
6186,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.03 uM",F,,A549,80682,N
6187,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.15 uM",F,,A549,80682,N
6188,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.4 uM",F,,A549,80682,N
6189,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells,F,,A549,80682,N
6190,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells,F,,A549,80682,N
6191,,16726,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,F,,A549,80682,N
6192,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.006 uM compound concentration in A549 cells,F,,A549,80682,N
6193,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.03 uM compound concentration in A549 cells,F,,A549,80682,N
6194,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.15 uM compound concentration in A549 cells,F,,A549,80682,N
6195,,17206,,Homo sapiens,,646.0,9606.0,,Intermediate,,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.4 uM compound concentration in A549 cells,F,,A549,80682,N
6196,,6084,,Canis lupus familiaris,,,9615.0,,Intermediate,,Pharmacokinetic activity (Cmax) (10 mg/kg) was determined in dog,A,In vivo,,50588,N
6197,,6084,,Canis lupus familiaris,,,9615.0,,Intermediate,,Pharmacokinetic activity (Cmax) in dog,A,In vivo,,50588,N
6198,,4809,,Canis lupus familiaris,,,9615.0,,Intermediate,,Pharmacokinetic parameter Cmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,In vivo,,50588,N
6199,,5983,,Canis lupus familiaris,,,9615.0,,Intermediate,,Pharmacokinetic property (Cmax) was measured in dog at the dose of 0.032 mg/kg,A,In vivo,,50588,N
6200,,6251,,Canis lupus familiaris,,,9615.0,,Intermediate,,Plasma clearance rate by iv administration in dog at a dose of 6 mg/kg,A,In vivo,,50588,N
6201,Plasma,5932,1969.0,Canis lupus familiaris,,,9615.0,,Intermediate,,Cmax in dog plasma after 30mg/kg oral dose,A,In vivo,,50588,N
6202,Blood,4273,178.0,Canis lupus familiaris,,,9615.0,,Intermediate,,Tested for the peak blood level in dog,A,In vivo,,50588,N
6203,,5313,,Canis lupus familiaris,,,9615.0,,Intermediate,,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog",A,In vivo,,50588,N
6204,,5313,,Canis lupus familiaris,,,9615.0,,Intermediate,,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog at dosage of 10 mpk",A,In vivo,,50588,N
6205,Blood,6221,178.0,Canis lupus familiaris,,,9615.0,,Intermediate,,The peak blood concentration after 5 hr administration (2.5 mg/kg) in dog was determined,A,In vivo,,50588,N
6206,,4709,,Canis lupus familiaris,,,9615.0,,Intermediate,,Concentration in the plasma after intravenous administration of 1 mg/kg in dog,A,,,50588,N
6207,,167,,Canis lupus familiaris,,,9615.0,,Intermediate,,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Dog at maximum of 0.3 hours,A,,,50588,N
6208,Plasma,6241,1969.0,Canis lupus familiaris,,,9615.0,,Intermediate,,Final plasma concentration in dogs after oral administration at 1 mg/kg,A,,,50588,N
6209,,344,,Canis lupus familiaris,,,9615.0,,Intermediate,,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 300 min,A,,,50588,N
6210,,344,,Canis lupus familiaris,,,9615.0,,Intermediate,,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 30 min,A,,,50588,N
6211,,344,,Canis lupus familiaris,,,9615.0,,Intermediate,,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 60 min,A,,,50588,N
6212,,2189,,Canis lupus familiaris,,,9615.0,,Intermediate,,Percent of radioactive dose in urine and faeces excreted in 0-24 hr by dogs,A,,,50588,N
6213,Urine,2189,1088.0,Canis lupus familiaris,,,9615.0,,Intermediate,,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs,A,,,50588,N
6214,Urine,2189,1088.0,Canis lupus familiaris,,,9615.0,,Intermediate,,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs; NA is <10% inhibition at 1 uM for binding data,A,,,50588,N
6215,Urine,2189,1088.0,Canis lupus familiaris,,,9615.0,,Intermediate,,Percent of radioactive dose in urine and feces excreted in 0-24 hr by dogs; NA is <10% inhibition at 1 uM for binding data,A,,,50588,N
6216,,4257,,Canis lupus familiaris,,,9615.0,,Intermediate,,Absolute bioavailability was evaluated in dog,A,In vivo,,50588,N
6217,,6221,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability after oral administration (2.5 mg/kg) in dog was determined,A,In vivo,,50588,N
6218,,6215,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability after peroral administration (1 mg/kg) was determined in dog,A,In vivo,,50588,N
6219,,17267,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog,A,In vivo,,50588,N
6220,,6621,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog,A,In vivo,,50588,N
6221,,3854,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability after intravenous administration in dogs,A,In vivo,,50588,N
6222,,3854,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability after peroral administration in dogs,A,In vivo,,50588,N
6223,,5007,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),A,In vivo,,50588,N
6224,,4333,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog (Beagle) (male) (dose 3 mg/kg i.v. and 10 mg/kg p.o.) measured from 1 to 24 hr,A,In vivo,,50588,N
6225,Plasma,4333,1969.0,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in plasma of male Beagle dogs treated with 3 mg/kg (i.v.) and 10 mg/kg (p.o.) measured from 1 to 24 hr; ND indicates not determined,A,In vivo,,50588,N
6226,,5006,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability,A,In vivo,,50588,N
6227,,5199,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability,A,In vivo,,50588,N
6228,,4368,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability by intravenous administration of 1.2 mg/kg in dog,A,In vivo,,50588,N
6229,,3771,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog,A,In vivo,,50588,N
6230,,4953,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog,A,In vivo,,50588,N
6231,,5064,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog,A,In vivo,,50588,N
6232,,17657,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog,A,In vivo,,50588,N
6233,,17796,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog,A,In vivo,,50588,N
6234,,17853,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog (p.o.) at 2.0 mpk,A,In vivo,,50588,N
6235,,4521,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog (dose 2 mg/kg p.o. and 0.5 mg/kg i.v.),A,In vivo,,50588,N
6236,,4521,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,In vivo,,50588,N
6237,,5006,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog,A,In vivo,,50588,N
6238,,16365,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability was evaluated after oral administration in dog,A,In vivo,,50588,N
6239,,1916,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,In vivo,,50588,N
6240,,1918,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability was evaluated in dog,A,In vivo,,50588,N
6241,,4239,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog,A,In vivo,,50588,N
6242,,6505,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog,A,In vivo,,50588,N
6243,,5334,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),A,In vivo,,50588,N
6244,,5334,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),A,In vivo,,50588,N
6245,,4809,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,In vivo,,50588,N
6246,,6348,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,,50588,N
6247,,6005,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability was evaluated in dog after peroral administration at a dose of 1 mg/kg,A,In vivo,,50588,N
6248,,17804,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability of compound in dog was determined after peroral administration,A,In vivo,,50588,N
6249,,3184,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog,A,In vivo,,50588,N
6250,,1806,,Canis lupus familiaris,,,9615.0,,Intermediate,,Compound was evaluated for oral bioavailability at different dose 27.5 mg/kg DMP323 equiv in dogs,A,In vivo,,50588,N
6251,,1806,,Canis lupus familiaris,,,9615.0,,Intermediate,,Compound was evaluated for oral bioavailability at different dose 7.7 mg/kg DMP323 equiv in dogs,A,In vivo,,50588,N
6252,,1806,,Canis lupus familiaris,,,9615.0,,Intermediate,,Compound was evaluated for oral bioavailability in dogs; 37-38 %,A,In vivo,,50588,N
6253,,4839,,Canis lupus familiaris,,,9615.0,,Intermediate,,Bioavailability in dog,A,In vivo,,50588,N
6254,,5017,,Canis lupus familiaris,,,9615.0,,Intermediate,,Oral bioavailability in dog (1 mg/kg p.o. and 0.2 mg/kg i.v.),A,In vivo,,50588,N
6255,Heart,846,948.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice heart was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6256,Heart,846,948.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice heart was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6257,Kidney,846,2113.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6258,Kidney,846,2113.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6259,Kidney,846,2113.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6260,Kidney,846,2113.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6261,Kidney,846,2113.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6262,Kidney,846,2113.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6263,Liver,846,2107.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice liver was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6264,Liver,846,2107.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice liver was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6265,Liver,846,2107.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice liver was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6266,Liver,846,2107.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice liver was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6267,Liver,846,2107.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice liver was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6268,Liver,846,2107.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice liver was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6269,Lung,846,2048.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice lungs was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6270,Lung,846,2048.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice lungs was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6271,Lung,846,2048.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice lungs was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6272,Lung,846,2048.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice lungs was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6273,Lung,846,2048.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice lungs was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6274,Lung,846,2048.0,Mus musculus,,,10090.0,,Intermediate,,Biodistribution of [123I]- labeled compound in mice lungs was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,50594,N
6275,,6599,,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 1 hour,A,,CCRF S-180,50594,N
6276,,6599,,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 2 hours,A,,CCRF S-180,50594,N
6277,,6599,,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 30 minutes,A,,CCRF S-180,50594,N
6278,,6599,,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 4 hours,A,,CCRF S-180,50594,N
6279,,6599,,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 8 hours,A,,CCRF S-180,50594,N
6280,Brain,6599,955.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice brain bearing S180 tumor cell line for 1 hour,A,,CCRF S-180,50594,N
6281,Brain,6599,955.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 2 hours,A,,CCRF S-180,50594,N
6282,Brain,6599,955.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 30 minutes,A,,CCRF S-180,50594,N
6283,Brain,6599,955.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 4 hours,A,,CCRF S-180,50594,N
6284,Brain,6599,955.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 8 hours,A,,CCRF S-180,50594,N
6285,Heart,6599,948.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 1 hour,A,,CCRF S-180,50594,N
6286,Heart,6599,948.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 2 hours,A,,CCRF S-180,50594,N
6287,Heart,6599,948.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 30 minutes,A,,CCRF S-180,50594,N
6288,Heart,6599,948.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 4 hours,A,,CCRF S-180,50594,N
6289,Heart,6599,948.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 8 hours,A,,CCRF S-180,50594,N
6290,Kidney,6599,2113.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 1 hour,A,,CCRF S-180,50594,N
6291,Kidney,6599,2113.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 2 hours,A,,CCRF S-180,50594,N
6292,Kidney,6599,2113.0,Mus musculus,,42.0,10090.0,,Intermediate,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 30 minutes,A,,CCRF S-180,50594,N
6293,,17130,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml) on,F,,A549,80682,N
6294,,17130,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml)on,F,,A549,80682,N
6295,,17130,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml),F,,A549,80682,N
6296,,17130,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml)),F,,A549,80682,N
6297,,3263,,Homo sapiens,,646.0,9606.0,,Expert,,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,F,,A549,80682,N
6298,,6663,,Homo sapiens,,646.0,9606.0,,Expert,,In vitro rate of inhibition of A-549 tumor cell growth at 10E-4 mol/L,F,,A549,80682,N
6299,,6663,,Homo sapiens,,646.0,9606.0,,Expert,,In vitro rate of inhibition of A-549 tumor cell growth at 10E-5 mol/L,F,,A549,80682,N
6300,,6663,,Homo sapiens,,646.0,9606.0,,Expert,,In vitro rate of inhibition of A-549 tumor cell growth at 10E-6 mol/L,F,,A549,80682,N
6301,,6663,,Homo sapiens,,646.0,9606.0,,Expert,,In vitro rate of inhibition of A-549 tumor cell growth at 10E-7 mol/L,F,,A549,80682,N
6302,,6663,,Homo sapiens,,646.0,9606.0,,Expert,,In vitro rate of inhibition of A-549 tumor cell growth at 10E-8 mol/L,F,,A549,80682,N
6303,,6663,,Homo sapiens,,646.0,9606.0,,Intermediate,,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.0625 uM,F,,A549,80682,N
6304,,6663,,Homo sapiens,,646.0,9606.0,,Intermediate,,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.125 uM,F,,A549,80682,N
6305,,6663,,Homo sapiens,,646.0,9606.0,,Intermediate,,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.25 uM,F,,A549,80682,N
6306,,6663,,Homo sapiens,,646.0,9606.0,,Intermediate,,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.5 uM,F,,A549,80682,N
6307,,6663,,Homo sapiens,,646.0,9606.0,,Intermediate,,Rate of inhibition of A-549 tumor cell growth at a concentration of 1 uM,F,,A549,80682,N
6308,,3983,,Homo sapiens,,646.0,9606.0,,Intermediate,,The compound was evaluated for its cytotoxic potency against A-549 cell line,F,,A549,80682,N
6309,,11141,,Homo sapiens,,646.0,9606.0,,Expert,,Cytotoxic concentration required to inhibit 50% cell growth in A-549 lung carcinoma cell lines,F,,A549,80682,N
6310,,5076,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxic activity of compound against A-549 tumor cell line.,F,,A549,80682,N
6311,,3311,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vitro cytotoxicity against Lung A-549 human tumors following a 6 day exposure.,F,,A549,80682,N
6312,,3311,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure.,F,,A549,80682,N
6313,,3311,,Homo sapiens,,646.0,9606.0,,Intermediate,,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure; ND is no data,F,,A549,80682,N
6314,,5076,,Homo sapiens,,646.0,9606.0,,Intermediate,,Cytotoxic activity of compound against A-549 tumor cell line at conc. of 20 ug/mL,F,,A549,80682,N
6315,,4150,,Homo sapiens,,646.0,9606.0,,Intermediate,,Compound was tested for cytotoxic activity against A-549 human lung carcinoma (ATCC:CCL-185),F,,A549,80682,N
6316,,2150,,Homo sapiens,,646.0,9606.0,,Expert,,In vitro inhibitory concentration against cell culture of A-549 human lung carcinoma,F,,A549,80682,N
6317,,4644,,Homo sapiens,,646.0,9606.0,,Intermediate,,Concentration for in vitro cytotoxicity against A-549 human lung tumor cells,F,,A549,80682,N
