Fiscal year,Gender equality (marker),Sector ID,Regional program (marker),Project Browser country ID,Project number,Sector name,Biodiversity (marker),Organisation class,Untied amount(Project-level budget),Section name,Maximum CIDA contribution (project-level),Children issues (marker),Enviromental sustainability (marker),ICT as a tool for development (marker),Amount spent,Section ID,Sector percent,Branch ID,Fund centre ID,Fund centre name,Status,IRTC percent,Division ID,Youth issues (marker),FSTC percent,Knowledge for development (marker),Trade development (marker),CFLI (marker),Indigenous issues (marker),CountryRegion ID,Programming process (new),Participatory development and good governance,Urban issues (marker),Continent name,Disability issues (marker),Organisation ID,Organisation name,Organisation type,Organisation sub-class,Continent ID,CountryRegion name,CountryRegion percent
2009/2010,2,32140,0,GT,S064846001,Cottage industries and handicrafts,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,126.2,S6221,0.05,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,GT,Uncoded: Pre-APP,1,1,America,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,1,Guatemala,0.1
2009/2010,2,15151,0,HN,S064846001,Elections,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,302.88,S6221,0.1,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,HN,Uncoded: Pre-APP,1,1,America,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,1,Honduras,0.12
2009/2010,2,22040,0,HN,S064846001,Information and communication technology (ICT),0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,151.44,S6221,0.05,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,HN,Uncoded: Pre-APP,1,1,America,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,1,Honduras,0.12
2009/2010,2,31194,0,HN,S064846001,Agricultural co-operatives,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,1514.4,S6221,0.5,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,HN,Uncoded: Pre-APP,1,1,America,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,1,Honduras,0.12
2009/2010,2,31210,0,HN,S064846001,Forestry policy and administrative management,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,908.64,S6221,0.3,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,HN,Uncoded: Pre-APP,1,1,America,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,1,Honduras,0.12
2009/2010,2,32140,0,HN,S064846001,Cottage industries and handicrafts,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,151.44,S6221,0.05,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,HN,Uncoded: Pre-APP,1,1,America,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,1,Honduras,0.12
2009/2010,2,15151,0,LR,S064846001,Elections,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,151.44,S6221,0.1,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,LR,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Liberia,0.06
2009/2010,2,22040,0,LR,S064846001,Information and communication technology (ICT),0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,75.72,S6221,0.05,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,LR,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Liberia,0.06
2009/2010,2,31194,0,LR,S064846001,Agricultural co-operatives,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,757.2,S6221,0.5,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,LR,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Liberia,0.06
2009/2010,2,31210,0,LR,S064846001,Forestry policy and administrative management,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,454.32,S6221,0.3,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,LR,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Liberia,0.06
2009/2010,2,32140,0,LR,S064846001,Cottage industries and handicrafts,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,75.72,S6221,0.05,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,LR,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Liberia,0.06
2009/2010,2,15151,0,ML,S064846001,Elections,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,454.32,S6221,0.1,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,ML,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Mali,0.18
2009/2010,2,22040,0,ML,S064846001,Information and communication technology (ICT),0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,227.16,S6221,0.05,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,ML,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Mali,0.18
2009/2010,2,31194,0,ML,S064846001,Agricultural co-operatives,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,2271.6,S6221,0.5,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,ML,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Mali,0.18
2009/2010,2,31210,0,ML,S064846001,Forestry policy and administrative management,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,1362.96,S6221,0.3,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,ML,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Mali,0.18
2009/2010,2,32140,0,ML,S064846001,Cottage industries and handicrafts,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,227.16,S6221,0.05,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,ML,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Mali,0.18
2009/2010,2,15151,0,NG,S064846001,Elections,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,151.44,S6221,0.1,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,NG,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Nigeria,0.06
2009/2010,2,22040,0,NG,S064846001,Information and communication technology (ICT),0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,75.72,S6221,0.05,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,NG,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Nigeria,0.06
2009/2010,2,31194,0,NG,S064846001,Agricultural co-operatives,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,757.2,S6221,0.5,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,NG,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Nigeria,0.06
2009/2010,2,31210,0,NG,S064846001,Forestry policy and administrative management,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,454.32,S6221,0.3,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,NG,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Nigeria,0.06
2009/2010,2,32140,0,NG,S064846001,Cottage industries and handicrafts,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,75.72,S6221,0.05,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,NG,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Nigeria,0.06
2009/2010,2,15151,0,SN,S064846001,Elections,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,252.4,S6221,0.1,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,SN,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Senegal,0.1
2009/2010,2,22040,0,SN,S064846001,Information and communication technology (ICT),0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,126.2,S6221,0.05,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,SN,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Senegal,0.1
2009/2010,2,31194,0,SN,S064846001,Agricultural co-operatives,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,1262.0,S6221,0.5,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,SN,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Senegal,0.1
2009/2010,2,31210,0,SN,S064846001,Forestry policy and administrative management,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,757.2,S6221,0.3,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,SN,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Senegal,0.1
2009/2010,2,32140,0,SN,S064846001,Cottage industries and handicrafts,0,Civil Society,735749.0,Youth Participation,735749.0,1,2,1,126.2,S6221,0.05,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,2,1.0,1,2,0,0,SN,Uncoded: Pre-APP,1,1,Africa,0,1000282,Soci�t� de coop�ration pour le d�veloppement international,Canadian Non-Profit Making,ASSOCIATIONS,2,Senegal,0.1
2009/2010,2,15110,0,BO,S064871001,Public sector policy and administrative management,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,436.7125,S6221,0.31,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,BO,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Bolivia,0.0625
2009/2010,2,16040,0,BO,S064871001,Low-cost housing,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,84.525,S6221,0.06,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,BO,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Bolivia,0.0625
2009/2010,2,43030,0,BO,S064871001,Urban development and management,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,704.375,S6221,0.5,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,BO,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Bolivia,0.0625
2009/2010,2,43040,0,BO,S064871001,Rural development,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,183.1375,S6221,0.13,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,BO,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Bolivia,0.0625
2009/2010,2,15110,0,DM,S064871001,Public sector policy and administrative management,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,290.67584,S6221,0.31,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,DM,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Dominica Cmwlt.,0.0416
2009/2010,2,16040,0,DM,S064871001,Low-cost housing,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,56.259840000000004,S6221,0.06,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,DM,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Dominica Cmwlt.,0.0416
2009/2010,2,43030,0,DM,S064871001,Urban development and management,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,468.832,S6221,0.5,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,DM,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Dominica Cmwlt.,0.0416
2009/2010,2,43040,0,DM,S064871001,Rural development,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,121.89631999999999,S6221,0.13,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,DM,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Dominica Cmwlt.,0.0416
2009/2010,2,15110,0,GD,S064871001,Public sector policy and administrative management,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,1310.1375,S6221,0.31,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,GD,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Grenada,0.1875
2009/2010,2,16040,0,GD,S064871001,Low-cost housing,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,253.575,S6221,0.06,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,GD,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Grenada,0.1875
2009/2010,2,43030,0,GD,S064871001,Urban development and management,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,2113.125,S6221,0.5,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,GD,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Grenada,0.1875
2009/2010,2,43040,0,GD,S064871001,Rural development,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,549.4125,S6221,0.13,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,GD,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Grenada,0.1875
2009/2010,2,15110,0,GY,S064871001,Public sector policy and administrative management,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,2474.93708,S6221,0.31,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,GY,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Guyana,0.3542
2009/2010,2,16040,0,GY,S064871001,Low-cost housing,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,479.02008,S6221,0.06,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,GY,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Guyana,0.3542
2009/2010,2,43030,0,GY,S064871001,Urban development and management,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,3991.8340000000003,S6221,0.5,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,GY,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Guyana,0.3542
2009/2010,2,43040,0,GY,S064871001,Rural development,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,1037.8768400000001,S6221,0.13,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,GY,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Guyana,0.3542
2009/2010,2,15110,0,SR,S064871001,Public sector policy and administrative management,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,873.425,S6221,0.31,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,SR,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Suriname,0.125
2009/2010,2,16040,0,SR,S064871001,Low-cost housing,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,169.05,S6221,0.06,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,SR,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Suriname,0.125
2009/2010,2,43030,0,SR,S064871001,Urban development and management,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,1408.75,S6221,0.5,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,SR,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Suriname,0.125
2009/2010,2,43040,0,SR,S064871001,Rural development,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,366.275,S6221,0.13,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,SR,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Suriname,0.125
2009/2010,2,15110,0,TT,S064871001,Public sector policy and administrative management,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,1601.51208,S6221,0.31,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,TT,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Trinidad/Tobago,0.2292
2009/2010,2,16040,0,TT,S064871001,Low-cost housing,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,309.97008,S6221,0.06,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,TT,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Trinidad/Tobago,0.2292
2009/2010,2,43030,0,TT,S064871001,Urban development and management,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,2583.084,S6221,0.5,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,TT,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Trinidad/Tobago,0.2292
2009/2010,2,43040,0,TT,S064871001,Rural development,0,Civil Society,709746.15,Youth Participation,709746.15,0,1,1,671.60184,S6221,0.13,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,0,1.0,1,0,0,0,TT,Uncoded: Pre-APP,2,2,America,0,1001879,Canadian Institute of Planners,Canadian Non-Profit Making,PROFESSIONAL ASSOCIATION,1,Trinidad/Tobago,0.2292
2009/2010,2,11110,0,BR,S064874001,Education policy and administrative management,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,2712.9,S6221,0.2,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,BR,Uncoded: Pre-APP,1,0,America,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,1,Brazil,0.3
2009/2010,2,12110,0,BR,S064874001,Health policy and administrative management,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,3391.125,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,BR,Uncoded: Pre-APP,1,0,America,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,1,Brazil,0.3
2009/2010,2,12261,0,BR,S064874001,Health education,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,3391.125,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,BR,Uncoded: Pre-APP,1,0,America,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,1,Brazil,0.3
2009/2010,2,15110,0,BR,S064874001,Public sector policy and administrative management,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,2034.675,S6221,0.15,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,BR,Uncoded: Pre-APP,1,0,America,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,1,Brazil,0.3
2009/2010,2,15160,0,BR,S064874001,Human rights,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,2034.675,S6221,0.15,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,BR,Uncoded: Pre-APP,1,0,America,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,1,Brazil,0.3
2009/2010,2,11110,0,HT,S064874001,Education policy and administrative management,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,452.15,S6221,0.2,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,1,Haiti,0.05
2009/2010,2,12110,0,HT,S064874001,Health policy and administrative management,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,565.1875,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,1,Haiti,0.05
2009/2010,2,12261,0,HT,S064874001,Health education,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,565.1875,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,1,Haiti,0.05
2009/2010,2,15110,0,HT,S064874001,Public sector policy and administrative management,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,339.1125,S6221,0.15,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,1,Haiti,0.05
2009/2010,2,15160,0,HT,S064874001,Human rights,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,339.1125,S6221,0.15,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,1,Haiti,0.05
2009/2010,2,11110,0,JO,S064874001,Education policy and administrative management,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,1808.6,S6221,0.2,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,JO,Uncoded: Pre-APP,1,0,Asia,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,3,Jordan,0.2
2009/2010,2,12110,0,JO,S064874001,Health policy and administrative management,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,2260.75,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,JO,Uncoded: Pre-APP,1,0,Asia,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,3,Jordan,0.2
2009/2010,2,12261,0,JO,S064874001,Health education,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,2260.75,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,JO,Uncoded: Pre-APP,1,0,Asia,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,3,Jordan,0.2
2009/2010,2,15110,0,JO,S064874001,Public sector policy and administrative management,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,1356.45,S6221,0.15,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,JO,Uncoded: Pre-APP,1,0,Asia,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,3,Jordan,0.2
2009/2010,2,15160,0,JO,S064874001,Human rights,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,1356.45,S6221,0.15,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,JO,Uncoded: Pre-APP,1,0,Asia,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,3,Jordan,0.2
2009/2010,2,11110,0,SN,S064874001,Education policy and administrative management,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,4069.35,S6221,0.2,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,SN,Uncoded: Pre-APP,1,0,Africa,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,2,Senegal,0.45
2009/2010,2,12110,0,SN,S064874001,Health policy and administrative management,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,5086.6875,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,SN,Uncoded: Pre-APP,1,0,Africa,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,2,Senegal,0.45
2009/2010,2,12261,0,SN,S064874001,Health education,0,Civil Society,893160.96,Youth Participation,893160.96,1,1,0,5086.6875,S6221,0.25,B6100,6121,International Youth Internship Program,Closed,0.0,D6220,1,1.0,0,0,0,0,SN,Uncoded: Pre-APP,1,0,Africa,1,1010271,Coll�ge Montmorency,Canadian Non-Profit Making,COLLEGE,2,Senegal,0.45
