assay_id,bao_format,assay_tissue,cell_id,curated_by,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
6952,BAOp00021o,,518.0,Autochrstion,,11396,Growth inhibition of aerobic chinese hamster ovary fibroblast AA8 cell line using an exposure time of 18 hours,F,,,Cricetulus griseus,10029.0,
6953,BsO00p0219,,673.0,Autofurat8on,,10518,IC50 (air/N2) ratio of the drug to reduce cell numbers to 50 percent of controls using AA8 cells in the microassay,F,,,Cricetulus griseus,10029.0,
6954,BApp000219,,608.0,wxpert,,11616,In vitro therapeutic index as ratio of CT10 and C1.3 calculated for AA8 cells.,F,,,Cricetulus griseus,10029.0,
6955,BsOo000019,,,Autocu4ati8n,,14837,compound was evaluated for association constant (Ka) of isolated serum protein AAG,F,,,,,
6956,BAO000p919,,,Autoduratiin,,14837,Number of binding sites (n) of isolated serum protein AAG,F,,,,,
6957,BA90000e25,,,ontermefiate,,16037,Association constant for binding to AATT duplex,B,,,,,
6958,BA000p0219,,696.0,Expfrt,,16597,Inhibition of ABAE human fibroblast cell proliferation,F,,,Homo sapiens,9606.0,
6959,gAO0000w18,,827.0,Intermesiafe,,8831,"Compound was evaluated for the antitumor activity against AC755 breast carcinoma for ip administration and daily x 10 schedule; Number of toxic deaths over total number of mice per group (T/C), 1/7 at dose of 25 mg/kg",F,,,Mus musculus,10090.0,
6960,vAk0000218,,,Ex0ert,,13419,Percent change in total cholesterol(TC) versus (T0)- at which drug intervention begins at a dose of 25 mg/kg in the chronic cholesterol-fed rabbit model,F,,,Oryctolagus cuniculus,9986.0,
6961,Bz80000218,,,Exp2rt,,13419,Oral bioactivity expressed as %inhibition after 4 hours of drug administration (dose 25 mg/kg) in rabbit bioassay,F,In vivo,,Oryctolagus cuniculus,9986.0,
6962,BAO0000e58,,,Ajtocurahion,,15778,Inhibitory activity against angiotensin-converting enzyme (ACE).,B,,,,,
6963,vsO0000357,,,Autoc6rati9n,,15778,oral activity against angiotensin -converting enzyme ( ACE) and neutral endopeptidase in mouse.,B,,,,,
6964,gAO0o00219,,886.0,Ijtermexiate,,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells,F,,,Homo sapiens,9606.0,
6965,vAO0000229,,703.0,Ingermediage,,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells in the presence of PMA(phorbol 12-myristate 13-acetate),F,,,Homo sapiens,9606.0,
6966,vAOp000219,,1233.0,q6tocuration,,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2,F,,,Human immunodeficiency virus 1,11676.0,
6967,BAp0000e19,,825.0,qitocuration,,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2 in the presence of PMA(phorbol 12-myristate 13-acetate),F,,,Human immunodeficiency virus 1,11676.0,
6968,BAO00op219,,1273.0,qurocuration,,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2i n the presence of PMA(phorbol 12-myristate 13-acetate),F,,,Human immunodeficiency virus 1,11676.0,
6969,vAOp000219,,846.0,Ibtermediwte,,11843,Inhibition of growth of renal cancer ACHN cell line,F,,,Homo sapiens,9606.0,
6970,nAO0000119,,594.0,Intefmediaye,,16939,Inhibition of growth of ACHN renal cancer cell line,F,,,Homo sapiens,9606.0,
6971,BzO0009219,,1274.0,Intermeciqte,,4782,Inhibitory concentration required against ACHN renal cancer cell line,F,,,Homo sapiens,9606.0,
6972,BAO09002q9,,390.0,Expdrt,,6310,Concentration required to inhibit growth of human renal (ACHN) cell line,F,,,Homo sapiens,9606.0,
6973,nAO00o0219,,897.0,Intetmedlate,,6310,Concentration required to inhibit growth of human renal (ACHN) cell line; nt = not tested,F,,,Homo sapiens,9606.0,
6974,BqO0000210,,848.0,Intermediqhe,,12858,Cytotoxic activity against ACHN Renal cancer cell line,F,,,Homo sapiens,9606.0,
6975,BsOo000219,,769.0,Interm4diare,,17380,Cytotoxicity evaluation against ACHN renal cancer cells,F,,,Homo sapiens,9606.0,
6976,BqO000o219,,583.0,lnyermediate,,5858,In vitro antitumor activity against human renal ACHN cell line,F,,,Homo sapiens,9606.0,
6977,BAO0p00229,,606.0,8ntermedoate,,3838,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,F,,,Homo sapiens,9606.0,
6978,BAO000p21o,,996.0,Ints4mediate,,3838,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,F,,,Homo sapiens,9606.0,
6979,nAO0000119,,714.0,Int2rmeeiate,,5406,"Tested for the cytotoxicity against the Renal cancer cell line ACHN, growth inhibition by 50% is reported",F,,,Homo sapiens,9606.0,
6980,BxO0000210,,570.0,Intermdxiate,,4071,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,F,,,Homo sapiens,9606.0,
6981,BA8000021i,,365.0,Eapert,,4071,Tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,F,,,Homo sapiens,9606.0,
6982,BxO0000e19,,498.0,Intednediate,,4071,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal); Not determined,F,,,Homo sapiens,9606.0,
6983,BAO00092w9,,748.0,Interm3diatf,,15002,Antitumor activity was evaluated against human renal adenocarcinoma cell line ACHN.,F,,,Homo sapiens,9606.0,
6984,BAOp0o0219,,843.0,9ntermexiate,,14769,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),F,,,Homo sapiens,9606.0,
6985,BAO0po0219,,833.0,Igtefmediate,,13958,"Compound was tested for antiproliferative activity against ACHN, human renal adenocarcinoma",F,,,Homo sapiens,9606.0,
6986,BAO9p00219,,985.0,Inte3medoate,,1665,Compound was tested for its effect on the proliferation of ACHN human kidney adenocarcinoma,F,,,Homo sapiens,9606.0,
6987,BAO000o218,,413.0,In6ermwdiate,,15354,Compound was tested for the growth inhibition of ACHN renal tumor cell line,F,,,Homo sapiens,9606.0,
6988,BA90p00219,,909.0,Interhediare,,15354,Compound was tested for the growth inhibition of ACHN renal tumor cell line; ND=Not determined,F,,,Homo sapiens,9606.0,
6989,BAkp000219,,1372.0,Ijternediate,,13978,In vitro Growth Inhibitory activity against ACHN Human kidney cancer cell line,F,,,Homo sapiens,9606.0,
6990,hAO00002w9,,507.0,Intrrkediate,,6798,In vitro cytotoxicity against human renal adenocarcinoma (ACHN) tumor cell line,F,,,Homo sapiens,9606.0,
6991,BAO000ow18,,,Intfemediate,,2959,Tmax value after administration of 4 mg/Kg oral dose in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6992,BAO0o09218,,,Ijtermedixte,,9932,"Time to peak response on lowering of vascular resistance, in dogs when administered intravenously",A,,,Canis lupus familiaris,9615.0,
6993,BqO0o00218,,,Intermfdlate,,5546,Unbound plasma was determined in Beagle dog at a dose of 1 mg/kg by iv administration,A,,,Canis lupus familiaris,9615.0,
6994,BAOp0p0218,,,7ntermediatf,,16907,Volume distribution after 15 mg/kg iv dose in Dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6995,gAOp000218,,,Interhediat2,,16907,Volume distribution after 30 mg/kg po dose in Dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6996,gAOp000218,,,Imtermexiate,,4257,Volume of distribution was determined in dog after a 3 mg/kg of iv dose,A,In vivo,,Canis lupus familiaris,9615.0,
6997,BAO000pq18,,,Intwrmfdiate,,4305,Volume of distribution was determined by iv administration in dogs at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6998,fAO0000118,,,Inte3medixte,,5472,Volume of distribution was evaluated in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6999,BAO900021u,,,Intermsdkate,,6062,Terminal phase volume of distribution was measured in dog after an iv dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7000,hAO000021i,,,Ecpert,,3598,Apparent volume of the central plasma compartment (Vc) of compound determined in dog after iv administration at a dose of 10 mg/kg,A,,,Canis lupus familiaris,9615.0,
7001,BAOo000118,,,kntermediat3,,12500,The compound was tested for volume of distribution in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7002,BsO0p00218,,,Intrrmediat2,,12500,The compound was tested for volume of distribution in dog at dose of 3-10 mgkg,A,In vivo,,Canis lupus familiaris,9615.0,
7003,BqO0o00218,,,Interhedizte,,6227,Vd (1 mg/kg) was determined in dog (in vivo),A,In vivo,,Canis lupus familiaris,9615.0,
7004,BAO00902q8,,,Intermee7ate,,6227,Vd in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7005,BAOp00021o,,,Intermedist2,,4219,Volume distribution was determined,A,In vivo,,Canis lupus familiaris,9615.0,
7006,BAO0000117,,,8btermediate,,1696,Volume of distribution in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7007,BxO000021i,,,In5ermediatw,,5542,Volume of distribution by as 4 fold increase by iv administration in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
7008,BAO0o0p218,,,In4ermddiate,,5199,Volume of distribution was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,A,In vivo,,Canis lupus familiaris,9615.0,
7009,BAO00pp218,,,Intrrmddiate,,6348,Volume of distribution was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,,Canis lupus familiaris,9615.0,
7010,BAl000p218,,,Igtermedixte,,4727,Volume distribution at the dose of 2 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7011,BAOp000e18,,,Infermedizte,,16367,Steady state volume of distribution was determined,A,In vivo,,Canis lupus familiaris,9615.0,
7012,BAO900021u,,,Intedmeviate,,2652,Bioavailability as Vdss in dogs at 1 mg/kg intravenous dose,A,In vivo,,Canis lupus familiaris,9615.0,
7013,fzO0000218,,,Intermddlate,,16452,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,A,In vivo,,Canis lupus familiaris,9615.0,
7014,nAO000021u,,,Interkediwte,,16452,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,A,In vivo,,Canis lupus familiaris,9615.0,
7015,hAO000021i,,,kntermeduate,,16452,Bioavailability in dog (dose 1 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,
7016,BAOp0002w8,,,Intefhediate,,5334,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),A,In vivo,,Canis lupus familiaris,9615.0,
7017,BAO00p02q8,,,Inrermwdiate,,4239,Pharmacokinetic property (vdss) was measured in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7018,hAO0000q18,,,Ihte4mediate,,4709,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7019,BAO090021i,,,Interjediqte,,5600,Vdss was determined after iv 0.1 mg/kg administration in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7020,BA000o0218,,,In5wrmediate,,6057,Volume displacement was calculated in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7021,hzO0000218,,,Interjediqte,,5654,Volume distribution (Vdss) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7022,BAO0009118,,,Infermediwte,,5505,Volume distribution constant was determined,A,In vivo,,Canis lupus familiaris,9615.0,
7023,fAO00002q8,,,ln5ermediate,,4527,Volume distribution at a dose of 1 uM/kg in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,
7024,BAO0p0021u,,,Ibyermediate,,4521,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,A,In vivo,,Canis lupus familiaris,9615.0,
7025,nAO0000228,,,Imtermddiate,,4521,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,In vivo,,Canis lupus familiaris,9615.0,
7026,hAO00002w8,,,Interheviate,,15660,Volume distribution (Vdss) was measured in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7027,BAOp00021o,,,Ihtermediste,,15660,Volume distribution (Vdss) was measured in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7028,fAO00002w8,,,Inte5medixte,,6679,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,In vivo,,Canis lupus familiaris,9615.0,
7029,BAp000o218,,,Int3rmediat3,,5145,Volume of distribution in steady state was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7030,BAp00002w8,,,Intd3mediate,,6821,Volume of distribution of compound was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7031,BAO00002q9,,,jntermedizte,,4137,Volume of distribution after intravenous administration of 1 mg/kg/h in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7032,BAk0o00218,,,Infermeduate,,5334,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),A,In vivo,,Canis lupus familiaris,9615.0,
7033,BAO0p0o218,,,Intermediqre,,15660,Volume of distribution (Vdss) was measured in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7034,fAO0000w18,,,Ibtetmediate,,6642,Volumes of distribution in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,In vivo,,Canis lupus familiaris,9615.0,
7035,BAO0000319,,,Ihtermediaye,,6641,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,In vivo,,Canis lupus familiaris,9615.0,
7036,fAO00o0218,,,Intermecixte,,6642,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,In vivo,,Canis lupus familiaris,9615.0,
7037,fAO00o0218,,,7ntetmediate,,11659,Maximum rate of depolarization of the upstroke of the action potential,A,,,Canis lupus familiaris,9615.0,
7038,fAO000p218,,,Intermedoa5e,,6448,Steady state volume distribution in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7039,BAO00002wu,,,Intermediayr,,5474,Steady state volume of distribution at a dose of 0.2 mg/kg i.v.,A,In vivo,,Canis lupus familiaris,9615.0,
7040,BAO00p0217,,,Interm2diaye,,1466,Tested for volume of distribution at steady state upon intravenous administration of 5.0 mg/Kg dose in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7041,BAO00p021u,,,onterjediate,,6535,Volume distribution in dog after administration of 0.25 mg/kg iv; ND = not determined,A,In vivo,,Canis lupus familiaris,9615.0,
7042,BAp0000219,,,Intermrdiatw,,6535,Volume distribution in dog after administration of 1 mg/kg iv,A,In vivo,,Canis lupus familiaris,9615.0,
7043,BAO0990218,,,kntetmediate,,17764,Volume of solubility in solution after intravenous administration in dogs at 1.2 uM/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7044,BAOo0o0218,,,Intermediayd,,6215,Vss after intravenous administration (0.5 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7045,BAp0090218,,,Interneriate,,6505,Vss on i.v. administration of 2 mg/kg was measured in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7046,Bsp0000218,,,8nyermediate,,3639,Vss was determined,A,,,Canis lupus familiaris,9615.0,
7047,BAO0op0218,,,Intermreiate,,3639,Vss in dog,A,,,Canis lupus familiaris,9615.0,
7048,BAO000921u,,,Intermed8wte,,6062,Volume of distribution was measured in dog after an iv dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
7049,BAO0090w18,,,Ihtermed9ate,,4942,Volume distribution in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
7050,BA0000021o,,,Interm3diat4,,17796,Volume of distribution in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7051,BAO009021o,,,Intermediwts,,4883,Tested for the oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
7060,BAO9o00218,,,Int2rmexiate,,17837,Bioavailability of compound in mouse blood following p.o. administration of 30 mg/kg,A,In vivo,,Mus musculus,10090.0,
7061,BA800o0218,,,Intermwduate,,17729,Bioavailability after i.p. administration of 50 mg/kg of dose in mice,A,In vivo,,Mus musculus,10090.0,
7062,BAk0000228,,,Int4rmwdiate,,17729,Bioavailability after peroral administration of 50 mg/kg of dose in mice,A,In vivo,,Mus musculus,10090.0,
7063,BAO09p0218,,,Intermeviatr,,4239,Bioavailability was measured in mouse,A,In vivo,,Mus musculus,10090.0,
7064,BA9o000218,,,Ihtermeeiate,,17592,Bioavailability in mouse,A,In vivo,,Mus musculus,10090.0,
7065,BAO00002w7,,,Intermed9ahe,,6348,Bioavailability was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,In vivo,,Mus musculus,10090.0,
7066,Bx90000218,,,In6ernediate,,2801,Bioavailability in mouse,A,In vivo,,Mus musculus,10090.0,
7067,BAOo009218,,,In5ermedoate,,2801,Compound was evaluated for its bioavailability in mice at a dose of 1 mg/kg,A,In vivo,,Mus musculus,10090.0,
7068,BAO00092q8,,,Ijtermediage,,17718,Oral bioavailability in mouse,A,In vivo,,Mus musculus,10090.0,
7069,BAO0000eq8,,,8ntedmediate,,5727,Oral availability at 50 mg/kg po in male mice,A,In vivo,,Mus musculus,10090.0,
7070,BAO9009218,,,Inyermedlate,,5302,Oral bioavailability in mouse (dose 10 mg/kg),A,In vivo,,Mus musculus,10090.0,
7071,BAO0p0021u,,,fxpert,,3598,Oral bioavailability of compound determined in mouse after iv administration at a dose of 10 mg/kg,A,In vivo,,Mus musculus,10090.0,
7072,BAO0p002q8,,,Interjrdiate,,5961,"Bioavailability in male mice, 2mg/kg oral and 1 mg/kg intravenous dose",A,In vivo,,Mus musculus,10090.0,
7074,gAOo000218,,,7ntermediahe,,6091,Oral bioavailability in mouse,A,In vivo,,Mus musculus,10090.0,
7075,BwO00002w8,,,Int3rmeduate,,6091,Oral bioavailability in vivo in mice;ND=Not determined,A,In vivo,,Mus musculus,10090.0,
7076,BAp0000228,,,Interhwdiate,,5711,Oral bioavailability in mouse at 10 mg/kg of the compound,A,In vivo,,Mus musculus,10090.0,
7077,BAO000oq18,,,Intermediw6e,,17728,Bioavailability in mouse (BALB/C) (dose 50 mg/kg i.p.),A,In vivo,,Mus musculus,10090.0,
7078,vAO000o218,,,Inte3meviate,,17728,Bioavailability in mouse (BALB/C) (dose 20 mg/kg i.v.),A,In vivo,,Mus musculus,10090.0,
7079,BA9000p218,,,Inferkediate,,3802,Tested for bioavailability of the compound,A,In vivo,,Mus musculus,10090.0,
7080,BAp9000218,,,Intermddiatr,,3802,Tested for half life at the dose of 10 mg/kg when administered intravenously,A,In vivo,,Mus musculus,10090.0,
7081,BAO0o00228,Plasmx,,Igtefmediate,,14029,The plasma half life of compound was determined on EDTA prepared by mouse plasma. ,A,,,Mus musculus,10090.0,
7082,BAO0o90218,Plxsma,,Intfrmedoate,,14029,The plasma half life of compound was determined on heparin prepared by human plasma. ,A,,,Mus musculus,10090.0,
7083,BAOp000228,Poasma,,Intermexiahe,,14029,The plasma half life of compound was determined on heparin prepared by human plasma; Not degraded,A,,,Mus musculus,10090.0,
7084,BxO000021u,olasma,,Ijte5mediate,,14029,The plasma half life of compound was determined on heparin prepared by mouse plasma. ,A,,,Mus musculus,10090.0,
7085,BAO0p09218,Plasmq,,Intdrmediste,,14029,The plasma half life of compound was determined on heparin prepared by mouse plasma; Not degraded,A,,,Mus musculus,10090.0,
7086,BAO0o0021o,,,Inrermed7ate,,17753,Inhibitory concentration of compound was determined after intravenous administration in mice after 6 hours of exposure at 40 mg/Kg,F,,,Mus musculus,10090.0,
7087,BsO00p0218,,,Int4rmediatd,,17753,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 24 mg/Kg,A,,,Mus musculus,10090.0,
7088,nA80000218,,,Ihternediate,,17753,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 5 mg/Kg,A,,,Mus musculus,10090.0,
7089,BA00090218,Blopd,,Internwdiate,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,10090.0,
7090,BAOp00021i,Blo8d,,Intermedkat3,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,Mus musculus,10090.0,
7091,BAO000o217,Blold,,Inte4m3diate,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,Mus musculus,10090.0,
7092,BA90900218,Bl0od,,untermedixte,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,Mus musculus,10090.0,
7093,BAO9000219,Blooc,,Ibtermefiate,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,Mus musculus,10090.0,
7094,BAO0p00q18,Blo0d,,lntermediwte,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,Mus musculus,10090.0,
7095,BAO0000qq8,Bloov,,Interkedia5e,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,Mus musculus,10090.0,
7096,BAO00p021i,Bone,,In6ermexiate,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,Mus musculus,10090.0,
7097,nqO0000218,Bone,,Internewiate,,10107,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,A,In vivo,,Mus musculus,10090.0,
7098,BAO0009229,,615.0,Intermedlxte,,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 8,F,,,Homo sapiens,9606.0,
7099,BAO009p219,,1320.0,Eapert,,3290,In vitro cytotoxicity against human ovarian carcinoma cell line A2780 using sulforhodamine B (SRB) assay,F,,,Homo sapiens,9606.0,
7100,BAO00092q9,,777.0,Inte3meviate,,2859,Compound was evaluated for cytotoxicity against A2780 cell line,F,,,Homo sapiens,9606.0,
7101,BAO000pw19,,411.0,Exoert,,15688,Inhibition of A2780 cell clonogenic assay,F,,,Homo sapiens,9606.0,
7102,BAO000p2w9,,1114.0,Exper4,,5642,Cytotoxic effect on ovarian cancer cell line (A2780),F,,,Homo sapiens,9606.0,
7103,BxO0009219,,800.0,Intermedja4e,,6633,Concentration required to inhibit A2780 cell growth when compared with control after incubation for 96 hr at 37 C,F,,,Homo sapiens,9606.0,
7104,BzO9000219,,493.0,Interm2diahe,,3906,"MDR-reversing activity was measured by vincristine accumulation in the multidrug resistant 2780AD, a subline of A2780 ovarian carcinoma cells at 10 mg/mL",F,,,Homo sapiens,9606.0,
7105,BAO00o0319,,870.0,Expsrt,,6788,50% growth inhibition of A2780 (Human ovarian carcinoma) cell line compared with untreated control cells,F,,,Homo sapiens,9606.0,
7106,BA000002w9,,892.0,Exper5,,17582,Antiproliferative activity against human A2780 cells,F,,,Homo sapiens,9606.0,
7107,BAO0000eq9,,715.0,Ex0ert,,17764,Inhibition of human A2780 cell proliferation,F,,,Homo sapiens,9606.0,
7108,hAO0009219,,1222.0,Exoert,,17764,Antiproliferative effect against human A2780 cell line was determined in a whole cell 72 hr cytotoxicity assay,F,,,Homo sapiens,9606.0,
7109,BAO0000qq9,,999.0,Exp2rt,,17764,Inhibition of human A2780 cell proliferation (No data),F,,,Homo sapiens,9606.0,
7110,BAip000219,,743.0,Inteemeriate,,2815,Cell cytotoxicity was determined against human ovarian cancer (A2780) cell line,F,,,Homo sapiens,9606.0,
7111,BA00000218,,956.0,Interkediatw,,16930,Compound was evaluated against human Ovarian carcinoma cell line A2780,F,,,Homo sapiens,9606.0,
7112,gAO000o219,,625.0,Exp3rt,,17777,Growth inhibition against A2780 wild-type ovarian cell lines,F,,,Homo sapiens,9606.0,
7113,BAOo090219,,1277.0,Intermedkxte,,17777,Compound was evaluated for growth inhibition against A2780 wild-type ovarian cell lines; No data,F,,,Homo sapiens,9606.0,
7114,BAO000901i,,,Autodurahion,,16936,Inhibition of tubulin polymerization in human ovarian cancer cell lines,F,,,Homo sapiens,9606.0,
7115,BwO0000319,,1150.0,Inteemefiate,,13759,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,F,,,Homo sapiens,9606.0,
7116,BAO90002q9,,676.0,Intermedoare,,13759,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,F,,,Homo sapiens,9606.0,
7117,BAO00001q9,,967.0,Intsrmediat3,,13759,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,F,,,Homo sapiens,9606.0,
7118,BA80p00219,,561.0,Intermedoste,,13759,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,F,,,Homo sapiens,9606.0,
7119,BAO00p0319,,1263.0,Int3rm2diate,,15292,Compound was tested for inhibitory activity against A2780 human ovarian carcinoma cell line; activity expressed in Mean IC50 values,F,,,Homo sapiens,9606.0,
7120,BzO0000q19,,434.0,Int4rm4diate,,15292,Compound was tested for inhibitory activity against A2780cisR human ovarian carcinoma cell line; activity expressed in Mean IC50 values,F,,,Homo sapiens,9606.0,
7121,BAO00p0e19,,319.0,Ecpert,,15069,In vitro inhibition of human ovarian cell line A2780,F,,,Homo sapiens,9606.0,
7122,BAO00003q9,,1144.0,Espert,,15069,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",F,,,Homo sapiens,9606.0,
7123,BAOp009219,,1052.0,Interheduate,,14073,Concentration of compound to inhibit the growth of human A2780 ovarian carcinoma cells(in vitro),F,,,Homo sapiens,9606.0,
7124,BAO0p0o219,,674.0,Eapert,,14553,Concentration required to inhibit A2780-cell growth by 50%,F,,,Homo sapiens,9606.0,
7125,BqO0p00219,,849.0,3xpert,,13040,Concentration required to inhibit the cell growth by 50 % after 96 hr A2780 leukemic cells.,F,,,Homo sapiens,9606.0,
7126,BAO000o2q9,,675.0,Expwrt,,6891,Cytotoxic effect on human ovarian (A2780) cancer cell line,F,,,Homo sapiens,9606.0,
7127,BAO000p21i,,989.0,Infermediats,,15569,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,
7128,BA00000w19,,398.0,Exoert,,14190,Cytotoxic potency required to inhibit A2780 cell growth by 50% after cell drug contact for 96 hrs,F,,,Homo sapiens,9606.0,
7129,BzO0000218,,822.0,Eapert,,15014,Cytotoxicity measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,F,,,Homo sapiens,9606.0,
7130,BAO000p21o,,843.0,Ibtedmediate,,15014,Cytotoxicity activity of the compound was measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,F,,,Homo sapiens,9606.0,
7131,BAO0o0021o,,537.0,Interm3eiate,,17496,Cytotoxicity against human ovarian carcinoma A2780 cell line,F,,,Homo sapiens,9606.0,
7132,gAO00o0219,,542.0,Int2rmedia5e,,13617,"Cytotoxicity against A2780-C25, oxaliplatin-resistant Ovarian carcinoma cell line",F,,,Homo sapiens,9606.0,
7133,nAO0000119,,1083.0,Intermedizre,,13617,"Cytotoxicity against A2780-CP3, cisplatin-resistant Ovarian carcinoma cell line",F,,,Homo sapiens,9606.0,
7134,BAO00p0e19,,1027.0,Intermev7ate,,13617,"Cytotoxicity against A2780-DX5, Doxorubicin-resistant Ovarian carcinoma cell line",F,,,Homo sapiens,9606.0,
7135,fAO000021o,,993.0,Intermedkzte,,13617,"Cytotoxicity against A2780-WT, human ovarian carcinoma cell line",F,,,Homo sapiens,9606.0,
