Fiscal year,Sector ID,Climate change adaptation (marker),Organisation class,Project Browser country ID,CIDA business delivery model (old),Division name,Knowledge for development (marker),Untied amount(Project-level budget),Status,Gender equality (marker),Youth issues (marker),Project number,Programming process (new),Fund centre ID,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section ID,Section name,Regional program (marker),Fund centre name,FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,12220,0,Individual,BI,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,BJ,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,BW,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,CD,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,CF,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,CG,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,CI,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,CM,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,CV,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,DJ,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,DZ,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,EG,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,EH,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,ER,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,ET,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,GA,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,GH,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,GM,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,GN,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,GQ,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,GW,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,KE,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,KM,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,LR,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,LS,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,MA,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,MG,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,ML,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,MR,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,MU,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,MW,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,MZ,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,NE,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,NG,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,RW,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,SC,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,SD,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,SL,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,SN,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,SO,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,ST,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,SZ,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,TD,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,TG,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,TN,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,TZ,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,UG,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,ZA,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,ZM,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,YE,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,AF,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,AM,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,AZ,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,BD,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,BT,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,CN,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,GE,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,ID,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,IN,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,IQ,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,JO,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,KG,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,KH,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,KP,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,KZ,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,LA,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,LB,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,LK,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,MN,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,MV,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,MY,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,NP,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,PH,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,PK,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,PS,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,SY,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,TH,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,TJ,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,TL,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,TM,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,TR,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,UZ,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Individual,VN,Directive,MND Health&Nutrition,0,0.0,Closed,0,0,M012823001,Uncoded: Pre-APP,5241,67412.47,B5100,MFM Global Issues and Development,D5240,S5240,MND Health&Nutrition,0,Other Global - Int,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,99810,0,Individual,X1,Directive,MID International Organizations,0,76854.72,Closed,3,0,M012837001,Uncoded: Pre-APP,5297,76854.72,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,UN - INIT,0.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,99810,0,Individual,X2,Directive,MID International Organizations,0,76854.72,Closed,3,0,M012837001,Uncoded: Pre-APP,5297,76854.72,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,UN - INIT,0.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,99810,0,Individual,X3,Directive,MID International Organizations,0,76854.72,Closed,3,0,M012837001,Uncoded: Pre-APP,5297,76854.72,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,UN - INIT,0.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,99810,0,Individual,X4,Directive,MID International Organizations,0,76854.72,Closed,3,0,M012837001,Uncoded: Pre-APP,5297,76854.72,B5100,MFM Global Issues and Development,D5600,S5602,MIO United Nations,0,UN - INIT,0.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,AG,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,AG,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,AI,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11182,0,Multilateral,AI,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11110,0,Multilateral,AR,Responsive,MGD Social Development,0,1000000.0,Closed,2,0,M012838002,Uncoded: Pre-APP,5253,1000000.0,B5100,MFM Global Issues and Development,D5440,S1077,MGS Education Child Protection&Gender,0,Education Child Protection&Gender -CORE,1.0,0.0,0,1,Not PBA,0,0,0,0,0
