assay_id,doc_id,confidence_score,assay_strain,cell_id,assay_category,curated_by,tissue_id,assay_cell_type,assay_tissue,assay_tax_id,description,assay_type,assay_test_type,assay_organism,assay_subcellular_fraction,tid
5773,17427,1,,646.0,,Expert,,A549,,9606.0,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,F,,Homo sapiens,,80682
5774,5280,1,,646.0,,Intermediate,,A549,,9606.0,In vitro cytotoxicity against parental and drug resistant lung human tumor cell line A549,F,,Homo sapiens,,80682
5775,16786,1,,646.0,,Intermediate,,A549,,9606.0,In vitro cytotoxicity of compound against human A549 (non small cell lung) cancer cell line after 72 hr of drug exposure,F,,Homo sapiens,,80682
5776,5895,1,,646.0,,Intermediate,,A549,,9606.0,In vitro cytotoxicity against A549 (human lung cancer),F,,Homo sapiens,,80682
5777,14297,1,,646.0,,Expert,,A549,,9606.0,In vitro cytotoxicity against A-549 (human lung carcinoma) cell line.,F,,Homo sapiens,,80682
5778,17824,1,,646.0,,Intermediate,,A549,,9606.0,In vivo antiproliferative activity against A549 cell line,F,,Homo sapiens,,80682
5779,14368,1,,646.0,,Intermediate,,A549,,9606.0,Inhibition of non-small-cell lung adenocarcinoma (A549),F,,Homo sapiens,,80682
5780,14368,1,,646.0,,Intermediate,,A549,,9606.0,Inhibition of non-small-cell lung adenocarcinoma (A549) after 48-h treatment,F,,Homo sapiens,,80682
5781,14254,1,,646.0,,Intermediate,,A549,,9606.0,Inhibition of the growth against human non-small-lung carcinoma (A549) cell line after 72 hr exposure,F,,Homo sapiens,,80682
5782,15897,1,,646.0,,Intermediate,,A549,,9606.0,Inhibitory activity against A549 cell line using MTT assay(Wild type p53),F,,Homo sapiens,,80682
5783,13866,1,,646.0,,Intermediate,,A549,,9606.0,Inhibitory activity against A549 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,F,,Homo sapiens,,80682
5784,13370,1,,646.0,,Intermediate,,A549,,9606.0,Inhibitory activity of compound against human A549 lung carcinoma cell line.,F,,Homo sapiens,,80682
5785,4862,1,,646.0,,Intermediate,,A549,,9606.0,Inhibitory activity against A549 lung cancer cell line,F,,Homo sapiens,,80682
5786,4862,1,,646.0,,Intermediate,,A549,,9606.0,Inhibitory activity against Taxol-resistant A549 lung cancer cell line,F,,Homo sapiens,,80682
5787,4862,1,,646.0,,Intermediate,,A549,,9606.0,Inhibitory activity against Taxol-resistant A549 lung cancer cell line; not determined,F,,Homo sapiens,,80682
5788,15970,1,,646.0,,Intermediate,,A549,,9606.0,Inhibitory concentration against A549 (lung cancer) cell line,F,,Homo sapiens,,80682
5789,17713,1,,646.0,,Expert,,A549,,9606.0,In vitro cytotoxicity against A-549 (human lung carcinoma) cell line.,F,,Homo sapiens,,80682
5790,4833,1,,646.0,,Intermediate,,A549,,9606.0,Tested in vitro for inhibitory effect on the growth of human A-549 cancer cell line,F,,Homo sapiens,,80682
5791,13736,1,,646.0,,Expert,,A549,,9606.0,Activity against A549 cancer cell line.,F,,Homo sapiens,,80682
5792,4312,1,,646.0,,Intermediate,,A549,,9606.0,The compound was evaluated for cytotoxicity against A549 cell line,F,,Homo sapiens,,80682
5793,5421,1,,646.0,,Intermediate,,A549,,9606.0,The compound was examined for its ability to block tumor necrosis factor alpha (TNF alpha) induced IL-8 production in A549 human lung carcinoma cell line using an ELISA,F,,Homo sapiens,,80682
5794,5421,1,,646.0,,Intermediate,,A549,,9606.0,The compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,F,,Homo sapiens,,80682
5795,14717,1,,646.0,,Intermediate,,A549,,9606.0,Growth inhibitory activity was measured for human A549 tumor cell line.,F,,Homo sapiens,,80682
5796,4634,1,,646.0,,Intermediate,,A549,,9606.0,Inhibitory activity against A549 lung cancer cell line,F,,Homo sapiens,,80682
5797,1149,1,,646.0,,Intermediate,,A549,,9606.0,Inhibitory activity against A549 cell line; inactive,F,,Homo sapiens,,80682
5798,5421,1,,646.0,,Expert,,A549,,9606.0,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line at 20 uM,F,,Homo sapiens,,80682
5799,5421,1,,646.0,,Expert,,A549,,9606.0,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line at 20 uM,F,,Homo sapiens,,80682
5800,5421,1,,646.0,,Intermediate,,A549,,9606.0,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,F,,Homo sapiens,,80682
5801,3320,1,,646.0,,Intermediate,,A549,,9606.0,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-4 (M/L),F,,Homo sapiens,,80682
5802,3320,1,,646.0,,Intermediate,,A549,,9606.0,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-5 (M/L),F,,Homo sapiens,,80682
5803,3320,1,,646.0,,Intermediate,,A549,,9606.0,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-6 (M/L),F,,Homo sapiens,,80682
5804,3320,1,,646.0,,Intermediate,,A549,,9606.0,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-7 (M/L),F,,Homo sapiens,,80682
5805,3320,1,,646.0,,Intermediate,,A549,,9606.0,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-8 (M/L),F,,Homo sapiens,,80682
5806,5726,1,,646.0,,Intermediate,,A549,,9606.0,In vitro percent inhibition evaluated against human lung cancer (A549 cell line) at >20 ug/mL,F,,Homo sapiens,,80682
5807,17800,1,,,,Intermediate,,,,9615.0,Plasma clearance (in vivo) in mongrel dogs was determined,A,In vivo,Canis lupus familiaris,,50588
5808,5985,1,,,,Intermediate,,,,9615.0,Plasma clearance was measured in dog,A,In vivo,Canis lupus familiaris,,50588
5809,5530,1,,,,Intermediate,,,,9615.0,Plasma clearance in vivo in dog by intravenous administration at a dose of 0.2 mg/kg,A,In vivo,Canis lupus familiaris,,50588
5810,5530,1,,,,Intermediate,,,,9615.0,Plasma clearance in vivo in dog by intravenous administration at a dose of 1 mg/kg,A,In vivo,Canis lupus familiaris,,50588
5811,4839,1,,,,Intermediate,1969.0,,Plasma,9615.0,Tested for plasma clearance in dog,A,In vivo,Canis lupus familiaris,,50588
5812,3639,1,,,,Intermediate,,,,9615.0,The compound was tested for clearance in dog plasma.,A,In vivo,Canis lupus familiaris,,50588
5813,4838,1,,,,Intermediate,,,,9615.0,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,In vivo,Canis lupus familiaris,,50588
5814,4137,1,,,,Intermediate,,,,9615.0,Clearance value of compound was determined after intravenous administration of 1 mg/kg/h in dog,A,In vivo,Canis lupus familiaris,,50588
5815,5017,1,,,,Intermediate,1969.0,,Plasma,9615.0,Compound was tested for its ability of plasma clearance when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),A,In vivo,Canis lupus familiaris,,50588
5816,17538,1,,,,Intermediate,2107.0,,Liver,9615.0,In vitro clearance in dog liver microsomes,A,In vitro,Canis lupus familiaris,Microsomes,50588
5817,6161,1,,,,Intermediate,,,,9615.0,Pharmacokinetic profile in terms of clearance was determined at a dose of 0.5 mg/kg administered intravenously in dog,A,In vivo,Canis lupus familiaris,,50588
5818,6161,1,,,,Intermediate,,,,9615.0,Pharmacokinetic profile in terms of clearance was determined at a dose of 5 mg/kg administered intravenously in dog,A,In vivo,Canis lupus familiaris,,50588
5819,1696,1,,,,Intermediate,,,,9615.0,Plasma clearance in dog,A,In vivo,Canis lupus familiaris,,50588
5820,6762,1,,,,Intermediate,,,,9615.0,Clearance rate in dog,A,In vivo,Canis lupus familiaris,,50588
5821,5932,1,,,,Intermediate,1969.0,,Plasma,9615.0,Plasma concentration in dogs after 2 hr at 30mg/kg oral dose,A,In vivo,Canis lupus familiaris,,50588
5822,6305,1,,,,Intermediate,,,,9615.0,Clearance in dogs,A,In vivo,Canis lupus familiaris,,50588
5823,4942,1,,,,Intermediate,,,,9615.0,Plasma clearance in dogs,A,In vivo,Canis lupus familiaris,,50588
5824,4219,1,,,,Intermediate,,,,9615.0,Plasma clearance was determined,A,In vivo,Canis lupus familiaris,,50588
5825,17853,1,,,,Intermediate,,,,9615.0,Lower clearance in dog (i.v.) at 0.5 mpk,A,In vivo,Canis lupus familiaris,,50588
5826,4514,1,,,,Intermediate,,,,9615.0,Plasma clearance in Beagle dogs,A,In vivo,Canis lupus familiaris,,50588
5827,6448,1,,,,Intermediate,,,,9615.0,Plasma clearance (Clp) in dog,A,In vivo,Canis lupus familiaris,,50588
5828,6227,1,,,,Intermediate,,,,9615.0,Plasma clearance (pharmacokinetic parameter) in dog (in vivo) at a dose of 1 mg/kg,A,In vivo,Canis lupus familiaris,,50588
5829,6227,1,,,,Intermediate,,,,9615.0,Plasma clearance (pharmacokinetic parameter) in dog was determined,A,In vivo,Canis lupus familiaris,,50588
5830,6062,1,,,,Intermediate,,,,9615.0,Plasma clearance for the compound was measured in dog after an iv dose of 1 mg/kg,A,In vivo,Canis lupus familiaris,,50588
5831,6821,1,,,,Intermediate,,,,9615.0,Plasma clearance of compound was determined in dog,A,In vivo,Canis lupus familiaris,,50588
5832,4709,1,,,,Intermediate,,,,9615.0,Plasma clearance after intravenous administration of 1 mg/kg in dog,A,In vivo,Canis lupus familiaris,,50588
5833,4521,1,,,,Intermediate,,,,9615.0,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,A,In vivo,Canis lupus familiaris,,50588
5834,5374,1,,,,Intermediate,,,,9615.0,Plasma clearance in dog was determined,A,In vivo,Canis lupus familiaris,,50588
5835,6057,1,,,,Intermediate,,,,9615.0,Plasma clearance was calculated in dog,A,In vivo,Canis lupus familiaris,,50588
5836,4727,1,,,,Intermediate,,,,9615.0,Plasma clearance at the dose of 2 mg/kg in dog,A,In vivo,Canis lupus familiaris,,50588
5837,5145,1,,,,Intermediate,,,,9615.0,Plasma clearance in dog,A,In vivo,Canis lupus familiaris,,50588
5838,17657,1,,,,Intermediate,,,,9615.0,Plasma clearance in dog,A,In vivo,Canis lupus familiaris,,50588
5839,17657,1,,,,Intermediate,,,,9615.0,Plasma clearance in dog; Unable to calculate,A,In vivo,Canis lupus familiaris,,50588
5840,5145,1,,,,Intermediate,,,,9615.0,Plasma clearance in rhesus monkey,A,In vivo,Canis lupus familiaris,,50588
5841,6642,1,,,,Intermediate,,,,9615.0,Plasma clearance in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,In vivo,Canis lupus familiaris,,50588
5842,6641,1,,,,Intermediate,,,,9615.0,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,In vivo,Canis lupus familiaris,,50588
5843,6642,1,,,,Intermediate,,,,9615.0,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),A,In vivo,Canis lupus familiaris,,50588
5844,5472,1,,,,Intermediate,,,,9615.0,Plasma clearance was evaluated in dog,A,In vivo,Canis lupus familiaris,,50588
5845,5472,1,,,,Intermediate,,,,9615.0,Plasma clearance was evaluated in dog; Not tested,A,In vivo,Canis lupus familiaris,,50588
5846,5472,1,,,,Intermediate,,,,9615.0,Plasma clearance was evaluated in rhesus,A,In vivo,Canis lupus familiaris,,50588
5847,5472,1,,,,Intermediate,,,,9615.0,Plasma clearance was evaluated in rhesus; Not tested,A,In vivo,Canis lupus familiaris,,50588
5848,4257,1,,,,Intermediate,,,,9615.0,Plasma clearance value was determined in dog after a 3 mg/kg of iv dose,A,In vivo,Canis lupus familiaris,,50588
5849,6679,1,,,,Intermediate,,,,9615.0,Plasma clearance was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,In vivo,Canis lupus familiaris,,50588
5850,5546,1,,,,Intermediate,,,,9615.0,Plasma clearance was determined in Beagle dog at a dose of 1 mg/kg by iv administration,A,In vivo,Canis lupus familiaris,,50588
5851,6348,1,,,,Intermediate,,,,9615.0,Plasma clearance was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,Canis lupus familiaris,,50588
5852,5474,1,,,,Intermediate,,,,9615.0,Clearance value at a dose of 0.2 mg/kg i.v.,A,In vivo,Canis lupus familiaris,,50588
5853,6316,1,,,,Intermediate,1969.0,,Plasma,9615.0,Cmax (Maximum (Peak) plasma drug concentration) was after oral administration at 5 mg/kg,A,In vivo,Canis lupus familiaris,,50588
5854,17594,1,,,,Intermediate,,,,9615.0,Cmax after oral dose of compound at 3 mg/kg in dogs,A,In vivo,Canis lupus familiaris,,50588
5855,17594,1,,,,Intermediate,,,,9615.0,Cmax after single intravenous bolus of 1 mg/kg in dogs,A,In vivo,Canis lupus familiaris,,50588
5856,5802,1,,,,Intermediate,,,,9615.0,Cmax of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,In vivo,Canis lupus familiaris,,50588
5857,6535,1,,,,Intermediate,,,,9615.0,Cmax in dog after administration of 0.25 mg/kg iv; ND = not determined,A,In vivo,Canis lupus familiaris,,50588
5858,6535,1,,,,Intermediate,,,,9615.0,Cmax in dog after administration of 1 mg/kg iv,A,In vivo,Canis lupus familiaris,,50588
5859,1466,1,,,,Intermediate,1969.0,,Plasma,9615.0,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in dog,A,In vivo,Canis lupus familiaris,,50588
5860,6505,1,,,,Intermediate,,,,9615.0,Cmax on p.o. administration of 10 mg/kg was measured in dog,A,In vivo,Canis lupus familiaris,,50588
5861,5668,1,,,,Intermediate,,,,9615.0,Cmax was determine after peroral administration at 10 mpk in dog,A,In vivo,Canis lupus familiaris,,50588
5862,5668,1,,,,Intermediate,,,,9615.0,Cmax was determine after peroral administration at 5 mpk in dog,A,In vivo,Canis lupus familiaris,,50588
5863,5668,1,,,,Intermediate,,,,9615.0,Cmax was determine after peroral administration at 5 mg/kg in dog,A,In vivo,Canis lupus familiaris,,50588
5864,5600,1,,,,Intermediate,,,,9615.0,Cmax after 0.3 mg/kg po administration in dog,A,In vivo,Canis lupus familiaris,,50588
5865,17764,1,,,,Intermediate,,,,9615.0,Cmax after peroral administration in dogs at 2.4 uM/kg,A,In vivo,Canis lupus familiaris,,50588
5866,6123,1,,,,Intermediate,,,,9615.0,Cmax in dog after oral administration at 1 mg/kg,A,In vivo,Canis lupus familiaris,,50588
5867,6123,1,,,,Intermediate,,,,9615.0,Cmax in dog after oral administration at 1 mg/kg; Below the level of quantitation,A,In vivo,Canis lupus familiaris,,50588
5868,6757,1,,,,Intermediate,,,,9615.0,Cmax upon oral administration in male Beagle dog at 10 mg/kg,A,In vivo,Canis lupus familiaris,,50588
5869,16907,1,,,,Intermediate,,,,9615.0,Cmax value after 15 mg/kg iv dose in Dogs,A,In vivo,Canis lupus familiaris,,50588
5870,7767,1,,,,Intermediate,178.0,,Blood,10090.0,Biodistribution in blood was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5871,7767,1,,,,Intermediate,178.0,,Blood,10090.0,Biodistribution in blood was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5872,7767,1,,,,Intermediate,10000001.0,,Bone,10090.0,Biodistribution in bone was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5873,7767,1,,,,Intermediate,10000001.0,,Bone,10090.0,Biodistribution in bone was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5874,7767,1,,,,Intermediate,10000001.0,,Bone,10090.0,Biodistribution in bone was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5875,7767,1,,,,Intermediate,,,,10090.0,Biodistribution in fat and fur was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5876,7767,1,,,,Intermediate,,,,10090.0,Biodistribution in fat and fur was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5877,7767,1,,,,Intermediate,,,,10090.0,Biodistribution in fat and fur was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5878,7767,1,,,,Intermediate,948.0,,Heart,10090.0,Biodistribution in heart was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5879,7767,1,,,,Intermediate,948.0,,Heart,10090.0,Biodistribution in heart was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5880,7767,1,,,,Intermediate,948.0,,Heart,10090.0,Biodistribution in heart was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5881,7767,1,,,,Intermediate,2113.0,,Kidney,10090.0,Biodistribution in kidney was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5882,7767,1,,,,Intermediate,2113.0,,Kidney,10090.0,Biodistribution in kidney was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5883,7767,1,,,,Intermediate,2113.0,,Kidney,10090.0,Biodistribution in kidney was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5884,7767,1,,,,Intermediate,160.0,,Intestine,10090.0,Biodistribution in large intestine after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5885,7767,1,,,,Intermediate,160.0,,Intestine,10090.0,Biodistribution in large intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5886,7767,1,,,,Intermediate,160.0,,Intestine,10090.0,Biodistribution in large intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5887,7767,1,,,,Intermediate,2107.0,,Liver,10090.0,Biodistribution in liver was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5888,7767,1,,,,Intermediate,2107.0,,Liver,10090.0,Biodistribution in liver was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5889,7767,1,,,,Intermediate,2107.0,,Liver,10090.0,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5890,7767,1,,,,Intermediate,2048.0,,Lung,10090.0,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5891,7767,1,,,,Intermediate,2048.0,,Lung,10090.0,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5892,7767,1,,,,Intermediate,2048.0,,Lung,10090.0,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5893,7767,1,,,,Intermediate,2385.0,,Muscle tissue,10090.0,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5894,7767,1,,,,Intermediate,2385.0,,Muscle tissue,10090.0,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5895,7767,1,,,,Intermediate,2385.0,,Muscle tissue,10090.0,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5896,7767,1,,,,Intermediate,,,,10090.0,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5897,7767,1,,,,Intermediate,,,,10090.0,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5898,7767,1,,,,Intermediate,,,,10090.0,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5899,7767,1,,,,Intermediate,160.0,,Intestine,10090.0,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5900,7767,1,,,,Intermediate,160.0,,Intestine,10090.0,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5901,7767,1,,,,Intermediate,160.0,,Intestine,10090.0,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5902,7767,1,,,,Intermediate,2106.0,,Spleen,10090.0,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5903,7767,1,,,,Intermediate,2106.0,,Spleen,10090.0,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5904,7767,1,,,,Intermediate,2106.0,,Spleen,10090.0,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5905,7767,1,,,,Intermediate,945.0,,Stomach,10090.0,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5906,7767,1,,,,Intermediate,945.0,,Stomach,10090.0,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,A,In vivo,Mus musculus,,50594
5907,2036,1,,622.0,,Expert,,A 172,,9606.0,Cytotoxicity against A-172 human tumor cell lines,F,,Homo sapiens,,80012
5908,2357,1,,622.0,,Intermediate,,A 172,,9606.0,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line,F,,Homo sapiens,,80012
5909,1457,1,,623.0,,Intermediate,,A204,,9606.0,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells,F,,Homo sapiens,,80014
5910,4379,1,,478.0,,Intermediate,,A2780,,9606.0,Tested for antiproliferative activity against A-2780 tumoral cell line,F,,Homo sapiens,,81034
5911,1093,1,,455.0,,Intermediate,,A-375,,9606.0,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined,F,,Homo sapiens,,80018
5912,12152,1,,455.0,,Intermediate,,A-375,,9606.0,Tested in vitro against A-375 cell line human melanoma,F,,Homo sapiens,,80018
5913,16464,1,,797.0,,Expert,,A-427,,9606.0,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay,F,,Homo sapiens,,80019
5914,16464,1,,797.0,,Intermediate,,A-427,,9606.0,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,,Homo sapiens,,80019
5915,16582,1,,797.0,,Expert,,A-427,,9606.0,In vitro cytotoxicity against human non small-cell-lung cell line A-427.,F,,Homo sapiens,,80019
5916,16464,1,,797.0,,Intermediate,,A-427,,9606.0,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,,Homo sapiens,,80019
5917,10413,1,,797.0,,Intermediate,,A-427,,9606.0,Antitumor activity on A-427 lung carcinoma cell lines,F,,Homo sapiens,,80019
5918,6418,1,,797.0,,Intermediate,,A-427,,9606.0,Cytotoxic activity against human A-427 lung tumor cell line,F,,Homo sapiens,,80019
5919,17134,1,,797.0,,Expert,,A-427,,9606.0,In vitro antitumor effects against human A-427 cell lines.,F,,Homo sapiens,,80019
5920,16132,1,,797.0,,Expert,,A-427,,9606.0,In vitro inhibition of A-427 (human lung cancer) cell growth.,F,,Homo sapiens,,80019
5921,16132,1,,797.0,,Intermediate,,A-427,,9606.0,Cytotoxic related antitumor activity against human cancer cell lines A-427; No data available,F,,Homo sapiens,,80019
5922,16780,1,,797.0,,Intermediate,,A-427,,9606.0,Cytotoxic activity of compound against A-427 lung human tumor cell line,F,,Homo sapiens,,80019
5923,4085,1,,500.0,,Expert,,A-431,,9606.0,Cytotoxicity measured for the growth inhibition of A-431 Human epidermoid carcinoma cell line,F,,Homo sapiens,,80852
5924,1276,1,,624.0,,Intermediate,,A498,,9606.0,Cytotoxic activity was tested against human A-498 (Kidney carcinoma) cell line,F,,Homo sapiens,,80021
5925,3498,1,,624.0,,Expert,,A498,,9606.0,Cytotoxicity against A-498 cell line in the purdue cell culture screen was determined,F,,Homo sapiens,,80021
5926,1169,1,,624.0,,Intermediate,,A498,,9606.0,Cytotoxicity against human kidney carcinoma A-498cell lines,F,,Homo sapiens,,80021
5927,4450,1,,624.0,,Intermediate,,A498,,9606.0,In vitro cytotoxic activity against A-498 (human kidney carcinoma) cell line,F,,Homo sapiens,,80021
5928,3311,1,,624.0,,Intermediate,,A498,,9606.0,In vitro cytotoxicity against Renal A-498 human tumors following a 6 day exposure.,F,,Homo sapiens,,80021
5929,4461,1,,624.0,,Intermediate,,A498,,9606.0,Antitumor cytotoxic activity against A-498 cell line was determined,F,,Homo sapiens,,80021
5930,3311,1,,624.0,,Intermediate,,A498,,9606.0,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure.,F,,Homo sapiens,,80021
5931,3311,1,,624.0,,Intermediate,,A498,,9606.0,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure; ND is no data,F,,Homo sapiens,,80021
5932,1457,1,,624.0,,Intermediate,,A498,,9606.0,Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells,F,,Homo sapiens,,80021
5933,3664,1,,624.0,,Intermediate,,A498,,9606.0,In vitro inhibitory activity against A-498 ovarian cancer cell lines,F,,Homo sapiens,,80021
5934,15895,1,,624.0,,Intermediate,,A498,,9606.0,"Cytotoxicity against NCI tumor panel, A-498 renal cancer cell line",F,,Homo sapiens,,80021
5935,11843,1,,646.0,,Intermediate,,A549,,9606.0,Inhibition of growth lung non-small cell carcinoma A-549 cell line,F,,Homo sapiens,,80682
5936,11843,1,,646.0,,Intermediate,,A549,,9606.0,Inhibition of growth of lung non-small cell carcinoma A-549 cell line,F,,Homo sapiens,,80682
5937,17705,1,,646.0,,Intermediate,,A549,,9606.0,In vitro antiproliferative activity against human A-549 NSCL cell line,F,,Homo sapiens,,80682
5938,17705,1,,646.0,,Intermediate,,A549,,9606.0,In vitro antiproliferative activity against human A-549 NSCL cell line; NS = Not significant,F,,Homo sapiens,,80682
5939,4369,1,,646.0,,Intermediate,,A549,,9606.0,Growth inhibition of A-549 human lung adenocarcinoma at 0.01 uM compound concentration in standard MTT assay,F,,Homo sapiens,,80682
5940,4369,1,,646.0,,Intermediate,,A549,,9606.0,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay,F,,Homo sapiens,,80682
5941,4369,1,,646.0,,Intermediate,,A549,,9606.0,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay; ND means No data,F,,Homo sapiens,,80682
5942,4369,1,,646.0,,Intermediate,,A549,,9606.0,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay,F,,Homo sapiens,,80682
5943,4369,1,,646.0,,Intermediate,,A549,,9606.0,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay; ND means No data,F,,Homo sapiens,,80682
5944,4369,1,,646.0,,Intermediate,,A549,,9606.0,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay,F,,Homo sapiens,,80682
