assay_id,assay_subcellular_fraction,assay_test_type,bao_format,tissue_id,cell_id,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
5424,,,BAO_0000218,,,5473,Area under the curve at a dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
5425,,,BAO_0000218,,,5474,Area under the curve at a dose of 1 mg/kg (oral),A,,Canis lupus familiaris,9615.0,,
5426,,,BAO_0000218,,,5474,Area under the curve at i.v. dose of 0.2 mg/kg,A,,Canis lupus familiaris,9615.0,,
5427,,,BAO_0000218,,,6062,Area under the curve was measured in dog after an iv dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
5428,,,BAO_0000218,,,4709,Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in dog,A,,Canis lupus familiaris,9615.0,,
5429,,,BAO_0000218,,,2652,Compound was evaluated for area under curve (total concentration) in dogs at a dose of 1 mpk perorally,A,,Canis lupus familiaris,9615.0,,
5430,,,BAO_0000218,,,2652,Compound was evaluated for area under curve (total concentration) in dogs at a dose of 5 mpk perorally,A,,Canis lupus familiaris,9615.0,,
5431,,,BAO_0000218,,,2877,Compound was evaluated for area under the curve in dog blood.,A,,Canis lupus familiaris,9615.0,,
5432,,,BAO_0000218,,,5444,In vivo area under curve was calculated by peroral administration at 1 mg/kg in fasted dog,A,,Canis lupus familiaris,9615.0,,
5433,,,BAO_0000218,1969.0,,5130,AUC in dog after oral dose (1 mg/kg),A,,Canis lupus familiaris,9615.0,,Plasma
5434,,,BAO_0000218,,,6265,Pharmacokinetic (PK) property (AUC) was determined in dog at the single oral dose of 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
5435,,,BAO_0000218,,,4657,"Pharmacokinetic data in dogs at dose of 1 mg/kg perorally, and the area under curve (AUC) was reported.",A,,Canis lupus familiaris,9615.0,,
5436,,,BAO_0000218,,,16367,Pharmacokinetic parameter AUC after intravenous administration to dogs,A,,Canis lupus familiaris,9615.0,,
5437,,,BAO_0000218,,,16367,Pharmacokinetic parameter AUC after oral administration to dogs,A,,Canis lupus familiaris,9615.0,,
5438,,,BAO_0000218,,,9579,Pharmacokinetic parameter AUC was determined in dog after oral administration of 17b,A,,Canis lupus familiaris,9615.0,,
5439,,,BAO_0000218,,,9579,Pharmacokinetic parameter AUC was determined in dog after oral administration of 2b,A,,Canis lupus familiaris,9615.0,,
5440,,,BAO_0000218,,,5983,Pharmacokinetic property (AUC) was measured in dog at the dose of 0.032 mg/kg p.o.,A,,Canis lupus familiaris,9615.0,,
5441,,,BAO_0000218,,,6241,Pharmacokinetic property in dogs after oral administration at 1 mg/kg,A,,Canis lupus familiaris,9615.0,,
5442,,,BAO_0000218,,,5313,"Tested for the pharmacokinetic data, area under the curve of concentration versus time in dog",A,,Canis lupus familiaris,9615.0,,
5443,,,BAO_0000218,,,5313,"Tested for the pharmacokinetic data, area under the curve of concentration versus time in dog at dosage of 10 mpk",A,,Canis lupus familiaris,9615.0,,
5444,,,BAO_0000218,,,6642,Oral AUCN in dog ( (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,,Canis lupus familiaris,9615.0,,
5445,,,BAO_0000218,,,6642,Oral AUCN in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,,Canis lupus familiaris,9615.0,,
5446,,,BAO_0000218,,,6641,Oral AUCN in dog (dosed at 0.5 mpk iv ),A,,Canis lupus familiaris,9615.0,,
5447,,,BAO_0000218,,,6642,Oral AUCN in dog (dosed at 0.5 mpk iv ),A,,Canis lupus familiaris,9615.0,,
5448,,,BAO_0000218,,,17791,Compound was evaluated for oral bioavailability in dog; 90-100,A,,Canis lupus familiaris,9615.0,,
5449,,,BAO_0000218,,,17655,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay,A,,Canis lupus familiaris,9615.0,,
5450,,,BAO_0000218,,,17655,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay; Not determined,A,,Canis lupus familiaris,9615.0,,
5451,,,BAO_0000218,,,6596,PAPP (membrane permeability) in dog kidney cell monolayer assay,A,,Canis lupus familiaris,9615.0,,
5452,,,BAO_0000218,,,3880,Oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
5453,,,BAO_0000218,,,16367,Bioavailability administered orally at a dose of 10 mg/kg to dogs,A,,Canis lupus familiaris,9615.0,,
5454,,,BAO_0000218,1969.0,,17409,Plasma protein binding towards dog plasma at 10 uM,A,,Canis lupus familiaris,9615.0,,Plasma
5455,,,BAO_0000218,1969.0,,17409,Plasma protein binding towards dog plasma at 100 uM,A,,Canis lupus familiaris,9615.0,,Plasma
5456,,In vivo,BAO_0000218,,,2959,Bioavailability in dog (dose 4 mg/kg p.o.),A,,Canis lupus familiaris,9615.0,,
5457,,In vivo,BAO_0000218,,,13501,Bioavailability was determined after oral administration of compound 18 at a dose of 2 mg/kg to dog,A,,Canis lupus familiaris,9615.0,,
5458,,In vivo,BAO_0000218,,,4527,Bioavailability by oral administration at a dose of 10 uM/kg in dog was determined,A,,Canis lupus familiaris,9615.0,,
5459,,In vivo,BAO_0000218,,,15145,Bioavailability in dogs,A,,Canis lupus familiaris,9615.0,,
5460,,In vivo,BAO_0000218,,,4219,Bioavailability,A,,Canis lupus familiaris,9615.0,,
5461,,In vivo,BAO_0000218,,,17538,Oral bioavailability in dog (dose 10 mg/kg),A,,Canis lupus familiaris,9615.0,,
5462,,In vivo,BAO_0000218,,,17538,Bioavailability in dog after po administration at a dose of 10 mg/kg; nd is not determined,A,,Canis lupus familiaris,9615.0,,
5463,,In vivo,BAO_0000218,,,1466,Bioavailability in dog (dose 10.0 mg/kg p.o.),A,,Canis lupus familiaris,9615.0,,
5464,,In vivo,BAO_0000218,,,17650,Bioavailability was measured in dogs after an oral dose of 10 uM/kg,A,,Canis lupus familiaris,9615.0,,
5465,,In vivo,BAO_0000218,,,3132,Bioavailability was obtained by the comparison of AUC of intravenous dosing and AUC of oral dosing in dog,A,,Canis lupus familiaris,9615.0,,
5466,,,BAO_0000218,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,
5467,,,BAO_0000218,2107.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,Liver
5468,,,BAO_0000218,2107.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,Mus sp.,10095.0,,Liver
5469,,,BAO_0000218,2107.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,Liver
5470,,,BAO_0000218,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,
5471,,,BAO_0000218,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,
5472,,,BAO_0000218,2385.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,Muscle tissue
5473,,,BAO_0000218,2385.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,Mus sp.,10095.0,,Muscle tissue
5474,,,BAO_0000218,2385.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,Muscle tissue
5475,,,BAO_0000218,2106.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,Spleen
5476,,,BAO_0000218,2106.0,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,Spleen
5477,,,BAO_0000218,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,
5478,,,BAO_0000218,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,Mus sp.,10095.0,,
5479,,,BAO_0000218,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,
5480,,,BAO_0000218,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,Mus sp.,10095.0,,
5481,,,BAO_0000218,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,
5482,,,BAO_0000019,,,17827,Compound (i.v.) was evaluated for elimination rate constants in brainstem of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5483,,,BAO_0000019,2037.0,,17827,Compound (i.v.) was evaluated for elimination rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,Cerebellum
5484,,,BAO_0000019,1870.0,,17827,Compound (i.v.) was evaluated for elimination rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),A,,Cercopithecidae,9527.0,,Frontal cortex
5485,,,BAO_0000019,,,17827,Compound (i.v.) was evaluated for elimination rate constants in jaw bone of rhesus monkeys; NA = not active (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5486,,,BAO_0000019,2435.0,,17827,Compound (i.v.) was evaluated for elimination rate constants in striatum of rhesus monkey (Radiolabeled compound),A,,Cercopithecidae,9527.0,,Striatum
5487,,,BAO_0000019,,,17827,Compound (i.v.) was evaluated for uptake rate constants in brainstem of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5488,,,BAO_0000019,2037.0,,17827,Compound (i.v.) was evaluated for uptake rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,Cerebellum
5489,,,BAO_0000019,1870.0,,17827,Compound (i.v.) was evaluated for uptake rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),A,,Cercopithecidae,9527.0,,Frontal cortex
5490,,,BAO_0000019,,,17827,Compound (i.v.) was evaluated for uptake rate constants in jaw bone of rhesus monkey (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5491,,,BAO_0000019,2435.0,,17827,Compound (i.v.) was evaluated for uptake rate constants in striatum of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,Striatum
5492,,,BAO_0000218,,,17791,Compound was evaluated for oral bioavailability in rats,A,,Cercopithecidae,9527.0,,
5493,,In vivo,BAO_0000218,1969.0,,17667,Maximum concentration of compound found in plasma at 5 mg/kg after oral administration,A,,Cercopithecidae,9527.0,,Plasma
5494,,,BAO_0000019,,,17791,Half life period was evaluated in monkey,A,,Cercopithecidae,9527.0,,
5495,,In vivo,BAO_0000218,,,110,Half-life in rhesus monkeys by intravenous administration of dose,A,,Cercopithecidae,9527.0,,
5496,,,BAO_0000218,1969.0,,5781,AUC (0-6 hr) after oral administration at 30 mg/kg in ICR mouse,A,,Mus musculus,10090.0,,Plasma
5497,,,BAO_0000218,1969.0,,17734,AUC after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,,Plasma
5498,,,BAO_0000218,1969.0,,17718,AUC value was determined after oral administration,A,,Mus musculus,10090.0,,Plasma
5499,,,BAO_0000218,,,4573,Area under curve (AUC) determined at a dose 10 mg/kg administered intraperitoneally to mice,A,,Mus musculus,10090.0,,
5500,,,BAO_0000218,,,3277,Area under curve (AUC) was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,,Mus musculus,10090.0,,
5501,,,BAO_0000218,,,2862,Area under curve by ioral administration in mouse,A,,Mus musculus,10090.0,,
5502,,,BAO_0000218,,,2862,Area under curve by iv administration in mouse,A,,Mus musculus,10090.0,,
5503,,,BAO_0000218,,,5951,Area under curve at 0-8 hr in IRC mice after peroral administration,A,,Mus musculus,10090.0,,
5504,,,BAO_0000218,,,17729,Area under curve when injected i.p. in mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,,
5505,,,BAO_0000218,,,17728,Area under curve when injected intraperitoneally in BALB/C mice at a dose of 20 mg/kg,A,,Mus musculus,10090.0,,
5506,,,BAO_0000218,,,17728,Area under curve when injected intravenously in BALB/C mice at a dose of 20 mg/kg,A,,Mus musculus,10090.0,,
5507,,,BAO_0000218,,,17729,Area under curve when injected intravenously in mice at a dose of 20 mg/kg,A,,Mus musculus,10090.0,,
5508,,,BAO_0000219,,741.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,F,,Homo sapiens,9606.0,,
5509,,,BAO_0000219,,741.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,F,,Homo sapiens,9606.0,,
5510,,,BAO_0000219,,741.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),F,,Homo sapiens,9606.0,,
5511,,,BAO_0000219,,741.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),F,,Homo sapiens,9606.0,,
5512,,,BAO_0000219,,741.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),F,,Homo sapiens,9606.0,,
5513,,,BAO_0000219,,741.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,,Homo sapiens,9606.0,,
5514,,,BAO_0000219,,741.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),F,,Homo sapiens,9606.0,,
5515,,,BAO_0000219,,741.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),F,,Homo sapiens,9606.0,,
5516,,,BAO_0000219,,741.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,F,,Homo sapiens,9606.0,,
5517,,,BAO_0000219,,741.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,F,,Homo sapiens,9606.0,,
5518,,,BAO_0000219,,741.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),F,,Homo sapiens,9606.0,,
5519,,,BAO_0000219,,741.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),F,,Homo sapiens,9606.0,,
5520,,,BAO_0000219,,741.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),F,,Homo sapiens,9606.0,,
5521,,,BAO_0000219,,741.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,,Homo sapiens,9606.0,,
5522,,,BAO_0000219,,741.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),F,,Homo sapiens,9606.0,,
5523,,,BAO_0000219,,741.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),F,,Homo sapiens,9606.0,,
5524,,,BAO_0000219,,741.0,9424,In vitro inhibition of human 8226 myeloma tumor cell line growth.,F,,Homo sapiens,9606.0,,
5525,,,BAO_0000219,,741.0,11544,In vitro inhibition of tumor cell growth in the human myeloma 8226/ADR system.,F,,Homo sapiens,9606.0,,
5526,,,BAO_0000219,,741.0,17378,Cytotoxicity of compound against 8226/DOX1V cells,F,,Homo sapiens,9606.0,,
5527,,,BAO_0000219,,741.0,17378,Cytotoxicity of compound against 8226/S cells,F,,Homo sapiens,9606.0,,
5528,,,BAO_0000219,,741.0,17079,Inhibitory concentration against 8226 myeloma cancer cell line,F,,Homo sapiens,9606.0,,
5529,,,BAO_0000219,,741.0,17079,Inhibitory concentration against 8226/Dox40 (Dox-Re) cancer cell line,F,,Homo sapiens,9606.0,,
5530,,,BAO_0000219,,854.0,13466,Inhibition of cell growth was studied in human teratocarcinoma (833K).,F,,Homo sapiens,9606.0,,
5531,,,BAO_0000219,,854.0,13466,Inhibition of cell growth was studied in human teratocarcinoma (833K); ND ='not determined',F,,Homo sapiens,9606.0,,
5532,,,BAO_0000219,,854.0,2392,Tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells,F,,Homo sapiens,9606.0,,
5533,,,BAO_0000219,,854.0,2392,The compound was tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells; No data,F,,Homo sapiens,9606.0,,
5534,,,BAO_0000019,,,6608,Inhibitory activity against caspase-1,B,,,,,
5535,,,BAO_0000357,,,10199,Percent inhibition of DAla-DAla Ligase at 10e -3 M of the compound,B,,Enterococcus faecalis,1351.0,,
5536,,,BAO_0000219,,705.0,17749,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM) for 72 hr using MTT assay,F,,Homo sapiens,9606.0,,
5537,,,BAO_0000219,,705.0,17749,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM,F,,Homo sapiens,9606.0,,
5538,,,BAO_0000019,,,1229,In vitro anticancer activity against 9 NCI colon cancer cell lines; inactive,F,,,,,
5539,,,BAO_0000019,,,1229,In vitro anticancer activity against 9 NCI melanoma cell lines; inactive,F,,,,,
5540,,,BAO_0000019,,,1229,In vitro anticancer activity against 9 NCI renal cancer cell lines; inactive,F,,,,,
5541,,,BAO_0000019,,,6390,Inhibitory activity was determined against 9-cis-epoxycarotenoid dioxygenase (NCED) expressed in Escherichia coli in presence of 9''-cis-neo-xanthin,B,,,,,
5542,,,BAO_0000019,,,16219,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,F,,Streptococcus pyogenes,1314.0,,
5543,,,BAO_0000019,,,16219,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,F,,Streptococcus pyogenes,1314.0,,
5544,,,BAO_0000357,,,17043,Percent inhibition against Cdc25C phosphatase at 50 uM of compound,B,,,,,
5545,,,BAO_0000219,,324.0,6929,Tested for in vitro cytotoxic potency of compound in 9KB assay,F,,Homo sapiens,9606.0,,
5546,,,BAO_0000219,,324.0,6929,Tested for in vitro cytotoxic potency of compound in 9KB assay,A,,Homo sapiens,9606.0,,
5547,,,BAO_0000219,,,7083,In vitro cytotoxicity of compound was tested against 9KB cells.,F,,Homo sapiens,9606.0,,
5548,,,BAO_0000219,,392.0,12446,Cytotoxic concentration against 9L cells was determined on day 3,F,,Rattus norvegicus,10116.0,,
5549,,,BAO_0000219,,392.0,15345,Tested in vitro for anticancer activity against 9L cells,F,,Rattus norvegicus,10116.0,,
5550,,,BAO_0000219,,392.0,15345,Tested in vitro for anticancer activity against 9L cells; Not determined,F,,Rattus norvegicus,10116.0,,
5551,,,BAO_0000219,,646.0,6301,In vitro inhibitory activity against human A549 non-small cell lung tumor; Active,F,,Homo sapiens,9606.0,,
5552,,,BAO_0000219,,646.0,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; No inhibition,F,,Homo sapiens,9606.0,,
5553,,,BAO_0000219,,646.0,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Significant inhibition,F,,Homo sapiens,9606.0,,
5554,,,BAO_0000219,,646.0,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Slight inhibition,F,,Homo sapiens,9606.0,,
5555,,,BAO_0000219,,646.0,13330,Cytotoxicity against human lung carcinoma A549 cell line,F,,Homo sapiens,9606.0,,
5556,,,BAO_0000219,,646.0,17517,Ability to induce human IL-6 assay in A549 lung carcinoma cell line.,F,,Homo sapiens,9606.0,,
5557,,,BAO_0000219,,646.0,17517,"Ability to induce human IL-6 assay in A549 lung carcinoma cell line; n.r.: not reported, EC50 values not reported in cases were %dex e 35%.",F,,Homo sapiens,9606.0,,
5558,,,BAO_0000219,,646.0,14425,"In vitro growth inhibition of A549, lung carcinoma",F,,Homo sapiens,9606.0,,
5559,,,BAO_0000219,,646.0,14425,"In vitro growth inhibition of A549, lung carcinoma.",F,,Homo sapiens,9606.0,,
5560,,,BAO_0000219,,646.0,5228,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,F,,Homo sapiens,9606.0,,
5561,,,BAO_0000219,,646.0,5351,Cytotoxic activity against human lung cancer A549 cell line was determined,F,,Homo sapiens,9606.0,,
5562,,,BAO_0000219,,646.0,12198,Cytotoxicity against human solid tumor lung carcinoma A549 cell line,F,,Homo sapiens,9606.0,,
5563,,,BAO_0000219,,646.0,13891,Cytotoxicity concentration against human lung carcinoma A-549 cell line,F,,Homo sapiens,9606.0,,
5564,,,BAO_0000219,,646.0,5677,Cytotoxicity in A549 (human carcinoma) cell line.,F,,Homo sapiens,9606.0,,
5565,,,BAO_0000219,,646.0,13788,Cytotoxicity on lung carcinoma (A-549) cell line,F,,Homo sapiens,9606.0,,
5566,,,BAO_0000219,,646.0,13384,Effective dose against 50% reduction in Human lung carcinoma (A-549) cell number after 3-day incubation.,F,,Homo sapiens,9606.0,,
5567,,,BAO_0000219,,646.0,6726,Effective dose of compound against replication of A549 cell line was evaluated,F,,Homo sapiens,9606.0,,
5568,,,BAO_0000219,,646.0,3455,In vitro cytotoxic activity was determined against lung carcinoma (A549) cell line,F,,Homo sapiens,9606.0,,
5569,,,BAO_0000219,,646.0,5726,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line),F,,Homo sapiens,9606.0,,
5570,,,BAO_0000219,,646.0,5726,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line); NA is not active,F,,Homo sapiens,9606.0,,
5571,,,BAO_0000219,,646.0,3936,The compound was evaluated for antiproliferative activity against A549 cell line,F,,Homo sapiens,9606.0,,
5572,,,BAO_0000219,,646.0,14991,The compound was tested for tumor cell growth inhibitory activity against human lung carcinoma (A549) cell line.,F,,Homo sapiens,9606.0,,
5573,,,BAO_0000219,,646.0,5243,Concentration required for growth inhibition of human lung carcinoma cell line A549,F,,Homo sapiens,9606.0,,
5574,,,BAO_0000219,,646.0,12858,Cytotoxic activity against A549/ATCC non-small cell-lung cancer cell line,F,,Homo sapiens,9606.0,,
5575,,,BAO_0000219,,646.0,6776,Growth inhibition against A549 cell line was evaluated,F,,Homo sapiens,9606.0,,
5576,,,BAO_0000219,,646.0,16558,Growth inhibitory activity against A549 human solid tumor cell line using MTT assay,F,,Homo sapiens,9606.0,,
5577,,,BAO_0000219,,646.0,4583,Inhibition of anchorage independent growth of human tumor cell line A549 K-ras-transformed in soft agar,F,,Homo sapiens,9606.0,,
5578,,,BAO_0000219,,646.0,13514,Inhibitor activity against A549 (Human lung carcinoma)cell line with varying concentration of the drug for 72 hrs,F,,Homo sapiens,9606.0,,
5579,,,BAO_0000219,,646.0,15166,Chemosensitivity against DT-diaphorase rich A549 cell lines,F,,Homo sapiens,9606.0,,
5580,,,BAO_0000219,,646.0,13873,Compound tested against A549 lung carcinoma in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,
5581,,,BAO_0000219,,646.0,6447,In vitro cytotoxicity against human A549 (lung cancer) cell line.,F,,Homo sapiens,9606.0,,
5582,,,BAO_0000219,,646.0,2068,In vitro antitumor activity against A549 (lung) human tumor cell lines.,F,,Homo sapiens,9606.0,,
5583,,,BAO_0000219,,646.0,1863,In vitro cytotoxic activity against human lung carcinoma A549 cell line,F,,Homo sapiens,9606.0,,
5584,,,BAO_0000219,,646.0,13873,Compound was tested against A549 lung cancer cell line in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,
5585,,,BAO_0000219,,646.0,13873,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,
5586,,,BAO_0000219,,646.0,13873,Tested against A549 lung carcinoma in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,
5587,,,BAO_0000219,,646.0,579,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction),F,,Homo sapiens,9606.0,,
5588,,,BAO_0000219,,646.0,579,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction).,F,,Homo sapiens,9606.0,,
5589,,,BAO_0000219,,646.0,4584,Compound was tested for inhibition of growth of human lung carcinoma cell line A549 up to a conc of 10 uM; NI means no inhibition,F,,Homo sapiens,9606.0,,
5590,,,BAO_0000219,,646.0,5421,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line,F,,Homo sapiens,9606.0,,
5591,,,BAO_0000219,,646.0,5421,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,F,,Homo sapiens,9606.0,,
5592,,,BAO_0000219,,646.0,5421,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,F,,Homo sapiens,9606.0,,
5593,,,BAO_0000219,,646.0,5421,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line; NA=Not assayed,F,,Homo sapiens,9606.0,,
5594,,,BAO_0000219,,646.0,14188,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay.,F,,Homo sapiens,9606.0,,
5595,,,BAO_0000219,,646.0,14188,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay; UA=Potency was so low that the IC50 was unachievable.,F,,Homo sapiens,9606.0,,
5596,,,BAO_0000219,,646.0,15354,Compound was tested for the growth inhibition of A549 lung tumor cell line,F,,Homo sapiens,9606.0,,
5597,,,BAO_0000219,,646.0,14253,Growth inhibition of human non-small-lung carcinoma (A549) cell line,F,,Homo sapiens,9606.0,,
5598,,,BAO_0000219,,646.0,13873,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,
5599,,In vivo,BAO_0000218,,,3043,Oral bioavailability in dog (conscious),A,,Canis lupus familiaris,9615.0,,
5600,,In vivo,BAO_0000218,,,3045,Compound was evaluated for the oral bioavailability after oral administration in dog.,A,,Canis lupus familiaris,9615.0,,
5601,,In vivo,BAO_0000218,,,3022,Compound was tested for percent of oral bioavailability at 10 mg/ml dose in dogs,A,,Canis lupus familiaris,9615.0,,
5602,,In vivo,BAO_0000218,,,4453,Oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
5603,,In vivo,BAO_0000218,,,1696,Oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
