miller2_FiscalYear,miller2_IndigenousIssues(marker),miller2_CFLI(marker),miller2_Biodiversity(marker),miller2_RegionalProgram(marker),miller2_DivisionName,miller2_UntiedAmount(Project-levelBudget),miller2_SectorPercent,miller2_OrganisationSub-class,miller2_FundCentreID,miller2_ProjectNumber,miller2_FundCentreName,miller2_OrganisationType,miller2_KnowledgeForDevelopment(marker),miller2_GenderEquality(marker),miller2_TradeDevelopment(marker),miller2_UrbanIssues(marker),miller2_ChildrenIssues(marker),miller2_YouthIssues(marker),miller2_DisabilityIssues(marker),miller2_ICTAsAToolForDevelopment(marker),miller2_OrganisationID,miller2_OrganisationName,miller2_OrganisationClass,miller2_ContinentID,miller2_ContinentName,miller2_ProjectBrowserCountryID,miller2_CountryRegionID,miller2_CountryRegionName,miller2_CountryRegionPercent,miller2_SectorID,miller2_SectorName,miller2_AmountSpent
2009/2010,0,0,0,0,KED Engaging Canadians,90768.29,1.0,FEDERAL,6118,S064771001,Thematic Conferences,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,10070,Environment Canada Canadian Environmental  Assessment,Governmental,1,America,GT,GT,Guatemala,0.1538,31110,Agricultural policy and administrative management,13960.163
2009/2010,0,0,0,0,KED Engaging Canadians,90768.29,1.0,FEDERAL,6118,S064771001,Thematic Conferences,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,10070,Environment Canada Canadian Environmental  Assessment,Governmental,3,Asia,IN,IN,India,0.0769,31110,Agricultural policy and administrative management,6980.081501000001
2009/2010,0,0,0,0,KED Engaging Canadians,90768.29,1.0,FEDERAL,6118,S064771001,Thematic Conferences,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,10070,Environment Canada Canadian Environmental  Assessment,Governmental,3,Asia,KZ,KZ,Kazakhstan,0.0385,31110,Agricultural policy and administrative management,3494.5791649999996
2009/2010,0,0,0,0,KED Engaging Canadians,90768.29,1.0,FEDERAL,6118,S064771001,Thematic Conferences,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,10070,Environment Canada Canadian Environmental  Assessment,Governmental,1,America,MX,MX,Mexico,0.192,31110,Agricultural policy and administrative management,17427.51168
2009/2010,0,0,0,0,KED Engaging Canadians,90768.29,1.0,FEDERAL,6118,S064771001,Thematic Conferences,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,10070,Environment Canada Canadian Environmental  Assessment,Governmental,2,Africa,MZ,MZ,Mozambique,0.0385,31110,Agricultural policy and administrative management,3494.5791649999996
2009/2010,0,0,0,0,KED Engaging Canadians,90768.29,1.0,FEDERAL,6118,S064771001,Thematic Conferences,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,10070,Environment Canada Canadian Environmental  Assessment,Governmental,2,Africa,NG,NG,Nigeria,0.0385,31110,Agricultural policy and administrative management,3494.5791649999996
2009/2010,0,0,0,0,KED Engaging Canadians,90768.29,1.0,FEDERAL,6118,S064771001,Thematic Conferences,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,10070,Environment Canada Canadian Environmental  Assessment,Governmental,1,America,PA,PA,Panama,0.0385,31110,Agricultural policy and administrative management,3494.5791649999996
2009/2010,0,0,0,0,KED Engaging Canadians,90768.29,1.0,FEDERAL,6118,S064771001,Thematic Conferences,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,10070,Environment Canada Canadian Environmental  Assessment,Governmental,2,Africa,UG,UG,Uganda,0.0385,31110,Agricultural policy and administrative management,3494.5791649999996
2009/2010,0,0,0,0,KED Engaging Canadians,90768.29,1.0,FEDERAL,6118,S064771001,Thematic Conferences,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,10070,Environment Canada Canadian Environmental  Assessment,Governmental,2,Africa,ZA,ZA,South Africa,0.0385,31110,Agricultural policy and administrative management,3494.5791649999996
2009/2010,0,0,0,0,KED Engaging Canadians,224990.94,0.6,NGO,6121,S064773001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,1,1,0,0,1002246,World Literacy of Canada,Civil Society,3,Asia,IN,IN,India,1.0,11130,Teacher training,27660.0
2009/2010,0,0,0,0,KED Engaging Canadians,224990.94,0.2,NGO,6121,S064773001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,1,1,0,0,1002246,World Literacy of Canada,Civil Society,3,Asia,IN,IN,India,1.0,12261,Health education,9220.0
2009/2010,0,0,0,0,KED Engaging Canadians,224990.94,0.2,NGO,6121,S064773001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,1,1,0,0,1002246,World Literacy of Canada,Civil Society,3,Asia,IN,IN,India,1.0,32140,Cottage industries and handicrafts,9220.0
2009/2010,0,0,0,0,KSD Social Development Partnerships,500000.0,0.15,NGO,6161,S064774001,Health,Canadian Non-Profit Making,0,3,0,0,0,0,0,0,1002364,M�decins du Monde Canada,Civil Society,1,America,HT,HT,Haiti,1.0,12181,Medical education/training,6000.0
2009/2010,0,0,0,0,KSD Social Development Partnerships,500000.0,0.15,NGO,6161,S064774001,Health,Canadian Non-Profit Making,0,3,0,0,0,0,0,0,1002364,M�decins du Monde Canada,Civil Society,1,America,HT,HT,Haiti,1.0,12261,Health education,6000.0
2009/2010,0,0,0,0,KSD Social Development Partnerships,500000.0,0.25,NGO,6161,S064774001,Health,Canadian Non-Profit Making,0,3,0,0,0,0,0,0,1002364,M�decins du Monde Canada,Civil Society,1,America,HT,HT,Haiti,1.0,13020,Reproductive health care,10000.0
2009/2010,0,0,0,0,KSD Social Development Partnerships,500000.0,0.25,NGO,6161,S064774001,Health,Canadian Non-Profit Making,0,3,0,0,0,0,0,0,1002364,M�decins du Monde Canada,Civil Society,1,America,HT,HT,Haiti,1.0,13030,Family planning,10000.0
2009/2010,0,0,0,0,KSD Social Development Partnerships,500000.0,0.1,NGO,6161,S064774001,Health,Canadian Non-Profit Making,0,3,0,0,0,0,0,0,1002364,M�decins du Monde Canada,Civil Society,1,America,HT,HT,Haiti,1.0,13040,STD control including HIV/AIDS,4000.0
2009/2010,0,0,0,0,KSD Social Development Partnerships,500000.0,0.1,NGO,6161,S064774001,Health,Canadian Non-Profit Making,0,3,0,0,0,0,0,0,1002364,M�decins du Monde Canada,Civil Society,1,America,HT,HT,Haiti,1.0,13081,Personnel development for population and reproductive health,4000.0
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.51,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,1,America,BO,BO,Bolivia,0.0638,16030,Housing policy and administrative management,6702.17724
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.26,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,1,America,BO,BO,Bolivia,0.0638,16064,Social mitigation of HIV/AIDS,3416.7962399999997
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.17,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,1,America,BO,BO,Bolivia,0.0638,24040,Informal/semi-formal financial intermediaries,2234.05908
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.06,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,1,America,BO,BO,Bolivia,0.0638,43030,Urban development and management,788.49144
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.51,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,1,America,CL,CL,Chile,0.0638,16030,Housing policy and administrative management,6702.17724
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.26,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,1,America,CL,CL,Chile,0.0638,16064,Social mitigation of HIV/AIDS,3416.7962399999997
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.17,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,1,America,CL,CL,Chile,0.0638,24040,Informal/semi-formal financial intermediaries,2234.05908
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.06,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,1,America,CL,CL,Chile,0.0638,43030,Urban development and management,788.49144
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.51,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,CM,CM,Cameroon,0.1277,16030,Housing policy and administrative management,13414.85946
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.26,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,CM,CM,Cameroon,0.1277,16064,Social mitigation of HIV/AIDS,6838.9479599999995
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.17,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,CM,CM,Cameroon,0.1277,24040,Informal/semi-formal financial intermediaries,4471.61982
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.06,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,CM,CM,Cameroon,0.1277,43030,Urban development and management,1578.21876
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.51,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,EG,EG,Egypt,0.0213,16030,Housing policy and administrative management,2237.56074
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.26,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,EG,EG,Egypt,0.0213,16064,Social mitigation of HIV/AIDS,1140.71724
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.17,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,EG,EG,Egypt,0.0213,24040,Informal/semi-formal financial intermediaries,745.85358
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.06,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,EG,EG,Egypt,0.0213,43030,Urban development and management,263.24244
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.51,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,3,Asia,IN,IN,India,0.0426,16030,Housing policy and administrative management,4475.12148
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.26,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,3,Asia,IN,IN,India,0.0426,16064,Social mitigation of HIV/AIDS,2281.43448
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.17,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,3,Asia,IN,IN,India,0.0426,24040,Informal/semi-formal financial intermediaries,1491.70716
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.06,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,3,Asia,IN,IN,India,0.0426,43030,Urban development and management,526.48488
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.51,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,KE,KE,Kenya,0.0638,16030,Housing policy and administrative management,6702.17724
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.26,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,KE,KE,Kenya,0.0638,16064,Social mitigation of HIV/AIDS,3416.7962399999997
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.17,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,KE,KE,Kenya,0.0638,24040,Informal/semi-formal financial intermediaries,2234.05908
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.06,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,KE,KE,Kenya,0.0638,43030,Urban development and management,788.49144
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.51,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,TZ,TZ,"Tanzania,Un Rep",0.085,16030,Housing policy and administrative management,8929.233
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.26,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,TZ,TZ,"Tanzania,Un Rep",0.085,16064,Social mitigation of HIV/AIDS,4552.157999999999
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.17,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,TZ,TZ,"Tanzania,Un Rep",0.085,24040,Informal/semi-formal financial intermediaries,2976.4109999999996
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.06,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,TZ,TZ,"Tanzania,Un Rep",0.085,43030,Urban development and management,1050.498
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.51,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,UG,UG,Uganda,0.0426,16030,Housing policy and administrative management,4475.12148
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.26,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,UG,UG,Uganda,0.0426,16064,Social mitigation of HIV/AIDS,2281.43448
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.17,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,UG,UG,Uganda,0.0426,24040,Informal/semi-formal financial intermediaries,1491.70716
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.06,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,UG,UG,Uganda,0.0426,43030,Urban development and management,526.48488
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.51,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,ZA,ZA,South Africa,0.4894,16030,Housing policy and administrative management,51411.37212
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.26,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,ZA,ZA,South Africa,0.4894,16064,Social mitigation of HIV/AIDS,26209.719119999998
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.17,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,ZA,ZA,South Africa,0.4894,24040,Informal/semi-formal financial intermediaries,17137.12404
2009/2010,0,0,0,0,KED Engaging Canadians,689060.0,0.06,NGO,6121,S064777001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,1,1,1,1,0,1000213,Rooftops Canada Foundation Inc. Fondation Abri international,Civil Society,2,Africa,ZA,ZA,South Africa,0.4894,43030,Urban development and management,6048.396720000001
2009/2010,1,0,0,0,KGD Sustainable Economic Growth Partner.,290000.0,0.5,NGO,6218,S064778001,Governance & Human Rights,Canadian Non-Profit Making,2,0,2,0,1,1,0,0,1001140,North-South Institute Institut Nord-Sud,Civil Society,2,Africa,X1,X1,Africa MC,0.34,15110,Public sector policy and administrative management,49300.0
2009/2010,1,0,0,0,KGD Sustainable Economic Growth Partner.,290000.0,0.25,NGO,6218,S064778001,Governance & Human Rights,Canadian Non-Profit Making,2,0,2,0,1,1,0,0,1001140,North-South Institute Institut Nord-Sud,Civil Society,2,Africa,X1,X1,Africa MC,0.34,15111,Public finance management,24650.0
2009/2010,1,0,0,0,KGD Sustainable Economic Growth Partner.,290000.0,0.25,NGO,6218,S064778001,Governance & Human Rights,Canadian Non-Profit Making,2,0,2,0,1,1,0,0,1001140,North-South Institute Institut Nord-Sud,Civil Society,2,Africa,X1,X1,Africa MC,0.34,15150,Democratic participation and civil society,24650.0
2009/2010,1,0,0,0,KGD Sustainable Economic Growth Partner.,290000.0,0.5,NGO,6218,S064778001,Governance & Human Rights,Canadian Non-Profit Making,2,0,2,0,1,1,0,0,1001140,North-South Institute Institut Nord-Sud,Civil Society,1,America,X2,X2,Americas MC,0.33,15110,Public sector policy and administrative management,47850.0
2009/2010,1,0,0,0,KGD Sustainable Economic Growth Partner.,290000.0,0.25,NGO,6218,S064778001,Governance & Human Rights,Canadian Non-Profit Making,2,0,2,0,1,1,0,0,1001140,North-South Institute Institut Nord-Sud,Civil Society,1,America,X2,X2,Americas MC,0.33,15111,Public finance management,23925.0
2009/2010,1,0,0,0,KGD Sustainable Economic Growth Partner.,290000.0,0.25,NGO,6218,S064778001,Governance & Human Rights,Canadian Non-Profit Making,2,0,2,0,1,1,0,0,1001140,North-South Institute Institut Nord-Sud,Civil Society,1,America,X2,X2,Americas MC,0.33,15150,Democratic participation and civil society,23925.0
2009/2010,1,0,0,0,KGD Sustainable Economic Growth Partner.,290000.0,0.5,NGO,6218,S064778001,Governance & Human Rights,Canadian Non-Profit Making,2,0,2,0,1,1,0,0,1001140,North-South Institute Institut Nord-Sud,Civil Society,3,Asia,X3,X3,Asia MC,0.33,15110,Public sector policy and administrative management,47850.0
2009/2010,1,0,0,0,KGD Sustainable Economic Growth Partner.,290000.0,0.25,NGO,6218,S064778001,Governance & Human Rights,Canadian Non-Profit Making,2,0,2,0,1,1,0,0,1001140,North-South Institute Institut Nord-Sud,Civil Society,3,Asia,X3,X3,Asia MC,0.33,15111,Public finance management,23925.0
2009/2010,1,0,0,0,KGD Sustainable Economic Growth Partner.,290000.0,0.25,NGO,6218,S064778001,Governance & Human Rights,Canadian Non-Profit Making,2,0,2,0,1,1,0,0,1001140,North-South Institute Institut Nord-Sud,Civil Society,3,Asia,X3,X3,Asia MC,0.33,15150,Democratic participation and civil society,23925.0
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.1,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,CR,CR,Costa Rica,0.1,13040,STD control including HIV/AIDS,1715.0
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.15,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,CR,CR,Costa Rica,0.1,14010,Water sector policy and administrative management,2572.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.15,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,CR,CR,Costa Rica,0.1,31210,Forestry policy and administrative management,2572.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.25,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,CR,CR,Costa Rica,0.1,31281,Forestry education/training,4287.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.15,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,CR,CR,Costa Rica,0.1,41030,Bio-diversity,2572.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.2,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,CR,CR,Costa Rica,0.1,41081,Environmental education/training,3430.0
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.1,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,CU,CU,Cuba,0.3,13040,STD control including HIV/AIDS,5145.0
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.15,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,CU,CU,Cuba,0.3,14010,Water sector policy and administrative management,7717.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.15,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,CU,CU,Cuba,0.3,31210,Forestry policy and administrative management,7717.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.25,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,CU,CU,Cuba,0.3,31281,Forestry education/training,12862.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.15,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,CU,CU,Cuba,0.3,41030,Bio-diversity,7717.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.2,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,CU,CU,Cuba,0.3,41081,Environmental education/training,10290.0
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.1,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,DO,DO,Dominican Rep.,0.1,13040,STD control including HIV/AIDS,1715.0
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.15,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,DO,DO,Dominican Rep.,0.1,14010,Water sector policy and administrative management,2572.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.15,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,DO,DO,Dominican Rep.,0.1,31210,Forestry policy and administrative management,2572.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.25,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,DO,DO,Dominican Rep.,0.1,31281,Forestry education/training,4287.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.15,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,DO,DO,Dominican Rep.,0.1,41030,Bio-diversity,2572.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.2,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,DO,DO,Dominican Rep.,0.1,41081,Environmental education/training,3430.0
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.1,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,HN,HN,Honduras,0.3,13040,STD control including HIV/AIDS,5145.0
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.15,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,HN,HN,Honduras,0.3,14010,Water sector policy and administrative management,7717.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.15,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,HN,HN,Honduras,0.3,31210,Forestry policy and administrative management,7717.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.25,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,HN,HN,Honduras,0.3,31281,Forestry education/training,12862.5
2009/2010,0,0,1,0,KED Engaging Canadians,897600.0,0.15,NGO,6121,S064780001,International Youth Internship Program,Canadian Non-Profit Making,0,2,0,0,0,1,0,0,1001309,Falls Brook Centre (FBC),Civil Society,1,America,HN,HN,Honduras,0.3,41030,Bio-diversity,7717.5
