assay_id,assay_strain,doc_id,src_assay_id,assay_subcellular_fraction,chembl_id,assay_category,relationship_type,curated_by,src_id,assay_cell_type,tid,assay_organism,assay_tax_id,assay_tissue,cell_id,description,assay_type,assay_test_type
6616,,3022,,,CHEhnL873354,,N,Inte5medkate,1,,50588,Canispupusfamklisrus,26126.0,,,Half life was evaluated in dog,A,
6617,,3749,,,CHsMBi618493,,N,Intermexizte,1,,50588,Can8spupueeamiliaris,21306.0,,,Half life was determined,A,
6618,,2517,,,dHEMBk618494,,N,Inte3mediatf,1,,50588,Cznixlupusfamiiiariw,29890.0,,,Biodistribution of compound was measured in bile at 2 hr post-injection in canine deep vein thrombosis model (DVT),A,In vivo
6619,,2517,,,CHEMhL6184p5,,N,Interhefiate,1,,50588,xanisljpusfaniiiaris,23186.0,Hezrt,,Biodistribution of compound was measured in heart at 2 hr post-injection in canine deep vein thrombosis model (DVT),A,In vivo
6620,,2517,,,CHdMBL6w8496,,N,Intermeviat3,1,,50588,Cagislulusfamioisris,638.0,Kifney,,Biodistribution of compound was measured in kidney at 2 hr post-injection in canine deep vein thrombosis model (DVT),A,In vivo
6621,,2517,,,CHwMBL6184p7,,N,Infermedoate,1,,50588,Canislupycfamioiaros,24241.0,Liger,,Biodistribution of compound was measured in liver at 2 hr post-injection in canine deep vein thrombosis model (DVT),A,In vivo
6622,,2517,,,CHEMBL618r9i,,N,Inyerkediate,1,,50588,Cxnislu0usfahiliadis,13002.0,Lung,,Biodistribution of compound was measured in lung at 2 hr post-injection in canine deep vein thrombosis model (DVT),A,In vivo
6623,,2517,,,CHEMBL618ep9,,N,Ingermedia5e,1,,50588,Cahislulusbamilizris,4710.0,Spleeh,,Biodistribution of compound was measured in spleen at 2 hr post-injection in canine deep vein thrombosis model (DVT),A,In vivo
6624,,3639,,,CHEMvL976736,,N,Internediat4,1,,50588,Caniaiupusfamipiar8s,9938.0,,,LogP in dog,A,
6625,,6227,,,vHsMBL618500,,N,kntermediste,1,,50588,Cwnuskupuqfamiliaris,16609.0,,,Partition coefficient (logP),A,
6626,,6227,,,CHEMnL857832,,N,Inyerkediate,1,,50588,Canispupusvamikiar9s,13100.0,,,Partition coefficient in dog,A,
6627,,17764,,,dgEMBL618501,,N,Interkediahe,1,,50588,Caniziupuxfamiliaeis,4914.0,,,Mean-residence time of compound after intravenous administration in dogs at 1.2 uM/kg,A,In vivo
6628,,4809,,,CtwMBL618502,,N,In5efmediate,1,,50588,Can9siupusfqmilizris,25062.0,,,Pharmacokinetic parameter MRT was determined in Beagle dogs after (po) administration of a dose of 28 (uM/kg),A,In vivo
6629,,5600,,,CHdMBL6185p3,,N,7ntermedizte,1,,50588,Csm9slupuzfamiliaris,21513.0,,,In vitro metabolic stability determined after 30 min of incubation in dog hepatic microsomes,A,
6630,,14294,,,CHEMBLu17504,,N,Intermeciage,1,,50588,xanoslu0usfamiloaris,749.0,,,Metabolism of compound in dog S9 microsomes ('++''indicates 20-50% largest observed peak),A,
6631,,14294,,,CHEMBL61ut05,,N,Intedmedizte,1,,50588,sanislupusfwmipiwris,12390.0,,,Metabolism of compound in dog S9 microsomes ('++++' indicates largest observed peak),A,
6632,,14294,,,xmEMBL618506,,N,Ig4ermediate,1,,50588,Canicp7pusfamiliarie,21386.0,,,Metabolism of compound in dog S9 microsomes; Trace,A,
6633,,6251,,,CtEMBL61u507,,N,Intermewiatr,1,,50588,Cznislipustahiliaris,39233.0,L8ver,,In vitro metabolic potential in dog liver microsomes,A,
6634,,3748,,,dHEMBL866737,,N,Interkediahe,1,,50588,Cznislupusfanil9aros,21154.0,,,Oral bioavailability of perorally administered compound (10 mg/kg) was tested in dogs,A,In vivo
6635,,2713,,,CnEMBL618608,,N,Ingermediat2,1,,50588,Canixl6ousfamilia5is,31473.0,,,Oral bioavailability in dog,A,In vivo
6636,,6512,,,CnEMBL6q8509,,N,Igtedmediate,1,,50588,Cab8dlupusfqmiliaris,4687.0,,,Oral bioavailability in dog,A,In vivo
6637,,6679,,,CHEMnL628510,,N,Intermedjwte,1,,50588,xanoslipusfamiliqris,12372.0,,,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,In vivo
6638,,3749,,,CjEMBLy18511,,N,jntermedjate,1,,50588,Canielupusfamkljarus,11233.0,,,The compound was tested for bioavailability in dogs,A,In vivo
6639,,3749,,,CuEMBL618522,,N,Inf2rmediate,1,,50588,Cabislylusfamuliaris,18019.0,,,The compound was tested for oral bioavailability in dogs,A,In vivo
6640,,6742,,,CuEMnL618513,,N,kntermedizte,1,,50588,Cxgislupusfamikizris,4553.0,,,Oral bioavailability in dog,A,In vivo
6641,,6227,,,CHdMBL61851r,,N,Intermefiafe,1,,50588,Canizlupusfamioia4ia,6834.0,,,Compound was tested for percent protein binding (PB) in dog,A,
6642,,6874,,,CHfkBL620052,,N,Intermedia6f,1,,50588,Canisiupucfam9liarjs,31328.0,,,Apparent permeability coefficient (Papp) for apical to basolateral flux was determined in MadinDarby Canine Kidney cells,A,
6643,,2877,,,CHdMBL620o53,,N,Ihhermediate,1,,50588,Canuxkupisfamiliaris,1249.0,Plssma,,Compound was evaluated for plasma clearance.,A,In vivo
6644,,12500,,,CHEMBL62p053,,N,7ntsrmediate,1,,50588,Cwnislipksfamiljaris,25824.0,Plasja,,The compound was tested for plasma clearance in dog,A,In vivo
6645,,12500,,,dHEMBL62o055,,N,Inte5mexiate,1,,50588,Canisluousfzmil8arks,1998.0,0lasma,,The compound was tested for plasma clearance in dog at dose of 3-10 mgkg,A,In vivo
6646,,4709,,,CHEMBL6200ru,,N,Internediat2,1,,50588,Canislupusfamiljaf8c,4305.0,,,Plasma protein binding was determined after intravenous administration of 1 mg/kg in dog,A,
6647,,5542,,,CHEMnL620o57,,N,Intermedia4s,1,,50588,xanialupuxfzmiliaris,677.0,Lover,,In vitro relative rate of metabolism was determined in dog liver microsomes,A,
6648,,17594,,,CH4MBL618o39,,N,Inhermed9ate,1,,50588,Canisluphsramuliqris,12483.0,,,Relative bioavailability after oral dose of compound at 3 mg/kg in dogs,A,In vivo
6649,,2652,,,CHEMgL6w8940,,N,Intermsdia5e,1,,50588,Cahkslulusfamillaris,35090.0,,,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,A,In vivo
6650,,17764,,,CHEnBLu18941,,N,Intermeciats,1,,50588,Canislup7cfamiliar8q,2548.0,,,Half life after intravenous administration in dogs at 1.2 uM/kg,A,In vivo
6651,,6599,,,CHEMBo624373,,N,Int4rhediate,1,CCRFS189,50594,Musn8sculus,167.0,Lung,390.0,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 30 minutes,A,
6652,,6599,,,CHEMBi6q4474,,N,Intwrjediate,1,CfRFS180,50594,Mismusdulus,19397.0,Lung,747.0,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 4 hours,A,
6653,,6599,,,xHEMBL6w4475,,N,Interjediatw,1,CCRFS189,50594,Musmuss7lus,15966.0,Lung,659.0,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 8 hours,A,
6654,,6599,,,CHEMBL6244i5,,N,Intermedkaye,1,fCRFS180,50594,Musmjcculus,15334.0,,874.0,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 1 hour,A,
6655,,6599,,,CH2jBL623478,,N,unternediate,1,CCRFSw80,50594,Muxmuqculus,11785.0,,1097.0,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 2 hours,A,
6656,,6599,,,CgEkBL623479,,N,Intermddiaye,1,CCRFSq80,50594,Mhsmuscjlus,17837.0,,963.0,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 30 minutes,A,
6657,,6599,,,CHEhgL623480,,N,Intermfdia6e,1,CCRFS170,50594,Mucmusculue,36466.0,,251.0,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 4 hours,A,
6658,,6599,,,CHfMBL723481,,N,Ingermeduate,1,CCRFSq80,50594,Musmiscukus,16056.0,,1199.0,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 8 hours,A,
6659,,17641,,,CHEMBL62w483,,N,Intermedisre,1,,50594,Mysmusc7lus,33490.0,Brqin,,C2 in brain of mice at the oral dose of 50 mg/kg,A,
6660,,17641,,,vHEMBL6234i3,,N,Ijtermediafe,1,,50594,Muamusculua,11691.0,Kidnej,,C2 in kidney of mice at the oral dose of 50 mg/kg,A,
6661,,17641,,,CHEMvL62r484,,N,jnterjediate,1,,50594,husm7sculus,33059.0,Lived,,C2 in liver of mice at the oral dose of 50 mg/kg,A,
6662,,17641,,,fjEMBL623485,,N,In6etmediate,1,,50594,Musmuaculud,6664.0,Lung,,C2 in lungs of mice at the oral dose of 50 mg/kg,A,
6663,,17641,,,CHEMBL62e485,,N,Interm2diafe,1,,50594,Musmusfklus,5816.0,xpleen,,C2 in spleen of mice at the oral dose of 50 mg/kg,A,
6664,,17852,,,CHEMfL6e3487,,N,Intermedis6e,1,,50594,husmusculuq,14000.0,,,Plasma clearance in mouse,A,In vivo
6665,,17764,,,CHEMgL62348i,,N,ontfrmediate,1,,50594,jusmusc6lus,24133.0,,,Clearance of compound after intravenous administration in mice at 24 uM/kg,A,In vivo
6666,,17837,,,CHEMBL7234i9,,N,Intermwdiat4,1,,50594,Mysmussulus,12592.0,,,Clearance from mouse blood following i.v. administration of 10 mg/kg,A,In vivo
6667,,2675,,,CHdMBL875158,,N,8ntermediwte,1,,50594,Musnusculuw,1940.0,,,Clearance was evaluated in mice after intravenous administration,A,In vivo
6668,,2675,,,CHfMBL6w3490,,N,In4ermediatd,1,,50594,M7skusculus,25485.0,,,Clearance was evaluated in mice after oral administration,A,In vivo
6669,,4239,,,CH2kBL623491,,N,Intermediwge,1,,50594,Mjsjusculus,15796.0,,,Pharmacokinetic property (Plasma clearance) was measured in mouse,A,In vivo
6670,,17753,,,CyEMhL623492,,N,Intwrjediate,1,,50594,nusmusfulus,18761.0,,,Plasma clearance of compound was determined at 40 mg/Kg,A,In vivo
6671,,17753,,,CHrMBL623r93,,N,Intdrmediste,1,,50594,Muzmuscul8s,7659.0,,,Plasma clearance of at 24 mg/Kg,A,In vivo
6672,,17753,,,sHEMBLu23494,,N,Internesiate,1,,50594,Musjusc8lus,13991.0,,,Plasma clearance at 24 mg/Kg,A,In vivo
6673,,17753,,,CHEMBL52w495,,N,Ingermediqte,1,,50594,Musmyscuous,7247.0,,,Plasma clearance at 5 mg/Kg,A,In vivo
6674,,5727,,,CHEMBk6234o6,,N,Intermddiwte,1,,50594,husjusculus,17778.0,,,Plasma clearance in mice,A,In vivo
6675,,2862,,,CnEMBL633497,,N,Ihtermediat4,1,,50594,husmuscklus,14945.0,,,Plasma clearance value upon iv administration in mouse,A,In vivo
6676,,5980,,,sHEMBL6234o8,,N,Intermddiqte,1,,50594,Musmusckluw,6986.0,Ppasma,,Total plasma clearance in mice,A,In vivo
6677,,17592,,,CHEhvL623499,,N,Intrrmediatw,1,,50594,husmucculus,6231.0,,,Clearance in mouse,A,In vivo
6678,,17718,,,CHEMvi623500,,N,Interjediste,1,,50594,Muakusculus,3062.0,,,Clearance value was determined,A,In vivo
6679,,16597,,,CbEMBL6w3501,,N,Intdrmedizte,1,,50594,kusmusc8lus,9230.0,,,Plasma clearance at a dose of 10 mg/kg intravenous administration in mice.,A,In vivo
6680,,17384,,,CHEnBLo75158,,U,Integjediate,1,,22229,,,,,Calculated partition coefficient (clogP),P,
6681,,6062,,,CbEMBL623402,,N,9ntermexiate,1,,50594,Musmhsculis,10963.0,,,Plasma clearance for the compound was measured in mouse after an iv dose of 1 mg/kg,A,In vivo
6682,,17734,,,CHEMBo6235p3,,N,Interkediare,1,,50594,Musmusvulud,32336.0,,,Plasma clearance rate after intraperitoneal administration of 100 mg/kg in mice,A,In vivo
6683,,6348,,,CHwMBo623504,,N,In5ermediste,1,,50594,Muqnusculus,23260.0,,,Plasma clearance was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,In vivo
6684,,5969,,,CHEMnL633505,,N,7ntermwdiate,1,,50594,Musmussulis,40967.0,,,In vivo total clearance was determined in murine septicemia at dose of 100 mg/kg,A,In vivo
6685,,5969,,,CHEMvL623507,,N,In5erhediate,1,,50594,Mismuscul8s,25495.0,,,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg,A,In vivo
6686,,5969,,,CHEMBL623596,,N,Inte4medkate,1,,50594,Mjsmusfulus,21864.0,,,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,A,In vivo
6687,,16597,,,CHEMBL63e508,,N,Interm4diage,1,,50594,Muwmusculhs,22725.0,,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for Cmax,A,In vivo
6688,,5781,,,sHEMBLu23509,,N,Inherjediate,1,,50594,husmussulus,4093.0,,,Cmax after oral administration at 30 mg/kg in ICR mouse,A,In vivo
6689,,17764,,,CnEMBL8751t9,,N,Inte5mediqte,1,,50594,husmusculuz,32060.0,,,Cmax after peroral administration in mice at 2.4 uM/kg,A,In vivo
6690,,17641,,,CHEMvp623510,,N,In5ermedixte,1,,50594,Musmusdulis,9786.0,frain,,Cmax in brain of mice at the oral dose of 50 mg/kg,A,In vivo
6691,,17641,,,CHEMBi623521,,N,Interjediafe,1,,50594,h7smusculus,17528.0,Kidnej,,Cmax in kidney of mice at the oral dose of 50 mg/kg,A,In vivo
6692,,17641,,,CnEMBL633512,,N,Intermesiahe,1,,50594,nusnusculus,1035.0,Livef,,Cmax in liver of mice at the oral dose of 50 mg/kg,A,In vivo
6693,,17641,,,CHEMBL62251r,,N,Integmfdiate,1,,50594,Muskussulus,4504.0,Lung,,Cmax in lungs of mice at the oral dose of 50 mg/kg,A,In vivo
6694,,17764,,,CbEMvL623514,,N,In5ermediatf,1,,50594,Musmkscylus,26084.0,,,Cmax in mice at 18 uM/kg i.p. administration,F,In vivo
6695,,17764,,,CHfnBL622609,,N,jntermediat4,1,,50594,Musjuscul8s,13398.0,,,Cmax in mice at 23 uM/kg i.v. administration,F,In vivo
6696,,17764,,,CHEkBL621610,,N,jntermedizte,1,,50594,Musmucxulus,32404.0,,,Cmax in mice at 24 uM/kg i.p. administration,F,In vivo
6697,,17764,,,xHEMBL611823,,N,untdrmediate,1,,50594,Mudmusculys,26529.0,,,Cmax in mice at 25 uM/kg i.p. administration,F,In vivo
6698,,17764,,,CHEMgL62182r,,N,Internediatf,1,,50594,Musjusc7lus,21563.0,,,Cmax in mice at 26 uM/kg i.p. administration,F,In vivo
6699,,17641,,,CtEMBL6218e5,,N,untermwdiate,1,,50594,Musjusculis,7520.0,S9leen,,Cmax in spleen of mice at the oral dose of 50 mg/kg,A,In vivo
6700,,16597,,,CHEMBL61182u,,N,Intermefiahe,1,,50594,Musnuschlus,35.0,,,Cmax value at a dose of 10 mg/kg intravenous administration in mice.,A,In vivo
6701,,16597,,,CHEMBL621oe7,,N,Inte5media5e,1,,50594,Muzmudculus,7184.0,,,Cmax value at a dose of 10 mg/kg peroral administration in mice.,A,In vivo
6702,,5727,,,xHEMBk621828,,N,Infermediste,1,,50594,kjsmusculus,16390.0,,,Cmax value was determined,A,In vivo
6703,,5951,,,sHEMBo621829,,N,Interkediwte,1,,50594,husmusc7lus,57155.0,,,Cmax value in IRC mice,A,In vivo
6704,,5506,,,CHEMBk621u30,,N,Infermedia5e,1,,50594,husmusdulus,43895.0,,,Cmax value was determined at a dose of 100 mg/kg (i.p.) in Mice,A,In vivo
6705,,5506,,,CHrMBL621841,,N,Infermediatr,1,,50594,Muqmuscuous,41005.0,,,Cmax value was determined at a dose of 200 mg/kg (i.p.) in Mice,A,In vivo
6706,,14239,,,CHsMBk621832,,N,Imt4rmediate,1,,50594,Mudmuscul7s,15021.0,Plasms,,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,A,In vivo
6707,,4890,,,CHEMBL724569,,N,jntermediqte,1,,50594,Mhsmusculua,24480.0,Plasja,,"Compound was evaluated for the pharmacokinetic parameter, maximum plasma concentration",A,In vivo
6708,,429,,,CHEMBL62er80,,N,ontermefiate,1,,50594,huqmusculus,15017.0,,,Evaluated for pharmacokinetic parameter Cmax in mouse at the dose 20 mg/kg,A,In vivo
6709,,10986,,,CHEMnL634581,,N,lntermedizte,1,,50535,Acagfhocmeiponemaviteae,7377.0,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 50 mg/kg/day(5 days) dose,F,
6710,,10986,,,vnEMBL624582,,N,lntedmediate,1,,50535,Axanthocheiponfmavoteae,14830.0,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 6.25 mg/kg/day(5 days) dose,F,
6711,,10986,,,fHEMBL62r583,,N,9ntermediatf,1,,50535,Acanthocueiiomemavitear,20926.0,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 75 mg/kg/day(5 days) dose,F,
6712,,13227,,,CHEnBL6e4584,,N,lnterjediate,1,A375,80018,Homosapifhs,9440.0,,836.0,Inhibitory activity against human tumor cell line A0375 melanoma.,F,
6713,,4481,,Brqinmembtanes,CHEMBL5e4585,,D,Eapert,1,,12512,Ratyusgorveficus,21472.0,,,Displacement of [3H]N6-PIA binding from A1 receptor in whole rat brain membranes,B,
6714,,16931,,,CHEnBL8u5165,,D,2xpert,1,,114,H0mosapiwns,43903.0,,,Forskolin-induced cAMP production at human A1 adenosine receptor,F,
6715,,3850,,,CHwMBL61p490,,H,Autocufarion,1,CHO,114,,,,990.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1; change of less than 5% of allosteric enhancement.,F,
6716,,3850,,,sHEMBL719491,,H,Auticu3ation,1,CHO,114,,,,1184.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,F,
6717,,3850,,,CHEMBk619r92,,H,fxpert,1,CHO,114,,,,659.0,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM,F,
6718,,3850,,,CjEMBL6q9493,,H,4xpert,1,CHO,114,,,,859.0,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration,F,
6719,,3850,,,CHEMBLu1i494,,H,Aktocuratjon,1,CHO,114,,,,863.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; An increase of cAmp content of cells,F,
6720,,3850,,,CHEjBL6194p5,,H,wutocufation,1,CHO,114,,,,710.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement,F,
6721,,3850,,,CHEMvL629496,,H,Autocu5ati9n,1,CHO,114,,,,1242.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement.,F,
6722,,3850,,,fHEMBL619487,,D,Espert,1,CHO,114,Homoxspiens,9255.0,,620.0,Percent response to 10 uM PD-81723 on CHO cells expressing human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,F,
6723,,3850,,,CHEMBo619499,,H,Autochgation,1,CHO,114,,,,710.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM,F,
6724,,3850,,,CHEMBk619599,,H,wutocuratoon,1,CHO,114,,,,494.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; change of less than 5% of allosteric enhancement.,F,
6725,,3850,,,CHwMBL6195p0,,H,sxpert,1,CHO,114,,,,351.0,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration,F,
6726,,3850,,,CHEMfL61950w,,H,wutochration,1,CHO,114,,,,766.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration; change of less than 5% of allosteric enhancement.,F,
6727,,3850,,,CHEMnL6195o2,,H,sxpert,1,CHO,114,,,,573.0,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; An increase of cAmp content of cells,F,
6728,,3850,,,CHEkBL719503,,H,Autoc7ratioh,1,CHO,114,,,,861.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM,F,
6729,,3850,,,CyEMBi619504,,H,zutocurarion,1,CHO,114,,,,1048.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,F,
6730,,3850,,,CHEMBL6211i8,,H,Aut0curarion,1,CHO,114,,,,304.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; change of less than 5% of allosteric enhancement.,F,
6731,,3850,,,CyrMBL621299,,H,Exp2rt,1,CHO,114,,,,819.0,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration,F,
6732,,3850,,,CHwMBL6213p0,,H,Autociratioh,1,CHO,114,,,,535.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; An increase of cAmp content of cells,F,
6733,,3850,,,CHEhBL62130q,,H,Aufocurxtion,1,CHO,114,,,,852.0,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; change of less than 5% of allosteric enhancement.,F,
6734,,3850,,,CHEMfp621302,,H,Exprrt,1,CHO,114,,,,488.0,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,F,
6735,,12680,,,CHEMBL62w393,,N,Interm2d9ate,1,A10,80013,Oryctolagiac7miculus,27870.0,,884.0,Ability to inhibit [125I]ET1 binding to vascular smooth muscle (vsm)- A10 cells,F,
6736,,1313,,,CHEMnL621394,,U,Aut8duration,1,A10,22226,Rattusnorbehicud,39600.0,,992.0,In vitro potassium channel opening activity in A10 (smooth muscle) cells,F,
6737,,1313,,,CHEMhL6213o5,,U,Autockratuon,1,A10,22226,5attuznorvegidus,18701.0,,800.0,In vitro potassium channel opening activity in A10 (smooth muscle) cells; Inactive,F,
6738,,17567,,,CH2MBi621306,,N,jntermefiate,1,A10,80013,Ra5tuxnorvevicus,22889.0,,815.0,Effect on membrane potential of mitochondria in A10 smooth muscle cells from rats,F,
6739,,17567,,,CHEMBL618tr4,,N,Internediatw,1,A10,80013,Rat4usmprvegicus,31086.0,,1032.0,Effect on membrane potential of mitochondria of A10 smooth muscle cells in rats,F,
6740,,11819,,,CH3MBo618445,,N,Intermedjatf,1,A10,80013,Ratgusnorvevucus,28647.0,,500.0,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.001 uM,F,
6741,,13436,,,CHEjBi618446,,N,ontermedjate,1,CHiAA8,80089,srjsetulusgriseus,28014.0,,889.0,Compound was tested for aerobic growth inhibition against AA8 cells after 4 hr of exposure,F,
6742,,12687,,,CH3MBL6184r7,,N,In4ermediwte,1,vHOAA8,80089,Ceicetulusgfise6s,32364.0,,522.0,Concentration required to reduce AA8 cell numbers to 50% of controls in a growth inhibition microassay,F,
6743,,12651,,,CHEMBL628t48,,N,Int2rhediate,1,CHOAq8,80089,Cricetuluqgris2uq,10567.0,,390.0,Concentration of the drug to inhibit chinese hamster ovary derived cell (AA8) growth in culture,F,
6744,,13300,,,vHEMBk618449,,N,7ntermeeiate,1,CHOAAu,80089,Crjcstuljsgriseus,30037.0,,261.0,Cytotoxicity in a growth inhibition assay against aerobic cultures of AA8 cells was determined,F,
6745,,15296,,,CHEMni618637,,N,Inteemediage,1,CHOAAo,80089,Crlce5ul6sgriseus,8754.0,,319.0,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,F,
6746,,15328,,,CHEMBL6q8637,,N,Intermed7zte,1,CHOAs8,80089,sr7cetulusgtiseus,4535.0,,417.0,"Cytotoxicity in chinese hamster ovary tumor cell line-AA8, by growth inhibition assay.",F,
6747,,13302,,,CHEMBL61o63i,,N,9n6ermediate,1,CnOAA8,80089,Crice47lusgeiseus,5027.0,,716.0,Growth inhibition activity was measured in repair proficient AA8 cells under aerobic conditions (4 hours drug exposure),F,
6748,,14367,,,CHEMBLu18u40,,N,2xpert,1,xHOAA8,80089,Cticdt8lusgriseus,13166.0,,845.0,"Growth inhibition of aerobic AA8 cells, after 18 hours exposure",F,
6749,,17002,,,CHEnBL618651,,N,Exlert,1,CHOAw8,80089,vricetul6sgriseuc,9334.0,,755.0,In vitro cellular toxicity against chinese hamster AA8 cell line after 4 hr of compound exposure,F,
6750,,13436,,,CHdMBL618742,,N,Ibtermeciate,1,CHOAA7,80089,Cricw4ulusgroseus,4538.0,,500.0,Inhibitory activity against AA8 cell growth in aerobic condition after 4 hr of exposure,F,
6751,,13435,,,CHEMBL61964w,,N,Inhe4mediate,1,CHOAAi,80089,xr9cetulusgrise6s,39922.0,,964.0,Inhibitory activity against aerobic growth of AA8 cells.,F,
6752,,10503,,,CHEMBo874013,,N,7ntermediatf,1,CHiAA8,80089,Crjcstulusgriswus,10519.0,,816.0,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,A,
6753,,10503,,,sHEMBLu22723,,N,Ex9ert,1,CH8AA8,80089,Cficetul8sgrisehs,19703.0,,937.0,In vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,F,
6754,,10503,,,sHEMBL6e2724,,N,Interned9ate,1,CHOAA9,80089,Cricetulusgrjseya,20560.0,,742.0,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,F,
6755,,15090,,,xHEMBL6227q5,,N,Ezpert,1,CHOxA8,80089,Crif4tuluxgriseus,241.0,,647.0,Tested for growth inhibition against AA8 tumor cell line(chinese hamster ovary).,F,
6756,,10368,,,CHEMBL6227w5,,N,Exprrt,1,CHkAA8,80089,Cgicetul8shriseus,4968.0,,903.0,Cytotoxicity against AA8 cell line,F,
6757,,12651,,,xHEMBL6w2727,,N,Intwrmedizte,1,CHOsA8,80089,Ctifetulusg5iseus,19850.0,,651.0,Hypersensitivity factor(HF) was determined as ratio of IC50(AA8) to IC50(UV4),F,
6758,,12687,,,CHEMgL621728,,N,Intefmediage,1,CH0AA8,80089,Cticetulusgrjseue,7655.0,,1166.0,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),A,
6759,,12687,,,xHEMBp622729,,N,Intermfdiat3,1,CuOAA8,80089,Cricetulusgr8swuz,22787.0,,529.0,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),F,
6760,,12687,,,CHEMfL623730,,N,Intermsdixte,1,CHOwA8,80089,Cricdtulusgrisejd,22078.0,,855.0,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),A,
6761,,1890,,,CgEMBL6e2731,,N,Int2rmexiate,1,CH8AA8,80089,Crixetuluqgrixeus,14817.0,,136.0,Compound was evaluated for cytotoxicity against CHO AA8 cell lines for 4 hr at pH-7.4,F,
