assay_id,assay_organism,confidence_score,assay_type,assay_cell_type,src_id,description,tid,assay_tax_id,assay_subcellular_fraction,variant_id,chembl_id,doc_id,tissue_id,cell_id,src_assay_id,assay_test_type,assay_category,assay_strain
14325,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (v),22224,,,,CHEMBL629194,13257,2367.0,,,In vivo,,
14326,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (v)/blood,22224,,,,CHEMBL629195,13257,,,,In vivo,,
14327,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (v)/muscle,22224,,,,CHEMBL629373,13257,2385.0,,,In vivo,,
14328,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in spleen,22224,,,,CHEMBL629374,13257,2106.0,,,In vivo,,
14329,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked)i n prostate (d)/biood,22224,,,,CHEMBL629375,13257,2367.0,,,In vivo,,
14330,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in bladder,22224,,,,CHEMBL629376,13257,1255.0,,,In vivo,,
14331,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in blood,22224,,,,CHEMBL629377,13257,178.0,,,In vivo,,
14332,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in bone,22224,,,,CHEMBL629378,13257,1474.0,,,In vivo,,
14333,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in fat,22224,,,,CHEMBL629379,13257,,,,In vivo,,
14334,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in kidney,22224,,,,CHEMBL629151,13257,2113.0,,,In vivo,,
14335,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in liver,22224,,,,CHEMBL629152,13257,2107.0,,,In vivo,,
14336,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in lung,22224,,,,CHEMBL629153,13257,2048.0,,,In vivo,,
14337,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in muscle,22224,,,,CHEMBL629154,13257,2385.0,,,In vivo,,
14338,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d),22224,,,,CHEMBL629155,13257,2367.0,,,In vivo,,
14339,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d)/biood,22224,,,,CHEMBL629156,13257,2367.0,,,In vivo,,
14340,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d)/muscle,22224,,,,CHEMBL629157,13257,2385.0,,,In vivo,,
14341,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v),22224,,,,CHEMBL629158,13257,2367.0,,,In vivo,,
14342,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v)/blood,22224,,,,CHEMBL629159,13257,,,,In vivo,,
14343,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v)/muscle,22224,,,,CHEMBL629160,13257,2385.0,,,In vivo,,
14344,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in spleen,22224,,,,CHEMBL629161,13257,2106.0,,,In vivo,,
14345,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in bladder,22224,,,,CHEMBL629162,13257,1255.0,,,In vivo,,
14346,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in blood,22224,,,,CHEMBL629163,13257,178.0,,,In vivo,,
14347,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in bone,22224,,,,CHEMBL629164,13257,1474.0,,,In vivo,,
14348,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in fat,22224,,,,CHEMBL629165,13257,,,,In vivo,,
14349,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in liver,22224,,,,CHEMBL629166,13257,2107.0,,,In vivo,,
14350,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in lung,22224,,,,CHEMBL629167,13257,2048.0,,,In vivo,,
14351,,0,A,,1,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in muscle,22224,,,,CHEMBL629168,13257,2385.0,,,In vivo,,
14352,,0,A,,1,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 100 uM,22224,,,,CHEMBL629169,2193,,,,,,
14353,,0,A,,1,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 100 uM; no inhibition is observed at this concentration,22224,,,,CHEMBL629170,2193,,,,,,
14354,,0,A,,1,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 10 uM,22224,,,,CHEMBL631153,2193,,,,,,
14355,,0,A,,1,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 10 uM; too active and complete inhibition is observed,22224,,,,CHEMBL875121,2193,,,,,,
14356,,0,A,,1,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 1 uM,22224,,,,CHEMBL631154,2193,,,,,,
14357,,0,A,,1,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 1 uM; too active and complete inhibition is observed,22224,,,,CHEMBL631155,2193,,,,,,
14358,,0,A,,1,Hydrolysis rate constant was determined,22224,,,,CHEMBL631156,568,,,,,,
14359,,0,A,,1,"K2, The intrinsic biomolecular reactivation rate constant on VX at 25 degree Centigrade",22224,,,,CHEMBL631157,9680,,,,,,
14360,,0,A,,1,"K2, The intrinsic biomolecular reactivation rate constant on paraxon at 25 degree Centigrade",22224,,,,CHEMBL631158,9680,,,,,,
14361,,0,A,,1,"K2, The intrinsic biomolecular reactivation rate constant on sarin at 25 degree Centigrade",22224,,,,CHEMBL631159,9680,,,,,,
14362,,0,A,,1,Observed second order rate constant,22224,,,,CHEMBL631160,10026,,,,,,
14363,,0,A,,1,Rate constant (cyclization rate) in CD3CN-deuterated phosphate buffer at pH 7.4,22224,,,,CHEMBL631161,10281,,,,,,
14364,,0,A,,1,Rate constant for decay of compound was determined in 50 mM phosphate buffer (pH 7.4) at 24 degree celsius,22224,,,,CHEMBL631162,10014,,,,,,
14365,,0,A,,1,Rate constant for decay of compound was determined in 50 mM phosphate buffer (pH 7.4) at 37 degree celsius,22224,,,,CHEMBL630313,10014,,,,,,
14366,,0,A,,1,"k2, The intrinsic biomolecular reactivation rate constant on paraxon at 25 degree Centigrade",22224,,,,CHEMBL630314,9680,,,,,,
14367,,0,A,,1,"k2, The intrinsic biomolecular reactivation rate constant on sarin at 25 degree Centigrade",22224,,,,CHEMBL630315,9680,,,,,,
14368,,0,A,,1,Kinetic parameter of epimerization at a salt concentration (0.01 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,22224,,,,CHEMBL630316,13028,,,,,,
14369,,0,A,,1,Kinetic parameter of epimerization at a salt concentration (0.1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,22224,,,,CHEMBL630986,13028,,,,,,
14370,,0,A,,1,Kinetic parameter of epimerization at a salt concentration (1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,22224,,,,CHEMBL630987,13028,,,,,,
14371,,0,A,,1,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.0(or )in RMPI 1640 cell culture medium containing 10%FCS,22224,,,,CHEMBL630988,13028,,,,,,
14372,,0,A,,1,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,22224,,,,CHEMBL630989,13028,,,,,,
14373,,0,A,,1,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 11.3 (or )in RMPI 1640 cell culture medium containing 10%FCS,22224,,,,CHEMBL630990,13028,,,,,,
14374,,0,A,,1,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 7.5 (or )in RMPI 1640 cell culture medium containing 10%FCS,22224,,,,CHEMBL630991,13028,,,,,,
14375,,0,A,,1,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 8.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,22224,,,,CHEMBL630992,13028,,,,,,
14376,,0,A,,1,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,22224,,,,CHEMBL630993,13028,,,,,,
14377,,0,A,,1,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,22224,,,,CHEMBL630994,13028,,,,,,
14378,Rattus norvegicus,1,A,,1,Rate constants of compound was determined at muscarinic receptor in the rat cerebral cortex,50597,10116.0,,,CHEMBL630995,10014,,,,,,
14379,,0,A,,1,Association constant for compound at 31 degree C was determined,22224,,,,CHEMBL629252,9962,,,,,,
14380,,0,A,,1,Calculated antagonist equilibrium dissociation constant of the compound,22224,,,,CHEMBL629253,12029,,,,,,
14381,,0,A,,1,Calculated antagonist equilibrium dissociation constant of the compound; No statistically significant antagonism observed,22224,,,,CHEMBL629944,12029,,,,,,
14382,Cavia porcellus,1,A,,1,Dissociation constants vs LTE4 on guinea pig trachea,50512,10141.0,,,CHEMBL629945,10583,3126.0,,,,,
14383,,0,A,,1,"Tested for hydrolysis in presence of boric acid by UV spectrophotometry, dissociation constant was evaluated at the pH < 8",22224,,,,CHEMBL629946,568,,,,,,
14384,,0,A,,1,"Tested for hydrolysis in presence of boric acid, rate constant was evaluated at the pH 8.5",22224,,,,CHEMBL629947,568,,,,,,
14385,,0,A,,1,"Tested for hydrolysis in presence of boric acid, rate constant was evaluated at the pH 9.5",22224,,,,CHEMBL629948,568,,,,,,
14386,,0,A,,1,"Tested for hydrolysis in presence of phenylboronic acid, rate constant was evaluated at the pH 9.5",22224,,,,CHEMBL856024,568,,,,,,
14387,,0,A,,1,Affinity constant KD value was derived from TMP,22224,,,,CHEMBL629949,7493,,,,,,
14388,,0,A,,1,Apparent dissociation (binding) rate constant was evaluated,22224,,,,CHEMBL629950,8371,,,,,,
14389,,0,P,,1,Dissociation constant (KD) of the compound,22224,,,,CHEMBL630127,13114,,,,,,
14390,,0,P,,1,Dissociation constant determined by heteronuclear 1H/15N correlation NMR spectroscopy,22224,,,,CHEMBL630128,15515,,,,,,
14391,,0,P,,1,Dissociation constant from ESR titration experiments,22224,,,,CHEMBL630129,522,,,,,,
14392,,0,,,1,Dissociation constant was evaluated which is similar to Ki (inhibitory constant),22224,,,,CHEMBL630130,13888,,,,,,
14393,,0,P,,1,Dissociation constant was evaluated.,22224,,,,CHEMBL875234,2616,,,,,,
14394,,0,P,,1,Dissociation constant was reported,22224,,,,CHEMBL630131,3798,,,,,,
14395,Rattus norvegicus,1,A,,1,Dissociation constant was determined in rat pituitary cells.,50597,10116.0,,,CHEMBL630132,8731,,,,,,
14396,,0,A,,1,Equilibrium dissociation constant of CA complex for enantiomer 1 of compound,22224,,,,CHEMBL630133,11892,,,,,,
14397,,0,A,,1,Equilibrium dissociation constant of CA complex for enantiomer 2 of compound,22224,,,,CHEMBL630134,11892,,,,,,
14398,,0,A,,1,Equilibrium dissociation constant of the compound,22224,,,,CHEMBL630135,2582,,,,,,
14399,,0,A,,1,Equilibrium dissociation constant was determined,22224,,,,CHEMBL630136,11892,,,,,,
14400,,0,A,,1,Kinetic constant KD was evaluated,22224,,,,CHEMBL630137,13396,,,,,,
14401,,0,A,,1,Tested for dissociation constant of the compound; Value ranges from 0.1-0.3,22224,,,,CHEMBL630138,603,,,,,,
14402,,0,A,,1,Equilibrium association constant interacting with unilamellar vesicles of electroneutral in PBS buffer at pH 7.4,22224,,,,CHEMBL630139,15673,,,,,,
14403,,0,A,,1,Rate constant for hydrolysis in aqueous acetone.,22224,,,,CHEMBL630140,10368,,,,,,
14404,,0,A,,1,Disassociation constant (KI) was obtained from Cheng and Prusoff equation for quercetin trypsin complex,22224,,,,CHEMBL875235,14228,,,,,,
14405,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats (Control/Drug treatment value); value 0.43/2.86,50597,10116.0,,,CHEMBL876439,11510,,,,,,
14406,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats (Control/Drug treatment value); value 0.44/2.68,50597,10116.0,,,CHEMBL630605,11510,,,,,,
14407,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats (Control/Drug treatment value); value 0.45/1.55,50597,10116.0,,,CHEMBL630606,11510,,,,,,
14408,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats (Control/Drug treatment value); value 0.48/0.95,50597,10116.0,,,CHEMBL630607,11510,,,,,,
14409,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats (Control/Drug treatment value); value 0.5/1.79,50597,10116.0,,,CHEMBL630608,11510,,,,,,
14410,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats (Control/Drug treatment value); value 0.51/0.66,50597,10116.0,,,CHEMBL630609,11510,,,,,,
14411,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats (Control/Drug treatment value); value 0.52/2.02,50597,10116.0,,,CHEMBL630610,11510,,,,,,
14412,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats (Control/Drug treatment value); value 0.61//0.37,50597,10116.0,,,CHEMBL630611,11510,,,,,,
14413,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats (Control/Drug treatment value); value 0.71/0.36,50597,10116.0,,,CHEMBL629552,11510,,,,,,
14414,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,50597,10116.0,,,CHEMBL629733,11510,,,,,,
14415,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,50597,10116.0,,,CHEMBL629734,11510,,,,,,
14416,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,50597,10116.0,,,CHEMBL629735,11510,,,,,,
14417,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,50597,10116.0,,,CHEMBL629736,11510,,,,,,
14418,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,50597,10116.0,,,CHEMBL629737,11510,,,,,,
14419,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,50597,10116.0,,,CHEMBL629738,11510,,,,,,
14420,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,50597,10116.0,,,CHEMBL629739,11510,,,,,,
14421,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,50597,10116.0,,,CHEMBL629740,11510,,,,,,
14422,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,50597,10116.0,,,CHEMBL629741,11510,,,,,,
14423,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,50597,10116.0,,,CHEMBL629742,11510,,,,,,
14424,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,50597,10116.0,,,CHEMBL629743,11510,,,,,,
14425,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,50597,10116.0,,,CHEMBL629744,11510,,,,,,
14426,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,50597,10116.0,,,CHEMBL629745,11510,,,,,,
14427,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,50597,10116.0,,,CHEMBL629746,11510,,,,,,
14428,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,50597,10116.0,,,CHEMBL629747,11510,,,,,,
14429,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,50597,10116.0,,,CHEMBL629748,11510,,,,,,
14430,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,50597,10116.0,,,CHEMBL629749,11510,,,,,,
14431,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,50597,10116.0,,,CHEMBL629750,11510,,,,,,
14432,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,50597,10116.0,,,CHEMBL629751,11510,,,,,,
14433,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,50597,10116.0,,,CHEMBL629752,11510,,,,,,
14434,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,50597,10116.0,,,CHEMBL629753,11510,,,,,,
14435,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,50597,10116.0,,,CHEMBL629754,11510,,,,,,
14436,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,50597,10116.0,,,CHEMBL629755,11510,,,,,,
14437,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,50597,10116.0,,,CHEMBL629756,11510,,,,,,
14438,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,50597,10116.0,,,CHEMBL629757,11510,,,,,,
14439,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,50597,10116.0,,,CHEMBL629758,11510,,,,,,
14440,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,50597,10116.0,,,CHEMBL629759,11510,,,,,,
14441,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,50597,10116.0,,,CHEMBL629760,11510,,,,,,
14442,Rattus norvegicus,1,A,,1,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,50597,10116.0,,,CHEMBL876443,11510,,,,,,
14443,Canis lupus familiaris,1,A,,1,Na+ excretion mequiv /kg in 6 conscious female dogs administered perorally during 0-6 hr,50588,9615.0,,,CHEMBL629761,8310,,,,,,
14444,Canis lupus familiaris,1,A,,1,Na+ excretion mequiv /kg in conscious female dogs administered perorally during 0-6 hr,50588,9615.0,,,CHEMBL629762,8310,,,,,,
14445,Mus musculus,1,A,,1,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 10 ml/kg perorally,50594,10090.0,,,CHEMBL629763,8310,,,,,,
14446,Mus musculus,1,A,,1,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 2 ml/kg perorally,50594,10090.0,,,CHEMBL629764,8310,,,,,,
14447,Mus musculus,1,A,,1,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 2 ml/kg perorally,50594,10090.0,,,CHEMBL629765,8310,,,,,,
14448,Mus musculus,1,A,,1,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 50 ml/kg perorally,50594,10090.0,,,CHEMBL629766,8310,,,,,,
14449,Mus musculus,1,A,,1,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 10 ml/kg perorally,50594,10090.0,,,CHEMBL629767,8310,,,,,,
14450,Canis lupus familiaris,1,A,,1,Na+ excretion mequiv/kg in 4 conscious female dogs administered perorally during 0-6 hr,50588,9615.0,,,CHEMBL629768,8310,,,,,,
14451,Mus musculus,1,A,,1,Na+ excretion mequiv/kg in 4 saline-loaded mice administered at a dose 50 ml/kg perorally,50594,10090.0,,,CHEMBL629769,8310,,,,,,
14452,Canis lupus familiaris,1,A,,1,Na+ excretion mequiv/kg in 6 conscious female dogs administered perorally during 0-6 hr,50588,9615.0,,,CHEMBL629770,8310,,,,,,
14453,Canis lupus familiaris,1,A,,1,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 0.3 ml/kg perorally,50588,9615.0,,,CHEMBL629771,8310,,,,,,
14454,Mus musculus,1,A,,1,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 10 ml/kg perorally,50594,10090.0,,,CHEMBL629772,8310,,,,,,
14455,Mus musculus,1,A,,1,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 10 ml/kg perorally,50594,10090.0,,,CHEMBL629773,8310,,,,,,
14456,Mus musculus,1,A,,1,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 2 ml/kg perorally,50594,10090.0,,,CHEMBL625455,8310,,,,,,
14457,Mus musculus,1,A,,1,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 250 ml/kg perorally,50594,10090.0,,,CHEMBL625456,8310,,,,,,
14458,Mus musculus,1,A,,1,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 3 ml/kg perorally,50594,10090.0,,,CHEMBL625457,8310,,,,,,
14459,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 25.9 uM/Kg of drug,50597,10116.0,,,CHEMBL625458,12582,1088.0,,,,,
14460,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 259 uM/Kg of drug,50597,10116.0,,,CHEMBL625459,12582,1088.0,,,,,
14461,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 26.5 uM/Kg of drug,50597,10116.0,,,CHEMBL875483,12582,1088.0,,,,,
14462,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 265 uM/Kg of drug,50597,10116.0,,,CHEMBL634779,12582,1088.0,,,,,
14463,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 27 uM/Kg of drug,50597,10116.0,,,CHEMBL625460,12582,1088.0,,,,,
14464,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 27.9 uM/Kg of drug,50597,10116.0,,,CHEMBL626117,12582,1088.0,,,,,
14465,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 270 uM/Kg of drug,50597,10116.0,,,CHEMBL626118,12582,1088.0,,,,,
14466,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 279 uM/Kg of drug,50597,10116.0,,,CHEMBL628342,12582,1088.0,,,,,
14467,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.2 uM/Kg of drug,50597,10116.0,,,CHEMBL628343,12582,1088.0,,,,,
14468,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.22 uM/Kg of drug,50597,10116.0,,,CHEMBL628344,12582,1088.0,,,,,
14469,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.9 uM/Kg of drug,50597,10116.0,,,CHEMBL628345,12582,1088.0,,,,,
14470,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 282 uM/Kg of drug,50597,10116.0,,,CHEMBL628346,12582,1088.0,,,,,
14471,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 289 uM/Kg of drug,50597,10116.0,,,CHEMBL628347,12582,1088.0,,,,,
14472,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 3.40 uM/Kg of drug,50597,10116.0,,,CHEMBL628348,12582,1088.0,,,,,
14473,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 3.76 uM/Kg of drug,50597,10116.0,,,CHEMBL628349,12582,1088.0,,,,,
14474,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 30.2 uM/Kg of drug,50597,10116.0,,,CHEMBL875611,12582,1088.0,,,,,
14475,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 302 uM/Kg of drug,50597,10116.0,,,CHEMBL628350,12582,1088.0,,,,,
14476,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 31.6 uM/Kg of drug,50597,10116.0,,,CHEMBL628351,12582,1088.0,,,,,
14477,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 316 uM/Kg of drug,50597,10116.0,,,CHEMBL628352,12582,1088.0,,,,,
14478,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 32.4 uM/Kg of drug,50597,10116.0,,,CHEMBL628353,12582,1088.0,,,,,
14479,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 324 uM/Kg of drug,50597,10116.0,,,CHEMBL628354,12582,1088.0,,,,,
14480,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 34.0 uM/Kg of drug,50597,10116.0,,,CHEMBL626667,12582,1088.0,,,,,
14481,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 34.1 uM/Kg of drug,50597,10116.0,,,CHEMBL626668,12582,1088.0,,,,,
14482,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 34.8 uM/Kg of drug,50597,10116.0,,,CHEMBL626669,12582,1088.0,,,,,
14483,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 341 uM/Kg of drug,50597,10116.0,,,CHEMBL626670,12582,1088.0,,,,,
14484,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 348 uM/Kg of drug,50597,10116.0,,,CHEMBL626671,12582,1088.0,,,,,
14485,Rattus norvegicus,1,A,,1,Total electrolytic excretion of potassium in urine of rats after peroral administration of 37.6 uM/Kg of drug,50597,10116.0,,,CHEMBL626672,12582,1088.0,,,,,
