ASI,ASSSTR,DOI,SRASI,ASSSUBFRA,CHEI,ASSCATE,RELATT,CUB,SI,ASSCET,T,ASORGA,ASSTAI,ASTI,CI,CONFSCO,BFO,TII,VAI
13969,,11510,,,CHEMBL627440,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
13970,,11510,,,CHEMBL627602,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
13971,,11510,,,CHEMBL627603,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
13972,,11510,,,CHEMBL627604,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
13973,,11510,,,CHEMBL627605,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
13974,,11510,,,CHEMBL627606,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
13975,,11510,,,CHEMBL627607,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
13976,,11510,,,CHEMBL627608,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
13977,,11510,,,CHEMBL627609,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
13978,,11510,,,CHEMBL627610,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
13979,,11510,,,CHEMBL627611,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
13980,,11510,,,CHEMBL627612,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
13981,,8362,,,CHEMBL627613,,U,Autocuration,1,,22229,,,,,0,BAO_0000100,,
13982,,8257,,,CHEMBL627614,,U,Autocuration,1,,22224,,,,,0,BAO_0000100,,
13983,,8257,,,CHEMBL627615,,U,Autocuration,1,,22224,,,,,0,BAO_0000100,,
13984,,9468,,,CHEMBL627616,,U,Autocuration,1,,22224,,,,,0,BAO_0000100,,
13985,,9468,,,CHEMBL627617,,U,Autocuration,1,,22224,,,,,0,BAO_0000100,,
13986,,10568,,,CHEMBL627618,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13987,,10568,,,CHEMBL627619,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13988,,15359,,,CHEMBL627620,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13989,,15359,,,CHEMBL627621,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13990,,15359,,,CHEMBL627622,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13991,,10431,,,CHEMBL627623,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13992,,10431,,,CHEMBL627624,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13993,,10431,,,CHEMBL627625,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13994,,15704,,,CHEMBL628523,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13995,,15287,,,CHEMBL628524,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13996,,7516,,,CHEMBL628525,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13997,,12973,,,CHEMBL625732,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13998,,12973,,,CHEMBL625733,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
13999,,12973,,,CHEMBL625734,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14000,,12973,,,CHEMBL625913,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14001,,8696,,,CHEMBL625914,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14002,,15052,,,CHEMBL625915,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14003,,15052,,,CHEMBL625916,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14004,,10503,,,CHEMBL625917,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14005,,8354,,,CHEMBL625918,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14006,,8354,,,CHEMBL625919,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14007,,8354,,,CHEMBL625920,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14008,,8354,,,CHEMBL874453,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14009,,8354,,,CHEMBL625921,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14010,,10503,,,CHEMBL625922,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14011,,8354,,,CHEMBL625923,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14012,,8354,,,CHEMBL625924,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14013,,8354,,,CHEMBL625925,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14014,,8354,,,CHEMBL625926,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14015,,13100,,,CHEMBL627704,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Lung,,1,BAO_0000218,2048.0,
14016,,13100,,,CHEMBL627705,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14017,,13100,,,CHEMBL627706,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14018,,13100,,,CHEMBL627707,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14019,,13100,,,CHEMBL627708,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14020,,13100,,,CHEMBL628361,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14021,,13100,,,CHEMBL628362,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14022,,13100,,,CHEMBL628363,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Striatum,,1,BAO_0000218,2435.0,
14023,,13100,,,CHEMBL628364,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Striatum,,1,BAO_0000218,2435.0,
14024,,13100,,,CHEMBL628365,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Striatum,,1,BAO_0000218,2435.0,
14025,,13100,,,CHEMBL874454,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Striatum,,1,BAO_0000218,2435.0,
14026,,13100,,,CHEMBL628531,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Striatum,,1,BAO_0000218,2435.0,
14027,,13100,,,CHEMBL628532,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Striatum,,1,BAO_0000218,2435.0,
14028,,13100,,,CHEMBL628533,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Striatum,,1,BAO_0000218,2435.0,
14029,,13100,,,CHEMBL628534,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Striatum,,1,BAO_0000218,2435.0,
14030,,13100,,,CHEMBL628535,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Thyroid gland,,1,BAO_0000218,2046.0,
14031,,13100,,,CHEMBL628536,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Thyroid gland,,1,BAO_0000218,2046.0,
14032,,13100,,,CHEMBL628537,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Thyroid gland,,1,BAO_0000218,2046.0,
14033,,13100,,,CHEMBL628538,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Thyroid gland,,1,BAO_0000218,2046.0,
14034,,13100,,,CHEMBL628539,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Thyroid gland,,1,BAO_0000218,2046.0,
14035,,13100,,,CHEMBL630297,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Thyroid gland,,1,BAO_0000218,2046.0,
14036,,13100,,,CHEMBL630298,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Thyroid gland,,1,BAO_0000218,2046.0,
14037,,13100,,,CHEMBL630299,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
14038,,13100,,,CHEMBL628094,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
14039,,13100,,,CHEMBL628095,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
14040,,13100,,,CHEMBL874648,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
14041,,13100,,,CHEMBL628096,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
14042,,13100,,,CHEMBL628097,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
14043,,13100,,,CHEMBL628098,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
14044,,13331,,,CHEMBL628099,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14045,,13331,,,CHEMBL628100,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14046,,13331,,,CHEMBL628101,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14047,,13331,,,CHEMBL628102,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14048,,13331,,,CHEMBL628103,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14049,,13331,,,CHEMBL628104,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14050,,13331,,,CHEMBL628105,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14051,,13331,,,CHEMBL628106,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14052,,10086,,,CHEMBL628107,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14053,,10086,,,CHEMBL628108,,U,Autocuration,1,,22224,,,Urine,,0,BAO_0000218,1088.0,
14054,,10086,,,CHEMBL628109,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14055,,10086,,,CHEMBL625299,,U,Autocuration,1,,22224,,,Urine,,0,BAO_0000218,1088.0,
14056,,10086,,,CHEMBL625300,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14057,,10086,,,CHEMBL625301,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14058,,10086,,,CHEMBL625302,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14059,,10086,,,CHEMBL874649,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14060,,13248,,,CHEMBL625303,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14061,,13248,,,CHEMBL625463,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14062,,14527,,,CHEMBL625464,,N,Intermediate,1,,50587,Homo sapiens,9606.0,Liver,,1,BAO_0000218,2107.0,
14063,,3008,,,CHEMBL625465,,N,Intermediate,1,,50587,Homo sapiens,9606.0,,,1,BAO_0000218,,
14064,,12582,,,CHEMBL625466,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,Urine,,1,BAO_0000218,1088.0,
14065,,12582,,,CHEMBL625467,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,Urine,,1,BAO_0000218,1088.0,
14066,,12582,,,CHEMBL625468,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14067,,12582,,,CHEMBL625469,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14068,,12582,,,CHEMBL625470,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14069,,12582,,,CHEMBL632418,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14070,,12582,,,CHEMBL627250,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14071,,12582,,,CHEMBL627251,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14072,,12582,,,CHEMBL627252,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14073,,12582,,,CHEMBL627253,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14074,,12582,,,CHEMBL627254,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14075,,12582,,,CHEMBL875471,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14076,,12582,,,CHEMBL627255,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14077,,12582,,,CHEMBL627256,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14078,,12582,,,CHEMBL627257,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14079,,12582,,,CHEMBL627258,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14080,,12582,,,CHEMBL627259,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14081,,12582,,,CHEMBL627260,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14082,,12582,,,CHEMBL623256,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14083,,12582,,,CHEMBL874413,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14084,,12582,,,CHEMBL623257,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14085,,12582,,,CHEMBL623258,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14086,,12582,,,CHEMBL623259,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14087,,12582,,,CHEMBL623260,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14088,,12582,,,CHEMBL623261,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14089,,12582,,,CHEMBL623262,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14090,,12582,,,CHEMBL623263,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14091,,12582,,,CHEMBL623264,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14092,,12582,,,CHEMBL623265,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14093,,12582,,,CHEMBL623266,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14094,,12582,,,CHEMBL623267,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14095,,12582,,,CHEMBL623268,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14096,,12582,,,CHEMBL623269,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14097,,12582,,,CHEMBL623270,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14098,,12582,,,CHEMBL623271,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14099,,12582,,,CHEMBL623272,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14100,,12582,,,CHEMBL623273,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14101,,12582,,,CHEMBL623274,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14102,,12582,,,CHEMBL874414,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14103,,12582,,,CHEMBL623275,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14104,,12582,,,CHEMBL629150,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14105,,12582,,,CHEMBL623276,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14106,,12582,,,CHEMBL623277,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14107,,12582,,,CHEMBL623112,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14108,,12582,,,CHEMBL623113,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14109,,12582,,,CHEMBL623800,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14110,,12582,,,CHEMBL623801,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Urine,,1,BAO_0000218,1088.0,
14111,,12017,,,CHEMBL623802,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Spleen,,1,BAO_0000218,2106.0,
14112,,12017,,,CHEMBL623803,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Uterus,,1,BAO_0000218,995.0,
14113,,12017,,,CHEMBL623970,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Uterus,,1,BAO_0000218,995.0,
14114,,12017,,,CHEMBL623971,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Uterus,,1,BAO_0000218,995.0,
14115,,14045,,,CHEMBL623972,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
14116,,14045,,,CHEMBL623973,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
14117,,14045,,,CHEMBL623974,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
14118,,14045,,,CHEMBL623975,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
14119,,14045,,,CHEMBL623976,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
14120,,14045,,,CHEMBL623977,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
14121,,14045,,,CHEMBL623978,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
14122,,14045,,,CHEMBL623979,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
14123,,14045,,,CHEMBL623980,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14124,,14045,,,CHEMBL623981,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14125,,14045,,,CHEMBL626278,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14126,,14045,,,CHEMBL626279,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14127,,14045,,,CHEMBL626280,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
14128,,14045,,,CHEMBL626281,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
14129,,14045,,,CHEMBL626282,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
14130,,14045,,,CHEMBL626283,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
14131,,14045,,,CHEMBL626284,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
14132,,14045,,,CHEMBL626285,,N,Intermediate,1,,50594,Mus musculus,10090.0,Brain,,1,BAO_0000218,955.0,
14133,,14045,,,CHEMBL626286,,N,Intermediate,1,,50594,Mus musculus,10090.0,Brain,,1,BAO_0000218,955.0,
14134,,14045,,,CHEMBL626287,,N,Intermediate,1,,50594,Mus musculus,10090.0,Brain,,1,BAO_0000218,955.0,
14135,,14045,,,CHEMBL626288,,N,Intermediate,1,,50594,Mus musculus,10090.0,Brain,,1,BAO_0000218,955.0,
14136,,14045,,,CHEMBL626289,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
14137,,14045,,,CHEMBL626290,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
14138,,14045,,,CHEMBL626291,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
14139,,14045,,,CHEMBL839888,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
14140,,14045,,,CHEMBL626292,,N,Intermediate,1,,50594,Mus musculus,10090.0,Intestine,,1,BAO_0000218,160.0,
14141,,14045,,,CHEMBL626293,,N,Intermediate,1,,50594,Mus musculus,10090.0,Intestine,,1,BAO_0000218,160.0,
14142,,14045,,,CHEMBL626294,,N,Intermediate,1,,50594,Mus musculus,10090.0,Intestine,,1,BAO_0000218,160.0,
14143,,14045,,,CHEMBL626295,,N,Intermediate,1,,50594,Mus musculus,10090.0,Intestine,,1,BAO_0000218,160.0,
14144,,14045,,,CHEMBL627659,,N,Intermediate,1,,50594,Mus musculus,10090.0,Liver,,1,BAO_0000218,2107.0,
14145,,14045,,,CHEMBL627660,,N,Intermediate,1,,50594,Mus musculus,10090.0,Liver,,1,BAO_0000218,2107.0,
14146,,14045,,,CHEMBL627661,,N,Intermediate,1,,50594,Mus musculus,10090.0,Liver,,1,BAO_0000218,2107.0,
14147,,14045,,,CHEMBL627662,,N,Intermediate,1,,50594,Mus musculus,10090.0,Liver,,1,BAO_0000218,2107.0,
14148,,14045,,,CHEMBL627663,,N,Intermediate,1,,50594,Mus musculus,10090.0,Lung,,1,BAO_0000218,2048.0,
14149,,14045,,,CHEMBL627664,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
14150,,14045,,,CHEMBL627665,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
14151,,14045,,,CHEMBL627666,,N,Intermediate,1,,50594,Mus musculus,10090.0,Lung,,1,BAO_0000218,2048.0,
14152,,14045,,,CHEMBL627667,,N,Intermediate,1,,50594,Mus musculus,10090.0,Spleen,,1,BAO_0000218,2106.0,
14153,,14045,,,CHEMBL627668,,N,Intermediate,1,,50594,Mus musculus,10090.0,Stomach,,1,BAO_0000218,945.0,
14154,,11745,,,CHEMBL627669,,N,Intermediate,1,,50594,Mus musculus,10090.0,Urine,,1,BAO_0000218,1088.0,
14155,,13257,,,CHEMBL627670,,U,Autocuration,1,,22224,,,Urinary bladder,,0,BAO_0000218,1255.0,
14156,,13257,,,CHEMBL627671,,U,Autocuration,1,,22224,,,Blood,,0,BAO_0000218,178.0,
14157,,13257,,,CHEMBL627672,,U,Autocuration,1,,22224,,,Bone element,,0,BAO_0000218,1474.0,
14158,,13257,,,CHEMBL627673,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
14159,,13257,,,CHEMBL627674,,U,Autocuration,1,,22224,,,Kidney,,0,BAO_0000218,2113.0,
14160,,13257,,,CHEMBL627675,,U,Autocuration,1,,22224,,,Liver,,0,BAO_0000218,2107.0,
14161,,13257,,,CHEMBL627676,,U,Autocuration,1,,22224,,,Lung,,0,BAO_0000218,2048.0,
14162,,13257,,,CHEMBL627677,,U,Autocuration,1,,22224,,,Muscle tissue,,0,BAO_0000218,2385.0,
14163,,8354,,,CHEMBL627678,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14164,,7095,,,CHEMBL627679,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Serum,,1,BAO_0000218,1977.0,
14165,,12185,,,CHEMBL627680,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14166,,12185,,,CHEMBL627681,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14167,,12185,,,CHEMBL627682,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14168,,12185,,,CHEMBL627683,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14169,,12686,,,CHEMBL627684,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14170,,12686,,,CHEMBL874441,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14171,,12686,,,CHEMBL627685,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14172,,12686,,,CHEMBL627686,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14173,,8057,,,CHEMBL627687,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14174,,15778,,,CHEMBL627688,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14175,,12375,,,CHEMBL628038,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14176,,12375,,,CHEMBL628039,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14177,,12375,,,CHEMBL628040,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
14178,,13588,,,CHEMBL628041,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14179,,15039,,,CHEMBL630226,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14180,,9500,,,CHEMBL628042,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14181,,10014,,,CHEMBL625232,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14182,,10014,,,CHEMBL625233,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14183,,568,,,CHEMBL625979,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14184,,10026,,,CHEMBL625980,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14185,,10281,,,CHEMBL625981,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14186,,10281,,,CHEMBL625982,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14187,,9680,,,CHEMBL625983,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14188,,13028,,,CHEMBL625984,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14189,,13028,,,CHEMBL625985,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14190,,13028,,,CHEMBL625986,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14191,,13028,,,CHEMBL625987,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14192,,13028,,,CHEMBL625988,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14193,,13028,,,CHEMBL625989,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14194,,13028,,,CHEMBL625990,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14195,,13028,,,CHEMBL625991,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14196,,13028,,,CHEMBL625992,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
14197,,13028,,,CHEMBL625993,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
