AgencyID,Employer,City,NumberCreditCards,Gender,MiddleInitial,Income,NumberCars,NumberChildren,MaritalStatus,Age,CreditRating,OwnOrRentFlag,NetWorth
Bhe12091,Mutual of America Life,Washington,5.0,,,357972.0,2.0,3.0,M,55.0,525.0,O,2454984.0
hnu12092,W.R. Berkley,Mesa,8.0,,,211181.0,0.0,0.0,U,4.0,552.0,O,3461953.0
Mnx12093,W.W. Grainger,Orlando,,F,S,102110.0,3.0,3.0,M,82.0,652.0,O,336115.0
XYY12094,Qwest Communications,Warwick,8.0,,,402797.0,1.0,5.0,S,33.0,750.0,O,3734590.0
Bop12095,Micron Technology,Arlington,2.0,,P,486476.0,2.0,2.0,D,,,O,3789038.0
Dln12096,Brookdale Senior Living,Fresno,6.0,,V,211187.0,3.0,4.0,D,70.0,695.0,R,193781.0
Rlc12097,Ashland,Iqaluit,3.0,F,d,295048.0,4.0,2.0,U,44.0,488.0,O,3203688.0
hyt12098,Total System Services,Charlottetown,1.0,f,,465011.0,0.0,1.0,U,72.0,656.0,O,2644563.0
nda12099,Graham Packaging,Lancaster,,,,19853.0,2.0,2.0,,76.0,517.0,O,1103882.0
Bsj12100,JohnsonDiversey,Glendale,0.0,m,,377472.0,3.0,0.0,D,74.0,619.0,O,3947062.0
Mep12101,Aventine Renewable Energy,Nashua,9.0,,Q,87006.0,2.0,5.0,D,94.0,806.0,O,3589946.0
lyi12102,Fastenal,West Covina,2.0,f,p,108596.0,5.0,3.0,D,69.0,662.0,,737458.0
Eme12103,J.C. Penney,Lubbock,3.0,,I,469487.0,4.0,0.0,U,73.0,592.0,O,30680.0
Ail12104,Calpine,Grand Rapids,1.0,,,208073.0,5.0,0.0,D,43.0,728.0,O,907610.0
BCM12105,Bank of New York Mellon Corp.,Syracuse,4.0,,,91193.0,3.0,3.0,D,16.0,723.0,O,1478950.0
Qij12106,Burlington Northern Santa Fe,Iqaluit,3.0,,,211527.0,0.0,5.0,S,80.0,731.0,O,1690810.0
Sgf12107,WellPoint,Bismarck,4.0,F,x,235753.0,5.0,1.0,M,41.0,730.0,O,1038993.0
DXP12108,Northeast Utilities,Washington,4.0,,x,170455.0,5.0,3.0,M,20.0,596.0,R,3752227.0
XLV12109,Armstrong World Industries,Lexington,2.0,F,,145029.0,2.0,2.0,M,34.0,399.0,O,2908703.0
SZT12110,Pool,Hartford,0.0,f,,376036.0,,5.0,D,80.0,596.0,O,1970886.0
SOP12111,DRS Technologies,Richmond,5.0,F,,148327.0,3.0,,M,68.0,391.0,R,2432203.0
Mkg12112,Bon-Ton Stores,Plano,4.0,F,,37769.0,1.0,5.0,M,14.0,534.0,R,2842485.0
Gvy12113,Leggett & Platt,Knoxville,2.0,f,h,283863.0,1.0,5.0,M,72.0,617.0,R,2546571.0
SIW12114,Brightpoint,Macon,6.0,,,337519.0,2.0,4.0,M,78.0,328.0,O,3261879.0
QWG12115,CA,Wichita,7.0,,,467014.0,1.0,4.0,M,3.0,833.0,O,322556.0
OJM12116,Alpha Natural Resources,Naperville,3.0,f,,103375.0,2.0,1.0,S,12.0,645.0,R,1610620.0
Yoj12117,First Data,Greensboro,3.0,,Q,247670.0,0.0,4.0,M,10.0,844.0,O,2681291.0
HBT12118,Liberty Global,Garden Grove,10.0,,,392781.0,5.0,2.0,S,59.0,671.0,R,2353329.0
kia12119,Cabela's,Provo,5.0,f,,480434.0,1.0,3.0,M,,817.0,R,2725811.0
Rtv12120,Pinnacle West Capital,Vallejo,4.0,,,86199.0,2.0,5.0,W,9.0,620.0,O,2668471.0
Hpl12121,Genzyme,Ann Arbor,2.0,F,T,222806.0,2.0,3.0,M,94.0,429.0,O,3682098.0
QZL12122,Urban Outfitters,Salt Lake City,5.0,M,,244544.0,3.0,2.0,M,4.0,825.0,U,3516986.0
Otq12123,EMC,Fremont,8.0,M,T,139979.0,3.0,1.0,M,48.0,640.0,O,3838476.0
Nxf12124,,Sydney,7.0,,E,346354.0,3.0,0.0,U,28.0,811.0,O,2455264.0
ctv12125,Granite Construction,Jacksonville,2.0,,k,206774.0,3.0,1.0,D,,800.0,O,2182834.0
YPJ12126,Spartan Stores,Abilene,1.0,,U,130172.0,5.0,1.0,W,72.0,729.0,,
Bgt12127,BJ Services,Simi Valley,0.0,,,280226.0,3.0,4.0,W,44.0,307.0,O,3884284.0
Fnh12128,Mercury General,Waco,4.0,f,S,63475.0,2.0,1.0,S,72.0,,O,2209434.0
Unr12129,Spartan Stores,Kitchener,4.0,,x,311880.0,2.0,,M,99.0,373.0,O,2414926.0
WKI12130,eBay,Ottawa,3.0,,A,315343.0,3.0,0.0,W,78.0,398.0,,2907681.0
nwp12131,Smurfit-Stone Container,Dawson City,8.0,,,259887.0,5.0,4.0,U,54.0,339.0,O,1291166.0
Rlg12132,Owens & Minor,Ontario,7.0,f,K,325001.0,3.0,4.0,U,83.0,405.0,O,2484005.0
Zrw12133,Public Storage,Columbus,9.0,m,,247507.0,5.0,5.0,M,6.0,816.0,O,2396834.0
Pph12134,Enterprise GP Holdings,Dallas,9.0,,,253224.0,4.0,3.0,M,100.0,476.0,R,2652096.0
alj12135,Mosaic,Santa Clara,6.0,,,177585.0,0.0,4.0,D,44.0,363.0,O,1125088.0
Fyi12136,StanCorp Financial,Springfield,6.0,,b,463742.0,4.0,2.0,D,52.0,671.0,O,854877.0
Fkw12137,Sun Healthcare Group,Grand Rapids,2.0,f,,164698.0,5.0,1.0,M,64.0,583.0,O,862001.0
TFX12138,CME Group,Victoria,9.0,,a,228318.0,3.0,3.0,W,7.0,300.0,O,2588680.0
Adm12139,Illinois Tool Works,Colorado Springs,,,d,169050.0,3.0,0.0,D,71.0,474.0,O,1892012.0
uuo12140,Airtran Holdings,Fort Lauderdale,4.0,F,,292150.0,0.0,3.0,M,47.0,538.0,O,801567.0
sgm12141,Quest Diagnostics,Las Cruces,4.0,M,,151913.0,,2.0,W,88.0,436.0,O,3287721.0
Kjm12142,Cytec Industries,Livonia,5.0,,N,364796.0,4.0,4.0,D,94.0,748.0,O,88021.0
GXG12143,Office Depot,Lincoln,6.0,,t,429821.0,5.0,4.0,M,18.0,565.0,O,568032.0
Sdj12144,UGI,Erie,10.0,,G,449214.0,5.0,3.0,U,46.0,705.0,O,2735974.0
Loz12145,Western Digital,San Francisco,5.0,f,i,339610.0,5.0,4.0,W,20.0,380.0,R,696134.0
Nac12146,Harsco,Baltimore,9.0,,,237377.0,4.0,5.0,S,,345.0,O,88412.0
Fqi12147,JohnsonDiversey,Memphis,5.0,,,475686.0,1.0,4.0,S,,645.0,O,1454138.0
CRQ12148,Tenet Healthcare,Chattanooga,8.0,F,R,191091.0,,3.0,M,,352.0,R,1428639.0
Tzc12149,Expeditors International,Raleigh,,M,m,220348.0,3.0,3.0,S,,567.0,O,2304481.0
Jak12150,National Fuel Gas,Wichita,10.0,,C,435505.0,2.0,1.0,,17.0,313.0,O,3893183.0
Jgd12151,Weis Markets,Moncton,5.0,,,280932.0,1.0,4.0,U,68.0,807.0,R,1607865.0
Dvm12152,Wendy's/Arby's Group,Grand Prairie,0.0,,O,327810.0,3.0,2.0,M,85.0,466.0,R,3414101.0
PUR12153,BJ Services,Burlington,5.0,,f,75821.0,3.0,3.0,M,97.0,647.0,O,2867011.0
MMJ12154,Micron Technology,North Las Vegas,9.0,f,,119582.0,1.0,3.0,S,75.0,355.0,,1645548.0
Csg12155,Itron,Idaho Falls,4.0,,,313216.0,3.0,2.0,U,36.0,706.0,R,2377996.0
Cvj12156,Ryder System,Torrance,0.0,,,424113.0,2.0,5.0,U,41.0,443.0,O,3125159.0
Lnk12157,Amerco,Tacoma,1.0,f,,417431.0,,4.0,M,89.0,700.0,O,826741.0
UAM12158,Genworth Financial,Kitchener,8.0,f,d,378283.0,5.0,0.0,,22.0,512.0,R,3128957.0
ctr12159,Volt Information Sciences,Mobile,5.0,,C,13373.0,3.0,0.0,M,95.0,697.0,O,
FGJ12160,Hub Group,Hull,5.0,,,359390.0,5.0,3.0,D,95.0,692.0,U,3061874.0
EBP12161,Synnex,Tallahassee,7.0,m,,448200.0,,1.0,S,70.0,581.0,O,1707138.0
MOC12162,Newmont Mining,Livonia,1.0,,C,41787.0,4.0,3.0,U,81.0,606.0,O,2725590.0
Bfi12163,Broadridge Financial Solutions,Charleston,6.0,m,T,439628.0,2.0,0.0,S,99.0,841.0,O,3664671.0
ifd12164,Loews,Oklahoma City,3.0,,l,226497.0,1.0,1.0,S,14.0,345.0,O,2954390.0
Ppo12165,Westlake Chemical,Fargo,7.0,,,419362.0,4.0,1.0,U,61.0,815.0,,3320686.0
VAW12166,Knight,Lewiston,4.0,a,W,,0.0,0.0,W,4.0,493.0,,2510644.0
jfk12167,Sanmina-SCI,Shreveport,10.0,N,J,392174.0,5.0,5.0,M,36.0,410.0,O,3385082.0
Ypb12168,Pfizer,Mount Pearl,9.0,,P,398086.0,3.0,0.0,S,,654.0,O,1044167.0
Pwg12169,NVR,Paterson,1.0,F,J,140074.0,4.0,3.0,,74.0,313.0,O,2053401.0
mjl12170,Flowers Foods,Springfield,6.0,M,,260257.0,0.0,1.0,M,48.0,450.0,O,3998395.0
rij12171,Hershey,Chicago,9.0,M,F,4449.0,1.0,0.0,D,100.0,530.0,,687154.0
giv12172,IDT,Amarillo,10.0,f,,467856.0,3.0,3.0,M,74.0,320.0,O,3197576.0
jji12173,Amerigroup,Halifax,9.0,,,,0.0,5.0,W,,341.0,O,1726254.0
JIQ12174,GMAC,Garland,1.0,f,U,19579.0,5.0,4.0,M,59.0,677.0,O,1486212.0
hvb12175,PHH,Las Vegas,8.0,,q,245205.0,1.0,3.0,M,99.0,308.0,O,1602219.0
AFL12176,Sally Beauty Holdings,Hampton,,m,R,,2.0,0.0,W,86.0,634.0,O,122043.0
VMA12177,Pulte Homes,Tampa,3.0,,,40659.0,1.0,0.0,W,89.0,777.0,O,440671.0
fil12178,General Electric,Bakersfield,6.0,f,,154901.0,1.0,2.0,D,84.0,626.0,U,442887.0
Gec12179,Emcor Group,Santa Clarita,5.0,M,,,5.0,0.0,D,10.0,568.0,O,904205.0
ECW12180,Southern,Idaho Falls,10.0,M,H,193974.0,2.0,3.0,S,6.0,759.0,O,1492878.0
Hep12181,Sonoco Products,Casper,0.0,f,,201912.0,3.0,4.0,M,,411.0,U,
IDI12182,Chesapeake Energy,New Haven,8.0,M,w,166582.0,1.0,2.0,U,38.0,420.0,U,258320.0
elj12183,National Fuel Gas,Sherbrooke,9.0,,M,483696.0,0.0,,M,96.0,811.0,O,156148.0
Jwf12184,,Edmonton,8.0,m,P,466472.0,2.0,,M,18.0,779.0,O,3787797.0
bzy12185,MasterCard,Missoula,5.0,M,,248579.0,0.0,2.0,D,10.0,505.0,U,3047892.0
Npc12186,Insight Enterprises,Yellow Knife,10.0,f,,362974.0,0.0,2.0,M,3.0,633.0,O,710939.0
Ewj12187,Key Energy Services,Richmond,2.0,M,,291750.0,0.0,1.0,M,33.0,775.0,O,689307.0
YZQ12188,Sonic Automotive,Fresno,5.0,M,,493867.0,2.0,5.0,M,,561.0,O,1541557.0
Evc12189,Western Refining,Louisville,4.0,b,C,434880.0,5.0,3.0,M,,740.0,O,3095532.0
cuh12190,Marshall & Ilsley Corp.,Peoria,2.0,,H,,1.0,,M,54.0,627.0,R,2802031.0
Dgw12191,Church & Dwight,Yonkers,3.0,,w,198845.0,1.0,1.0,U,21.0,405.0,R,2117482.0
CVC12192,W.R. Berkley,Manchester,,m,F,135611.0,3.0,0.0,,,593.0,O,1585706.0
Jse12193,Tenneco,El Monte,6.0,F,,479777.0,5.0,0.0,W,34.0,579.0,R,229594.0
Tar12194,Pacer International,Irving,10.0,,C,373698.0,,1.0,,48.0,479.0,U,2713681.0
Nad12195,Warnaco Group,Plano,7.0,,,52668.0,1.0,3.0,U,42.0,557.0,R,247096.0
rib12196,Kla-Tencor,El Monte,10.0,F,j,172102.0,5.0,1.0,M,96.0,460.0,U,31180.0
wqs12197,Thomas & Betts,Moncton,5.0,F,d,53762.0,2.0,0.0,U,40.0,676.0,O,2226899.0
Qxf12198,Broadridge Financial Solutions,Henderson,2.0,,T,103196.0,3.0,4.0,U,0.0,588.0,U,2919511.0
Igm12199,Polaris Industries,Washington,3.0,f,,337137.0,1.0,2.0,W,5.0,318.0,O,
HOW12200,Archer Daniels Midland,Anchorage,0.0,M,,38753.0,2.0,5.0,W,,,O,2334594.0
JRA12201,Advanced Micro Devices,Flint,10.0,m,B,368769.0,4.0,2.0,U,76.0,577.0,O,
NES12202,Greif,Reno,4.0,f,F,379183.0,3.0,1.0,U,24.0,583.0,R,3793160.0
iwv12203,Carpenter Technology,Grand Prairie,6.0,,,13484.0,2.0,3.0,M,4.0,745.0,R,1116481.0
Kgb12204,Cinemark Holdings,Simi Valley,8.0,m,q,250104.0,3.0,0.0,U,80.0,,O,2405635.0
vqn12205,Popular,Waterbury,9.0,F,,317017.0,2.0,2.0,D,72.0,792.0,O,1345430.0
WIP12206,Humana,Saskatoon,9.0,,V,408026.0,5.0,0.0,M,77.0,423.0,O,1414682.0
veq12207,Moog,Lansing,7.0,,,72785.0,2.0,2.0,W,66.0,699.0,R,761024.0
Eub12208,Coca-Cola Enterprises,Lincoln,5.0,F,,344200.0,0.0,3.0,U,57.0,793.0,R,3529716.0
xau12209,Fannie Mae,Hilo,5.0,M,,163287.0,1.0,3.0,S,39.0,708.0,O,402551.0
Ezk12210,Noble Energy,Fairbanks,3.0,,,476546.0,2.0,2.0,S,66.0,524.0,O,2383975.0
Rwz12211,,Grand Rapids,5.0,,Y,351197.0,1.0,3.0,S,6.0,475.0,R,156372.0
Jqi12212,Watson Wyatt Worldwide,Bakersfield,3.0,,,410685.0,5.0,4.0,U,47.0,621.0,,1925871.0
Fqk12213,Goldman Sachs Group,Erie,0.0,F,,163033.0,0.0,5.0,S,27.0,364.0,O,1200732.0
OYA12214,Alcoa,Gary,1.0,F,,383409.0,2.0,3.0,M,65.0,406.0,O,580859.0
Mua12215,Boston Scientific,Scottsdale,6.0,f,,443283.0,2.0,5.0,U,5.0,829.0,U,3584219.0
HPT12216,CBS,Iqaluit,8.0,,,,1.0,2.0,D,23.0,643.0,O,1945249.0
QIA12217,Ingram Micro,Nashville,0.0,,,,5.0,5.0,M,68.0,416.0,O,
Wti12218,Expedia,Charlotte,5.0,,i,66752.0,3.0,3.0,M,31.0,473.0,U,2796483.0
NMV12219,OfficeMax,Escondido,10.0,,,332456.0,5.0,5.0,M,33.0,591.0,O,
Yxd12220,Loews,Irvine,8.0,F,,473033.0,3.0,4.0,D,97.0,804.0,O,775100.0
Fve12221,Conseco,Fullerton,0.0,f,,324615.0,5.0,0.0,W,38.0,,U,2367113.0
bqo12222,Schering-Plough,Huntington Beach,4.0,m,,118303.0,1.0,5.0,M,78.0,685.0,O,1302714.0
isg12223,Alliance Data Systems,Warren,7.0,,Y,164382.0,3.0,1.0,D,88.0,499.0,R,2084749.0
Sii12224,Polo Ralph Lauren,North Las Vegas,8.0,,,248149.0,4.0,5.0,D,91.0,417.0,R,923312.0
Jca12225,Best Buy,Sandy,6.0,,F,45831.0,1.0,5.0,,50.0,714.0,O,2432430.0
joa12226,BlackRock,Laredo,4.0,F,g,317525.0,4.0,2.0,S,4.0,336.0,R,507864.0
Mvh12227,Jones Financial,Augusta,10.0,,S,422793.0,1.0,5.0,D,39.0,,,3519269.0
Hcg12228,Regis,Santa Ana,3.0,F,A,244919.0,4.0,0.0,S,40.0,784.0,O,1883644.0
Chx12229,DST Systems,Berkeley,9.0,,,175758.0,0.0,5.0,M,50.0,475.0,O,3071518.0
XCN12230,Radian Group,Seattle,0.0,F,,158835.0,2.0,3.0,M,42.0,847.0,R,1416770.0
Mly12231,Simon Property Group,Rancho Cucamonga,6.0,,V,111717.0,,0.0,U,86.0,634.0,O,2552930.0
ZIC12232,Constellation Brands,Reno,7.0,,,,3.0,0.0,S,27.0,759.0,R,2734980.0
Tsr12233,Express Scripts,Omaha,1.0,F,H,156323.0,5.0,0.0,D,57.0,573.0,O,3392989.0
IXD12234,Auto-Owners Insurance,Colorado Springs,7.0,F,J,470202.0,4.0,,M,14.0,669.0,O,618606.0
GUY12235,Brown Shoe,Amarillo,3.0,f,,69973.0,2.0,2.0,U,83.0,515.0,,2543097.0
KVS12236,Hayes Lemmerz,Las Cruces,6.0,,,48247.0,1.0,,W,3.0,332.0,O,3687736.0
LWQ12237,Walgreen,Regina,7.0,M,u,117817.0,0.0,2.0,S,61.0,762.0,R,
Lqf12238,MSC Industrial Direct,Gary,1.0,F,,297746.0,1.0,1.0,U,6.0,,O,1434088.0
Rpt12239,Avnet,Abilene,2.0,M,,489458.0,4.0,2.0,M,12.0,398.0,U,3615499.0
coj12240,PNM Resources,Stamford,7.0,,,463947.0,4.0,3.0,M,52.0,539.0,O,3583755.0
Czh12241,Corn Products International,Little Rock,10.0,,,305738.0,5.0,5.0,M,18.0,708.0,O,2805623.0
Jbs12242,Guardian Life Ins. Co.,Providence,0.0,M,,394713.0,5.0,4.0,U,23.0,564.0,O,2125833.0
Igf12243,Radian Group,Santa Fe,8.0,m,A,,5.0,0.0,M,24.0,837.0,O,717520.0
fqj12244,Annaly Capital Management,Indianapolis,6.0,,i,257468.0,1.0,2.0,D,1.0,,O,2051903.0
Qhr12245,,North Las Vegas,1.0,m,,295961.0,3.0,0.0,M,68.0,544.0,O,1970370.0
FAA12246,Staples,Sherbrooke,9.0,,N,102029.0,2.0,4.0,U,65.0,601.0,O,1668674.0
Nef12247,Unisys,Naperville,3.0,f,A,247652.0,5.0,4.0,M,55.0,622.0,O,2393174.0
meb12248,Wyeth,Moncton,10.0,m,,186555.0,2.0,2.0,S,19.0,795.0,,3148089.0
rkm12249,Mutual Life Insurance,San Bernardino,0.0,,,151602.0,0.0,0.0,M,70.0,484.0,O,880419.0
ypd12250,Assurant,Elizabeth,6.0,,,260323.0,2.0,3.0,M,96.0,,O,2027217.0
Gcr12251,Ingram Micro,Colorado Springs,1.0,,,46789.0,1.0,1.0,U,,791.0,O,2989768.0
Ham12252,Lexmark International,Irvine,6.0,,c,360248.0,1.0,0.0,W,56.0,303.0,O,1643977.0
Fpv12253,Dentsply International,Hollywood,7.0,F,,361464.0,1.0,0.0,S,79.0,395.0,O,2081414.0
qgd12254,Country Financial Services,Mobile,10.0,F,,131165.0,3.0,0.0,S,45.0,686.0,O,2582386.0
Mmf12255,Humana,West Covina,8.0,m,u,468222.0,0.0,0.0,S,34.0,611.0,O,745540.0
cch12256,General Motors,Savannah,3.0,,P,69986.0,0.0,4.0,D,63.0,605.0,R,1556754.0
Mkl12257,Express Scripts,Thousand Oaks,1.0,,,133905.0,2.0,2.0,U,11.0,446.0,R,3619771.0
Cuu12258,ON Semiconductor,Buffalo,10.0,O,,125591.0,4.0,5.0,S,28.0,521.0,O,2476699.0
SGI12259,Interactive Brokers Group,Mount Pearl,7.0,,D,329007.0,0.0,2.0,M,80.0,561.0,O,384979.0
Dji12260,Phoenix,Simi Valley,2.0,f,,72809.0,0.0,1.0,,64.0,348.0,,3355184.0
Zfm12261,Cephalon,Louisville,5.0,,,157097.0,0.0,,S,8.0,743.0,O,921503.0
HHH12262,Laclede Group,Santa Clara,8.0,M,T,306932.0,0.0,2.0,M,,524.0,O,517122.0
Vns12263,General Growth Properties,New Haven,8.0,f,,146058.0,4.0,4.0,M,45.0,761.0,,3961463.0
Dno12264,Monsanto,Santa Fe,0.0,,,129028.0,3.0,0.0,U,,382.0,O,2804105.0
SJR12265,Solo Cup,Fort Lauderdale,6.0,,,48169.0,0.0,0.0,U,46.0,435.0,U,3277048.0
VTJ12266,MEMC Electronic Materials,Mobile,4.0,,,491094.0,2.0,3.0,M,68.0,402.0,O,2971203.0
Gsr12267,Gannett,Boston,7.0,F,g,156190.0,3.0,1.0,U,30.0,669.0,O,923080.0
Uyk12268,,El Monte,4.0,f,,210500.0,,4.0,D,92.0,438.0,,1005552.0
SXM12269,Ball,Fargo,5.0,f,m,253563.0,5.0,2.0,U,16.0,826.0,O,1851067.0
ZQD12270,Charles Schwab,Iqaluit,10.0,,D,38683.0,1.0,3.0,W,22.0,556.0,O,3168123.0
ELB12271,Int. Business Machines,Pembroke Pines,3.0,,B,398600.0,3.0,4.0,S,24.0,440.0,O,475083.0
MQH12272,Lennar,Philadelphia,1.0,,F,33993.0,4.0,3.0,W,38.0,365.0,R,1610658.0
wdu12273,Iasis Healthcare,Las Cruces,7.0,,J,50976.0,1.0,1.0,S,29.0,446.0,R,359942.0
Vmo12274,Embarq,Springfield,4.0,,X,187595.0,3.0,2.0,M,97.0,369.0,O,1436315.0
Vue12275,Cigna,Edmonton,6.0,,,237527.0,1.0,0.0,U,64.0,436.0,O,3850672.0
aql12276,PepsiAmericas,Bridgeport,4.0,,S,408665.0,4.0,5.0,M,40.0,358.0,O,93264.0
Oyt12277,Tellabs,Moreno Valley,9.0,F,V,496385.0,2.0,4.0,S,2.0,778.0,,3972112.0
oot12278,PolyOne,Peoria,2.0,f,r,450003.0,2.0,0.0,U,86.0,456.0,O,1783132.0
gqp12279,General Cable,Riverside,4.0, ,,467959.0,4.0,5.0,M,43.0,588.0,O,2990001.0
SGD12280,Google,Charleston,8.0,M,,320766.0,1.0,1.0,M,80.0,542.0,O,730252.0
Amp12281,Fidelity National Financial,Newark,2.0,,A,311474.0,3.0,1.0,M,85.0,806.0,U,
CFY12282,,Bismarck,5.0,,U,244212.0,1.0,3.0,M,73.0,394.0,O,3371755.0
ERL12283,United Refining,Chula Vista,3.0,,,,,5.0,S,84.0,550.0,O,488022.0
ucr12284,Crane,Lansing,3.0,f,v,115930.0,0.0,4.0,,76.0,592.0,,1188396.0
Fkp12285,Verizon Communications,Hartford,9.0,f,,328375.0,5.0,2.0,S,25.0,537.0,R,
Bkp12286,Public Storage,Fayetteville,3.0,f,I,253711.0,5.0,,M,60.0,707.0,O,2185517.0
Ntq12287,U.S. Bancorp,Great Falls,10.0,,,92046.0,4.0,1.0,U,65.0,579.0,R,1883164.0
hlh12288,ON Semiconductor,Casper,4.0,M,,454454.0,4.0,0.0,W,5.0,589.0,R,3082174.0
Cwm12289,URS,Toronto,8.0,f,j,166188.0,5.0,3.0,S,43.0,845.0,O,2084740.0
Pgv12290,CC Media Holdings,Fremont,3.0,,,282983.0,5.0,0.0,M,42.0,314.0,O,305790.0
Ijl12291,Avnet,Bridgeport,5.0,,,140876.0,3.0,,M,6.0,456.0,R,2251427.0
FSX12292,Kimberly-Clark,San Diego,3.0,,,241059.0,4.0,0.0,M,4.0,661.0,O,842057.0
QHJ12293,Precision Castparts,Tampa,5.0,,,,5.0,4.0,M,96.0,507.0,O,
KEU12294,LKQ,Jersey City,5.0,F,S,194589.0,,3.0,S,6.0,758.0,O,2348382.0
Yiw12295,,Gary,4.0,,,55077.0,4.0,3.0,M,90.0,849.0,O,303969.0
Lur12296,J.C. Penney,El Monte,9.0,,,162651.0,0.0,3.0,M,82.0,454.0,R,426121.0
ocg12297,Airgas,Sunnyvale,6.0,m,,162804.0,0.0,4.0,M,58.0,465.0,R,739970.0
Mis12298,Host Hotels & Resorts,Spokane,,,k,179308.0,3.0,1.0,U,75.0,640.0,O,944292.0
kvi12299,Patterson-UTI Energy,St. Petersburg,1.0,,g,210158.0,5.0,0.0,U,92.0,304.0,O,2697249.0
Jbm12300,Dover,Fort Lauderdale,5.0,,,415363.0,,4.0,U,86.0,346.0,O,2222649.0
ZER12301,Advance Auto Parts,Oxnard,5.0,f,,420836.0,5.0,0.0,U,6.0,627.0,O,468140.0
Ljd12302,AGL Resources,Louisville,5.0,,x,485904.0,,1.0,S,86.0,589.0,O,1950276.0
MHH12303,Southern Union,Mesa,4.0,m,,98539.0,1.0,0.0,U,40.0,809.0,O,1588249.0
Rfb12304,Flowers Foods,Baton Rouge,,,,407049.0,0.0,3.0,,76.0,531.0,O,3853200.0
Xwx12305,Psychiatric Solutions,Dayton,2.0,F,,290262.0,4.0,0.0,S,41.0,400.0,R,3906037.0
ehn12306,Cenveo,El Monte,10.0,F,b,280984.0,1.0,5.0,M,83.0,324.0,O,
QQH12307,AbitibiBowater,London,1.0,,k,408050.0,5.0,4.0,M,100.0,709.0,,203616.0
Dmi12308,First Horizon National Corp.,Mount Pearl,2.0,f,l,405529.0,5.0,2.0,W,30.0,580.0,U,126249.0
avn12309,Arkansas Best,Plano,7.0,,M,126262.0,0.0,0.0,U,43.0,704.0,O,2622290.0
Mrz12310,Ecolab,Fayetteville,4.0,,,98860.0,4.0,5.0,M,4.0,502.0,O,2529787.0
Yto12311,,Vancouver,9.0,,K,37350.0,1.0,4.0,U,21.0,457.0,R,64952.0
WYB12312,News Corp.,Frederick,3.0,,D,230290.0,4.0,4.0,S,50.0,508.0,O,3764339.0
TQA12313,Publix Super Markets,New Orleans,7.0,,,119956.0,1.0,0.0,,20.0,531.0,O,
Mpa12314,Land O'Lakes,El Paso,3.0,f,K,164589.0,5.0,3.0,U,56.0,,O,3880644.0
qow12315,Delphi,Huntsville,10.0,M,y,182678.0,2.0,0.0,D,76.0,,O,3926126.0
Oxj12316,Lithia Motors,Jacksonville,10.0,M,I,351317.0,0.0,,M,92.0,304.0,O,3417605.0
ckl12317,Buckeye GP Holdings,Las Vegas,2.0,,F,160175.0,1.0,2.0,S,26.0,817.0,O,457926.0
Prl12318,,Hampton,7.0,,D,294533.0,4.0,5.0,M,12.0,353.0,R,2935217.0
CUV12319,International Paper,McAllen,,m,,97846.0,4.0,0.0,U,74.0,741.0,O,934777.0
Ysp12320,Freddie Mac,Idaho Falls,,M,,335004.0,4.0,3.0,M,25.0,655.0,O,3701481.0
Fks12321,Priceline.com,Escondido,5.0,F,,146440.0,,5.0,S,8.0,769.0,,1637670.0
Ghd12322,,Mesa,,M,,316315.0,4.0,2.0,M,23.0,633.0,O,2335832.0
Qlo12323,Boston Scientific,Rochester,0.0,,q,329949.0,5.0,2.0,U,43.0,,O,3956551.0
JQG12324,Guardian Life Ins. Co.,Montgomery,2.0,,Q,449560.0,5.0,5.0,U,33.0,626.0,R,3483920.0
Qmw12325,New York Times,Fort Worth,1.0,f,,12309.0,1.0,2.0,U,69.0,770.0,O,1518520.0
Jol12326,ENSCO International,Huntington,3.0,,,212767.0,4.0,5.0,W,60.0,361.0,O,3226297.0
Txg12327,Norfolk Southern,Oklahoma City,4.0,,,67204.0,2.0,1.0,M,27.0,640.0,O,641413.0
Jnx12328,Yum Brands,Jacksonville,1.0,,P,89239.0,0.0,3.0,S,21.0,775.0,,1189583.0
Ktf12329,Crosstex Energy,Lansing,10.0,,u,232462.0,0.0,2.0,U,73.0,549.0,O,2637883.0
rwt12330,Apollo Group,North Las Vegas,9.0,,b,144710.0,3.0,0.0,M,99.0,818.0,O,2987017.0
Dwn12331,FedEx,Huntsville,1.0,F,,276109.0,,4.0,U,100.0,720.0,O,623033.0
FEQ12332,Icahn Enterprises,Hilo,10.0,,,102687.0,5.0,4.0,U,13.0,486.0,O,1763040.0
kfq12333,Source Interlink Cos.,Baton Rouge,6.0,,,286230.0,5.0,1.0,S,9.0,614.0,O,2412526.0
WAQ12334,Sun Healthcare Group,Charleston,5.0,,H,374311.0,1.0,5.0,S,40.0,616.0,O,1967771.0
Yyq12335,FMC Technologies,Durham,2.0,,X,340354.0,4.0,,S,11.0,581.0,O,3926121.0
jpi12336,Northwestern Mutual,Mesquite,4.0,,,391742.0,5.0,4.0,,59.0,592.0,O,3507757.0
TXS12337,Dick's Sporting Goods,Tempe,9.0,,Y,234033.0,3.0,0.0,S,65.0,532.0,R,1189997.0
Wzq12338,Cracker Barrel Old Country,Oshawa,3.0,,,77427.0,0.0,4.0,M,16.0,367.0,O,
