miller2_FiYe,miller2_CouReN,miller2_OrgaID,miller2_IndigIs,miller2_BrN,miller2_SecPer,miller2_OrganTy,miller2_SecID,miller2_ChIss,miller2_ProBroCounID,miller2_Biodiv,miller2_ConNa,Sector ID,miller2_OrganiCl,miller2_DiID,miller2_CliChaAda,miller2_ClChaMiti,miller2_Deser,miller2_PartiDevAGoGov,miller2_TrDevelo,miller2_UrIs,miller2_YoIss,miller2_DisIs,miller2_ICTAATFoDeve,miller2_KnoFDevelo,miller2_GeEqu,miller2_OrgN,miller2_OrgSu,miller2_ContiID,miller2_CouRegID,miller2_CouRegPer,miller2_SecNa,miller2_AmSp
2009/2010,Ukraine,1001883,0,"EGM Europe, Middle East and Maghreb",0.25,Canadian Profit Making,S3116,0,UA,0,Europe,31166,Civil Society,D3100,0,0,0,0,0,0,0,0,0,0,0,CanEd International Inc.,CONSULTING SERVICES,5,UA,1.0,Agricultural extension,274405.5
2009/2010,Ukraine,1001819,0,"EGM Europe, Middle East and Maghreb",0.25,Canadian Profit Making,S3116,0,UA,0,Europe,31191,Civil Society,D3100,0,0,0,0,0,0,0,0,0,0,0,ANGELHOEVE ASSOCIATES INC.,CONSULTING SERVICES,5,UA,1.0,Agricultural services,700.0
2009/2010,Ukraine,1001883,0,"EGM Europe, Middle East and Maghreb",0.25,Canadian Profit Making,S3116,0,UA,0,Europe,31191,Civil Society,D3100,0,0,0,0,0,0,0,0,0,0,0,CanEd International Inc.,CONSULTING SERVICES,5,UA,1.0,Agricultural services,274405.5
2009/2010,Ukraine,1001819,0,"EGM Europe, Middle East and Maghreb",0.2,Canadian Profit Making,S3116,0,UA,0,Europe,31193,Civil Society,D3100,0,0,0,0,0,0,0,0,0,0,0,ANGELHOEVE ASSOCIATES INC.,CONSULTING SERVICES,5,UA,1.0,Agricultural financial services,560.0
2009/2010,Ukraine,1001883,0,"EGM Europe, Middle East and Maghreb",0.2,Canadian Profit Making,S3116,0,UA,0,Europe,31193,Civil Society,D3100,0,0,0,0,0,0,0,0,0,0,0,CanEd International Inc.,CONSULTING SERVICES,5,UA,1.0,Agricultural financial services,219524.4
2009/2010,Algeria,1000690,0,"EGM Europe, Middle East and Maghreb",1.0,Canadian Profit Making,S4256,0,DZ,0,Africa,11330,Civil Society,D3100,0,0,0,0,0,0,0,0,0,0,2,Consortium International de D�veloppement en �ducation (CIDE),CONSULTING SERVICES,2,DZ,1.0,Vocational training,1018528.08
2009/2010,Algeria,Information not available,0,"EGM Europe, Middle East and Maghreb",1.0,Canadian Profit Making,S4256,0,DZ,0,Africa,11330,Individual,D3100,0,0,0,0,0,0,0,0,0,0,2,Information not available,CONSULTANT,2,DZ,1.0,Vocational training,39740.2
2009/2010,Bosnia & Herz.,10050,0,"EGM Europe, Middle East and Maghreb",0.7,Canadian Non-Profit Making,S3116,0,BA,0,Europe,15110,Governmental,D3100,0,0,0,1,0,0,0,0,0,0,2,Department of Foreign Affairs and International Trade,FEDERAL,5,BA,0.5,Public sector policy and administrative management,10928.8865
2009/2010,Bosnia & Herz.,10050,0,"EGM Europe, Middle East and Maghreb",0.3,Canadian Non-Profit Making,S3116,0,BA,0,Europe,15130,Governmental,D3100,0,0,0,1,0,0,0,0,0,0,2,Department of Foreign Affairs and International Trade,FEDERAL,5,BA,0.5,Legal and judicial development,4683.8085
2009/2010,Serbia,10050,0,"EGM Europe, Middle East and Maghreb",0.7,Canadian Non-Profit Making,S3116,0,RS,0,Europe,15110,Governmental,D3100,0,0,0,1,0,0,0,0,0,0,2,Department of Foreign Affairs and International Trade,FEDERAL,5,RS,0.5,Public sector policy and administrative management,10928.8865
2009/2010,Serbia,10050,0,"EGM Europe, Middle East and Maghreb",0.3,Canadian Non-Profit Making,S3116,0,RS,0,Europe,15130,Governmental,D3100,0,0,0,1,0,0,0,0,0,0,2,Department of Foreign Affairs and International Trade,FEDERAL,5,RS,0.5,Legal and judicial development,4683.8085
2009/2010,Ukraine,1001306,0,"EGM Europe, Middle East and Maghreb",0.25,Foreign Non-Profit Making,S3116,0,UA,0,Europe,24010,Multilateral,D3100,0,0,0,0,0,0,0,0,0,0,0,World Bank,IFI,5,UA,1.0,Financial policy and administrative management,178166.5
2009/2010,Ukraine,1001306,0,"EGM Europe, Middle East and Maghreb",0.25,Foreign Non-Profit Making,S3116,0,UA,0,Europe,24081,Multilateral,D3100,0,0,0,0,0,0,0,0,0,0,0,World Bank,IFI,5,UA,1.0,Education/training in banking and financial services,178166.5
2009/2010,Ukraine,1001306,0,"EGM Europe, Middle East and Maghreb",0.5,Foreign Non-Profit Making,S3116,0,UA,0,Europe,31193,Multilateral,D3100,0,0,0,0,0,0,0,0,0,0,0,World Bank,IFI,5,UA,1.0,Agricultural financial services,356333.0
2009/2010,Ukraine,1002743,0,"EGM Europe, Middle East and Maghreb",1.0,Foreign Non-Profit Making,S3116,0,UA,0,Europe,24020,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,1,IMF - International Monetary Fund,IFI,5,UA,1.0,Monetary institutions,1600000.0
2009/2010,Northern Africa,1002742,0,"EGM Europe, Middle East and Maghreb",0.6,Foreign Non-Profit Making,S4256,0,MA,0,Africa,11130,Multilateral,D3100,0,0,0,0,0,0,1,0,0,0,2,ILO - International Labour Organization,UNITED NATIONS,2,70,0.3333,Teacher training,6820.269905
2009/2010,Northern Africa,1002742,0,"EGM Europe, Middle East and Maghreb",0.25,Foreign Non-Profit Making,S4256,0,MA,0,Africa,11320,Multilateral,D3100,0,0,0,0,0,0,1,0,0,0,2,ILO - International Labour Organization,UNITED NATIONS,2,70,0.3333,Secondary education,2841.779127
2009/2010,Northern Africa,1002742,0,"EGM Europe, Middle East and Maghreb",0.15,Foreign Non-Profit Making,S4256,0,MA,0,Africa,11420,Multilateral,D3100,0,0,0,0,0,0,1,0,0,0,2,ILO - International Labour Organization,UNITED NATIONS,2,70,0.3333,Higher education,1705.0674760000002
2009/2010,Northern Africa,1002742,0,"EGM Europe, Middle East and Maghreb",0.6,Foreign Non-Profit Making,S4256,0,TN,0,Africa,11130,Multilateral,D3100,0,0,0,0,0,0,1,0,0,0,2,ILO - International Labour Organization,UNITED NATIONS,2,70,0.3333,Teacher training,6820.269905
2009/2010,Northern Africa,1002742,0,"EGM Europe, Middle East and Maghreb",0.25,Foreign Non-Profit Making,S4256,0,TN,0,Africa,11320,Multilateral,D3100,0,0,0,0,0,0,1,0,0,0,2,ILO - International Labour Organization,UNITED NATIONS,2,70,0.3333,Secondary education,2841.779127
2009/2010,Northern Africa,1002742,0,"EGM Europe, Middle East and Maghreb",0.15,Foreign Non-Profit Making,S4256,0,TN,0,Africa,11420,Multilateral,D3100,0,0,0,0,0,0,1,0,0,0,2,ILO - International Labour Organization,UNITED NATIONS,2,70,0.3333,Higher education,1705.0674760000002
2009/2010,Northern Africa,1002742,0,"EGM Europe, Middle East and Maghreb",0.6,Foreign Non-Profit Making,S4256,0,EG,0,Africa,11130,Multilateral,D3100,0,0,0,0,0,0,1,0,0,0,2,ILO - International Labour Organization,UNITED NATIONS,2,70,0.3334,Teacher training,6822.3161900000005
2009/2010,Northern Africa,1002742,0,"EGM Europe, Middle East and Maghreb",0.25,Foreign Non-Profit Making,S4256,0,EG,0,Africa,11320,Multilateral,D3100,0,0,0,0,0,0,1,0,0,0,2,ILO - International Labour Organization,UNITED NATIONS,2,70,0.3334,Secondary education,2842.631746
2009/2010,Northern Africa,1002742,0,"EGM Europe, Middle East and Maghreb",0.15,Foreign Non-Profit Making,S4256,0,EG,0,Africa,11420,Multilateral,D3100,0,0,0,0,0,0,1,0,0,0,2,ILO - International Labour Organization,UNITED NATIONS,2,70,0.3334,Higher education,1705.579048
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.55,Foreign Non-Profit Making,S4256,0,DZ,0,Africa,15110,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Public sector policy and administrative management,42350.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.3,Foreign Non-Profit Making,S4256,0,DZ,0,Africa,15111,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Public finance management,23100.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.15,Foreign Non-Profit Making,S4256,0,DZ,0,Africa,15153,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Media and free flow of information,11550.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.55,Foreign Non-Profit Making,S4256,0,MA,0,Africa,15110,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Public sector policy and administrative management,42350.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.3,Foreign Non-Profit Making,S4256,0,MA,0,Africa,15111,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Public finance management,23100.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.15,Foreign Non-Profit Making,S4256,0,MA,0,Africa,15153,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Media and free flow of information,11550.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.55,Foreign Non-Profit Making,S4256,0,TN,0,Africa,15110,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Public sector policy and administrative management,42350.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.3,Foreign Non-Profit Making,S4256,0,TN,0,Africa,15111,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Public finance management,23100.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.15,Foreign Non-Profit Making,S4256,0,TN,0,Africa,15153,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Media and free flow of information,11550.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.55,Foreign Non-Profit Making,S4256,0,EG,0,Africa,15110,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.12,Public sector policy and administrative management,46200.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.3,Foreign Non-Profit Making,S4256,0,EG,0,Africa,15111,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.12,Public finance management,25200.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.15,Foreign Non-Profit Making,S4256,0,EG,0,Africa,15153,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.12,Media and free flow of information,12600.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.55,Foreign Non-Profit Making,S4256,0,IQ,0,Asia,15110,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public sector policy and administrative management,42350.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.3,Foreign Non-Profit Making,S4256,0,IQ,0,Asia,15111,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public finance management,23100.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.15,Foreign Non-Profit Making,S4256,0,IQ,0,Asia,15153,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Media and free flow of information,11550.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.55,Foreign Non-Profit Making,S4256,0,JO,0,Asia,15110,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public sector policy and administrative management,42350.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.3,Foreign Non-Profit Making,S4256,0,JO,0,Asia,15111,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public finance management,23100.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.15,Foreign Non-Profit Making,S4256,0,JO,0,Asia,15153,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Media and free flow of information,11550.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.55,Foreign Non-Profit Making,S4256,0,LB,0,Asia,15110,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public sector policy and administrative management,42350.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.3,Foreign Non-Profit Making,S4256,0,LB,0,Asia,15111,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public finance management,23100.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.15,Foreign Non-Profit Making,S4256,0,LB,0,Asia,15153,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Media and free flow of information,11550.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.55,Foreign Non-Profit Making,S4256,0,PS,0,Asia,15110,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public sector policy and administrative management,42350.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.3,Foreign Non-Profit Making,S4256,0,PS,0,Asia,15111,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public finance management,23100.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.15,Foreign Non-Profit Making,S4256,0,PS,0,Asia,15153,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Media and free flow of information,11550.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.55,Foreign Non-Profit Making,S4256,0,YE,0,Asia,15110,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public sector policy and administrative management,42350.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.3,Foreign Non-Profit Making,S4256,0,YE,0,Asia,15111,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public finance management,23100.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.15,Foreign Non-Profit Making,S4256,0,YE,0,Asia,15153,Multilateral,D3100,0,0,0,1,0,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Media and free flow of information,11550.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.7,Foreign Non-Profit Making,S4256,0,DZ,0,Africa,15110,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Public sector policy and administrative management,53900.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.1,Foreign Non-Profit Making,S4256,0,DZ,0,Africa,15111,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Public finance management,7700.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.2,Foreign Non-Profit Making,S4256,0,DZ,0,Africa,33140,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Multilateral trade negotiations,15400.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.7,Foreign Non-Profit Making,S4256,0,MA,0,Africa,15110,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Public sector policy and administrative management,53900.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.1,Foreign Non-Profit Making,S4256,0,MA,0,Africa,15111,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Public finance management,7700.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.2,Foreign Non-Profit Making,S4256,0,MA,0,Africa,33140,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Multilateral trade negotiations,15400.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.7,Foreign Non-Profit Making,S4256,0,TN,0,Africa,15110,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Public sector policy and administrative management,53900.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.1,Foreign Non-Profit Making,S4256,0,TN,0,Africa,15111,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Public finance management,7700.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.2,Foreign Non-Profit Making,S4256,0,TN,0,Africa,33140,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.11,Multilateral trade negotiations,15400.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.7,Foreign Non-Profit Making,S4256,0,EG,0,Africa,15110,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.12,Public sector policy and administrative management,58800.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.1,Foreign Non-Profit Making,S4256,0,EG,0,Africa,15111,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.12,Public finance management,8400.0
2009/2010,Northern Africa,1001236,0,"EGM Europe, Middle East and Maghreb",0.2,Foreign Non-Profit Making,S4256,0,EG,0,Africa,33140,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,2,70,0.12,Multilateral trade negotiations,16800.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.7,Foreign Non-Profit Making,S4256,0,IQ,0,Asia,15110,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public sector policy and administrative management,53900.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.1,Foreign Non-Profit Making,S4256,0,IQ,0,Asia,15111,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public finance management,7700.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.2,Foreign Non-Profit Making,S4256,0,IQ,0,Asia,33140,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Multilateral trade negotiations,15400.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.7,Foreign Non-Profit Making,S4256,0,JO,0,Asia,15110,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public sector policy and administrative management,53900.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.1,Foreign Non-Profit Making,S4256,0,JO,0,Asia,15111,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public finance management,7700.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.2,Foreign Non-Profit Making,S4256,0,JO,0,Asia,33140,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Multilateral trade negotiations,15400.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.7,Foreign Non-Profit Making,S4256,0,LB,0,Asia,15110,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public sector policy and administrative management,53900.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.1,Foreign Non-Profit Making,S4256,0,LB,0,Asia,15111,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public finance management,7700.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.2,Foreign Non-Profit Making,S4256,0,LB,0,Asia,33140,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Multilateral trade negotiations,15400.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.7,Foreign Non-Profit Making,S4256,0,PS,0,Asia,15110,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public sector policy and administrative management,53900.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.1,Foreign Non-Profit Making,S4256,0,PS,0,Asia,15111,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public finance management,7700.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.2,Foreign Non-Profit Making,S4256,0,PS,0,Asia,33140,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Multilateral trade negotiations,15400.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.7,Foreign Non-Profit Making,S4256,0,YE,0,Asia,15110,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public sector policy and administrative management,53900.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.1,Foreign Non-Profit Making,S4256,0,YE,0,Asia,15111,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Public finance management,7700.0
2009/2010,Western Asia,1001236,0,"EGM Europe, Middle East and Maghreb",0.2,Foreign Non-Profit Making,S4256,0,YE,0,Asia,33140,Multilateral,D3100,0,0,0,1,1,0,0,0,0,0,0,Organisation de Coop�ration et de D�veloppement �conomique,OTHER MULTILATERAL,3,130,0.11,Multilateral trade negotiations,15400.0
2009/2010,Georgia,1009657,0,"EGM Europe, Middle East and Maghreb",0.2,Foreign Non-Profit Making,S3116,0,GE,0,Asia,12110,Civil Society,D3100,0,0,0,1,0,0,0,0,0,0,2,FOUNDATION OPEN SOCIETY INSTITUTE,INTERNATIONAL NGO,3,GE,0.25,Health policy and administrative management,29545.45
2009/2010,Georgia,1015020,0,"EGM Europe, Middle East and Maghreb",0.2,Canadian Profit Making,S3116,0,GE,0,Asia,12110,Civil Society,D3100,0,0,0,1,0,0,0,0,0,0,2,Pyra Management Consulting Services Inc.,CONSULTING SERVICES,3,GE,0.25,Health policy and administrative management,421.343
2009/2010,Georgia,1009657,0,"EGM Europe, Middle East and Maghreb",0.4,Foreign Non-Profit Making,S3116,0,GE,0,Asia,13040,Civil Society,D3100,0,0,0,1,0,0,0,0,0,0,2,FOUNDATION OPEN SOCIETY INSTITUTE,INTERNATIONAL NGO,3,GE,0.25,STD control including HIV/AIDS,59090.9
2009/2010,Georgia,1015020,0,"EGM Europe, Middle East and Maghreb",0.4,Canadian Profit Making,S3116,0,GE,0,Asia,13040,Civil Society,D3100,0,0,0,1,0,0,0,0,0,0,2,Pyra Management Consulting Services Inc.,CONSULTING SERVICES,3,GE,0.25,STD control including HIV/AIDS,842.686
2009/2010,Georgia,1009657,0,"EGM Europe, Middle East and Maghreb",0.3,Foreign Non-Profit Making,S3116,0,GE,0,Asia,15150,Civil Society,D3100,0,0,0,1,0,0,0,0,0,0,2,FOUNDATION OPEN SOCIETY INSTITUTE,INTERNATIONAL NGO,3,GE,0.25,Democratic participation and civil society,44318.175
2009/2010,Georgia,1015020,0,"EGM Europe, Middle East and Maghreb",0.3,Canadian Profit Making,S3116,0,GE,0,Asia,15150,Civil Society,D3100,0,0,0,1,0,0,0,0,0,0,2,Pyra Management Consulting Services Inc.,CONSULTING SERVICES,3,GE,0.25,Democratic participation and civil society,632.0145
2009/2010,Georgia,1009657,0,"EGM Europe, Middle East and Maghreb",0.1,Foreign Non-Profit Making,S3116,0,GE,0,Asia,15160,Civil Society,D3100,0,0,0,1,0,0,0,0,0,0,2,FOUNDATION OPEN SOCIETY INSTITUTE,INTERNATIONAL NGO,3,GE,0.25,Human rights,14772.725
