rltnshp_tp,ss_strn,src_ss_d,tss_d,b_frmt,crtd_b,ss_ctgr,ss_tp,ss_tss,chmbl_d,td,ss_cll_tp,cnfdnc_scr,ss_tx_d,ss_d,ss_tst_tp,vrnt_d,dscrptn,dc_d,ss_rgnsm,ss_sbclllr_frctn,cll_d,src_d
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL875477,50597,,1,10116.0,13209,In vivo,,Renal clearance from the body in rat,7095,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627287,50597,,1,10116.0,13210,In vivo,,Tested for pharmacokinetic parameter to calculate the total body clearance at a dosage of 12 mg/kg in rat,12528,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627288,50588,,1,9615.0,13211,In vivo,,Tested for pharmacokinetic parameter to calculate the total body clearance at a dosage of 2.5 mg/kg in dog,12528,Canis lupus familiaris,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627289,50597,,1,10116.0,13212,,,Total clearance from the body in rat,7095,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL627290,50597,,1,10116.0,13213,In vivo,,Clearance into cortex from rat plasma or PBS,14223,Rattus norvegicus,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL627291,22224,,0,,13214,In vivo,,Clearance at an iv dose of 15 mg/Kg and po dose of 120 mg/Kg,13569,,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL627292,22224,,0,,13215,In vivo,,Clearance at an iv dose of 15 mg/Kg and po dose of 240 mg/Kg,13569,,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL627293,22224,,0,,13216,In vivo,,Clearance at an iv dose of 15 mg/Kg and po dose of 29.1 mg/Kg,13569,,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL627294,22224,,0,,13217,In vivo,,Clearance at an iv dose of 15 mg/Kg and po dose of 30 mg/Kg,13569,,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL875478,22224,,0,,13218,In vivo,,Clearance at an iv dose of 15 mg/Kg and po dose of 60 mg/Kg,13569,,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL627295,22224,,0,,13219,In vivo,,Clearance was determined,13979,,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627296,50594,,1,10090.0,13220,In vivo,,Clearance was measured in mouse after administration of compound 20 mg/kg intravenously,14315,Mus musculus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626119,50592,,1,9986.0,13221,In vivo,,Clearance was measured in rabbit after administration of compound 20 mg/kg intravenously,14315,Oryctolagus cuniculus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626120,50597,,1,10116.0,13222,In vivo,,Clearance was measured in rat after administration of compound 20 mg/kg intravenously,14315,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626121,50597,,1,10116.0,13223,In vivo,,Clearance in rat after iv dose (100 ug/kg),12174,Rattus norvegicus,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL626122,22224,,0,10141.0,13224,In vivo,,Clearance in guinea pig,12797,Cavia porcellus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626123,50597,,1,10116.0,13225,In vivo,,Compound was evaluated for clearance in rat,12797,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL623456,50588,,1,9615.0,13226,In vivo,,Compound was evaluated for the clearance in dog,12797,Canis lupus familiaris,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL623457,50597,,1,10116.0,13227,In vivo,,Compound was evaluated for the clearance in rat,12797,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL623458,50597,,1,10116.0,13228,In vivo,,Compound was tested in vivo for clearance after iv administration in the rat,11500,Rattus norvegicus,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL623459,22224,,0,,13229,In vivo,,IV clearance determined at an iv dose of 14 mg/kg,15173,,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL875484,22224,,0,,13230,In vivo,,IV clearance determined at an iv dose of 15.2 mg/kg,15173,,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL623460,22224,,0,,13231,In vivo,,IV clearance determined at an iv dose of 15 mg/kg,15173,,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL623461,22224,,0,,13232,In vivo,,IV clearance determined at an peroral dose of 30 mg/kg.,15173,,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL623462,22224,,0,,13233,In vivo,,IV clearance determined at an peroral dose of 30.2 mg/kg.,15173,,,,1
U,,,,BAO_0000218,Autocuration,,A,,CHEMBL627386,22224,,0,,13234,In vivo,,IV clearance determined at an peroral dose of 30.3 mg/kg.,15173,,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL627387,50597,,1,10116.0,13235,In vivo,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in kidney of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL627388,50597,,1,10116.0,13236,In vivo,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in liver of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL627389,50597,,1,10116.0,13237,In vivo,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in lung of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627390,50597,,1,10116.0,13238,In vivo,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in muscle of male wistar rats,14198,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL627391,50597,,1,10116.0,13239,In vivo,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in plasma of male wistar rats,14198,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627392,50597,,1,10116.0,13240,In vivo,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in red blood cells of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL627393,50597,,1,10116.0,13241,In vivo,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in spleen of male wistar rats,14198,Rattus norvegicus,,,1
N,,,3126.0,BAO_0000218,Intermediate,,A,Trachea,CHEMBL627394,50597,,1,10116.0,13242,In vivo,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in trachea of male wistar rats,14198,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL627395,50597,,1,10116.0,13243,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in bone of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2037.0,BAO_0000218,Intermediate,,A,Cerebellum,CHEMBL875485,50597,,1,10116.0,13244,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in cerebellum of male wistar rats,14198,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627396,50597,,1,10116.0,13245,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in cortex of male wistar rats,14198,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627397,50597,,1,10116.0,13246,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in fat of male wistar rats,14198,Rattus norvegicus,,,1
N,,,948.0,BAO_0000218,Intermediate,,A,Heart,CHEMBL627398,50597,,1,10116.0,13247,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in heart of male wistar rats,14198,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL627399,50597,,1,10116.0,13248,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in intestine bone of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL627400,50597,,1,10116.0,13249,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in kidney of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL627401,50597,,1,10116.0,13250,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in liver of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL627402,50597,,1,10116.0,13251,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in lung of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627403,50597,,1,10116.0,13252,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in muscle of male wistar rats,14198,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL627404,50597,,1,10116.0,13253,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in plasma of male wistar rats,14198,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL623101,50597,,1,10116.0,13254,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in red blood cells of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL877480,50597,,1,10116.0,13255,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in spleen of male wistar rats,14198,Rattus norvegicus,,,1
N,,,3126.0,BAO_0000218,Intermediate,,A,Trachea,CHEMBL623102,50597,,1,10116.0,13256,In vivo,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in trachea of male wistar rats,14198,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL623103,50597,,1,10116.0,13257,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in bone of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2037.0,BAO_0000218,Intermediate,,A,Cerebellum,CHEMBL623104,50597,,1,10116.0,13258,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in cerebellum of male wistar rats,14198,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL623105,50597,,1,10116.0,13259,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in cortex of male wistar rats,14198,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL623106,50597,,1,10116.0,13260,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in fat of male wistar rats,14198,Rattus norvegicus,,,1
N,,,948.0,BAO_0000218,Intermediate,,A,Heart,CHEMBL623107,50597,,1,10116.0,13261,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in heart of male wistar rats,14198,Rattus norvegicus,,,1
N,,,160.0,BAO_0000218,Intermediate,,A,Intestine,CHEMBL623108,50597,,1,10116.0,13262,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in intestine of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL623109,50597,,1,10116.0,13263,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in kidney of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL623110,50597,,1,10116.0,13264,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in liver of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL623111,50597,,1,10116.0,13265,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in lung of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL625060,50597,,1,10116.0,13266,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in muscle of male wistar rats,14198,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL625061,50597,,1,10116.0,13267,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in plasma of male wistar rats,14198,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625062,50597,,1,10116.0,13268,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in red blood cells of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL625063,50597,,1,10116.0,13269,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in spleen of male wistar rats,14198,Rattus norvegicus,,,1
N,,,3126.0,BAO_0000218,Intermediate,,A,Trachea,CHEMBL625064,50597,,1,10116.0,13270,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in trachea of male wistar rats,14198,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL625065,50597,,1,10116.0,13271,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in bone of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2037.0,BAO_0000218,Intermediate,,A,Cerebellum,CHEMBL625066,50597,,1,10116.0,13272,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in cerebellum of male wistar rats,14198,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625067,50597,,1,10116.0,13273,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in cortex of male wistar rats,14198,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625068,50597,,1,10116.0,13274,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in fat of male wistar rats,14198,Rattus norvegicus,,,1
N,,,948.0,BAO_0000218,Intermediate,,A,Heart,CHEMBL622159,50597,,1,10116.0,13275,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in heart of male wistar rats,14198,Rattus norvegicus,,,1
N,,,160.0,BAO_0000218,Intermediate,,A,Intestine,CHEMBL622160,50597,,1,10116.0,13276,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in intestine of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL622161,50597,,1,10116.0,13277,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in kidney of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL622162,50597,,1,10116.0,13278,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in lung of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL622163,50597,,1,10116.0,13279,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in muscle of male wistar rats,14198,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL622313,50597,,1,10116.0,13280,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in plasma of male wistar rats,14198,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622314,50597,,1,10116.0,13281,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in red blood cells of male wistar rats,14198,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL622315,50597,,1,10116.0,13282,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in spleen of male wistar rats,14198,Rattus norvegicus,,,1
N,,,3126.0,BAO_0000218,Intermediate,,A,Trachea,CHEMBL622316,50597,,1,10116.0,13283,In vivo,,Biodistribution of [18]Fluoro-CGP 12388 (60 minutes post injection) in trachea of male wistar rats,14198,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL877486,50212,,1,562.0,13284,,,Normal diffusion coefficient in water for Escherichia coli,15599,Escherichia coli,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL622317,22224,,0,,13285,,,Average max percent decrease in RVR (renal vascular resistance) was determined,8204,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL622318,22224,,0,,13286,,,Average max percent decrease in RVR (renal vascular resistance) was determined.,8204,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL622319,22224,,0,,13287,,,In vitro stability to pepsin promoting hydrolysis after 1 hr incubation time,6154,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL622320,22224,,0,,13288,,,In vitro stability to pepsin promoting hydrolysis after 2 hr incubation time,6154,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL622321,22224,,0,,13289,,,In vitro stability to pepsin promoting hydrolysis after 64h incubation time,6154,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL622322,22224,,0,,13290,,,In vitro stability to pepsin promoting hydrolysis after 84 hr incubation time,6154,,,,1
U,,,,BAO_0000019,Autocuration,,A,,CHEMBL622323,22224,,0,,13291,,,Compound was tested for diuretic activity in sodium content of the 3-h sample was measured by flame photometry,7114,,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622324,50597,,1,10116.0,13292,,,Compound was tested for diuretic activity in sodium content of the 3-h sample was measured by flame photometry in rat,7114,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL622325,50588,,1,9615.0,13293,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded dogs at 0.03mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL622326,50588,,1,9615.0,13294,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 h in urine of normotensive saline loaded dogs at 1.0 mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL877487,50588,,1,9615.0,13295,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 h in urine of normotensive saline loaded dogs at 10.0 mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL622327,50588,,1,9615.0,13296,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded dogs at 1 mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL622328,50588,,1,9615.0,13297,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 h in urine of normotensive saline loaded dogs at 3.0 mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL622329,50588,,1,9615.0,13298,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 h in urine of normotensive saline loaded dogs at 30 mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL622330,50588,,1,9615.0,13299,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded dogs at 0.1 mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL622331,50588,,1,9615.0,13300,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 h in urine of normotensive saline loaded dogs at 0.3mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL622332,50588,,1,9615.0,13301,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded dogs at 10mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL622333,50588,,1,9615.0,13302,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 h in urine of normotensive saline loaded dogs at 3 mg/kg, po",8133,Canis lupus familiaris,,,1
U,,,1088.0,BAO_0000218,Autocuration,,A,Urine,CHEMBL627658,22224,,0,314293.0,13303,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded monkey at 100 mg/kg, po",8133,Simiiformes,,,1
U,,,1088.0,BAO_0000218,Autocuration,,A,Urine,CHEMBL630428,22224,,0,314293.0,13304,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 h in urine of normotensive saline loaded monkey at 10mg/kg, po",8133,Simiiformes,,,1
U,,,1088.0,BAO_0000218,Autocuration,,A,Urine,CHEMBL630429,22224,,0,314293.0,13305,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded monkey at 1 mg/kg, po",8133,Simiiformes,,,1
U,,,1088.0,BAO_0000218,Autocuration,,A,Urine,CHEMBL630430,22224,,0,314293.0,13306,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 h in urine of normotensive saline loaded monkey at 30 mg/kg, po",8133,Simiiformes,,,1
U,,,1088.0,BAO_0000218,Autocuration,,A,Urine,CHEMBL630431,22224,,0,314293.0,13307,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 h in urine of normotensive saline loaded monkey at 3 mg/kg, po",8133,Simiiformes,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL630432,50597,,1,10116.0,13308,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded rats at 0.1 mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL630433,50597,,1,10116.0,13309,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded rats at 0.3mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL630434,50597,,1,10116.0,13310,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded rats at 1.0mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629372,50597,,1,10116.0,13311,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded rats at 10.0mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629553,50597,,1,10116.0,13312,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded rats at 100.0mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629554,50597,,1,10116.0,13313,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded rats at 2.1 mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL874447,50597,,1,10116.0,13314,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded rats at 20.8mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629555,50597,,1,10116.0,13315,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded rats at 207.6mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629556,50597,,1,10116.0,13316,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded rats at 3.0mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629557,50597,,1,10116.0,13317,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 h in urine of normotensive saline loaded rats at 30.0 mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629558,50597,,1,10116.0,13318,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded rats at 6.9mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629559,50597,,1,10116.0,13319,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded rats at 69.2mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629560,50597,,1,10116.0,13320,,,"Diuretic activity was evaluated by measuring amount of Cl- during 0-6 hr in urine of normotensive saline loaded rats at 691.9mg/kg, po",8133,Rattus norvegicus,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629561,50588,,1,9615.0,13321,,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded dogs at 0.03mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629562,50588,,1,9615.0,13322,,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded dogs at 0.1 mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629563,50588,,1,9615.0,13323,,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded dogs at 0.3mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629564,50588,,1,9615.0,13324,,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded dogs at 1.0 mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629565,50588,,1,9615.0,13325,,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded dogs at 10.0mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629566,50588,,1,9615.0,13326,,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded dogs at 10mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629567,50588,,1,9615.0,13327,,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded dogs at 1 mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629568,50588,,1,9615.0,13328,,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded dogs at 3.0mg/kg, po",8133,Canis lupus familiaris,,,1
N,,,1088.0,BAO_0000218,Intermediate,,A,Urine,CHEMBL629569,50588,,1,9615.0,13329,,,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded dogs at 30mg/kg, po",8133,Canis lupus familiaris,,,1
