assay_id,curated_by,assay_test_type,assay_strain,assay_type,relationship_type,doc_id,description,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_cell_type,assay_subcellular_fraction
6220,Intermediate,In vivo,,A,N,6621,Bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6221,Intermediate,In vivo,,A,N,3854,Bioavailability after intravenous administration in dogs,,Canis lupus familiaris,9615.0,,,
6222,Intermediate,In vivo,,A,N,3854,Bioavailability after peroral administration in dogs,,Canis lupus familiaris,9615.0,,,
6223,Intermediate,In vivo,,A,N,5007,Bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),,Canis lupus familiaris,9615.0,,,
6224,Intermediate,In vivo,,A,N,4333,Bioavailability in dog (Beagle) (male) (dose 3 mg/kg i.v. and 10 mg/kg p.o.) measured from 1 to 24 hr,,Canis lupus familiaris,9615.0,,,
6225,Intermediate,In vivo,,A,N,4333,Bioavailability in plasma of male Beagle dogs treated with 3 mg/kg (i.v.) and 10 mg/kg (p.o.) measured from 1 to 24 hr; ND indicates not determined,,Canis lupus familiaris,9615.0,Plasma,,
6226,Intermediate,In vivo,,A,N,5006,Bioavailability,,Canis lupus familiaris,9615.0,,,
6227,Intermediate,In vivo,,A,N,5199,Bioavailability,,Canis lupus familiaris,9615.0,,,
6228,Intermediate,In vivo,,A,N,4368,Bioavailability by intravenous administration of 1.2 mg/kg in dog,,Canis lupus familiaris,9615.0,,,
6229,Intermediate,In vivo,,A,N,3771,Bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6230,Intermediate,In vivo,,A,N,4953,Bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6231,Intermediate,In vivo,,A,N,5064,Bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6232,Intermediate,In vivo,,A,N,17657,Bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6233,Intermediate,In vivo,,A,N,17796,Bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6234,Intermediate,In vivo,,A,N,17853,Bioavailability in dog (p.o.) at 2.0 mpk,,Canis lupus familiaris,9615.0,,,
6235,Intermediate,In vivo,,A,N,4521,Bioavailability in dog (dose 2 mg/kg p.o. and 0.5 mg/kg i.v.),,Canis lupus familiaris,9615.0,,,
6236,Intermediate,In vivo,,A,N,4521,Bioavailability in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,,Canis lupus familiaris,9615.0,,,
6237,Intermediate,In vivo,,A,N,5006,Bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6238,Intermediate,In vivo,,A,N,16365,Bioavailability was evaluated after oral administration in dog,,Canis lupus familiaris,9615.0,,,
6239,Intermediate,In vivo,,A,N,1916,Bioavailability was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,,Canis lupus familiaris,9615.0,,,
6240,Intermediate,In vivo,,A,N,1918,Bioavailability was evaluated in dog,,Canis lupus familiaris,9615.0,,,
6241,Intermediate,In vivo,,A,N,4239,Bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6242,Intermediate,In vivo,,A,N,6505,Bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6243,Intermediate,In vivo,,A,N,5334,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),,Canis lupus familiaris,9615.0,,,
6244,Intermediate,In vivo,,A,N,5334,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),,Canis lupus familiaris,9615.0,,,
6245,Intermediate,In vivo,,A,N,4809,Bioavailability was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),,Canis lupus familiaris,9615.0,,,
6246,Intermediate,In vivo,,A,N,6348,Bioavailability was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,,Canis lupus familiaris,9615.0,,,
6247,Intermediate,In vivo,,A,N,6005,Bioavailability was evaluated in dog after peroral administration at a dose of 1 mg/kg,,Canis lupus familiaris,9615.0,,,
6248,Intermediate,In vivo,,A,N,17804,Bioavailability of compound in dog was determined after peroral administration,,Canis lupus familiaris,9615.0,,,
6249,Intermediate,In vivo,,A,N,3184,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6250,Intermediate,In vivo,,A,N,1806,Compound was evaluated for oral bioavailability at different dose 27.5 mg/kg DMP323 equiv in dogs,,Canis lupus familiaris,9615.0,,,
6251,Intermediate,In vivo,,A,N,1806,Compound was evaluated for oral bioavailability at different dose 7.7 mg/kg DMP323 equiv in dogs,,Canis lupus familiaris,9615.0,,,
6252,Intermediate,In vivo,,A,N,1806,Compound was evaluated for oral bioavailability in dogs; 37-38 %,,Canis lupus familiaris,9615.0,,,
6253,Intermediate,In vivo,,A,N,4839,Bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6254,Intermediate,In vivo,,A,N,5017,Oral bioavailability in dog (1 mg/kg p.o. and 0.2 mg/kg i.v.),,Canis lupus familiaris,9615.0,,,
6255,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice heart was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Heart,,
6256,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice heart was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Heart,,
6257,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Kidney,,
6258,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Kidney,,
6259,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Kidney,,
6260,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Kidney,,
6261,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Kidney,,
6262,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Kidney,,
6263,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Liver,,
6264,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Liver,,
6265,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Liver,,
6266,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Liver,,
6267,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Liver,,
6268,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Liver,,
6269,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Lung,,
6270,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Lung,,
6271,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Lung,,
6272,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Lung,,
6273,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Lung,,
6274,Intermediate,In vivo,,A,N,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,,Mus musculus,10090.0,Lung,,
6275,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,,CCRF S-180,
6276,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,,CCRF S-180,
6277,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 30 minutes,,Mus musculus,10090.0,,CCRF S-180,
6278,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 4 hours,,Mus musculus,10090.0,,CCRF S-180,
6279,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 8 hours,,Mus musculus,10090.0,,CCRF S-180,
6280,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice brain bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,Brain,CCRF S-180,
6281,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,Brain,CCRF S-180,
6282,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 30 minutes,,Mus musculus,10090.0,Brain,CCRF S-180,
6283,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 4 hours,,Mus musculus,10090.0,Brain,CCRF S-180,
6284,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 8 hours,,Mus musculus,10090.0,Brain,CCRF S-180,
6285,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,Heart,CCRF S-180,
6286,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,Heart,CCRF S-180,
6287,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 30 minutes,,Mus musculus,10090.0,Heart,CCRF S-180,
6288,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 4 hours,,Mus musculus,10090.0,Heart,CCRF S-180,
6289,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 8 hours,,Mus musculus,10090.0,Heart,CCRF S-180,
6290,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 1 hour,,Mus musculus,10090.0,Kidney,CCRF S-180,
6291,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 2 hours,,Mus musculus,10090.0,Kidney,CCRF S-180,
6292,Intermediate,,,A,N,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 30 minutes,,Mus musculus,10090.0,Kidney,CCRF S-180,
6293,Intermediate,,,F,N,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml) on,,Homo sapiens,9606.0,,A549,
6294,Intermediate,,,F,N,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml)on,,Homo sapiens,9606.0,,A549,
6295,Intermediate,,,F,N,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml),,Homo sapiens,9606.0,,A549,
6296,Intermediate,,,F,N,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml)),,Homo sapiens,9606.0,,A549,
6297,Expert,,,F,N,3263,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,,Homo sapiens,9606.0,,A549,
6298,Expert,,,F,N,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-4 mol/L,,Homo sapiens,9606.0,,A549,
6299,Expert,,,F,N,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-5 mol/L,,Homo sapiens,9606.0,,A549,
6300,Expert,,,F,N,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-6 mol/L,,Homo sapiens,9606.0,,A549,
6301,Expert,,,F,N,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-7 mol/L,,Homo sapiens,9606.0,,A549,
6302,Expert,,,F,N,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-8 mol/L,,Homo sapiens,9606.0,,A549,
6303,Intermediate,,,F,N,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.0625 uM,,Homo sapiens,9606.0,,A549,
6304,Intermediate,,,F,N,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.125 uM,,Homo sapiens,9606.0,,A549,
6305,Intermediate,,,F,N,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.25 uM,,Homo sapiens,9606.0,,A549,
6306,Intermediate,,,F,N,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.5 uM,,Homo sapiens,9606.0,,A549,
6307,Intermediate,,,F,N,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 1 uM,,Homo sapiens,9606.0,,A549,
6308,Intermediate,,,F,N,3983,The compound was evaluated for its cytotoxic potency against A-549 cell line,,Homo sapiens,9606.0,,A549,
6309,Expert,,,F,N,11141,Cytotoxic concentration required to inhibit 50% cell growth in A-549 lung carcinoma cell lines,,Homo sapiens,9606.0,,A549,
6310,Intermediate,,,F,N,5076,Cytotoxic activity of compound against A-549 tumor cell line.,,Homo sapiens,9606.0,,A549,
6311,Intermediate,,,F,N,3311,In vitro cytotoxicity against Lung A-549 human tumors following a 6 day exposure.,,Homo sapiens,9606.0,,A549,
6312,Intermediate,,,F,N,3311,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure.,,Homo sapiens,9606.0,,A549,
6313,Intermediate,,,F,N,3311,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure; ND is no data,,Homo sapiens,9606.0,,A549,
6314,Intermediate,,,F,N,5076,Cytotoxic activity of compound against A-549 tumor cell line at conc. of 20 ug/mL,,Homo sapiens,9606.0,,A549,
6315,Intermediate,,,F,N,4150,Compound was tested for cytotoxic activity against A-549 human lung carcinoma (ATCC:CCL-185),,Homo sapiens,9606.0,,A549,
6316,Expert,,,F,N,2150,In vitro inhibitory concentration against cell culture of A-549 human lung carcinoma,,Homo sapiens,9606.0,,A549,
6317,Intermediate,,,F,N,4644,Concentration for in vitro cytotoxicity against A-549 human lung tumor cells,,Homo sapiens,9606.0,,A549,
6318,Intermediate,,,F,N,263,Dose required for in vitro cytotoxic activity against A-549 lung carcinoma cells at concentration of 10 ug/ml; NA is no cytotoxicity,,Homo sapiens,9606.0,,A549,
6319,Intermediate,,,F,N,11333,Cytotoxic concentration against A-549 tumor cells.,,Homo sapiens,9606.0,,A549,
6320,Intermediate,,,F,N,11333,Cytotoxic concentration against A-549 tumor cells; Inactive at 10 ug/mL.,,Homo sapiens,9606.0,,A549,
6321,Intermediate,,,F,N,15895,"Cytotoxicity against NCI tumor panel, A-549/ATCC non small-cell lung cancer cell line",,Homo sapiens,9606.0,,A549,
6322,Expert,,,F,N,16677,Minimum inhibitory concentration (lowest peptide concentration) required to prevent visible bacterial growth after 18 hr of incubation at 37 C in Mueller-Hinton broth against Acinetobacter baumannii 118A,,Acinetobacter baumannii,470.0,,,
6323,Intermediate,,,F,N,10624,Activity against Acinetobacter calcoaceticus (AC54),,Acinetobacter calcoaceticus,471.0,,,
6324,Expert,,,F,N,16717,In vitro antifungal activity against Aspergillus flavus CM74,,Aspergillus flavus,5059.0,,,
6325,Expert,,,F,N,16717,In vitro antifungal activity against Aspergillus flavus CM74,,Aspergillus flavus,5059.0,,,
6326,Intermediate,,,F,N,5513,Inhibitory activity tested against Aspergillus fumigatus at 256 ug/mL concentration,,Aspergillus fumigatus,746128.0,,,
6327,Intermediate,,,F,N,15962,In vitro minimum fungicidal concentration required to inhibit Aspergillus fumigatus(MFC),,Aspergillus fumigatus,746128.0,,,
6328,Intermediate,,,F,N,15962,Antimicrobial activity against Aspergillus fumigatus (MIC),,Aspergillus fumigatus,746128.0,,,
6329,Intermediate,,,F,N,15962,Antimicrobial activity against Aspergillus fumigatus (MIC),,Aspergillus fumigatus,746128.0,,,
6330,Intermediate,,,F,N,15962,In vitro antimicrobial activity against Aspergillus fumigatus (MIC),,Aspergillus fumigatus,746128.0,,,
6331,Expert,,,F,N,16717,In vitro antifungal activity against Aspergillus fumigatus 48238E,,Aspergillus fumigatus,746128.0,,,
6332,Expert,,,F,N,16717,In vitro antifungal activity against Aspergillus fumigatus 48238E,,Aspergillus fumigatus,746128.0,,,
6333,Intermediate,,,F,N,8117,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces naeslundii 631,,Actinomyces naeslundii,1655.0,,,
6334,Intermediate,,,F,N,8117,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces viscosus M-100,,Actinomyces viscosus,1656.0,,,
6335,Intermediate,,,F,N,15472,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),,Acanthocheilonema viteae,6277.0,,,
6336,Intermediate,,,F,N,15472,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),,Acanthocheilonema viteae,6277.0,,,
6337,Intermediate,,,F,N,16443,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527,,Aggregatibacter actinomycetemcomitans,714.0,,,
6338,Intermediate,,,F,N,16443,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2,,Aggregatibacter actinomycetemcomitans,714.0,,,
6339,Intermediate,,,F,N,16443,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2; ND is Not Determined,,Aggregatibacter actinomycetemcomitans,714.0,,,
6340,Intermediate,,,F,N,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,,Homo sapiens,9606.0,,A549,
6341,Intermediate,,,F,N,17206,Percent ADP-ribose polymer formation at 25 uM compound concentration in A549 cells,,Homo sapiens,9606.0,,A549,
6342,Intermediate,,,F,N,16381,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,,Homo sapiens,9606.0,,A549,
6343,Intermediate,,,F,N,16381,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,,Homo sapiens,9606.0,,A549,
6344,Intermediate,,,F,N,16381,% inhibition against A549 cells (lung cancer) at 4 ug/mL,,Homo sapiens,9606.0,,A549,
6345,Intermediate,,,F,N,16381,GI values against A549 cells (lung cancer),,Homo sapiens,9606.0,,A549,
6346,Intermediate,,,F,N,17206,Effect on NAD+ depletion (% remaining versus vehicle control) 25 uM compound concentration in A549 cells,,Homo sapiens,9606.0,,A549,
6347,Intermediate,,,F,N,16325,Inhibitory activity against A549 human adenocarcinoma,,Homo sapiens,9606.0,,A549,
6348,Intermediate,,,F,N,10708,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 200 mg/kg,,Homo sapiens,9606.0,,A549,
6349,Intermediate,,,F,N,10708,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 100 mg/kg,,Homo sapiens,9606.0,,A549,
6350,Intermediate,,,F,N,17376,Inhibitory activity against A549 lung adenocarcinoma cell line,,Homo sapiens,9606.0,,A549,
6351,Intermediate,,,F,N,17376,Inhibitory activity against A549 lung adenocarcinoma cell line; not determined,,Homo sapiens,9606.0,,A549,
6352,Intermediate,,,F,N,17488,Cytotoxicity against human A549 lung cells,,Homo sapiens,9606.0,,A549,
6353,Intermediate,,,F,N,17404,In vivo percent inhibitory activity of intraperitoneally administered compound (50 mg/kg/day) against mice infected with A549 tumor,,Homo sapiens,9606.0,,A549,
6354,Expert,,,F,N,10958,Growth inhibition of A549 (human lung carcinoma) cell line.,,Homo sapiens,9606.0,,A549,
6355,Expert,,,F,N,17099,Effective dose required for inhibitory activity against A549 human tumor cell line.,,Homo sapiens,9606.0,,A549,
6356,Intermediate,,,F,N,17099,Effective dose required for inhibitory activity against A549 human tumor cell line; Not active,,Homo sapiens,9606.0,,A549,
6357,Intermediate,,,F,N,4096,Cytotoxicity was evaluated against A549 tumor cell lines; Inactive,,Homo sapiens,9606.0,,A549,
6358,Expert,,,F,N,4096,Cytotoxicity evaluated against A549 tumor cell lines; significant activity,,Homo sapiens,9606.0,,A549,
6359,Intermediate,,,F,N,4096,Cytotoxicity was evaluated against A549 tumor cell lines; Slightly active,,Homo sapiens,9606.0,,A549,
6360,Intermediate,,,F,N,2525,In vitro inhibitory activity against A549 tumor cell culture,,Homo sapiens,9606.0,,A549,
6361,Intermediate,,,F,N,2525,In vitro inhibitory activity against A549 tumor cell culture; IA= Inactive,,Homo sapiens,9606.0,,A549,
6362,Intermediate,,,F,N,5302,Activity against human lung cancer with mutated beta-tubulin (A549-T2415),,Homo sapiens,9606.0,,A549,
6363,Intermediate,,,F,N,16325,Growth inhibitory activity was determined against A549/ATCC cancer cell line of non-small cell lung cancer,,Homo sapiens,9606.0,,A549,
6364,Intermediate,,,F,N,16939,Inhibition of growth of A549/ATCC nonsmall cell lung cancer cell line,,Homo sapiens,9606.0,,A549,
6365,Intermediate,,,F,N,17229,In vitro antitumor activity against NSCL A549/ATCC tumor cell lines,,Homo sapiens,9606.0,,A549,
6366,Intermediate,,,F,N,17380,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells,,Homo sapiens,9606.0,,A549,
6367,Intermediate,,,F,N,17380,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells; No data,,Homo sapiens,9606.0,,A549,
6368,Intermediate,,,F,N,1903,In vitro cytotoxicity against human Non-small cell lung cancer A549/ATCC cell line.,,Homo sapiens,9606.0,,A549,
6369,Intermediate,,,F,N,3838,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,,Homo sapiens,9606.0,,A549,
6370,Intermediate,,,F,N,14696,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,,Homo sapiens,9606.0,,A549,
6371,Intermediate,,,F,N,3838,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,,Homo sapiens,9606.0,,A549,
6372,Intermediate,,,F,N,1522,Tested for in vitro cytotoxicity against non-small cell lung cancer cell line A549/ATCC,,Homo sapiens,9606.0,,A549,
6373,Intermediate,,,F,N,12400,Tested in vitro for cytotoxicity in A549/ATCC cell lines,,Homo sapiens,9606.0,,A549,
6374,Intermediate,,,F,N,14696,inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,,Homo sapiens,9606.0,,A549,
6375,Intermediate,,,F,N,14769,Compound was evaluated for in vitro activity against A549/ATCC lung cancer cell lines (Human tumor cells ),,Homo sapiens,9606.0,,A549,
6376,Intermediate,,,F,N,14696,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line at 0.01 uM,,Homo sapiens,9606.0,,A549,
6377,Intermediate,,,F,N,1888,Compound was evaluated for cytotoxic activity against non-small lung cancer A549/ATCC cell lines.,,Homo sapiens,9606.0,,A549,
6378,Intermediate,,,F,N,12016,Tested for cytotoxic activity against non-small cell lung cancer A549/ATCC cell line,,Homo sapiens,9606.0,,A549,
6379,Intermediate,,,F,N,6058,Compound tested for growth inhibition of non-small cell lung cancer cell line A549/ATCC,,Homo sapiens,9606.0,,A549,
6380,Intermediate,,,F,N,17708,Compound was tested for 50% growth inhibition against human non-small cell lung cancer A549/ATCC cell line,,Homo sapiens,9606.0,,A549,
6381,Intermediate,,,F,N,12301,Antitumor activity against A549/ATCC cell line,,Homo sapiens,9606.0,,A549,
6382,Intermediate,,,F,N,11970,Tested for cytotoxicity against A549/ATCC cell lines in non-small-cell lung cancer,,Homo sapiens,9606.0,,A549,
6383,Expert,,,F,N,11818,In vitro cytotoxicity against A549/ATCC cell line.,,Homo sapiens,9606.0,,A549,
6384,Intermediate,,,F,N,12400,Tested in vitro for cytotoxicity in A549/ATCC cell line of Non-Small Cell Lung Cancer,,Homo sapiens,9606.0,,A549,
6385,Intermediate,,,F,N,3381,In vitro inhibition of Non-Small Cell Lung Cancer A549/ATCC cell lines,,Homo sapiens,9606.0,,A549,
6386,Intermediate,,,F,N,17376,Concentration of compound that cause 50% cytotoxicity of A549/ATCC non small cell lung cancer cell line,,Homo sapiens,9606.0,,A549,
6387,Intermediate,,,F,N,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A549Rem- cell line of lung using the MTT Cytotoxicity Assay,,Homo sapiens,9606.0,,A549,
6388,Autocuration,,,F,U,2964,Cytotoxicity was evaluated against A649 human mammary carcinoma cells,,Homo sapiens,9606.0,,,
6389,Intermediate,In vivo,,A,U,5005,Compound was tested for oral bioavailability in dogs,,Canis lupus familiaris,9615.0,,,
6390,Intermediate,In vivo,,A,N,6229,Compound was tested for orally bioavailable in dogs with a half life of 0.7 hr,,Canis lupus familiaris,9615.0,,,
6391,Intermediate,In vivo,,A,N,6229,Compound was tested for orally bioavailable in dogs with a half life of 1.2h,,Canis lupus familiaris,9615.0,,,
6392,Intermediate,In vivo,,A,N,5374,Oral bioavailability in dog,,Canis lupus familiaris,9615.0,,,
6393,Intermediate,In vivo,,A,N,5374,Compound was tested for the oral bioavailability in dog; No availability,,Canis lupus familiaris,9615.0,,,
6394,Intermediate,In vivo,,A,N,6265,Oral bioavailability in dog (dose 5 mg/kg),,Canis lupus familiaris,9615.0,,,
6395,Intermediate,In vivo,,A,N,5654,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,,Canis lupus familiaris,9615.0,,,
6396,Intermediate,In vivo,,A,N,5654,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,,Canis lupus familiaris,9615.0,,,
6397,Intermediate,In vivo,,A,N,16456,Oral bioavailability in Beagle dogs after Per oral administration at dose of 50(mg/kg),,Canis lupus familiaris,9615.0,,,
6398,Intermediate,In vivo,,A,N,5302,Oral bioavailability in dog (dose 5 mg/kg),,Canis lupus familiaris,9615.0,,,
6399,Intermediate,In vivo,,A,N,3624,Oral bioavailability in dog (p.o. dosing of 0.05 M citric acid/0.05 M hydrochloric acid solution),,Canis lupus familiaris,9615.0,,,
6400,Intermediate,In vivo,,A,N,16452,Oral bioavailability of active FTIs in dogs,,Canis lupus familiaris,9615.0,,,
