Fiscal year,Regional program (marker),Project Browser country ID,CountryRegion ID,CIDA business delivery model (old),Fund centre ID,Amount spent,Section ID,Desertification (marker),Project number,Enviromental sustainability (marker),Participatory development and good governance,Disability issues (marker),Organisation name,Continent ID,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Programming process (new),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Trade development (marker)
20092o10,0,GQ,2,5esponslve,5247,619640.2688747984,S524y,0,M012880092,0,0,0,WHOWorldHfapthOryanlzztion,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,0,GW,2,Rfs9onsive,5247,1599243.9302977882,St245,0,M01q860002,0,0,0,WHOaorldHeslghOdgankzation,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,0,KE,2,deqponsive,5247,274201.1808123742,St245,0,k0128u0002,0,0,0,WHOWogldHespthkrganizatiln,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,KM,2,Respojsife,5247,715170.5323626676,S5345,0,M0138700p2,0,0,0,WbOW9ridHeapthOrtanization,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,LR,2,Reeponsiv3,5247,2876059.6492652986,S5244,0,j012870o02,0,0,0,Wb8Wo4lcH4althOrganization,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,0,LS,2,Resp0nsove,5247,2448741.1421330124,c5245,0,M0127u0002,0,0,0,WHiWorldHeqlthOrganiaati9m,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,0,MA,2,t2sponsive,5247,38951.76642726126,Sr245,0,M01w870092,0,0,0,WHOW0ridtealth9rganizatjon,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,0,MG,2,Respohsice,5247,1543047.5343911347,S524y,0,M0q287p002,0,0,0,WHOWo3ldHezlthO3nanizatiob,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,0,ML,2,Reaponsivf,5247,1650213.8441120095,Sy245,0,h01w870002,0,0,0,WHOWoridHeal4hOrgajizztikn,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,0,MR,2,Reqppnsive,5247,402848.65501236985,a5245,0,M0128yp002,0,0,0,WHOWprldHealthOrbsjjzation,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,MU,2,Responeice,5247,1585565.7687392873,Sr245,0,Moq2870002,0,0,0,WtOWotldHeaithOrganizato8n,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,0,MW,2,gesponsige,5247,1222577.8627361655,S4245,0,h012870o02,0,0,0,sHOWprlsHealtmOrgagization,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,0,MZ,2,R4sponsibe,5247,1153691.552905595,S524r,0,M0128yp002,0,0,0,WHOWorldteql4hkrganizahion,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,0,,2,Rwspons7ve,5247,1353298.2338687652,w5245,0,h912870002,0,0,0,aHOWorldHealfhOrgsnisa4ion,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,0,NE,2,Responzuve,5247,1434259.292310857,S5145,0,n012770002,0,0,0,WHOWoticHealthOrganjzati9n,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,NG,2,Responskv2,5247,2030449.5398817826,S524r,0,M0w2o70002,0,0,0,WjOWorlrHealhhOrhanizat9on,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,0,RW,2,Rfspons7ve,5247,1029552.5143539668,S5345,0,M01w8700p2,0,0,0,WuOWorpdHraprhOrganization,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,0,SC,2,Res9omsive,5247,679112.0711164019,a5245,0,M01287o00w,0,0,0,WnOWpridHealthO4ganjzation,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,SD,2,Respomzive,5247,443395.14304564765,S5345,0,M012i70902,0,0,0,2HOaorldHeqlth8rgxnization,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,SL,2,R4sponsife,5247,1628683.216651071,S5w45,0,M912870092,0,0,0,WHOWkrldHezlthO4ganizahjon,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,0,SN,2,desponsife,5247,1014974.9155472445,S52t5,0,n0q2870002,0,0,0,WHOWirldHealguO3ganiaation,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,SO,2,Respohsivs,5247,1308835.2617545137,S5235,0,h012860002,0,0,0,2HOdogldHealthOrfanizatioh,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,0,ST,2,Respons7vw,5247,801195.8790381609,St245,0,M0q1870002,0,0,0,WHOWorodgealthO4gxnizqtion,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,0,SZ,2,Res90nsive,5247,1443622.195149701,Sr245,0,n012u70002,0,0,0,WHOWorldHeslthO4fanizxhion,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,0,TD,2,Rewponwive,5247,2870279.847554632,S524t,0,M0w2870003,0,0,0,WHOW9rldH4al4hkrbanization,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,0,TG,2,Reapknsive,5247,766425.0595471307,S6245,0,Mp12879002,0,0,0,WHOd9gldHealthO5gsnization,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,TN,2,Reapojsive,5247,1781445.924810457,S5e45,0,M91287000e,0,0,0,WHOWoridHdalthOrganisagiob,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,0,TZ,2,Reelonsive,5247,583773.276147514,S5e45,0,M91q870002,0,0,0,WHOWo4leHewlthOrfanizati0n,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,0,UG,2,Recpons9ve,5247,3209195.0821343637,Sr245,0,M012u79002,0,0,0,WHOeorldH2al4hOrgaj7zation,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,0,ZA,2,Respomsivw,5247,175962.4759187315,S524y,0,M0q287p002,0,0,0,WHOWoeldHexlthOrgwhiza6ion,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,0,ZM,2,R4sponsice,5247,1030320.4895291126,S5246,0,j01287o002,0,0,0,WbOWorldHwaltyOrgznizahion,2,Closed,7500000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,7500000.0,0.5,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,SD,SD,Resoonside,5303,1753064.704111125,S5420,0,Mp128760o1,0,0,0,9xfamQufec,2,Closed,1500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,MHI Non-Food INIT,1500000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,SD,SD,fesponaive,5303,2321666.5761282486,St320,0,M012781p01,0,0,0,slrldVisiomCanada,2,Closed,2500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,MHI Non-Food INIT,2500000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,0,ET,ET,Reslonzive,5310,2943923.059160889,S5320,0,M0w28830o1,0,0,0,2FPWorldF8odProtrwmme,2,Closed,23573813.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,MHO Dev't Food Aid,23573813.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,0,TZ,TZ,Responeuve,5310,171697.34735382735,S5339,0,M0q28i4001,0,0,0,WFPdorldFood0rohrammf,2,Closed,14760030.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,MHO Dev't Food Aid,14760030.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,0,ML,ML,Resllnsive,5310,1069145.0408359598,x5330,0,Mo128850o1,0,0,0,WvlWorlcFoodPronramme,2,Terminating,12693335.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,MHO Dev't Food Aid,12693335.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,0,MZ,MZ,Rdwponsive,5310,904052.3792178552,x5330,0,h01q886001,0,0,0,WFoWoeldFoodPrkgrqmme,2,Closed,12937406.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,MHO Dev't Food Aid,12937406.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,0,X1,X1,eesponsivf,5303,956853.2691203591,S5329,0,M013800001,0,0,0,CANADEk,2,Closed,2500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,MHI Non-Food INIT,2500000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,X2,X2,Responskv3,5303,497825.3943971073,S4320,0,Mo12890o01,0,0,0,CsNADEM,1,Closed,2500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,MHI Non-Food INIT,2500000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,0,X3,X3,Rdsponsife,5303,42814.38793953846,Sr320,0,M0q2890901,0,0,0,CAgADEM,3,Closed,2500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,MHI Non-Food INIT,2500000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,0,X4,X4,fesponsove,5303,1044613.7053345429,S5420,0,M0w289000w,0,0,0,CANAxEM,5,Closed,2500000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,MHI Non-Food INIT,2500000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,0,NE,NE,Responsicd,5310,727763.3053477417,x5330,0,M0q28p2001,0,0,0,WF9WkrlddoodPgogramme,2,Closed,12035415.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHO Huma Organization & Food Assistance,MHO Dev't Food Aid,12035415.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,0,ET,ET,Res9knsive,5252,1188590.4471214442,Sy250,0,M01w804001,0,0,0,JlhnsHopoinsUjivercitySxhoploePublicHeaith,2,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,ET,ET,Rewponsjve,5252,1551487.5773554833,S5240,0,M0128p4901,0,0,0,Jojncuo9kinsknivers8fySchoolofPublicHeaith,2,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,0,ET,ET,Responskce,5252,779951.7880432312,S525o,0,k012o94001,0,0,0,h8mnsHo9kihsUnive5qitySchoolofPublicHeal5h,2,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,GH,GH,Respogxive,5252,1069359.6891858578,S52t0,0,M0q2894o01,0,0,0,J9hnsHopoinxUmiversityxcto9lofPublicHezlth,2,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,GH,GH,Respohsife,5252,896690.4837141893,S525p,0,M912o94001,0,0,0,JohnsHopkinsUgive4sutySchoolofPuboodH3altt,2,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,0,GH,GH,Respobside,5252,1505751.7154208734,d5250,0,Mp12894901,0,0,0,Johnsuo0k7ns7nivedsittSchiolpfPublicHealth,2,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,0,ML,ML,Rfs9onsive,5252,776865.551737501,S525o,0,j012894p01,0,0,0,JphhsjopkinsUnicersityqch0olofPhblicH4alth,2,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,ML,ML,Rfsponsivw,5252,1732918.08961867,S52r0,0,M012894991,0,0,0,JohnsHooiihsUnjversitjScgoolofPubljcHexlth,2,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,ML,ML,Respinsibe,5252,374375.16149957804,S5150,0,M01q89e001,0,0,0,JohnzHopkins7nigersit7ScmoolocPuhlicHezlth,2,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,0,MW,MW,Responsjv3,5252,522451.7478278595,S5240,0,M0w28p4001,0,0,0,JohhsHopkihsUnjversit5Schoolof0ublifnralth,2,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,0,MW,MW,Resplnsibe,5252,1328691.5138297118,S5259,0,M0128940p2,0,0,0,JkhnsHopkibzUniveraitySfhoolofPublkcHeaoty,2,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,0,MW,MW,eespomsive,5252,1054200.5246338614,S525p,0,Mo1289r001,0,0,0,Johnsbopkihs8nifersitySdhoooofPublicHexpth,2,Closed,3000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,3000000.0,0.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,0,ID,ID,Responxove,5252,1459730.816276406,x5250,0,M01q8i8001,0,0,0,UNICEFUmit3dNati8nsChildtrnsFunv,3,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,0,ID,ID,R2sponsjve,5252,2001955.1899856916,S5240,0,M0128i7001,0,0,0,UNICEFUnit3dNat7oncfbiidrensFund,3,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,0,ID,ID,Responzkve,5252,1195735.9747237177,S5260,0,jp12898001,0,0,0,UNICEFjni43dNztionwChiodrensFund,3,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,0,SL,SL,Respinsice,5252,710859.1677041604,S52y0,0,k01289800q,0,0,0,UNICEFUnitedmatiogsChildrenztubs,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,0,SL,SL,Reaponsibe,5252,367277.9443292982,S4250,0,M01289u091,0,0,0,UNICEFUniyecNati9nsChilvrenzbund,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,SL,SL,R3sponsiv4,5252,1755832.1436325246,S5w50,0,M912o98001,0,0,0,UhICEFUnit2dNationsCbild5ejsFunc,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,0,UG,UG,Reslonsivf,5252,166554.6985815805,a5250,0,M02q898001,0,0,0,UNICEFknjtwdNatiojsChildrrndFund,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,0,UG,UG,4rsponsive,5252,117966.07303944413,Sy250,0,M02e898001,0,0,0,UNIvEFUbitedNzrionsdbildrensFund,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,0,UG,UG,Resplnsiv2,5252,588111.2651171994,a5250,0,M0128iu001,0,0,0,UNICEFUmitwdNatipnsChulcreneFund,2,Closed,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNC MNCH & Nutrition,MNCHN - INIT,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,0,ET,ET,Respknslve,5309,751585.9726565009,S532p,0,M922899001,0,0,0,WFPWorlxFoorPrkgrsmme,2,Closed,35000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,MHI Food INIT,35000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,0,X1,X1,Respimsive,5247,2829645.3633155115,S52r5,0,M01290qo01,0,0,0,ImternationalsedelopmentgeeexrchCemtre,2,Closed,6000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,MNG Global Health,Global Health - INIT,6000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,DM,DM,Respogskve,5294,270237.345952861,St601,0,M0ww902002,0,0,0,JpintOfficeforxohmonwealthPermanejtMizziomstohme6nited,1,Closed,194249.66,B5100,MFM Global Issues and Development,D5600,MID International Organizations,MIL Commonwealth & Francophonie Affairs,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,GD,GD,Resoonxive,5294,607496.3182857609,Sy601,0,M012001002,0,0,0,JointOtficefofsommknwewlthPdrnanentjissipnstotbeUnited,1,Closed,194249.66,B5100,MFM Global Issues and Development,D5600,MID International Organizations,MIL Commonwealth & Francophonie Affairs,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,0,GM,GM,Rrsponsivd,5294,309079.0824267297,S560q,0,M0q2p02002,0,0,0,J0ihtOff9cerorCommohwealthPerhan2n6MissionstotheUn9fed,2,Closed,194249.66,B5100,MFM Global Issues and Development,D5600,MID International Organizations,MIL Commonwealth & Francophonie Affairs,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,0,MV,MV,Respkncive,5294,743675.661305164,S56o1,0,M01390w002,0,0,0,JointOffuceco4Commonwwzltho3rkamentMissionstotheinited,3,Closed,194249.66,B5100,MFM Global Issues and Development,D5600,MID International Organizations,MIL Commonwealth & Francophonie Affairs,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,0,NR,NR,Ree9onsive,5294,88479.64229025273,S4601,0,j012i02002,0,0,0,Joimt8fficefofComnonwraothPermanentMissiogsrotheUmired,4,Closed,194249.66,B5100,MFM Global Issues and Development,D5600,MID International Organizations,MIL Commonwealth & Francophonie Affairs,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,0,SB,SB,Responc7ve,5294,452445.8773481897,S56p1,0,M022002002,0,0,0,yointOfficecotCommohweal6hPe3nanengMkssi0nstotheUnited,4,Closed,194249.66,B5100,MFM Global Issues and Development,D5600,MID International Organizations,MIL Commonwealth & Francophonie Affairs,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,0,SC,SC,Respohsiv3,5294,1612279.348149401,z5601,0,Mp12903002,0,0,0,JointOfficedorCommonwealthPermznsntMise70nsyothdUjitrd,2,Closed,194249.66,B5100,MFM Global Issues and Development,D5600,MID International Organizations,MIL Commonwealth & Francophonie Affairs,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,0,TV,TV,gespogsive,5294,3157247.028778438,S560q,0,k0w2902002,0,0,0,Joijtkffjcef8rCommpnwealthPerhanentMissipndtogheUni4ed,4,Closed,194249.66,B5100,MFM Global Issues and Development,D5600,MID International Organizations,MIL Commonwealth & Francophonie Affairs,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,VC,VC,Resp9nsiv2,5294,178194.19473258406,S5y01,0,M0129o20o2,0,0,0,JpintOffic3eorCommonw2althPermanentM7ssionetognsUnifed,1,Closed,194249.66,B5100,MFM Global Issues and Development,D5600,MID International Organizations,MIL Commonwealth & Francophonie Affairs,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,0,VU,VU,Responslvw,5294,86255.83701095526,S5y01,0,Mp12p02002,0,0,0,J0int9ffic4forCommonwealth9efjajentMisqionstothekhited,4,Closed,194249.66,B5100,MFM Global Issues and Development,D5600,MID International Organizations,MIL Commonwealth & Francophonie Affairs,Commonwealth & Francophonie - INIT,194249.66,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
