assay_id,assay_test_type,tissue_id,tid,assay_tax_id,curated_by,src_id,assay_tissue,assay_type,cell_id,description,assay_subcellular_fraction,assay_category,bao_format,relationship_type,assay_strain,confidence_score,src_assay_id,chembl_id,variant_id
14688,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 249 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631070,
14689,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 25.9 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631071,
14690,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 259 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631072,
14691,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 26.5 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631073,
14692,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 265 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631074,
14693,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 27 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631075,
14694,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 27.9 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631725,
14695,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 270 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631726,
14696,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 279 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631727,
14697,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 28.2 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631728,
14698,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 28.9 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631729,
14699,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 282 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631730,
14700,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 289 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631731,
14701,,1088.0,50597,10116.0,Intermediate,1,Urine,A,,Total electrolytic excretion of sodium in urine of rats after peroral administration of 3.40 uM/Kg of drug,,,BAO_0000218,N,,1,,CHEMBL631910,
14702,In vivo,10000000.0,50597,10116.0,Intermediate,1,Hippocampus,A,,Biodistribution of the [18F]-radiolabeled compound in rat hippocampus,,,BAO_0000218,N,,1,,CHEMBL631911,
14703,In vivo,1898.0,50597,10116.0,Intermediate,1,Hypothalamus,A,,Biodistribution of the [18F]-radiolabeled compound in rat hypothalamus,,,BAO_0000218,N,,1,,CHEMBL631912,
14704,In vivo,1898.0,50597,10116.0,Intermediate,1,Hypothalamus,A,,Biodistribution of the [18F]-radiolabeled compound in rat hypothalamus; Not determined,,,BAO_0000218,N,,1,,CHEMBL631913,
14705,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631914,
14706,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631915,
14707,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,,BAO_0000218,N,,1,,CHEMBL875778,
14708,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631916,
14709,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631917,
14710,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in blood of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631918,
14711,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in blood of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631919,
14712,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in blood of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,,BAO_0000218,N,,1,,CHEMBL631920,
14713,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in blood of immature female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631921,
14714,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in blood of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631922,
14715,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in blood of immature femalee rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,,BAO_0000218,N,,1,,CHEMBL631923,
14716,In vivo,,50597,10116.0,Intermediate,1,,A,,Biodistribution in fat of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631924,
14717,In vivo,,50597,10116.0,Intermediate,1,,A,,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL630234,
14718,In vivo,,50597,10116.0,Intermediate,1,,A,,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,,BAO_0000218,N,,1,,CHEMBL630235,
14719,In vivo,,50597,10116.0,Intermediate,1,,A,,Biodistribution in fat of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL630236,
14720,In vivo,,50597,10116.0,Intermediate,1,,A,,Biodistribution in fat of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL630237,
14721,In vivo,,50597,10116.0,Intermediate,1,,A,,Biodistribution in fat of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL630238,
14722,In vivo,,50597,10116.0,Intermediate,1,,A,,Biodistribution in fat of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL630239,
14723,In vivo,,50597,10116.0,Intermediate,1,,A,,Biodistribution in fat of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,,BAO_0000218,N,,1,,CHEMBL630303,
14724,In vivo,,50597,10116.0,Intermediate,1,,A,,Biodistribution in fat of immature female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL630304,
14725,In vivo,,50597,10116.0,Intermediate,1,,A,,Biodistribution in fat of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL630305,
14726,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in kidney of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL630306,
14727,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in kidney of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL630307,
14728,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in kidney of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,,BAO_0000218,N,,1,,CHEMBL630308,
14729,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in kidney of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL630309,
14730,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in kidney of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL629309,
14731,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in kidney of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL629993,
14732,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in kidney of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL629994,
14733,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in kidney of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,,BAO_0000218,N,,1,,CHEMBL629995,
14734,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in kidney of immature female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631993,
14735,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in kidney of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631994,
14736,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in kidney of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631995,
14737,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution in liver of Iimmature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,,BAO_0000218,N,,1,,CHEMBL631996,
14738,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution in liver of Iimmature female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631997,
14739,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution in liver of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631998,
14740,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL631999,
14741,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,,BAO_0000218,N,,1,,CHEMBL632000,
14742,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution in liver of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL632001,
14743,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution in liver of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL874424,
14744,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution in liver of immature female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL632002,
14745,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution in liver of immature female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,,BAO_0000218,N,,1,,CHEMBL632003,
14746,,,22224,,Autocuration,1,,A,,Rate acceleration expressed as ratio of Kcat to Kuncat was evaluated,,,BAO_0000019,U,,0,,CHEMBL632004,
14747,,,22224,,Autocuration,1,,A,,Compound was tested for amidase rate in the presence of N62C fully characterised enzyme,,,BAO_0000019,U,,0,,CHEMBL632005,
14748,,,22224,,Autocuration,1,,A,,Compound was tested for amidase rate in the presence of N62C screen enzyme,,,BAO_0000019,U,,0,,CHEMBL632006,
14749,,,22224,,Autocuration,1,,A,,Compound was tested for amidase rate in the presence of S166C fully characterised enzyme,,,BAO_0000019,U,,0,,CHEMBL632007,
14750,,,22224,,Autocuration,1,,A,,Compound was tested for amidase rate in the presence of S166C screen enzyme,,,BAO_0000019,U,,0,,CHEMBL632008,
14751,,,22224,,Autocuration,1,,A,,Compound was tested for esterase rate in the presence of N62C fully characterised enzyme,,,BAO_0000019,U,,0,,CHEMBL632009,
14752,,,22224,,Autocuration,1,,A,,Compound was tested for esterase rate in the presence of N62C screen enzyme,,,BAO_0000019,U,,0,,CHEMBL632010,
14753,,,22224,,Autocuration,1,,A,,Compound was tested for esterase rate in the presence of S166C fully characterised enzyme,,,BAO_0000019,U,,0,,CHEMBL857750,
14754,,,22224,,Autocuration,1,,A,,Compound was tested for esterase rate in the presence of S166C screen enzyme,,,BAO_0000019,U,,0,,CHEMBL632011,
14755,,,22224,,Autocuration,1,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 0.25% acetonitrile and 4B2 as catalyst was expressed as Kcat/KM",,,BAO_0000019,U,,0,,CHEMBL632012,
14756,,,22224,,Autocuration,1,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as Kcat/KM",,,BAO_0000019,U,,0,,CHEMBL632013,
14757,,,22224,,Autocuration,1,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 6C2 as catalyst was expressed as Kcat/KM",,,BAO_0000019,U,,0,,CHEMBL632014,
14758,,,22224,,Autocuration,1,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 10% acetonitrile and 4B2 as catalyst was expressed as Kcat/KM",,,BAO_0000019,U,,0,,CHEMBL629622,
14759,,,22224,,Autocuration,1,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as Kcat/KM",,,BAO_0000019,U,,0,,CHEMBL629623,
14760,,,22224,,Autocuration,1,,A,,"Rate constant at 30 degree C in phosphate buffer pH 7.1, 0.5 % acetonitrile was expressed as Kcat/KM",,,BAO_0000019,U,,0,,CHEMBL629624,
14761,,,22224,,Autocuration,1,,A,,Ratio of Kcat to that of Km was determined,,,BAO_0000019,U,,0,,CHEMBL629625,
14762,,,22224,,Autocuration,1,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as Kcat/Kuncat",,,BAO_0000019,U,,0,,CHEMBL629626,
14763,,,22224,,Autocuration,1,,A,,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as Kcat/Kuncat",,,BAO_0000019,U,,0,,CHEMBL629627,
14764,,,22224,,Autocuration,1,,A,,"Compound was evaluated for constant, Kd",,,BAO_0000019,U,,0,,CHEMBL629628,
14765,,,22224,,Autocuration,1,,A,,Deacylation rate constant(Kd fast) was determined by proflavin displacement assay,,,BAO_0000019,U,,0,,CHEMBL629629,
14766,,,22224,,Autocuration,1,,A,,Deacylation rate constant(Kd slow) was determined by proflavin displacement assay,,,BAO_0000019,U,,0,,CHEMBL629630,
14767,,,22224,,Autocuration,1,,A,,Dissociation Constant of compound determined,,,BAO_0000019,U,,0,,CHEMBL856030,
14768,,,22224,,Autocuration,1,,B,,Dissociation constant for the binding of compound to PDZ3 from PSD-95 was determined,,,BAO_0000019,U,,0,,CHEMBL629631,
14769,,,22224,,Autocuration,1,,B,,Dissociation constant for the binding of compound to PDZ3 from PSD-95 was determined; No data,,,BAO_0000019,U,,0,,CHEMBL629632,
14770,,,22224,,Autocuration,1,,P,,Dissociation constant of compound with Fructose was determined,,,BAO_0000100,U,,0,,CHEMBL629633,
14771,,,22224,,Autocuration,1,,P,,Dissociation constant of compound with Fructose was determined; Not determined,,,BAO_0000100,U,,0,,CHEMBL629634,
14772,,,22224,,Autocuration,1,,P,,Dissociation constant of compound with Lactulose was determined,,,BAO_0000100,U,,0,,CHEMBL629635,
14773,,,22224,,Autocuration,1,,P,,Dissociation constant of compound with Lactulose was determined; Not determined,,,BAO_0000100,U,,0,,CHEMBL629636,
14774,,,22224,,Autocuration,1,,P,,Dissociation constant of the Compound,,,BAO_0000100,U,,0,,CHEMBL629637,
14775,,,22224,,Autocuration,1,,P,,Dissociation constant by non-linear regression analysis,,,BAO_0000100,U,,0,,CHEMBL629638,
14776,,,22224,,Autocuration,1,,P,,Dissociation constant was determined,,,BAO_0000100,U,,0,,CHEMBL629639,
14777,,,22224,,Autocuration,1,,P,,Dissociation constant of the compound; value ranges from 0.81-1.2 nM,,,BAO_0000100,U,,0,,CHEMBL629640,
14778,,,22224,,Autocuration,1,,P,,Dissociation constant was determined,,,BAO_0000100,U,,0,,CHEMBL629641,
14779,,,22224,,Autocuration,1,,P,,Dissociation constant was determined,,,BAO_0000100,U,,0,,CHEMBL631344,
14780,,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Equilibrium dissociation constant based on membrane concentration in rat smooth muscle,,,BAO_0000218,N,,1,,CHEMBL631345,
14781,,,22224,,Autocuration,1,,A,,The dissociation constant determined by fluorescence displacement assay,,,BAO_0000019,U,,0,,CHEMBL631346,
14782,,,22224,,Autocuration,1,,A,,kd value surface plasmon resonance (SPR) method,,,BAO_0000019,U,,0,,CHEMBL631524,
14783,,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Equilibrium dissociation constant based on aqueous concentration in rat smooth muscle,,,BAO_0000218,N,,1,,CHEMBL631525,
14784,,,22224,,Autocuration,1,,F,,First dissociation constant of the binding of compound to V30M TTR,,,BAO_0000019,U,,0,,CHEMBL631526,
14785,,,22224,,Autocuration,1,,F,,Second dissociation constant of the binding of compound to V30M TTR,,,BAO_0000019,U,,0,,CHEMBL631527,
14786,,,22224,,Autocuration,1,,A,,"Compound was evaluated for equilibrium constant, Ke",,,BAO_0000019,U,,0,,CHEMBL631528,
14787,,1898.0,22224,,Autocuration,1,Hypothalamus,A,,Equilibrium constant from the dorsal raphe and the ventromedial hypothalamus,,,BAO_0000019,U,,0,,CHEMBL631529,
14788,,1898.0,22224,,Autocuration,1,Hypothalamus,A,,Equilibrium constant from the dorsal raphe and the ventromedial hypothalamus; inactive,,,BAO_0000019,U,,0,,CHEMBL631530,
14789,,,22224,,Autocuration,1,,A,,Keff is the effective biomolecular rate constant on VX for reactivation at pH 7.8 at 25 degree Centigrade,,,BAO_0000019,U,,0,,CHEMBL631531,
14790,,,22224,,Autocuration,1,,A,,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,,,BAO_0000019,U,,0,,CHEMBL631532,
14791,,,22224,,Autocuration,1,,A,,Keff is the effective biomolecular rate constant on sarin for reactivation at pH 7.8 at 25 degree Centigrade,,,BAO_0000019,U,,0,,CHEMBL631533,
14792,,,50594,10090.0,Intermediate,1,,A,,In vitro biotransformation of compound along with coformycin in mice liver homogenate 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,,,BAO_0000218,N,,1,,CHEMBL876552,
14793,,,50594,10090.0,Intermediate,1,,A,,In vitro biotransformation of compound along with coformycin in mice liver homogenate 9-(beta-D-arabinifuranosyl)adenine(ara-A) analyte,,,BAO_0000218,N,,1,,CHEMBL631534,
14794,,,50594,10090.0,Intermediate,1,,A,,In vitro biotransformation of compound in mice brain homogenate 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,,,BAO_0000218,N,,1,,CHEMBL631535,
14795,,,50594,10090.0,Intermediate,1,,A,,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,,,BAO_0000218,N,,1,,CHEMBL631536,
14796,,,50594,10090.0,Intermediate,1,,A,,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)-6-hypoxanthine(ara-H) analyte,,,BAO_0000218,N,,1,,CHEMBL631537,
14797,,,50594,10090.0,Intermediate,1,,A,,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)adenine(ara-A) analyte,,,BAO_0000218,N,,1,,CHEMBL631538,
14798,,,50594,10090.0,Intermediate,1,,A,,In vitro biotransformation of compound in mice liver homogenate 9-(beta-D-arabinifuranosyl)adenine(ara-H) analyte,,,BAO_0000218,N,,1,,CHEMBL631539,
14799,,,50594,10090.0,Intermediate,1,,A,,In vitro biotransformation of compound in mice serum 9-(beta-D-arabinifuranosyl)-6-azidopurine(6-AAP) analyte,,,BAO_0000218,N,,1,,CHEMBL631540,
14800,,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic Parameter [Kel(1/h)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,,,BAO_0000218,N,,1,,CHEMBL625637,
14801,,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic parameter [Kel(1/h)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,,,BAO_0000218,N,,1,,CHEMBL625638,
14802,,,50597,10116.0,Intermediate,1,,A,,"The Kel value in female wistar rat at 100 mg/kg, p.o. dose",,,BAO_0000218,N,,1,,CHEMBL625639,
14803,In vivo,955.0,50597,10116.0,Intermediate,1,Brain,A,,Biodistribution in rat brain post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625640,
14804,In vivo,955.0,50597,10116.0,Intermediate,1,Brain,A,,Biodistribution in rat brain post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625641,
14805,In vivo,948.0,50597,10116.0,Intermediate,1,Heart,A,,Biodistribution in rat heart post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625642,
14806,In vivo,948.0,50597,10116.0,Intermediate,1,Heart,A,,Biodistribution in rat heart post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625643,
14807,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in rat kidney post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625644,
14808,In vivo,2113.0,50597,10116.0,Intermediate,1,Kidney,A,,Biodistribution in rat kidney post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625645,
14809,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution in rat liver post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625646,
14810,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution in rat liver post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625647,
14811,In vivo,2048.0,50597,10116.0,Intermediate,1,Lung,A,,Biodistribution in rat lung post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625648,
14812,In vivo,2048.0,50597,10116.0,Intermediate,1,Lung,A,,Biodistribution in rat lung post intravenous injection for 60 min of [99mTc]-TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625649,
14813,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625650,
14814,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625651,
14815,In vivo,14.0,50597,10116.0,Intermediate,1,Zone of skin,A,,Biodistribution in rat skin post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625652,
14816,In vivo,14.0,50597,10116.0,Intermediate,1,Zone of skin,A,,Biodistribution in rat skin post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625653,
14817,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in rat spleen post intravenous injection for 2 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625654,
14818,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in rat spleen post intravenous injection for 60 min of [99mTc]TRODAT ligand expressed as percent dose per organ,,,BAO_0000218,N,,1,,CHEMBL625655,
14819,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution of Compound in rat blood after 15 minutes of administration,,,BAO_0000218,N,,1,,CHEMBL625656,
14820,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution of Compound in rat blood after 2 minutes of administration,,,BAO_0000218,N,,1,,CHEMBL625657,
14821,In vivo,955.0,50597,10116.0,Intermediate,1,Brain,A,,Biodistribution of Compound in rat brain after 15 minutes of administration,,,BAO_0000218,N,,1,,CHEMBL625658,
14822,In vivo,955.0,50597,10116.0,Intermediate,1,Brain,A,,Biodistribution of Compound in rat brain after 2 minutes of administration,,,BAO_0000218,N,,1,,CHEMBL625659,
14823,In vivo,948.0,50597,10116.0,Intermediate,1,Heart,A,,Biodistribution of Compound in rat heart after 15 minutes of administration,,,BAO_0000218,N,,1,,CHEMBL625660,
14824,In vivo,948.0,50597,10116.0,Intermediate,1,Heart,A,,Biodistribution of Compound in rat heart after 2 minutes of administration,,,BAO_0000218,N,,1,,CHEMBL625661,
14825,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution of Compound in rat liver after 15 minutes of administration,,,BAO_0000218,N,,1,,CHEMBL625662,
14826,In vivo,2107.0,50597,10116.0,Intermediate,1,Liver,A,,Biodistribution of Compound in rat liver after 2 minutes of administration,,,BAO_0000218,N,,1,,CHEMBL625663,
