assays_ASI,assays_CURAB,assays_Ti,assays_ASSTI,assays_ASSCA,assays_Descr,assays_RELATT,assays_CONSC,assays_SRI,assays_SASSI,assays_CHI,assays_CI,assays_BAFO,assays_TII,assays_VAI
11684,Autocuration,22224,,,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg,U,0,1,,CHEMBL624744,,BAO_0000218,,
11685,Autocuration,22224,Blood,,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg; b = No compound detectable in blood above the detection limit of 0.1 uM,U,0,1,,CHEMBL624745,,BAO_0000218,178.0,
11686,Autocuration,22224,Blood,,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg; b denotes No compound detectable in blood above the detection limit of 0.1 uM,U,0,1,,CHEMBL624746,,BAO_0000218,178.0,
11687,Autocuration,22224,Blood,,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg;b = No compound detectable in blood above the detection limit of 0.1 uM,U,0,1,,CHEMBL624747,,BAO_0000218,178.0,
11688,Autocuration,22224,,,Oral absorption expressed as Area under curve was determined,U,0,1,,CHEMBL624748,,BAO_0000019,,
11689,Intermediate,50588,,,Oral absorption kinetics (AUC) was determined after administration of compound orally at 1 mg/kg in dogs,N,1,1,,CHEMBL622504,,BAO_0000218,,
11690,Intermediate,50588,,,"Oral integrated area under the concentration vs time curve, for compound in dog plasma",N,1,1,,CHEMBL622505,,BAO_0000218,,
11691,Intermediate,100712,,,"Oral integrated area under the concentration vs time curve, for compound in hamster plasma",N,1,1,,CHEMBL622506,,BAO_0000218,,
11692,Intermediate,100712,,,"Oral integrated area under the concentration vs time curve, for compound in hamster plasma",N,1,1,,CHEMBL622507,,BAO_0000218,,
11693,Intermediate,50597,,,"Oral integrated area under the concentration vs time curve, for compound in rat plasma",N,1,1,,CHEMBL622508,,BAO_0000218,,
11694,Autocuration,22224,,,Pharmacokinetic parameter AUC in mice following a single dose intravenous administration of the compound,U,0,1,,CHEMBL622509,,BAO_0000019,,
11695,Intermediate,50597,,,Pharmacokinetic Parameter [Area under curve (AUC)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,N,1,1,,CHEMBL622510,,BAO_0000218,,
11696,Intermediate,50597,,,Pharmacokinetic parameter (AUC) was determined after administering 1 mg/kg of compound intravenously in rat no.3 belonging to phenotype EM (extensive metabolizer),N,1,1,,CHEMBL622511,,BAO_0000218,,
11697,Intermediate,100710,,,Pharmacokinetic parameter AUC calculated in cynomolgus monkey when the compound was administered intravenously at 0.5 mg/kg concentration,N,1,1,,CHEMBL622512,,BAO_0000218,,
11698,Intermediate,100710,,,Pharmacokinetic parameter AUC calculated in cynomolgus monkey when the compound was administered intravenously at 1 mg/kg concentration,N,1,1,,CHEMBL622513,,BAO_0000218,,
11699,Intermediate,100710,,,Pharmacokinetic parameter AUC calculated in cynomolgus monkey when the compound was administered po at 5 mg/kg concentration,N,1,1,,CHEMBL622514,,BAO_0000218,,
11700,Intermediate,50588,,,Pharmacokinetic parameter AUC calculated in dog when the compound was administered intravenously at 2 mg/kg concentration,N,1,1,,CHEMBL622515,,BAO_0000218,,
11701,Intermediate,50588,,,Pharmacokinetic parameter AUC calculated in dog when the compound was administered po at 5 mg/kg concentration,N,1,1,,CHEMBL622516,,BAO_0000218,,
11702,Intermediate,50597,,,Pharmacokinetic parameter AUC calculated in rat when the compound was administered intravenously at 5 mg/kg concentration,N,1,1,,CHEMBL622517,,BAO_0000218,,
11703,Intermediate,50597,,,Pharmacokinetic parameter AUC calculated in rat when the compound was administered po at 12 mg/kg concentration,N,1,1,,CHEMBL622518,,BAO_0000218,,
11704,Intermediate,50597,,,Pharmacokinetic parameter AUC calculated in rat when the compound was administered po at 20 mg/kg concentration,N,1,1,,CHEMBL622519,,BAO_0000218,,
11705,Intermediate,50597,Muscle tissue,,Biodistribution was measured in rat muscle by injecting the radiolabeled compound intravenously and the value measured after 30 min,N,1,1,,CHEMBL622520,,BAO_0000218,2385.0,
11706,Intermediate,50597,Muscle tissue,,Biodistribution was measured in rat muscle by injecting the radiolabeled compound intravenously and the value measured after 60 min,N,1,1,,CHEMBL622521,,BAO_0000218,2385.0,
11707,Intermediate,50594,Zone of skin,,Biodistribution was measured in rat skin by injecting the radiolabeled compound intravenously and the value measured after 2 min,N,1,1,,CHEMBL625113,,BAO_0000218,14.0,
11708,Intermediate,50597,Zone of skin,,Biodistribution was measured in rat skin by injecting the radiolabeled compound intravenously and the value measured after 30 min,N,1,1,,CHEMBL625114,,BAO_0000218,14.0,
11709,Intermediate,50597,Zone of skin,,Biodistribution was measured in rat skin by injecting the radiolabeled compound intravenously and the value measured after 60 min,N,1,1,,CHEMBL874397,,BAO_0000218,14.0,
11710,Intermediate,50597,Spleen,,Biodistribution was measured in rat spleen by injecting the radiolabeled compound intravenously and the value measured after 2 min,N,1,1,,CHEMBL625115,,BAO_0000218,2106.0,
11711,Intermediate,50597,Spleen,,Biodistribution was measured in rat spleen by injecting the radiolabeled compound intravenously and the value measured after 30 min,N,1,1,,CHEMBL625116,,BAO_0000218,2106.0,
11712,Intermediate,50597,Spleen,,Biodistribution was measured in rat spleen by injecting the radiolabeled compound intravenously and the value measured after 60 min,N,1,1,,CHEMBL623932,,BAO_0000218,2106.0,
11713,Intermediate,50597,Striatum,,Biodistribution was measured in rat striatum by injecting the radiolabeled compound intravenously and the value measured after 2 min,N,1,1,,CHEMBL623933,,BAO_0000218,2435.0,
11714,Intermediate,50597,Striatum,,Biodistribution was measured in rat striatum by injecting the radiolabeled compound intravenously and the value measured after 30 min,N,1,1,,CHEMBL623934,,BAO_0000218,2435.0,
11715,Intermediate,50597,Striatum,,Biodistribution was measured in rat striatum by injecting the radiolabeled compound intravenously and the value measured after 60 min,N,1,1,,CHEMBL623935,,BAO_0000218,2435.0,
11716,Intermediate,50597,Thyroid gland,,Biodistribution was measured in rat thyroid by injecting the radiolabeled compound intravenously and the value measured after 2 min,N,1,1,,CHEMBL623936,,BAO_0000218,2046.0,
11717,Intermediate,50597,Thyroid gland,,Biodistribution was measured in rat thyroid by injecting the radiolabeled compound intravenously and the value measured after 30 min,N,1,1,,CHEMBL623937,,BAO_0000218,2046.0,
11718,Intermediate,50597,Thyroid gland,,Biodistribution was measured in rat thyroid by injecting the radiolabeled compound intravenously and the value measured after 60 min,N,1,1,,CHEMBL623938,,BAO_0000218,2046.0,
11719,Intermediate,50594,,,In vivo biodistribution in mice blood bearing intracerebral GL261 gliomas at the dose of 30 ug/day,N,1,1,,CHEMBL623939,,BAO_0000218,,
11720,Intermediate,50594,,,In vivo biodistribution in mice blood bearing subcutaneous B16 melanomas at the dose of 10 ug/g,N,1,1,,CHEMBL623940,,BAO_0000218,,
11721,Intermediate,50594,,,In vivo biodistribution in mice blood bearing subcutaneous B16 melanomas at the dose of 20 ug/g,N,1,1,,CHEMBL623941,,BAO_0000218,,
11722,Intermediate,50594,,,In vivo biodistribution in mice blood bearing subcutaneous B16 melanomas at the dose of 30 ug/g,N,1,1,,CHEMBL627216,,BAO_0000218,,
11723,Intermediate,50594,,,In vivo biodistribution in mice blood bearing subcutaneous B16 melanomas at the dose of 40 ug/g,N,1,1,,CHEMBL623942,,BAO_0000218,,
11724,Intermediate,50594,Brain,,In vivo biodistribution in mice brain bearing intracerebral GL261 gliomas at the dose of 30 ug/day,N,1,1,,CHEMBL618793,,BAO_0000218,955.0,
11725,Intermediate,50594,Brain,,In vivo biodistribution in mice brain bearing subcutaneous B16 melanomas at the dose of 30 ug/g,N,1,1,,CHEMBL618794,,BAO_0000218,955.0,
11726,Intermediate,50594,Brain,,In vivo biodistribution in mice brain bearing subcutaneous B16 melanomas at the dose of 40 ug/g,N,1,1,,CHEMBL618795,,BAO_0000218,955.0,
11727,Intermediate,50594,,,In vivo biodistribution in mice eyes bearing subcutaneous B16 melanomas at the dose of 30 ug/g,N,1,1,,CHEMBL618796,,BAO_0000218,,
11728,Intermediate,50594,,,In vivo biodistribution in mice eyes bearing subcutaneous B16 melanomas at the dose of 40 ug/g,N,1,1,,CHEMBL618797,,BAO_0000218,,
11729,Intermediate,50594,Kidney,,In vivo biodistribution in mice kidney bearing intracerebral GL261 gliomas at the dose of 10 microg of boron/g/day,N,1,1,,CHEMBL618798,,BAO_0000218,2113.0,
11730,Intermediate,50594,Kidney,,In vivo biodistribution in mice kidney bearing intracerebral GL261 gliomas at the dose of 30 ug/day,N,1,1,,CHEMBL618799,,BAO_0000218,2113.0,
11731,Intermediate,50594,Kidney,,In vivo biodistribution in mice kidney bearing subcutaneous B16 melanomas at the dose of 10 ug/g,N,1,1,,CHEMBL618800,,BAO_0000218,2113.0,
11732,Intermediate,50594,Kidney,,In vivo biodistribution in mice kidney bearing subcutaneous B16 melanomas at the dose of 20 ug/g,N,1,1,,CHEMBL618801,,BAO_0000218,2113.0,
11733,Intermediate,50594,Kidney,,In vivo biodistribution in mice kidney bearing subcutaneous B16 melanomas at the dose of 30 ug/g,N,1,1,,CHEMBL618802,,BAO_0000218,2113.0,
11734,Intermediate,50594,Kidney,,In vivo biodistribution in mice kidney bearing subcutaneous B16 melanomas at the dose of 40 ug/g,N,1,1,,CHEMBL618803,,BAO_0000218,2113.0,
11735,Intermediate,50594,Liver,,In vivo biodistribution in mice liver bearing intracerebral GL261 gliomas at the dose of 10 microg of boron/g/day,N,1,1,,CHEMBL618804,,BAO_0000218,2107.0,
11736,Intermediate,50594,Liver,,In vivo biodistribution in mice liver bearing intracerebral GL261 gliomas at the dose of 30 ug/day,N,1,1,,CHEMBL618805,,BAO_0000218,2107.0,
11737,Intermediate,50594,Liver,,In vivo biodistribution in mice liver bearing subcutaneous B16 melanomas at the dose of 10 ug/g,N,1,1,,CHEMBL618806,,BAO_0000218,2107.0,
11738,Intermediate,50594,Liver,,In vivo biodistribution in mice liver bearing subcutaneous B16 melanomas at the dose of 20 ug/g,N,1,1,,CHEMBL618807,,BAO_0000218,2107.0,
11739,Intermediate,50594,Liver,,In vivo biodistribution in mice liver bearing subcutaneous B16 melanomas at the dose of 30 ug/g,N,1,1,,CHEMBL618808,,BAO_0000218,2107.0,
11740,Intermediate,50594,Liver,,In vivo biodistribution in mice liver bearing subcutaneous B16 melanomas at the dose of 40 ug/g,N,1,1,,CHEMBL618809,,BAO_0000218,2107.0,
11741,Intermediate,50594,Muscle tissue,,In vivo biodistribution in mice muscle bearing intracerebral GL261 gliomas at the dose of 30 ug/day,N,1,1,,CHEMBL618810,,BAO_0000218,2385.0,
11742,Intermediate,50594,Muscle tissue,,In vivo biodistribution in mice muscle bearing subcutaneous B16 melanomas at the dose of 10 ug/g,N,1,1,,CHEMBL618811,,BAO_0000218,2385.0,
11743,Intermediate,50594,Muscle tissue,,In vivo biodistribution in mice muscle bearing subcutaneous B16 melanomas at the dose of 20 ug/g,N,1,1,,CHEMBL875844,,BAO_0000218,2385.0,
11744,Intermediate,50594,Muscle tissue,,In vivo biodistribution in mice muscle bearing subcutaneous B16 melanomas at the dose of 30 ug/g,N,1,1,,CHEMBL618812,,BAO_0000218,2385.0,
11745,Intermediate,50594,Muscle tissue,,In vivo biodistribution in mice muscle bearing subcutaneous B16 melanomas at the dose of 40 ug/g,N,1,1,,CHEMBL618813,,BAO_0000218,2385.0,
11746,Intermediate,50594,,,In vivo biodistribution in mice skin bearing intracerebral GL261 gliomas at the dose of 30 ug/day,N,1,1,,CHEMBL618814,,BAO_0000218,,
11747,Intermediate,50594,,,In vivo biodistribution in mice skin bearing subcutaneous B16 melanomas at the dose of 30 ug/g,N,1,1,,CHEMBL618815,,BAO_0000218,,
11748,Intermediate,50594,,,In vivo biodistribution in mice skin bearing subcutaneous B16 melanomas at the dose of 40 ug/g,N,1,1,,CHEMBL618816,,BAO_0000218,,
11749,Intermediate,50594,,,In vivo biodistribution in mice skin by pump bearing subcutaneous B16 melanomas at the dose of 30 ug/g,N,1,1,,CHEMBL618817,,BAO_0000218,,
11750,Intermediate,50594,,,In vivo biodistribution in mice skin by pump bearing subcutaneous B16 melanomas at the dose of 40 ug/g,N,1,1,,CHEMBL620544,,BAO_0000218,,
11751,Intermediate,50597,,,The maximum concentration of the compound was measured in rat at dose 30 mg/kg after intraperitoneal administration.,N,1,1,,CHEMBL626230,,BAO_0000218,,
11752,Intermediate,50597,,,The maximum concentration of the compound was measured in rat at dose 30 mg/kg after intravenous administration.,N,1,1,,CHEMBL626231,,BAO_0000218,,
11753,Intermediate,50597,,,The maximum concentration of the compound was measured in rat at dose 30 mg/kg after peroral administration.,N,1,1,,CHEMBL626232,,BAO_0000218,,
11754,Intermediate,50588,Plasma,,The maximum plasma concentration (Cmax) is the observed peak plasma concentration after an oral dose on dog.,N,1,1,,CHEMBL626233,,BAO_0000218,1969.0,
11755,Intermediate,50597,Plasma,,The maximum plasma concentration (Cmax) is the observed peak plasma concentration after an oral dose on rat,N,1,1,,CHEMBL626234,,BAO_0000218,1969.0,
11756,Intermediate,50597,Plasma,,The maximum plasma concentration (Cmax) is the observed peak plasma concentration after an oral dose on rat.,N,1,1,,CHEMBL875341,,BAO_0000218,1969.0,
11757,Intermediate,50587,Plasma,,The maximum plasma concentration (100 mg/kg) administered orally in human,N,1,1,,CHEMBL626235,,BAO_0000218,1969.0,
11758,Autocuration,22224,Plasma,,The maximum plasma concentration (12.5 mg/kg) administered intravenously in marmoset,U,0,1,,CHEMBL626236,,BAO_0000218,1969.0,
11759,Autocuration,22224,Plasma,,The maximum plasma concentration (12.5 mg/kg) administered intravenously in monkey,U,0,1,,CHEMBL626237,,BAO_0000218,1969.0,
11760,Intermediate,50588,Plasma,,The maximum plasma concentration (15 mg/kg) administered intravenously in dog,N,1,1,,CHEMBL626238,,BAO_0000218,1969.0,
11761,Intermediate,50587,Plasma,,The maximum plasma concentration (200 mg/kg) administered orally in human,N,1,1,,CHEMBL622412,,BAO_0000218,1969.0,
11762,Intermediate,50597,Plasma,,The maximum plasma concentration (25 mg/kg) administered intravenously in rat,N,1,1,,CHEMBL623114,,BAO_0000218,1969.0,
11763,Autocuration,22224,Plasma,,The maximum plasma concentration (25 mg/kg) administered orally in marmoset,U,0,1,,CHEMBL623115,,BAO_0000218,1969.0,
11764,Autocuration,22224,Plasma,,The maximum plasma concentration (25 mg/kg) administered orally in monkey,U,0,1,,CHEMBL623116,,BAO_0000218,1969.0,
11765,Autocuration,22224,Plasma,,The maximum plasma concentration (30 mg/kg) administered orally in dog,U,0,1,,CHEMBL623117,,BAO_0000218,1969.0,
11766,Intermediate,50587,Plasma,,The maximum plasma concentration (400 mg/kg) administered orally in human,N,1,1,,CHEMBL623118,,BAO_0000218,1969.0,
11767,Intermediate,50597,Plasma,,The maximum plasma concentration (50 mg/kg) administered orally in fasted rat,N,1,1,,CHEMBL623119,,BAO_0000218,1969.0,
11768,Intermediate,50597,Plasma,,The maximum plasma concentration (50 mg/kg) administered orally in rat,N,1,1,,CHEMBL623120,,BAO_0000218,1969.0,
11769,Intermediate,50587,Plasma,,The maximum plasma concentration (800 mg/kg) administered orally in human,N,1,1,,CHEMBL623286,,BAO_0000218,1969.0,
11770,Intermediate,50597,Plasma,,The maximum plasma concentration was measured on rats,N,1,1,,CHEMBL623287,,BAO_0000218,1969.0,
11771,Intermediate,50597,Plasma,,The maximum plasma concentration was measured on rats after oral administration,N,1,1,,CHEMBL623288,,BAO_0000218,1969.0,
11772,Intermediate,50597,Plasma,,Plasma drug Cmax in rat (PO dose),N,1,1,,CHEMBL623289,,BAO_0000218,1969.0,
11773,Autocuration,22224,,,Time taken to reach maximum concentration after administration of 2 umol/kg dose intravenously,U,0,1,,CHEMBL623290,,BAO_0000218,,
11774,Intermediate,50588,Plasma,,maximum Plasma concentration in Dog was determined after Peroral administration,N,1,1,,CHEMBL623291,,BAO_0000218,1969.0,
11775,Intermediate,50597,Plasma,,maximum Plasma concentration in Rats was determined after Peroral administration,N,1,1,,CHEMBL623292,,BAO_0000218,1969.0,
11776,Intermediate,50588,Plasma,,maximum concentration in plasma in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in dog,N,1,1,,CHEMBL623293,,BAO_0000218,1969.0,
11777,Autocuration,22224,Plasma,,maximum concentration in plasma in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in monkey,U,0,1,,CHEMBL623294,,BAO_0000218,1969.0,
11778,Intermediate,50597,Plasma,,maximum concentration in plasma in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in rat,N,1,1,,CHEMBL623295,,BAO_0000218,1969.0,
11779,Intermediate,50594,,,maximum concentration was measured when administered through oral route in mice,N,1,1,,CHEMBL623296,,BAO_0000218,,
11780,Intermediate,50594,,,Compound was evaluated for Cmax/Tmax when administered through oral route in mouse; Value is 0.93/1,N,1,1,,CHEMBL875349,,BAO_0000218,,
11781,Autocuration,22224,,,Compound was evaluated for Cmax/Tmax when administered through oral route to mouse; Value is 0.34/1,U,0,1,,CHEMBL623297,,BAO_0000019,,
11782,Autocuration,22224,,,Compound was evaluated for Cmax/Tmax when administered through oral route to mouse; Value is 0.81/1.6,U,0,1,,CHEMBL623298,,BAO_0000019,,
11783,Autocuration,22224,,,Compound was evaluated for Cmax/Tmax when administered through oral route to mouse; Value is 1.1/1.3,U,0,1,,CHEMBL623299,,BAO_0000019,,
11784,Intermediate,50597,,,Pharmacokinetic parameter was evaluated in rats,N,1,1,,CHEMBL623300,,BAO_0000218,,
11785,Intermediate,50594,,,Plasma concentration at time-0 was measured in mice at 100 mg/kg after intraperitoneal administration with 90% DMSO as vehicle,N,1,1,,CHEMBL623301,,BAO_0000218,,
11786,Intermediate,50594,,,Plasma concentration at time-0 was measured in mice at 100 mg/kg after intraperitoneal administration with saline(pH=11.4) as vehicle,N,1,1,,CHEMBL623302,,BAO_0000218,,
11787,Intermediate,50594,,,Plasma concentration at time-0 was measured in mice at 120 mg/kg after intraperitoneal administration with 90% DMSO as vehicle,N,1,1,,CHEMBL623303,,BAO_0000218,,
11788,Intermediate,50594,,,Plasma concentration at time-0 was measured in mice at 40 mg/kg after intravenous administration with saline(pH=11.4) as vehicle,N,1,1,,CHEMBL623304,,BAO_0000218,,
11789,Intermediate,50594,,,Plasma concentration at time-0 was measured in mice at 40 mg/kg after intravenous administration with 90% DMSO as vehicle,N,1,1,,CHEMBL623305,,BAO_0000218,,
11790,Intermediate,50597,Plasma,,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats(Cerebral Cortex) after 30 min.,N,1,1,,CHEMBL623306,,BAO_0000218,1969.0,
11791,Intermediate,50597,Plasma,,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats(Cerebral Cortex) after 30 min.,N,1,1,,CHEMBL623307,,BAO_0000218,1969.0,
11792,Intermediate,50597,Plasma,,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats(Cerebral Cortex) after 30 min.,N,1,1,,CHEMBL623308,,BAO_0000218,1969.0,
11793,Intermediate,50594,Plasma,,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats(Cerebral Cortex) after 30 min.,N,1,1,,CHEMBL623309,,BAO_0000218,1969.0,
11794,Intermediate,50594,,,Plasma Concentration after 120 min of oral administration to mice,N,1,1,,CHEMBL623310,,BAO_0000218,,
11795,Intermediate,50594,,,Plasma Concentration after 30 min of oral administration to mice,N,1,1,,CHEMBL623311,,BAO_0000218,,
11796,Intermediate,100710,,,Plasma Concentration after 60 min of oral administration to mice,N,1,1,,CHEMBL623312,,BAO_0000218,,
11797,Intermediate,50594,,,Plasma Concentration after 60 min of oral administration to mice; Not determined,N,1,1,,CHEMBL875350,,BAO_0000218,,
11798,Intermediate,50594,,,Plasma Concentration after 90 min of oral administration to mice,N,1,1,,CHEMBL628635,,BAO_0000218,,
11799,Intermediate,50597,,,Plasma concentration level in rat after 1 hour of oral administration at 50 mg/kg,N,1,1,,CHEMBL628636,,BAO_0000218,,
11800,Intermediate,50597,,,Plasma concentration level in rat after 15 hours of oral administration at 50 mg/kg,N,1,1,,CHEMBL628637,,BAO_0000218,,
11801,Intermediate,50597,,,Plasma concentration level in rat after 4 hours of oral administration at 50 mg/kg,N,1,1,,CHEMBL628058,,BAO_0000218,,
11802,Intermediate,50597,,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 0-1 hr time,N,1,1,,CHEMBL628059,,BAO_0000218,,
11803,Intermediate,50597,,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 1-2 hr time,N,1,1,,CHEMBL628060,,BAO_0000218,,
11804,Autocuration,22224,,,Distribution in the lung after 15 min of intravenous administration,U,0,1,,CHEMBL628061,,BAO_0000019,,
11805,Autocuration,22224,,,Distribution in the lung after 30 min of intravenous administration,U,0,1,,CHEMBL628062,,BAO_0000019,,
11806,Autocuration,22224,,,Distribution in the lung after 5 min of intravenous administration,U,0,1,,CHEMBL628063,,BAO_0000019,,
11807,Autocuration,22224,,,Distribution in the lung after 60 min of intravenous administration,U,0,1,,CHEMBL628064,,BAO_0000019,,
11808,Autocuration,22224,,,Distribution in the lung after 90 min of intravenous administration,U,0,1,,CHEMBL628065,,BAO_0000019,,
11809,Autocuration,22224,Muscle tissue,,Distribution in the muscle after 120 min of intravenous administration,U,0,1,,CHEMBL628066,,BAO_0000019,2385.0,
11810,Autocuration,22224,Muscle tissue,,Distribution in the muscle after 15 min of intravenous administration,U,0,1,,CHEMBL628067,,BAO_0000019,2385.0,
11811,Intermediate,50594,Muscle tissue,,Distribution in the muscle after 30 min of intravenous administration,N,1,1,,CHEMBL874646,,BAO_0000218,2385.0,
11812,Autocuration,22224,Muscle tissue,,Distribution in the muscle after 5 min of intravenous administration,U,0,1,,CHEMBL628068,,BAO_0000019,2385.0,
11813,Autocuration,22224,Muscle tissue,,Distribution in the muscle after 60 min of intravenous administration,U,0,1,,CHEMBL628069,,BAO_0000019,2385.0,
11814,Autocuration,22224,Muscle tissue,,Distribution in the muscle after 90 min of intravenous administration,U,0,1,,CHEMBL628070,,BAO_0000019,2385.0,
11815,Autocuration,22224,Spleen,,Distribution in the spleen after 120 min of intravenous administration,U,0,1,,CHEMBL628071,,BAO_0000019,2106.0,
11816,Autocuration,22224,Spleen,,Distribution in the spleen after 15 min of intravenous administration,U,0,1,,CHEMBL628072,,BAO_0000019,2106.0,
11817,Autocuration,22224,Spleen,,Distribution in the spleen after 30 min of intravenous administration,U,0,1,,CHEMBL628073,,BAO_0000019,2106.0,
11818,Autocuration,22224,Spleen,,Distribution in the spleen after 5 min of intravenous administration,U,0,1,,CHEMBL628074,,BAO_0000019,2106.0,
11819,Autocuration,22224,Spleen,,Distribution in the spleen after 60 min of intravenous administration,U,0,1,,CHEMBL628075,,BAO_0000019,2106.0,
11820,Autocuration,22224,Spleen,,Distribution in the spleen after 90 min of intravenous administration,U,0,1,,CHEMBL628076,,BAO_0000019,2106.0,
11821,Intermediate,50597,Adrenal cortex,,Evaluated for distribution at 0.5 hr after intravenous administration in adrenal cortex of female Sprague Dawley rats,N,1,1,,CHEMBL628077,,BAO_0000218,1235.0,
11822,Intermediate,50597,Blood,,Evaluated for distribution at 0.5 hr after intravenous administration in blood of female Sprague Dawley rats,N,1,1,,CHEMBL628078,,BAO_0000218,178.0,
11823,Intermediate,50597,Liver,,Evaluated for distribution at 0.5 hr after intravenous administration in liver of female Sprague Dawley rats,N,1,1,,CHEMBL628079,,BAO_0000218,2107.0,
11824,Intermediate,50597,Female gonad,,Evaluated for distribution at 0.5 hr after intravenous administration in ovary of female Sprague Dawley rats,N,1,1,,CHEMBL628080,,BAO_0000218,992.0,
11825,Intermediate,50597,Thyroid gland,,Evaluated for distribution at 0.5 hr after intravenous administration in thyroid of female Sprague Dawley rats,N,1,1,,CHEMBL628081,,BAO_0000218,2046.0,
11826,Intermediate,50597,Adrenal cortex,,Evaluated for distribution at 24 hours after intravenous administration in adrenal cortex of female Sprague Dawley rats,N,1,1,,CHEMBL628082,,BAO_0000218,1235.0,
11827,Intermediate,50597,Blood,,Evaluated for distribution at 24 hours after intravenous administration in blood of female Sprague Dawley rats,N,1,1,,CHEMBL874647,,BAO_0000218,178.0,
11828,Intermediate,50597,Liver,,Evaluated for distribution at 24 hours after intravenous administration in liver of female Sprague Dawley rats,N,1,1,,CHEMBL626406,,BAO_0000218,2107.0,
11829,Intermediate,50597,Female gonad,,Evaluated for distribution at 24 hours after intravenous administration in ovary of female Sprague Dawley rats,N,1,1,,CHEMBL626407,,BAO_0000218,992.0,
11830,Intermediate,50597,Thyroid gland,,Evaluated for distribution at 24 hours after intravenous administration in thyroid of female Sprague Dawley rats,N,1,1,,CHEMBL626408,,BAO_0000218,2046.0,
11831,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.07-0.09",N,1,1,,CHEMBL626409,,BAO_0000218,178.0,
11832,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.10-0.13",N,1,1,,CHEMBL626410,,BAO_0000218,178.0,
11833,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.18-0.24",N,1,1,,CHEMBL626411,,BAO_0000218,178.0,
11834,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.19-0.24",N,1,1,,CHEMBL626412,,BAO_0000218,178.0,
11835,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.22-0.32",N,1,1,,CHEMBL626413,,BAO_0000218,178.0,
11836,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.25-0.32",N,1,1,,CHEMBL626414,,BAO_0000218,178.0,
11837,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.10-0.14",N,1,1,,CHEMBL626415,,BAO_0000218,178.0,
11838,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.25-0.34",N,1,1,,CHEMBL626416,,BAO_0000218,178.0,
11839,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.27-0.33",N,1,1,,CHEMBL627062,,BAO_0000218,178.0,
11840,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.32-0.46",N,1,1,,CHEMBL627063,,BAO_0000218,178.0,
11841,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.40-0.45",N,1,1,,CHEMBL627064,,BAO_0000218,178.0,
11842,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.44-0.52",N,1,1,,CHEMBL627227,,BAO_0000218,178.0,
11843,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.08-0.09",N,1,1,,CHEMBL627228,,BAO_0000218,178.0,
11844,Intermediate,50597,Blood,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.12-0.14",N,1,1,,CHEMBL627229,,BAO_0000218,178.0,
