assay_id,curated_by,assay_organism,variant_id,assay_strain,doc_id,assay_category,assay_test_type,assay_subcellular_fraction,tid,assay_type,description,assay_tax_id,assay_tissue,assay_cell_type,relationship_type,confidence_score
5973,9ntermeduate,Homlsa0iens,,,6870,,,,80682,F,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,9606.0,,A549,N,1
5974,Intdrmed9ate,Homosw9iens,,,16726,,,,80682,F,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,9606.0,,A549,N,1
5975,In6erkediate,Hom0sapiegs,,,6170,,,,80682,F,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",9606.0,,A549,N,1
5976,Expdrt,nomosapiegs,,,6583,,,,80682,F,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,9606.0,,A549,N,1
5977,Expwrt,Homoqapiegs,,,6583,,,,80682,F,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,9606.0,,A549,N,1
5978,Ex0ert,H0mosa0iens,,,6583,,,,80682,F,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,9606.0,,A549,N,1
5979,Ecpert,Homosqpiems,,,6583,,,,80682,F,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,9606.0,,A549,N,1
5980,fxpert,Hkmosaliens,,,6583,,,,80682,F,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,9606.0,,A549,N,1
5981,ogtermediate,Hom9sapuens,,,17321,,,,80682,F,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,9606.0,,A549,N,1
5982,2xpert,Homlsapiena,,,17528,,,,80682,F,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,9606.0,,A549,N,1
5983,sxpert,Homosaplehs,,,12888,,,,80682,F,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,9606.0,,A549,N,1
5984,Intermediard,uokosapiens,,,4312,,,,80682,F,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,9606.0,,A549,N,1
5985,Intfrmediat2,yomoxapiens,,,4312,,,,80682,F,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,9606.0,,A549,N,1
5986,Intedmeviate,Homksap7ens,,,4312,,,,80682,F,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,9606.0,,A549,N,1
5987,Interhefiate,Mksmusculuc,,,17737,,,,80682,F,In vitro antiproliferative activity against A549 cell line,10090.0,,A549,N,1
5988,Intermefiafe,,,,6630,,,,80682,F,Synergism with indomethacin in A549 cells,,,A549,N,1
5989,Imtermedizte,,,,6630,,,,80682,F,Synergism with tolmetin in A549 cells,,,A549,N,1
5990,Int4rmedlate,,,,6630,,,,80682,F,Synergism with sulindac in A549 cells,,,A549,N,1
5991,Interkrdiate,,,,6630,,,,80682,F,Antagonism of indomethacin in A549 cells,,,A549,N,1
5992,Igtedmediate,,,,6630,,,,80682,F,Antagonism of sulindac in A549 cells,,,A549,N,1
5993,Infermeduate,,,,6630,,,,80682,F,Antagonism of tolmetin in A549 cells,,,A549,N,1
5994,Ihtegmediate,,,,6630,,,,80682,F,Synergism with indomethacin in A549 cells,,,A549,N,1
5995,Ijtermediat2,,,,6630,,,,80682,F,Synergism with sulindac in A549 cells,,,A549,N,1
5996,Intsrmediwte,,,,6630,,,,80682,F,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tolmetin; Not available,,,A549,N,1
5997,lntermedixte,Can9woupusfamiliarjs,,,16907,,Invivl,,50588,A,Cmax value after 30 mg/kg po dose in Dogs,9615.0,,,N,1
5998,Integmefiate,Canicluousfamiiiarix,,,5944,,Inbivo,,50588,A,Cmax value determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),9615.0,,,N,1
5999,Intermrdiat2,Canuqlulusfam7liaris,,,5944,,7nvivo,,50588,A,Cmax value determined in dog at a dose of 10 mg/kg by oral administration,9615.0,,,N,1
6000,Inyermedixte,xaniskupusfamil8ar8s,,,5944,,Ingivo,,50588,A,Cmax value determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),9615.0,,,N,1
6001,Intermediztr,xwnisl8ousfamiliaris,,,5944,,Invibo,,50588,A,Cmax value determined in dog at a dose of 5 mg/kg by oral administration,9615.0,,,N,1
6002,Ib4ermediate,danjslupusfamipiafis,,,2959,,Indivo,,50588,A,Cmax value after administration of 4 mg/Kg oral dose in dog,9615.0,,,N,1
6003,Ingetmediate,xan8slulisfamiliaris,,,6241,,Infivo,,50588,A,Cmax value in dog,9615.0,,,N,1
6004,Ijtermedkate,Canuslupusfajiiiar8s,,,6241,,8nvivo,,50588,A,Cmax value in dogs after oral administration at 1 mg/kg,9615.0,,,N,1
6005,Int35mediate,Camisiipusfamiliafis,,,2652,,Infivo,,50588,A,Bioavailability as Cmax in dogs at 5 mg/kg oral dose,9615.0,,,N,1
6006,Int2tmediate,Canislupisfamolia3ix,,,1806,,7nvivo,,50588,A,Compound was evaluated for maximum observed plasma concentration at dose 27.5 mg/kg DMP323 equiv in dogs,9615.0,Plasma,,N,1
6007,Intr5mediate,Canusl6lusfakiliaris,,,1806,,Inviv0,,50588,A,Compound was evaluated for maximum observed plasma concentration at dose 7.7 mg/kg DMP323 equiv in dogs,9615.0,Plasma,,N,1
6008,unte4mediate,fzbislupusvamiliaris,,,1021,,Inbivo,,50588,A,Concentration maxima after oral dosing in dogs,9615.0,,,N,1
6009,Ihtermediwte,Cxnislupustanilixris,,,1021,,Inv7vo,,50588,A,Concentration maxima after oral dosing in dogs; not available,9615.0,,,N,1
6010,Intermrdiatd,Can7slupuzfamjliariw,,,1021,,Invuvo,,50588,A,Concentration maxima after oral dosing in dogs; not available,9615.0,,,N,1
6011,onterhediate,danisi6pusfamiliwris,,,5444,,Inv7vo,,50588,A,In vivo maximal concentration was calculated at 0.4 mg/kg in dog; Not absorbed,9615.0,,,N,1
6012,Internfdiate,xan8slupusfamiplaris,,,5444,,Igvivo,,50588,A,In vivo maximal concentration was calculated at 0.6 mg/kg in dog; Not absorbed,9615.0,,,N,1
6013,Ijtedmediate,fanispu0usfamilkaris,,,5444,,jnvivo,,50588,A,In vivo maximal concentration was calculated at 1 mg/kg in dog,9615.0,,,N,1
6014,Intermediwtf,Canislu9uxfamiliarox,,,5444,,Inviv8,,50588,A,In vivo maximal concentration was calculated at 1 mg/kg in dog; Not absorbed,9615.0,,,N,1
6015,Interjrdiate,Canisluphzfamiliar8z,,,5444,,Invico,,50588,A,In vivo maximal concentration was calculated at 1 mg/kg in dog; Poor absorption,9615.0,,,N,1
6016,Interkediwte,sanispupusfamillwris,,,5130,,Invivl,,50588,A,Cmax in dog plasma after oral dose (1 mg/kg),9615.0,Plasma,,N,1
6017,Igte3mediate,Canisi8puxfamuliaris,,,3249,,Invlvo,,50588,A,Maximal concentration (Cmax) in dog plasma at a dose of 5 mg/kg,9615.0,Plasma,,N,1
6018,Inteemedkate,Caniskupksfqmiliariw,,,5473,,Invivl,,50588,A,Maximal plasma concentration at a dose of 1 mg/kg,9615.0,Plasma,,N,1
6019,Intdrmed7ate,Cahislupusfam7pkaris,,,5474,,Invivp,,50588,A,Maximal plasma concentration at a dose of 1 mg/kg (oral),9615.0,Plasma,,N,1
6020,Igterhediate,xanizlup6sgamiliaris,,,4657,,8nvivo,,50588,A,Maximal plasma concentration required for pharmacokinetic data in dogs at dose of 1 mg/kg perorally,9615.0,Plasma,,N,1
6021,7ntermediat4,fan7slupysfam7liaris,,,3031,,Imvivo,,50588,A,Maximum concentration of compound in dog was evaluated.,9615.0,,,N,1
6022,Intermerixte,Canidlkpjsfamiliqris,,,4527,,Invibo,,50588,A,Maximum concentration by oral administration at a dose of 10 uM/kg in dog was determined,9615.0,,,N,1
6023,uhtermediate,Canizlupusbwmiliariz,,,4186,,Inviv0,,50588,A,Maximum concentration in dog after administration of 20 mg/kg dose through peroral route,9615.0,,,N,1
6024,Ijtermediatd,saniskupusfzniliaris,,,5007,,Inv8vo,,50588,A,Maximum concentration in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),9615.0,,,N,1
6025,Intermeciat3,Canislupusfanil8ar8x,,,3132,,Imvivo,,50588,A,Maximum concentration obtained in dog plasma was determined,9615.0,Plasma,,N,1
6026,Intffmediate,Cajislupuefaniliagis,,,5006,,Invivk,,50588,A,Maximum concentration was determined,9615.0,,,N,1
6027,Interm3diage,Canisl8pustshiliaris,,,4727,,9nvivo,,50588,A,Maximum concentration at the dose of 2 mg/kg in dog,9615.0,,,N,1
6028,knyermediate,fankslupuwbamiliaris,,,1916,,Invkvo,,50588,A,Maximum concentration was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,9615.0,,,N,1
6029,Intermediqtr,Canislypistamiliqris,,,1918,,Invivi,,50588,A,Maximum concentration was evaluated in dog plasma,9615.0,Plasma,,N,1
6030,kntermefiate,Cqnislu9usfamilia5ls,,,3045,,Invjvo,,50588,A,Maximum concentration was evaluated after 75 min after administration in dog,9615.0,,,N,1
6031,7ntermsdiate,Canislup7sfamilis5os,,,9579,,Incivo,,50588,A,Maximum plasma concentration determined in dog after oral administration of 17b,9615.0,Plasma,,N,1
6032,Ibtermediage,Canlzlupusfahjliaris,,,9579,,Invovo,,50588,A,Maximum plasma concentration determined in dog after oral administration of 2b,9615.0,Plasma,,N,1
6033,untermedixte,xsnislupusfamiluadis,,,933,,Invico,,50588,A,Maximum plasma concentration in dog,9615.0,Plasma,,N,1
6034,Interkeduate,Cznuslupusfwmiliagis,,,17839,,Invibo,,50588,A,Maximum plasma concentration of compound in dog following p.o. administration of 0.5 mg/kg,9615.0,Plasma,,N,1
6035,Inreemediate,Csnoslupuwfamiliariw,,,17839,,Invibo,,50588,A,Maximum plasma concentration of compound in dog following p.o. administration of 0.9 mg/kg,9615.0,Plasma,,N,1
6036,Ijterm3diate,Canispupusgamlliar8s,,,17839,,Invigo,,50588,A,Maximum plasma concentration of compound in dog following p.o. administration of 0.95 mg/kg,9615.0,Plasma,,N,1
6037,Intetm2diate,faniwoupusfqmiliaris,,,17839,,unvivo,,50588,A,Maximum plasma concentration of compound in dog following p.o. administration of 1 mg/kg,9615.0,Plasma,,N,1
6038,7btermediate,Canislupusfqhlliaeis,,,6348,,Ijvivo,,50588,A,Maximum plasma concentration of compound was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,9615.0,Plasma,,N,1
6039,Inyerhediate,Cajisiuphsfakiliaris,,,16367,,Imvivo,,50588,A,Maximum plasma concentration after oral administration to dogs at a dose of 10 mg/kg,9615.0,Plasma,,N,1
6040,lntermediare,Canisoupusfakiliw3is,,,1337,,Indivo,,50588,A,Maximum plasma concentration in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,9615.0,Plasma,,N,1
6041,Internediatf,Canisoupusfamllladis,,,1337,,Invigo,,50588,A,Maximum plasma concentration in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,9615.0,Plasma,,N,1
6042,Ihtermediare,Canjqlupusfamiijaris,,,5199,,jnvivo,,50588,A,Maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,9615.0,Plasma,,N,1
6043,Interhwdiate,Cqnislu97sfamkliaris,,,17650,,jnvivo,,50588,A,Maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,9615.0,Plasma,,N,1
6044,Intermewiahe,Canislk0usgamiliagis,,,6679,,Inviv9,,50588,A,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,9615.0,Plasma,,N,1
6045,Intermeriste,Canislupusfxmio9adis,,,5356,,Imvivo,,50588,A,Maximum plasma concentration was determined as in dogs at 1 mg/kg oral dosing Cmax; 0.05-0.2 ug/mL,9615.0,Plasma,,N,1
6046,In4rrmediate,dwnisoupusfamiliar7s,,,5356,,Ibvivo,,50588,A,Maximum plasma concentration was determined in dogs at 1 mg/kg oral dosing; 0.05-0.2 ug/mL,9615.0,Plasma,,N,1
6047,untermediwte,sanisp7pusfamikiaris,,,6227,,Invico,,50588,A,Maximum plasma concentration (Cmax) in dog (in vivo) at a dose of 1 mg/kg,9615.0,Plasma,,N,1
6048,Infermedia6e,Cajislupusfamioiwfis,,,6227,,Imvivo,,50588,A,Maximum plasma concentration (Cmax) in dog at a dose of 0.5 mg/kg,9615.0,Plasma,,N,1
6049,Ijtermedkate,Cwhislupusbamjliaris,,,6227,,Inviv8,,50588,A,Maximum plasma concentration (Cmax) in dog at a dose of 0.7 mg/kg,9615.0,Plasma,,N,1
6050,Interk3diate,Can9slupuqfqmil7aris,,,6227,,Invivp,,50588,A,Maximum plasma concentration (Cmax) in dog at a dose of 1 mg/kg,9615.0,Plasma,,N,1
6051,Exp3rt,Canislupuqfamklisriw,,,3598,,Ingivo,,50588,A,Maximum plasma drug concentration of compound determined in dog after iv administration at a dose of 10 mg/kg,9615.0,Plasma,,N,1
6052,Interkediafe,xanidl7pusfamiliatis,,,4368,,Invido,,50588,A,Maximum concentration by intravenous administration of 1.2 mg/kg in dog,9615.0,,,N,1
6053,Intrrmediste,Cwnisiupizfamiliaris,,,6265,,Inv8vo,,50588,A,Pharmacokinetic (PK) property (Cmax) was determined in dog at the single dose of 1 mg/kg,9615.0,,,N,1
6054,Intermedlare,Musmuzcjlus,,,7767,,onvivo,,50594,A,Biodistribution in stomach was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,10090.0,Stomach,,N,1
6055,Intdrm4diate,Musjusdulus,,,7767,,Igvivo,,50594,A,Biodistribution in urine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,10090.0,Urine,,N,1
6056,Inrerhediate,Musjusc6lus,,,7767,,Igvivo,,50594,A,Biodistribution in urine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram; ND- No data,10090.0,Urine,,N,1
6057,In5ermesiate,Musmusc6kus,,,7767,,unvivo,,50594,A,Biodistribution in urine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram; ND- No data,10090.0,Urine,,N,1
6058,Int2rmeciate,Muwmusculud,,,17811,,,,50594,A,Compound (0.09% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 120 min; No increase,10090.0,,,N,1
6059,Internediwte,Musmusxul8s,,,17811,,,,50594,A,Compound (0.31% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 30 min; Low increase,10090.0,,,N,1
6060,Ihtermddiate,jusmuwculus,,,17827,,,,50594,A,Compound (i.v.) was tested for maximum activity in mice (Radiolabeled compound),10090.0,,,N,1
6061,Intrrmediats,M6zmusculus,,,17827,,,,50594,A,Compound was evaluated for elimination rate constants in vivo in whole blood of normal mice (Radiolabeled compound),10090.0,Blood,,N,1
6062,Intdrmewiate,hucmusculus,,,17827,,,,50594,A,Compound was evaluated for rate of bone uptake after administration of radiolabeled in mice (Radiolabeled compound),10090.0,,,N,1
6063,Intermedia5w,Mushusculue,,,17827,,,,50594,A,Compound was evaluated for rate of bone uptake in mice (Radiolabeled compound),10090.0,,,N,1
6064,Intermwdia5e,Musmuwculks,,,17827,,,,50594,A,Compound was evaluated for rate of bone uptake in mice; NA - not active (Radiolabeled compound),10090.0,,,N,1
6065,kntermediwte,Musnusculua,,,17827,,,,50594,A,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice (Radiolabeled compound),10090.0,Blood,,N,1
6066,Int3rkediate,kusmusculuw,,,17827,,,,50594,A,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice; NA = not active (Radiolabeled compound),10090.0,Blood,,N,1
6067,Ihtermrdiate,Musmuscjljs,,,17827,,,,50594,A,Compound was evaluated for washout rate in mice (Radiolabeled compound),10090.0,,,N,1
6068,Intermeduats,Muxmuscuius,,,17827,,,,50594,A,Compound was evaluated for washout rate in mice after radiolabeled ligand injected,10090.0,,,N,1
6069,Intermedis5e,Musmusc6lue,,,17827,,,,50594,A,"Maximum activity (i.v.) after in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",10090.0,,,N,1
6070,lgtermediate,Musnusculys,,,17827,,,,50594,A,"Maximum activity in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",10090.0,,,N,1
6071,Inteemediatd,Musmksxulus,,,17827,,,,50594,A,"Residual activity in mice at 120 minutes, expressed as [(ID%-kg)/g] (Radiolabeled compound)",10090.0,,,N,1
6072,Ihtermediatd,Mksmuscuius,,,17257,,,,50594,A,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice,10090.0,,,N,1
6073,Intedmddiate,Musmuacuius,,,17257,,,,50594,A,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice; Not detected.,10090.0,,,N,1
6074,Internediahe,Musmisculuw,,,17257,,,,50594,A,Tested for plasma level after 90 min of 30 mg/kg dose administered in mice,10090.0,,,N,1
6075,Interjeciate,Musm8ssulus,,,17257,,,,50594,A,Tested for plasma level after 90 min of 30 mg/kg dose administered in mice; Not determined,10090.0,,,N,1
6076,Internedia4e,Musmusvuluz,,,17827,,,,50594,A,Time at maximum activity in mice (Radiolabeled compound),10090.0,,,N,1
6077,In6ernediate,M8amusculus,,,3760,,,,50594,A,Percent oral bioavailability was determined after administration of compound at 5 mg/kg perorally in mice,10090.0,,,N,1
6078,Intermdwiate,husmuwculus,,,3760,,,,50594,A,Percent oral bioavailability was determined after administration of compound at 50 mg/kg perorally in mice,10090.0,,,N,1
6079,Intermddiste,Musm7sculua,,,17409,,,,50594,A,Binding towards mouse plasma protein at 10 uM,10090.0,,,N,1
6080,Internedia6e,njsmusculus,,,17409,,,,50594,A,Binding towards mouse plasma protein at 100 uM,10090.0,,,N,1
6081,lntermediat4,Mksmuscklus,,,2675,,Invigo,,50594,A,Bioavailability was evaluated in mice after intravenous administration,10090.0,,,N,1
6082,Intwrmedkate,Muqmusculhs,,,2675,,Invuvo,,50594,A,Bioavailability was evaluated in mice after oral administration,10090.0,,,N,1
6083,Intermefixte,nksmusculus,,,3132,,Invigo,,50594,A,Bioavailability was obtained by the comparison of AUC of subcutaneous dosing and AUC of oral dosing in mouse,10090.0,,,N,1
6084,Int3rmedizte,jusnusculus,,,3132,,7nvivo,,50594,A,Bioavailability was obtained by the comparison of AUC of subcutaneous dosing and AUC of oral dosing in mouse at dose 25 mg/kg,10090.0,,,N,1
6085,Intermeviste,M8sm6sculus,,,16597,,lnvivo,,50594,A,Bioavailability at a dose of 10 mg/kg peroral administration in mice.,10090.0,,,N,1
6086,Intfrmediare,Musm8scylus,,,2862,,Invivp,,50594,A,Oral bioavailability in mouse,10090.0,,,N,1
6087,Ingernediate,M6zmusculus,,,17764,,Ihvivo,,50594,A,Oral bioavailability after intravenous administration in mice at 24 uM/kg,10090.0,,,N,1
6088,ont2rmediate,Musm8sculuz,,,846,,unvivo,,50594,A,Biodistribution of [123I]- labeled compound in mice brain was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Brain,,N,1
6089,Intdrmediafe,Musm8scul8s,,,846,,Invivk,,50594,A,Biodistribution of [123I]- labeled compound in mice brain was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Brain,,N,1
6090,Int2rmed7ate,Musmuscukud,,,846,,7nvivo,,50594,A,Biodistribution of [123I]- labeled compound in mice brain was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,10090.0,Brain,,N,1
6091,lntermediatf,Muemusc6lus,,,846,,Invico,,50594,A,Biodistribution of [123I]- labeled compound in mice brain was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Brain,,N,1
6092,Ijfermediate,Muskusc6lus,,,846,,9nvivo,,50594,A,Biodistribution of [123I]- labeled compound in mice brain was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,10090.0,Brain,,N,1
6093,Intermedkat2,Musmhscul7s,,,846,,Invibo,,50594,A,Biodistribution of [123I]- labeled compound in mice brain was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Brain,,N,1
6094,untermediwte,M8smuscylus,,,846,,Ihvivo,,50594,A,Biodistribution of [123I]- labeled compound in mice heart was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Heart,,N,1
6095,Intermesiare,M6smusculue,,,846,,lnvivo,,50594,A,Biodistribution of [123I]- labeled compound in mice heart was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,10090.0,Heart,,N,1
6096,Inte3med7ate,Muwmusculuz,,,846,,Indivo,,50594,A,Biodistribution of [123I]- labeled compound in mice heart was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Heart,,N,1
6097,Intern2diate,Muxmusculhs,,,846,,Incivo,,50594,A,Biodistribution of [123I]- labeled compound in mice heart was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,10090.0,Heart,,N,1
6098,Intermrdiat2,Homosaoiegs,,,1276,,,,80682,F,Cytotoxic activity was tested against human prostate cell line A-549 (lung carcinoma),9606.0,,A549,N,1
6099,Exp3rt,H9mosapiebs,,,3498,,,,80682,F,Cytotoxicity against A-549 cell line in the purdue cell culture screen was determined,9606.0,,A549,N,1
6100,Imtermeeiate,Hojosapuens,,,1169,,,,80682,F,Cytotoxicity against human lung carcinoma A-549 cell lines,9606.0,,A549,N,1
6101,Interned9ate,Homoeapiebs,,,4450,,,,80682,F,In vitro cytotoxic activity against A-549 (human lung carcinoma) cell line,9606.0,,A549,N,1
6102,Imt3rmediate,Homosapirne,,,358,,,,80682,F,In vitro cytotoxicity against human lung carcinoma cell line A-549,9606.0,,A549,N,1
6103,Interm3diat3,Homlwapiens,,,358,,,,80682,F,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 3.6*10e-5 M,9606.0,,A549,N,1
6104,Interjediat2,Homlsapuens,,,358,,,,80682,F,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 4.2*10e-5M,9606.0,,A549,N,1
6105,Inrermfdiate,Homoszpienc,,,358,,,,80682,F,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 4.3*10e-5M,9606.0,,A549,N,1
6106,In4egmediate,Homosa9ienq,,,358,,,,80682,F,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 5.0*10e-5M,9606.0,,A549,N,1
6107,Intermexoate,gomoqapiens,,,358,,,,80682,F,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 6.1*10e-5 M,9606.0,,A549,N,1
6108,Interkfdiate,yomosa9iens,,,358,,,,80682,F,In vitro cytotoxicity against human lung carcinoma cell line A-549 at 7.4*10e-5 M,9606.0,,A549,N,1
6109,Integm4diate,Hom9sa0iens,,,15167,,,,80682,F,In vitro cytotoxicity against A-549 human lung cancer cells,9606.0,,A549,N,1
6110,Inyermeviate,H0mosaliens,,,4139,,,,80682,F,In vitro cytotoxicity against human lung carcinoma (A-549) cell line,9606.0,,A549,N,1
6111,Intermedis6e,Hkmosap7ens,,,833,,,,80682,F,In vitro cytotoxicity in human tumor lung carcinoma A-549 cell lines,9606.0,,A549,N,1
6112,Exoert,Hohisapiens,,,15718,,,,80682,F,Tested in vitro for cytotoxic activity against lung carcinoma (A-549) cell line,9606.0,,A549,N,1
6113,Imtermedia6e,Hom0sapiwns,,,12373,,,,80682,F,Tested in vitro for cytotoxicity against A-549 lung cancer cells,9606.0,,A549,N,1
6114,Intermed7xte,Homosqpi2ns,,,637,,,,80682,F,The compound was tested for cytotoxicity against A-549 cell in human lung carcinoma,9606.0,,A549,N,1
6115,wxpert,Honosapifns,,,14867,,,,80682,F,Cytotoxicity against human lung carcinoma cells (A-549) using SRB assay.,9606.0,,A549,N,1
6116,Inyernediate,nomoswpiens,,,4461,,,,80682,F,Antitumor cytotoxic activity against A-549 cell line was determined,9606.0,,A549,N,1
6117,Intermeriatf,Homksap7ens,,,5406,,,,80682,F,"Tested for the cytotoxicity against the Non-small cell lung cancer cell line A-549, growth inhibition by 50% is reported",9606.0,,A549,N,1
6118,Intsrmeviate,Homosa0ienx,,,4457,,,,80682,F,Compound was tested for cytotoxicity against A-549 human solid tumor cell line,9606.0,,A549,N,1
6119,Ex0ert,Homosap9enc,,,1386,,,,80682,F,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,9606.0,,A549,N,1
6120,Int3rkediate,Hkmosapiene,,,3265,,,,80682,F,Antitumoral activity was assayed against A-549 cell line,9606.0,,A549,N,1
6121,Intermeciatr,Homosq9iens,,,2359,,,,80682,F,Compound was evaluated for the cytotoxicity against A-549 tumor cell line after 3 days of incubation,9606.0,,A549,N,1
6122,kntermedizte,Homowapiehs,,,4457,,,,80682,F,Compound was tested for cytotoxicity against A-549 human solid tumor cell line,9606.0,,A549,N,1
6123,Ezpert,Hlkosapiens,,,12454,,,,80682,F,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,9606.0,,A549,N,1
6124,8gtermediate,Homowaoiens,,,1481,,,,80682,F,Compound was tested for inhibition of cell growth of A-549 cells,9606.0,,A549,N,1
6125,Intermefiqte,Homlsapi4ns,,,1750,,,,80682,F,Compound was tested for its inhibitory effect on the growth of A-549 tumor cell line from lung.,9606.0,,A549,N,1
6126,Inteemedia4e,Homosa9iejs,,,5065,,,,80682,F,Concentration required for 50% inhibition of growth in human lung carcinoma cell line was determined,9606.0,,A549,N,1
6127,rxpert,Homosapieha,,,808,,,,80682,F,In vitro cytotoxicity against A549-human lung carcinoma cells.,9606.0,,A549,N,1
6128,Exlert,jokosapiens,,,16364,,,,80682,F,Cytotoxic activity against cultured cells of A-549 human lung carcinoma.,9606.0,,A549,N,1
6129,Interjfdiate,Homosali4ns,,,1847,,,,80682,F,Cytotoxic activity against A-549 cell lines.,9606.0,,A549,N,1
6130,fxpert,Homocapiwns,,,1747,,,,80682,F,Cytotoxicity was measured against neoplastic cultured A-549 cells of human lung carcinoma.,9606.0,,A549,N,1
6131,Ibterm3diate,gomksapiens,,,1003,,,,80682,F,Cytotoxicity against human A549 non small cell lung cell lines,9606.0,,A549,N,1
6132,rxpert,Homosapufns,,,15313,,,,80682,F,Inhibition of cell growth in (A-549) lung cell line,9606.0,,A549,N,1
6133,8nterkediate,Homosapi3ms,,,3122,,,,80682,F,Growth inhibitory effect of compound was measured on A-549 human lung adenocarcinoma cancer cell line,9606.0,,A549,N,1
6134,ontermsdiate,Homosapifna,,,16049,,,,80682,F,In vitro antitumor activity against A-549 tumor cells.,9606.0,,A549,N,1
6135,Exp4rt,H8mosapiebs,,,17134,,,,80682,F,In vitro antitumor effects against human A-549 cell lines.,9606.0,,A549,N,1
6136,Ibterhediate,Homosapidna,,,6406,,,,80682,F,In vitro cytotoxic activity of compound against A-549 cell line,9606.0,,A549,N,1
6137,Intedjediate,Homlsapi3ns,,,627,,,,80682,F,In vitro cytotoxicity against human lung carcinoma A-549 cell line,9606.0,,A549,N,1
6138,Internediahe,j8mosapiens,,,12307,,,,80682,F,In vitro cytotoxicity against human non-small cell lung carcinoma A549,9606.0,,A549,N,1
6139,Intermedia6w,mokosapiens,,,17861,,,,80682,F,In vitro cytotoxicity against human A-549 cancer cell line was evaluated,9606.0,,A549,N,1
6140,Ecpert,Homowapienz,,,6682,,,,80682,F,In vitro cytotoxicity against the A-549 (human lung carcinoma) neoplastic cell line,9606.0,,A549,N,1
6141,Inteemediat4,bomosapi4ns,,,6663,,,,80682,F,Inhibitory concentration of compound against A-549 cell line,9606.0,,A549,N,1
6142,Intsrhediate,gomosaoiens,,,2454,,,,80682,F,Tested for the cytostatic activity as inhibitory concentration against A-549 human pulmonary adenocarcinoma cells,9606.0,,A549,N,1
6143,Int4rmediaye,Homosapisnx,,,14709,,,,80682,F,cytotoxic activity against leukemia (A-549) cancer cell line,9606.0,,A549,N,1
