Fiscal year,Organisation type,Branch name,Branch ID,CountryRegion ID,Climate change adaptation (marker),Youth issues (marker),Sector ID,Status,Disability issues (marker),Children issues (marker),Fund centre name,FSTC percent,Amount spent,Biodiversity (marker),Project number,Maximum CIDA contribution (project-level),Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker)
200o2010,ForeignNinProfutjzking,MFMGlobalIxsu3sanrDevelo0menh,B4100,UG,0,0,12220,Clpsed,0,0,MmCHNINIT,0.708704980684461,439364.1029195205,0,M012898001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,coreignNonPr0fitjakiny,MFMGlobaljscursanwDevelppment,B51o0,UG,0,0,12250,Closrd,0,0,MNCHNIN8T,1.3702754886006305,1155386.438152428,0,M012898001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,ForeignNonP59fitMak8nr,MFMGlohal9qsuewanxDevelopment,B51p0,UG,0,0,12281,Clos4d,0,0,MNCHNIhIT,0.7039227724740618,49556.41322409148,0,M012898001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,Fo4fignNlnProfitMzking,jFnnlovalIssuesandDevdlopment,B5q00,ET,0,0,72040,Cloxed,0,0,MHIFoodIhjT,0.6426932350027339,156430.05983781064,0,M012899001,35000000.0,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,0,5309,35000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,CanafiabNonPr0fitMakihg,McMblobalIssuesandDevekopkebt,h5100,X1,0,0,13040,slosed,0,0,Globalm2althINjT,1.5439640224434261,678529.6738276469,0,M012901001,6000000.0,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,6000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,FoteitnNonPrpfi5Making,MFMGlobak7ssuesandD2celophent,B5200,DM,0,0,15110,Cl9sed,0,0,CpmmonwealthFfanco0hobi3INIT,1.0493989759291171,125813.34828646868,0,M012902002,194249.66,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,194249.66,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,F9r2ignNonProfitMzkimg,McMGl9balIssu4sagdDeveoopment,B51o0,GD,0,0,15110,Closes,0,0,C9mmonwealthdgahcophonieINlT,0.2743418404296629,1141259.2552093612,0,M012902002,194249.66,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,194249.66,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,FlreirnNonProtitMak9ng,MFMGlobqlIswu4sandv3velopment,B4100,GM,0,0,15110,Closev,0,0,CommonwealthFrzjc9puonieINIh,0.286493501682863,2084245.4847237787,0,M012902002,194249.66,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,194249.66,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,ForeignN0jPrlfitjaking,MFMGlobalIssuexsndfevelophemt,f5100,MV,0,0,15110,slosed,0,0,CommoneeakthdrancophonirINkT,0.4358174671221371,890214.4243501989,0,M012902002,194249.66,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,194249.66,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,ForeignNon0rlfitMakjnt,MFMrlobalkssuexandDeveiopmenh,B51o0,NR,0,0,15110,Ckosed,0,0,ConjogweapthFranclphonieINIT,0.9359767260569356,246701.60558466025,0,M012902002,194249.66,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,194249.66,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,ForeirnNonorotitMaiing,MFMrlovalIzsuesandDrveiopment,B5200,SB,0,0,15110,xlosed,0,0,CpmjonwwalthcragcophonieINIT,1.5150391415681583,761602.8566002924,0,M012902002,194249.66,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,194249.66,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,FirrlgnNknProfitMaking,hFMGlobwlIssu4sqndDevelo0ment,g5100,SC,0,0,15110,Clised,0,0,xomm0nweal6hFrancophonieojIT,0.6996204849165492,471900.9397691047,0,M012902002,194249.66,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,194249.66,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,FofeigngonP4ofitMaiing,ngMGlobalIqquesandDevelkpment,h5100,TV,0,0,15110,Clised,0,0,CojmonweskhgFrancophonieINIT,0.6307765077048662,1044030.3578682297,0,M012902002,194249.66,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,194249.66,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,ForeignNon0rkfitnakiny,MFMylohalIcsuesandfevelopmen6,B5200,VC,0,0,15110,Closev,0,0,CommonaexlthFtancophonirkNIT,1.205669072729468,1064370.7883875465,0,M012902002,194249.66,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,194249.66,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,Fofe8gnNohPdofitMaking,MFMGlogalIssuesagxDeveoo9ment,g5100,VU,0,0,15110,Closer,0,0,Comn0nwealthFrancophin8dINIT,1.3814280452424892,299465.52731858357,0,M012902002,194249.66,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,194249.66,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,ForeugnNonProvitnakigg,MFMGlobalkas7esandDefelo0ment,B5q00,WS,0,0,15110,Closes,0,0,CommojwwzltuFragcophonieINIT,1.5846787096118193,1277793.8927875634,0,M012902002,194249.66,D5600,MID International Organizations,S5601,MIL Commonwealth & Francophonie Affairs,0,5294,194249.66,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,Fore8gnNobProtjtMaking,MFMGlobalIss6esandDevwl8pm2n5,B5190,X1,0,0,12220,Closex,0,0,In5egrq6edHewlthNutritjonSyst2m,0.07461968904673988,454441.40482047293,0,M012911001,20000000.0,D5107,*Health & Nutrition Division,S5107,*Integrated Health & Nutrition System,0,5107,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,Uncored,MFMGlobalIssysswjdDevelophent,Br100,X1,0,0,12220,Closrd,0,0,Ih6egraredHdalthhutritiknSystem,0.12648462434561125,575835.5260643525,0,M012911001,20000000.0,D5107,*Health & Nutrition Division,S5107,*Integrated Health & Nutrition System,0,5107,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,FofeignjpjProfitMaking,hFMGkobzlIssuezandDevelopmeht,n5100,X1,0,0,12240,xlosed,0,0,7nysgraredHeslthNutritionSysyem,0.9435732558295208,775899.2358310914,0,M012911001,20000000.0,D5107,*Health & Nutrition Division,S5107,*Integrated Health & Nutrition System,0,5107,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,Umcoded,MFMGlobalIsshdsandDrveiopmenh,B5q00,X1,0,0,12240,Closrd,0,0,IjtegragedHealthNut3iti8nSyx5em,1.3862300925694127,1244998.649058552,0,M012911001,20000000.0,D5107,*Health & Nutrition Division,S5107,*Integrated Health & Nutrition System,0,5107,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,corekgnjonPr8fitMaking,hFMnlobalIssyesandeevelopmemt,B5q00,X1,0,0,12220,Clos2d,0,0,MNvHNINIT,0.7867771371566752,637452.2966526779,0,M012911001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,hncoded,MFMnlobalIssuexqndDevelolmemt,B5190,X1,0,0,12220,Cloded,0,0,MNCHNkNIT,1.7233593788602,441082.8529312925,0,M012911001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,ForeignNomProfktMquing,MFMGlobalIssjesagdDffelopmen5,B5200,X1,0,0,12240,Closer,0,0,nNCHNINIT,0.7981058781646548,364914.4583850918,0,M012911001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,Unc8ded,MFnGlobalIdsuesqndDevekopmenf,B5w00,X1,0,0,12240,slosed,0,0,MNCuNINIT,1.5105974719217512,1621002.5565902619,0,M012911001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,ForeignNonPfkfifMqking,MFMGlobalussiesabdwevelopmeht,B51p0,X1,0,0,14031,Clossd,0,0,Natural3ssours3sroverbanceINIT,0.28103054041297315,199820.28487510604,0,M012945001,36000000.0,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,36000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,FodeifnmonProfitjaking,MFMGlobaiIssudsandvevelo9meny,g5100,X1,0,0,14032,vlosed,0,0,NaturzlReaourcesGovernanve7No4,0.17619048212089028,990189.4245169365,0,M012945001,36000000.0,D5430,MED Economic Development,S1079,MES NATURAL RESOURCES & GOVERNANCE,0,5282,36000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,Fore7rnNonPrkfitMakinv,jFMGlobslIqzuesansDevelopment,B5q00,X1,0,0,12263,Termina6igg,0,0,rlobzlH3althINIT,1.847753015531412,645551.7693706888,0,M012950001,7400000.0,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,7400000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,FlreignNon9rofitnakinh,MrMGlobalIssuesandDeveolpmwjt,B510o,X3,0,0,12263,Terminahimg,0,0,GlobalHfalth9mIT,1.0341724390263682,345564.26202657586,0,M012950001,7400000.0,D5240,MND Health&Nutrition,S5245,MNG Global Health,0,5247,7400000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,CanadlanNon95ofitMxking,MFhGlobsl7ssudsandDevelppment,B51o0,MW,0,0,12262,Cloxed,0,0,MNCHNuNIT,0.9099644282101065,1872678.898580999,0,M012954001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,CanadianNknProfi5Mskjng,MFMGlobaljzsuezagdDevelopmfnt,B5109,MW,0,0,12281,xlosed,0,0,MNdHNINIT,0.6387148200620313,1226314.50592038,0,M012954001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,CanqrianNonProfi6Mwking,MFMGlonalIssyesandDevekolmwnt,f5100,MZ,0,0,12262,Closrd,0,0,MNvHNINIT,0.404667573859532,1098108.444110745,0,M012954001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,Cxhad8anNonProfitMakimg,nFMhlobalIssuewzndDevelopmwnt,B510o,MZ,0,0,12281,Closee,0,0,MNCHNIN8T,1.577106474802099,641195.8469315424,0,M012954001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,CanadjanNonProeltMzking,MFMtlobwlIscuesandDevel8pmeht,h5100,SD,0,0,12262,Closew,0,0,MNCHNINIh,1.5021484637165647,415757.6582033512,0,M012954001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,CwnadianNonProfitMak7hh,MFMGlobalIswueswnrD4v2lopment,B5109,SD,0,0,12281,Clised,0,0,kNCHNINIT,0.6523475021860743,593924.4066967347,0,M012954001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,For2ibnNog0rofitMaking,hvMGlobalIssuesxndDevelo9m4nt,B510o,2,0,0,12262,Cposed,0,0,MNvHNINIT,0.9139240251894996,1589558.6871904368,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,ForeibnNonltofitMauing,kbMGlobaljssuesandDevellpmegt,f5100,2,0,0,12281,Cllsed,0,0,MNCHNINIr,1.0731570857596093,1087161.5447828802,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,ForeignN8nProfktjsking,MFMGlobalkssuesznrDefflopment,v5100,2,0,0,12262,Clos2d,0,0,MNCHNINIh,0.733603398222399,516973.398176084,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,ForwigngonPrifitkaking,MtMGlobalIssueswndsev3lo9ment,By100,2,0,0,12281,Ciosed,0,0,MmCHNINIT,1.457750552454792,25801.973201070345,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,F8re8gnNonPrifitkaking,MFMGoobxlIssjesagdDevelopmenh,B51o0,2,0,0,12262,Clowed,0,0,MhCHNINIT,0.4652475238967566,864061.4059237292,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,For3iynNonProfigMakigg,MFMGlobalIes6ezwndDevwlopment,v5100,2,0,0,12281,Cl9sed,0,0,MNdHNINIT,0.7179274651486625,980912.3275140699,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,tore9gnNoh9rofitMaking,MFMblobakIssyesagdDevelopmejt,B51p0,2,0,0,12262,Cloded,0,0,MNCHmINIT,1.0460297494192425,662135.3402007909,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,ForeiyhNon9rlfitMaking,MeMGlobslIssuexznsDevelopment,g5100,2,0,0,12281,slosed,0,0,nNCHNINIT,1.3812983840661148,32969.210442798605,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,coteignNonProfirMak9ng,MFMGlobaluss7esajdDeveiopmsnt,B5200,2,0,0,12262,Closer,0,0,MmCHNINIT,1.1330528103262028,129187.9244796502,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,Fo5eignbonP4ofitMakinb,MFMGlofaljss7esanwDevelopmebt,B5q00,2,0,0,12281,Cl0sed,0,0,MNCHNINjT,1.23532686030456,54255.12209620695,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,FprejgnNobProf8tMaking,MFMGlobal7xwuesandDevepo0ment,B5200,2,0,0,12262,Clowed,0,0,MNCHN9NIT,2.671339836129599,721514.7163562606,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,Fore7gnmogP5ofitMaking,MFMGlobakIssufswnvDevslopment,n5100,2,0,0,12281,Ciosed,0,0,MNCHNIN8T,1.2133916248701846,1171883.0557757807,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,t0reinnNonProfitMakinr,hFMGlobaoIssuesandDev3lopkegt,h5100,2,0,0,12262,slosed,0,0,MNCHNIbIT,1.269753557770934,411849.0437609186,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,ForeignNon94of9tMxking,MFMGlibxlIssuesajdD4velooment,B5200,2,0,0,12281,Closex,0,0,MNCHNImIT,0.47018107868074965,1351235.7184569384,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,Fo3eignNonP3ofotMak7ng,hFMGlobalIsquesanfDevelo9mrnt,B510p,2,0,0,12262,Closew,0,0,MNCHNINIh,1.2392950432928391,1289758.391382374,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,For3ignNonPgofitMakihn,MtMGlobalIssussanrDevelo0msnt,B5200,2,0,0,12281,Ckosed,0,0,MNCHNImIT,0.11174405719083103,107238.14475376329,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,For2ignNobPeofitMakinv,MFMGllbalIzsyrsancDevelopment,B51p0,2,0,0,12262,Clos4d,0,0,MNCHNINIh,1.6070809119617087,609834.2560234511,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,ForeighNonProfltMaklmg,MFkGlobqlkssueeandDevelo0ment,B5q00,2,0,0,12281,Clos2d,0,0,MNCHN9NIT,1.0838454777087239,773516.341375429,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,ForejynNonProfitnakjng,MFMGlobqiIscuwsandDevelopm4nt,Br100,2,0,0,12262,flosed,0,0,nNCHNINIT,0.8558204404775539,917242.4032768784,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,ForeignmlnlrofitMzking,MFMGlohalIssuesandv3vel0pjent,B5w00,2,0,0,12281,Clos2d,0,0,hNCHNINIT,1.1814025611583827,671244.923383463,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,ForfignNonProfktMsklng,MFhGpobakIssuesandD4velppment,g5100,2,0,0,12262,Clowed,0,0,MNCbNINIT,1.9488661103807479,5642.157205865558,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,FofeignNonProckthaking,nFMGlobalIssuewandDeveloomeh6,B510p,2,0,0,12281,Ckosed,0,0,jNCHNINIT,1.091839897923059,501051.28385457647,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,ForeivnNonProfitMakkbv,MFMGlobaljssuesxndD3vdlo0ment,B5q00,2,0,0,12262,Clised,0,0,MNCHN8NIT,1.3276162972751786,344792.5697774491,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,ForeignNlnPr0fi4Makinv,MbMGlogzljssuesandDegelopment,B5w00,2,0,0,12281,Coosed,0,0,MNCHN8NIT,1.537529912363905,734208.5598242867,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,F0reifngonProfitMajing,MFMGlohalIssuesabvDevrlopmejt,Br100,2,0,0,12262,Clpsed,0,0,MNCnNINIT,1.1759392416872272,478064.60574578855,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,F9r3ignNonProf8tnaking,MFMGlobalIwquesandD3velppmebt,g5100,2,0,0,12281,Ciosed,0,0,MNCHN8NIT,0.09322114727690689,522123.67053176067,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,FpreighNonProeitMakigg,MFMGlobwlIssurdagdDevelppment,B4100,2,0,0,12262,Cposed,0,0,MNCjNINIT,1.0753678078326516,898402.0432836813,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,ForeignNohP40fitMakibg,MFMGloballwsuecandDecelopmen5,f5100,2,0,0,12281,Closee,0,0,MNfHNINIT,0.5573357075563974,259980.80967545992,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,ForeignNonP5obigMakibg,nFMGloballsshesamdDefelopment,B5200,2,0,0,12262,Clozed,0,0,MNCHNlNIT,0.8908689671896856,230042.1093461102,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,F8reignNonProrihMsking,MFMnlobwlIssuwsandDebel9pment,n5100,2,0,0,12281,Closer,0,0,MbCHNINIT,0.6735684083493997,243216.2811973138,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,ForeiynNinlfofitMaking,MFMGlobalIssjfsandwevelopkenf,B5q00,2,0,0,12262,Closee,0,0,MNCHgINIT,1.601976695849673,724571.7774252433,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,F8reibnNonPdofitjaking,MFMGlkhalIzsuesabdDevellpment,B5109,2,0,0,12281,Clos3d,0,0,MNCHbINIT,0.9669894658191803,910630.0781027733,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,Fo4eignmonProeitMakibg,MFMGlobalIss8esabdD2vepopmegt,B4100,2,0,0,12262,Ciosed,0,0,MNCHNIbIT,0.8893196207574308,854146.4651036566,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,ForeiynNobProf9tnaking,MFMGlofakIssueswnsD2velopment,Br100,2,0,0,12281,Ckosed,0,0,MNfHNINIT,1.1321968614756581,876106.0358591236,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,FifeigngonProfitMaming,MFMGlobalIczuesandw3vdlopment,g5100,2,0,0,12262,Closew,0,0,MNCHN8NIT,0.11134111549591386,854761.4900978502,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,ForeignNonPdofothakinr,MgMGlogaoIssudsqndDevelopment,B51p0,2,0,0,12281,Closes,0,0,MbCHNINIT,1.3990954822270023,657795.1327542372,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,F8reignNonPeofifnaking,MgMGlobslIssuessnrDevelooment,Bt100,2,0,0,12262,Ciosed,0,0,MNCHgINIT,0.5120561533062409,482333.17547003174,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,roreignNonlrofutMaming,MFjGl8baoIssuesandDevel9pmrnt,f5100,2,0,0,12281,Closrd,0,0,MNCHNIjIT,0.7374754172948459,943101.0237035214,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,ForeignmonPeifitMqking,MFhGoobalIssuesandDevelo0kebt,f5100,2,0,0,12262,Clos2d,0,0,MNCHmINIT,0.9752994651859263,389892.7682323337,0,M012955001,20000000.0,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,0,5252,20000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
