assay_id,curated_by,tid,assay_tissue,assay_category,description,doc_id,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction
10562,Intermediate,50597,,,Oral bioavailability in rat,4964,A,In vivo,Rattus norvegicus,10116.0,,,
10563,Intermediate,50597,,,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus NE,11020,A,,Rattus norvegicus,10116.0,,,
10564,Intermediate,50597,Liver,,In vitro metabolic potential in rat liver microsomes,6251,A,,Rattus norvegicus,10116.0,,,
10565,Intermediate,50597,,,"Oral availability was tested for plasma levels at a dose of 40 mg/kg, after 6 hr of in fed fisher rats.",1568,A,In vivo,Rattus norvegicus,10116.0,,,
10566,Intermediate,50597,,,"In vivo percentage mean absolute bioavailability of compound in rat after an oral dose of 10 mg/kg (in water, N=4)",3032,A,In vivo,Rattus norvegicus,10116.0,,,
10567,Intermediate,50597,,,Oral bioavailability of intravenously administered compound (3 mg/kg) was tested in rats,3748,A,In vivo,Rattus norvegicus,10116.0,,,
10568,Intermediate,50597,,,Oral bioavailability in rat,401,A,In vivo,Rattus norvegicus,10116.0,,,
10569,Intermediate,50597,,,Oral bioavailability in rat,6512,A,In vivo,Rattus norvegicus,10116.0,,,
10570,Intermediate,50597,,,Oral bioavailability in rats at 10 mg/kg,17617,A,In vivo,Rattus norvegicus,10116.0,,,
10571,Intermediate,50597,,,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,6679,A,In vivo,Rattus norvegicus,10116.0,,,
10572,Intermediate,50597,,,Oral bioavailability in rat,6742,A,In vivo,Rattus norvegicus,10116.0,,,
10573,Intermediate,50597,,,Tested for effective permeability across the rat intestinal membrane using mass balance analysis,589,A,,Rattus norvegicus,10116.0,,,
10574,Intermediate,50597,,,Tested for effective permeability across the rat intestinal membrane using mass balance analysis at 0.01 mM concentration,589,A,,Rattus norvegicus,10116.0,,,
10575,Intermediate,50597,,,Plasma clearance of the compound,3185,A,In vivo,Rattus norvegicus,10116.0,,,
10576,Intermediate,50597,,,Plasma clearance at 10 mg/kg in rat upon intravenous administration,17596,A,In vivo,Rattus norvegicus,10116.0,,,
10577,Intermediate,50597,,,Plasma clearance upon intravenous administration of 1 mg/Kg in rats,2713,A,In vivo,Rattus norvegicus,10116.0,,,
10578,Intermediate,50597,Plasma,,The compound was tested for plasma clearance in rat,12500,A,In vivo,Rattus norvegicus,10116.0,,,
10579,Intermediate,50597,Plasma,,The compound was tested for plasma clearance in rat at dose of 3-10 mgkg,12500,A,In vivo,Rattus norvegicus,10116.0,,,
10580,Intermediate,50597,,,Plasma concentration upon oral administration of 1 mg/Kg in rats,2713,A,,Rattus norvegicus,10116.0,,,
10581,Intermediate,50597,,,Peak plasma level between 0.5 and 1.0 hour in Dawley rats; value ranges from 1021-2551,1446,A,,Rattus norvegicus,10116.0,,,
10582,Intermediate,50597,,,Plasma level after intravenous administration in rat model of FeCl3-induced carotid thrombosis,6227,A,,Rattus norvegicus,10116.0,,,
10583,Intermediate,50597,,,Plasma protein binding was determined after intravenous administration of 1 mg/kg in rat,4709,A,,Rattus norvegicus,10116.0,,,
10584,Intermediate,50597,,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1",5510,A,,Rattus norvegicus,10116.0,,,
10585,Intermediate,50597,,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not determined",5510,A,,Rattus norvegicus,10116.0,,,
10586,Intermediate,50597,,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not determined",5510,A,,Rattus norvegicus,10116.0,,,
10587,Intermediate,50597,,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not stable",5510,A,,Rattus norvegicus,10116.0,,,
10588,Intermediate,50597,,,Compound was tested for protein binding in rat plasma,4514,A,,Rattus norvegicus,10116.0,,,
10589,Intermediate,50597,,,Compound was evaluated for absorption of radioligand following oral administration to bile duct cannulated rat. ,2713,A,,Rattus norvegicus,10116.0,,,
10590,Intermediate,50597,,,Compound was evaluated for absorption of radioligand upon oral administration to bile duct cannulated rats,2713,A,,Rattus norvegicus,10116.0,,,
10591,Intermediate,50597,Liver,,In vitro metabolism in rat liver microsomes was evaluated to determine diminishing of glucuronidation rate,5340,A,,Rattus norvegicus,10116.0,,,
10592,Intermediate,50597,,,Area under curve ratio was determined (po/iv) in rat,12058,A,,Rattus norvegicus,10116.0,,,
10593,Intermediate,50597,,,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 15 mins after i.v. administration,11195,A,,Rattus norvegicus,10116.0,,,
10594,Intermediate,50597,,,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 2 mins after i.v. administration,11195,A,,Rattus norvegicus,10116.0,,,
10595,Intermediate,50597,,,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 65 mins after i.v. administration,11195,A,,Rattus norvegicus,10116.0,,,
10596,Intermediate,50597,,,Compound was tested for brain/plasma ratio after oral administration at 10 mg/kg,6495,A,,Rattus norvegicus,10116.0,,,
10597,Intermediate,50597,,,Ratio of AUCbrain to AUCplasma,6078,A,,Rattus norvegicus,10116.0,,,
10598,Intermediate,50597,,,Ratio of brain to plasma,5656,A,,Rattus norvegicus,10116.0,,,
10599,Intermediate,50597,,,Ratio of the AUC values of brain and plasma after intravenous administration (4.7 mg/kg) to male rats was evaluated,4910,A,,Rattus norvegicus,10116.0,,,
10600,Intermediate,50597,,,Ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats was evaluated,4910,A,,Rattus norvegicus,10116.0,,,
10601,Intermediate,50597,,,Ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats was evaluated,4910,A,,Rattus norvegicus,10116.0,,,
10602,Intermediate,50597,,,Selectivity ratio for biodistribution in brain and blood of rats after 15 minutes; Expressed as percent dose/gram ratio,10130,A,,Rattus norvegicus,10116.0,,,
10603,Intermediate,50597,,,Selectivity ratio for biodistribution in brain and blood of rats after 2 minutes; Expressed as percent dose/gram ratio,10130,A,,Rattus norvegicus,10116.0,,,
10604,Intermediate,50597,,,Selectivity ratio for biodistribution in brain and blood of rats after 60 minutes; Expressed as percent dose/gram ratio,10130,A,,Rattus norvegicus,10116.0,,,
10605,Intermediate,50597,,,Steady state brain :blood ratio was determined,5213,A,,Rattus norvegicus,10116.0,,,
10606,Intermediate,50597,,,Tested for ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,4910,A,,Rattus norvegicus,10116.0,,,
10607,Intermediate,50597,,,Tested for ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats; ND = not determined,4910,A,,Rattus norvegicus,10116.0,,,
10608,Intermediate,50597,,,Tested for ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats,4910,A,,Rattus norvegicus,10116.0,,,
10609,Intermediate,50597,,,Tested for ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats; ND = not determined,4910,A,,Rattus norvegicus,10116.0,,,
10610,Intermediate,50597,,,Percentage recovery after 3h incubation with rat hapatocytes was determined,2083,A,,Rattus norvegicus,10116.0,,,
10611,Intermediate,50597,,,Percentage recovery in rat hepatic microsomal fractions under oxidative conditions after 1 hour,2082,A,,Rattus norvegicus,10116.0,,,
10612,Intermediate,50597,,,Percentage recovery in rhesus monkey hepatic microsomal fractions under oxidative conditions after 1 hour,2082,A,,Rattus norvegicus,10116.0,,,
10613,Intermediate,50597,,,Recovery rate from urine and bile was determined after iv administration at 20 mg/kg in rats,6351,A,,Rattus norvegicus,10116.0,,,
10614,Autocuration,22224,,,"Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours; not measured, No site available for protein conjugation.",14583,A,,,,,,
10615,Autocuration,22224,,,Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours; not measured.,14583,A,,,,,,
10616,Intermediate,50587,,,In vivo absorption in Caco-2 cell line monolayers was determined,4608,A,,Homo sapiens,9606.0,,Caco-2,
10617,Autocuration,22229,,,Calculated partition coefficient (clogP),13668,P,,,,,,
10618,Intermediate,50597,,,Area under curve was determine after peroral administration at 10 mpk in Rat,5669,A,,Rattus norvegicus,10116.0,,,
10619,Intermediate,50797,,,Area under curve was determine after peroral administration at 10 mpk in Rhesus,5669,A,,Macaca mulatta,9544.0,,,
10620,Intermediate,50597,,,Area under curve was determine after peroral administration at 160 mpk in Rat,5669,A,,Rattus norvegicus,10116.0,,,
10621,Intermediate,50597,,,Area under curve was determine after peroral administration at 20 mpk in Rat,5669,A,,Rattus norvegicus,10116.0,,,
10622,Intermediate,50597,,,Area under curve was determine after peroral administration at 50 mpk in Rat,5669,A,,Rattus norvegicus,10116.0,,,
10623,Autocuration,22229,,,Calculated partition coefficient (clogP) (AlogP),6472,P,,,,,,
10624,Autocuration,22224,,,Activated partial thromboplastin time measured,15106,A,,,,,,
10625,Autocuration,22224,,,Compound was evaluated for the aqueous solubility (AS) in mg/mL (Measured in 0.2 M phosphate buffer of pH 7.4),15207,P,,,,,,
10626,Autocuration,22224,,,Compound was evaluated for the aqueous solubility (AS) in mg/mL (Measured in 0.2 M phosphate buffer of pH 7.4); ND=Not determined (AS mg/mL),15207,P,,,,,,
10627,Intermediate,50588,Plasma,,AUC (Area under curve) was determined after intravenous administration at a dose 1 mg/kg in dog,13941,A,,Canis lupus familiaris,9615.0,,,
10628,Intermediate,50597,Plasma,,AUC (Area under curve) was determined after intravenous administration at a dose 2 mg/kg in rat.,13941,A,,Rattus norvegicus,10116.0,,,
10629,Intermediate,50597,Plasma,,AUC (Area under curve) was determined after peroral administration at a dose 10 mg/kg in rat.,13941,A,,Rattus norvegicus,10116.0,,,
10630,Intermediate,50588,Plasma,,AUC (Area under curve) was determined after peroral administration at a dose 5 mg/kg in dog,13941,A,,Canis lupus familiaris,9615.0,,,
10631,Intermediate,50512,Plasma,,AUC (ng h/mL) value after oral administration of 10 mg/kg in guinea pig.,15240,A,,Cavia porcellus,10141.0,,,
10632,Autocuration,22224,Brain,,AUC in brain,10655,A,,,,,,
10633,Autocuration,22224,Serum,,AUC in serum,10655,A,,,,,,
10634,Autocuration,22224,Plasma,,AUC was determined,6504,A,,,,,,
10635,Autocuration,22224,Plasma,,AUC of the compound.,10615,A,,,,,,
10636,Autocuration,22224,Plasma,,AUC value (0-4 hr),10353,A,,,,,,
10637,Autocuration,22224,Plasma,,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 150 uMol/kg,",14907,A,,,,,,
10638,Autocuration,22224,Plasma,,AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 300 uMol/kg,14907,A,,,,,,
10639,Autocuration,22224,Plasma,,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 300 uMol/kg,",14907,A,,,,,,
10640,Autocuration,22224,Plasma,,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 700 uMol/kg,",14907,A,,,,,,
10641,Intermediate,50597,Plasma,,AUC(area under curve) was determined after intravenous administration in rats,16359,A,,Rattus norvegicus,10116.0,,,
10642,Intermediate,50597,Plasma,,AUC(area under curve) was determined after oral administration in rats,16359,A,,Rattus norvegicus,10116.0,,,
10643,Intermediate,50512,Plasma,,AUC(ng h/mL)values after oral administration of 10 mg/kg in guinea pig.,15240,A,,Cavia porcellus,10141.0,,,
10644,Intermediate,50597,Plasma,,AUC(ng h/mL)values after oral administration of 10 mg/kg in rat.,15240,A,,Rattus norvegicus,10116.0,,,
10645,Autocuration,22224,,,Area Under Curve after oral dosing of 100 uM/Kg,15469,A,,,,,,
10646,Autocuration,22224,,,Area Under Curve after oral dosing of 30 uM/Kg,15469,A,,,,,,
10647,Autocuration,22224,,,Area Under Curve was measured by ploting the graph between concentration verses time,13520,A,,,,,,
10648,Intermediate,50588,,,Area under concentration-time curve of compound was determined in dog at 25 mg/kg orally,17025,A,,Canis lupus familiaris,9615.0,,,
10649,Autocuration,22224,,,Area under concentration-time curve of compound was determined in monkey at 25 mg/kg orally,17025,A,,Simiiformes,314293.0,,,
10650,Intermediate,50592,,,Area under concentration-time curve of compound was determined in rabbit at 25 mg/kg orally,17025,A,,Oryctolagus cuniculus,9986.0,,,
10651,Intermediate,50597,,,Area under concentration-time curve of compound was determined in rat at 25 mg/kg orally,17025,A,,Rattus norvegicus,10116.0,,,
10652,Intermediate,50597,Blood,,Area under curve (AUC) is the drug concentrations in blood samples of rats with arterial catheters at 5 min and 12 hr plotted against time,12032,A,,Rattus norvegicus,10116.0,,,
10653,Autocuration,22224,,,Area under curve (AUC) was determined,10291,A,,,,,,
10654,Autocuration,22224,,,Area under curve (AUC) following ip administration at 1 mg/kg,5767,A,,,,,,
10655,Autocuration,22224,,,Area under curve (AUC) was determined; ND is Not determined,1434,A,,,,,,
10656,Intermediate,50588,,,Area under curve (AUC) was determined in dogs fed after intravenous administration of 25 mg/kg of the compound,14925,A,,Canis lupus familiaris,9615.0,,,
10657,Intermediate,50588,,,Area under curve (AUC) was determined in dogs fed after oral administration of 25 mg/kg of the compound,14925,A,,Canis lupus familiaris,9615.0,,,
10658,Intermediate,50588,,,Area under curve (AUC) was determined in fasted dogs after oral administration of 25 mg/kg of the compound,14925,A,,Canis lupus familiaris,9615.0,,,
10659,Autocuration,22224,,,Area under curve (AUR) was determined,1434,A,,,,,,
10660,Autocuration,22224,,,Area under curve at 1 uM/dg administered intravenously,11883,A,,,,,,
10661,Autocuration,22224,,,Area under curve at 10 uM/dg administered perorally,11883,A,,,,,,
10662,Autocuration,22224,,,Area under curve at 2 uM/dg administered intravenously,11883,A,,,,,,
10663,Autocuration,22224,,,Area under curve at 20 uM/dg administered perorally,11883,A,,,,,,
10664,Intermediate,50588,,,Area under curve at a peroral dose of 3 mg/kg in dog,15233,A,,Canis lupus familiaris,9615.0,,,
10665,Intermediate,50597,,,Area under curve at a peroral dose of 3 mg/kg in rat,15233,A,,Rattus norvegicus,10116.0,,,
10666,Intermediate,50588,,,Area under curve at an iv dose of 1 mg/kg in dog,15233,A,,Canis lupus familiaris,9615.0,,,
10667,Intermediate,50597,,,Area under curve at an iv dose of 1 mg/kg in rat,15233,A,,Rattus norvegicus,10116.0,,,
10668,Autocuration,22224,,,Area under curve gives the effective duration for the angiotensin II antagonist effect of the compound.,12978,A,,,,,,
10669,Autocuration,22224,,,Area under curve gives the effective duration for the angiotensin II antagonist effect.,12978,A,,,,,,
10670,Intermediate,50594,,,Area under curve measured as conc vs time after intravenous administration to mice.,11355,A,,Mus musculus,10090.0,,,
10671,Intermediate,50594,,,Area under curve measured as conc vs time after peroral administration to mice.,11355,A,,Mus musculus,10090.0,,,
10672,Intermediate,50588,,,Area under curve of acid 2a was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,12923,A,,Canis lupus familiaris,9615.0,,,
10673,Intermediate,50588,,,Area under curve of acid 2a was determined by HPLC at a dosage of 5.45 mg/kg administered intragastrically by capsule method in dog,12923,A,,Canis lupus familiaris,9615.0,,,
10674,Intermediate,50588,,,Area under curve of acid 2a was determined by HPLC at a dosage of 5.45 mg/kg administered intragastrically by gavage method in dog,12923,A,,Canis lupus familiaris,9615.0,,,
10675,Intermediate,50588,,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by capsule method in dog,12923,A,,Canis lupus familiaris,9615.0,,,
10676,Intermediate,50597,Heart,,Biodistribution of radiolabeled compound in rat heart after 24 hr activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10677,Intermediate,50597,Heart,,Biodistribution of radiolabeled compound in rat heart after 2 hr activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10678,Intermediate,50597,Heart,,Biodistribution of radiolabeled compound in rat heart after 30 min activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10679,Intermediate,50597,Heart,,Biodistribution of radiolabeled compound in rat heart after 5 min activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10680,Intermediate,50597,Kidney,,Biodistribution of radiolabeled compound in rat kidney after 24 hr postinjection activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10681,Intermediate,50597,Kidney,,Biodistribution of radiolabeled compound in rat kidney after 24 hr activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10682,Intermediate,50597,Kidney,,Biodistribution of radiolabeled compound in rat kidney after 2 hr activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10683,Intermediate,50597,Kidney,,Biodistribution of radiolabeled compound in rat kidney after 30 min activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10684,Intermediate,50597,Kidney,,Biodistribution of radiolabeled compound in rat kidney after 5 min activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10685,Intermediate,50597,Liver,,Biodistribution of radiolabeled compound in rat liver after 24 hr postinjection activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10686,Intermediate,50597,Liver,,Biodistribution of radiolabeled compound in rat liver after 24 hr activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10687,Intermediate,50597,Liver,,Biodistribution of radiolabeled compound in rat liver after 2 hr activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10688,Intermediate,50597,Liver,,Biodistribution of radiolabeled compound in rat liver after 30 min activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10689,Intermediate,50597,Liver,,Biodistribution of radiolabeled compound in rat liver after 5 min activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10690,Intermediate,50597,Lung,,Biodistribution of radiolabeled compound in rat lung after 24 hr activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10691,Intermediate,50597,Lung,,Biodistribution of radiolabeled compound in rat lung after 2 hr activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10692,Intermediate,50597,Lung,,Biodistribution of radiolabeled compound in rat lung after 30 min activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10693,Intermediate,50597,Lung,,Biodistribution of radiolabeled compound in rat lung after 5 min activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10694,Intermediate,50597,Muscle tissue,,Biodistribution of radiolabeled compound in rat muscle after 24 hr activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10695,Intermediate,50597,Muscle tissue,,Biodistribution of radiolabeled compound in rat muscle after 2 hr activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10696,Intermediate,50597,Muscle tissue,,Biodistribution of radiolabeled compound in rat muscle after 30 min activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10697,Intermediate,50597,Muscle tissue,,Biodistribution of radiolabeled compound in rat muscle after 5 min activity expressed as %ID/Organ,17738,A,In vivo,Rattus norvegicus,10116.0,,,
10698,Intermediate,50597,Blood,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 15 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10699,Intermediate,50597,Blood,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 2 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10700,Intermediate,50597,Blood,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat blood 65 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10701,Intermediate,50597,Brain,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 15 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10702,Intermediate,50597,Brain,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 2 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10703,Intermediate,50597,Brain,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat brain 65 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10704,Intermediate,50597,Heart,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 15 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10705,Intermediate,50597,Heart,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 2 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10706,Intermediate,50597,Heart,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat heart 65 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10707,Intermediate,50597,Kidney,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 15 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10708,Intermediate,50597,Kidney,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 2 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10709,Intermediate,50597,Kidney,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat kidney 65 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10710,Intermediate,50597,Liver,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 15 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10711,Intermediate,50597,Liver,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 2 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10712,Intermediate,50597,Liver,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat liver 65 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10713,Intermediate,50597,Lung,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 15 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10714,Intermediate,50597,Lung,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 2 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10715,Intermediate,50597,Lung,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat lung 65 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10716,Intermediate,50597,Muscle tissue,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 15 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10717,Intermediate,50597,Muscle tissue,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 2 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10718,Intermediate,50597,Muscle tissue,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat muscle 65 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10719,Intermediate,50597,Zone of skin,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 15 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10720,Intermediate,50597,Zone of skin,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 2 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10721,Intermediate,50597,Zone of skin,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat skin 65 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10722,Intermediate,50597,Spleen,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 15 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10723,Intermediate,50597,Spleen,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 2 mins after i.v. administration,11195,A,In vivo,Rattus norvegicus,10116.0,,,
10724,Intermediate,50597,,,Oral bioavailability in rat,6193,A,In vivo,Rattus norvegicus,10116.0,,,
10725,Intermediate,50597,,,Oral bioavailability in rat,6803,A,In vivo,Rattus norvegicus,10116.0,,,
10726,Intermediate,50597,,,Oral bioavailability in rats at 6 mg/kg,6647,A,In vivo,Rattus norvegicus,10116.0,,,
10727,Intermediate,50597,,,Oral bioavailability in rat (dose 6 mg/kg),6647,A,In vivo,Rattus norvegicus,10116.0,,,
10728,Intermediate,50597,,,Oral bioavailability in rats at 6 mg/kg dose; Not tested,6647,A,In vivo,Rattus norvegicus,10116.0,,,
10729,Intermediate,50597,,,Oral bioavailability in rat,6640,A,In vivo,Rattus norvegicus,10116.0,,,
10730,Intermediate,50597,,,Oral bioavailability in rat,6641,A,In vivo,Rattus norvegicus,10116.0,,,
10731,Intermediate,50597,,,Oral bioavailability in rat,6641,A,In vivo,Rattus norvegicus,10116.0,,,
10732,Intermediate,50597,,,Bioavailability in rat,6642,A,In vivo,Rattus norvegicus,10116.0,,,
10733,Intermediate,50597,,,Oral bioavailability,5472,A,In vivo,Rattus norvegicus,10116.0,,,
10734,Intermediate,50597,,,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),6141,A,In vivo,Rattus norvegicus,10116.0,,,
10735,Intermediate,50597,,,Oral bioavailability in rat,4390,A,In vivo,Rattus norvegicus,10116.0,,,
10736,Intermediate,50597,,,Oral bioavailability in rat,5472,A,In vivo,Rattus norvegicus,10116.0,,,
10737,Intermediate,50597,,,Oral bioavailability was evaluated; Not tested,5472,A,In vivo,Rattus norvegicus,10116.0,,,
10738,Intermediate,50597,,,Oral bioavailability,5438,A,In vivo,Rattus norvegicus,10116.0,,,
10739,Intermediate,50597,,,Oral bioavailability in rat by oral dosing,4883,A,In vivo,Rattus norvegicus,10116.0,,,
10740,Intermediate,50597,,,Oral bioavailability in rat (dose 10 mg/kg p.o.),1908,A,In vivo,Rattus norvegicus,10116.0,,,
10741,Intermediate,50597,,,Oral bioavailability in rat (Sprague-Dawley),4853,A,In vivo,Rattus norvegicus,10116.0,,,
10742,Intermediate,50597,,,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),4853,A,In vivo,Rattus norvegicus,10116.0,,,
10743,Intermediate,50597,,,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),4853,A,In vivo,Rattus norvegicus,10116.0,,,
10744,Intermediate,50597,,,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),4853,A,In vivo,Rattus norvegicus,10116.0,,,
10745,Intermediate,50597,,,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg p.o.),4853,A,In vivo,Rattus norvegicus,10116.0,,,
10746,Intermediate,50597,,,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 1 mg/kg,4853,A,In vivo,Rattus norvegicus,10116.0,,,
10747,Intermediate,50597,,,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 2 mg/kg,4853,A,In vivo,Rattus norvegicus,10116.0,,,
10748,Intermediate,50597,,,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in solution form,12873,A,In vivo,Rattus norvegicus,10116.0,,,
10749,Intermediate,50597,,,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in suspension form,12873,A,In vivo,Rattus norvegicus,10116.0,,,
10750,Intermediate,50597,,,Oral bioavailability in rat,3169,A,In vivo,Rattus norvegicus,10116.0,,,
10751,Intermediate,50597,,,Oral bioavailability in rat,6305,A,In vivo,Rattus norvegicus,10116.0,,,
10752,Intermediate,50597,,,Oral bioavailability of compound at 5 mg/kg after po administration was determined in rat,4762,A,In vivo,Rattus norvegicus,10116.0,,,
10753,Intermediate,50597,,,Oral bioavailability in rat,17847,A,In vivo,Rattus norvegicus,10116.0,,,
