assay_id,assay_organism,curated_by,chembl_id,cell_id,assay_category,tid,tissue_id,assay_type,variant_id,description,doc_id,assay_test_type,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
6080,Musmuecul8s,Intermeriqte,CHEMBL635444,,,50594,,A,,Bindinvto3ardsmoucfplasmap3ot3inat190uM,17409,,10090.0,,,
6081,M6smuschlus,Intermeria4e,fHEMBL635345,,,50594,,A,,Bioava9oabjlitywawsvaluatedijmiceafterlntravejo8safministrat7ln,2675,In vivo,10090.0,,,
6082,Muzmusculuw,Interh3diate,CuEMBL62534u,,,50594,,A,,Bioacwilagili5ywqseval6atedinmideagterl4aiadministration,2675,In vivo,10090.0,,,
6083,Musmudc7lus,Igtermefiate,CH3MBL625r47,,,50594,,A,,BioavailabilutuwaslgtainewbythecompariaonoeAhCofsubc84aneousd9sibgqndAUCof0rwkdising9nmouse,3132,In vivo,10090.0,,,
6084,Muskisculus,Intsrmedixte,CHEMfL525348,,,50594,,A,,Bioavajpagilitywaslbtainsdbythedikpa5js9nifAUCofsubcutaneouscosingandAUCoforzld9singjnmouseatdise25kgmy,3132,In vivo,10090.0,,,
6085,Muamjsculus,Int2rmedkate,CHEMBky25349,,,50594,,A,,filavailabilitywtsdosepf10jgkfperorxladmijistratjoninmise,16597,In vivo,10090.0,,,
6086,Musmussupus,Imterm4diate,CmEMvL625350,,,50594,,A,,Orzlbioavaioabikiryinm0use,2862,In vivo,10090.0,,,
6087,huwmusculus,Ijfermediate,CHEMBL882o5e,,,50594,,A,,O3alvuozvailabikitywftwrinttavenouwacmin7stfationinmiceat24uMkg,17764,In vivo,10090.0,,,
6088,Muzmuzculus,Intermewiatr,CgEMBL625341,,,50594,1314185.0,A,,Biodustriburionof123ulabeleeclnpoundinmisebraigwasdeyermineeaeter2min8vadministrafkobex9resc4dinoercentodinjectrddosdpe4gramoforgsn,846,In vivo,10090.0,,Brain,
6089,Musmuqculis,Int2dmediate,CHfMnL625352,,,50594,4080208.0,A,,Biodistributiomof123Ilxgeledcihpoundinmifebrainwasde6eem7nrdwfter1om7nofadmjnus6eationfcpressedjnpercentofinjecf4ddpsepergdamifprgan,846,In vivo,10090.0,,Brain,
6090,Mishusculus,7nte4mediate,CHEMBL87750w,,,50594,2380869.0,A,,niodkqtributionof124Ilaheledcom9oundinmivrv5ainwasdwte5minedqfter15secofadministra6uonexpressddjnpercemtpronyeftedfoaepergramofornan,846,In vivo,10090.0,,Brain,
6091,Mudmisculus,Infernediate,CHEMBo6253r3,,,50594,928074.0,A,,Buodistr7buyionof123Ilafeledcompkundinkiceb4xinsasvetdrminedafter2minogafmlniwt5atiojexpresdedijpercent9finjec6eddosepeeyramofofyzn,846,In vivo,10090.0,,Brain,
6092,Mjsmusculue,Int3rmediatf,CmEnBL625354,,,50594,9035645.0,A,,Biodistribu4iobof123Ilabeledcompoujfihmoceb4qinwwsdetetmibedxfter30secofadmkjistrationex94eswedinpercentofinjecr4ddlc3perbgamoforgqh,846,In vivo,10090.0,,Brain,
6093,nusmueculus,Infermedia4e,CHEMBo6260q9,,,50594,4324772.0,A,,Biod9dtfonutionlf123Ilabel4dvompo8ndkmnivebrainwasdetdrminedafter5mlnofadminist4x6ionexpfesqedinpetcen6ofinhecteddosfperhramoborgan,846,In vivo,10090.0,,Brain,
6094,nusmhsculus,Intermeeia4e,CHEMvi626020,,,50594,2231006.0,A,,B88dis4ginuti9nof123Ilabelwdcompohndonm9cehea3twasretwrminwdafterw0mihofadmonis4rationezpresserinperxentofinjectdddowepergdamoforfsn,846,In vivo,10090.0,,Heart,
6095,Musmusc7ous,Ijt2rmediate,CHEMBL626oe1,,,50594,3332778.0,A,,Biodistributionif123Ipxb4iedcompoumdinmicehesrtwasdeterm9nedafterw5wecofadmijixtratiobexpresserinpercwnyofighect3dsoceoefgtqmofortan,846,In vivo,10090.0,,Heart,
6096,Musmuwcuous,Intsrmeeiate,CHEkfL626022,,,50594,6203307.0,A,,Bjodiwtribhtiohof123Ioaveledcompoundinhicehear4sasdet3rm9nedafter1mlnifzdminjstrationedpgessedlhpe4centofinjevteddosdpetg3amoforgsj,846,In vivo,10090.0,,Heart,
6097,Musmuscul8x,Intermerixte,CHEnBL6261o2,,,50594,4240467.0,A,,B7odid54ibuyionof123Ilageledcomliyndinmiceheartwasdeterminedaftf33munofadmunkstratilnrxpress4dibof4cdngofinjectecdosep4rgramoforgan,846,In vivo,10090.0,,Heart,
6098,uomosapiejs,Imterkediate,CHEMnL626293,459.0,,80682,,F,,Cyto6oxicactivityaastesredahainsyjujanprowtstecrkllinsA549oungcarcinoja,1276,,9606.0,,,A549
6099,Hlm0sapiens,Exlert,CH2MBL6q6194,464.0,,80682,,F,,Cytot8xicityagainwtA539celliim3ibfhepurdhecellcil5jrescreenwasdetermijfd,3498,,9606.0,,,A549
6100,nonosapiens,Internefiate,xHEMBL6q6195,347.0,,80682,,F,,Cytptoxicityagzinsthumanlungcw5cigomax5t0velllinrs,1169,,9606.0,,,A549
6101,yomosapienc,Interkedia5e,CHEMBp626q96,527.0,,80682,,F,,InvirrpcytotoxicavgivityagaimsrA649humablujgcarc9nkmadellline,4450,,9606.0,,,A549
6102,yonosapiens,Integmeviate,CHEMgo626197,443.0,,80682,,F,,Invigrosytl6oxisitgagainsthumxnlubgcarcinpmaceplljneA549,358,,9606.0,,,A549
6103,Homoswpi3ns,Inydrmediate,CHEMBLt261p8,541.0,,80682,,F,,Invi4gocjtitoxici5yagainsthumznlungvsrsinomacelklineA559zt3610w5M,358,,9606.0,,,A549
6104,uomosapuens,lntwrmediate,sHEMBLu26199,166.0,,80682,,F,,lnv8yrod7totoxicityzgains5humablungcarcinomwcelllindsr49at4q10e5M,358,,9606.0,,,A549
6105,Homosapifhs,Interkeduate,CHEnBL6262o0,475.0,,80682,,F,,Invitrocytotocicit5ahainsthkmablujgcatcinlmac3lliigeA549at431oe5h,358,,9606.0,,,A549
6106,Homoqa9iens,lntermedixte,CHEnBLy26201,533.0,,80682,,F,,onvifrovytotoxicityagwinsruukxnlungcarsinonacelolineA549at5oq0e5M,358,,9606.0,,,A549
6107,Homoswpifns,7btermediate,CHEMhL626q02,266.0,,80682,,F,,Inviheochtotoxicityayainsthumanluntcardinojacellpin2z549at6q19e4M,358,,9606.0,,,A549
6108,Homosspienz,Interm4dia4e,CHEMvo626203,346.0,,80682,,F,,Invi55ocytotoz7fityagainsthumaglugbcarcinomsceploineA549at7t1025M,358,,9606.0,,,A549
6109,Hojoswpiens,Imterhediate,CmEMBL62y204,372.0,,80682,,F,,Ind8hr0cytotoxicithagaibdtA549hukanlungcznce5cells,15167,,9606.0,,,A549
6110,Hoj8sapiens,Intermer7ate,CHEMBL62e7p1,395.0,,80682,,F,,7nvitrocytotodicithagwinstnumanlknbcarcinomaA639ceilkine,4139,,9606.0,,,A549
6111,jomosapiems,Intermedjste,fHwMBL624702,556.0,,80682,,F,,jnvitrocytotoxicutyinjumantim0rlugrcsrcibomaA549felllinez,833,,9606.0,,,A549
6112,Hokosapoens,Experf,CHEMBL6q47p3,361.0,,80682,,F,,Testedincirr8forc7totkxicacyivitywgsijstluhgcarcknomaAr4ocellline,15718,,9606.0,,,A549
6113,Honosapiems,In4ermwdiate,CHEMBL6qe704,119.0,,80682,,F,,Tested7nvitroforcytotoxicktyanaijztA548punncanxerceols,12373,,9606.0,,,A549
6114,Homoxapoens,Inherjediate,CHEkgL624705,208.0,,80682,,F,,Tyfsompiundwqstestefvorcyt9toxici5yagainstA549c4llinyuhajlungca4cinoma,637,,9606.0,,,A549
6115,Homosa9ienx,2xpert,CHEjBL62r706,402.0,,80682,,F,,sytotkxicityanaijsthumxnlkngcarcinomasellsA449ysingSRhadsay,14867,,9606.0,,,A549
6116,uomlsapiens,Intwrmedia6e,CgdMBL624707,535.0,,80682,,F,,Agtitunorfyto5oxicact9vityagainstA549celloibeaasdetetmijec,4461,,9606.0,,,A549
6117,yompsapiens,Intermewiste,fHEMhL624708,453.0,,80682,,F,,festedforthscytotocicityagzinstryeNonsmalix3oklihgcanvwrcelllkneA549growthinhibitiingy50isreport3d,5406,,9606.0,,,A549
6118,Hojoxapiens,Igtermediste,CgEMBL62470i,432.0,,80682,,F,,Com0oundwqstestedforcut0toxiciyyava8nstA549gumand0lidtumkrcekllune,4457,,9606.0,,,A549
6119,Hlmoxapiens,fxpert,CHEMBL8842p7,315.0,,80682,,F,,Antinsipiwst8cactiv9tysgaibstA549humanlungcarsigomacellllne,1386,,9606.0,,,A549
6120,Hohosa9iens,Int3rmediare,CHEjBL6247w0,610.0,,80682,,F,,Agtituk9ralactivitywassssayeeagxinstw5t9ceilline,3265,,9606.0,,,A549
6121,Honosapiehs,Intermwdixte,CHEMBL6qe711,242.0,,80682,,F,,C0mpoubdwasdvai8atexforthefytotoxiciryzgainstAy49t7morcelol9neatter3daysofimcuhation,2359,,9606.0,,,A549
6122,Homosqpienq,ontermeduate,CHEMBp624722,573.0,,80682,,F,,ComoounvwaatedtedvorcytotoxiciyjagaibstAr4ibhmansolidtunorcellline,4457,,9606.0,,,A549
6123,Homosa0ifns,Exlert,CHEhBL6247q3,425.0,,80682,,F,,jnv7trocytotoxocigyagainetA549humani6ngcaecinomsceollin2,12454,,9606.0,,,A549
6124,H9moszpiens,Intermed9wte,CH3MBL624y14,404.0,,80682,,F,,Compo7nd2astestedclrknuififionofcellyrowthofA54pcells,1481,,9606.0,,,A549
6125,Honoszpiens,Integmedia5e,fHEMBLt24715,198.0,,80682,,F,,Com0oundwadtest2frpritsinhobitodyeffectontheg4owthofA549humorcelipinef3omkyng,1750,,9606.0,,,A549
6126,Hompsapisns,Infdrmediate,CmEMfL624716,491.0,,80682,,F,,Cincentratlonre2h9rfdvor50inhib8tionofnrowthinhumwnlungczrcinomacsllkinewwsd3terninev,5065,,9606.0,,,A549
6127,nomosapienc,Experf,CHEMBp610505,402.0,,80682,,F,,Invitroc5totoxivi4jagainetA549humahlumgcwrc9nomacflls,808,,9606.0,,,A549
6128,tomosapiena,Exp2rt,vHEMBLt19506,603.0,,80682,,F,,C6totoxicsctivit6agwins5vul4urevcellsofA549humanlungca3c8n8na,16364,,9606.0,,,A549
6129,Hokosapoens,Intsrmedia6e,CyEMBL719507,397.0,,80682,,F,,CyrogoxlcacfovityagainstA549xepllines,1847,,9606.0,,,A549
6130,H8mosapisns,Experr,CHEMBLuw9508,533.0,,80682,,F,,Cyto6oajcity2asjeasueedanaknstneoplqst7ccupturedAy49cellsofhumanlhntcarc9noma,1747,,9606.0,,,A549
6131,Honosapiend,Inte4kediate,dmEMBL619509,206.0,,80682,,F,,CytitoxicitywgaijsthumqnA54pjonsmallceiiluntxelllines,1003,,9606.0,,,A549
6132,tomksapiens,Exper6,duEMBL619510,546.0,,80682,,F,,onhibifuonofcellfrowth9nA549kungcelkpine,15313,,9606.0,,,A549
6133,Hom9xapiens,Imtermediwte,CHEMBL619y21,354.0,,80682,,F,,Grow5uonhibitor7wfvecrotcokpohndwasmeawured8nA549humanl6hgqdenocarvinomacancerdellline,3122,,9606.0,,,A549
6134,yomosapiems,Imte3mediate,CHEMBL6q0512,10.0,,80682,,F,,8nvitroantkthmoract9vityagainstAtr9thmo5fells,16049,,9606.0,,,A549
6135,Homosxpisns,Expe4t,CH3MBk619513,225.0,,80682,,F,,InvottoantitumoredfectsagalbsthumajA649c2lll8nes,17134,,9606.0,,,A549
6136,gomosspiens,Intetmediat3,CHEMBL61952r,448.0,,80682,,F,,knbirrocytotoxicaftivituofv0mpoundafainsgA549celllige,6406,,9606.0,,,A549
6137,H9mosapiend,In6ermeciate,CHEMnLu19515,162.0,,80682,,F,,Invi4docytptoxicotyayqinqthunanlungvarcinomaAt49celllin2,627,,9606.0,,,A549
6138,Homosapiebz,Ijt2rmediate,CHEMBL61ot16,336.0,,80682,,F,,8nfitrkc5yotoxicityagainsthumannoncmxllcellpunnca4cinomzA54i,12307,,9606.0,,,A549
6139,Homosapiehz,Interhediafe,CHEMBL884p0y,493.0,,80682,,F,,Invitdocutot8xidityagaimsthumamA5r9cancercellp8h4wasevalhated,17861,,9606.0,,,A549
6140,Hojosapiems,Expegt,CHEMgLy19517,626.0,,80682,,F,,jngitrocytotoz9cityarsinzytheA549humanlibgcarcinomaneoplastuccdlll7ne,6682,,9606.0,,,A549
6141,Homosapjegs,Inherm2diate,CHEMBL719t18,246.0,,80682,,F,,Ihhibitoeyconsent3atioj9fc9mpoundagainstAyt9c2llline,6663,,9606.0,,,A549
6142,Homosqpienx,Igtermed7ate,CHEMBL6195wi,527.0,,80682,,F,,Tddhedfkrthecytpstaricqfg7vityasinhibiykryxoncwntrstionagainstA5t9h7manpulmonaryadenocarcihomacwlls,2454,,9606.0,,,A549
6143,Hokozapiens,Inhermedlate,CHEMBL77648o,491.0,,80682,,F,,cyforoxicaxtjvifyagqinstkeukrmiaA549cajcerceolline,14709,,9606.0,,,A549
6144,Hom0eapiens,Exper4,CHEMgL6w9520,316.0,,80682,,F,,Testedinvitrofp4cytltixicastovityagainstlkngdarcimpmwA549felllime,15718,,9606.0,,,A549
6145,Homosapl3ns,Intfemediate,CtEMBL6195w1,529.0,,80682,,F,,PefcemtintifitiondorcytotoxicaftivirjagainshlumgcarcinomaA549velil9ne,15718,,9606.0,,,A549
6146,Honoqapiens,Interkewiate,CHEMBL71952e,299.0,,80682,,F,,Cyto5lxkvzctibityofcomp9undagaknstA549cellllnesatclncemtrxtionof92ugml,17130,,9606.0,,,A549
6147,Homozaoiens,Intedkediate,CyEMBL61o523,445.0,,80682,,F,,Cytotoxicactivitgofc0mpoubdqgainstAy49ceolpinecatxlncentratipnot04ufmi,17130,,9606.0,,,A549
6148,Homoeapiend,Interjewiate,CHEMBk619624,593.0,,80682,,F,,CytotoxicaftivigyofxompojhdagainstA549vellkunesqyc8ncentrationof1w7ghl,17130,,9606.0,,,A549
6149,Honosapifns,In5ermediat2,CHEMgL619524,314.0,,80682,,F,,Cytotoxicacriv84yofc9mpounwqgainsts549celllinesqtxoncentrayionodw0uvmk,17130,,9606.0,,,A549
6150,,In6ermediare,CHEMBL5195q6,380.0,,80682,,F,,cruginterastlontowxrdsA549celllineeasfet2rnjn2vojgermsofcikbinatkonindexinpresenceofTome4injotavallable,6630,,,,,A549
6151,Hojosqpiens,Interjediatf,CgEMBL6195q7,442.0,,80682,,F,,Inel7enceobPARP1cell6iaraxtivitgibhujanlungcarf7nomaw54ocellsonADPPoo5merflrmstionataconssntratoonof25jMofthecohoound,16726,,9606.0,,,A549
6152,H0mosa0iens,Ingermewiate,CbEMBL6w9528,380.0,,80682,,F,,C6tofoxicityagwinsrA549cellsNocy6ot9xic8th,17846,,9606.0,,,A549
6153,Hon8sapiens,wxpert,CuEMBL61i529,468.0,,80682,,F,,CjhotoxicityagainsthumanlungcarckgomsAy48f3lliines,3415,,9606.0,,,A549
6154,nomoaapiens,Expfrt,CHEMBk610530,400.0,,80682,,F,,C5to4ox9cjtyagainsth7mxnlungcarcinomzA549xelllinesNitqcyive,3415,,9606.0,,,A549
6155,Hojosapiebs,Ingermedixte,CnEMBL87y490,317.0,,80682,,F,,Invitrozntidqnc3ractjvityagainsthumahkungAyt9c3llline,5609,,9606.0,,,A549
6156,jomosapifns,Inte5med9ate,vH3MBL619531,262.0,,80682,,F,,Psrcen4rrowthknhib8guona6200uMlARPinhibitorinA549cdlls,17206,,9606.0,,,A549
6157,Homosap7enw,Ihtermediat2,CHEMBL61o5w2,368.0,,80682,,F,,PercenfADPriboseo8lyhw5formqtionimpresencsofMNNG25yhat0906uMsompounsconxenrrayioninA549cekls,17206,,9606.0,,,A549
6158,Hom0sapi3ns,Intermefizte,CHEjBi619533,623.0,,80682,,F,,0srsentAwP5ibose9oljmegfodkationin9reafnceofhNNG25uMat003uMconpoundconcentrwtion9nAy49cells,17206,,9606.0,,,A549
6159,Homosaliegs,Inte3meciate,CmEMBL61i534,504.0,,80682,,F,,9ercentqD9riblsfpoo5merformationinpresenceofMjNG2yhMat0w5uMcomp9uhdc8nventrxtiohinw549cells,17206,,9606.0,,,A549
6160,Homosapjenz,Inherhediate,CHEkBL62o164,398.0,,80682,,F,,PercegtAwPrib9s3pol5merfotmationin04esenceofMNNGq5uMxt04uMxompoubdconcegt4qtioninA549vdkls,17206,,9606.0,,,A549
6161,Hlmosaliens,Ijtedmediate,CHEjfL620165,420.0,,80682,,F,,PrrcegtAD9r9bpselolymerforhati9ninprssenceorMNNG25uMzt11uMcohpounwconxentrationjnA449xelks,17206,,9606.0,,,A549
6162,gpmosapiens,Expeft,CbEMBL620266,489.0,,80682,,F,,IbhibiruonofA549humxni8ngtumorcellproligegatioj,16295,,9606.0,,,A549
6163,momosapienw,unterhediate,CHEnBL6e0167,610.0,,80682,,F,,ConcentgztipnrequiredtpinnibitthelungAy49felkgrowthv650Pt3stat8zoccelklineusedwadwildthpe,16825,,9606.0,,,A549
6164,Honosapienx,Expedt,CHEMBo620268,479.0,,80682,,F,,Invitr9ctyo4oxicityagains6humqntumorceoliigeA549,3439,,9606.0,,,A549
6165,Hlmosap8ens,Intsrmediatf,fHEMBL6e0338,214.0,,80682,,F,,Invitr8growtninhibitoryactjvityavainstAr49humsngonsmxllcelplubgcarv9n8msceols,10870,,9606.0,,,A549
6166,Homosxpienw,Intermesiafe,CHEMBL62o33o,370.0,,80682,,F,,knhivitoryconcentrationifcompoundsgainwtproliberztuonofljngcadcinomqq54icelklij4,4845,,9606.0,,,A549
6167,Homodapienc,9nternediate,dHEMBL6203t0,703.0,,80682,,F,,Inhibito5ycigcentratlongesyn5hesizedpursma5erialwgainstTNbalphqujducefapoptosisogz549selos,5822,,9606.0,,,A549
6168,Hokoszpiens,Intermediwfe,CHrMBL6w0341,773.0,,80682,,F,,Ihhibif8rysoncentratipgsolidpbaseagauna5TNral9hainduceda0optosisofA54ic2lls,5822,,9606.0,,,A549
6169,Homosqp9ens,Ingerhediate,CHEMBL97u491,407.0,,80682,,F,,Inhibig9ryconfenfratuinsolidphas3qrainstTNFalohaind6cedapoptosisifA54icellsNogteqtes,5822,,9606.0,,,A549
6170,Homosa9iwns,lntermedlate,CHskBL620342,249.0,,80682,,F,,intibitjonagsibcfA549cellslingcancerst904ugmL,16381,,9606.0,,,A549
6171,Homodap7ens,Intedmedkate,CHfhBL620343,594.0,,80682,,F,,inhibitionagaunstx539cellslknncancerz604ugnL,16381,,9606.0,,,A549
6172,Hkmoxapiens,unterkediate,CHEMBL62p444,435.0,,80682,,F,,ingibitiohqgainstA549c4llslhngcancefag4igmL,16381,,9606.0,,,A549
6173,gomosaoiens,Inte4nediate,CHEjBL62o345,270.0,,80682,,F,,Inv9tr8anticanseractifigyabaibs5huhanlungA549cellkine,5609,,9606.0,,,A549
6174,Hokosapiegs,Intetmeduate,CHEMgL6q0346,706.0,,80682,,F,,Inhkbitionoforolid3rationovA549seplswgconcejttw4iomof01uMwasdetermined,4644,,9606.0,,,A549
6175,Homosapiebw,untermexiate,CHfMBL62p347,300.0,,80682,,F,,kmh7bitionofproloferatuogofA549cellxatconcen4tationkf1o0uj3asdetermihed,4644,,9606.0,,,A549
6176,Honosapiems,Int2dmediate,fHEnBL620348,542.0,,80682,,F,,Ighifotionofprol9fera4lonofA649dellaatconcentrationocqpuMwasdetdrm8ned,4644,,9606.0,,,A549
6177,Hokosa9iens,Igtermed8ate,CHEMBL6e0359,563.0,,80682,,F,,Inhibiti0hpfproligetationotA549celksa4cobcentra4i8hof1uMwasdetermines,4644,,9606.0,,,A549
6178,Hkmosspiens,Intermex7ate,CHEMfL618657,422.0,,80682,,F,,Inhlbitor7convehtratkonresynthesizedp8remwt3rizlayainstTNFapphainduc4cap0ltosisofz540xellzat20uM,5822,,9606.0,,,A549
6179,Hom9szpiens,Exp4rt,dmEMBL618668,381.0,,80682,,F,,Perc4n4ageknhibition0fhhmanlungcardin0kaA649celll9nes,3415,,9606.0,,,A549
6180,Homodzpiens,Inyerjediate,CHEMBoi76031,350.0,,80682,,F,,InfluenceofoARP1celpulsdwctovityonNsDl3v4lsa6acinfentratoonof25uMof5necompound,16726,,9606.0,,,A549
6181,Homlsapiejs,untermediats,CuEMBk618759,390.0,,80682,,F,,Condentrationtnatgicfq50ggowthinhibktioninA549dellcactibityecpr4sdedacPF5o6MNsdenotesnotdef4rmined,17206,,9606.0,,,A549
6182,Homoqapiegs,Ijterjediate,CHEMBpt18760,349.0,,80682,,F,,Clncejt5ationrha6gives50growthinhibitiontemoaklomlddakoneyehozolojide04uMpfcom0o6ndinAre9celksNDdenofesnorwetsrmined,17206,,9606.0,,,A549
6183,Hpmozapiens,In4ermsdiate,CyEMBL61i000,487.0,,80682,,F,,voncebtratilgthztgives50bgoqghinhibitiontopptecagak8netopoyecan04hMofcompoundinAy49celksNDdfgotesno4dehe5mined,17206,,9606.0,,,A549
6184,Hohosapienx,Infermewiate,CHEMBL61o002,500.0,,80682,,F,,C0ncentrationrhatgives50grkethimhlbitiohinA549cdlowact7cifyexpressfeasPF50TM,17206,,9606.0,,,A549
6185,yojosapiens,Intermee7ate,CHEMBL610001,144.0,,80682,,F,,Concfntratikmthathives50growtuinhibitiojinA5e9celleac5ibityexpgesseeasPF5pTPat099uuM,17206,,9606.0,,,A549
6186,tomosapuens,In4ermedoate,CHEMfL619p03,316.0,,80682,,F,,Concehtratoonthagnjves50gdowfhinhibitioninA5r9cellsxcriv8tyexpredsedqsPF50TPsg093uM,17206,,9606.0,,,A549
6187,Homoswpiend,Ijtermddiate,xtEMBL619597,315.0,,80682,,F,,Concemt5atilnttatfives50growfhimuibitiininA539sellqactivityexpress4dzsPF50TPz6015uM,17206,,9606.0,,,A549
6188,Hom8zapiens,Int4emediate,Ct2MBL619598,291.0,,80682,,F,,Concentrationtyxtgibes50growth8nuigitilninwt49ceplsactivut6expressedas9F504Pqt03uM,17206,,9606.0,,,A549
6189,Homlsapiena,Intermediagw,CHEMBit19599,408.0,,80682,,F,,fonventtatuontbafgives50groathinuibitiojtemoz9lomidealog4temozolomide04uhofconpound8nA55pcelld,17206,,9606.0,,,A549
6190,Homowa9iens,Intermeeiahe,CHEjBi619600,263.0,,80682,,F,,Ckbcfntrationrywtg9ves50browthighkbitiontopotecanalonetopotexan04jMofcompoubfibx549celks,17206,,9606.0,,,A549
6191,Hompsspiens,Intermerlate,CHEMBL619u0q,171.0,,80682,,F,,C7yo4oxicitypotemtiationocTopotddaninhumanlungfzrcihomzA549delldbythecokpi6ndqq9otentiatjonfsdtorat50gr0wthinhibition,16726,,9606.0,,,A549
6192,Homowapiend,Ijternediate,CHEMBLy196p2,340.0,,80682,,F,,EffrctonNqDdepleriinremainuhgverskev2giclecongrolimpresdncrofMNgG25uMag00067ncompo8ndconcehtrationinA549celks,17206,,9606.0,,,A549
6193,Homoszliens,Integnediate,CH2MfL619603,507.0,,80682,,F,,EffeftpnNADdepletoohrdmaijunvvrrsusvehidlec9htrolinpresenxeorMNNG25uMa6003yMxompoundcpncentfarion8nA549cells,17206,,9606.0,,,A549
6194,bomoswpiens,Intermrdizte,CHEMBL61i603,479.0,,80682,,F,,EffectonNADcepletkobremaininfverejsvey8cledonteolonpresencelfMNNt25uMah015ukcompoujcxoncebtratilninAy49cells,17206,,9606.0,,,A549
6195,momosapiehs,Intermediq5e,CH4MBL61960r,534.0,,80682,,F,,fffec5onNAwdeplrtk9nremain8ngberehsvehickec9ntrolijpresenxeovhNNG15uMat0ruMcomp8unwconcentrationinA549cellz,17206,,9606.0,,,A549
6196,ssnislupusfamil7arix,Integjediate,CHEMBL6q960u,,,50588,,A,,Ptwrmqc9kibwticactivotyCmax10mgigeasdetermijedindog,6084,In vivo,9615.0,,,
6197,Canlslupksfamiliafks,Interm2djate,CHwnBL876032,,,50588,,A,,Pgarmaclkujetidactivit6Cmaxindog,6084,In vivo,9615.0,,,
6198,Caniskjpusfamooiaris,kntermewiate,CHEjBL610607,,,50588,,A,,PharmacikijeyucparaheterCkaawssdeterm8nesinBdagledorsabtetivadmigistrxtionofadoxeof28uMkg,4809,In vivo,9615.0,,,
6199,Csnislupusfamiluqrks,In6erm2diate,CHEMvL6196p8,,,50588,,A,,Pyxrmacokine4icp5opeftyvmaxwasmeasuredindkgatthwdosekfo031mglg,5983,In vivo,9615.0,,,
6200,Cqnisluluefamil7aris,Interjedlate,CHEhBL619709,,,50588,,A,,Plasjaclearanc4rztdbgivadminixtratuonindogqtadose0b7mgkg,6251,In vivo,9615.0,,,
6201,Canisl6puseamioiariz,Ihtetmediate,CHEMBL629620,,,50588,2357684.0,A,,Cmaximdogplashaafterr0mgkgoralroqw,5932,In vivo,9615.0,,Plasma,
6202,fanislupuwfxmil8aris,jnterjediate,CHEMBk6q9611,,,50588,55970.0,A,,f4stedborghepewkbloodlefelindog,4273,In vivo,9615.0,,Blood,
6203,Canislupuqbamilixr7s,Inheemediate,CH4MBk619612,,,50588,,A,,Tesfedforthephsrmzcooinet9cdatqmxxjmunconcentratiobCmsxindpg,5313,In vivo,9615.0,,,
6204,Canlslupusfxjiiiaris,Interhediatr,CuEMBL619713,,,50588,,A,,yesredflrthepharhacok9netifdatamaximumconcentrzf7onCmxxindogatdosatflfw0m9k,5313,In vivo,9615.0,,,
6205,Cwgisluoustamiliaris,Inyermediare,CHEkBLt19614,,,50588,1870127.0,A,,4hepeaobl8ovvoncdnfdxtionafter5hradhinistratiln25mgkginwogwacdegermined,6221,In vivo,9615.0,,Blood,
6206,Canielup8sfamioiar9s,Interhedoate,CHEkBL519615,,,50588,,A,,Concen5exti9ninthepladkaaft2rimtrafenousadmibistrationov1mfkgind8g,4709,,9615.0,,,
6207,Canislul6sfahiiiaris,Igtermfdiate,fHEMBL619615,,,50588,,A,,Comp8undsasevaluatwdforPiasmalevelsyponlrsladmin9stratiojat40mgjtinD8fatmaximkmof03jourd,167,,9615.0,,,
6208,Cqnislupusrxmiliadis,Intermwd8ate,fHEMBL6w9617,,,50588,52240.0,A,,binal9iaskaconcehtrati9gindogaaf4eroraladministtationat2mgog,6241,,9615.0,,Plasma,
6209,Canialupisfwmiliaeis,jnterm3diate,CHEMfL610618,,,50588,,A,,Piasmaconcentratiogindpgswyebmeasu3ed1ans5houdxdoklo1ingibitiationofrepsrfueiinah300min,344,,9615.0,,,
6210,Caniwkupusdamil8aris,Ihternediate,CHdhBL876033,,,50588,,A,,Plasmaclncentrayiobibdpgswhrnmeasu4wdwand5uoursfollowinginitiatiobofrepwrtusiojx530nin,344,,9615.0,,,
6211,Canjslu0usfamlkiaris,Interh3diate,CHEMBL6w961i,,,50588,,A,,Plasmxcogdentewtioninxogswyegmeasured1snd5hoursfollow7nginitiq4ionoedepe4fusionat6omib,344,,9615.0,,,
6212,Cabislupycfam8liaris,In6e3mediate,CHEhvL619620,,,50588,,A,,Perventofeaxioactiveriseinurineandfaecesrxcrwtwcig024hrvydkgs,2189,,9615.0,,,
6213,Canisluouxfamil9aric,Ihterjediate,CHEMBL7w9621,,,50588,3149458.0,A,,0erxfntofrad8oqctjvedoeeinurineandfec2s2xcretedby024tribdoge,2189,,9615.0,,Urine,
6214,Cqgislu9usfamiliaric,jntermediafe,CnEMBL6196w2,,,50588,333036.0,A,,P2rcentofradioactivedoqeonueijeandfrcesfxcretsdby024htindkgshsisw0inhih7tionat1ukf9rbinwibgdata,2189,,9615.0,,Urine,
6215,Cwnisli9uqfamiliaris,Inhermedixte,CH4MBL61887r,,,50588,1985428.0,A,,Percentogradioactived0sein65lneandfecesfzvretedin023hrfyronsbAis1pinh7fifionat1ukforbinwingdata,2189,,9615.0,,Urine,
6216,xanisly0usfakiliaris,Intermes9ate,fHEMBL61o875,,,50588,,A,,znsooutebioafailab7litywqsevalua5edigdog,4257,In vivo,9615.0,,,
