assays_ASSI,assays_ASSTI,assays_RELATITY,assays_ASTI,assays_TISI,assays_VAI,assays_ASSUBCEFRAC,assays_T,assays_CONFISCO,assays_CURB,assays_SRI,assays_SRASSI,assays_CHI,assays_CI,assays_BAFOR
12033,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL624164,,BAO_0000218
12034,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL624165,,BAO_0000218
12035,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL624166,,BAO_0000218
12036,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL624167,,BAO_0000218
12037,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL624168,,BAO_0000218
12038,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL624169,,BAO_0000218
12039,,N,9606.0,,,,50587,1,Intermediate,1,,CHEMBL624170,,BAO_0000218
12040,,U,9481.0,,,,22224,0,Autocuration,1,,CHEMBL624171,,BAO_0000218
12041,,U,314293.0,,,,22224,0,Autocuration,1,,CHEMBL624172,,BAO_0000218
12042,,N,9615.0,,,,50588,1,Intermediate,1,,CHEMBL624173,,BAO_0000218
12043,,N,9606.0,,,,50587,1,Intermediate,1,,CHEMBL877488,,BAO_0000218
12044,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL624174,,BAO_0000218
12045,,U,9481.0,,,,22224,0,Autocuration,1,,CHEMBL624175,,BAO_0000218
12046,,U,314293.0,,,,22224,0,Autocuration,1,,CHEMBL624176,,BAO_0000218
12047,,N,9615.0,,,,50588,1,Intermediate,1,,CHEMBL624177,,BAO_0000218
12048,,N,9606.0,,,,50587,1,Intermediate,1,,CHEMBL624178,,BAO_0000218
12049,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL624179,,BAO_0000218
12050,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL627689,,BAO_0000218
12051,,N,9606.0,,,,50587,1,Intermediate,1,,CHEMBL627690,,BAO_0000218
12052,,U,,,,,22224,0,Autocuration,1,,CHEMBL627691,,BAO_0000019
12053,,U,9481.0,,,,22224,0,Autocuration,1,,CHEMBL627692,,BAO_0000019
12054,,U,9481.0,,,,22224,0,Autocuration,1,,CHEMBL627693,,BAO_0000019
12055,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL627694,,BAO_0000218
12056,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL627695,,BAO_0000218
12057,,U,,,,,22224,0,Autocuration,1,,CHEMBL627696,,BAO_0000218
12058,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL627697,,BAO_0000218
12059,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL627698,,BAO_0000218
12060,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL627699,,BAO_0000218
12061,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL627700,,BAO_0000218
12062,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL627701,,BAO_0000218
12063,,U,,,,,22224,0,Autocuration,1,,CHEMBL627702,,BAO_0000218
12064,,U,,,,,22224,0,Autocuration,1,,CHEMBL627703,,BAO_0000218
12065,,U,314293.0,,,,22224,0,Autocuration,1,,CHEMBL626873,,BAO_0000218
12066,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629583,,BAO_0000218
12067,,N,9615.0,,,,50588,1,Intermediate,1,,CHEMBL629584,,BAO_0000218
12068,,N,9615.0,,,,50588,1,Intermediate,1,,CHEMBL629585,,BAO_0000218
12069,Brain,N,10116.0,955.0,,,50597,1,Intermediate,1,,CHEMBL629586,,BAO_0000218
12070,Brain,N,10116.0,955.0,,,50597,1,Intermediate,1,,CHEMBL629587,,BAO_0000218
12071,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629588,,BAO_0000218
12072,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629589,,BAO_0000218
12073,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629590,,BAO_0000218
12074,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629591,,BAO_0000218
12075,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629592,,BAO_0000218
12076,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629593,,BAO_0000218
12077,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629594,,BAO_0000218
12078,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL629595,,BAO_0000218
12079,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL630290,,BAO_0000218
12080,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL627137,,BAO_0000218
12081,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL627138,,BAO_0000218
12082,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL627139,,BAO_0000218
12083,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL627140,,BAO_0000218
12084,Heart,N,10116.0,948.0,,,50597,1,Intermediate,1,,CHEMBL627141,,BAO_0000218
12085,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL627142,,BAO_0000218
12086,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL627143,,BAO_0000218
12087,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL874449,,BAO_0000218
12088,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL627144,,BAO_0000218
12089,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL627145,,BAO_0000218
12090,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL627146,,BAO_0000218
12091,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL627147,,BAO_0000218
12092,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL627148,,BAO_0000218
12093,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL627149,,BAO_0000218
12094,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL632160,,BAO_0000218
12095,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL632161,,BAO_0000218
12096,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL632162,,BAO_0000218
12097,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL632163,,BAO_0000218
12098,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL874469,,BAO_0000218
12099,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL627182,,BAO_0000218
12100,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL627183,,BAO_0000218
12101,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL627184,,BAO_0000218
12102,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL627185,,BAO_0000218
12103,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL627186,,BAO_0000218
12104,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL627187,,BAO_0000218
12105,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL627188,,BAO_0000218
12106,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL627189,,BAO_0000218
12107,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL627190,,BAO_0000218
12108,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL627191,,BAO_0000218
12109,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL627192,,BAO_0000218
12110,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL627193,,BAO_0000218
12111,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL874590,,BAO_0000218
12112,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL627194,,BAO_0000218
12113,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL627195,,BAO_0000218
12114,Female gonad,N,10116.0,992.0,,,50597,1,Intermediate,1,,CHEMBL627196,,BAO_0000218
12115,Female gonad,N,10116.0,992.0,,,50597,1,Intermediate,1,,CHEMBL627197,,BAO_0000218
12116,Female gonad,N,10116.0,992.0,,,50597,1,Intermediate,1,,CHEMBL627198,,BAO_0000218
12117,Female gonad,N,10116.0,992.0,,,50597,1,Intermediate,1,,CHEMBL627199,,BAO_0000218
12118,Female gonad,N,10116.0,992.0,,,50597,1,Intermediate,1,,CHEMBL627200,,BAO_0000218
12119,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL627201,,BAO_0000218
12120,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL627202,,BAO_0000218
12121,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL627203,,BAO_0000218
12122,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL627204,,BAO_0000218
12123,Spleen,N,10116.0,2106.0,,,50597,1,Intermediate,1,,CHEMBL627205,,BAO_0000218
12124,Spleen,N,10116.0,2106.0,,,50597,1,Intermediate,1,,CHEMBL627206,,BAO_0000218
12125,Spleen,N,10116.0,2106.0,,,50597,1,Intermediate,1,,CHEMBL627207,,BAO_0000218
12126,Spleen,N,10116.0,2106.0,,,50597,1,Intermediate,1,,CHEMBL627208,,BAO_0000218
12127,Thyroid gland,N,10116.0,2046.0,,,50597,1,Intermediate,1,,CHEMBL627209,,BAO_0000218
12128,Thyroid gland,N,10116.0,2046.0,,,50597,1,Intermediate,1,,CHEMBL627210,,BAO_0000218
12129,Thyroid gland,N,10116.0,2046.0,,,50597,1,Intermediate,1,,CHEMBL627211,,BAO_0000218
12130,Thyroid gland,N,10116.0,2046.0,,,50597,1,Intermediate,1,,CHEMBL627212,,BAO_0000218
12131,Uterus,N,10116.0,995.0,,,50597,1,Intermediate,1,,CHEMBL627213,,BAO_0000218
12132,Uterus,N,10116.0,995.0,,,50597,1,Intermediate,1,,CHEMBL626599,,BAO_0000218
12133,Uterus,N,10116.0,995.0,,,50597,1,Intermediate,1,,CHEMBL626600,,BAO_0000218
12134,Uterus,N,10116.0,995.0,,,50597,1,Intermediate,1,,CHEMBL626601,,BAO_0000218
12135,,U,,,,,22224,0,Autocuration,1,,CHEMBL627484,,BAO_0000019
12136,Plasma,N,9541.0,1969.0,,,100710,1,Intermediate,1,,CHEMBL627485,,BAO_0000218
12137,Plasma,N,9541.0,1969.0,,,100710,1,Intermediate,1,,CHEMBL628147,,BAO_0000218
12138,Plasma,N,9541.0,1969.0,,,100710,1,Intermediate,1,,CHEMBL628148,,BAO_0000218
12139,Plasma,N,9615.0,1969.0,,,50588,1,Intermediate,1,,CHEMBL628149,,BAO_0000218
12140,Plasma,N,9615.0,1969.0,,,50588,1,Intermediate,1,,CHEMBL628150,,BAO_0000218
12141,Plasma,N,9615.0,1969.0,,,50588,1,Intermediate,1,,CHEMBL628318,,BAO_0000218
12142,Plasma,N,9615.0,1969.0,,,50588,1,Intermediate,1,,CHEMBL628319,,BAO_0000218
12143,,N,9615.0,,,,50588,1,Intermediate,1,,CHEMBL875609,,BAO_0000218
12144,,U,,,,,22224,0,Autocuration,1,,CHEMBL628320,,BAO_0000019
12145,,U,,,,,22224,0,Autocuration,1,,CHEMBL628321,,BAO_0000019
12146,,U,,,,,22224,0,Autocuration,1,,CHEMBL628322,,BAO_0000019
12147,,U,,,,,22224,0,Autocuration,1,,CHEMBL628323,,BAO_0000019
12148,,U,,,,,22224,0,Autocuration,1,,CHEMBL628324,,BAO_0000019
12149,,U,,,,,22224,0,Autocuration,1,,CHEMBL628325,,BAO_0000019
12150,,U,,,,,22224,0,Autocuration,1,,CHEMBL628326,,BAO_0000019
12151,Adrenal medulla,N,9615.0,1236.0,,,50588,1,Intermediate,1,,CHEMBL628327,,BAO_0000218
12152,Adrenal medulla,N,9615.0,1236.0,,,50588,1,Intermediate,1,,CHEMBL628328,,BAO_0000218
12153,Blood,N,9615.0,178.0,,,50588,1,Intermediate,1,,CHEMBL628329,,BAO_0000218
12154,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL628330,,BAO_0000218
12155,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL628331,,BAO_0000218
12156,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL628332,,BAO_0000218
12157,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL628333,,BAO_0000218
12158,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL628334,,BAO_0000218
12159,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL628335,,BAO_0000218
12160,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL628336,,BAO_0000218
12161,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL628337,,BAO_0000218
12162,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL628338,,BAO_0000218
12163,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL875610,,BAO_0000218
12164,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL628339,,BAO_0000218
12165,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL628340,,BAO_0000218
12166,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL628341,,BAO_0000218
12167,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL622214,,BAO_0000218
12168,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL623167,,BAO_0000218
12169,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL623168,,BAO_0000218
12170,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL623169,,BAO_0000218
12171,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL623170,,BAO_0000218
12172,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL627224,,BAO_0000218
12173,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL875634,,BAO_0000218
12174,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL627225,,BAO_0000218
12175,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL627226,,BAO_0000218
12176,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626083,,BAO_0000218
12177,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626084,,BAO_0000218
12178,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626085,,BAO_0000218
12179,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626086,,BAO_0000218
12180,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626087,,BAO_0000218
12181,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626088,,BAO_0000218
12182,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626089,,BAO_0000218
12183,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626090,,BAO_0000218
12184,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626091,,BAO_0000218
12185,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626092,,BAO_0000218
12186,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626093,,BAO_0000218
12187,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626094,,BAO_0000218
12188,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626095,,BAO_0000218
12189,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL626096,,BAO_0000218
12190,,U,314293.0,,,,22224,0,Autocuration,1,,CHEMBL626097,,BAO_0000218
12191,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL626098,,BAO_0000218
12192,Plasma,U,,1969.0,,,22224,0,Autocuration,1,,CHEMBL626099,,BAO_0000218
12193,Plasma,U,,1969.0,,,22224,0,Autocuration,1,,CHEMBL626100,,BAO_0000218
12194,Plasma,N,9615.0,1969.0,,,50588,1,Intermediate,1,,CHEMBL626101,,BAO_0000218
12195,Plasma,N,10141.0,1969.0,,,50512,1,Intermediate,1,,CHEMBL626102,,BAO_0000218
12196,Plasma,N,9615.0,1969.0,,,50588,1,Intermediate,1,,CHEMBL626103,,BAO_0000218
12197,Plasma,N,10141.0,1969.0,,,50512,1,Intermediate,1,,CHEMBL628391,,BAO_0000218
12198,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL628392,,BAO_0000218
12199,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL628393,,BAO_0000218
12200,Blood,U,,178.0,,,22224,0,Autocuration,1,,CHEMBL628394,,BAO_0000019
12201,,N,9615.0,,,,50588,1,Intermediate,1,,CHEMBL628395,,BAO_0000218
12202,,U,314293.0,,,,22224,0,Autocuration,1,,CHEMBL628396,,BAO_0000218
12203,,N,9986.0,,,,50592,1,Intermediate,1,,CHEMBL628397,,BAO_0000218
12204,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL628398,,BAO_0000218
12205,,N,9544.0,,,,50797,1,Intermediate,1,,CHEMBL628399,,BAO_0000218
12206,,N,9615.0,,,,50588,1,Intermediate,1,,CHEMBL628400,,BAO_0000218
12207,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL874907,,BAO_0000218
12208,,U,,,,,22224,0,Autocuration,1,,CHEMBL628401,,BAO_0000019
12209,Plasma,U,314293.0,1969.0,,,22224,0,Autocuration,1,,CHEMBL628402,,BAO_0000218
12210,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL628403,,BAO_0000218
12211,,U,,,,,22224,0,Autocuration,1,,CHEMBL628404,,BAO_0000019
12212,,U,,,,,22224,0,Autocuration,1,,CHEMBL628405,,BAO_0000019
12213,,U,,,,,22224,0,Autocuration,1,,CHEMBL628406,,BAO_0000019
12214,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL628407,,BAO_0000218
12215,Urine,N,10116.0,1088.0,,,50597,1,Intermediate,1,,CHEMBL628408,,BAO_0000218
12216,Urine,N,10116.0,1088.0,,,50597,1,Intermediate,1,,CHEMBL629171,,BAO_0000218
12217,Urine,N,10116.0,1088.0,,,50597,1,Intermediate,1,,CHEMBL629172,,BAO_0000218
12218,Urine,N,10116.0,1088.0,,,50597,1,Intermediate,1,,CHEMBL629173,,BAO_0000218
12219,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629174,,BAO_0000218
12220,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629175,,BAO_0000218
12221,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629176,,BAO_0000218
12222,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629177,,BAO_0000218
12223,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL629178,,BAO_0000218
12224,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631869,,BAO_0000218
12225,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631870,,BAO_0000218
12226,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631871,,BAO_0000218
12227,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631872,,BAO_0000218
12228,Ileum,U,,2116.0,,,22224,0,Autocuration,1,,CHEMBL875775,,BAO_0000221
12229,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631873,,BAO_0000218
12230,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631874,,BAO_0000218
12231,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631875,,BAO_0000218
12232,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631876,,BAO_0000218
12233,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631877,,BAO_0000218
12234,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631878,,BAO_0000218
12235,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631879,,BAO_0000218
12236,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631880,,BAO_0000218
12237,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631881,,BAO_0000218
12238,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL631882,,BAO_0000218
12239,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL630749,,BAO_0000218
12240,,N,9606.0,,,,50587,1,Intermediate,1,,CHEMBL630750,,BAO_0000218
12241,,N,9606.0,,,,50587,1,Intermediate,1,,CHEMBL630253,,BAO_0000218
12242,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL630254,,BAO_0000218
12243,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL630255,,BAO_0000218
12244,Plasma,N,10116.0,1969.0,,,50597,1,Intermediate,1,,CHEMBL630256,,BAO_0000218
12245,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL875781,,BAO_0000218
12246,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL630257,,BAO_0000218
12247,Liver,N,10116.0,2107.0,,,50597,1,Intermediate,1,,CHEMBL630258,,BAO_0000218
12248,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL630259,,BAO_0000218
12249,Striatum,N,10116.0,2435.0,,,50597,1,Intermediate,1,,CHEMBL630260,,BAO_0000218
12250,Striatum,N,10116.0,2435.0,,,50597,1,Intermediate,1,,CHEMBL630261,,BAO_0000218
12251,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL630262,,BAO_0000218
12252,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL630263,,BAO_0000218
12253,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL630264,,BAO_0000218
12254,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL630265,,BAO_0000218
12255,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL630266,,BAO_0000218
12256,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL630267,,BAO_0000218
12257,Kidney,N,10116.0,2113.0,,,50597,1,Intermediate,1,,CHEMBL630268,,BAO_0000218
12258,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL630269,,BAO_0000218
12259,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL630270,,BAO_0000218
12260,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL630141,,BAO_0000218
12261,Lung,N,10116.0,2048.0,,,50597,1,Intermediate,1,,CHEMBL630142,,BAO_0000218
12262,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL630143,,BAO_0000218
12263,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL630144,,BAO_0000218
12264,Prostate gland,N,10116.0,2367.0,,,50597,1,Intermediate,1,,CHEMBL630145,,BAO_0000218
12265,Prostate gland,N,10116.0,2367.0,,,50597,1,Intermediate,1,,CHEMBL630146,,BAO_0000218
12266,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL630147,,BAO_0000218
12267,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL630148,,BAO_0000218
12268,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL630149,,BAO_0000218
12269,Spleen,N,10116.0,2106.0,,,50597,1,Intermediate,1,,CHEMBL630150,,BAO_0000218
12270,Spleen,N,10116.0,2106.0,,,50597,1,Intermediate,1,,CHEMBL630151,,BAO_0000218
12271,Thyroid gland,N,10116.0,2046.0,,,50597,1,Intermediate,1,,CHEMBL632031,,BAO_0000218
12272,Thyroid gland,N,10116.0,2046.0,,,50597,1,Intermediate,1,,CHEMBL632032,,BAO_0000218
12273,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL632033,,BAO_0000218
12274,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL632034,,BAO_0000218
12275,Muscle tissue,N,10116.0,2385.0,,,50597,1,Intermediate,1,,CHEMBL632035,,BAO_0000218
12276,,N,10116.0,,,,50597,1,Intermediate,1,,CHEMBL632036,,BAO_0000218
12277,Thyroid gland,N,10116.0,2046.0,,,50597,1,Intermediate,1,,CHEMBL632037,,BAO_0000218
12278,Blood,N,10116.0,178.0,,,50597,1,Intermediate,1,,CHEMBL632038,,BAO_0000218
12279,Blood,N,10116.0,178.0,,,50597,1,Intermediate,1,,CHEMBL632039,,BAO_0000218
12280,Blood,N,10116.0,178.0,,,50597,1,Intermediate,1,,CHEMBL632040,,BAO_0000218
12281,Blood,N,10116.0,178.0,,,50597,1,Intermediate,1,,CHEMBL632041,,BAO_0000218
12282,Blood,N,9615.0,178.0,,,50588,1,Intermediate,1,,CHEMBL632042,,BAO_0000218
12283,,N,9615.0,,,,50588,1,Intermediate,1,,CHEMBL632043,,BAO_0000218
12284,,N,9615.0,,,,50588,1,Intermediate,1,,CHEMBL632044,,BAO_0000218
12285,Liver,N,9615.0,2107.0,,,50588,1,Intermediate,1,,CHEMBL632045,,BAO_0000218
12286,Liver,N,9615.0,2107.0,,,50588,1,Intermediate,1,,CHEMBL632046,,BAO_0000218
12287,Lung,N,9615.0,2048.0,,,50588,1,Intermediate,1,,CHEMBL632047,,BAO_0000218
12288,Lung,N,9615.0,2048.0,,,50588,1,Intermediate,1,,CHEMBL632048,,BAO_0000218
12289,Muscle tissue,N,9615.0,2385.0,,,50588,1,Intermediate,1,,CHEMBL632049,,BAO_0000218
12290,Muscle tissue,N,9615.0,2385.0,,,50588,1,Intermediate,1,,CHEMBL876418,,BAO_0000218
12291,Spleen,N,9615.0,2106.0,,,50588,1,Intermediate,1,,CHEMBL632050,,BAO_0000218
12292,Spleen,N,9615.0,2106.0,,,50588,1,Intermediate,1,,CHEMBL632051,,BAO_0000218
12293,,U,,,,,22224,0,Autocuration,1,,CHEMBL632052,,BAO_0000218
12294,,U,,,,,22224,0,Autocuration,1,,CHEMBL632053,,BAO_0000218
12295,,U,,,,,22224,0,Autocuration,1,,CHEMBL632054,,BAO_0000218
12296,,U,,,,,22224,0,Autocuration,1,,CHEMBL632055,,BAO_0000218
12297,,U,,,,,22224,0,Autocuration,1,,CHEMBL631181,,BAO_0000218
12298,,U,,,,,22224,0,Autocuration,1,,CHEMBL631182,,BAO_0000218
12299,,U,,,,,22224,0,Autocuration,1,,CHEMBL631183,,BAO_0000218
12300,,U,,,,,22224,0,Autocuration,1,,CHEMBL631184,,BAO_0000218
12301,,U,,,,,22224,0,Autocuration,1,,CHEMBL629774,,BAO_0000218
12302,,U,,,,,22224,0,Autocuration,1,,CHEMBL629775,,BAO_0000218
12303,,U,,,,,22224,0,Autocuration,1,,CHEMBL876549,,BAO_0000218
12304,,U,,,,,22224,0,Autocuration,1,,CHEMBL628172,,BAO_0000218
12305,,U,,,,,22224,0,Autocuration,1,,CHEMBL628173,,BAO_0000218
12306,,U,,,,,22224,0,Autocuration,1,,CHEMBL628174,,BAO_0000218
12307,,U,,,,,22224,0,Autocuration,1,,CHEMBL628175,,BAO_0000218
12308,,U,,,,,22224,0,Autocuration,1,,CHEMBL628176,,BAO_0000218
12309,,U,,,,,22224,0,Autocuration,1,,CHEMBL628177,,BAO_0000218
12310,,U,,,,,22224,0,Autocuration,1,,CHEMBL628178,,BAO_0000218
