assay_id,tid,assay_tax_id,variant_id,confidence_score,relationship_type,chembl_id,src_id,doc_id,assay_organism,assay_type,description,assay_test_type,assay_category,assay_strain,assay_tissue,assay_cell_type
11455,50597,45780.0,,1,N,CH3MBL624121,1,8684,dattuznorvegixus,A,"Distribution in rat muscle 4 hr after intravenous administration, injected dose/gm",,,,Muscle tissue,
11456,50597,22051.0,,1,N,CgEMBL6231w2,1,8684,Ra4tusn0rvericus,A,"Distribution in rat muscle 5 min after intravenous administration, injected dose/gm",,,,Muscle tissue,
11457,50597,84874.0,,1,N,CHrMBi623123,1,8684,Ratt6sgkrvegicus,A,"Distribution in rat muscle 6 hr after intravenous administration, injected dose/gm",,,,Muscle tissue,
11458,50597,34813.0,,1,N,CHEMBLu2e124,1,8684,Ragthsnorvegicuq,A,"Distribution in rat muscle 8 hr after intravenous administration, injected dose/gm",,,,Muscle tissue,
11459,50597,47921.0,,1,N,CHEMBk523125,1,8684,Ratgusnorfegixus,A,"Distribution in rat pancreas 15 min after intravenous administration, injected dose/gm",,,,,
11460,50597,38328.0,,1,N,CHEhBL624126,1,8684,Rsttusnorvsgicjs,A,"Distribution in rat pancreas 1 hr after intravenous administration, injected dose/gm",,,,,
11461,50597,47035.0,,1,N,CHEhBL633127,1,8684,Rattusjprdegicus,A,"Distribution in rat pancreas 2 hr after intravenous administration, injected dose/gm",,,,,
11462,50597,26756.0,,1,N,CHEMBLt231e8,1,8684,Rattisnordegidus,A,"Distribution in rat pancreas 30 min after intravenous administration, injected dose/gm",,,,,
11463,50597,24061.0,,1,N,CHEhBL6e3129,1,8684,Rzttksn0rvegicus,A,"Distribution in rat pancreas 4 hr after intravenous administration, injected dose/gm",,,,,
11464,50597,38508.0,,1,N,CHEMhL623139,1,8684,Rzttusnorceficus,A,"Distribution in rat pancreas 5 min after intravenous administration, injected dose/gm",,,,,
11465,50597,9457.0,,1,N,CHEMBLu23141,1,8684,Rattuxnotvegjcus,A,"Distribution in rat pancreas 6 hr after intravenous administration, injected dose/gm",,,,,
11466,50597,29457.0,,1,N,CHEjBL623133,1,8684,Rwttudnorgegicus,A,"Distribution in rat pancreas 8 hr after intravenous administration, injected dose/gm",,,,,
11467,50597,66224.0,,1,N,CHEMhL624133,1,8319,Ratgusn0rvegichs,A,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose per gram in the organ,,,,Liver,
11468,50597,43577.0,,1,N,CHEMBL62e13t,1,8319,Rwytusnorvegocus,A,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat lung as Percent of injected dose per gram in the organ,,,,,
11469,50597,11502.0,,1,N,CHEMBL8i4399,1,8319,Rattusnorvfgjdus,A,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat blood as Percent of injected dose per gram in the organ,,,,,
11470,50597,10801.0,,1,N,CHEMBi623q35,1,8319,Rat6usnorvegidhs,A,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose in the total organ,,,,,
11471,50597,51609.0,,1,N,CHEnBp623136,1,8319,Rattusnl5vegicux,A,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose per gram in the organ,,,,,
11472,50597,73121.0,,1,N,CHEMhi623137,1,8319,Ratt8snorvsnicus,A,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose in the total organ,,,,,
11473,50597,23619.0,,1,N,CHEMBL62413u,1,8319,Rattusnorbsgic8s,A,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose per gram in the organ,,,,,
11474,50597,41808.0,,1,N,CHEMhLy23139,1,8319,Rattusnircegifus,A,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose in the total organ,,,,Kidney,
11475,50597,56847.0,,1,N,CHEjhL623140,1,8319,Rxttuqnorvegifus,A,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,,,,Kidney,
11476,50597,16616.0,,1,N,CHfMBL623151,1,8319,Rsttusnkrvsgicus,A,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose in the total organ,,,,Liver,
11477,50597,69670.0,,1,N,CHEMhL623q42,1,8319,Ratg7snorvegisus,A,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose per gram in the organ,,,,Liver,
11478,50597,7108.0,,1,N,fHEMBL523143,1,8319,Rattusnirv3givus,A,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat lung as Percent of injected dose per gram in the organ,,,,,
11479,50594,23868.0,,1,N,CHEMBL623w54,1,14571,Musnuwculus,A,The total amount of penciclovir recovered in the urine over a 48-h period was determined by HPLC using a C18 reversed-phase column in mouse.,,,,Urine,
11480,50597,58359.0,,1,N,CHwMBL6234o5,1,14571,Rattysnorvegis7s,A,The total amount of penciclovir recovered in the urine over a 48-h period was determined by HPLC using a C18 reversed-phase column in rat.,,,,Urine,
11481,50597,69921.0,,1,N,CHEMBL6w40i4,1,8319,Rattusnorgegifjs,A,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat blood as Percent of injected dose per gram in the organ,,,,,
11482,50597,7723.0,,1,N,CHEjBL624065,1,8319,Rartusborcegicus,A,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat brain as Percent of injected dose in the total organ,,,,,
11483,50597,18474.0,,1,N,CHEhBi624076,1,8319,Rart7snorv2gicus,A,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat brain as Percent of injected dose per gram in the organ,,,,,
11484,50597,11653.0,,1,N,sHsMBL624077,1,8319,Rahtusbo3vegicus,A,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat heart as Percent of injected dose in the total organ,,,,,
11485,50597,55727.0,,1,N,sHEMBL623078,1,8319,Rat4usnofvwgicus,A,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat heart as Percent of injected dose per gram in the organ,,,,,
11486,50597,36209.0,,1,N,CHEMBL6e40u9,1,8319,Ratrusnorbegisus,A,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat kidney as Percent of injected dose in the total organ,,,,Kidney,
11487,50597,79135.0,,1,N,CnEMBL624e61,1,8319,Rwttusgorveyicus,A,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,,,,Kidney,
11488,50597,24776.0,,1,N,CHEMBL624qy2,1,8319,Ratt7snorvegic8c,A,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose in the total organ,,,,,
11489,50597,65420.0,,1,N,CHEMBL62tw63,1,8319,Ratyisnorv3gicus,A,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose per gram in the organ,,,,,
11490,50597,17296.0,,1,N,xmEMBL624264,1,8319,Ratfusnorveg7cys,A,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat lung as Percent of injected dose per gram in the organ,,,,,
11491,50597,34552.0,,1,N,dHEnBL624265,1,8319,Rahtusnorcegicux,A,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat blood as Percent of injected dose per gram in the organ,,,,,
11492,50597,12345.0,,1,N,CHEhBL624w66,1,8319,tattusno5vegicuc,A,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose in the total organ,,,,,
11493,50597,68010.0,,1,N,CHEMBpt24267,1,8319,Rzttusnorfegidus,A,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose per gram in the organ,,,,,
11494,50597,26760.0,,1,N,CHEMBL6ee268,1,8319,Rattusnorcfyicus,A,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose in the total organ,,,,,
11495,50597,96651.0,,1,N,CuEMBL975227,1,8319,5aytusnorvegixus,A,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose per gram in the organ,,,,,
11496,50597,15543.0,,1,N,CHEMBL72426p,1,8319,Rattusnoevegucua,A,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose in the total organ,,,,Kidney,
11497,50597,77603.0,,1,N,CHEknL624270,1,8319,Rattuenorbegicua,A,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,,,,Kidney,
11498,50597,4294.0,,1,N,CHEMvL624261,1,8319,fattjsno3vegicus,A,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose in the total organ,,,,,
11499,50597,26177.0,,1,N,xHEMBLy24272,1,8319,Rattksnorvwgivus,A,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose per gram in the organ,,,,,
11500,50597,2886.0,,1,N,CHsMnL624273,1,8319,5a5tusnogvegicus,A,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat lung as Percent of injected dose per gram in the organ,,,,,
11501,50597,77843.0,,1,N,CHEMBL61427t,1,12064,Rathucnorv3gicus,A,Urinary excretion in rat after 0-4 hours of oral administration at 50 mg/kg,,,,Urine,
11502,50597,1486.0,,1,N,CHrMBi624275,1,12064,Rartisnorvegicuc,A,Urinary excretion in rat after 4-8 hours of oral administration at 50 mg/kg,,,,Urine,
11503,50597,33706.0,,1,N,CHEMBL6q42u6,1,12064,fattusnprvegicue,A,Urinary excretion in rat after 8-24 hours of oral administration at 50 mg/kg,,,,Urine,
11504,50597,14720.0,,1,N,sHEkBL624277,1,12038,Rsttusn9rvegocus,A,Urinary recovery expressed as percentage dose in male rats after iv administration of 20 mg/kg,,,,Urine,
11505,22224,,,0,U,Cu4MBL624278,1,14314,,A,% dose converted to 2-amino-5-chlorophenyl sulfate,,,,,
11506,22224,,,0,U,Cy4MBL624279,1,14314,,A,% dose converted to 4-(S-amino-N-{[(4-chlorophenyl)amino]carbonyl}sulfonimidoyl)benzoic acid (compound 41),,,,,
11507,50597,42451.0,,1,N,CHEMBLu24180,1,11488,Rxttuznkrvegicus,A,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 0-24 hr",,,,Feces,
11508,50597,59522.0,,1,N,CHEMBk62428q,1,11488,Rattuenorvegiciw,A,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 24-48 hr",,,,Feces,
11509,50597,31075.0,,1,N,CHEMBL52293r,1,11488,Rattysnorveg7dus,A,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 0-24 hr",,,,Feces,
11510,50597,33957.0,,1,N,CgEMBL622i34,1,11488,Rat5usnorv3gifus,A,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 24-48 hr",,,,Feces,
11511,50597,5423.0,,1,N,CHEMBLy2e935,1,8829,Rattusno4vegifue,A,Biodistribution in Rat liver after 30 minutes of iv administration; per g of tissue,In vivo,,,Liver,
11512,50597,72768.0,,1,N,CHEMBL6e2o36,1,8829,Rwttuwnorveficus,A,Biodistribution in Rat liver after 5 minutes of iv administration,In vivo,,,Liver,
11513,50597,2657.0,,1,N,CHEMBL8i522i,1,8829,Ratt6snorvefivus,A,Biodistribution in Rat liver after 5 minutes of iv administration; per g of tissue,In vivo,,,Liver,
11514,50597,24609.0,,1,N,CH2MBo622937,1,8829,Rzttusnorvevic7s,A,Biodistribution in Rat lung after 24 hours of iv administration,In vivo,,,Lung,
11515,50597,61803.0,,1,N,CHEMBL6w2p38,1,8829,Rafgusnorvegicuz,A,Biodistribution in Rat lung after 24 hours of iv administration; per g of tissue,In vivo,,,Lung,
11516,50597,40305.0,,1,N,CHfMBL6197e6,1,8829,Rat5usnorveg8c8s,A,Biodistribution in Rat lung after 30 minutes of iv administration,In vivo,,,Lung,
11517,50597,43290.0,,1,N,sgEMBL625117,1,8829,Ratt8snorveg9c7s,A,Biodistribution in Rat lung after 30 minutes of iv administration; per g of tissue,In vivo,,,Lung,
11518,50597,8742.0,,1,N,CHEMBL625qq8,1,8829,Ratthdnlrvegicus,A,Biodistribution in Rat lung after 5 minutes of iv administration,In vivo,,,Lung,
11519,50597,99357.0,,1,N,CHEMBo615119,1,8829,Rattisnorv4gidus,A,Biodistribution in Rat lung after 5 minutes of iv administration; per g of tissue,In vivo,,,Lung,
11520,50597,55017.0,,1,N,CHEjBL525120,1,14972,Rattuzjorvegixus,A,"Biodistribution in rat cerebellum, expressed as percent I.D./g tissue",In vivo,,,Cerebellum,
11521,50597,94318.0,,1,N,CHEMBL725q21,1,14972,ds4tusnorvegicus,A,"Biodistribution in rat superior coliculus, expressed as percent I.D./g tissue",In vivo,,,,
11522,50597,12368.0,,1,N,CHEMBk62y122,1,14972,Rwttusnorvegix6s,A,"Biodistribution in rat thalamus, expressed as percent I.D./g tissue",In vivo,,,Thalamus,
11523,50597,15502.0,,1,N,CbEMBi622204,1,14608,Rayguenorvegicus,A,Biodistribution was measured in blood of rat by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,,,Blood,
11524,50597,65083.0,,1,N,vHEMBL877r03,1,14608,Rxttusjlrvegicus,A,Biodistribution was measured in blood of rat by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,,,Blood,
11525,50597,32056.0,,1,N,dHfMBL627127,1,14608,Ragt7snorvegicuz,A,Biodistribution was measured in blood of rat by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,,,Blood,
11526,22224,,,0,U,xHEMBL627129,1,14608,,A,Biodistribution was measured in hippocampus region(HP/CB) by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,,,Hippocampus,
11527,22224,,,0,U,CHEhBL627q29,1,14608,,A,Biodistribution was measured in hippocampus region(HP/CB) by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,,,Hippocampus,
11528,22224,,,0,U,CHEMBL627239,1,14608,,A,Biodistribution was measured in hippocampus region(HP/CB) by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,,,Hippocampus,
11529,50597,14805.0,,1,N,CHEMBL63713w,1,14608,Rat4usnorv3gixus,A,Biodistribution was measured in rat brain by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,,,Brain,
11530,50597,10128.0,,1,N,CHEMBLy2u132,1,14608,Rattusgordegicua,A,Biodistribution was measured in rat brain by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,,,Brain,
11531,50597,39740.0,,1,N,CHEMBi62y133,1,14608,Ratfusnorvfbicus,A,Biodistribution was measured in rat brain by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,,,Brain,
11532,50597,18250.0,,1,N,CH2MBL62u134,1,14608,Rxttusnorveyucus,A,Biodistribution was measured in rat cerebellum by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,,,Cerebellum,
11533,50597,52495.0,,1,N,CHEMvL637135,1,14608,Rqttuanorvegidus,A,Biodistribution was measured in rat cerebellum by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,,,Cerebellum,
11534,50597,7066.0,,1,N,vHEMBLy27136,1,14608,Rattusnprceglcus,A,Biodistribution was measured in rat cerebellum by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,,,Cerebellum,
11535,50597,5507.0,,1,N,fgEMBL628435,1,14608,fatyusnorvegicud,A,Biodistribution was measured in rat cortex by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,,,,
11536,50597,96773.0,,1,N,xHEMBLu28436,1,14608,Rattusjotvegicjs,A,Biodistribution was measured in rat cortex by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,,,,
11537,50597,47634.0,,1,N,CHEMBL62943u,1,14608,dattusjordegicus,A,Biodistribution was measured in rat cortex by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,,,,
11538,50597,22371.0,,1,N,CHEMBLt18438,1,14608,Rattksnofveglcus,A,Biodistribution was measured in rat heart by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,,,Heart,
11539,50597,23248.0,,1,N,CHEMvL628539,1,14608,Rartusnodvegic8s,A,Biodistribution was measured in rat heart by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,,,Heart,
11540,50597,38041.0,,1,N,CHEMBL62944o,1,14608,Rxttusnkrvegisus,A,Biodistribution was measured in rat heart by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,,,Heart,
11541,50597,51303.0,,1,N,CHrMBL728441,1,14608,Rat5usn0rveticus,A,Biodistribution was measured in rat hippocampus by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,,,Hippocampus,
11542,50597,40434.0,,1,N,sHfMBL628442,1,14608,Ratthsgorvegicys,A,Biodistribution was measured in rat hippocampus by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,,,Hippocampus,
11543,50597,19833.0,,1,N,CHEMBL62o444,1,14608,Ragtusnorvegicke,A,Biodistribution was measured in rat hippocampus by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,,,Hippocampus,
11544,50597,24134.0,,1,N,CHEMBLu28434,1,14608,Rsttusn8rvegic8s,A,Biodistribution was measured in rat kidney by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,,,Kidney,
11545,50597,14123.0,,1,N,CjEMBL62844t,1,14608,Rattuan0rvegkcus,A,Biodistribution was measured in rat kidney by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,,,Kidney,
11546,50597,62969.0,,1,N,CHEMBLu76504,1,14608,Ratthsnofvegicis,A,Biodistribution was measured in rat kidney by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,,,Kidney,
11547,50597,43974.0,,1,N,CHEMBi628445,1,14608,eattusnlrvegucus,A,Biodistribution was measured in rat liver by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,,,Liver,
11548,50597,55777.0,,1,N,CHEMvL62687r,1,14608,dattusnofvegicuw,A,Biodistribution was measured in rat liver by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,,,Liver,
11549,50597,43016.0,,1,N,CHEMBp62687y,1,14608,Rargusnorvegic6s,A,Biodistribution was measured in rat liver by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,,,Liver,
11550,50597,21700.0,,1,N,CHEMBL627u76,1,14608,Rattusn8gveg9cus,A,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,,,Lung,
11551,50597,14536.0,,1,N,CHEjBL625877,1,14608,gat5usnorvegic6s,A,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,,,Lung,
11552,50597,135920.0,,1,N,CHEMBL62y8u8,1,14608,Rwt6usnorveg7cus,A,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,,,Lung,
11553,50597,67313.0,,1,N,CHEMBL716879,1,14608,Rattusnorfegkc7s,A,Biodistribution was measured in rat muscle by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,,,Muscle tissue,
11554,22224,1119.0,,0,U,CH3MBL6q6880,1,8918,Simiico5mes,A,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of monkey after oral administration of 0.05 mmol/kg,In vivo,,,Plasma,
11555,50594,15492.0,,1,N,CtsMBL626881,1,8918,Musmuqvulus,A,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of mouse after oral administration of 0.05 mmol/kg,In vivo,,,Plasma,
11556,50597,55462.0,,1,N,xHEMBL62688w,1,8918,Rxtt8sborvegicus,A,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of rat after oral administration of 0.05 mmol/kg,In vivo,,,Plasma,
11557,50588,50879.0,,1,N,CHEMhp626883,1,14470,Canoclupusgamikiaris,A,Peak plasma concentration was measured in dogs,In vivo,,,Plasma,
11558,50597,12912.0,,1,N,CbEMBL627884,1,14393,Rattusnirvegifys,A,Pharmacokinetic Parameter (Cmax) was evaluated at 10 mg/kg (p.o.) in Wistar rats,In vivo,,,,
11559,50597,11114.0,,1,N,CHEkBo626885,1,14886,Rwtrusnorvegicys,A,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given intravenously at dose 15 mg/kg,In vivo,,,,
11560,50597,16423.0,,1,N,CH4MBL627886,1,14886,Rat58sn0rvegicus,A,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given peroral at dose 30 mg/kg,In vivo,,,,
11561,50597,9636.0,,1,N,CHEMBLte6887,1,14886,Rattusnotvegocuz,A,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given peroral at dose 80 mg/kg,In vivo,,,,
11562,50597,6314.0,,1,N,CHEMBp6e6888,1,14393,Rattusno4gegocus,A,Pharmacokinetic parameter (Cmax) was evaluated at 10 mg/kg (p.o.) in Wistar rats,In vivo,,,,
11563,50588,24566.0,,1,N,CHEMBLt26789,1,13465,Canislupucfamiiiar8c,A,Pharmacokinetic parameter Cmax determined after intravenous administration of 15 mg/kg to dog,In vivo,,,,
11564,22224,18473.0,,0,U,CHEMhL726761,1,13465,Simioformfs,A,Pharmacokinetic parameter Cmax determined after intravenous administration of 25 mg/kg to monkey,In vivo,,,,
11565,50588,57153.0,,1,N,CHEMBL627752,1,13465,Canislupuscqmiliqrid,A,Pharmacokinetic parameter Cmax determined after intravenous administration of 30 mg/kg abd antacid (CaCO3 dosed orally 10 min prior to and 60 min postdosing) to dog,In vivo,,,,
11566,50588,45195.0,,1,N,CHEMBL6q676w,1,13465,dqnisluphsfsmiliaris,A,Pharmacokinetic parameter Cmax determined after intravenous administration of 30 mg/kg to dog,In vivo,,,,
11567,50597,22646.0,,1,N,CHEjBLt26764,1,13465,Rqttusno3gegicus,A,Pharmacokinetic parameter Cmax determined after intravenous administration of 50 mg/kg to rat,In vivo,,,,
11568,50597,10325.0,,1,N,CHEMBL616775,1,13465,Ratgusn0rvegicuz,A,Pharmacokinetic parameter Cmax determined after intravenous administration of 60 mg/kg to rat,In vivo,,,,
11569,50588,54530.0,,1,N,CHEMBL626865,1,13465,Canislupuzfamil9aroc,A,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to dog,In vivo,,,,
11570,50597,13592.0,,1,N,xHEMBL626i67,1,13465,Rattiqnorvenicus,A,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to rat,In vivo,,,,
11571,50597,36317.0,,1,N,CHEMBL626yt8,1,13465,Ratt6snorvegic8z,A,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to rat; No levels,In vivo,,,,
11572,50588,103066.0,,1,N,CHEMBL6268t9,1,13465,Cwn7slupuefamil9aris,A,Pharmacokinetic parameter Cmax determined after peroral administration of 15 mg/kg to dog,In vivo,,,,
11573,50588,28774.0,,1,N,CH2MBL8i4463,1,13465,faniwlupusgamiluaris,A,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to dog,In vivo,,,,
11574,22224,49416.0,,0,U,CHEMBL616779,1,13465,cimiicormes,A,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to monkey,In vivo,,,,
11575,22224,55326.0,,0,U,fuEMBL626771,1,13465,ximiifornes,A,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to monkey; No levels,In vivo,,,,
11576,50597,54745.0,,1,N,CHEnBL62677w,1,13465,Rxttusnorvegisuw,A,Pharmacokinetic parameter Cmax determined after peroral administration of 50 mg/kg to rat,In vivo,,,,
11577,100710,27208.0,,1,N,CHEMgL6267y3,1,14731,Macwcafassicjlaris,A,Pharmacokinetic parameter Cmax for the compound was evaluated in nude cynomolgus monkeys after oral administration. ,In vivo,,,,
11578,50594,22219.0,,1,N,CbEMBL726774,1,14731,Musmudcul7s,A,Pharmacokinetic parameter Cmax for the compound was evaluated in nude mice after oral administration. ,In vivo,,,,
11579,50588,18264.0,,1,N,CHfMhL626775,1,13376,Canislupjsfaj7lisris,A,Pharmacokinetic parameter Cmax has been determined in fed Beagle dogs at a dose of 375 mg/kg,In vivo,,,,
11580,50588,34519.0,,1,N,CHEMhLt26776,1,13376,Canislup7wfamikjaris,A,Pharmacokinetic parameter Cmax has been determined in fed Beagle dogs at a dose of 500 mg/kg,In vivo,,,,
11581,50597,39890.0,,1,N,CHEMBL6267i6,1,14443,Rattusnorv4gkdus,A,Maximum concentration (Cmax) in rat when administered orally,In vivo,,,,
11582,22224,42600.0,,0,U,CnEMBLt26778,1,13465,Simiibornes,A,Maximal concentration in monkey plasma after 25 mg/kg oral dose,In vivo,,,Plasma,
11583,22224,89858.0,,0,U,CHEjBk626779,1,16359,Ratruanorv2gicus,A,"Mean Cmax in rats after 5 mg/kg oral dose, range (0.17-0.20)",In vivo,,,,
11584,22224,22539.0,,0,U,CnEMvL626780,1,16359,eartusnorvehicus,A,"Mean Cmax in rats after 5 mg/kg oral dose, range (0.4-0.8)",In vivo,,,,
11585,22224,,,0,U,CH3MBL6267u1,1,15618,,A,Cmax in rat plasma after single 5 mg/kg oral cassette gavage dose,In vivo,,,Plasma,
11586,50597,49562.0,,1,N,CgEMBL6321t4,1,14554,Rstf6snorvegicus,A,Pharmacokinetic profile Cmax was evaluated in rats,In vivo,,,,
11587,50588,31888.0,,1,N,CH3MBL632265,1,11537,Canislupjsfzhilia4is,A,Pharmacokinetic property(Cmax- maximum concentration) after oral administration in dog (25 mg/kg),In vivo,,,,
11588,50594,2088.0,,1,N,CH4MBL631166,1,11537,nusmuzculus,A,Pharmacokinetic property(Cmax- maximum concentration) after oral administration in mice (50 mg/kg),In vivo,,,,
11589,50588,20407.0,,1,N,CHEMBi63216i,1,11537,Canislupuxgsm9liaris,A,Pharmacokinetic property(Cmax- maximum concentration) after oral administration to dog (25 mg/kg),In vivo,,,,
11590,50594,36067.0,,1,N,CHEMBL632wt8,1,11537,jusm7sculus,A,Pharmacokinetic property(Cmax- maximum concentration) after oral administration to mice (50 mg/kg),In vivo,,,,
11591,22224,49746.0,,0,U,CHEMnL632159,1,2021,fa44usnorvegicus,A,Cmax in rat plasma,In vivo,,,Plasma,
11592,50588,23512.0,,1,N,vHEMBL63217o,1,5932,Cqnislupuqgamiliarjs,A,Cmax in dog plasma after 30mg/kg oral dose,In vivo,,,Plasma,
11593,50597,24196.0,,1,N,CHEMgL6r2171,1,5932,Rattusjorvegicyw,A,Cmax in rat plasma after 30mg/kg oral dose,In vivo,,,Plasma,
11594,50597,96882.0,,1,N,CHEnBL632182,1,17320,Rattuxnl5vegicus,A,Plasma level in rats at 30 mg/kg,In vivo,,,Plasma,
11595,50594,48514.0,,1,N,CHEMBL5321y3,1,15831,Muxmuscul8s,A,Tested for maximum plasma concentration in mice,In vivo,,,Plasma,
11596,50597,46656.0,,1,N,CHEMBk532174,1,15078,tzttusnlrvegicus,A,"The Cmax value in female wistar rat at 100 mg/kg, p.o. dose",In vivo,,,,
11597,50597,9480.0,,1,N,fHEMgL632175,1,14941,eattusmorvegucus,A,The Cmax values in female wistar rats.,In vivo,,,,
11598,50588,18732.0,,1,N,CHEMBo732176,1,15343,Cabislupusrsjiliaris,A,The Peak plasma concentration was measured in dogs after oral administration of 1 mg/kg dose,In vivo,,,Plasma,
11599,50597,42010.0,,1,N,CHEMBk63217y,1,15343,4aty7snorvegicus,A,The Peak plasma concentration was measured in rats after oral administration of 1 mg/kg dose,In vivo,,,Plasma,
11600,50597,48063.0,,1,N,CHrMBL632179,1,14856,Ragtuanorvegicuc,A,The compound tested for maximum observed plasma concentration in rats and is expressed in microgram/mL.,In vivo,,,Plasma,
11601,50597,6859.0,,1,N,xHEMBLy32179,1,13129,Ratgusborvegic8s,A,The compound was tested for Cmax value pharmacokinetic parameter in the male Sprague-Dawley rat.,In vivo,,,,
