pagamento_id,cliente_id,personale_id,noleggio_id,ammontare,data_pagamento
4908,180,2,13842,4.99,2005-08-20 14:29:37
14614,543,1,13187,0.99,2005-08-19 14:24:48
6331,235,1,8120,0.99,2005-07-28 19:24:24
10436,385,1,10655,4.99,2005-08-01 16:33:27
2690,100,1,1340,3.99,2005-06-15 12:24:15
8640,319,1,6485,6.99,2005-07-12 02:07:59
15333,572,1,12256,1.99,2005-08-18 04:09:39
5245,194,2,677,7.99,2005-05-28 23:00:08
2781,103,2,5163,4.99,2005-07-09 09:00:28
8444,311,1,8473,2.99,2005-07-29 08:36:53
9273,343,1,1564,6.99,2005-06-16 02:47:07
3561,132,2,2608,2.99,2005-06-19 07:10:36
5122,188,2,14809,2.99,2005-08-22 01:00:42
9789,362,1,8081,2.99,2005-07-28 18:06:46
10992,406,2,8630,0.99,2005-07-29 14:07:59
4429,163,1,4126,1.99,2005-07-07 07:24:11
9341,346,2,4420,4.99,2005-07-07 22:07:31
13726,509,1,11814,6.99,2005-08-17 12:09:20
7035,260,1,12852,0.99,2005-08-19 02:12:40
11943,442,2,14199,0.99,2005-08-21 03:48:43
959,35,2,3112,4.99,2005-06-20 17:53:30
7001,259,1,13109,4.99,2005-08-19 11:23:20
677,25,2,10860,2.99,2005-08-02 00:12:32
10451,386,1,4189,8.99,2005-07-07 10:51:07
757,28,1,3845,0.99,2005-07-06 16:38:14
5016,184,1,13303,4.99,2005-08-19 18:55:21
328,12,2,13895,2.99,2005-08-20 15:58:28
2602,96,2,3742,2.99,2005-07-06 12:01:38
10478,387,2,1465,0.99,2005-06-15 20:43:08
8204,302,1,9374,8.99,2005-07-30 19:10:03
16015,598,1,6519,4.99,2005-07-12 04:00:36
5835,215,2,1599,4.99,2005-06-16 06:03:33
1852,68,1,3864,0.99,2005-07-06 17:41:42
4587,169,1,4687,4.99,2005-07-08 10:54:19
14350,533,2,6781,2.99,2005-07-12 16:21:47
14500,538,1,10962,4.99,2005-08-02 03:48:13
12890,477,2,4237,5.99,2005-07-07 13:16:55
791,29,1,4313,0.99,2005-07-07 17:36:56
986,36,2,2741,0.99,2005-06-19 16:05:41
3056,113,1,15600,1.99,2005-08-23 06:31:24
13834,513,1,14875,4.99,2005-08-22 03:34:39
1406,51,1,8693,0.99,2005-07-29 16:44:13
6410,237,2,11772,5.99,2005-08-17 10:18:57
16016,598,2,6528,4.99,2005-07-12 04:29:44
5881,217,2,828,2.99,2005-05-29 22:14:55
3671,136,1,6585,8.99,2005-07-12 06:50:52
4765,176,1,553,3.99,2005-05-28 08:14:44
6586,243,1,14108,0.99,2005-08-21 00:52:45
13382,497,1,3696,2.99,2005-07-06 10:04:55
110,5,1,1142,1.99,2005-05-31 19:46:38
8452,311,2,14517,4.99,2005-08-21 14:57:03
8028,296,1,5589,4.99,2005-07-10 04:22:58
6549,242,1,8491,4.99,2005-07-29 09:02:13
830,30,2,6359,2.99,2005-07-11 21:06:17
3205,119,2,10552,2.99,2005-08-01 12:49:44
6286,233,1,9574,0.99,2005-07-31 02:49:20
10013,370,1,13039,0.99,2005-08-19 08:55:19
1675,61,2,8029,6.99,2005-07-28 16:11:21
10907,403,1,14519,2.99,2005-08-21 14:59:29
4575,168,2,13532,4.99,2005-08-20 03:29:28
12367,458,2,7923,3.99,2005-07-28 12:08:29
11560,428,1,1601,3.99,2005-06-16 06:11:13
13201,489,1,12496,6.99,2005-08-18 12:58:25
7527,278,1,1092,4.99,2005-05-31 12:15:57
15870,592,1,13157,2.99,2005-08-19 13:12:28
11010,407,2,5590,9.99,2005-07-10 04:23:11
1014,37,2,1812,1.99,2005-06-16 21:08:46
5512,203,2,13841,4.99,2005-08-20 14:25:18
15315,572,1,2458,0.99,2005-06-18 19:39:05
5900,217,2,12210,4.99,2005-08-18 02:27:29
11144,411,2,14480,2.99,2005-08-21 13:36:40
2909,108,2,3116,4.99,2005-06-20 18:04:55
11968,443,1,15519,0.99,2005-08-23 03:23:32
15107,564,1,6973,2.99,2005-07-27 00:32:04
15186,566,2,13762,4.99,2005-08-20 11:29:32
4125,151,1,10078,2.99,2005-07-31 20:02:02
14412,535,1,9524,4.99,2005-07-31 01:01:06
6891,256,2,738,4.99,2005-05-29 08:20:08
10095,373,1,6202,3.99,2005-07-11 12:24:25
6566,243,1,188,4.99,2005-05-26 05:47:12
15136,565,1,6264,2.99,2005-07-11 15:42:35
14391,534,1,12691,5.99,2005-08-18 20:07:46
4710,173,1,10351,5.99,2005-08-01 05:32:13
5363,198,2,4588,2.99,2005-07-08 06:18:01
15913,594,1,4154,3.99,2005-07-07 08:58:23
2186,80,1,11850,1.99,2005-08-17 13:30:15
5299,196,2,7666,3.99,2005-07-28 02:35:12
6156,228,1,12304,0.99,2005-08-18 05:44:29
4501,166,2,6237,0.99,2005-07-11 14:19:12
13557,503,1,6529,2.99,2005-07-12 04:31:04
8342,307,1,6256,0.99,2005-07-11 15:19:22
564,21,2,11970,0.99,2005-08-17 17:53:09
11672,433,1,5969,8.99,2005-07-11 00:03:22
3425,127,1,9859,6.99,2005-07-31 13:02:55
1718,63,2,9007,0.99,2005-07-30 05:09:32
5362,198,2,3770,2.99,2005-07-06 13:14:28
4884,179,2,13240,0.99,2005-08-19 16:22:14
10595,391,1,2045,2.99,2005-06-17 14:38:11
4796,176,1,14083,7.99,2005-08-20 23:42:31
3006,112,1,5385,2.99,2005-07-09 19:18:11
9883,366,2,2214,0.99,2005-06-18 02:44:37
5764,212,2,10273,4.99,2005-08-01 03:14:47
4264,157,1,3739,0.99,2005-07-06 11:54:18
7348,272,1,405,6.99,2005-05-27 13:32:39
13933,517,2,10433,4.99,2005-08-01 08:45:56
11695,434,1,2430,3.99,2005-06-18 17:51:46
2162,79,1,10676,2.99,2005-08-01 17:14:15
10841,401,2,7651,4.99,2005-07-28 01:48:32
10445,386,2,1585,3.99,2005-06-16 04:51:13
15347,573,1,4770,2.99,2005-07-08 15:29:46
9266,342,2,14299,0.99,2005-08-21 07:18:57
12968,480,1,8967,6.99,2005-07-30 03:56:55
2474,91,2,3802,0.99,2005-07-06 15:06:09
4754,175,2,11618,4.99,2005-08-17 04:01:36
12521,463,1,12950,2.99,2005-08-19 05:55:58
7629,282,2,2176,2.99,2005-06-18 00:29:51
13085,485,1,1009,2.99,2005-05-31 01:47:35
1372,50,1,6667,8.99,2005-07-12 11:36:22
14284,531,2,2972,2.99,2005-06-20 07:57:54
10968,405,2,14537,0.99,2005-08-21 15:24:24
14931,557,2,15236,0.99,2005-08-22 17:44:27
6946,257,2,12841,2.99,2005-08-19 01:55:55
1280,46,2,12280,4.99,2005-08-18 04:49:27
6112,227,1,1679,2.99,2005-06-16 11:11:01
13041,483,2,3559,4.99,2005-07-06 02:49:42
4702,173,1,5615,3.99,2005-07-10 05:18:51
15066,562,1,12248,5.99,2005-08-18 03:53:18
10459,386,2,8340,4.99,2005-07-29 04:41:44
2371,87,1,8286,5.99,2005-07-29 02:02:46
5545,204,1,13416,4.99,2005-08-19 22:48:48
6661,246,2,2704,1.99,2005-06-19 13:50:10
7523,277,2,14227,4.99,2005-08-21 04:56:31
3094,115,2,1361,0.99,2005-06-15 13:37:38
5885,217,1,2842,4.99,2005-06-19 22:34:20
1354,49,2,14168,5.99,2005-08-21 03:00:03
11778,437,2,3265,2.99,2005-06-21 04:23:13
14287,531,2,5850,0.99,2005-07-10 17:36:27
16005,597,1,13152,6.99,2005-08-19 13:09:32
10571,390,1,8493,0.99,2005-07-29 09:04:31
7704,284,1,14921,4.99,2005-08-22 05:12:24
3255,121,1,1634,2.99,2005-06-16 08:16:05
1971,73,2,1133,4.99,2005-05-31 19:12:21
14824,552,1,13693,0.99,2005-08-20 09:11:42
15540,580,1,5937,6.99,2005-07-10 22:16:08
13627,506,2,387,2.99,2005-05-27 10:35:27
3451,128,2,8415,2.99,2005-07-29 06:52:27
2698,100,2,5238,4.99,2005-07-09 13:11:14
6784,251,1,14292,0.99,2005-08-21 07:06:20
11201,414,1,7009,0.99,2005-07-27 01:45:44
3857,143,1,221,2.99,2005-05-26 10:14:09
2742,102,2,3630,1.99,2005-07-06 06:27:15
2238,82,1,12470,3.99,2005-08-18 11:55:42
8824,326,2,11485,4.99,2005-08-02 22:33:25
8223,303,1,3107,2.99,2005-06-20 17:26:05
5072,186,1,15596,0.99,2005-08-23 06:19:51
8588,317,1,4177,8.99,2005-07-07 10:12:36
6773,251,2,8443,2.99,2005-07-29 07:33:12
8563,316,2,3373,8.99,2005-06-21 13:35:32
1736,64,1,1001,2.99,2005-05-31 00:46:31
6717,249,1,597,3.99,2005-05-28 14:01:02
257,10,2,2222,3.99,2005-06-18 03:26:23
3970,146,1,11857,4.99,2005-08-17 13:48:30
11285,417,2,12074,0.99,2005-08-17 21:50:57
5175,190,2,15167,4.99,2006-02-14 15:16:03
13552,503,2,3935,6.99,2005-07-06 21:08:29
1784,65,1,12114,7.99,2005-08-17 23:02:00
340,13,1,7916,2.99,2005-07-28 11:49:53
8209,302,1,12903,2.99,2005-08-19 04:09:38
11825,438,1,13414,4.99,2005-08-19 22:47:34
12416,460,2,298,0.99,2005-05-26 20:52:26
1073,39,1,2876,4.99,2005-06-20 01:06:34
13983,519,2,12648,7.99,2005-08-18 18:30:21
809,29,2,13173,2.99,2005-08-19 13:50:36
9756,361,2,8189,4.99,2005-07-28 22:36:26
15083,563,2,4808,3.99,2005-07-08 17:02:49
13668,507,2,4440,0.99,2005-07-07 23:00:58
11056,408,2,13744,3.99,2005-08-20 10:51:45
3846,142,2,10934,5.99,2005-08-02 02:52:18
2218,82,2,145,2.99,2005-05-25 23:59:03
9685,359,2,392,2.99,2005-05-27 11:14:42
4066,149,1,3894,2.99,2005-07-06 19:01:39
13101,485,2,9039,2.99,2005-07-30 06:24:28
3100,115,1,5245,4.99,2005-07-09 13:24:14
6976,258,1,13491,4.99,2005-08-20 01:30:56
10223,377,1,12549,4.99,2005-08-18 14:38:07
3769,139,2,9920,4.99,2005-07-31 14:57:13
2569,94,1,12316,2.99,2005-08-18 06:16:09
7876,291,1,2300,2.99,2005-06-18 08:22:34
14420,535,1,12732,0.99,2005-08-18 21:57:50
911,33,1,5421,0.99,2005-07-09 20:49:12
7007,259,2,14170,4.99,2005-08-21 03:00:39
5500,203,2,3406,2.99,2005-06-21 16:00:18
12678,469,1,10741,2.99,2005-08-01 19:52:52
11854,439,1,11989,2.99,2005-08-17 18:23:58
2572,94,1,14865,4.99,2005-08-22 03:06:38
11847,439,2,8703,2.99,2005-07-29 17:12:44
5235,193,2,12658,4.99,2005-08-18 19:05:42
8679,321,1,3920,4.99,2005-07-06 20:26:40
9257,342,1,12139,6.99,2005-08-17 23:57:13
10946,405,2,2654,3.99,2005-06-19 10:37:54
3450,128,2,7582,4.99,2005-07-27 23:15:14
7106,263,2,5125,2.99,2005-07-09 07:25:28
14786,551,1,2776,3.99,2005-06-19 18:16:24
3820,141,1,12093,2.99,2005-08-17 22:28:40
9886,366,2,4276,2.99,2005-07-07 14:50:59
15829,591,2,7741,0.99,2005-07-28 05:25:55
833,30,1,8030,4.99,2005-07-28 16:12:53
11548,427,2,9978,2.99,2005-07-31 16:59:51
11831,439,1,786,9.99,2005-05-29 15:17:28
10029,371,2,2837,0.99,2005-06-19 22:03:50
8487,313,2,2711,4.99,2005-06-19 14:12:22
4200,154,2,9286,2.99,2005-07-30 15:32:28
3496,129,2,12612,3.99,2005-08-18 17:10:05
8465,312,2,6751,2.99,2005-07-12 14:50:34
13948,518,2,7038,3.99,2005-07-27 03:07:29
12942,479,2,6849,8.99,2005-07-12 19:29:19
6964,258,1,5935,9.99,2005-07-10 22:11:04
1006,36,2,13562,2.99,2005-08-20 04:31:45
12668,469,2,7062,6.99,2005-07-27 03:52:01
5262,195,1,4234,6.99,2005-07-07 13:01:35
2884,107,2,5575,2.99,2005-07-10 03:55:50
14408,535,1,6504,2.99,2005-07-12 03:19:14
4255,156,2,13531,2.99,2005-08-20 03:26:10
13651,506,2,11781,4.99,2005-08-17 10:37:00
1393,51,1,661,4.99,2005-05-28 21:01:25
13578,504,2,470,4.99,2005-05-27 21:17:08
11987,444,2,11353,0.99,2005-08-02 17:34:45
1130,41,1,6976,4.99,2005-07-27 00:40:01
11531,426,2,14151,6.99,2005-08-21 02:23:25
7916,292,1,11193,4.99,2005-08-02 11:31:33
52,2,1,11177,6.99,2005-08-02 10:43:48
14851,554,1,607,2.99,2005-05-28 15:02:41
11788,437,2,10009,8.99,2005-07-31 18:00:28
7141,264,1,9861,5.99,2005-07-31 13:04:14
1129,41,1,4575,2.99,2005-07-08 05:49:14
1583,57,1,9211,1.99,2005-07-30 12:59:45
15258,569,1,14896,8.99,2005-08-22 04:20:55
14034,521,2,12082,4.99,2005-08-17 22:13:15
14772,550,2,14071,2.99,2005-08-20 23:01:56
5599,207,2,826,6.99,2005-05-29 21:56:15
4630,171,2,804,9.99,2005-05-29 18:10:24
2814,104,1,9090,3.99,2005-07-30 08:24:42
14314,532,2,5278,4.99,2005-07-09 14:44:23
3135,116,2,7763,5.99,2005-07-28 06:35:16
606,23,1,3015,5.99,2005-06-20 10:48:56
423,16,1,1944,7.99,2005-06-17 07:50:53
15949,595,1,10932,2.99,2005-08-02 02:46:22
8372,308,1,11972,4.99,2005-08-17 17:55:46
12309,456,2,2146,6.99,2005-06-17 22:26:23
6443,239,1,636,6.99,2005-05-28 17:47:58
2125,78,2,7747,4.99,2005-07-28 05:50:11
2625,97,2,3565,0.99,2005-07-06 03:02:58
4643,171,2,6774,0.99,2005-07-12 15:56:08
5990,221,1,9320,6.99,2005-07-30 17:16:39
15844,592,2,1163,6.99,2005-06-14 23:12:46
6920,257,2,244,2.99,2005-05-26 13:40:40
6766,251,1,3799,4.99,2005-07-06 15:00:14
14616,543,1,15785,1.99,2005-08-23 13:46:27
15185,566,2,12995,4.99,2005-08-19 07:26:30
9053,335,1,6624,7.99,2005-07-12 09:05:50
33,2,1,320,4.99,2005-05-27 00:09:24
14747,549,1,14434,0.99,2005-08-21 11:40:46
138,5,1,12797,2.99,2005-08-19 00:24:08
9721,360,2,6770,5.99,2005-07-12 15:49:40
7078,262,2,5503,0.99,2005-07-10 00:35:37
7682,284,1,1145,6.99,2005-05-31 20:13:45
10529,389,1,998,4.99,2005-05-31 00:16:57
7828,289,1,7151,4.99,2005-07-27 07:14:31
1208,44,1,1497,3.99,2005-06-15 21:56:39
2017,74,2,15325,4.99,2005-08-22 20:27:38
3445,128,1,5647,4.99,2005-07-10 07:08:40
2587,95,1,9695,6.99,2005-07-31 07:13:30
9902,366,1,9316,6.99,2005-07-30 17:11:58
7331,271,1,3640,1.99,2005-07-06 07:12:26
9077,336,2,5649,2.99,2005-07-10 07:15:07
10329,381,1,10608,0.99,2005-08-01 14:48:41
9444,349,1,7002,4.99,2005-07-27 01:26:14
13194,489,2,3816,2.99,2005-07-06 15:27:04
10885,403,2,3737,3.99,2005-07-06 11:45:53
12456,461,2,11219,0.99,2005-08-02 12:30:20
15714,587,1,2329,4.99,2005-06-18 10:22:52
8157,300,2,12644,5.99,2005-08-18 18:22:27
6545,242,1,4426,4.99,2005-07-07 22:28:32
4307,158,1,8957,1.99,2005-07-30 03:34:10
15396,575,2,454,4.99,2005-05-27 19:31:36
14006,520,2,10530,4.99,2005-08-01 12:01:17
13014,482,1,4768,4.99,2005-07-08 15:28:20
133,5,1,10625,0.99,2005-08-01 15:27:10
3997,147,1,10706,7.99,2005-08-01 18:41:28
4206,154,2,14731,2.99,2005-08-21 22:21:49
10649,393,2,4546,8.99,2005-07-08 04:18:36
13853,514,2,12578,0.99,2005-08-18 15:47:11
9870,365,2,8782,4.99,2005-07-29 20:29:34
10628,392,2,8612,9.99,2005-07-29 13:28:20
1996,74,2,2517,0.99,2005-06-19 00:11:26
10588,391,2,73,4.99,2005-05-25 11:00:07
13431,498,1,12893,2.99,2005-08-19 03:46:43
15975,596,1,11934,0.99,2005-08-17 16:40:00
1442,52,2,10591,0.99,2005-08-01 14:12:29
2535,93,2,2256,4.99,2005-06-18 05:21:56
3752,138,1,15424,2.99,2005-08-23 00:03:01
1944,72,1,3700,0.99,2005-07-06 10:12:19
12689,469,1,15851,2.99,2005-08-23 15:46:33
304,12,1,1084,4.99,2005-05-31 11:10:17
2699,100,2,5355,6.99,2005-07-09 18:07:17
6756,250,2,15247,6.99,2005-08-22 17:52:05
6469,239,1,12721,1.99,2005-08-18 21:30:12
13084,484,1,16026,4.99,2005-08-23 21:49:22
9899,366,2,8169,4.99,2005-07-28 21:29:46
14095,523,1,13133,2.99,2005-08-19 12:11:03
3043,113,1,6025,0.99,2005-07-11 02:18:13
3029,113,1,510,0.99,2005-05-28 02:52:14
15577,581,1,7783,2.99,2005-07-28 07:14:43
13636,506,1,2755,9.99,2005-06-19 16:56:31
128,5,1,8263,2.99,2005-07-29 01:11:23
3892,144,2,5526,7.99,2005-07-10 02:04:03
4996,183,1,13536,4.99,2005-08-20 03:35:16
7365,272,2,13274,2.99,2005-08-19 17:50:03
11077,409,2,8265,5.99,2005-07-29 01:20:15
14117,525,1,437,5.99,2005-05-27 17:47:22
3805,141,1,4656,5.99,2005-07-08 09:50:10
14668,546,1,4734,0.99,2005-07-08 13:12:12
9845,364,1,5872,10.99,2005-07-10 18:54:05
5592,206,2,13696,0.99,2005-08-20 09:16:15
4684,172,2,13937,4.99,2005-08-20 17:22:51
13644,506,2,8096,9.99,2005-07-28 18:32:46
13031,482,2,14891,6.99,2005-08-22 04:11:02
4867,179,1,3671,6.99,2005-07-06 09:01:29
3995,147,1,8893,2.99,2005-07-30 00:48:19
2310,85,2,4451,0.99,2005-07-07 23:29:54
1716,63,2,6847,8.99,2005-07-12 19:22:37
1687,62,1,947,4.99,2005-05-30 15:36:57
10975,406,2,2150,3.99,2005-06-17 22:50:36
8263,304,2,11983,4.99,2005-08-17 18:13:55
14011,520,1,13311,0.99,2005-08-19 19:07:09
1083,39,2,8723,7.99,2005-07-29 18:03:47
7300,269,2,14693,6.99,2005-08-21 20:44:19
12576,466,1,13478,2.99,2005-08-20 01:07:14
9542,353,1,11186,0.99,2005-08-02 11:12:08
13207,489,1,15205,0.99,2005-08-22 16:32:23
13240,491,2,3031,4.99,2005-06-20 11:52:49
15100,563,2,15638,3.99,2005-08-23 07:54:54
1634,59,2,8643,4.99,2005-07-29 14:45:23
13443,499,1,7800,0.99,2005-07-28 07:50:59
3538,131,1,5874,3.99,2005-07-10 19:02:51
5032,185,1,7066,4.99,2005-07-27 03:53:52
12575,466,1,12048,7.99,2005-08-17 20:49:24
12986,481,1,4505,1.99,2005-07-08 02:20:04
6989,259,1,6074,0.99,2005-07-11 04:59:56
6745,250,1,5479,2.99,2005-07-09 23:47:33
7070,262,2,984,4.99,2005-05-30 22:17:17
4968,182,1,12573,4.99,2005-08-18 15:32:57
1983,73,1,9776,2.99,2005-07-31 10:01:03
904,32,1,13931,1.99,2005-08-20 17:16:10
7016,260,2,2040,2.99,2005-06-17 14:18:37
668,25,1,6653,4.99,2005-07-12 11:06:17
8647,319,2,11994,2.99,2005-08-17 18:29:35
13938,517,1,15559,5.99,2005-08-23 04:55:05
14257,529,1,14970,5.99,2005-08-22 06:49:29
5950,220,1,1832,0.99,2005-06-16 22:35:20
3732,138,1,7754,2.99,2005-07-28 06:10:55
3767,139,2,7767,5.99,2005-07-28 06:42:02
7802,288,2,9429,2.99,2005-07-30 21:19:26
13798,512,2,13771,0.99,2005-08-20 11:47:21
9064,335,2,15005,4.99,2005-08-22 08:15:44
3476,129,1,3689,0.99,2005-07-06 09:43:01
4062,149,2,2194,4.99,2005-06-18 01:41:37
10311,381,1,1878,1.99,2005-06-17 02:55:32
2963,110,1,4317,2.99,2005-07-07 17:44:49
14991,560,1,137,2.99,2005-05-25 22:25:18
11624,431,2,2281,4.99,2005-06-18 06:47:29
13393,497,2,8867,4.99,2005-07-30 00:02:18
11604,430,2,2892,0.99,2005-06-20 02:06:39
9471,350,1,4767,2.99,2005-07-08 15:18:53
8817,326,2,9855,0.99,2005-07-31 13:00:33
14089,523,1,8372,5.99,2005-07-29 05:18:08
2456,90,2,10206,7.99,2005-08-01 00:52:40
847,30,1,14339,0.99,2005-08-21 08:37:15
21,1,2,9571,2.99,2005-07-31 02:42:18
10971,405,1,15932,4.99,2005-08-23 18:31:40
10514,388,2,9840,2.99,2005-07-31 12:23:18
15084,563,2,4825,4.99,2005-07-08 17:43:01
7754,286,2,11670,0.99,2005-08-17 05:48:59
7598,280,2,9103,0.99,2005-07-30 08:49:26
6285,233,2,8596,0.99,2005-07-29 12:48:54
2651,98,1,8324,5.99,2005-07-29 03:56:05
7048,261,1,1760,2.99,2005-06-16 17:48:37
5278,195,2,13741,0.99,2005-08-20 10:48:47
11571,428,2,8528,4.99,2005-07-29 10:24:22
1684,61,2,15089,6.99,2005-08-22 11:34:06
285,11,2,5835,5.99,2005-07-10 16:44:58
2717,101,1,5757,2.99,2005-07-10 12:40:17
2945,109,1,4921,4.99,2005-07-08 21:43:21
8298,306,1,3814,6.99,2005-07-06 15:23:56
14249,529,2,12356,2.99,2005-08-18 07:37:05
5304,196,1,9721,6.99,2005-07-31 08:28:46
6273,233,2,2443,4.99,2005-06-18 18:52:30
1443,52,1,10635,0.99,2005-08-01 15:37:58
4388,161,1,9135,4.99,2005-07-30 10:06:53
8339,307,1,4868,4.99,2005-07-08 19:13:50
7726,285,1,10641,4.99,2005-08-01 15:44:57
8385,309,2,2644,3.99,2005-06-19 09:42:30
4844,178,2,8696,4.99,2005-07-29 16:45:18
12433,460,1,12865,0.99,2005-08-19 02:38:50
15524,579,1,11494,3.99,2005-08-02 22:51:23
310,12,1,3411,0.99,2005-06-21 16:31:27
9688,359,2,1770,1.99,2005-06-16 18:07:55
11005,407,1,619,7.99,2005-05-28 15:52:26
5998,221,2,13434,2.99,2005-08-19 23:34:26
2844,105,1,13057,6.99,2005-08-19 09:40:05
12397,459,2,8557,10.99,2005-07-29 11:19:59
12037,446,2,6454,0.99,2005-07-12 01:00:12
6960,258,1,4677,5.99,2005-07-08 10:30:36
14809,552,1,4477,6.99,2005-07-08 00:38:24
2689,100,2,1216,4.99,2005-06-15 03:23:48
10019,371,1,26,3.99,2005-05-25 03:36:50
2048,75,2,10653,5.99,2005-08-01 16:28:07
1953,72,2,9648,4.99,2005-07-31 05:46:03
10396,384,2,1013,2.99,2005-05-31 02:37:00
614,23,2,6917,5.99,2005-07-12 22:30:15
6851,254,1,5550,5.99,2005-07-10 02:58:35
11762,436,2,11615,4.99,2005-08-17 03:54:35
14316,532,1,5887,2.99,2005-07-10 19:45:47
1401,51,1,5606,4.99,2005-07-10 05:07:55
8735,323,2,7275,2.99,2005-07-27 11:39:08
4693,173,1,2602,2.99,2005-06-19 06:10:08
5708,210,2,8738,0.99,2005-07-29 18:32:47
7013,260,1,1101,8.99,2005-05-31 14:13:59
8981,332,2,11564,2.99,2005-08-17 01:27:49
14665,546,1,2361,5.99,2005-06-18 13:19:05
6517,241,1,7434,2.99,2005-07-27 17:34:40
15903,594,2,1537,5.99,2005-06-16 00:52:51
4488,166,1,662,1.99,2005-05-28 21:09:31
5951,220,2,4918,2.99,2005-07-08 21:37:31
3344,124,1,6411,2.99,2005-07-11 23:10:50
4835,178,1,5984,2.99,2005-07-11 00:44:36
1428,52,1,2862,2.99,2005-06-19 23:47:24
11101,410,1,7523,4.99,2005-07-27 21:11:23
12078,447,1,13072,2.99,2005-08-19 10:03:30
10805,399,1,15468,4.99,2005-08-23 01:25:30
701,26,1,5437,2.99,2005-07-09 21:32:29
8007,295,2,10222,0.99,2005-08-01 01:17:42
6026,223,1,2334,4.99,2005-06-18 10:56:24
9906,366,2,11340,5.99,2005-08-02 17:05:43
10942,405,2,770,4.99,2005-05-29 12:56:50
14180,526,1,16043,9.99,2005-08-23 22:21:03
3506,130,1,1630,2.99,2005-06-16 07:55:01
11699,434,1,4414,2.99,2005-07-07 22:00:21
4124,151,1,9969,2.99,2005-07-31 16:38:12
15518,579,1,8876,0.99,2005-07-30 00:15:09
7193,266,2,10910,5.99,2005-08-02 01:54:34
2042,75,2,8202,1.99,2005-07-28 23:11:45
12443,461,2,3698,0.99,2005-07-06 10:09:20
14151,526,2,5056,2.99,2005-07-09 04:13:45
11066,409,2,4550,4.99,2005-07-08 04:34:00
1825,67,1,2064,3.99,2005-06-17 15:57:56
913,33,2,6280,0.99,2005-07-11 16:36:17
8522,314,2,8328,6.99,2005-07-29 04:06:24
7609,280,2,15554,5.99,2005-08-23 04:48:12
14045,522,2,3102,8.99,2005-06-20 16:55:55
12041,446,1,7005,5.99,2005-07-27 01:38:36
5579,206,1,6420,6.99,2005-07-11 23:38:49
6901,256,1,4130,0.99,2005-07-07 07:51:53
10420,385,1,1746,2.99,2005-06-16 16:41:19
12763,472,2,6274,5.99,2005-07-11 16:09:42
11351,420,2,2672,3.99,2005-06-19 11:42:04
14162,526,1,8053,4.99,2005-07-28 16:59:41
13417,498,2,4972,2.99,2005-07-08 23:56:09
2181,80,1,10313,0.99,2005-08-01 04:29:29
3575,132,1,6978,1.99,2005-07-27 00:47:40
3014,112,2,9911,3.99,2005-07-31 14:48:01
13611,505,2,4008,5.99,2005-07-07 00:26:43
228,8,1,15374,7.99,2005-08-22 22:09:09
390,15,1,4127,5.99,2005-07-07 07:26:19
2826,105,1,485,2.99,2005-05-27 23:40:52
15624,583,1,5478,5.99,2005-07-09 23:45:15
10490,387,2,11682,2.99,2005-08-17 06:13:40
4931,181,2,10262,4.99,2005-08-01 03:01:26
10784,398,1,15189,3.99,2005-08-22 15:56:42
11368,420,2,11236,5.99,2005-08-02 13:17:21
5853,215,1,15583,2.99,2005-08-23 05:47:55
11291,417,1,14607,2.99,2005-08-21 17:56:50
14785,551,2,2069,4.99,2005-06-17 16:19:39
14825,552,2,14724,4.99,2005-08-21 21:53:47
3435,127,1,14189,2.99,2005-08-21 03:32:17
4286,157,1,12916,0.99,2005-08-19 04:27:05
1215,44,1,5787,8.99,2005-07-10 14:08:49
114,5,2,2570,2.99,2005-06-19 04:20:13
13242,491,1,4046,8.99,2005-07-07 03:27:59
13673,507,1,6351,6.99,2005-07-11 20:31:44
10883,403,1,3356,5.99,2005-06-21 11:38:45
11478,424,2,15941,9.99,2005-08-23 18:46:44
11948,443,1,2871,2.99,2005-06-20 00:27:49
3417,127,2,1803,2.99,2005-06-16 20:32:47
10429,385,2,7776,0.99,2005-07-28 07:04:36
13252,491,2,10178,4.99,2005-07-31 23:43:04
15740,588,1,2453,2.99,2005-06-18 19:30:53
5066,186,1,14006,2.99,2005-08-20 20:21:36
8501,313,2,15081,2.99,2005-08-22 11:14:31
619,23,2,9255,9.99,2005-07-30 14:26:46
8221,303,1,2223,8.99,2005-06-18 03:27:03
3180,118,1,8881,4.99,2005-07-30 00:22:31
10136,374,2,7837,0.99,2005-07-28 08:58:32
10308,381,2,406,2.99,2005-05-27 13:46:46
10972,405,1,12792,0.99,2006-02-14 15:16:03
11823,438,2,12654,0.99,2005-08-18 18:56:40
5809,214,2,4211,0.99,2005-07-07 11:50:41
4250,156,1,9696,0.99,2005-07-31 07:13:46
11325,419,1,62,2.99,2005-05-25 09:18:52
8035,296,1,9304,2.99,2005-07-30 16:41:34
10059,372,1,5229,4.99,2005-07-09 12:30:18
1787,65,2,14140,6.99,2005-08-21 02:04:57
5822,214,2,13138,2.99,2005-08-19 12:30:01
1339,49,2,3615,0.99,2005-07-06 05:47:47
2178,80,2,7558,0.99,2005-07-27 22:19:08
15289,571,2,689,3.99,2005-05-29 00:46:53
1084,39,1,8805,2.99,2005-07-29 21:29:58
15009,560,1,10702,4.99,2005-08-01 18:34:59
14051,522,2,4701,4.99,2005-07-08 11:38:48
