assay_id,cell_id,assay_category,tissue_id,confidence_score,assay_tissue,assay_test_type,chembl_id,src_assay_id,curated_by,assay_type,variant_id,src_id,assay_subcellular_fraction,relationship_type,description,assay_strain,assay_cell_type,tid,bao_format
12826,,,,0,,In vivo,CHEMBL625521,,Autocuration,A,,1,,U,Total clearance of compound was determined in monkey at 5 mg/kg intravenously admn.,,,22224,BAO_0000218
12827,,,,1,,In vivo,CHEMBL623171,,Intermediate,A,,1,,N,Total clearance of compound was determined in rabbit at 5 mg/kg intravenously admn.,,,50592,BAO_0000218
12828,,,,1,,In vivo,CHEMBL623853,,Intermediate,A,,1,,N,Total clearance of compound was determined in rat at 5 mg/kg intravenously admn.,,,50597,BAO_0000218
12829,,,,0,,,CHEMBL623854,,Autocuration,A,,1,,U,Plasma clearance for the compound was determined.,,,22224,BAO_0000019
12830,,,,0,,,CHEMBL874405,,Autocuration,P,,1,,U,CLog P value of the compound,,,22224,BAO_0000100
12831,,,,0,,,CHEMBL623855,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
12832,,,,0,,,CHEMBL623856,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
12833,,,,0,,,CHEMBL623857,,Autocuration,P,,1,,U,ClogP value of the compound; nd ='no data',,,22224,BAO_0000100
12834,,,,0,,,CHEMBL623858,,Autocuration,P,,1,,U,ClogP value of the compound; nd ='not determined',,,22224,BAO_0000100
12835,,,,0,,,CHEMBL623859,,Autocuration,P,,1,,U,CLog P was determined,,,22224,BAO_0000100
12836,,,,0,,,CHEMBL839829,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
12837,,,,0,,,CHEMBL623860,,Autocuration,A,,1,,U,CLogP was calculated,,,22224,BAO_0000019
12838,,,,0,,,CHEMBL623861,,Autocuration,A,,1,,U,CLogP value was determined,,,22224,BAO_0000019
12839,,,,0,,,CHEMBL623862,,Autocuration,A,,1,,U,CLogP value was evaluated using http://esc.syrres.com/interkow/kowdemo.htm.,,,22224,BAO_0000019
12840,,,,0,,,CHEMBL874406,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
12841,,,,0,,,CHEMBL623863,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
12842,,,,0,,,CHEMBL624021,,Autocuration,P,,1,,U,Calculated partition coefficient (clogP),,,22229,BAO_0000100
12843,,,1236.0,1,Adrenal medulla,,CHEMBL624022,,Intermediate,A,,1,,N,Distribution in female dog adrenal medulla 24 hours after administration.,,,50588,BAO_0000218
12844,,,1236.0,1,Adrenal medulla,,CHEMBL624023,,Intermediate,A,,1,,N,Distribution in female dog adrenal medulla 72 hours after administration.,,,50588,BAO_0000218
12845,,,,1,,,CHEMBL624024,,Intermediate,A,,1,,N,Distribution in female dog bile 24 hours after administration.,,,50588,BAO_0000218
12846,,,,1,,,CHEMBL624025,,Intermediate,A,,1,,N,Distribution in female dog bile 72 hr after administration.,,,50588,BAO_0000218
12847,,,,1,,,CHEMBL624026,,Intermediate,A,,1,,N,Distribution in female dog blood 24 hours after administration.,,,50588,BAO_0000218
12848,,,,1,,,CHEMBL624027,,Intermediate,A,,1,,N,Distribution in female dog blood 72 hours after administration.,,,50588,BAO_0000218
12849,,,,1,,,CHEMBL624028,,Intermediate,A,,1,,N,Distribution in female dog heart 24 hours after administration.,,,50588,BAO_0000218
12850,,,,1,,,CHEMBL624029,,Intermediate,A,,1,,N,Distribution in female dog heart 72 hours after administration.,,,50588,BAO_0000218
12851,,,,1,,,CHEMBL624030,,Intermediate,A,,1,,N,Distribution in female dog kidney 24 hours after administration.,,,50588,BAO_0000218
12852,,,,1,,,CHEMBL624031,,Intermediate,A,,1,,N,Distribution in female dog kidney 72 hours after administration.,,,50588,BAO_0000218
12853,,,160.0,1,Intestine,,CHEMBL624032,,Intermediate,A,,1,,N,Distribution in female dog large intestine 24 hours after administration.,,,50588,BAO_0000218
12854,,,160.0,1,Intestine,,CHEMBL874407,,Intermediate,A,,1,,N,Distribution in female dog large intestine 72 hours after administration.,,,50588,BAO_0000218
12855,,,,1,,,CHEMBL624033,,Intermediate,A,,1,,N,Distribution in female dog liver 24 hours after administration.,,,50588,BAO_0000218
12856,,,,1,,,CHEMBL624034,,Intermediate,A,,1,,N,Distribution in female dog liver 72 hours after administration.,,,50588,BAO_0000218
12857,,,,1,,,CHEMBL624035,,Intermediate,A,,1,,N,Distribution in female dog lung 24 hours after administration.,,,50588,BAO_0000218
12858,,,,1,,,CHEMBL624036,,Intermediate,A,,1,,N,Distribution in female dog lung 72 hours after administration.,,,50588,BAO_0000218
12859,,,2385.0,1,Muscle tissue,,CHEMBL624037,,Intermediate,A,,1,,N,Distribution in female dog muscle 24 hours after administration.,,,50588,BAO_0000218
12860,,,2385.0,1,Muscle tissue,,CHEMBL624038,,Intermediate,A,,1,,N,Distribution in female dog muscle 72 hours after administration.,,,50588,BAO_0000218
12861,,,,1,,,CHEMBL624039,,Intermediate,A,,1,,N,Distribution in female dog pancreas 24 hours after administration.,,,50588,BAO_0000218
12862,,,,1,,,CHEMBL624040,,Intermediate,A,,1,,N,Distribution in female dog pancreas 72 hours after administration.,,,50588,BAO_0000218
12863,,,160.0,1,Intestine,,CHEMBL624041,,Intermediate,A,,1,,N,Distribution in female dog small intestine 24 hours after administration.,,,50588,BAO_0000218
12864,,,160.0,1,Intestine,,CHEMBL624042,,Intermediate,A,,1,,N,Distribution in female dog small intestine 72 hours after administration.,,,50588,BAO_0000218
12865,,,2106.0,1,Spleen,,CHEMBL624043,,Intermediate,A,,1,,N,Distribution in female dog spleen 24 hours after administration.,,,50588,BAO_0000218
12866,,,2106.0,1,Spleen,,CHEMBL624044,,Intermediate,A,,1,,N,Distribution in female dog spleen 72 hours after administration.,,,50588,BAO_0000218
12867,,,945.0,1,Stomach,,CHEMBL624045,,Intermediate,A,,1,,N,Distribution in female dog stomach 24 hours after administration.,,,50588,BAO_0000218
12868,,,945.0,1,Stomach,,CHEMBL624046,,Intermediate,A,,1,,N,Distribution in female dog stomach 72 hours after administration.,,,50588,BAO_0000218
12869,,,2046.0,1,Thyroid gland,,CHEMBL624047,,Intermediate,A,,1,,N,Distribution in female dog thyroid 24 hours after administration.,,,50588,BAO_0000218
12870,,,2046.0,1,Thyroid gland,,CHEMBL624048,,Intermediate,A,,1,,N,Distribution in female dog thyroid 72 hours after administration.,,,50588,BAO_0000218
12871,,,1088.0,1,Urine,,CHEMBL874408,,Intermediate,A,,1,,N,Distribution in female dog urine 24 hours after administration.,,,50588,BAO_0000218
12872,,,1088.0,1,Urine,,CHEMBL624049,,Intermediate,A,,1,,N,Distribution in female dog urine 72 hr after administration.,,,50588,BAO_0000218
12873,,,1969.0,0,Plasma,,CHEMBL624050,,Autocuration,A,,1,,U,Mean plasma concentration measured 1 h following an oral dose of 30 mg/kg,,,22224,BAO_0000218
12874,,,,0,,,CHEMBL624051,,Autocuration,A,,1,,U,Plasma concentration at 7 hr after intravenous dosing,,,22224,BAO_0000019
12875,,,,1,,,CHEMBL623278,,Intermediate,A,,1,,N,Plasma concentration of 3 mg/kg iv after 0.25 hr in rats,,,50597,BAO_0000218
12876,,,,1,,,CHEMBL623279,,Intermediate,A,,1,,N,Plasma concentration of 3 mg/kg iv after 0.5 hr in rats,,,50597,BAO_0000218
12877,,,,1,,,CHEMBL623280,,Intermediate,A,,1,,N,Plasma concentration of 3 mg/kg iv after 1 hr in rats,,,50597,BAO_0000218
12878,,,,1,,,CHEMBL623963,,Intermediate,A,,1,,N,Plasma concentration of 3 mg/kg iv after 2 hr in rats,,,50597,BAO_0000218
12879,,,,1,,,CHEMBL623964,,Intermediate,A,,1,,N,Plasma concentration of 3 mg/kg iv after 4 hr in rats,,,50597,BAO_0000218
12880,,,,1,,,CHEMBL623965,,Intermediate,A,,1,,N,Plasma concentration of 3 mg/kg iv after 6 hr in rats,,,50597,BAO_0000218
12881,,,,1,,,CHEMBL623966,,Intermediate,A,,1,,N,Plasma concentration of 3 mg/kg po after 0.083 hr in rats,,,50597,BAO_0000218
12882,,,,1,,,CHEMBL874415,,Intermediate,A,,1,,N,Plasma concentration after 3 mg/kg peroral dosing in rat at 0.083 h,,,50597,BAO_0000218
12883,,,,1,,,CHEMBL623967,,Intermediate,A,,1,,N,Plasma concentration after 3 mg/kg peroral dosing in rat at 0.25 hr,,,50597,BAO_0000218
12884,,,,1,,,CHEMBL623968,,Intermediate,A,,1,,N,Plasma concentration after 3 mg/kg peroral dosing in rat at 0.5 hr,,,50597,BAO_0000218
12885,,,,1,,,CHEMBL623969,,Intermediate,A,,1,,N,Plasma concentration after 3 mg/kg peroral dosing in rat at 1 hr,,,50597,BAO_0000218
12886,,,,1,,,CHEMBL628409,,Intermediate,A,,1,,N,Plasma concentration after 3 mg/kg peroral dosing in rat at 2 hr,,,50597,BAO_0000218
12887,,,,1,,,CHEMBL628410,,Intermediate,A,,1,,N,Plasma concentration after 3 mg/kg peroral dosing in rat at 4 hr,,,50597,BAO_0000218
12888,,,,1,,,CHEMBL628411,,Intermediate,A,,1,,N,Plasma concentration after 3 mg/kg peroral dosing in rat at 6 hr,,,50597,BAO_0000218
12889,,,,1,,,CHEMBL628412,,Intermediate,A,,1,,N,Plasma concentration after 3 mg/kg peroral dosing in rat at 8 hr,,,50597,BAO_0000218
12890,,,,0,,,CHEMBL628413,,Autocuration,A,,1,,U,Tested for the highest concentration at which toxicity was not observed or the concentration which provided the highest number of net grain counts,,,22224,BAO_0000019
12891,,,1969.0,0,Plasma,,CHEMBL628414,,Autocuration,A,,1,,U,The concentration in plasmat; Not determined,,,22224,BAO_0000019
12892,,,,1,,,CHEMBL628415,,Intermediate,A,,1,,N,Tissue level at 10 mg/kg/po in wistar rats in blood,,,50597,BAO_0000218
12893,,,,1,,,CHEMBL628416,,Intermediate,A,,1,,N,Tissue level at 10 mg/kg/po in wistar rats in brown fat,,,50597,BAO_0000218
12894,,,,1,,,CHEMBL628417,,Intermediate,A,,1,,N,Tissue level at 10 mg/kg/po in wistar rats in heart,,,50597,BAO_0000218
12895,,,2107.0,1,Liver,,CHEMBL874908,,Intermediate,A,,1,,N,Tissue level at 10 mg/kg/po in wistar rats in liver,,,50597,BAO_0000218
12896,,,,1,,,CHEMBL628418,,Intermediate,A,,1,,N,Tissue level at 10 mg/kg/po in wistar rats in plasma,,,50597,BAO_0000218
12897,,,2385.0,1,Muscle tissue,,CHEMBL628419,,Intermediate,A,,1,,N,Tissue level at 10 mg/kg/po in wistar rats in skeletal muscle,,,50597,BAO_0000218
12898,,,,1,,,CHEMBL628420,,Intermediate,A,,1,,N,Tissue level at 10 mg/kg/po in wistar rats in subcutaneous fat,,,50597,BAO_0000218
12899,,,,0,,,CHEMBL628421,,Autocuration,A,,1,,U,Water solubility at 37 degree C.,,,22224,BAO_0000019
12900,,,,0,,,CHEMBL626726,,Autocuration,P,,1,,U,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 13.5 hr,,,22229,BAO_0000100
12901,,,,0,,,CHEMBL626727,,Autocuration,P,,1,,U,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,,,22229,BAO_0000100
12902,,,178.0,1,Blood,,CHEMBL626728,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12903,,,178.0,1,Blood,,CHEMBL626729,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12904,,,178.0,1,Blood,,CHEMBL626730,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12905,,,178.0,1,Blood,,CHEMBL626731,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12906,,,178.0,1,Blood,,CHEMBL626732,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12907,,,948.0,1,Heart,,CHEMBL626733,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12908,,,948.0,1,Heart,,CHEMBL626734,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12909,,,948.0,1,Heart,,CHEMBL626735,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12910,,,948.0,1,Heart,,CHEMBL874909,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12911,,,948.0,1,Heart,,CHEMBL626736,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12912,,,2113.0,1,Kidney,,CHEMBL626737,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12913,,,2113.0,1,Kidney,,CHEMBL630999,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12914,,,2113.0,1,Kidney,,CHEMBL631000,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12915,,,2113.0,1,Kidney,,CHEMBL631001,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12916,,,2113.0,1,Kidney,,CHEMBL631002,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12917,,,2107.0,1,Liver,,CHEMBL631003,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12918,,,2107.0,1,Liver,,CHEMBL631004,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12919,,,2107.0,1,Liver,,CHEMBL631005,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12920,,,2107.0,1,Liver,,CHEMBL631006,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12921,,,2107.0,1,Liver,,CHEMBL631007,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in liver tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12922,,,2048.0,1,Lung,,CHEMBL631008,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12923,,,2048.0,1,Lung,,CHEMBL631009,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12924,,,2048.0,1,Lung,,CHEMBL631010,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12925,,,2048.0,1,Lung,,CHEMBL631011,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12926,,,2048.0,1,Lung,,CHEMBL631012,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in lung tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12927,,,2046.0,1,Thyroid gland,,CHEMBL630271,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 15 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12928,,,2046.0,1,Thyroid gland,,CHEMBL630272,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 2 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12929,,,2046.0,1,Thyroid gland,,CHEMBL630273,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12930,,,2046.0,1,Thyroid gland,,CHEMBL630274,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 5 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12931,,,2046.0,1,Thyroid gland,,CHEMBL630275,,Intermediate,A,,1,,N,Distribution of radioactivity was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 60 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12932,,,,1,,,CHEMBL875782,,Intermediate,A,,1,,N,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 15 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12933,,,,1,,,CHEMBL630276,,Intermediate,A,,1,,N,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 2 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12934,,,,1,,,CHEMBL630277,,Intermediate,A,,1,,N,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 30 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12935,,,,1,,,CHEMBL630278,,Intermediate,A,,1,,N,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 5 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12936,,,,1,,,CHEMBL630279,,Intermediate,A,,1,,N,Mean heart/blood tissue of unfasted Fischer 344 rats administered intravenous after 60 minutes (radiolabeled with [125I]-,,,50597,BAO_0000218
12937,,,,0,,,CHEMBL630280,,Autocuration,A,,1,,U,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 10 mg/Kg,,,22224,BAO_0000019
12938,,,,0,,,CHEMBL630281,,Autocuration,A,,1,,U,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,,,22224,BAO_0000019
12939,,,,1,,,CHEMBL630282,,Intermediate,A,,1,,N,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 4 by Gas-liquid chromatographic analysis,,,50592,BAO_0000218
12940,,,,1,,,CHEMBL630283,,Intermediate,A,,1,,N,Percent of 3-Methyl-thiazolidin-2-ylideneamine as administered dose was reported in rabbit 2,,,50592,BAO_0000218
12941,,,,0,,,CHEMBL630284,,Autocuration,A,,1,,U,Alkylating activity (0.1 mM) was determined at pH 7.4; expressed as OD (540n m)/mM of drug),,,22224,BAO_0000019
12942,,,,0,,,CHEMBL630285,,Autocuration,A,,1,,U,Alkylating activity was determined,,,22224,BAO_0000019
12943,,,,0,,,CHEMBL630286,,Autocuration,A,,1,Microsomes,U,Amount of metabolites in the microsomal medium after 90 min incubation of BTCP (500 uM),,,22224,BAO_0000251
12944,,,,1,,,CHEMBL630069,,Intermediate,A,,1,,N,"Formation of metabolite by rabbit liver microsomal preparation in absence of NADPH, at 2 hours",,,50592,BAO_0000218
12945,,,,1,,,CHEMBL630070,,Intermediate,A,,1,,N,"Formation of metabolite by rabbit liver microsomal preparation in presence of Co-O2 (90:10),at 2 hour",,,50592,BAO_0000218
12946,,,,1,,,CHEMBL630071,,Intermediate,A,,1,,N,"Formation of metabolite by rabbit liver microsomal preparation in presence of N2,at 2 hour",,,50592,BAO_0000218
12947,,,,1,,,CHEMBL630072,,Intermediate,A,,1,,N,"Formation of metabolite by rabbit liver microsomal preparation in presence of NADPH, at 2 hours",,,50592,BAO_0000218
12948,,,,1,,,CHEMBL875110,,Intermediate,A,,1,,N,"Formation of metabolite by rabbit liver microsomal preparation in presence of SKF525A,at 2 hour",,,50592,BAO_0000218
12949,,,,1,,,CHEMBL630073,,Intermediate,A,,1,,N,Compound was tested for antidiuretic activity in rats,,,50597,BAO_0000218
12950,,,,0,,,CHEMBL630074,,Autocuration,A,,1,,U,Compound was tested for inactivation kinetic values,,,22224,BAO_0000019
12951,,,,0,,In vivo,CHEMBL630075,,Autocuration,A,,1,,U,Compound was evaluated for the average apparent volume of distribution when administered through intravenous route,,,22224,BAO_0000218
12952,,,,0,,,CHEMBL630076,,Autocuration,A,,1,,U,Dissociation rate calculated from the first-order equation using the t1/2 value,,,22224,BAO_0000019
12953,,,,0,,,CHEMBL630077,,Autocuration,P,,1,,U,Compound was evaluated for pKa by titration of the compounds in 1:2 methyl alcohol and water,,,22229,BAO_0000100
12954,,,,0,,,CHEMBL630078,,Autocuration,P,,1,,U,Aqueous solubility was measured,,,22229,BAO_0000100
12955,,,,0,,,CHEMBL630079,,Autocuration,P,,1,,U,Aqueous solubility was measured at a pH 4,,,22229,BAO_0000100
12956,,,,0,,,CHEMBL630080,,Autocuration,P,,1,,U,Aqueous solubility (pH 7),,,22229,BAO_0000100
12957,,,,0,,,CHEMBL630081,,Autocuration,P,,1,,U,Aqueous solubility was measured at a pH 9,,,22229,BAO_0000100
12958,,,,0,,,CHEMBL630082,,Autocuration,A,,1,,U,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents",,,22224,BAO_0000019
12959,,,,0,,,CHEMBL630083,,Autocuration,A,,1,,U,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",,,22224,BAO_0000019
12960,,,,0,,,CHEMBL630084,,Autocuration,A,,1,,U,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",,,22224,BAO_0000019
12961,,,,0,,,CHEMBL629198,,Autocuration,P,,1,,U,Aqueous solubility of the compound,,,22229,BAO_0000100
12962,,,,0,,,CHEMBL629199,,Autocuration,P,,1,,U,Aqueous solubility at 37 degree Celsius at pH 7.38,,,22229,BAO_0000100
12963,,,,0,,,CHEMBL629200,,Autocuration,P,,1,,U,Aqueous solubility in pH 7.4 phosphate buffer,,,22229,BAO_0000100
12964,,,,1,,,CHEMBL629201,,Intermediate,A,,1,,N,Mean arterial pressure response following 10 mg/kg intraduodenal administration to salt depleted dog,,,50588,BAO_0000218
12965,,,,1,,,CHEMBL629202,,Intermediate,A,,1,,N,Mean arterial pressure response following 1 mg/kg intravenous administration to salt depleted dog,,,50588,BAO_0000218
12966,,,,1,,,CHEMBL875111,,Intermediate,A,,1,,N,Percentage of aspirin formed during hydrolysis in 10% human plasma at pH 7.4 at 37 degrees celsius,,,50587,BAO_0000218
12967,,,,1,,,CHEMBL629203,,Intermediate,A,,1,,N,Percentage of aspirin formed during hydrolysis in undiluted human plasma at pH 7.4 at 37 degrees celsius,,,50587,BAO_0000218
12968,,,,1,,,CHEMBL629204,,Intermediate,A,,1,,N,The percentage of aspirin formed during hydrolysis in 100% human plasma at pH 7.4 at 37 degrees celsius,,,50587,BAO_0000218
12969,,,,1,,,CHEMBL629205,,Intermediate,A,,1,,N,The percentage of aspirin formed during hydrolysis in 20% human plasma at pH 7.4 at 37 degrees celsius,,,50587,BAO_0000218
12970,,,,1,,,CHEMBL629206,,Intermediate,A,,1,,N,The percentage of aspirin formed during hydrolysis in 60% human plasma at pH 7.4 at 37 degrees celsius,,,50587,BAO_0000218
12971,,,,0,,,CHEMBL631185,,Autocuration,A,,1,,U,The percentage of aspirin formed during hydrolysis in 80% human plasma at pH 7.4 at 37 degrees celsius,,,22224,BAO_0000019
12972,,,,1,,,CHEMBL631186,,Intermediate,A,,1,,N,Compound was evaluated for the average bile flow rat in rats,,,50597,BAO_0000218
12973,,,,1,,,CHEMBL631187,,Intermediate,A,,1,,N,"Effect of compound on cartilage in surgically induced osteoarthritis (OA) model in rabbit at 15 mg/kg, value are relative to activity of RS-130830 (7.9+/-1.5) at 25 mg/kg",,,50592,BAO_0000218
12974,,,,1,,,CHEMBL631188,,Intermediate,A,,1,,N,"Effect of compound on cartilage in surgically induced osteoarthritis (OA) model in rabbit at 25 mg/kg, value are relative to activity of RS-130830 (7.9+/-1.5) at 25 mg/kg",,,50592,BAO_0000218
12975,,,,0,,,CHEMBL876419,,Autocuration,A,,1,,U,Average half life period was determined,,,22224,BAO_0000019
12976,,,,0,,,CHEMBL631189,,Autocuration,A,,1,,U,Average half life period was determined,,,22224,BAO_0000019
12977,,,,1,,,CHEMBL631190,,Intermediate,A,,1,,N,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 0.8 mg/kg per day.,,,50602,BAO_0000218
12978,,,,1,,,CHEMBL631191,,Intermediate,A,,1,,N,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 0.8 mg/kg per day.,,,50602,BAO_0000218
12979,,,,1,,,CHEMBL631192,,Intermediate,A,,1,,N,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 12.5 mg/kg per day.,,,50602,BAO_0000218
12980,,,,1,,,CHEMBL632400,,Intermediate,A,,1,,N,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 3.1 mg/kg per day.,,,50602,BAO_0000218
12981,,,,1,,,CHEMBL630564,,Intermediate,A,,1,,N,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 50 mg/kg per day.,,,50602,BAO_0000218
12982,,,,1,,,CHEMBL630565,,Intermediate,A,,1,,N,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 50 mg/kg per day.,,,50602,BAO_0000218
12983,,,,1,,,CHEMBL630566,,Intermediate,A,,1,,N,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.02 mg/kg per day.,,,50602,BAO_0000218
12984,,,,1,,,CHEMBL631229,,Intermediate,A,,1,,N,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.06 mg/kg per day.,,,50602,BAO_0000218
12985,,,,1,,,CHEMBL631230,,Intermediate,A,,1,,N,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.25 mg/kg per day.,,,50602,BAO_0000218
