assays_assay_id,assays_curated_by,assays_assay_test_type,assays_assay_strain,assays_assay_type,assays_relationship_type,assays_tid,assays_confidence_score,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_tissue_id,assays_variant_id
1388,Expert,,,F,H,106,8,1,,CHEMBL616460,,BAO_0000019,,
1389,Expert,,,F,H,106,8,1,,CHEMBL616461,,BAO_0000019,,
1390,Autocuration,,,F,H,106,8,1,,CHEMBL616462,449.0,BAO_0000219,,
1391,Autocuration,,,F,H,106,8,1,,CHEMBL616463,449.0,BAO_0000219,,
1392,Autocuration,,,F,H,105,8,1,,CHEMBL616464,,BAO_0000019,,
1393,Autocuration,,,B,H,105,8,1,,CHEMBL616465,449.0,BAO_0000219,,
1394,Autocuration,,,B,H,17105,8,1,,CHEMBL832874,,BAO_0000357,,
1395,Autocuration,,,F,H,106,8,1,,CHEMBL616184,,BAO_0000019,,
1396,Autocuration,,,B,H,106,8,1,,CHEMBL616185,,BAO_0000019,,
1397,Intermediate,,,B,H,106,8,1,,CHEMBL616186,,BAO_0000019,,
1398,Autocuration,,,B,H,106,8,1,,CHEMBL616187,,BAO_0000019,,
1399,Expert,,,B,H,10577,8,1,,CHEMBL616188,,BAO_0000357,,
1400,Intermediate,,,B,D,10577,9,1,,CHEMBL873475,,BAO_0000357,,
1401,Expert,,,B,D,10577,9,1,,CHEMBL616189,,BAO_0000019,2435.0,
1402,Expert,,,B,H,10577,8,1,,CHEMBL616190,,BAO_0000357,,
1403,Autocuration,,,B,H,10576,8,1,,CHEMBL616191,,BAO_0000357,,
1404,Autocuration,,,B,H,10576,8,1,,CHEMBL616192,,BAO_0000357,,
1405,Autocuration,,,B,H,10576,8,1,,CHEMBL616193,,BAO_0000357,,
1406,Autocuration,,,B,H,10576,8,1,,CHEMBL616194,,BAO_0000357,,
1407,Autocuration,,,B,H,10576,8,1,,CHEMBL616195,,BAO_0000357,,
1408,Autocuration,,,B,H,10576,8,1,,CHEMBL616196,,BAO_0000357,,
1409,Autocuration,,,B,H,10576,8,1,,CHEMBL616197,,BAO_0000249,10000000.0,
1410,Intermediate,,,B,H,10576,8,1,,CHEMBL616198,,BAO_0000019,,
1411,Autocuration,,,B,H,10576,8,1,,CHEMBL616199,,BAO_0000221,10000000.0,
1412,Expert,,,B,H,10576,8,1,,CHEMBL616200,,BAO_0000221,10000000.0,
1413,Expert,,,B,H,10576,8,1,,CHEMBL616201,,BAO_0000221,10000000.0,
1414,Expert,,,B,H,10576,8,1,,CHEMBL616202,,BAO_0000221,10000000.0,
1415,Expert,,,B,H,10576,8,1,,CHEMBL616203,,BAO_0000221,10000000.0,
1416,Expert,,,B,H,10576,8,1,,CHEMBL616204,,BAO_0000221,10000000.0,
1417,Expert,,,B,H,10576,8,1,,CHEMBL616205,,BAO_0000221,10000000.0,
1418,Expert,,,B,H,10576,8,1,,CHEMBL616206,,BAO_0000221,10000000.0,
1419,Expert,,,B,H,10576,8,1,,CHEMBL616207,,BAO_0000249,,
1420,Autocuration,,,B,H,10576,8,1,,CHEMBL616208,,BAO_0000249,,
1421,Autocuration,,,B,H,10576,8,1,,CHEMBL616209,,BAO_0000249,,
1422,Expert,,,B,H,10576,8,1,,CHEMBL616210,,BAO_0000357,,
1423,Expert,,,B,H,10576,8,1,,CHEMBL616211,,BAO_0000221,10000000.0,
1424,Autocuration,,,B,H,10576,8,1,,CHEMBL616504,,BAO_0000221,10000000.0,
1425,Expert,,,B,D,10576,9,1,,CHEMBL616505,,BAO_0000221,10000000.0,
1426,Autocuration,,,F,H,10576,8,1,,CHEMBL616506,,BAO_0000019,,
1427,Autocuration,,,B,H,10576,8,1,,CHEMBL872107,,BAO_0000221,10000000.0,
1428,Expert,,,B,D,10576,9,1,,CHEMBL616507,,BAO_0000221,10000000.0,
1429,Autocuration,,,B,H,10576,8,1,,CHEMBL616303,,BAO_0000249,,
1430,Autocuration,,,B,H,10576,8,1,,CHEMBL616304,,BAO_0000221,10000000.0,
1431,Expert,,,B,H,10576,8,1,,CHEMBL616305,,BAO_0000221,10000000.0,
1432,Intermediate,,,F,H,10576,8,1,,CHEMBL616306,,BAO_0000221,10000000.0,
1433,Autocuration,,,B,H,10576,8,1,,CHEMBL616307,,BAO_0000357,,
1434,Expert,,,B,D,10576,9,1,,CHEMBL881829,,BAO_0000221,10000000.0,
1435,Expert,,,B,H,10576,8,1,,CHEMBL616308,,BAO_0000357,,
1436,Autocuration,,,B,H,10576,8,1,,CHEMBL616309,,BAO_0000019,,
1437,Expert,,,B,H,10576,8,1,,CHEMBL616310,,BAO_0000019,,
1438,Autocuration,,,B,H,10576,8,1,,CHEMBL616311,449.0,BAO_0000219,,
1439,Expert,,,B,H,10576,8,1,,CHEMBL616312,,BAO_0000357,,
1440,Autocuration,,,B,H,10576,8,1,,CHEMBL616313,,BAO_0000357,,
1441,Expert,,,B,D,10576,9,1,,CHEMBL616314,,BAO_0000221,10000000.0,
1442,Autocuration,,,B,H,10576,8,1,,CHEMBL616315,,BAO_0000221,10000000.0,
1443,Autocuration,,,B,H,10576,8,1,,CHEMBL616567,,BAO_0000221,10000000.0,
1444,Autocuration,,,B,H,10576,8,1,,CHEMBL616568,,BAO_0000221,10000000.0,
1445,Intermediate,,,B,H,10576,8,1,,CHEMBL616569,,BAO_0000019,,
1446,Expert,,,B,H,10576,8,1,,CHEMBL616570,,BAO_0000357,,
1447,Autocuration,,,B,H,10576,8,1,,CHEMBL616571,,BAO_0000357,,
1448,Autocuration,,,B,H,10576,8,1,,CHEMBL616572,,BAO_0000221,10000000.0,
1449,Expert,,,B,H,10576,8,1,,CHEMBL616573,,BAO_0000249,,
1450,Expert,,,B,D,10576,9,1,,CHEMBL616574,,BAO_0000357,,
1451,Expert,,,B,H,10576,8,1,,CHEMBL616575,,BAO_0000221,10000000.0,
1452,Autocuration,,,B,H,10576,8,1,,CHEMBL872108,,BAO_0000221,10000000.0,
1453,Autocuration,,,B,H,10576,8,1,,CHEMBL616576,,BAO_0000357,,
1454,Autocuration,,,B,H,10576,8,1,,CHEMBL616577,,BAO_0000249,,
1455,Autocuration,,,B,H,10576,8,1,,CHEMBL616578,,BAO_0000249,,
1456,Expert,,,B,H,10576,8,1,,CHEMBL616579,,BAO_0000357,,
1457,Expert,,,B,D,10576,9,1,,CHEMBL616580,,BAO_0000019,,
1458,Autocuration,,,B,H,10576,8,1,,CHEMBL616581,,BAO_0000019,,
1459,Autocuration,,,B,H,10576,8,1,,CHEMBL616582,,BAO_0000221,10000000.0,
1460,Expert,,,B,H,10576,8,1,,CHEMBL616583,,BAO_0000221,10000000.0,
1461,Expert,,,B,D,10576,9,1,,CHEMBL616584,,BAO_0000221,10000000.0,
1462,Expert,,,B,H,10576,8,1,,CHEMBL616585,,BAO_0000357,,
1463,Expert,,,B,D,10576,9,1,,CHEMBL616586,,BAO_0000221,10000000.0,
1464,Autocuration,,,B,H,10576,8,1,,CHEMBL616587,,BAO_0000221,10000000.0,
1465,Autocuration,,,B,H,10576,8,1,,CHEMBL616588,,BAO_0000221,10000000.0,
1466,Autocuration,,,B,H,10576,8,1,,CHEMBL616589,,BAO_0000221,10000000.0,
1467,Expert,,,B,H,10576,8,1,,CHEMBL616590,,BAO_0000221,10000000.0,
1468,Expert,,,B,H,10576,8,1,,CHEMBL616591,449.0,BAO_0000219,,
1469,Expert,,,B,H,10576,8,1,,CHEMBL616592,,BAO_0000357,,
1470,Autocuration,,,B,H,10576,8,1,,CHEMBL616593,,BAO_0000357,,
1471,Expert,,,B,H,10576,8,1,,CHEMBL616594,485.0,BAO_0000219,,
1472,Expert,,,B,H,10576,8,1,,CHEMBL616595,,BAO_0000249,,
1473,Autocuration,,,B,H,10576,8,1,,CHEMBL616596,,BAO_0000357,,
1474,Autocuration,,,B,H,10576,8,1,,CHEMBL616597,,BAO_0000221,10000000.0,
1475,Expert,,,B,H,10576,8,1,,CHEMBL616598,,BAO_0000221,10000000.0,
1476,Expert,,,F,D,10576,9,1,,CHEMBL616599,,BAO_0000249,,
1477,Expert,,,F,D,10576,9,1,,CHEMBL616600,,BAO_0000249,10000000.0,
1478,Autocuration,,,B,H,10576,8,1,,CHEMBL616601,,BAO_0000019,,
1479,Autocuration,,,B,H,10576,8,1,,CHEMBL616602,,BAO_0000019,,
1480,Autocuration,,,B,H,10576,8,1,,CHEMBL616603,,BAO_0000019,,
1481,Autocuration,,,B,H,10576,8,1,,CHEMBL616604,,BAO_0000019,,
1482,Autocuration,,,B,H,10576,8,1,,CHEMBL616316,,BAO_0000249,,
1483,Autocuration,,,B,H,10576,8,1,,CHEMBL616317,,BAO_0000249,,
1484,Expert,,,B,D,10576,9,1,,CHEMBL616318,,BAO_0000019,,
1485,Autocuration,,,B,H,10576,8,1,,CHEMBL616319,,BAO_0000221,10000000.0,
1486,Autocuration,,,B,H,10576,8,1,,CHEMBL616320,,BAO_0000221,10000000.0,
1487,Expert,,,B,D,10576,9,1,,CHEMBL616321,,BAO_0000221,10000000.0,
1488,Autocuration,,,F,H,10576,8,1,,CHEMBL616322,,BAO_0000019,,
1489,Autocuration,,,F,H,10576,8,1,,CHEMBL616323,,BAO_0000019,,
1490,Autocuration,,,B,H,10576,8,1,,CHEMBL616324,,BAO_0000357,,
1491,Autocuration,,,B,H,10576,8,1,,CHEMBL616325,,BAO_0000221,10000000.0,
1492,Autocuration,,,B,H,10576,8,1,,CHEMBL616326,,BAO_0000221,10000000.0,
1493,Autocuration,,,B,H,10576,8,1,,CHEMBL616327,,BAO_0000221,10000000.0,
1494,Autocuration,,,B,H,10576,8,1,,CHEMBL616328,,BAO_0000357,,
1495,Autocuration,,,B,H,10576,8,1,,CHEMBL858110,,BAO_0000249,,
1496,Autocuration,,,F,H,10576,8,1,,CHEMBL616329,,BAO_0000249,,
1497,Autocuration,,,B,H,10576,8,1,,CHEMBL616330,,BAO_0000249,,
1498,Autocuration,,,F,H,10576,8,1,,CHEMBL616331,,BAO_0000249,,
1499,Autocuration,,,F,H,10576,8,1,,CHEMBL616332,,BAO_0000249,,
1500,Autocuration,,,B,H,10576,8,1,,CHEMBL857063,,BAO_0000249,955.0,
1501,Autocuration,,,B,H,10576,8,1,,CHEMBL616333,,BAO_0000019,,
1502,Expert,,,F,H,10576,8,1,,CHEMBL616334,,BAO_0000019,,
1503,Autocuration,,,B,H,10576,8,1,,CHEMBL616335,,BAO_0000221,10000000.0,
1504,Autocuration,,,B,H,10576,8,1,,CHEMBL616336,,BAO_0000019,,
1505,Expert,,,B,H,10576,8,1,,CHEMBL616337,,BAO_0000249,,
1506,Autocuration,,,B,H,10576,8,1,,CHEMBL616338,,BAO_0000019,,
1507,Autocuration,,,B,H,10576,8,1,,CHEMBL616339,,BAO_0000221,10000000.0,
1508,Autocuration,,,B,H,10576,8,1,,CHEMBL616340,,BAO_0000221,10000000.0,
1509,Autocuration,,,B,H,10576,8,1,,CHEMBL616341,,BAO_0000357,,
1510,Expert,,,B,D,10576,9,1,,CHEMBL616342,,BAO_0000357,,
1511,Expert,,,B,D,10576,9,1,,CHEMBL616343,,BAO_0000019,,
1512,Expert,,,B,H,10576,8,1,,CHEMBL616344,,BAO_0000019,,
1513,Expert,,,B,H,10576,8,1,,CHEMBL616345,,BAO_0000357,,
1514,Expert,,,B,H,10576,8,1,,CHEMBL616346,,BAO_0000019,,
1515,Autocuration,,,B,H,10576,8,1,,CHEMBL616347,,BAO_0000221,10000000.0,
1516,Expert,,,B,H,10576,8,1,,CHEMBL616348,,BAO_0000019,,
1517,Expert,,,B,H,10576,8,1,,CHEMBL616349,,BAO_0000357,,
1518,Expert,,,B,D,10576,9,1,,CHEMBL616152,,BAO_0000249,,
1519,Autocuration,,,B,H,10576,8,1,,CHEMBL616153,,BAO_0000249,,
1520,Expert,,,B,H,10576,8,1,,CHEMBL616154,,BAO_0000019,,
1521,Autocuration,,,B,H,10576,8,1,,CHEMBL616155,,BAO_0000019,,
1522,Expert,,,B,D,10576,9,1,,CHEMBL616156,,BAO_0000221,10000000.0,
1523,Expert,,,B,D,10576,9,1,,CHEMBL616157,,BAO_0000221,10000000.0,
1524,Autocuration,,,B,H,10576,8,1,,CHEMBL616158,,BAO_0000221,10000000.0,
1525,Autocuration,,,B,H,10576,8,1,,CHEMBL616159,,BAO_0000357,,
1526,Expert,,,B,H,10576,8,1,,CHEMBL616160,,BAO_0000357,,
1527,Autocuration,,,B,H,10576,8,1,,CHEMBL616161,,BAO_0000019,,
1528,Autocuration,,,F,H,10576,8,1,,CHEMBL616162,,BAO_0000019,,
1529,Expert,,,B,D,12687,9,1,,CHEMBL616163,,BAO_0000357,,
1530,Expert,,,B,H,10626,8,1,,CHEMBL616164,,BAO_0000249,,
1531,Autocuration,,,B,H,10576,8,1,,CHEMBL616165,,BAO_0000221,955.0,
1532,Autocuration,,,B,H,51,8,1,,CHEMBL616355,,BAO_0000019,,
1533,Autocuration,,,F,H,10576,8,1,,CHEMBL616356,,BAO_0000019,,
1534,Autocuration,,,B,H,10576,8,1,,CHEMBL616357,,BAO_0000221,955.0,
1535,Autocuration,,,B,H,10576,8,1,,CHEMBL616358,,BAO_0000019,,
1536,Autocuration,,,B,H,51,8,1,,CHEMBL616359,,BAO_0000357,,
1537,Expert,,,B,H,51,8,1,,CHEMBL616360,,BAO_0000357,,
1538,Expert,,,B,H,51,8,1,,CHEMBL616361,,BAO_0000357,,
1539,Autocuration,,,B,H,51,8,1,,CHEMBL616362,,BAO_0000357,,
1540,Autocuration,,,B,H,51,8,1,,CHEMBL616363,,BAO_0000249,,
1541,Autocuration,,,B,H,51,8,1,,CHEMBL616364,,BAO_0000357,,
1542,Autocuration,,,B,H,51,8,1,,CHEMBL616365,,BAO_0000357,,
1543,Expert,,,B,H,51,8,1,,CHEMBL616366,,BAO_0000357,,
1544,Expert,,,B,H,51,8,1,,CHEMBL872906,,BAO_0000357,,
1545,Autocuration,,,B,H,51,8,1,,CHEMBL616367,,BAO_0000357,,
1546,Autocuration,,,B,H,51,8,1,,CHEMBL616368,,BAO_0000357,,
1547,Autocuration,,,B,H,51,8,1,,CHEMBL616369,,BAO_0000357,,
1548,Expert,,,B,D,51,9,1,,CHEMBL616370,,BAO_0000357,,
1549,Expert,,,B,D,51,9,1,,CHEMBL616371,,BAO_0000357,,
1550,Autocuration,,,B,H,51,8,1,,CHEMBL616372,449.0,BAO_0000219,,
1551,Expert,,,B,H,51,8,1,,CHEMBL616373,,BAO_0000219,,
1552,Autocuration,In vivo,,B,H,51,8,1,,CHEMBL616374,,BAO_0000218,,
1553,Autocuration,,,B,H,51,8,1,,CHEMBL616375,,BAO_0000221,10000000.0,
1554,Autocuration,,,B,H,51,8,1,,CHEMBL616376,,BAO_0000357,,
1555,Expert,,,B,H,51,8,1,,CHEMBL857064,,BAO_0000357,,
1556,Autocuration,,,B,H,51,8,1,,CHEMBL616377,,BAO_0000357,,
1557,Autocuration,,,B,H,51,8,1,,CHEMBL616378,,BAO_0000357,,
1558,Autocuration,,,B,H,51,8,1,,CHEMBL616379,,BAO_0000357,,
1559,Autocuration,,,B,H,11863,8,1,,CHEMBL616380,,BAO_0000357,,
1560,Autocuration,,,B,H,11863,8,1,,CHEMBL616381,,BAO_0000357,,
1561,Autocuration,,,B,H,11863,8,1,,CHEMBL616382,,BAO_0000357,,
1562,Autocuration,,,B,H,11863,8,1,,CHEMBL616383,,BAO_0000357,,
1563,Expert,,,B,D,11863,9,1,,CHEMBL616350,449.0,BAO_0000219,,
1564,Autocuration,,,B,H,11863,8,1,,CHEMBL616351,,BAO_0000357,,
1565,Autocuration,,,B,H,11863,8,1,,CHEMBL616352,,BAO_0000357,,
1566,Autocuration,,,B,H,11863,8,1,,CHEMBL616353,,BAO_0000357,,
1567,Autocuration,,,B,H,11863,8,1,,CHEMBL616354,,BAO_0000357,,
1568,Autocuration,,,B,H,11863,8,1,,CHEMBL616508,,BAO_0000357,,
1569,Expert,,,B,D,11863,9,1,,CHEMBL616559,,BAO_0000357,,
1570,Autocuration,,,B,H,11863,8,1,,CHEMBL616560,,BAO_0000357,,
1571,Autocuration,,,B,H,11863,8,1,,CHEMBL616561,,BAO_0000357,,
1572,Autocuration,,,B,H,11863,8,1,,CHEMBL616562,449.0,BAO_0000219,,
1573,Autocuration,,,B,H,11863,8,1,,CHEMBL616563,449.0,BAO_0000219,,
1574,Autocuration,,,B,H,11863,8,1,,CHEMBL616564,,BAO_0000357,,
1575,Autocuration,,,B,H,11863,8,1,,CHEMBL616565,,BAO_0000357,,
1576,Autocuration,,,B,H,11863,8,1,,CHEMBL616566,,BAO_0000218,,
1577,Autocuration,,,B,H,11863,8,1,,CHEMBL616989,,BAO_0000357,,
1578,Autocuration,,,B,H,11863,8,1,,CHEMBL857975,,BAO_0000357,,
1579,Expert,,,B,D,11863,9,1,,CHEMBL616990,,BAO_0000357,,
1580,Autocuration,,,B,H,11863,8,1,,CHEMBL616991,,BAO_0000357,,
1581,Autocuration,,,B,H,11863,8,1,,CHEMBL616992,,BAO_0000357,,
1582,Autocuration,,,B,H,11863,8,1,,CHEMBL616993,,BAO_0000357,,
1583,Expert,,,B,H,106,8,1,,CHEMBL616994,,BAO_0000019,,
1584,Autocuration,,,B,H,106,8,1,,CHEMBL616995,,BAO_0000019,,
1585,Intermediate,,,B,D,105571,9,1,,CHEMBL616996,722.0,BAO_0000219,,
1586,Autocuration,In vivo,,F,H,106,8,1,,CHEMBL616997,,BAO_0000218,,
1587,Autocuration,In vivo,,F,H,106,8,1,,CHEMBL616998,,BAO_0000218,,
1588,Autocuration,,,F,H,106,8,1,,CHEMBL616999,,BAO_0000019,,
1589,Autocuration,,,F,H,106,8,1,,CHEMBL617000,,BAO_0000019,,
1590,Autocuration,,,F,H,106,8,1,,CHEMBL617001,,BAO_0000019,,
1591,Autocuration,,,F,H,106,8,1,,CHEMBL858111,,BAO_0000019,,
1592,Autocuration,,,F,H,106,8,1,,CHEMBL617002,,BAO_0000019,,
1593,Autocuration,,,F,H,106,8,1,,CHEMBL617003,,BAO_0000019,,
1594,Autocuration,,,F,H,106,8,1,,CHEMBL617004,,BAO_0000019,,
1595,Expert,,,F,D,106,9,1,,CHEMBL617005,,BAO_0000019,,
1596,Expert,,,F,D,106,9,1,,CHEMBL616623,485.0,BAO_0000219,,
1597,Autocuration,,,F,H,106,8,1,,CHEMBL616624,449.0,BAO_0000219,,
1598,Autocuration,,,B,H,106,8,1,,CHEMBL883243,,BAO_0000357,,
1599,Autocuration,,,F,H,106,8,1,,CHEMBL616625,,BAO_0000019,,
1600,Expert,,,F,H,106,8,1,,CHEMBL616626,449.0,BAO_0000219,,
1601,Autocuration,,,F,H,106,8,1,,CHEMBL616627,449.0,BAO_0000219,,
1602,Autocuration,,,F,H,106,8,1,,CHEMBL616628,449.0,BAO_0000219,,
1603,Autocuration,,,F,H,106,8,1,,CHEMBL616629,449.0,BAO_0000219,,
1604,Autocuration,,,F,H,106,8,1,,CHEMBL616630,449.0,BAO_0000219,,
1605,Expert,,,F,H,106,8,1,,CHEMBL616631,,BAO_0000019,,
1606,Autocuration,,,F,H,106,8,1,,CHEMBL616632,,BAO_0000019,,
1607,Expert,,,B,D,106,9,1,,CHEMBL616633,,BAO_0000357,,
1608,Expert,,,B,H,106,8,1,,CHEMBL616634,449.0,BAO_0000219,,
1609,Autocuration,,,B,H,106,8,1,,CHEMBL616635,,BAO_0000357,,
1610,Expert,,,B,D,106,9,1,,CHEMBL885358,,BAO_0000357,,
1611,Expert,,,B,D,106,9,1,,CHEMBL616636,449.0,BAO_0000219,,
1612,Expert,,,B,H,106,8,1,,CHEMBL616637,449.0,BAO_0000219,,
1613,Autocuration,,,B,H,106,8,1,,CHEMBL616638,,BAO_0000357,,
1614,Expert,,,B,H,106,8,1,,CHEMBL616639,449.0,BAO_0000219,,
1615,Expert,,,B,H,106,8,1,,CHEMBL616640,449.0,BAO_0000219,,
1616,Expert,,,B,H,106,8,1,,CHEMBL616641,449.0,BAO_0000219,,
1617,Expert,,,B,H,106,8,1,,CHEMBL616642,449.0,BAO_0000219,,
1618,Expert,,,B,H,106,8,1,,CHEMBL616643,449.0,BAO_0000219,,
1619,Autocuration,,,B,H,106,8,1,,CHEMBL616644,,BAO_0000357,,
1620,Autocuration,,,B,H,106,8,1,,CHEMBL616645,,BAO_0000357,,
1621,Autocuration,,,F,H,105,8,1,,CHEMBL616646,,BAO_0000019,,
1622,Expert,,,F,H,105,8,1,,CHEMBL616647,,BAO_0000019,,
1623,Autocuration,,,B,H,105,8,1,,CHEMBL616509,,BAO_0000357,,
1624,Autocuration,,,B,H,105,8,1,,CHEMBL616510,,BAO_0000357,,
1625,Autocuration,,,B,H,105,8,1,,CHEMBL616511,,BAO_0000357,,
1626,Expert,,,B,H,105,8,1,,CHEMBL616512,,BAO_0000357,,
1627,Autocuration,,,B,H,105,8,1,,CHEMBL616513,,BAO_0000357,,
1628,Autocuration,,,B,H,105,8,1,,CHEMBL616514,,BAO_0000019,2435.0,
1629,Expert,,,B,H,105,8,1,,CHEMBL616515,,BAO_0000357,,
1630,Autocuration,,,B,H,105,8,1,,CHEMBL616516,,BAO_0000019,,
1631,Autocuration,,,B,H,105,8,1,,CHEMBL616517,,BAO_0000357,,
1632,Autocuration,,,B,H,105,8,1,,CHEMBL616518,,BAO_0000357,,
1633,Autocuration,,,B,H,105,8,1,,CHEMBL616519,,BAO_0000357,,
1634,Autocuration,,,B,H,105,8,1,,CHEMBL616520,,BAO_0000357,,
1635,Autocuration,,,B,H,105,8,1,,CHEMBL616521,,BAO_0000357,,
1636,Autocuration,,,B,H,105,8,1,,CHEMBL616522,,BAO_0000357,,
1637,Autocuration,,,B,H,105,8,1,,CHEMBL884531,,BAO_0000357,,
1638,Autocuration,,,B,H,105,8,1,,CHEMBL616523,,BAO_0000357,,
1639,Autocuration,,,B,H,105,8,1,,CHEMBL616731,,BAO_0000019,2435.0,
1640,Autocuration,,,B,H,105,8,1,,CHEMBL616732,,BAO_0000019,,
1641,Autocuration,,,B,H,105,8,1,,CHEMBL616733,,BAO_0000357,,
1642,Autocuration,,,B,H,105,8,1,,CHEMBL616734,,BAO_0000357,,
1643,Autocuration,,,B,H,105,8,1,,CHEMBL616735,,BAO_0000249,,
1644,Autocuration,,,B,H,105,8,1,,CHEMBL616736,,BAO_0000249,,
1645,Expert,,,F,H,105,8,1,,CHEMBL616737,,BAO_0000019,,
1646,Autocuration,,,B,H,105,8,1,,CHEMBL616738,,BAO_0000019,,
1647,Expert,,,F,H,105,8,1,,CHEMBL616739,,BAO_0000019,,
1648,Expert,,,F,H,105,8,1,,CHEMBL616740,,BAO_0000019,,
1649,Expert,,,F,H,105,8,1,,CHEMBL616741,,BAO_0000019,,
1650,Autocuration,,,B,H,105,8,1,,CHEMBL616742,722.0,BAO_0000219,,
1651,Intermediate,,,B,D,105570,9,1,,CHEMBL616743,,BAO_0000019,,
1652,Intermediate,,,B,D,105570,9,1,,CHEMBL616744,,BAO_0000019,,
1653,Intermediate,,,F,D,105570,9,1,,CHEMBL616745,,BAO_0000019,,
1654,Intermediate,,,F,D,105570,9,1,,CHEMBL616746,,BAO_0000019,,
1655,Intermediate,,,F,D,105570,9,1,,CHEMBL616747,,BAO_0000019,,
1656,Intermediate,,,F,D,105570,9,1,,CHEMBL616748,,BAO_0000019,,
1657,Intermediate,,,F,D,105570,9,1,,CHEMBL616648,,BAO_0000019,,
1658,Intermediate,,,B,D,105570,9,1,,CHEMBL616649,,BAO_0000357,,
1659,Intermediate,,,B,D,105570,9,1,,CHEMBL616650,,BAO_0000357,,
1660,Intermediate,,,F,D,105570,9,1,,CHEMBL616651,,BAO_0000218,,
1661,Intermediate,,,F,D,105570,9,1,,CHEMBL616652,,BAO_0000218,,
1662,Intermediate,,,F,D,105570,9,1,,CHEMBL616653,,BAO_0000218,,
1663,Intermediate,,,F,D,105570,9,1,,CHEMBL616654,,BAO_0000218,,
1664,Intermediate,,,B,D,105570,9,1,,CHEMBL616655,,BAO_0000019,,
1665,Intermediate,,,B,D,105570,9,1,,CHEMBL616656,,BAO_0000357,,
1666,Autocuration,,,B,H,105,8,1,,CHEMBL616657,,BAO_0000019,,
1667,Intermediate,,,B,D,105570,9,1,,CHEMBL616658,,BAO_0000357,2435.0,
1668,Intermediate,,,B,D,105570,9,1,,CHEMBL616659,,BAO_0000357,,
1669,Autocuration,,,B,H,51,8,1,,CHEMBL616660,,BAO_0000357,,
1670,Autocuration,,,B,H,106,8,1,,CHEMBL616661,,BAO_0000357,,
1671,Expert,,,F,H,105,8,1,,CHEMBL616662,,BAO_0000019,,
1672,Autocuration,,,F,H,105,8,1,,CHEMBL616663,,BAO_0000019,,
1673,Autocuration,,,F,H,105,8,1,,CHEMBL616664,,BAO_0000019,,
1674,Expert,,,F,D,105,9,1,,CHEMBL881820,449.0,BAO_0000219,,
1675,Autocuration,,,F,H,105,8,1,,CHEMBL616665,449.0,BAO_0000219,,
1676,Expert,,,B,H,105,8,1,,CHEMBL616666,449.0,BAO_0000219,,
1677,Autocuration,,,B,H,105,8,1,,CHEMBL616667,449.0,BAO_0000219,,
1678,Expert,,,F,H,105,8,1,,CHEMBL616668,449.0,BAO_0000219,,
1679,Expert,,,F,D,105,9,1,,CHEMBL616669,449.0,BAO_0000219,,
1680,Expert,,,F,H,105,8,1,,CHEMBL617040,449.0,BAO_0000219,,
1681,Autocuration,,,F,H,105,8,1,,CHEMBL617041,449.0,BAO_0000219,,
1682,Expert,,,F,H,105,8,1,,CHEMBL617042,449.0,BAO_0000219,,
1683,Expert,,,F,H,105,8,1,,CHEMBL617043,449.0,BAO_0000219,,
1684,Autocuration,,,F,H,105,8,1,,CHEMBL617044,,BAO_0000019,,
1685,Expert,,,F,H,105,8,1,,CHEMBL617045,449.0,BAO_0000219,,
1686,Expert,,,F,D,105,9,1,,CHEMBL617046,449.0,BAO_0000219,,
1687,Expert,,,F,D,105,9,1,,CHEMBL617047,449.0,BAO_0000219,,
1688,Expert,,,F,H,105,8,1,,CHEMBL617048,,BAO_0000019,,
1689,Autocuration,,,F,H,105,8,1,,CHEMBL616897,,BAO_0000019,,
1690,Expert,,,F,D,105,9,1,,CHEMBL616898,,BAO_0000019,,
1691,Expert,,,F,D,105,9,1,,CHEMBL858201,449.0,BAO_0000219,,
1692,Autocuration,,,F,H,105,8,1,,CHEMBL616899,,BAO_0000019,,
1693,Autocuration,In vitro,,B,H,105,8,1,,CHEMBL616900,,BAO_0000219,,
1694,Expert,,,B,H,105,8,1,,CHEMBL616901,449.0,BAO_0000219,,
1695,Autocuration,,,B,H,105,8,1,,CHEMBL616902,,BAO_0000357,,
1696,Expert,,,B,D,105,9,1,,CHEMBL616903,449.0,BAO_0000219,,
1697,Expert,,,B,H,105,8,1,,CHEMBL616904,449.0,BAO_0000219,,
1698,Autocuration,,,B,H,105,8,1,,CHEMBL616905,,BAO_0000357,,
1699,Expert,,,B,H,105,8,1,,CHEMBL616906,449.0,BAO_0000219,,
1700,Expert,,,B,H,105,8,1,,CHEMBL616907,449.0,BAO_0000219,,
1701,Expert,,,B,H,105,8,1,,CHEMBL616908,449.0,BAO_0000219,,
1702,Expert,,,B,D,105,9,1,,CHEMBL616909,449.0,BAO_0000219,,
1703,Expert,,,B,D,105,9,1,,CHEMBL616910,449.0,BAO_0000219,,
1704,Expert,,,B,H,105,8,1,,CHEMBL616911,449.0,BAO_0000219,,
1705,Expert,,,B,H,105,8,1,,CHEMBL616912,449.0,BAO_0000219,,
1706,Autocuration,,,B,H,105,8,1,,CHEMBL616913,,BAO_0000357,,
1707,Expert,,,B,D,105,9,1,,CHEMBL616914,449.0,BAO_0000219,,
