fsclr,rgnstnsb-clss,fstcprcnt,sctrnm,sctrprcnt,thsss(mrkr),prgrmmngprcss(nw),prjctnmbr,brnchnm,sctnd,rgnstnd,mntspnt,rgnlprgrm(mrkr),rtcprcnt,cfl(mrkr),cntnntd,ndgnssss(mrkr),rgnstnnm,gndrqlt(mrkr),dvsnd,chldrnsss(mrkr),fndcntrd,cntrrgnprcnt,ntdmnt(prjct-lvlbdgt),pbtp,trddvlpmnt(mrkr),bdvrst(mrkr),rbnsss(mrkr),dsbltsss(mrkr),ctstlfrdvlpmnt(mrkr),knwldgfrdvlpmnt(mrkr),rgnstntp,rgnstnclss,cntnntnm,prjctbrwsrcntrd,cntrrgnd,cntrrgnnm,sctrd
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Advanced technical and managerial training,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,22648.866,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.06,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,11430
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Public sector policy and administrative management,0.06,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,27178.6392,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.06,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,15110
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Democratic participation and civil society,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,22648.866,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.06,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,15150
2009/2010,VOLUNTEER SENDING AGENCY,0.65,"Civilian peace-building, conflict prevention and resolution",0.08,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,36238.1856,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.06,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,15220
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Child soldiers (Prevention and demobilisation),0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,22648.866,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.06,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,15261
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Social/welfare services,0.04,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,18119.0928,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.06,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,16010
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Environmental education/training,0.01,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,4529.7732,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.06,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,41081
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Promotion of development awareness,0.26,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,117774.1032,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.06,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,99820
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Basic life skills for youth and adults,0.2,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,135893.196,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.09,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,11230
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Vocational training,0.2,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,135893.196,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.09,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,11330
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Advanced technical and managerial training,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,33973.299,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.09,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,11430
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Public sector policy and administrative management,0.06,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,40767.9588,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.09,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,15110
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Democratic participation and civil society,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,33973.299,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.09,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,15150
2009/2010,VOLUNTEER SENDING AGENCY,0.65,"Civilian peace-building, conflict prevention and resolution",0.08,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,54357.2784,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.09,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,15220
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Child soldiers (Prevention and demobilisation),0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,33973.299,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.09,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,15261
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Social/welfare services,0.04,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,27178.6392,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.09,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,16010
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Environmental education/training,0.01,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,6794.6598,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.09,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,41081
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Promotion of development awareness,0.26,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,176661.1548,0,0.0,0,1,0,Oxfam-Qu�bec,2,D6220,0,6162,0.09,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,99820
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Basic life skills for youth and adults,0.2,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,60396.975999999995,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.04,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,11230
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Vocational training,0.2,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,60396.975999999995,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.04,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,11330
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Advanced technical and managerial training,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,15099.243999999999,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.04,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,11430
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Public sector policy and administrative management,0.06,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,18119.0928,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.04,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,15110
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Democratic participation and civil society,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,15099.243999999999,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.04,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,15150
2009/2010,VOLUNTEER SENDING AGENCY,0.65,"Civilian peace-building, conflict prevention and resolution",0.08,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,24158.7904,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.04,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,15220
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Child soldiers (Prevention and demobilisation),0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,15099.243999999999,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.04,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,15261
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Social/welfare services,0.04,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,12079.3952,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.04,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,16010
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Environmental education/training,0.01,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,3019.8488,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.04,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,41081
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Promotion of development awareness,0.26,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,78516.0688,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.04,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,JO,JO,Jordan,99820
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Basic life skills for youth and adults,0.2,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,45297.732,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.03,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,11230
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Vocational training,0.2,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,45297.732,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.03,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,11330
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Advanced technical and managerial training,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,11324.433,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.03,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,11430
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Public sector policy and administrative management,0.06,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,13589.3196,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.03,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,15110
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Democratic participation and civil society,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,11324.433,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.03,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,15150
2009/2010,VOLUNTEER SENDING AGENCY,0.65,"Civilian peace-building, conflict prevention and resolution",0.08,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,18119.0928,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.03,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,15220
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Child soldiers (Prevention and demobilisation),0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,11324.433,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.03,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,15261
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Social/welfare services,0.04,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,9059.5464,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.03,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,16010
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Environmental education/training,0.01,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,2264.8866,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.03,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,41081
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Promotion of development awareness,0.26,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,58887.0516,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.03,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,99820
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Basic life skills for youth and adults,0.2,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,30198.487999999998,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,LA,LA,"Lao, Dem. Rep.",11230
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Vocational training,0.2,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,30198.487999999998,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,LA,LA,"Lao, Dem. Rep.",11330
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Advanced technical and managerial training,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,7549.621999999999,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,LA,LA,"Lao, Dem. Rep.",11430
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Public sector policy and administrative management,0.06,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,9059.5464,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,LA,LA,"Lao, Dem. Rep.",15110
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Democratic participation and civil society,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,7549.621999999999,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,LA,LA,"Lao, Dem. Rep.",15150
2009/2010,VOLUNTEER SENDING AGENCY,0.65,"Civilian peace-building, conflict prevention and resolution",0.08,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,12079.3952,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,LA,LA,"Lao, Dem. Rep.",15220
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Child soldiers (Prevention and demobilisation),0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,7549.621999999999,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,LA,LA,"Lao, Dem. Rep.",15261
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Social/welfare services,0.04,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,6039.6976,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,LA,LA,"Lao, Dem. Rep.",16010
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Environmental education/training,0.01,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,1509.9244,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,LA,LA,"Lao, Dem. Rep.",41081
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Promotion of development awareness,0.26,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,39258.0344,0,0.0,0,3,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,LA,LA,"Lao, Dem. Rep.",99820
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Basic life skills for youth and adults,0.2,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,30198.487999999998,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MA,MA,Morocco,11230
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Vocational training,0.2,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,30198.487999999998,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MA,MA,Morocco,11330
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Advanced technical and managerial training,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,7549.621999999999,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MA,MA,Morocco,11430
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Public sector policy and administrative management,0.06,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,9059.5464,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MA,MA,Morocco,15110
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Democratic participation and civil society,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,7549.621999999999,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MA,MA,Morocco,15150
2009/2010,VOLUNTEER SENDING AGENCY,0.65,"Civilian peace-building, conflict prevention and resolution",0.08,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,12079.3952,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MA,MA,Morocco,15220
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Child soldiers (Prevention and demobilisation),0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,7549.621999999999,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MA,MA,Morocco,15261
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Social/welfare services,0.04,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,6039.6976,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MA,MA,Morocco,16010
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Environmental education/training,0.01,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,1509.9244,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MA,MA,Morocco,41081
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Promotion of development awareness,0.26,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,39258.0344,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,MA,MA,Morocco,99820
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Basic life skills for youth and adults,0.2,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,30198.487999999998,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,11230
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Vocational training,0.2,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,30198.487999999998,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,11330
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Advanced technical and managerial training,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,7549.621999999999,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,11430
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Public sector policy and administrative management,0.06,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,9059.5464,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,15110
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Democratic participation and civil society,0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,7549.621999999999,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,15150
2009/2010,VOLUNTEER SENDING AGENCY,0.65,"Civilian peace-building, conflict prevention and resolution",0.08,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,12079.3952,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,15220
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Child soldiers (Prevention and demobilisation),0.05,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,7549.621999999999,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,15261
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Social/welfare services,0.04,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,6039.6976,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,16010
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Environmental education/training,0.01,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,1509.9244,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,41081
2009/2010,VOLUNTEER SENDING AGENCY,0.65,Promotion of development awareness,0.26,1,Uncoded: Pre-APP,S064524PRG,KFM Partnership for Develop. Innovation,S6222,1000838,39258.0344,0,0.0,0,2,0,Oxfam-Qu�bec,2,D6220,0,6162,0.02,52852295.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ML,ML,Mali,99820
