assays_assay_id,assays_assay_organism,assays_confidence_score,assays_assay_type,assays_assay_cell_type,assays_src_id,assays_description,assays_tid,assays_assay_tax_id,assays_assay_subcellular_fraction,assays_variant_id,assays_chembl_id,assays_doc_id,assays_tissue_id,assays_cell_id,assays_src_assay_id,assays_assay_tissue,assays_relationship_type,assays_curated_by,assays_bao_format
11970,Rattus norvegicus,1,A,,1,Biodistribution studied in the liver of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627264,10911,2107.0,,,Liver,N,Intermediate,BAO_0000218
11971,Rattus norvegicus,1,A,,1,Biodistribution studied in the lungs of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627265,10911,2048.0,,,Lung,N,Intermediate,BAO_0000218
11972,Rattus norvegicus,1,A,,1,Biodistribution studied in the lungs of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627266,10911,2048.0,,,Lung,N,Intermediate,BAO_0000218
11973,Rattus norvegicus,1,A,,1,Biodistribution studied in the lungs of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627267,10911,2048.0,,,Lung,N,Intermediate,BAO_0000218
11974,Rattus norvegicus,1,A,,1,Biodistribution studied in the lungs of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627268,10911,2048.0,,,Lung,N,Intermediate,BAO_0000218
11975,Rattus norvegicus,1,A,,1,Biodistribution studied in the muscle of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627269,10911,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
11976,Rattus norvegicus,1,A,,1,Biodistribution studied in the muscle of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,50597,10116.0,,,CHEMBL627270,10911,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
11977,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 0.95-1.44",50597,10116.0,,,CHEMBL627271,8608,,,,,N,Intermediate,BAO_0000218
11978,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 1.39-2.43",50597,10116.0,,,CHEMBL627946,8608,,,,,N,Intermediate,BAO_0000218
11979,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.47-2.96",50597,10116.0,,,CHEMBL875472,8608,,,,,N,Intermediate,BAO_0000218
11980,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-3.69",50597,10116.0,,,CHEMBL627947,8608,,,,,N,Intermediate,BAO_0000218
11981,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-4.31",50597,10116.0,,,CHEMBL627948,8608,,,,,N,Intermediate,BAO_0000218
11982,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 3.17-4.70",50597,10116.0,,,CHEMBL628113,8608,,,,,N,Intermediate,BAO_0000218
11983,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration.; dose/g, range 2.20-2.97",50597,10116.0,,,CHEMBL628114,8608,,,,,N,Intermediate,BAO_0000218
11984,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 0.90-1.46",50597,10116.0,,,CHEMBL628115,8608,,,,,N,Intermediate,BAO_0000218
11985,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.72-3.52",50597,10116.0,,,CHEMBL628116,8608,,,,,N,Intermediate,BAO_0000218
11986,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.78-3.62",50597,10116.0,,,CHEMBL628117,8608,,,,,N,Intermediate,BAO_0000218
11987,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.82-3.86",50597,10116.0,,,CHEMBL628118,8608,,,,,N,Intermediate,BAO_0000218
11988,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 3.80-5.74",50597,10116.0,,,CHEMBL628119,8608,,,,,N,Intermediate,BAO_0000218
11989,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.05-1.57",50597,10116.0,,,CHEMBL628120,8608,,,,,N,Intermediate,BAO_0000218
11990,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.93-3.58",50597,10116.0,,,CHEMBL628121,8608,,,,,N,Intermediate,BAO_0000218
11991,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 2.88-4.32",50597,10116.0,,,CHEMBL628122,8608,,,,,N,Intermediate,BAO_0000218
11992,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3-3.70",50597,10116.0,,,CHEMBL627297,8608,,,,,N,Intermediate,BAO_0000218
11993,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.21-3.92",50597,10116.0,,,CHEMBL627298,8608,,,,,N,Intermediate,BAO_0000218
11994,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.51-5.44",50597,10116.0,,,CHEMBL627299,8608,,,,,N,Intermediate,BAO_0000218
11995,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 0.24-0.31",50597,10116.0,,,CHEMBL627300,8608,,,,,N,Intermediate,BAO_0000218
11996,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 10.5-14.4",50597,10116.0,,,CHEMBL627301,8608,,,,,N,Intermediate,BAO_0000218
11997,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.28-7.41",50597,10116.0,,,CHEMBL627302,8608,,,,,N,Intermediate,BAO_0000218
11998,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.47-10.2",50597,10116.0,,,CHEMBL627303,8608,,,,,N,Intermediate,BAO_0000218
11999,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 7.21-7.95",50597,10116.0,,,CHEMBL627304,8608,,,,,N,Intermediate,BAO_0000218
12000,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 8.28-10.72",50597,10116.0,,,CHEMBL627305,8608,,,,,N,Intermediate,BAO_0000218
12001,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 1.04-2.56",50597,10116.0,,,CHEMBL627306,8608,,,,,N,Intermediate,BAO_0000218
12002,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 10.7-16.9",50597,10116.0,,,CHEMBL623982,8608,,,,,N,Intermediate,BAO_0000218
12003,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 11.7-14.6",50597,10116.0,,,CHEMBL623983,8608,,,,,N,Intermediate,BAO_0000218
12004,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 14.4-20.1",50597,10116.0,,,CHEMBL623984,8608,,,,,N,Intermediate,BAO_0000218
12005,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 4.78-9.72",50597,10116.0,,,CHEMBL623985,8608,,,,,N,Intermediate,BAO_0000218
12006,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 9.87-11.9",50597,10116.0,,,CHEMBL623986,8608,,,,,N,Intermediate,BAO_0000218
12007,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 0.17-0.25",50597,10116.0,,,CHEMBL623987,8608,,,,,N,Intermediate,BAO_0000218
12008,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 3.33-4.68",50597,10116.0,,,CHEMBL623988,8608,,,,,N,Intermediate,BAO_0000218
12009,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.59-8.81",50597,10116.0,,,CHEMBL623989,8608,,,,,N,Intermediate,BAO_0000218
12010,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.62-5.60",50597,10116.0,,,CHEMBL622215,8608,,,,,N,Intermediate,BAO_0000218
12011,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.02-6.57",50597,10116.0,,,CHEMBL622216,8608,,,,,N,Intermediate,BAO_0000218
12012,Rattus norvegicus,1,A,,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.67-8.41",50597,10116.0,,,CHEMBL877481,8608,,,,,N,Intermediate,BAO_0000218
12013,,0,A,,1,Pharmacokinetic parameter was evaluated which is represented as AUC when administered orally a dose of 5 mg/kg; range (4.2-8.8),22224,,,,CHEMBL622217,16359,,,,,U,Autocuration,BAO_0000218
12014,Mus musculus,1,A,,1,Pharmacokinetic parameters was measured at 55 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),50594,10090.0,,,CHEMBL622218,13701,,,,,N,Intermediate,BAO_0000218
12015,Rattus norvegicus,1,A,,1,Pharmacokinetic profile AUC was evaluated in rats,50597,10116.0,,,CHEMBL622219,14554,,,,,N,Intermediate,BAO_0000218
12016,,0,A,,1,Pharmacokinetic property (Area under curve),22224,,,,CHEMBL622220,6241,,,,,U,Autocuration,BAO_0000019
12017,Canis lupus familiaris,1,A,,1,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration in dog (25 mg/kg).",50588,9615.0,,,CHEMBL622221,11537,,,,,N,Intermediate,BAO_0000218
12018,Mus musculus,1,A,,1,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration in mice (50 mg/kg).",50594,10090.0,,,CHEMBL622222,11537,,,,,N,Intermediate,BAO_0000218
12019,Canis lupus familiaris,1,A,,1,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration to dog (25 mg/kg).",50588,9615.0,,,CHEMBL622223,11537,,,,,N,Intermediate,BAO_0000218
12020,Mus musculus,1,A,,1,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration to mice (50 mg/kg).",50594,10090.0,,,CHEMBL622224,11537,,,,,N,Intermediate,BAO_0000218
12021,,0,A,,1,Plasma concentration (AUC) was determined,22224,,,,CHEMBL622225,13118,,,,,U,Autocuration,BAO_0000019
12022,,0,A,,1,Plasma concentration (AUC) was determined; Not detectable,22224,,,,CHEMBL622226,13118,,,,,U,Autocuration,BAO_0000019
12023,Cavia porcellus,1,A,,1,Prolongation of time to collapse in guinea pig treated with aerosolized histamine was measured in vivo as area under curve (AUC),50512,10141.0,,,CHEMBL624154,9562,,,,,N,Intermediate,BAO_0000218
12024,Rattus norvegicus,1,A,,1,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 30 mg/kg,50597,10116.0,,,CHEMBL624155,10363,,,,,N,Intermediate,BAO_0000218
12025,Rattus norvegicus,1,A,,1,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 30 mg/kg; Not significant,50597,10116.0,,,CHEMBL624156,10363,,,,,N,Intermediate,BAO_0000218
12026,Rattus norvegicus,1,A,,1,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 60 mg/kg,50597,10116.0,,,CHEMBL624157,10363,,,,,N,Intermediate,BAO_0000218
12027,Rattus norvegicus,1,A,,1,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 7.5 mg/kg,50597,10116.0,,,CHEMBL624158,10363,,,,,N,Intermediate,BAO_0000218
12028,Rattus norvegicus,1,A,,1,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 1,50597,10116.0,,,CHEMBL624159,12504,,,,,N,Intermediate,BAO_0000218
12029,Rattus norvegicus,1,A,,1,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 2,50597,10116.0,,,CHEMBL624160,12504,,,,,N,Intermediate,BAO_0000218
12030,Rattus norvegicus,1,A,,1,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 3,50597,10116.0,,,CHEMBL624161,12504,,,,,N,Intermediate,BAO_0000218
12031,Rattus norvegicus,1,A,,1,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 4,50597,10116.0,,,CHEMBL624162,12504,,,,,N,Intermediate,BAO_0000218
12032,Canis lupus familiaris,1,A,,1,Tested for pharmacokinetic parameter in fasted Beagle dogs (Area Under Curve value) iv administration.,50588,9615.0,,,CHEMBL624163,13317,,,,,N,Intermediate,BAO_0000218
12033,Rattus norvegicus,1,A,,1,"The AUC(0-infinitive) value in female wistar rat at 100 mg/kg, p.o. dose",50597,10116.0,,,CHEMBL624164,15078,,,,,N,Intermediate,BAO_0000218
12034,Rattus norvegicus,1,A,,1,The AUC(0-infinity) values in female wistar rats.,50597,10116.0,,,CHEMBL624165,14941,,,,,N,Intermediate,BAO_0000218
12035,Rattus norvegicus,1,A,,1,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose",50597,10116.0,,,CHEMBL624166,15078,,,,,N,Intermediate,BAO_0000218
12036,Rattus norvegicus,1,A,,1,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose in mice",50597,10116.0,,,CHEMBL624167,15078,,,,,N,Intermediate,BAO_0000218
12037,Rattus norvegicus,1,A,,1,The AUC(0-t)values in female wistar rats.,50597,10116.0,,,CHEMBL624168,14941,,,,,N,Intermediate,BAO_0000218
12038,Rattus norvegicus,1,A,,1,The Area under the concentration time curve of compound was measured on rats,50597,10116.0,,,CHEMBL624169,14067,,,,,N,Intermediate,BAO_0000218
12039,Homo sapiens,1,A,,1,The area under curve (100 mg/kg) administered orally in humans,50587,9606.0,,,CHEMBL624170,14215,,,,,N,Intermediate,BAO_0000218
12040,Callithrix,0,A,,1,The area under curve (12.5 mg/kg) administered intravenously in marmoset,22224,9481.0,,,CHEMBL624171,14215,,,,,U,Autocuration,BAO_0000218
12041,Simiiformes,0,A,,1,The area under curve (12.5 mg/kg) administered intravenously in monkey,22224,314293.0,,,CHEMBL624172,14215,,,,,U,Autocuration,BAO_0000218
12042,Canis lupus familiaris,1,A,,1,The area under curve (15 mg/kg) administered intravenously in dog,50588,9615.0,,,CHEMBL624173,14215,,,,,N,Intermediate,BAO_0000218
12043,Homo sapiens,1,A,,1,The area under curve (200 mg/kg) administered orally in humans,50587,9606.0,,,CHEMBL877488,14215,,,,,N,Intermediate,BAO_0000218
12044,Rattus norvegicus,1,A,,1,The area under curve (25 mg/kg) administered intravenously in rat,50597,10116.0,,,CHEMBL624174,14215,,,,,N,Intermediate,BAO_0000218
12045,Callithrix,0,A,,1,The area under curve (25 mg/kg) administered orally in marmoset,22224,9481.0,,,CHEMBL624175,14215,,,,,U,Autocuration,BAO_0000218
12046,Simiiformes,0,A,,1,The area under curve (25 mg/kg) administered orally in monkey,22224,314293.0,,,CHEMBL624176,14215,,,,,U,Autocuration,BAO_0000218
12047,Canis lupus familiaris,1,A,,1,The area under curve (30 mg/kg) administered orally in dog,50588,9615.0,,,CHEMBL624177,14215,,,,,N,Intermediate,BAO_0000218
12048,Homo sapiens,1,A,,1,The area under curve (400 mg/kg) administered orally in humans,50587,9606.0,,,CHEMBL624178,14215,,,,,N,Intermediate,BAO_0000218
12049,Rattus norvegicus,1,A,,1,The area under curve (50 mg/kg) administered orally in fasted rat,50597,10116.0,,,CHEMBL624179,14215,,,,,N,Intermediate,BAO_0000218
12050,Rattus norvegicus,1,A,,1,The area under curve (50 mg/kg) administered orally in rat,50597,10116.0,,,CHEMBL627689,14215,,,,,N,Intermediate,BAO_0000218
12051,Homo sapiens,1,A,,1,The area under curve (800 mg/kg) administered orally in humans,50587,9606.0,,,CHEMBL627690,14215,,,,,N,Intermediate,BAO_0000218
12052,,0,A,,1,The compound was evaluated for area under the curve,22224,,,,CHEMBL627691,11324,,,,,U,Autocuration,BAO_0000019
12053,Callithrix,0,A,,1,The compound was evaluated for area under the curve in marmosets,22224,9481.0,,,CHEMBL627692,11324,,,,,U,Autocuration,BAO_0000019
12054,Callithrix,0,A,,1,The compound was evaluated for area under the curve in marmosets,22224,9481.0,,,CHEMBL627693,11324,,,,,U,Autocuration,BAO_0000019
12055,Rattus norvegicus,1,A,,1,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,50597,10116.0,,,CHEMBL627694,13875,,,,,N,Intermediate,BAO_0000218
12056,Rattus norvegicus,1,A,,1,The compound was tested for the area of the change in MABP versus time curve at dose 10 mg/kg (po) in conscious spontaneously hypertensive rat,50597,10116.0,,,CHEMBL627695,13875,,,,,N,Intermediate,BAO_0000218
12057,,0,A,,1,The compound was tested for the area of the change in MABP versus time curve at dose 10 mg/kg (po),22224,,,,CHEMBL627696,13875,,,,,U,Autocuration,BAO_0000218
12058,Rattus norvegicus,1,A,,1,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,50597,10116.0,,,CHEMBL627697,13875,,,,,N,Intermediate,BAO_0000218
12059,Rattus norvegicus,1,A,,1,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,50597,10116.0,,,CHEMBL627698,13875,,,,,N,Intermediate,BAO_0000218
12060,Rattus norvegicus,1,A,,1,The compound was tested for the area of the change in MABP versus time curve at dose 5 mg/kg (po) in conscious spontaneously hypertensive rat,50597,10116.0,,,CHEMBL627699,13875,,,,,N,Intermediate,BAO_0000218
12061,Rattus norvegicus,1,A,,1,Total absorption was estimated by area under curve (AUC) after intravenous administration in rat,50597,10116.0,,,CHEMBL627700,13807,,,,,N,Intermediate,BAO_0000218
12062,Rattus norvegicus,1,A,,1,Total drug exposure is determined after oral dosing in rats.,50597,10116.0,,,CHEMBL627701,14127,,,,,N,Intermediate,BAO_0000218
12063,,0,A,,1,Total drug exposure (5 mg/kg) when administered intravenously,22224,,,,CHEMBL627702,15116,,,,,U,Autocuration,BAO_0000218
12064,,0,A,,1,Total drug exposure (5 mg/kg) when administered orally,22224,,,,CHEMBL627703,15116,,,,,U,Autocuration,BAO_0000218
12065,Simiiformes,0,A,,1,area under curve in preclinical species was measured after Intravenous administration at the given dose (0.01 mg/kg) in monkey,22224,314293.0,,,CHEMBL626873,15604,,,,,U,Autocuration,BAO_0000218
12066,Rattus norvegicus,1,A,,1,area under curve in preclinical species was measured after Intravenous administration at the given dose (0.05 mg/kg) in rat,50597,10116.0,,,CHEMBL629583,15604,,,,,N,Intermediate,BAO_0000218
12067,Canis lupus familiaris,1,A,,1,area under curve in preclinical species was measured after Intravenous administration at the given dose (0.1 mg/kg) in dog,50588,9615.0,,,CHEMBL629584,15604,,,,,N,Intermediate,BAO_0000218
12068,Canis lupus familiaris,1,A,,1,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in dog,50588,9615.0,,,CHEMBL629585,15604,,,,,N,Intermediate,BAO_0000218
12069,Rattus norvegicus,1,A,,1,"Biodistribution in brain of mature female Dawley rat after 5min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL629586,13751,955.0,,,Brain,N,Intermediate,BAO_0000218
12070,Rattus norvegicus,1,A,,1,"Biodistribution in brain of mature female Dawley rat after 30min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL629587,13751,955.0,,,Brain,N,Intermediate,BAO_0000218
12071,Rattus norvegicus,1,A,,1,"Biodistribution in fat of mature female Dawley rat after 10min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL629588,13751,,,,,N,Intermediate,BAO_0000218
12072,Rattus norvegicus,1,A,,1,"Biodistribution in fat of mature female Dawley rat after 15min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL629589,13751,,,,,N,Intermediate,BAO_0000218
12073,Rattus norvegicus,1,A,,1,"Biodistribution in fat of mature female Dawley rat after 1h, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL629590,13751,,,,,N,Intermediate,BAO_0000218
12074,Rattus norvegicus,1,A,,1,"Biodistribution in fat of mature female Dawley rat after 3 h, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL629591,13751,,,,,N,Intermediate,BAO_0000218
12075,Rattus norvegicus,1,A,,1,"Biodistribution in fat of mature female Dawley rat after 30min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL629592,13751,,,,,N,Intermediate,BAO_0000218
12076,Rattus norvegicus,1,A,,1,"Biodistribution in fat of mature female Dawley rat after 45min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL629593,13751,,,,,N,Intermediate,BAO_0000218
12077,Rattus norvegicus,1,A,,1,"Biodistribution in fat of mature female Dawley rat after 5min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL629594,13751,,,,,N,Intermediate,BAO_0000218
12078,Rattus norvegicus,1,A,,1,"Biodistribution in heart of mature female Dawley rat after 10min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL629595,13751,948.0,,,Heart,N,Intermediate,BAO_0000218
12079,Rattus norvegicus,1,A,,1,"Biodistribution in heart of mature female Dawley rat after 15min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL630290,13751,948.0,,,Heart,N,Intermediate,BAO_0000218
12080,Rattus norvegicus,1,A,,1,"Biodistribution in heart of mature female Dawley rat after 1h, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627137,13751,948.0,,,Heart,N,Intermediate,BAO_0000218
12081,Rattus norvegicus,1,A,,1,"Biodistribution in heart of mature female Dawley rat after 3 h, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627138,13751,948.0,,,Heart,N,Intermediate,BAO_0000218
12082,Rattus norvegicus,1,A,,1,"Biodistribution in heart of mature female Dawley rat after 30min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627139,13751,948.0,,,Heart,N,Intermediate,BAO_0000218
12083,Rattus norvegicus,1,A,,1,"Biodistribution in heart of mature female Dawley rat after 45min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627140,13751,948.0,,,Heart,N,Intermediate,BAO_0000218
12084,Rattus norvegicus,1,A,,1,"Biodistribution in heart of mature female Dawley rat after 5min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627141,13751,948.0,,,Heart,N,Intermediate,BAO_0000218
12085,Rattus norvegicus,1,A,,1,"Biodistribution in kidney of mature female Dawley rat after 10min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627142,13751,2113.0,,,Kidney,N,Intermediate,BAO_0000218
12086,Rattus norvegicus,1,A,,1,"Biodistribution in kidney of mature female Dawley rat after 15min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627143,13751,2113.0,,,Kidney,N,Intermediate,BAO_0000218
12087,Rattus norvegicus,1,A,,1,"Biodistribution in kidney of mature female Dawley rat after 1h, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL874449,13751,2113.0,,,Kidney,N,Intermediate,BAO_0000218
12088,Rattus norvegicus,1,A,,1,"Biodistribution in kidney of mature female Dawley rat after 3 h, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627144,13751,2113.0,,,Kidney,N,Intermediate,BAO_0000218
12089,Rattus norvegicus,1,A,,1,"Biodistribution in kidney of mature female Dawley rat after 30min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627145,13751,2113.0,,,Kidney,N,Intermediate,BAO_0000218
12090,Rattus norvegicus,1,A,,1,"Biodistribution in kidney of mature female Dawley rat after 45min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627146,13751,2113.0,,,Kidney,N,Intermediate,BAO_0000218
12091,Rattus norvegicus,1,A,,1,"Biodistribution in kidney of mature female Dawley rat after 5min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627147,13751,2113.0,,,Kidney,N,Intermediate,BAO_0000218
12092,Rattus norvegicus,1,A,,1,"Biodistribution in liver of mature female Dawley rat after 10min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627148,13751,2107.0,,,Liver,N,Intermediate,BAO_0000218
12093,Rattus norvegicus,1,A,,1,"Biodistribution in lung of mature female Dawley rat after 10min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627149,13751,2048.0,,,Lung,N,Intermediate,BAO_0000218
12094,Rattus norvegicus,1,A,,1,"Biodistribution in lung of mature female Dawley rat after 15min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL632160,13751,2048.0,,,Lung,N,Intermediate,BAO_0000218
12095,Rattus norvegicus,1,A,,1,"Biodistribution in lung of mature female Dawley rat after 1h, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL632161,13751,2048.0,,,Lung,N,Intermediate,BAO_0000218
12096,Rattus norvegicus,1,A,,1,"Biodistribution in lung of mature female Dawley rat after 3 h, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL632162,13751,2048.0,,,Lung,N,Intermediate,BAO_0000218
12097,Rattus norvegicus,1,A,,1,"Biodistribution in lung of mature female Dawley rat after 30min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL632163,13751,2048.0,,,Lung,N,Intermediate,BAO_0000218
12098,Rattus norvegicus,1,A,,1,"Biodistribution in lung of mature female Dawley rat after 45min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL874469,13751,2048.0,,,Lung,N,Intermediate,BAO_0000218
12099,Rattus norvegicus,1,A,,1,"Biodistribution in lung of mature female Dawley rat after 5min, expressed as percent injected dose/g",50597,10116.0,,,CHEMBL627182,13751,2048.0,,,Lung,N,Intermediate,BAO_0000218
