personale_id,noleggio_id,cliente_id,ammontare,data_pagamento,pagamento_id
1,14871,204,0.99,2005-08-22 03:23:24,5548
1,7118,591,8.99,2005-07-27 05:53:50,15825
2,4987,277,5.99,2005-07-09 00:45:41,7506
2,6090,241,6.99,2005-07-11 05:47:08,6514
2,2510,384,5.99,2005-06-18 23:44:21,10400
2,4899,32,0.99,2005-07-08 20:37:11,888
2,6140,363,4.99,2005-07-11 08:40:47,9815
1,5072,254,3.99,2005-07-09 05:01:58,6848
2,8439,224,2.99,2005-07-29 07:28:43,6050
1,3694,419,4.99,2005-07-06 10:01:23,11328
2,2261,570,3.99,2005-06-18 05:46:15,15268
2,9127,300,2.99,2005-07-30 09:46:36,8153
1,11401,544,3.99,2005-08-02 19:05:06,14630
2,13894,360,7.99,2005-08-20 15:55:20,9740
1,12365,303,0.99,2005-08-18 07:55:09,8238
1,4061,70,0.99,2005-07-07 04:13:35,1894
1,15039,180,4.99,2005-08-22 09:37:54,4912
2,12085,31,4.99,2005-08-17 22:17:09,874
2,9450,430,2.99,2005-07-30 22:04:04,11612
1,9643,538,4.99,2005-07-31 05:35:48,14495
2,2935,384,3.99,2005-06-20 05:07:24,10401
2,852,549,4.99,2005-05-30 01:36:57,14729
2,5975,15,2.99,2005-07-11 00:14:19,392
1,8433,125,2.99,2005-07-29 07:19:16,3368
1,7991,59,4.99,2005-07-28 14:45:45,1633
1,4554,376,5.99,2005-07-08 04:48:03,10182
2,5149,330,2.99,2005-07-09 08:28:23,8918
1,10403,494,0.99,2005-08-01 07:30:45,13319
1,130,56,3.99,2005-05-25 21:21:56,1535
1,2985,154,2.99,2005-06-20 08:45:08,4186
2,1104,466,2.99,2005-05-31 14:30:01,12559
1,10942,78,10.99,2005-08-02 03:16:31,2133
2,2957,542,10.99,2005-06-20 06:53:47,14580
1,11521,229,4.99,2005-08-17 00:04:54,6178
2,63,383,0.99,2005-05-25 09:19:16,10366
1,4977,584,0.99,2005-07-09 00:15:50,15644
1,7513,411,2.99,2005-07-27 20:51:04,11135
1,11694,410,6.99,2005-08-17 06:57:30,11110
1,3842,583,4.99,2005-07-06 16:34:32,15620
1,4507,505,6.99,2005-07-08 02:22:45,13612
2,8461,399,5.99,2005-07-29 08:11:31,10796
2,10890,210,4.99,2005-08-02 00:58:46,5709
1,2203,46,2.99,2005-06-18 02:10:42,1262
2,9925,24,0.99,2005-07-31 15:08:47,646
2,14525,420,0.99,2005-08-21 15:06:49,11369
1,3868,416,2.99,2005-07-06 17:54:13,11248
2,3897,277,2.99,2005-07-06 19:11:43,7504
2,6020,71,0.99,2005-07-11 02:08:55,1921
2,13634,411,0.99,2005-08-20 07:16:45,11142
2,8659,168,6.99,2005-07-29 15:26:31,4562
2,6828,502,2.99,2005-07-12 18:38:51,13524
2,11241,543,9.99,2005-08-02 13:29:24,14612
2,6438,211,0.99,2005-07-12 00:23:01,5730
1,3318,414,5.99,2005-06-21 08:23:05,11195
2,7712,361,2.99,2005-07-28 04:29:53,9755
2,3393,362,2.99,2005-06-21 15:14:27,9779
2,13320,172,4.99,2005-08-19 19:35:33,4682
2,7173,592,0.99,2005-07-27 07:59:24,15856
2,3178,79,2.99,2005-06-20 22:35:12,2148
1,6892,138,0.99,2005-07-12 21:10:04,3730
2,14454,150,2.99,2005-08-21 12:35:49,4106
2,10591,52,0.99,2005-08-01 14:12:29,1442
1,10483,129,2.99,2005-08-01 10:19:45,3493
2,10618,386,3.99,2005-08-01 15:06:38,10464
2,14096,342,2.99,2005-08-21 00:27:46,9265
2,12043,592,0.99,2005-08-17 20:38:21,15867
2,3919,147,7.99,2005-07-06 20:26:21,3984
2,7407,410,5.99,2005-07-27 16:29:04,11100
2,4113,170,4.99,2005-07-07 06:49:52,4611
2,10016,478,4.99,2005-07-31 18:13:06,12918
2,5102,316,3.99,2005-07-09 06:25:48,8565
1,10786,490,7.99,2005-08-01 21:29:34,13226
2,4436,563,0.99,2005-07-07 22:52:04,15078
1,11068,52,0.99,2005-08-02 07:08:07,1444
2,15498,83,4.99,2005-08-23 02:33:27,2266
1,14514,295,6.99,2005-08-21 14:51:52,8015
1,1348,196,2.99,2005-06-15 12:45:30,5286
2,15326,58,0.99,2006-02-14 15:16:03,1619
2,11155,73,0.99,2005-08-02 09:55:28,1986
2,12238,46,2.99,2005-08-18 03:25:08,1279
2,12744,593,2.99,2005-08-18 22:22:36,15895
1,3441,326,4.99,2005-06-21 20:00:12,8807
2,10413,376,3.99,2005-08-01 07:59:39,10193
2,11175,164,2.99,2005-08-02 10:38:47,4465
1,6073,466,6.99,2005-07-11 04:54:31,12567
1,6990,146,0.99,2005-07-27 01:02:46,3963
1,1896,270,6.99,2005-06-17 04:25:46,7307
2,3366,511,4.99,2005-06-21 13:03:37,13762
2,13562,36,2.99,2005-08-20 04:31:45,1006
2,8423,468,5.99,2005-07-29 07:02:57,12632
1,666,437,5.99,2005-05-28 21:48:51,11775
2,9093,96,3.99,2005-07-30 08:33:24,2609
2,12943,547,2.99,2005-08-19 05:46:26,14705
1,15176,115,6.99,2005-08-22 15:30:25,3118
1,3879,81,2.99,2005-07-06 18:31:20,2200
2,9028,119,2.99,2005-07-30 06:00:35,3202
2,198,54,4.99,2005-05-26 07:03:49,1484
1,7069,343,6.99,2005-07-27 03:59:35,9283
2,9995,180,3.99,2005-07-31 17:30:47,4903
2,8127,20,2.99,2005-07-28 19:45:19,528
1,13510,107,6.99,2005-08-20 02:18:30,2898
1,10812,11,4.99,2005-08-01 22:41:16,294
1,10767,488,0.99,2005-08-01 20:37:23,13180
2,1047,72,0.99,2005-05-31 06:45:57,1942
1,14586,182,5.99,2005-08-21 17:19:09,4971
1,442,403,2.99,2005-05-27 18:12:13,10876
2,5884,498,0.99,2005-07-10 19:31:38,13419
1,2504,452,0.99,2005-06-18 23:19:53,12201
2,12551,15,2.99,2005-08-18 14:46:26,404
2,13038,532,4.99,2005-08-19 08:55:16,14331
1,14914,156,0.99,2005-08-22 04:53:35,4259
1,9342,552,8.99,2005-07-30 18:09:56,14817
1,75,510,8.99,2005-05-25 11:13:34,13731
1,1278,191,0.99,2005-06-15 08:09:12,5179
1,7921,100,1.99,2005-07-28 12:02:46,2702
1,14248,293,6.99,2005-08-21 05:35:57,7948
1,15190,84,4.99,2005-08-22 15:57:38,2300
1,5101,154,0.99,2005-07-09 06:21:29,4192
2,10453,188,5.99,2005-08-01 09:13:27,5114
2,212,59,4.99,2005-05-26 08:34:41,1620
1,2893,153,4.99,2005-06-20 02:22:08,4159
2,12057,263,9.99,2005-08-17 21:04:35,7119
2,2385,298,3.99,2005-06-18 15:22:40,8082
1,58,323,4.99,2005-05-25 08:53:14,8723
2,13637,342,4.99,2005-08-20 07:21:15,9262
1,4932,558,2.99,2005-07-08 22:17:40,14944
1,15065,510,4.99,2005-08-22 10:46:44,13756
2,9012,494,4.99,2005-07-30 05:18:57,13315
1,7644,173,0.99,2005-07-28 01:27:33,4704
1,740,89,5.99,2005-05-29 08:30:36,2411
1,6655,100,4.99,2005-07-12 11:08:32,2700
2,13602,348,5.99,2005-08-20 06:02:02,9427
2,11249,157,4.99,2005-08-02 13:35:40,4282
2,5196,536,0.99,2005-07-09 10:43:34,14436
2,6818,153,9.99,2005-07-12 18:20:54,4167
1,7856,375,4.99,2005-07-28 09:48:24,10161
1,4204,569,5.99,2005-07-07 11:24:18,15237
1,15055,125,2.99,2005-08-22 10:14:39,3385
2,8027,436,5.99,2005-07-28 16:09:57,11754
1,182,237,4.99,2005-05-26 04:49:17,6387
2,5626,389,3.99,2005-07-10 05:49:35,10536
1,10412,325,0.99,2005-08-01 07:57:16,8794
1,12608,366,4.99,2005-08-18 17:05:15,9908
2,1565,506,0.99,2005-06-16 03:13:09,13635
2,9108,490,4.99,2005-07-30 08:56:36,13224
1,15013,141,4.99,2005-08-22 08:42:45,3828
2,7229,182,0.99,2005-07-27 10:00:54,4962
2,8252,257,2.99,2005-07-29 00:54:17,6936
2,9298,208,3.99,2005-07-30 16:27:53,5647
2,11492,349,8.99,2005-08-02 22:46:47,9453
1,4693,221,6.99,2005-07-08 11:07:36,5983
1,7033,352,2.99,2005-07-27 03:03:25,9518
1,2173,65,7.99,2005-06-18 00:08:20,1769
1,10287,141,3.99,2005-08-01 03:37:01,3814
1,9034,144,7.99,2005-07-30 06:10:58,3901
1,15943,462,2.99,2005-08-23 18:49:32,12499
2,15994,595,0.99,2005-08-23 20:29:10,15954
2,8622,98,4.99,2005-07-29 13:53:28,2652
1,15064,425,0.99,2005-08-22 10:41:58,11503
1,4950,148,2.99,2005-07-08 22:58:07,4021
2,5569,69,3.99,2005-07-10 03:38:32,1874
2,4765,437,4.99,2005-07-08 15:08:45,11780
1,7375,381,2.99,2005-07-27 15:22:33,10322
2,12764,183,3.99,2005-08-18 23:14:15,4993
1,15178,15,0.99,2005-08-22 15:36:04,414
1,4279,335,4.99,2005-07-07 15:01:53,9048
1,13046,37,7.99,2005-08-19 09:21:10,1024
1,5060,57,4.99,2005-07-09 04:28:03,1574
1,1347,190,2.99,2005-06-15 12:43:43,5152
1,8692,88,2.99,2005-07-29 16:43:39,2402
1,5247,298,2.99,2005-07-09 13:26:28,8090
2,13781,368,7.99,2005-08-20 12:06:45,9970
1,5829,118,1.99,2005-07-10 16:29:41,3172
2,6194,83,2.99,2005-07-11 11:51:00,2255
2,6391,264,0.99,2005-07-11 22:23:09,7135
2,1487,76,0.99,2005-06-15 21:27:42,2064
2,1550,345,0.99,2005-06-16 01:58:35,9317
2,6223,192,0.99,2005-07-11 13:27:09,5201
1,8287,178,3.99,2005-07-29 02:03:58,4842
1,3754,83,2.99,2005-07-06 12:35:44,2252
1,9704,385,4.99,2005-07-31 07:39:32,10433
2,11737,549,4.99,2005-08-17 08:42:08,14743
1,14361,191,0.99,2006-02-14 15:16:03,5195
1,1744,230,4.99,2005-06-16 16:39:58,6189
1,5535,394,4.99,2005-07-10 02:27:42,10680
2,8885,135,7.99,2005-07-30 00:36:26,3652
1,14237,410,3.99,2005-08-21 05:15:00,11115
1,13264,109,3.99,2005-08-19 17:27:10,2956
1,12860,548,5.99,2005-08-19 02:24:41,14722
2,4187,161,0.99,2005-07-07 10:41:31,4381
2,2120,182,5.99,2005-06-17 20:36:50,4952
2,8163,157,0.99,2005-07-28 21:11:48,4272
1,15033,168,3.99,2005-08-22 09:25:24,4578
2,4006,473,4.99,2005-07-07 00:25:29,12787
1,1255,526,4.99,2005-06-15 06:13:45,14139
1,9131,142,2.99,2005-07-30 09:55:57,3844
1,6836,113,0.99,2005-07-12 18:58:05,3044
2,4440,507,0.99,2005-07-07 23:00:58,13668
2,4248,161,6.99,2005-07-07 13:59:20,4382
1,4072,310,0.99,2005-07-07 04:48:02,8420
2,6004,204,4.99,2005-07-11 01:34:25,5530
2,11759,108,2.99,2005-08-17 09:41:23,2925
1,9170,425,0.99,2005-07-30 11:35:24,11495
2,6878,363,4.99,2005-07-12 20:37:13,9818
2,10491,24,2.99,2005-08-01 10:38:27,647
1,3024,328,4.99,2005-06-20 11:29:17,8856
2,2160,32,0.99,2005-06-17 23:39:11,882
2,2490,402,4.99,2005-06-18 22:00:50,10858
1,8518,385,2.99,2005-07-29 10:05:27,10431
1,1270,395,0.99,2005-06-15 07:30:22,10694
2,8485,420,0.99,2005-07-29 08:53:09,11363
2,9734,125,2.99,2005-07-31 08:57:45,3374
1,13638,493,2.99,2005-08-20 07:21:15,13291
1,4265,69,0.99,2005-07-07 14:27:51,1872
2,11644,438,4.99,2005-08-17 04:49:46,11821
1,8728,341,9.99,2005-07-29 18:12:49,9228
1,2848,19,2.99,2005-06-19 22:55:37,497
2,8891,435,4.99,2005-07-30 00:46:55,11728
1,10810,376,3.99,2005-08-01 22:40:39,10194
1,925,137,2.99,2005-05-30 12:13:52,3681
2,15676,353,2.99,2005-08-23 09:23:08,9550
2,4864,281,6.99,2005-07-08 19:05:34,7616
1,8300,222,1.99,2005-07-29 02:57:59,6017
2,2683,241,2.99,2005-06-19 12:27:19,6505
2,11462,268,7.99,2005-08-02 21:36:46,7265
1,6922,371,0.99,2005-07-12 22:39:48,10038
1,7898,499,6.99,2005-07-28 11:08:22,13445
2,1144,207,3.99,2005-05-31 20:04:10,5601
2,13322,559,4.99,2005-08-19 19:43:08,14985
2,1153,506,4.99,2005-05-31 21:36:44,13632
2,3959,448,5.99,2005-07-06 22:07:58,12092
1,15126,459,5.99,2005-08-22 12:53:58,12412
1,2346,308,7.99,2005-06-18 12:08:16,8360
1,9968,363,4.99,2005-07-31 16:32:16,9825
2,6816,290,4.99,2005-07-12 18:18:50,7856
2,8985,12,0.99,2005-07-30 04:34:51,319
2,2479,408,4.99,2005-06-18 21:03:08,11035
1,6803,490,4.99,2005-07-12 17:21:49,13220
2,748,7,2.99,2005-05-29 09:27:00,176
1,5150,410,3.99,2005-07-09 08:28:40,11093
1,8483,186,4.99,2005-07-29 08:50:18,5054
1,7448,175,2.99,2005-07-27 18:06:30,4745
1,6984,297,2.99,2005-07-27 00:56:30,8061
1,14712,226,0.99,2005-08-21 21:22:56,6103
2,11621,216,7.99,2005-08-17 04:13:45,5872
1,13364,236,2.99,2005-08-19 21:09:30,6380
2,14200,349,6.99,2005-08-21 03:51:27,9457
1,9050,40,8.99,2005-07-30 06:59:55,1109
1,1611,393,6.99,2005-06-16 06:41:35,10643
1,12894,541,7.99,2005-08-19 03:49:28,14568
1,974,596,6.99,2005-05-30 20:28:42,15961
2,6791,144,9.99,2005-07-12 16:35:07,3894
1,13469,235,0.99,2005-08-20 00:59:36,6341
1,3082,164,8.99,2005-06-20 15:32:11,4454
1,2483,88,7.99,2005-06-18 21:22:23,2390
2,11137,310,2.99,2005-08-02 09:25:31,8427
1,2977,571,10.99,2005-06-20 08:15:27,15295
1,7123,232,5.99,2005-07-27 06:08:48,6251
2,3760,330,2.99,2005-07-06 12:49:28,8916
2,2425,579,5.99,2005-06-18 17:37:45,15507
2,2310,409,8.99,2005-06-18 08:45:59,11064
2,3206,350,0.99,2005-06-21 00:39:39,9468
2,12961,386,2.99,2005-08-19 06:22:37,10468
1,14943,265,2.99,2005-08-22 05:59:59,7180
1,10017,424,6.99,2005-07-31 18:13:22,11469
1,15584,500,2.99,2005-08-23 05:49:21,13488
1,1716,24,2.99,2005-06-16 14:39:31,633
2,1392,460,0.99,2005-06-15 16:12:27,12419
2,13835,143,4.99,2005-08-20 14:06:33,3876
1,5900,419,3.99,2005-07-10 20:21:54,11332
1,70,73,2.99,2005-05-25 10:15:23,1970
1,2646,275,4.99,2005-06-19 09:56:01,7440
2,5836,310,0.99,2005-07-10 16:49:02,8422
1,4194,153,5.99,2005-07-07 10:59:39,4163
1,9117,371,8.99,2005-07-30 09:20:59,10042
1,5573,170,4.99,2005-07-10 03:50:47,4614
2,9649,51,0.99,2005-07-31 05:46:54,1408
1,1513,368,9.99,2005-06-15 22:53:30,9945
1,203,109,5.99,2005-05-26 07:27:57,2933
2,7041,379,4.99,2005-07-27 03:18:32,10257
1,3034,296,0.99,2005-06-20 12:15:50,8022
1,7845,352,5.99,2005-07-28 09:18:07,9522
1,5299,469,3.99,2005-07-09 15:38:09,12662
1,10477,506,2.99,2005-08-01 10:04:17,13648
1,15649,60,2.99,2005-08-23 08:28:03,1669
1,9363,323,2.99,2005-07-30 18:44:23,8741
2,1528,110,8.99,2005-06-16 00:32:52,2961
1,15442,42,2.99,2005-08-23 00:42:49,1176
1,6765,433,5.99,2005-07-12 15:30:47,11673
2,14299,342,0.99,2005-08-21 07:18:57,9266
1,10994,323,3.99,2005-08-02 04:46:53,8745
2,5571,76,0.99,2005-07-10 03:48:20,2071
1,5891,184,0.99,2005-07-10 20:01:17,5004
2,11266,99,4.99,2005-08-02 14:07:35,2684
1,1386,322,2.99,2005-06-15 15:38:58,8697
2,7988,517,3.99,2005-07-28 14:37:18,13930
2,14485,241,2.99,2005-08-21 13:52:07,6529
2,12873,138,2.99,2005-08-19 03:05:41,3747
1,16034,502,3.99,2005-08-23 22:06:34,13544
2,8649,69,6.99,2005-07-29 14:57:33,1878
1,1428,583,3.99,2005-06-15 18:19:30,15613
2,9654,506,3.99,2005-07-31 05:57:42,13646
2,14635,108,3.99,2005-08-21 18:51:43,2929
2,14077,21,8.99,2005-08-20 23:24:07,574
2,950,83,0.99,2005-05-30 16:06:08,2245
1,10006,470,4.99,2005-07-31 17:54:35,12710
1,7987,443,9.99,2005-07-28 14:36:52,11955
1,7645,381,2.99,2005-07-28 01:27:42,10323
2,15742,200,5.99,2005-08-23 12:11:37,5442
2,4330,408,3.99,2005-07-07 18:09:41,11038
1,2771,262,6.99,2005-06-19 17:54:48,7072
2,5083,494,4.99,2005-07-09 05:30:32,13307
1,10781,259,2.99,2005-08-01 21:22:41,6998
2,7591,525,4.99,2005-07-27 23:25:54,14125
2,11639,462,6.99,2005-08-17 04:43:29,12490
1,4140,190,2.99,2005-07-07 08:19:10,5157
2,3099,380,1.99,2005-06-20 16:44:33,10278
1,9154,312,3.99,2005-07-30 10:59:54,8471
2,2570,5,2.99,2005-06-19 04:20:13,114
2,13789,53,2.99,2005-08-20 12:16:38,1476
2,2963,24,7.99,2005-06-20 07:33:09,637
2,7019,491,3.99,2005-07-27 02:20:26,13247
2,13703,356,6.99,2005-08-20 09:29:35,9633
1,10599,271,3.99,2005-08-01 14:23:58,7341
2,6113,115,2.99,2005-07-11 07:31:08,3102
2,282,282,6.99,2005-05-26 18:56:26,7626
1,5783,385,2.99,2005-07-10 13:55:33,10426
2,13394,45,4.99,2005-08-19 22:05:19,1252
2,3173,33,8.99,2005-06-20 22:21:10,909
2,13142,269,5.99,2005-08-19 12:42:28,7297
2,540,119,6.99,2005-05-28 06:40:25,3190
1,12970,216,5.98,2006-02-14 15:16:03,5879
1,12554,404,8.99,2005-08-18 14:47:28,10932
1,15589,22,6.99,2005-08-23 06:03:31,597
2,13441,125,6.99,2005-08-19 23:48:23,3383
2,8553,49,10.99,2005-07-29 11:15:36,1347
1,13545,417,4.99,2005-08-20 03:50:15,11287
1,3685,58,4.99,2005-07-06 09:30:45,1599
1,5540,250,0.99,2005-07-10 02:44:21,6746
1,9404,140,0.99,2005-07-30 20:21:35,3791
2,4221,143,0.99,2005-07-07 12:18:57,3865
2,6886,429,6.99,2005-07-12 20:58:04,11588
1,1244,515,4.99,2005-06-15 05:08:40,13862
2,14958,347,2.99,2005-08-22 06:30:10,9395
1,6442,360,0.99,2005-07-12 00:29:45,9720
1,4037,594,5.99,2005-07-07 02:52:52,15912
2,3009,280,4.99,2005-06-20 10:24:44,7586
2,5321,245,2.99,2005-07-09 16:26:33,6632
1,14981,544,2.99,2005-08-22 07:19:05,14636
1,15369,121,0.99,2005-08-22 21:58:06,3278
1,10468,129,0.99,2005-08-01 09:48:29,3492
2,14445,256,2.99,2005-08-21 12:07:42,6914
2,9970,578,4.99,2005-07-31 16:38:24,15498
2,7357,438,1.99,2005-07-27 14:48:31,11813
1,11050,234,4.99,2005-08-02 06:17:16,6308
2,11414,353,4.99,2005-08-02 19:43:07,9543
1,11227,65,8.99,2005-08-02 12:48:05,1781
1,13944,408,2.99,2005-08-20 17:41:16,11057
1,9463,352,0.99,2005-07-30 22:30:57,9524
1,10909,413,2.99,2005-08-02 01:53:59,11180
2,6527,65,0.99,2005-07-12 04:23:06,1775
2,12560,596,4.99,2005-08-18 14:54:19,15976
2,7490,595,3.99,2005-07-27 19:48:12,15940
2,2258,292,3.99,2005-06-18 05:30:36,7897
1,431,334,8.99,2005-05-27 16:31:05,9015
2,5669,323,4.99,2005-07-10 08:12:53,8731
1,2145,388,0.99,2005-06-17 22:10:36,10502
1,15119,288,2.99,2005-08-22 12:41:33,7813
2,1762,116,4.99,2005-06-16 17:50:19,3124
1,2660,221,10.99,2005-06-19 10:50:02,5979
1,7134,574,2.99,2005-07-27 06:33:06,15382
2,965,502,0.99,2005-05-30 19:00:14,13514
1,4100,332,6.99,2005-07-07 06:20:52,8961
2,15562,149,2.99,2005-08-23 05:04:33,4083
1,6664,351,4.99,2005-07-12 11:28:22,9497
1,8201,567,2.99,2005-07-28 23:10:48,15198
1,8907,576,4.99,2005-07-30 01:25:03,15440
1,1440,26,5.99,2005-06-15 18:53:14,687
2,1551,268,3.99,2005-06-16 02:01:15,7247
2,4526,1,5.99,2005-07-08 03:17:05,10
2,7141,423,2.99,2005-07-27 06:55:27,11434
1,11923,72,2.99,2005-08-17 16:21:47,1959
1,9888,5,3.99,2005-07-31 14:00:53,131
1,8306,232,2.99,2005-07-29 03:12:26,6256
2,12261,485,8.99,2005-08-18 04:16:06,13111
2,5528,551,0.99,2005-07-10 02:09:21,14789
1,5537,254,0.99,2005-07-10 02:35:41,6850
1,927,167,4.99,2005-05-30 12:16:40,4518
2,3976,329,2.99,2005-07-06 23:00:20,8884
2,2965,46,8.99,2005-06-20 07:33:38,1263
1,8074,1,0.99,2005-07-28 17:33:39,18
1,6055,125,0.99,2005-07-11 03:59:08,3362
2,9364,87,8.99,2005-07-30 18:44:44,2375
1,14325,313,4.99,2005-08-21 08:15:38,8500
1,3247,277,5.99,2005-06-21 03:12:15,7500
2,9424,256,2.99,2005-07-30 21:10:56,6906
1,5981,241,4.99,2005-07-11 00:19:04,6513
2,244,257,2.99,2005-05-26 13:40:40,6920
2,11343,466,0.99,2005-08-02 17:12:30,12573
1,6542,359,2.99,2005-07-12 04:53:49,9693
2,5762,217,3.99,2005-07-10 12:48:01,5887
1,12113,393,1.99,2005-08-17 23:01:00,10662
2,3756,320,4.99,2005-07-06 12:40:38,8659
2,9443,3,3.99,2005-07-30 21:45:46,76
2,14513,185,2.99,2005-08-21 14:51:35,5042
1,6916,88,4.99,2005-07-12 22:29:18,2397
1,15883,550,0.99,2005-08-23 16:44:56,14777
2,1623,378,4.99,2005-06-16 07:48:50,10230
2,11913,295,5.99,2005-08-17 15:53:17,8010
2,15007,165,1.99,2005-08-22 08:21:21,4485
2,1532,290,0.99,2005-06-16 00:41:31,7848
1,2390,239,4.99,2005-06-18 15:29:26,6449
2,3053,329,0.99,2005-06-20 13:10:30,8882
2,11479,237,11.99,2005-08-02 22:18:13,6409
1,9118,172,2.99,2005-07-30 09:24:18,4674
2,3049,403,6.99,2005-06-20 12:51:01,10882
2,4713,207,5.99,2005-07-08 12:12:33,5606
2,14666,122,5.99,2005-08-21 19:51:09,3311
2,2196,240,3.99,2005-06-18 01:47:07,6477
2,2913,402,2.99,2005-06-20 03:42:27,10859
2,2471,183,5.99,2005-06-18 20:31:00,4977
2,7279,12,0.99,2005-07-27 11:50:47,318
2,9764,136,5.99,2005-07-31 09:42:58,3673
2,8774,161,4.99,2005-07-29 20:05:04,4387
1,12963,2,2.99,2005-08-19 06:26:04,55
2,1468,230,3.99,2005-06-15 20:48:22,6188
2,6658,27,4.99,2005-07-12 11:13:21,734
1,5084,87,7.99,2005-07-09 05:33:27,2365
1,15261,140,2.99,2005-08-22 18:24:34,3797
1,8005,488,2.99,2005-07-28 15:15:11,13173
1,13568,151,5.99,2005-08-20 05:02:46,4130
1,10319,394,4.99,2005-08-01 04:37:19,10685
2,11846,283,2.99,2005-08-17 13:18:29,7675
2,2919,509,4.99,2005-06-20 04:10:16,13714
1,3883,69,8.99,2005-07-06 18:39:38,1871
1,10217,389,4.99,2005-08-01 01:07:27,10544
1,1438,82,0.99,2005-06-15 18:38:51,2220
2,1077,24,2.99,2005-05-31 10:22:54,632
2,13983,231,6.99,2005-08-20 19:08:32,6240
2,4819,64,5.99,2005-07-08 17:19:15,1742
1,15403,581,0.99,2005-08-22 23:18:10,15586
1,5796,286,4.99,2005-07-10 14:42:54,7743
2,2661,452,0.99,2005-06-19 10:50:52,12202
1,12194,558,1.99,2005-08-18 02:04:47,14959
2,9812,57,2.99,2005-07-31 11:28:07,1585
1,7073,92,4.99,2005-07-27 04:03:26,2519
1,13970,418,0.99,2005-08-20 18:43:34,11319
2,6001,45,0.99,2005-07-11 01:24:44,1239
2,10365,442,6.99,2005-08-01 06:08:44,11938
2,7075,530,1.99,2005-07-27 04:11:40,14267
2,15893,438,5.99,2005-08-23 17:02:00,11827
2,13260,251,6.99,2005-08-19 17:09:22,6783
1,90,25,7.99,2005-05-25 14:31:25,656
2,14573,240,2.99,2005-08-21 16:44:32,6498
1,243,543,6.99,2005-05-26 13:06:05,14595
1,1663,186,2.99,2005-06-16 10:14:15,5047
1,9912,367,4.99,2005-07-31 14:49:04,9931
1,12903,302,2.99,2005-08-19 04:09:38,8209
1,7169,559,1.99,2005-07-27 07:51:39,14973
2,11031,361,5.99,2005-08-02 05:52:58,9761
2,12196,111,3.99,2005-08-18 02:08:48,2993
2,10116,28,2.99,2005-07-31 21:14:02,770
1,8115,106,4.99,2005-07-28 19:14:17,2861
1,8383,495,1.99,2005-07-29 05:36:47,13341
1,9299,555,5.99,2005-07-30 16:32:51,14877
1,10870,33,4.99,2005-08-02 00:27:12,919
2,11001,5,4.99,2005-08-02 04:56:45,134
2,11504,350,0.99,2005-08-16 23:16:46,9477
2,3037,434,2.99,2005-06-20 12:28:03,11698
1,8770,499,3.99,2005-07-29 19:53:50,13447
1,7917,416,2.99,2005-07-28 11:56:57,11252
1,11610,275,4.99,2005-08-17 03:43:37,7453
2,177,548,6.99,2005-05-26 04:14:29,14709
1,4196,564,2.99,2005-07-07 11:06:33,15105
2,4912,275,9.99,2005-07-08 21:26:11,7444
1,8003,89,2.99,2005-07-28 15:11:27,2427
1,9067,382,6.99,2005-07-30 07:31:01,10357
1,5437,26,2.99,2005-07-09 21:32:29,701
2,5510,67,2.99,2005-07-10 00:58:37,1831
1,13182,496,2.99,2006-02-14 15:16:03,13376
1,5935,258,9.99,2005-07-10 22:11:04,6964
2,4672,18,3.99,2005-07-08 10:15:38,475
2,14720,395,0.99,2005-08-21 21:43:53,10709
1,13714,277,4.99,2005-08-20 09:41:09,7522
2,3443,377,4.99,2005-06-21 20:19:00,10207
1,8154,285,4.99,2005-07-28 20:56:18,7722
1,3762,413,4.99,2005-07-06 12:52:49,11174
1,10863,161,6.99,2005-08-02 00:18:07,4393
1,12023,22,5.99,2005-08-17 19:54:54,590
1,4151,428,0.99,2005-07-07 08:49:02,11565
1,15355,493,0.99,2005-08-22 21:19:24,13295
2,12260,150,6.99,2005-08-18 04:15:43,4096
1,8882,410,0.99,2005-07-30 00:24:05,11103
2,11945,380,0.99,2005-08-17 17:05:33,10297
2,12059,393,2.99,2005-08-17 21:09:23,10661
2,11380,551,0.99,2005-08-02 18:17:32,14795
2,4405,145,6.99,2005-07-07 21:33:16,3927
1,731,5,0.99,2005-05-29 07:25:16,108
1,11270,418,2.99,2005-08-02 14:18:07,11311
2,15821,233,0.99,2005-08-23 15:03:58,6292
2,8894,552,4.99,2005-07-30 00:48:31,14816
2,7346,2,4.99,2005-07-27 14:30:42,37
1,5371,425,4.99,2005-07-09 18:47:48,11490
2,8825,101,1.99,2005-07-29 22:24:16,2722
2,15543,282,4.99,2005-08-23 04:15:41,7650
2,12658,193,4.99,2005-08-18 19:05:42,5235
1,9413,290,0.99,2005-07-30 20:44:39,7862
1,6221,393,2.99,2005-07-11 13:24:27,10653
1,11168,555,4.99,2005-08-02 10:19:42,14881
2,7138,31,3.99,2005-07-27 06:47:13,870
1,1001,64,2.99,2005-05-31 00:46:31,1736
2,4284,521,0.99,2005-07-07 15:31:57,14022
1,14784,117,0.99,2005-08-22 00:23:13,3164
1,3636,591,0.99,2005-07-06 07:03:52,15820
1,1072,272,0.99,2005-05-31 09:52:50,7350
1,9969,151,2.99,2005-07-31 16:38:12,4124
1,7969,123,5.99,2005-07-28 13:57:37,3324
1,4868,307,4.99,2005-07-08 19:13:50,8339
1,10635,52,0.99,2005-08-01 15:37:58,1443
