Fiscal year,FSTC percent,Section ID,Participatory development and good governance,CIDA business delivery model (old),CountryRegion ID,Organisation class,Sector ID,Enviromental sustainability (marker),Organisation name,CountryRegion name,Continent ID,Climate change adaptation (marker),Section name,Trade development (marker),Biodiversity (marker),Urban issues (marker),Children issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation type,Organisation sub-class,Continent name,Project Browser country ID,CountryRegion percent,Sector name,Sector percent,Amount spent
2009/2010,0.0,S3116,1,Directive,UA,Civil Society,99810,1,Securiro Entreposage Les Produits de Papier Sansfa�ons,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1015598,Canadian Profit Making,SUPPLIER OF GOODS/SERVICES,Europe,UA,1.0,Sectors not specified,1.0,270.0
2009/2010,0.0,S3116,1,Directive,UA,Individual,99810,1,Information not available,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,Information not available,Canadian Profit Making,COOPERANT,Europe,UA,1.0,Sectors not specified,1.0,100932.82
2009/2010,1.0,S3116,1,Directive,UA,Civil Society,15110,2,Canadian Bureau for International Education,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1001250,Canadian Non-Profit Making,ASSOCIATIONS,Europe,UA,1.0,Public sector policy and administrative management,1.0,470396.78
2009/2010,1.0,S3116,1,Responsive,UA,Governmental,15130,0,Office of the Commissioner for Federal Judicial Affairs,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,10510,Canadian Non-Profit Making,FEDERAL,Europe,UA,1.0,Legal and judicial development,1.0,1312926.15
2009/2010,1.0,S3116,1,Directive,UA,Governmental,15110,0,Department of Justice Canada,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,20130,Canadian Non-Profit Making,FEDERAL,Europe,UA,1.0,Public sector policy and administrative management,0.4,255704.532
2009/2010,1.0,S3116,1,Directive,UA,Governmental,15130,0,Department of Justice Canada,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,20130,Canadian Non-Profit Making,FEDERAL,Europe,UA,1.0,Legal and judicial development,0.6,383556.79799999995
2009/2010,1.0,S3116,0,Responsive,UA,Civil Society,31110,0,ANGELHOEVE ASSOCIATES INC.,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,0,1001819,Canadian Profit Making,CONSULTING SERVICES,Europe,UA,1.0,Agricultural policy and administrative management,0.3,840.0
2009/2010,1.0,S3116,0,Responsive,UA,Civil Society,31110,0,CanEd International Inc.,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,0,1001883,Canadian Profit Making,CONSULTING SERVICES,Europe,UA,1.0,Agricultural policy and administrative management,0.3,329286.6
2009/2010,1.0,S3116,0,Responsive,UA,Civil Society,31166,0,ANGELHOEVE ASSOCIATES INC.,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,0,1001819,Canadian Profit Making,CONSULTING SERVICES,Europe,UA,1.0,Agricultural extension,0.25,700.0
2009/2010,1.0,S3116,0,Responsive,UA,Civil Society,31166,0,CanEd International Inc.,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,0,1001883,Canadian Profit Making,CONSULTING SERVICES,Europe,UA,1.0,Agricultural extension,0.25,274405.5
2009/2010,1.0,S3116,0,Responsive,UA,Civil Society,31191,0,ANGELHOEVE ASSOCIATES INC.,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,0,1001819,Canadian Profit Making,CONSULTING SERVICES,Europe,UA,1.0,Agricultural services,0.25,700.0
2009/2010,1.0,S3116,0,Responsive,UA,Civil Society,31191,0,CanEd International Inc.,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,0,1001883,Canadian Profit Making,CONSULTING SERVICES,Europe,UA,1.0,Agricultural services,0.25,274405.5
2009/2010,1.0,S3116,0,Responsive,UA,Civil Society,31193,0,ANGELHOEVE ASSOCIATES INC.,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,0,1001819,Canadian Profit Making,CONSULTING SERVICES,Europe,UA,1.0,Agricultural financial services,0.2,560.0
2009/2010,1.0,S3116,0,Responsive,UA,Civil Society,31193,0,CanEd International Inc.,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,0,1001883,Canadian Profit Making,CONSULTING SERVICES,Europe,UA,1.0,Agricultural financial services,0.2,219524.4
2009/2010,1.0,S4256,0,Directive,DZ,Civil Society,11330,0,Consortium International de D�veloppement en �ducation (CIDE),Algeria,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,2,1000690,Canadian Profit Making,CONSULTING SERVICES,Africa,DZ,1.0,Vocational training,1.0,1018528.08
2009/2010,1.0,S4256,0,Directive,DZ,Individual,11330,0,Information not available,Algeria,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,2,Information not available,Canadian Profit Making,CONSULTANT,Africa,DZ,1.0,Vocational training,1.0,39740.2
2009/2010,1.0,S3116,1,Directive,BA,Governmental,15110,0,Department of Foreign Affairs and International Trade,Bosnia & Herz.,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,10050,Canadian Non-Profit Making,FEDERAL,Europe,BA,0.5,Public sector policy and administrative management,0.7,10928.8865
2009/2010,1.0,S3116,1,Directive,BA,Governmental,15130,0,Department of Foreign Affairs and International Trade,Bosnia & Herz.,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,10050,Canadian Non-Profit Making,FEDERAL,Europe,BA,0.5,Legal and judicial development,0.3,4683.8085
2009/2010,1.0,S3116,1,Directive,RS,Governmental,15110,0,Department of Foreign Affairs and International Trade,Serbia,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,10050,Canadian Non-Profit Making,FEDERAL,Europe,RS,0.5,Public sector policy and administrative management,0.7,10928.8865
2009/2010,1.0,S3116,1,Directive,RS,Governmental,15130,0,Department of Foreign Affairs and International Trade,Serbia,5,0,Ukraine,0,0,0,0,0,0,0,0,0,2,10050,Canadian Non-Profit Making,FEDERAL,Europe,RS,0.5,Legal and judicial development,0.3,4683.8085
2009/2010,1.0,S3116,0,Responsive,UA,Multilateral,24010,0,World Bank,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,0,1001306,Foreign Non-Profit Making,IFI,Europe,UA,1.0,Financial policy and administrative management,0.25,178166.5
2009/2010,1.0,S3116,0,Responsive,UA,Multilateral,24081,0,World Bank,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,0,1001306,Foreign Non-Profit Making,IFI,Europe,UA,1.0,Education/training in banking and financial services,0.25,178166.5
2009/2010,1.0,S3116,0,Responsive,UA,Multilateral,31193,0,World Bank,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,0,1001306,Foreign Non-Profit Making,IFI,Europe,UA,1.0,Agricultural financial services,0.5,356333.0
2009/2010,1.0,S3116,1,Responsive,UA,Multilateral,24020,0,IMF - International Monetary Fund,Ukraine,5,0,Ukraine,0,0,0,0,0,0,0,0,0,1,1002743,Foreign Non-Profit Making,IFI,Europe,UA,1.0,Monetary institutions,1.0,1600000.0
2009/2010,1.0,S4256,0,Responsive,70,Multilateral,11130,0,ILO - International Labour Organization,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,1,0,0,0,0,2,1002742,Foreign Non-Profit Making,UNITED NATIONS,Africa,MA,0.3333,Teacher training,0.6,6820.269905
2009/2010,1.0,S4256,0,Responsive,70,Multilateral,11320,0,ILO - International Labour Organization,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,1,0,0,0,0,2,1002742,Foreign Non-Profit Making,UNITED NATIONS,Africa,MA,0.3333,Secondary education,0.25,2841.779127
2009/2010,1.0,S4256,0,Responsive,70,Multilateral,11420,0,ILO - International Labour Organization,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,1,0,0,0,0,2,1002742,Foreign Non-Profit Making,UNITED NATIONS,Africa,MA,0.3333,Higher education,0.15,1705.0674760000002
2009/2010,1.0,S4256,0,Responsive,70,Multilateral,11130,0,ILO - International Labour Organization,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,1,0,0,0,0,2,1002742,Foreign Non-Profit Making,UNITED NATIONS,Africa,TN,0.3333,Teacher training,0.6,6820.269905
2009/2010,1.0,S4256,0,Responsive,70,Multilateral,11320,0,ILO - International Labour Organization,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,1,0,0,0,0,2,1002742,Foreign Non-Profit Making,UNITED NATIONS,Africa,TN,0.3333,Secondary education,0.25,2841.779127
2009/2010,1.0,S4256,0,Responsive,70,Multilateral,11420,0,ILO - International Labour Organization,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,1,0,0,0,0,2,1002742,Foreign Non-Profit Making,UNITED NATIONS,Africa,TN,0.3333,Higher education,0.15,1705.0674760000002
2009/2010,1.0,S4256,0,Responsive,70,Multilateral,11130,0,ILO - International Labour Organization,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,1,0,0,0,0,2,1002742,Foreign Non-Profit Making,UNITED NATIONS,Africa,EG,0.3334,Teacher training,0.6,6822.3161900000005
2009/2010,1.0,S4256,0,Responsive,70,Multilateral,11320,0,ILO - International Labour Organization,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,1,0,0,0,0,2,1002742,Foreign Non-Profit Making,UNITED NATIONS,Africa,EG,0.3334,Secondary education,0.25,2842.631746
2009/2010,1.0,S4256,0,Responsive,70,Multilateral,11420,0,ILO - International Labour Organization,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,1,0,0,0,0,2,1002742,Foreign Non-Profit Making,UNITED NATIONS,Africa,EG,0.3334,Higher education,0.15,1705.579048
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,DZ,0.11,Public sector policy and administrative management,0.55,42350.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,DZ,0.11,Public finance management,0.3,23100.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15153,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,DZ,0.11,Media and free flow of information,0.15,11550.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,MA,0.11,Public sector policy and administrative management,0.55,42350.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,MA,0.11,Public finance management,0.3,23100.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15153,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,MA,0.11,Media and free flow of information,0.15,11550.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,TN,0.11,Public sector policy and administrative management,0.55,42350.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,TN,0.11,Public finance management,0.3,23100.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15153,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,TN,0.11,Media and free flow of information,0.15,11550.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,EG,0.12,Public sector policy and administrative management,0.55,46200.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,EG,0.12,Public finance management,0.3,25200.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15153,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,EG,0.12,Media and free flow of information,0.15,12600.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,IQ,0.11,Public sector policy and administrative management,0.55,42350.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,IQ,0.11,Public finance management,0.3,23100.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15153,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,IQ,0.11,Media and free flow of information,0.15,11550.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,JO,0.11,Public sector policy and administrative management,0.55,42350.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,JO,0.11,Public finance management,0.3,23100.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15153,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,JO,0.11,Media and free flow of information,0.15,11550.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,LB,0.11,Public sector policy and administrative management,0.55,42350.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,LB,0.11,Public finance management,0.3,23100.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15153,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,LB,0.11,Media and free flow of information,0.15,11550.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,PS,0.11,Public sector policy and administrative management,0.55,42350.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,PS,0.11,Public finance management,0.3,23100.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15153,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,PS,0.11,Media and free flow of information,0.15,11550.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,YE,0.11,Public sector policy and administrative management,0.55,42350.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,YE,0.11,Public finance management,0.3,23100.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15153,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,0,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,YE,0.11,Media and free flow of information,0.15,11550.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,DZ,0.11,Public sector policy and administrative management,0.7,53900.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,DZ,0.11,Public finance management,0.1,7700.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,33140,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,DZ,0.11,Multilateral trade negotiations,0.2,15400.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,MA,0.11,Public sector policy and administrative management,0.7,53900.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,MA,0.11,Public finance management,0.1,7700.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,33140,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,MA,0.11,Multilateral trade negotiations,0.2,15400.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,TN,0.11,Public sector policy and administrative management,0.7,53900.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,TN,0.11,Public finance management,0.1,7700.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,33140,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,TN,0.11,Multilateral trade negotiations,0.2,15400.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,EG,0.12,Public sector policy and administrative management,0.7,58800.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,EG,0.12,Public finance management,0.1,8400.0
2009/2010,1.0,S4256,1,Responsive,70,Multilateral,33140,0,Organisation de Coop�ration et de D�veloppement �conomique,Northern Africa,2,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Africa,EG,0.12,Multilateral trade negotiations,0.2,16800.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,IQ,0.11,Public sector policy and administrative management,0.7,53900.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,IQ,0.11,Public finance management,0.1,7700.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,33140,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,IQ,0.11,Multilateral trade negotiations,0.2,15400.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,JO,0.11,Public sector policy and administrative management,0.7,53900.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,JO,0.11,Public finance management,0.1,7700.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,33140,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,JO,0.11,Multilateral trade negotiations,0.2,15400.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,LB,0.11,Public sector policy and administrative management,0.7,53900.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,LB,0.11,Public finance management,0.1,7700.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,33140,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,LB,0.11,Multilateral trade negotiations,0.2,15400.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,PS,0.11,Public sector policy and administrative management,0.7,53900.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,PS,0.11,Public finance management,0.1,7700.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,33140,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,PS,0.11,Multilateral trade negotiations,0.2,15400.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15110,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,YE,0.11,Public sector policy and administrative management,0.7,53900.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,15111,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,YE,0.11,Public finance management,0.1,7700.0
2009/2010,1.0,S4256,1,Responsive,130,Multilateral,33140,0,Organisation de Coop�ration et de D�veloppement �conomique,Western Asia,3,0,Middle East and North Africa,1,0,0,0,0,0,0,0,0,0,1001236,Foreign Non-Profit Making,OTHER MULTILATERAL,Asia,YE,0.11,Multilateral trade negotiations,0.2,15400.0
2009/2010,1.0,S3116,1,Responsive,GE,Civil Society,12110,0,FOUNDATION OPEN SOCIETY INSTITUTE,Georgia,3,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,INTERNATIONAL NGO,Asia,GE,0.25,Health policy and administrative management,0.2,29545.45
2009/2010,1.0,S3116,1,Responsive,GE,Civil Society,12110,0,Pyra Management Consulting Services Inc.,Georgia,3,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1015020,Canadian Profit Making,CONSULTING SERVICES,Asia,GE,0.25,Health policy and administrative management,0.2,421.343
2009/2010,1.0,S3116,1,Responsive,GE,Civil Society,13040,0,FOUNDATION OPEN SOCIETY INSTITUTE,Georgia,3,0,Ukraine,0,0,0,0,0,0,0,0,0,2,1009657,Foreign Non-Profit Making,INTERNATIONAL NGO,Asia,GE,0.25,STD control including HIV/AIDS,0.4,59090.9
