assay_id,assay_tax_id,chembl_id,variant_id,tid,assay_type,assay_organism,curated_by,assay_subcellular_fraction,assay_cell_type,description,assay_category,relationship_type,confidence_score,doc_id,tissue_id,assay_test_type,assay_strain,assay_tissue
13812,10116.0,CHEMBL629539,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,,N,1,11510,,,,
13813,10116.0,CHEMBL874445,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,,N,1,11510,,,,
13814,10116.0,CHEMBL629540,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,,N,1,11510,,,,
13815,10116.0,CHEMBL629541,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,,N,1,11510,,,,
13816,10116.0,CHEMBL629542,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,,N,1,11510,,,,
13817,10116.0,CHEMBL630243,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,,N,1,11510,,,,
13818,10116.0,CHEMBL630244,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,,N,1,11510,,,,
13819,10116.0,CHEMBL630245,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,,N,1,11510,,,,
13820,10116.0,CHEMBL630246,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,,N,1,11510,,,,
13821,10116.0,CHEMBL630247,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,,N,1,11510,,,,
13822,10116.0,CHEMBL630248,,50597,A,Rattus norvegicus,Intermediate,,,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,,N,1,11510,,,,
13823,10116.0,CHEMBL630249,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat blood at 240 minutes after dose administration.,,N,1,13100,178.0,In vivo,,Blood
13824,10116.0,CHEMBL630250,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat blood at 30 minutes after dose administration.,,N,1,13100,178.0,In vivo,,Blood
13825,10116.0,CHEMBL630251,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat blood at 360 minutes after dose administration.,,N,1,13100,178.0,In vivo,,Blood
13826,10116.0,CHEMBL630252,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat blood at 3 hr after dose administration.,,N,1,13100,178.0,In vivo,,Blood
13827,10116.0,CHEMBL630408,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat blood at 60 minutes after dose administration.,,N,1,13100,178.0,In vivo,,Blood
13828,10116.0,CHEMBL630409,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cerebellum at 120 minutes after dose administration.,,N,1,13100,2037.0,In vivo,,Cerebellum
13829,10116.0,CHEMBL874446,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cerebellum at 1440 minutes after dose administration.,,N,1,13100,2037.0,In vivo,,Cerebellum
13830,10116.0,CHEMBL630410,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cerebellum at 15 minutes after dose administration.,,N,1,13100,2037.0,In vivo,,Cerebellum
13831,10116.0,CHEMBL630411,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cerebellum at 240 minutes after dose administration.,,N,1,13100,2037.0,In vivo,,Cerebellum
13832,10116.0,CHEMBL630412,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cerebellum at 30 minutes after dose administration.,,N,1,13100,2037.0,In vivo,,Cerebellum
13833,10116.0,CHEMBL630413,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cerebellum at 360 minutes after dose administration.,,N,1,13100,2037.0,In vivo,,Cerebellum
13834,10116.0,CHEMBL630414,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cerebellum at 3 hr after dose administration.,,N,1,13100,2037.0,In vivo,,Cerebellum
13835,10116.0,CHEMBL630415,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cerebellum at 60 minutes after dose administration.,,N,1,13100,2037.0,In vivo,,Cerebellum
13836,10116.0,CHEMBL630416,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cortex at 120 minutes after dose administration.,,N,1,13100,,In vivo,,
13837,10116.0,CHEMBL630417,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cortex at 1440 minutes after dose administration.,,N,1,13100,,In vivo,,
13838,10116.0,CHEMBL630418,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cortex at 15 minutes after dose administration.,,N,1,13100,,In vivo,,
13839,10116.0,CHEMBL630419,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cortex at 240 minutes after dose administration.,,N,1,13100,,In vivo,,
13840,10116.0,CHEMBL630420,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cortex at 30 minutes after dose administration.,,N,1,13100,,In vivo,,
13841,10116.0,CHEMBL630421,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cortex at 360 minutes after dose administration.,,N,1,13100,,In vivo,,
13842,10116.0,CHEMBL630422,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cortex at 3 hr after dose administration.,,N,1,13100,,In vivo,,
13843,10116.0,CHEMBL630423,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat cortex at 60 minutes after dose administration.,,N,1,13100,,In vivo,,
13844,10116.0,CHEMBL630424,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart at 120 minutes after dose administration.,,N,1,13100,948.0,In vivo,,Heart
13845,10116.0,CHEMBL630425,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart at 15 minutes after dose administration.,,N,1,13100,948.0,In vivo,,Heart
13846,10116.0,CHEMBL629462,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart at 240 minutes after dose administration.,,N,1,13100,948.0,In vivo,,Heart
13847,10116.0,CHEMBL630426,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart at 30 minutes after dose administration.,,N,1,13100,948.0,In vivo,,Heart
13848,10116.0,CHEMBL630427,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart at 360 minutes after dose administration.,,N,1,13100,948.0,In vivo,,Heart
13849,10116.0,CHEMBL625877,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart at 3 hr after dose administration.,,N,1,13100,948.0,In vivo,,Heart
13850,10116.0,CHEMBL625878,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat heart at 60 minutes after dose administration.,,N,1,13100,948.0,In vivo,,Heart
13851,10116.0,CHEMBL625879,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat hippocampus at 1440 minutes after dose administration.,,N,1,13100,10000000.0,In vivo,,Hippocampus
13852,10116.0,CHEMBL625880,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat hippocampus at 240 minutes after dose administration.,,N,1,13100,10000000.0,In vivo,,Hippocampus
13853,10116.0,CHEMBL625881,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat hippocampus at 30 minutes after dose administration.,,N,1,13100,10000000.0,In vivo,,Hippocampus
13854,10116.0,CHEMBL625882,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat hippocampus at 360 minutes after dose administration.,,N,1,13100,10000000.0,In vivo,,Hippocampus
13855,10116.0,CHEMBL625883,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat hippocampus at 15 minutes after dose administration.,,N,1,13100,10000000.0,In vivo,,Hippocampus
13856,10116.0,CHEMBL625884,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney at 120 minutes after dose administration.,,N,1,13100,2113.0,In vivo,,Kidney
13857,10116.0,CHEMBL625885,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney at 1440 minutes after dose administration.,,N,1,13100,2113.0,In vivo,,Kidney
13858,10116.0,CHEMBL628649,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney at 15 minutes after dose administration.,,N,1,13100,2113.0,In vivo,,Kidney
13859,10116.0,CHEMBL628650,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney at 240 minutes after dose administration.,,N,1,13100,2113.0,In vivo,,Kidney
13860,10116.0,CHEMBL628651,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney at 30 minutes after dose administration.,,N,1,13100,2113.0,In vivo,,Kidney
13861,10116.0,CHEMBL628652,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney at 360 minutes after dose administration.,,N,1,13100,2113.0,In vivo,,Kidney
13862,10116.0,CHEMBL628653,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney at 60 minutes after dose administration.,,N,1,13100,2113.0,In vivo,,Kidney
13863,10116.0,CHEMBL628654,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver at 120 minutes after dose administration.,,N,1,13100,2107.0,In vivo,,Liver
13864,10116.0,CHEMBL628655,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver at 1440 minutes after dose administration.,,N,1,13100,2107.0,In vivo,,Liver
13865,10116.0,CHEMBL625238,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver at 15 minutes after dose administration.,,N,1,13100,2107.0,In vivo,,Liver
13866,10116.0,CHEMBL625239,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver at 240 minutes after dose administration.,,N,1,13100,2107.0,In vivo,,Liver
13867,10116.0,CHEMBL625240,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver at 30 minutes after dose administration.,,N,1,13100,2107.0,In vivo,,Liver
13868,10116.0,CHEMBL625241,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver at 360 minutes after dose administration.,,N,1,13100,2107.0,In vivo,,Liver
13869,10116.0,CHEMBL625242,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver at 60 minutes after dose administration.,,N,1,13100,2107.0,In vivo,,Liver
13870,10116.0,CHEMBL874587,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat lung at 120 minutes after dose administration.,,N,1,13100,2048.0,In vivo,,Lung
13871,10116.0,CHEMBL625405,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat lung at 1440 minutes after dose administration.,,N,1,13100,2048.0,In vivo,,Lung
13872,10116.0,CHEMBL625406,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat lung at 15 minutes after dose administration.,,N,1,13100,2048.0,In vivo,,Lung
13873,10116.0,CHEMBL625407,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat lung at 240 minutes after dose administration.,,N,1,13100,2048.0,In vivo,,Lung
13874,10116.0,CHEMBL625408,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat lung at 30 minutes after dose administration.,,N,1,13100,2048.0,In vivo,,Lung
13875,10116.0,CHEMBL625409,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat lung at 360 minutes after dose administration.,,N,1,13100,2048.0,In vivo,,Lung
13876,10116.0,CHEMBL625410,,50597,A,Rattus norvegicus,Intermediate,,,Percent of maximal contractile response to compound in rat thoracic aorta strips in the presence of calcium deficient buffer,,N,1,12361,1515.0,,,Thoracic aorta
13877,10116.0,CHEMBL625411,,50597,A,Rattus norvegicus,Intermediate,,,Percent of maximal contractile response to compound in rat thoracic aorta strips in the presence of nifedipine,,N,1,12361,1515.0,,,Thoracic aorta
13878,10116.0,CHEMBL625412,,50597,A,Rattus norvegicus,Intermediate,,,Percent of maximal contractile response to compound in rat thoracic aorta strips in the presence of verapamil,,N,1,12361,1515.0,,,Thoracic aorta
13879,10116.0,CHEMBL625413,,50597,A,Rattus norvegicus,Intermediate,,,Percent of maximal contractile response to compound in rat thoracic aorta strips presence of PBZ and CIR,,N,1,12361,1515.0,,,Thoracic aorta
13880,10116.0,CHEMBL625414,,50597,A,Rattus norvegicus,Intermediate,,,Percent of maximal contractile response to compound in rat thoracic aorta strips v,,N,1,12361,1515.0,,,Thoracic aorta
13881,10116.0,CHEMBL625415,,50597,A,Rattus norvegicus,Intermediate,,,Percent of maximal contractile response to compound with phenoxybenzamine pretreatment on rat thoracic aorta strips,,N,1,12361,1515.0,,,Thoracic aorta
13882,10116.0,CHEMBL625416,,50597,A,Rattus norvegicus,Intermediate,,,Percent of maximal contractile response to compound without phenoxybenzamine pretreatment on rat thoracic aorta strips,,N,1,12361,1515.0,,,Thoracic aorta
13883,10116.0,CHEMBL625417,,50597,A,Rattus norvegicus,Intermediate,,,% of the total radioactive dose of compound present in the 0-24 hour urine after a single 5 mg/kg dose administered intravenously in rats,,N,1,12712,1088.0,,,Urine
13884,10116.0,CHEMBL625418,,50597,A,Rattus norvegicus,Intermediate,,,Compound at the dose 10 mg/kg administered intraperitoneally was evaluated for the excretion rate in rats in 7 days through feces,,N,1,7415,1988.0,,,Feces
13885,10116.0,CHEMBL625419,,50597,A,Rattus norvegicus,Intermediate,,,Compound at the dose 10 mg/kg administered intraperitoneally was evaluated for the excretion rate in rats in 7 days through urine,,N,1,7415,1088.0,,,Urine
13886,10116.0,CHEMBL625420,,50597,A,Rattus norvegicus,Intermediate,,,Compound was evaluated for the biliary excretion in the anesthetized rats in 6 hours after intravenous doses 1 mg/kg,,N,1,7415,,,,
13887,10116.0,CHEMBL626996,,50597,A,Rattus norvegicus,Intermediate,,,Compound was evaluated for the biliary excretion in the anesthetized rats in 6 hours after intravenous doses 10 mg/kg,,N,1,7415,,,,
13888,10116.0,CHEMBL626997,,50597,A,Rattus norvegicus,Intermediate,,,"Compound was evaluated for the cumulative excretion rate in rats at the dose 10 mg/kg, intraperitoneally for 18 days through feces",,N,1,7415,1988.0,,,Feces
13889,10116.0,CHEMBL626998,,50597,A,Rattus norvegicus,Intermediate,,,"Compound was evaluated for the cumulative excretion rate in rats at the dose 10 mg/kg, intraperitoneally for 18 days through urine",,N,1,7415,1088.0,,,Urine
13890,10116.0,CHEMBL626999,,50597,A,Rattus norvegicus,Intermediate,,,"Compound was evaluated for the in rats after the dose of 5 mg/kg intravenously, at the dose 4 hour biliary excretion",,N,1,7415,,,,
13891,10090.0,CHEMBL627000,,50594,A,Mus musculus,Intermediate,,,faecal levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 0-30h,,N,1,8050,,,,
13892,10090.0,CHEMBL627001,,50594,A,Mus musculus,Intermediate,,,fecal levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 0-30h,,N,1,8050,,,,
13893,10090.0,CHEMBL627002,,50594,A,Mus musculus,Intermediate,,,fecal levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 0-30h,,N,1,8050,,,,
13894,10090.0,CHEMBL627003,,50594,A,Mus musculus,Intermediate,,,fecal levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 0-30h,,N,1,8050,,,,
13895,10090.0,CHEMBL627004,,50594,A,Mus musculus,Intermediate,,,urine levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 0-24 hr,,N,1,8050,1088.0,,,Urine
13896,10090.0,CHEMBL627005,,50594,A,Mus musculus,Intermediate,,,urine levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 0-6 hr,,N,1,8050,1088.0,,,Urine
13897,10090.0,CHEMBL874594,,50594,A,Mus musculus,Intermediate,,,urine levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 24-30 hr,,N,1,8050,1088.0,,,Urine
13898,10090.0,CHEMBL627006,,50594,A,Mus musculus,Intermediate,,,urine levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 0-24 hr,,N,1,8050,1088.0,,,Urine
13899,10090.0,CHEMBL627007,,50594,A,Mus musculus,Intermediate,,,urine levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 0-6 hr,,N,1,8050,1088.0,,,Urine
13900,10090.0,CHEMBL627884,,50594,A,Mus musculus,Intermediate,,,urine levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 24-30 hr,,N,1,8050,1088.0,,,Urine
13901,10090.0,CHEMBL627885,,50594,A,Mus musculus,Intermediate,,,urine levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 0-24 hr,,N,1,8050,1088.0,,,Urine
13902,10090.0,CHEMBL627886,,50594,A,Mus musculus,Intermediate,,,urine levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 0-6 hr,,N,1,8050,1088.0,,,Urine
13903,10090.0,CHEMBL627887,,50594,A,Mus musculus,Intermediate,,,urine levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 24-30 hr,,N,1,8050,1088.0,,,Urine
13904,10090.0,CHEMBL627888,,50594,A,Mus musculus,Intermediate,,,urine levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 0-24 hr,,N,1,8050,1088.0,,,Urine
13905,10090.0,CHEMBL628057,,50594,A,Mus musculus,Intermediate,,,urine levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 0-6 hr,,N,1,8050,1088.0,,,Urine
13906,10090.0,CHEMBL627405,,50594,A,Mus musculus,Intermediate,,,urine levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 24-30 hr,,N,1,8050,1088.0,,,Urine
13907,9615.0,CHEMBL627406,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 11.9 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13908,9615.0,CHEMBL627407,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 2.49 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13909,9615.0,CHEMBL627408,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 26.2 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13910,9615.0,CHEMBL627409,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 3.03 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13911,9615.0,CHEMBL875486,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 30.3 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13912,9615.0,CHEMBL627410,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 34.1 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13913,9615.0,CHEMBL627411,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 52.4 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13914,9615.0,CHEMBL627412,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 7.85 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13915,9615.0,CHEMBL627413,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 8.47 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13916,9615.0,CHEMBL627414,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 9.09 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13917,9615.0,CHEMBL627415,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 10.1 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13918,9615.0,CHEMBL627416,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 102 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13919,9615.0,CHEMBL627417,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 3.40 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13920,9615.0,CHEMBL627418,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 3.76 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13921,9615.0,CHEMBL627419,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 34.1 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13922,9615.0,CHEMBL627320,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 50.8 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13923,9615.0,CHEMBL627321,,50588,A,Canis lupus familiaris,Intermediate,,,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 68.1 uM/Kg of drug,,N,1,12582,1088.0,,,Urine
13924,10116.0,CHEMBL627322,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in kidney of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2113.0,In vivo,,Kidney
13925,10116.0,CHEMBL627323,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in kidney of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2113.0,In vivo,,Kidney
13926,10116.0,CHEMBL627491,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in kidney of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,N,1,12017,2113.0,In vivo,,Kidney
13927,10116.0,CHEMBL627492,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in kidney of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2113.0,In vivo,,Kidney
13928,10116.0,CHEMBL627493,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in kidney of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2113.0,In vivo,,Kidney
13929,10116.0,CHEMBL627494,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in liver of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2107.0,In vivo,,Liver
13930,10116.0,CHEMBL627495,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2107.0,In vivo,,Liver
13931,10116.0,CHEMBL627496,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in liver of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,N,1,12017,2107.0,In vivo,,Liver
13932,10116.0,CHEMBL627497,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in liver of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2107.0,In vivo,,Liver
13933,10116.0,CHEMBL627498,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in liver of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2107.0,In vivo,,Liver
13934,10116.0,CHEMBL627499,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in lungs of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2048.0,In vivo,,Lung
13935,10116.0,CHEMBL627500,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2048.0,In vivo,,Lung
13936,10116.0,CHEMBL627501,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in lungs of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,N,1,12017,2048.0,In vivo,,Lung
13937,10116.0,CHEMBL625616,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in lungs of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2048.0,In vivo,,Lung
13938,10116.0,CHEMBL625617,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in lungs of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2048.0,In vivo,,Lung
13939,10116.0,CHEMBL625618,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in muscle of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2385.0,In vivo,,Muscle tissue
13940,10116.0,CHEMBL625619,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in muscle of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2385.0,In vivo,,Muscle tissue
13941,10116.0,CHEMBL625620,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in muscle of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,N,1,12017,2385.0,In vivo,,Muscle tissue
13942,10116.0,CHEMBL625621,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in muscle of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2385.0,In vivo,,Muscle tissue
13943,10116.0,CHEMBL625622,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in muscle of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2385.0,In vivo,,Muscle tissue
13944,10116.0,CHEMBL625788,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in spleen of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2106.0,In vivo,,Spleen
13945,10116.0,CHEMBL625789,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in spleen of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2106.0,In vivo,,Spleen
13946,10116.0,CHEMBL625790,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in spleen of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),,N,1,12017,2106.0,In vivo,,Spleen
13947,10116.0,CHEMBL625791,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in spleen of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2106.0,In vivo,,Spleen
13948,10116.0,CHEMBL622334,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in spleen of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,1,12017,2106.0,In vivo,,Spleen
