Fiscal year,Trade development (marker),Bilateral aid (international marker),Organisation sub-class,Section ID,Regional program (marker),Children issues (marker),ICT as a tool for development (marker),Biodiversity (marker),CountryRegion name,Amount spent,Indigenous issues (marker),CountryRegion percent,Organisation type,Status,FSTC percent,Urban issues (marker),Continent ID,Enviromental sustainability (marker),Branch ID,CIDA business delivery model (old),Programming process (new),Youth issues (marker),Desertification (marker),IRTC percent,Participatory development and good governance,Disability issues (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation name,Organisation class,Continent name,Project Browser country ID,CountryRegion ID,Sector ID,Sector name,Sector percent
2009/2010,0,1,NGO,S6222,0,0,0,0,Ethiopia,15940.54,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,ET,ET,15150,Democratic participation and civil society,0.2
2009/2010,0,1,NGO,S6222,0,0,0,0,Ethiopia,11955.405,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,ET,ET,16020,Employment policy and administrative management,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Ethiopia,19925.675,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,ET,ET,41010,Environmental policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Ghana,31881.08,0,0.08,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,GH,GH,11110,Education policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Ghana,19128.648,0,0.08,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,GH,GH,13040,STD control including HIV/AIDS,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Ghana,25504.863999999998,0,0.08,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,GH,GH,15150,Democratic participation and civil society,0.2
2009/2010,0,1,NGO,S6222,0,0,0,0,Ghana,19128.648,0,0.08,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,GH,GH,16020,Employment policy and administrative management,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Ghana,31881.08,0,0.08,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,GH,GH,41010,Environmental policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Guatemala,19925.675,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,GT,GT,11110,Education policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Guatemala,11955.405,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,GT,GT,13040,STD control including HIV/AIDS,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Guatemala,15940.54,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,GT,GT,15150,Democratic participation and civil society,0.2
2009/2010,0,1,NGO,S6222,0,0,0,0,Guatemala,11955.405,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,GT,GT,16020,Employment policy and administrative management,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Guatemala,19925.675,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,GT,GT,41010,Environmental policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Guyana,27895.945,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,GY,GY,11110,Education policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Guyana,16737.567,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,GY,GY,13040,STD control including HIV/AIDS,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Guyana,22316.756,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,GY,GY,15150,Democratic participation and civil society,0.2
2009/2010,0,1,NGO,S6222,0,0,0,0,Guyana,16737.567,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,GY,GY,16020,Employment policy and administrative management,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Guyana,27895.945,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,GY,GY,41010,Environmental policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Honduras,31881.08,0,0.08,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,HN,HN,11110,Education policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Honduras,19128.648,0,0.08,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,HN,HN,13040,STD control including HIV/AIDS,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Honduras,25504.863999999998,0,0.08,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,HN,HN,15150,Democratic participation and civil society,0.2
2009/2010,0,1,NGO,S6222,0,0,0,0,Honduras,19128.648,0,0.08,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,HN,HN,16020,Employment policy and administrative management,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Honduras,31881.08,0,0.08,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,HN,HN,41010,Environmental policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Indonesia,35866.215,0,0.09,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Asia,ID,ID,11110,Education policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Indonesia,21519.729,0,0.09,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Asia,ID,ID,13040,STD control including HIV/AIDS,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Indonesia,28692.972,0,0.09,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Asia,ID,ID,15150,Democratic participation and civil society,0.2
2009/2010,0,1,NGO,S6222,0,0,0,0,Indonesia,21519.729,0,0.09,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Asia,ID,ID,16020,Employment policy and administrative management,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Indonesia,35866.215,0,0.09,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Asia,ID,ID,41010,Environmental policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Jamaica,27895.945,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,JM,JM,11110,Education policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Jamaica,16737.567,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,JM,JM,13040,STD control including HIV/AIDS,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Jamaica,22316.756,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,JM,JM,15150,Democratic participation and civil society,0.2
2009/2010,0,1,NGO,S6222,0,0,0,0,Jamaica,16737.567,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,JM,JM,16020,Employment policy and administrative management,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Jamaica,27895.945,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,JM,JM,41010,Environmental policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Nigeria,27895.945,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,NG,NG,11110,Education policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Nigeria,16737.567,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,NG,NG,13040,STD control including HIV/AIDS,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Nigeria,22316.756,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,NG,NG,15150,Democratic participation and civil society,0.2
2009/2010,0,1,NGO,S6222,0,0,0,0,Nigeria,16737.567,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,NG,NG,16020,Employment policy and administrative management,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Nigeria,27895.945,0,0.07,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,NG,NG,41010,Environmental policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Peru,23910.81,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,PE,PE,11110,Education policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Peru,14346.486,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,PE,PE,13040,STD control including HIV/AIDS,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Peru,19128.648,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,PE,PE,15150,Democratic participation and civil society,0.2
2009/2010,0,1,NGO,S6222,0,0,0,0,Peru,14346.486,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,PE,PE,16020,Employment policy and administrative management,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Peru,23910.81,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,PE,PE,41010,Environmental policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Rwanda,19925.675,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,RW,RW,11110,Education policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Rwanda,11955.405,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,RW,RW,13040,STD control including HIV/AIDS,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Rwanda,15940.54,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,RW,RW,15150,Democratic participation and civil society,0.2
2009/2010,0,1,NGO,S6222,0,0,0,0,Rwanda,11955.405,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,RW,RW,16020,Employment policy and administrative management,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,Rwanda,19925.675,0,0.05,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,RW,RW,41010,Environmental policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,El Salvador,23910.81,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,SV,SV,11110,Education policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,El Salvador,14346.486,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,SV,SV,13040,STD control including HIV/AIDS,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,El Salvador,19128.648,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,SV,SV,15150,Democratic participation and civil society,0.2
2009/2010,0,1,NGO,S6222,0,0,0,0,El Salvador,14346.486,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,SV,SV,16020,Employment policy and administrative management,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,El Salvador,23910.81,0,0.06,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,America,SV,SV,41010,Environmental policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,"Tanzania,Un Rep",11955.405,0,0.03,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,TZ,TZ,11110,Education policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,"Tanzania,Un Rep",7173.243,0,0.03,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,TZ,TZ,13040,STD control including HIV/AIDS,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,"Tanzania,Un Rep",9564.324,0,0.03,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,TZ,TZ,15150,Democratic participation and civil society,0.2
2009/2010,0,1,NGO,S6222,0,0,0,0,"Tanzania,Un Rep",7173.243,0,0.03,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,TZ,TZ,16020,Employment policy and administrative management,0.15
2009/2010,0,1,NGO,S6222,0,0,0,0,"Tanzania,Un Rep",11955.405,0,0.03,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1014866,Cuso International,Civil Society,Africa,TZ,TZ,41010,Environmental policy and administrative management,0.25
2009/2010,0,1,NGO,S6222,0,0,0,0,Burkina-Faso,14094.358219999998,0,0.0675,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,BF,BF,11130,Teacher training,0.177
2009/2010,0,1,NGO,S6222,0,0,0,0,Burkina-Faso,7007.3645400000005,0,0.0675,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,BF,BF,12240,Basic nutrition,0.08800000000000001
2009/2010,0,1,NGO,S6222,0,0,0,0,Burkina-Faso,15209.16622,0,0.0675,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,BF,BF,12250,Infectious disease control,0.191
2009/2010,0,1,NGO,S6222,0,0,0,0,Burkina-Faso,4698.119408,0,0.0675,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,BF,BF,25010,Business support services and institutions,0.059000000000000004
2009/2010,0,1,NGO,S6222,0,0,0,0,Burkina-Faso,38620.13411,0,0.0675,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,BF,BF,31120,Agricultural development,0.485
2009/2010,0,1,NGO,S6222,0,0,0,0,Bolivia,5846.5485960000005,0,0.027999999999999997,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,America,BO,BO,11130,Teacher training,0.177
2009/2010,0,1,NGO,S6222,0,0,0,0,Bolivia,2906.758624,0,0.027999999999999997,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,America,BO,BO,12240,Basic nutrition,0.08800000000000001
2009/2010,0,1,NGO,S6222,0,0,0,0,Bolivia,6308.987468,0,0.027999999999999997,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,America,BO,BO,12250,Infectious disease control,0.191
2009/2010,0,1,NGO,S6222,0,0,0,0,Bolivia,1948.849532,0,0.027999999999999997,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,America,BO,BO,25010,Business support services and institutions,0.059000000000000004
2009/2010,0,1,NGO,S6222,0,0,0,0,Bolivia,16020.203780000002,0,0.027999999999999997,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,America,BO,BO,31120,Agricultural development,0.485
2009/2010,0,1,NGO,S6222,0,0,0,0,Botswana,11693.09719,0,0.055999999999999994,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,BW,BW,11130,Teacher training,0.177
2009/2010,0,1,NGO,S6222,0,0,0,0,Botswana,5813.517248,0,0.055999999999999994,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,BW,BW,12240,Basic nutrition,0.08800000000000001
2009/2010,0,1,NGO,S6222,0,0,0,0,Botswana,12617.97494,0,0.055999999999999994,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,BW,BW,12250,Infectious disease control,0.191
2009/2010,0,1,NGO,S6222,0,0,0,0,Botswana,3897.699064,0,0.055999999999999994,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,BW,BW,25010,Business support services and institutions,0.059000000000000004
2009/2010,0,1,NGO,S6222,0,0,0,0,Botswana,32040.407560000003,0,0.055999999999999994,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,BW,BW,31120,Agricultural development,0.485
2009/2010,0,1,NGO,S6222,0,0,0,0,Canada,18019.89799,0,0.0863,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,America,CA,CA,11130,Teacher training,0.177
2009/2010,0,1,NGO,S6222,0,0,0,0,Canada,8959.045329999999,0,0.0863,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,America,CA,CA,12240,Basic nutrition,0.08800000000000001
2009/2010,0,1,NGO,S6222,0,0,0,0,Canada,19445.20066,0,0.0863,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,America,CA,CA,12250,Infectious disease control,0.191
2009/2010,0,1,NGO,S6222,0,0,0,0,Canada,6006.632665,0,0.0863,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,America,CA,CA,25010,Business support services and institutions,0.059000000000000004
2009/2010,0,1,NGO,S6222,0,0,0,0,Canada,49376.55665,0,0.0863,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,America,CA,CA,31120,Agricultural development,0.485
2009/2010,0,1,NGO,S6222,0,0,0,0,Ghana,11693.09719,0,0.055999999999999994,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,GH,GH,11130,Teacher training,0.177
2009/2010,0,1,NGO,S6222,0,0,0,0,Ghana,5813.517248,0,0.055999999999999994,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,GH,GH,12240,Basic nutrition,0.08800000000000001
2009/2010,0,1,NGO,S6222,0,0,0,0,Ghana,12617.97494,0,0.055999999999999994,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,GH,GH,12250,Infectious disease control,0.191
2009/2010,0,1,NGO,S6222,0,0,0,0,Ghana,3897.699064,0,0.055999999999999994,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,GH,GH,25010,Business support services and institutions,0.059000000000000004
2009/2010,0,1,NGO,S6222,0,0,0,0,Ghana,32040.407560000003,0,0.055999999999999994,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,GH,GH,31120,Agricultural development,0.485
2009/2010,0,1,NGO,S6222,0,0,0,0,Guinea,2359.499969,0,0.0113,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,GN,GN,11130,Teacher training,0.177
2009/2010,0,1,NGO,S6222,0,0,0,0,Guinea,1173.08473,0,0.0113,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,GN,GN,12240,Basic nutrition,0.08800000000000001
2009/2010,0,1,NGO,S6222,0,0,0,0,Guinea,2546.127085,0,0.0113,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,GN,GN,12250,Infectious disease control,0.191
2009/2010,0,1,NGO,S6222,0,0,0,0,Guinea,786.4999897000001,0,0.0113,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,GN,GN,25010,Business support services and institutions,0.059000000000000004
2009/2010,0,1,NGO,S6222,0,0,0,0,Guinea,6465.296526,0,0.0113,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,0,1011140,Consortium WUSC-CECI,Civil Society,Africa,GN,GN,31120,Agricultural development,0.485
