assays_ss_d,assays_td,assays_ss_ctgr,assays_ss_tst_tp,assays_cnfdnc_scr,assays_ss_strn,assays_rltnshp_tp,assays_ss_sbclllr_frctn,assays_ss_tss,assays_ss_cll_tp,assays_crtd_b,assays_dscrptn,assays_ss_tp,assays_src_d,assays_vrnt_d,assays_dc_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_tss_d
12243,50597,,,1,,N,,Plasma,,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 15 minutes.,A,1,,14103,CHEMBL630255,,BAO_0000218,1969.0
12244,50597,,,1,,N,,Plasma,,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 180 minutes.,A,1,,14103,CHEMBL630256,,BAO_0000218,1969.0
12245,50597,,In vivo,1,,N,,Liver,,Intermediate,"Biodistribution inl liver of mature female Dawley rat after 1h, expressed as percent injected dose/g",A,1,,13751,CHEMBL875781,,BAO_0000218,2107.0
12246,50597,,In vivo,1,,N,,Liver,,Intermediate,"Biodistribution inl liver of mature female Dawley rat after 30min, expressed as percent injected dose/g",A,1,,13751,CHEMBL630257,,BAO_0000218,2107.0
12247,50597,,In vivo,1,,N,,Liver,,Intermediate,"Biodistribution inl liver of mature female Dawley rat after 45min, expressed as percent injected dose/g",A,1,,13751,CHEMBL630258,,BAO_0000218,2107.0
12248,50597,,,1,,N,,,,Intermediate,"Distribution of radioactivity in rat blood after 2 minutes of iv administration at the dose of 10.05-0.07 gram of tissue, expressed as percent injected dose per gram of tissue",A,1,,15807,CHEMBL630259,,BAO_0000218,
12249,50597,,,1,,N,,Striatum,,Intermediate,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 1.89-3.73 g of tissue, expressed as percent injected dose per gram of tissue",A,1,,15807,CHEMBL630260,,BAO_0000218,2435.0
12250,50597,,,1,,N,,Striatum,,Intermediate,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 3.44-4.80 g of tissue, expressed as percent injected dose per gram of tissue",A,1,,15807,CHEMBL630261,,BAO_0000218,2435.0
12251,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat and 5-alpha-DHT was reported,A,1,,14950,CHEMBL630262,,BAO_0000218,
12252,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 1 hour time,A,1,,14950,CHEMBL630263,,BAO_0000218,
12253,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 2 hours time,A,1,,14950,CHEMBL630264,,BAO_0000218,
12254,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 0.5 hours time,A,1,,14950,CHEMBL630265,,BAO_0000218,
12255,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 4 hours time,A,1,,14950,CHEMBL630266,,BAO_0000218,
12256,50597,,,1,,N,,Kidney,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 0.5 hours time,A,1,,14950,CHEMBL630267,,BAO_0000218,2113.0
12257,50597,,,1,,N,,Kidney,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 4 hours time,A,1,,14950,CHEMBL630268,,BAO_0000218,2113.0
12258,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 1 hour time,A,1,,14950,CHEMBL630269,,BAO_0000218,
12259,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 2 hours time,A,1,,14950,CHEMBL630270,,BAO_0000218,
12260,50597,,,1,,N,,Lung,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 1 hour time,A,1,,14950,CHEMBL630141,,BAO_0000218,2048.0
12261,50597,,,1,,N,,Lung,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 2 hours time,A,1,,14950,CHEMBL630142,,BAO_0000218,2048.0
12262,50597,,,1,,N,,Muscle tissue,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 0.5 hours time,A,1,,14950,CHEMBL630143,,BAO_0000218,2385.0
12263,50597,,,1,,N,,Muscle tissue,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 4 hours time,A,1,,14950,CHEMBL630144,,BAO_0000218,2385.0
12264,50597,,,1,,N,,Prostate gland,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate at 0.5 hours time,A,1,,14950,CHEMBL630145,,BAO_0000218,2367.0
12265,50597,,,1,,N,,Prostate gland,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate at 4 hours time,A,1,,14950,CHEMBL630146,,BAO_0000218,2367.0
12266,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood,A,1,,14950,CHEMBL630147,,BAO_0000218,
12267,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood at 1 hours time,A,1,,14950,CHEMBL630148,,BAO_0000218,
12268,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood at 2 hours time,A,1,,14950,CHEMBL630149,,BAO_0000218,
12269,50597,,,1,,N,,Spleen,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat spleen at 1 hour time,A,1,,14950,CHEMBL630150,,BAO_0000218,2106.0
12270,50597,,,1,,N,,Spleen,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat spleen at 2 hours time,A,1,,14950,CHEMBL630151,,BAO_0000218,2106.0
12271,50597,,,1,,N,,Thyroid gland,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat thyroid at 0.5 hours time,A,1,,14950,CHEMBL632031,,BAO_0000218,2046.0
12272,50597,,,1,,N,,Thyroid gland,,Intermediate,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat thyroid at 4 hours time,A,1,,14950,CHEMBL632032,,BAO_0000218,2046.0
12273,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat fat at 1 hour time,A,1,,14950,CHEMBL632033,,BAO_0000218,
12274,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat kidney at 1 hour time,A,1,,14950,CHEMBL632034,,BAO_0000218,
12275,50597,,,1,,N,,Muscle tissue,,Intermediate,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat muscle at 1 hour time,A,1,,14950,CHEMBL632035,,BAO_0000218,2385.0
12276,50597,,,1,,N,,,,Intermediate,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat prostrateat 1 hour time,A,1,,14950,CHEMBL632036,,BAO_0000218,
12277,50597,,,1,,N,,Thyroid gland,,Intermediate,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat thyroid at 1 hour time,A,1,,14950,CHEMBL632037,,BAO_0000218,2046.0
12278,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 10 minutes,A,1,,8631,CHEMBL632038,,BAO_0000218,178.0
12279,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 15 minutes,A,1,,8631,CHEMBL632039,,BAO_0000218,178.0
12280,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 20 minutes,A,1,,8631,CHEMBL632040,,BAO_0000218,178.0
12281,50597,,,1,,N,,Blood,,Intermediate,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 30 minutes,A,1,,8631,CHEMBL632041,,BAO_0000218,178.0
12282,50588,,,1,,N,,Blood,,Intermediate,"Concentration of compound in blood of dog 2, after administering intravenously",A,1,,9614,CHEMBL632042,,BAO_0000218,178.0
12283,50588,,,1,,N,,,,Intermediate,"Concentration of compound in left ventricle of dog 1, after administering intravenously",A,1,,9614,CHEMBL632043,,BAO_0000218,
12284,50588,,,1,,N,,,,Intermediate,"Concentration of compound in left ventricle of dog 2, after administering intravenously",A,1,,9614,CHEMBL632044,,BAO_0000218,
12285,50588,,,1,,N,,Liver,,Intermediate,"Concentration of compound in liver of dog 1, after administering intravenously",A,1,,9614,CHEMBL632045,,BAO_0000218,2107.0
12286,50588,,,1,,N,,Liver,,Intermediate,"Concentration of compound in liver of dog 2, after administering intravenously",A,1,,9614,CHEMBL632046,,BAO_0000218,2107.0
12287,50588,,,1,,N,,Lung,,Intermediate,"Concentration of compound in lung of dog 1, after administering intravenously",A,1,,9614,CHEMBL632047,,BAO_0000218,2048.0
12288,50588,,,1,,N,,Lung,,Intermediate,"Concentration of compound in lung of dog 2, after administering intravenously",A,1,,9614,CHEMBL632048,,BAO_0000218,2048.0
12289,50588,,,1,,N,,Muscle tissue,,Intermediate,"Concentration of compound in muscle of dog 1, after administering intravenously",A,1,,9614,CHEMBL632049,,BAO_0000218,2385.0
12290,50588,,,1,,N,,Muscle tissue,,Intermediate,"Concentration of compound in muscle of dog 2, after administering intravenously",A,1,,9614,CHEMBL876418,,BAO_0000218,2385.0
12291,50588,,,1,,N,,Spleen,,Intermediate,"Concentration of compound in spleen of dog 1,after administering intravenously",A,1,,9614,CHEMBL632050,,BAO_0000218,2106.0
12292,50588,,,1,,N,,Spleen,,Intermediate,"Concentration of compound in spleen of dog 2, after administering intravenously",A,1,,9614,CHEMBL632051,,BAO_0000218,2106.0
12293,22224,,,0,,U,,,,Autocuration,Concentration of liberated compound in serum after 120 min at the dose of 50 mg/kg (po).,F,1,,10353,CHEMBL632052,,BAO_0000218,
12294,22224,,,0,,U,,,,Autocuration,Concentration of liberated compound in serum after 240 min at the dose of 50 mg/kg (po).,F,1,,10353,CHEMBL632053,,BAO_0000218,
12295,22224,,,0,,U,,,,Autocuration,Concentration of liberated compound in serum after 30 min at the dose of 50 mg/kg (po).,A,1,,10353,CHEMBL632054,,BAO_0000218,
12296,22224,,,0,,U,,,,Autocuration,Concentration of liberated compound in serum after 30 min at the dose of 50 mg/kg (po).,F,1,,10353,CHEMBL632055,,BAO_0000218,
12297,22224,,,0,,U,,,,Autocuration,Concentration of liberated compound in serum after 60 min at the dose of 50 mg/kg (po).,F,1,,10353,CHEMBL631181,,BAO_0000218,
12298,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous after 1.5 hr,A,1,,9196,CHEMBL631182,,BAO_0000218,
12299,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.5 hr,A,1,,9196,CHEMBL631183,,BAO_0000218,
12300,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,A,1,,9196,CHEMBL631184,,BAO_0000218,
12301,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,A,1,,9196,CHEMBL629774,,BAO_0000218,
12302,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,A,1,,9196,CHEMBL629775,,BAO_0000218,
12303,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,A,1,,9196,CHEMBL876549,,BAO_0000218,
12304,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,A,1,,9196,CHEMBL628172,,BAO_0000218,
12305,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr,A,1,,9196,CHEMBL628173,,BAO_0000218,
12306,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous after 1.5 hr,A,1,,9196,CHEMBL628174,,BAO_0000218,
12307,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage a after 4.0 hr,A,1,,9196,CHEMBL628175,,BAO_0000218,
12308,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,A,1,,9196,CHEMBL628176,,BAO_0000218,
12309,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,A,1,,9196,CHEMBL628177,,BAO_0000218,
12310,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,A,1,,9196,CHEMBL628178,,BAO_0000218,
12311,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr,A,1,,9196,CHEMBL628179,,BAO_0000218,
12312,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg i intravenous dosage after 1.0 hr; insufficient gastric juice produced,A,1,,9196,CHEMBL628180,,BAO_0000218,
12313,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage a after 2.5 hr,A,1,,9196,CHEMBL628181,,BAO_0000218,
12314,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,A,1,,9196,CHEMBL628182,,BAO_0000218,
12315,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,A,1,,9196,CHEMBL628183,,BAO_0000218,
12316,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr; ND means not determined,A,1,,9196,CHEMBL628184,,BAO_0000218,
12317,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,A,1,,9196,CHEMBL628185,,BAO_0000218,
12318,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,A,1,,9196,CHEMBL875617,,BAO_0000218,
12319,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr; ND means not determined,A,1,,9196,CHEMBL628186,,BAO_0000218,
12320,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,A,1,,9196,CHEMBL628187,,BAO_0000218,
12321,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,A,1,,9196,CHEMBL628188,,BAO_0000218,
12322,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.0 hr,A,1,,9196,CHEMBL628189,,BAO_0000218,
12323,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.5 hr; ND means not determined,A,1,,9196,CHEMBL628190,,BAO_0000218,
12324,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,A,1,,9196,CHEMBL628191,,BAO_0000218,
12325,22224,,,0,,U,,,,Autocuration,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.5 hr; ND means not determined,A,1,,9196,CHEMBL626513,,BAO_0000218,
12326,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 19-24",A,1,,8608,CHEMBL626514,,BAO_0000218,2046.0
12327,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 26-40",A,1,,8608,CHEMBL626515,,BAO_0000218,2046.0
12328,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 29-44",A,1,,8608,CHEMBL626516,,BAO_0000218,2046.0
12329,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 32-42",A,1,,8608,CHEMBL626517,,BAO_0000218,2046.0
12330,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 33-60",A,1,,8608,CHEMBL626518,,BAO_0000218,2046.0
12331,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 4-7",A,1,,8608,CHEMBL626519,,BAO_0000218,2046.0
12332,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 13-18",A,1,,8608,CHEMBL626520,,BAO_0000218,2046.0
12333,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 16-32",A,1,,8608,CHEMBL626521,,BAO_0000218,2046.0
12334,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 22-25",A,1,,8608,CHEMBL626522,,BAO_0000218,2046.0
12335,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 26-49",A,1,,8608,CHEMBL626523,,BAO_0000218,2046.0
12336,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 29-36",A,1,,8608,CHEMBL626524,,BAO_0000218,2046.0
12337,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 5-8",A,1,,8608,CHEMBL626688,,BAO_0000218,2046.0
12338,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 26-42",A,1,,8608,CHEMBL626689,,BAO_0000218,2046.0
12339,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 30-53",A,1,,8608,CHEMBL626690,,BAO_0000218,2046.0
12340,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 32-43",A,1,,8608,CHEMBL626691,,BAO_0000218,2046.0
12341,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 35-53",A,1,,8608,CHEMBL627319,,BAO_0000218,2046.0
12342,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 5-12",A,1,,8608,CHEMBL624052,,BAO_0000218,2046.0
12343,50597,,,1,,N,,Thyroid gland,,Intermediate,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 55-102",A,1,,8608,CHEMBL624053,,BAO_0000218,2046.0
12344,50597,,,1,,N,,,,Intermediate,In vivo distribution of the drug in plasma was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,1,,8085,CHEMBL624054,,BAO_0000218,
12345,50597,,,1,,N,,,,Intermediate,In vivo distribution of the drug in plasma was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,1,,8085,CHEMBL624055,,BAO_0000218,
12346,50597,,,1,,N,,,,Intermediate,In vivo distribution of the drug in plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,1,,8085,CHEMBL624056,,BAO_0000218,
12347,50597,,,1,,N,,Uterus,,Intermediate,In vivo distribution of the drug in uterus was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,1,,8085,CHEMBL624057,,BAO_0000218,995.0
12348,50597,,,1,,N,,Uterus,,Intermediate,In vivo distribution of the drug in uterus was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,1,,8085,CHEMBL622281,,BAO_0000218,995.0
12349,50597,,,1,,N,,Uterus,,Intermediate,In vivo distribution of the drug in uterus was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,1,,8085,CHEMBL622282,,BAO_0000218,995.0
12350,50597,,,1,,N,,Uterus,,Intermediate,In vivo distribution of the drug in uterus/plasma was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,1,,8085,CHEMBL622283,,BAO_0000218,995.0
12351,50597,,,1,,N,,Uterus,,Intermediate,In vivo distribution of the drug in uterus/plasma was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,1,,8085,CHEMBL622284,,BAO_0000218,995.0
12352,50597,,,1,,N,,Uterus,,Intermediate,In vivo distribution of the drug in uterus/plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,1,,8085,CHEMBL622285,,BAO_0000218,995.0
12353,50597,,,1,,N,,Uterus,,Intermediate,In vivo distribution of the drug in uterus/plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,A,1,,8085,CHEMBL622286,,BAO_0000218,995.0
12354,22224,,,0,,U,,,,Autocuration,Distribution coefficient (D %) between octanol and buffer of pH 7.4,P,1,,7657,CHEMBL622287,,BAO_0000100,
12355,50594,,,1,,N,,,,Intermediate,Partition coefficient (logD7.4),A,1,,8935,CHEMBL622288,,BAO_0000218,
12356,50594,,,1,,N,,,,Intermediate,"Percentage of radioactivity in P1 subregion in mouse brain that contains nuclei and cell debris, after Jugular Vein Injection",A,1,,13792,CHEMBL622289,,BAO_0000218,
12357,50594,,,1,,N,,Brain,,Intermediate,"Percentage of radioactivity in P2 subregion in mouse brain that contains myelin fragments, synaptosomes (pinched-nerve endings), and mitochondria after Jugular Vein Injection",A,1,,13792,CHEMBL622290,,BAO_0000218,955.0
12358,50594,,,1,,N,,,,Intermediate,Percentage of radioactivity in P3 subregion in mouse brain that contains microsomal fraction after Jugular Vein Injection,A,1,,13792,CHEMBL622291,,BAO_0000218,
12359,50594,,,1,,N,,Brain,,Intermediate,Percentage of radioactivity in S3 which is the soluble fraction in mouse brain after Jugular Vein Injection,A,1,,13792,CHEMBL622292,,BAO_0000218,955.0
12360,50594,,,1,,N,,,,Intermediate,"Percentage of total protein recovered in P1 subregion in mouse brain that contains nuclei and cell debris, after Jugular Vein Injection",A,1,,13792,CHEMBL622293,,BAO_0000218,
12361,50594,,,1,,N,,Brain,,Intermediate,"Percentage of total protein recovered in P2 subregion in mouse brain that contains myelin fragments, synaptosomes (pinched-nerve endings), and mitochondria after Jugular Vein Injection",A,1,,13792,CHEMBL622294,,BAO_0000218,955.0
12362,50594,,,1,,N,,,,Intermediate,Percentage of total protein recovered in P3 subregion in mouse brain that contains microsomal fraction after Jugular Vein Injection,A,1,,13792,CHEMBL622295,,BAO_0000218,
12363,50597,,,1,,N,,Brain,,Intermediate,Percentage of total protein recovered in S3 which is the soluble fraction in mouse brain after Jugular Vein Injection,A,1,,13792,CHEMBL622296,,BAO_0000218,955.0
12364,50597,,,1,,N,,Plasma,,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 2 minutes.,A,1,,14103,CHEMBL874409,,BAO_0000218,1969.0
12365,50597,,,1,,N,,Plasma,,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 240 minutes.,A,1,,14103,CHEMBL622297,,BAO_0000218,1969.0
12366,50597,,,1,,N,,Plasma,,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 30 minutes.,A,1,,14103,CHEMBL622298,,BAO_0000218,1969.0
12367,50597,,,1,,N,,Plasma,,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 45 minutes.,A,1,,14103,CHEMBL622299,,BAO_0000218,1969.0
12368,50597,,,1,,N,,Plasma,,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 5 minutes.,A,1,,14103,CHEMBL622300,,BAO_0000218,1969.0
12369,50597,,,1,,N,,Plasma,,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 60 minutes.,A,1,,14103,CHEMBL622301,,BAO_0000218,1969.0
12370,50597,,,1,,N,,Plasma,,Intermediate,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 90 minutes.,A,1,,14103,CHEMBL622302,,BAO_0000218,1969.0
12371,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 120 minutes.,A,1,,14103,CHEMBL622303,,BAO_0000218,1969.0
12372,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 15 minutes.,A,1,,14103,CHEMBL622304,,BAO_0000218,1969.0
12373,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 15 minutes;nd=not determined,A,1,,14103,CHEMBL622305,,BAO_0000218,1969.0
12374,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 180 minutes.,A,1,,14103,CHEMBL622306,,BAO_0000218,1969.0
12375,50597,,,1,,N,,Plasma,,Intermediate,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 2 minutes;nd=not determined,A,1,,14103,CHEMBL626864,,BAO_0000218,1969.0
