fsclr,sctrd,clmtchngdpttn(mrkr),rgnstnclss,prjctbrwsrcntrd,cdbsnssdlvrmdl(ld),dvsnnm,knwldgfrdvlpmnt(mrkr),ntdmnt(prjct-lvlbdgt),stts,gndrqlt(mrkr),thsss(mrkr),prjctnmbr,prgrmmngprcss(nw),fndcntrd,bdvrst(mrkr),rbnsss(mrkr),chldrnsss(mrkr),ndgnssss(mrkr),dsbltsss(mrkr),ctstlfrdvlpmnt(mrkr),rgnstnd,rgnstnnm,rgnstntp,rgnstnsb-clss,cntnntd,cntnntnm,cntrrgnd,cntrrgnnm,cntrrgnprcnt,sctrnm,sctrprcnt,mntspnt
2009/2010,11110,0,Governmental,JO,Directive,EDD Europe-Middle East Programming,1,23884811.75,Operational,1,1,Z020916001,Uncoded: Pre-APP,4266,0,0,2,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,JO,Jordan,1.0,Education policy and administrative management,0.95,5700.0
2009/2010,11182,0,Governmental,JO,Directive,EDD Europe-Middle East Programming,1,23884811.75,Operational,1,1,Z020916001,Uncoded: Pre-APP,4266,0,0,2,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,JO,Jordan,1.0,Educational research,0.05,300.0
2009/2010,15110,0,Civil Society,PS,Directive,EDD Europe-Middle East Programming,0,493433.1,Terminating,0,0,Z020917PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1013704,"Costantino, Domenic (Costantino & Associates, Architect",Canadian Profit Making,CONSULTING SERVICES,3,Asia,PS,West Bank Gaza,1.0,Public sector policy and administrative management,0.35,22331.1585
2009/2010,15110,0,Individual,PS,Directive,EDD Europe-Middle East Programming,0,493433.1,Terminating,0,0,Z020917PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,CONSULTANT,3,Asia,PS,West Bank Gaza,1.0,Public sector policy and administrative management,0.35,9123.618
2009/2010,15130,0,Civil Society,PS,Directive,EDD Europe-Middle East Programming,0,493433.1,Terminating,0,0,Z020917PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1013704,"Costantino, Domenic (Costantino & Associates, Architect",Canadian Profit Making,CONSULTING SERVICES,3,Asia,PS,West Bank Gaza,1.0,Legal and judicial development,0.65,41472.1515
2009/2010,15130,0,Individual,PS,Directive,EDD Europe-Middle East Programming,0,493433.1,Terminating,0,0,Z020917PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,CONSULTANT,3,Asia,PS,West Bank Gaza,1.0,Legal and judicial development,0.65,16943.862
2009/2010,11120,0,Governmental,DZ,Directive,EDD Europe-Middle East Programming,0,96041.55,Closed,1,0,Z020919002,Uncoded: Pre-APP,4259,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,2,Africa,DZ,Algeria,1.0,Education facilities and training,0.5,1499.12
2009/2010,11330,0,Governmental,DZ,Directive,EDD Europe-Middle East Programming,0,96041.55,Closed,1,0,Z020919002,Uncoded: Pre-APP,4259,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,2,Africa,DZ,Algeria,1.0,Vocational training,0.12,359.7888
2009/2010,12191,0,Governmental,DZ,Directive,EDD Europe-Middle East Programming,0,96041.55,Closed,1,0,Z020919002,Uncoded: Pre-APP,4259,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,2,Africa,DZ,Algeria,1.0,Medical services,0.1,299.824
2009/2010,15150,0,Governmental,DZ,Directive,EDD Europe-Middle East Programming,0,96041.55,Closed,1,0,Z020919002,Uncoded: Pre-APP,4259,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,2,Africa,DZ,Algeria,1.0,Democratic participation and civil society,0.08,239.8592
2009/2010,16010,0,Governmental,DZ,Directive,EDD Europe-Middle East Programming,0,96041.55,Closed,1,0,Z020919002,Uncoded: Pre-APP,4259,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,2,Africa,DZ,Algeria,1.0,Social/welfare services,0.2,599.648
2009/2010,13010,0,Governmental,BA,Directive,EDD Europe-Middle East Programming,0,99985.74,Closed,1,0,Z020919006,Uncoded: Pre-APP,3203,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,5,Europe,BA,Bosnia & Herz.,1.0,Population policy and administrative management,0.33,419.3013
2009/2010,15110,0,Governmental,BA,Directive,EDD Europe-Middle East Programming,0,99985.74,Closed,1,0,Z020919006,Uncoded: Pre-APP,3203,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,5,Europe,BA,Bosnia & Herz.,1.0,Public sector policy and administrative management,0.33,419.3013
2009/2010,15160,0,Governmental,BA,Directive,EDD Europe-Middle East Programming,0,99985.74,Closed,1,0,Z020919006,Uncoded: Pre-APP,3203,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,5,Europe,BA,Bosnia & Herz.,1.0,Human rights,0.34,432.0074
2009/2010,15160,0,Governmental,JO,Directive,EDD Europe-Middle East Programming,0,162498.19,Closed,1,0,Z020919009,Uncoded: Pre-APP,4266,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,JO,Jordan,1.0,Human rights,1.0,7804.58
2009/2010,11120,0,Governmental,MR,Directive,EDD Europe-Middle East Programming,0,100000.0,Closed,1,0,Z020919011,Uncoded: Pre-APP,4237,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,2,Africa,MR,Mauritania,1.0,Education facilities and training,0.11,374.0
2009/2010,12230,0,Governmental,MR,Directive,EDD Europe-Middle East Programming,0,100000.0,Closed,1,0,Z020919011,Uncoded: Pre-APP,4237,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,2,Africa,MR,Mauritania,1.0,Basic health infrastructure,0.08,272.0
2009/2010,14031,0,Governmental,MR,Directive,EDD Europe-Middle East Programming,0,100000.0,Closed,1,0,Z020919011,Uncoded: Pre-APP,4237,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,2,Africa,MR,Mauritania,1.0,Basic drinking water supply,0.25,850.0
2009/2010,14032,0,Governmental,MR,Directive,EDD Europe-Middle East Programming,0,100000.0,Closed,1,0,Z020919011,Uncoded: Pre-APP,4237,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,2,Africa,MR,Mauritania,1.0,Basic sanitation,0.25,850.0
2009/2010,15150,0,Governmental,MR,Directive,EDD Europe-Middle East Programming,0,100000.0,Closed,1,0,Z020919011,Uncoded: Pre-APP,4237,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,2,Africa,MR,Mauritania,1.0,Democratic participation and civil society,0.02,68.0
2009/2010,31261,0,Governmental,MR,Directive,EDD Europe-Middle East Programming,0,100000.0,Closed,1,0,Z020919011,Uncoded: Pre-APP,4237,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,2,Africa,MR,Mauritania,1.0,Fuelwood/charcoal,0.01,34.0
2009/2010,72010,0,Governmental,MR,Directive,EDD Europe-Middle East Programming,0,100000.0,Closed,1,0,Z020919011,Uncoded: Pre-APP,4237,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,2,Africa,MR,Mauritania,1.0,Material relief assistance and services,0.28,952.0
2009/2010,13010,0,Governmental,ME,Directive,EDD Europe-Middle East Programming,0,149371.51,Closed,1,0,Z020919014,Uncoded: Pre-APP,3203,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,5,Europe,ME,Montenegro,0.1,Population policy and administrative management,0.33,24.872429999999998
2009/2010,15110,0,Governmental,ME,Directive,EDD Europe-Middle East Programming,0,149371.51,Closed,1,0,Z020919014,Uncoded: Pre-APP,3203,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,5,Europe,ME,Montenegro,0.1,Public sector policy and administrative management,0.33,24.872429999999998
2009/2010,15160,0,Governmental,ME,Directive,EDD Europe-Middle East Programming,0,149371.51,Closed,1,0,Z020919014,Uncoded: Pre-APP,3203,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,5,Europe,ME,Montenegro,0.1,Human rights,0.34,25.62614
2009/2010,13010,0,Governmental,RS,Directive,EDD Europe-Middle East Programming,0,149371.51,Closed,1,0,Z020919014,Uncoded: Pre-APP,3203,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,5,Europe,RS,Serbia,0.9,Population policy and administrative management,0.33,223.85187000000002
2009/2010,15110,0,Governmental,RS,Directive,EDD Europe-Middle East Programming,0,149371.51,Closed,1,0,Z020919014,Uncoded: Pre-APP,3203,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,5,Europe,RS,Serbia,0.9,Public sector policy and administrative management,0.33,223.85187000000002
2009/2010,15160,0,Governmental,RS,Directive,EDD Europe-Middle East Programming,0,149371.51,Closed,1,0,Z020919014,Uncoded: Pre-APP,3203,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,5,Europe,RS,Serbia,0.9,Human rights,0.34,230.63526000000002
2009/2010,13010,0,Governmental,UA,Directive,EDD Europe-Middle East Programming,0,199957.05,Closed,1,0,Z020919017,Uncoded: Pre-APP,3118,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,5,Europe,UA,Ukraine,1.0,Population policy and administrative management,0.33,1443.7104
2009/2010,15110,0,Governmental,UA,Directive,EDD Europe-Middle East Programming,0,199957.05,Closed,1,0,Z020919017,Uncoded: Pre-APP,3118,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,5,Europe,UA,Ukraine,1.0,Public sector policy and administrative management,0.33,1443.7104
2009/2010,15160,0,Governmental,UA,Directive,EDD Europe-Middle East Programming,0,199957.05,Closed,1,0,Z020919017,Uncoded: Pre-APP,3118,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,5,Europe,UA,Ukraine,1.0,Human rights,0.34,1487.4592
2009/2010,11110,0,Governmental,PS,Directive,EDD Europe-Middle East Programming,0,364976.99,Closed,1,0,Z020919018,Uncoded: Pre-APP,4265,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,PS,West Bank Gaza,1.0,Education policy and administrative management,0.09,2247.9291
2009/2010,15160,0,Governmental,PS,Directive,EDD Europe-Middle East Programming,0,364976.99,Closed,1,0,Z020919018,Uncoded: Pre-APP,4265,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,PS,West Bank Gaza,1.0,Human rights,0.16,3996.3184
2009/2010,16010,0,Governmental,PS,Directive,EDD Europe-Middle East Programming,0,364976.99,Closed,1,0,Z020919018,Uncoded: Pre-APP,4265,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,PS,West Bank Gaza,1.0,Social/welfare services,0.16,3996.3184
2009/2010,16030,0,Governmental,PS,Directive,EDD Europe-Middle East Programming,0,364976.99,Closed,1,0,Z020919018,Uncoded: Pre-APP,4265,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,PS,West Bank Gaza,1.0,Housing policy and administrative management,0.12,2997.2388
2009/2010,31120,0,Governmental,PS,Directive,EDD Europe-Middle East Programming,0,364976.99,Closed,1,0,Z020919018,Uncoded: Pre-APP,4265,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,PS,West Bank Gaza,1.0,Agricultural development,0.07,1748.3893
2009/2010,31140,0,Governmental,PS,Directive,EDD Europe-Middle East Programming,0,364976.99,Closed,1,0,Z020919018,Uncoded: Pre-APP,4265,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,PS,West Bank Gaza,1.0,Agricultural water resources,0.03,749.3097
2009/2010,72010,0,Governmental,PS,Directive,EDD Europe-Middle East Programming,0,364976.99,Closed,1,0,Z020919018,Uncoded: Pre-APP,4265,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,PS,West Bank Gaza,1.0,Material relief assistance and services,0.37,9241.4863
2009/2010,16062,0,Multilateral,LB,Responsive,EDD Europe-Middle East Programming,0,2000000.0,Terminating,0,0,Z020920001,Uncoded: Pre-APP,4267,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,LB,Lebanon,1.0,Statistical capacity building,1.0,1000000.0
2009/2010,11330,0,Governmental,JO,Directive,EDD Europe-Middle East Programming,0,412167.6,Closed,0,0,Z020924001,Uncoded: Pre-APP,4266,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,JO,Jordan,1.0,Vocational training,0.6,13570.2
2009/2010,11330,0,Civil Society,JO,Directive,EDD Europe-Middle East Programming,0,412167.6,Closed,0,0,Z020924001,Uncoded: Pre-APP,4266,0,0,0,0,0,0,1015077,Ace Self Storage,Canadian Profit Making,SUPPLIER OF GOODS/SERVICES,3,Asia,JO,Jordan,1.0,Vocational training,0.6,1778.4
2009/2010,11330,0,Individual,JO,Directive,EDD Europe-Middle East Programming,0,412167.6,Closed,0,0,Z020924001,Uncoded: Pre-APP,4266,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,COOPERANT,3,Asia,JO,Jordan,1.0,Vocational training,0.6,95995.332
2009/2010,15110,0,Governmental,JO,Directive,EDD Europe-Middle East Programming,0,412167.6,Closed,0,0,Z020924001,Uncoded: Pre-APP,4266,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,JO,Jordan,1.0,Public sector policy and administrative management,0.1,2261.7
2009/2010,15110,0,Civil Society,JO,Directive,EDD Europe-Middle East Programming,0,412167.6,Closed,0,0,Z020924001,Uncoded: Pre-APP,4266,0,0,0,0,0,0,1015077,Ace Self Storage,Canadian Profit Making,SUPPLIER OF GOODS/SERVICES,3,Asia,JO,Jordan,1.0,Public sector policy and administrative management,0.1,296.4
2009/2010,15110,0,Individual,JO,Directive,EDD Europe-Middle East Programming,0,412167.6,Closed,0,0,Z020924001,Uncoded: Pre-APP,4266,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,COOPERANT,3,Asia,JO,Jordan,1.0,Public sector policy and administrative management,0.1,15999.222
2009/2010,16020,0,Governmental,JO,Directive,EDD Europe-Middle East Programming,0,412167.6,Closed,0,0,Z020924001,Uncoded: Pre-APP,4266,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,JO,Jordan,1.0,Employment policy and administrative management,0.2,4523.4
2009/2010,16020,0,Civil Society,JO,Directive,EDD Europe-Middle East Programming,0,412167.6,Closed,0,0,Z020924001,Uncoded: Pre-APP,4266,0,0,0,0,0,0,1015077,Ace Self Storage,Canadian Profit Making,SUPPLIER OF GOODS/SERVICES,3,Asia,JO,Jordan,1.0,Employment policy and administrative management,0.2,592.8
2009/2010,16020,0,Individual,JO,Directive,EDD Europe-Middle East Programming,0,412167.6,Closed,0,0,Z020924001,Uncoded: Pre-APP,4266,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,COOPERANT,3,Asia,JO,Jordan,1.0,Employment policy and administrative management,0.2,31998.444
2009/2010,25010,0,Governmental,JO,Directive,EDD Europe-Middle East Programming,0,412167.6,Closed,0,0,Z020924001,Uncoded: Pre-APP,4266,0,0,0,0,0,0,10050,Department of Foreign Affairs and International Trade,Canadian Non-Profit Making,FEDERAL,3,Asia,JO,Jordan,1.0,Business support services and institutions,0.1,2261.7
2009/2010,25010,0,Civil Society,JO,Directive,EDD Europe-Middle East Programming,0,412167.6,Closed,0,0,Z020924001,Uncoded: Pre-APP,4266,0,0,0,0,0,0,1015077,Ace Self Storage,Canadian Profit Making,SUPPLIER OF GOODS/SERVICES,3,Asia,JO,Jordan,1.0,Business support services and institutions,0.1,296.4
2009/2010,25010,0,Individual,JO,Directive,EDD Europe-Middle East Programming,0,412167.6,Closed,0,0,Z020924001,Uncoded: Pre-APP,4266,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,COOPERANT,3,Asia,JO,Jordan,1.0,Business support services and institutions,0.1,15999.222
2009/2010,72040,0,Multilateral,PS,Responsive,EDD Europe-Middle East Programming,0,10000000.0,Closed,0,1,Z020927001,Uncoded: Pre-APP,4265,0,0,1,0,0,0,1001659,UNRWA  - United Nations Relief & Works Agency for Palestine Refugees,Foreign Non-Profit Making,UNITED NATIONS,3,Asia,PS,West Bank Gaza,1.0,Emergency food aid,1.0,10000000.0
2009/2010,72010,0,Multilateral,PS,Responsive,EDD Europe-Middle East Programming,0,5000000.0,Closed,0,0,Z020927002,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1001659,UNRWA  - United Nations Relief & Works Agency for Palestine Refugees,Foreign Non-Profit Making,UNITED NATIONS,3,Asia,PS,West Bank Gaza,1.0,Material relief assistance and services,0.45,2250000.0
2009/2010,72040,0,Multilateral,PS,Responsive,EDD Europe-Middle East Programming,0,5000000.0,Closed,0,0,Z020927002,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1001659,UNRWA  - United Nations Relief & Works Agency for Palestine Refugees,Foreign Non-Profit Making,UNITED NATIONS,3,Asia,PS,West Bank Gaza,1.0,Emergency food aid,0.55,2750000.0
2009/2010,15110,0,Governmental,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,11270,Public Works and Government Services Canada,Canadian Non-Profit Making,FEDERAL,3,Asia,PS,West Bank Gaza,1.0,Public sector policy and administrative management,0.2,600.0
2009/2010,15110,0,Civil Society,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1001168,CANADEM,Canadian Non-Profit Making,NGO,3,Asia,PS,West Bank Gaza,1.0,Public sector policy and administrative management,0.2,15950.253999999999
2009/2010,15110,0,Civil Society,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1013704,"Costantino, Domenic (Costantino & Associates, Architect",Canadian Profit Making,CONSULTING SERVICES,3,Asia,PS,West Bank Gaza,1.0,Public sector policy and administrative management,0.2,11883.483999999999
2009/2010,15110,0,Individual,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,CONSULTANT,3,Asia,PS,West Bank Gaza,1.0,Public sector policy and administrative management,0.2,3025.158
2009/2010,15130,0,Governmental,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,11270,Public Works and Government Services Canada,Canadian Non-Profit Making,FEDERAL,3,Asia,PS,West Bank Gaza,1.0,Legal and judicial development,0.2,600.0
2009/2010,15130,0,Civil Society,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1001168,CANADEM,Canadian Non-Profit Making,NGO,3,Asia,PS,West Bank Gaza,1.0,Legal and judicial development,0.2,15950.253999999999
2009/2010,15130,0,Civil Society,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1013704,"Costantino, Domenic (Costantino & Associates, Architect",Canadian Profit Making,CONSULTING SERVICES,3,Asia,PS,West Bank Gaza,1.0,Legal and judicial development,0.2,11883.483999999999
2009/2010,15130,0,Individual,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,CONSULTANT,3,Asia,PS,West Bank Gaza,1.0,Legal and judicial development,0.2,3025.158
2009/2010,15160,0,Governmental,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,11270,Public Works and Government Services Canada,Canadian Non-Profit Making,FEDERAL,3,Asia,PS,West Bank Gaza,1.0,Human rights,0.1,300.0
2009/2010,15160,0,Civil Society,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1001168,CANADEM,Canadian Non-Profit Making,NGO,3,Asia,PS,West Bank Gaza,1.0,Human rights,0.1,7975.1269999999995
2009/2010,15160,0,Civil Society,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1013704,"Costantino, Domenic (Costantino & Associates, Architect",Canadian Profit Making,CONSULTING SERVICES,3,Asia,PS,West Bank Gaza,1.0,Human rights,0.1,5941.741999999999
2009/2010,15160,0,Individual,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,CONSULTANT,3,Asia,PS,West Bank Gaza,1.0,Human rights,0.1,1512.579
2009/2010,15210,0,Governmental,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,11270,Public Works and Government Services Canada,Canadian Non-Profit Making,FEDERAL,3,Asia,PS,West Bank Gaza,1.0,Security system management and reform,0.5,1500.0
2009/2010,15210,0,Civil Society,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1001168,CANADEM,Canadian Non-Profit Making,NGO,3,Asia,PS,West Bank Gaza,1.0,Security system management and reform,0.5,39875.635
2009/2010,15210,0,Civil Society,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1013704,"Costantino, Domenic (Costantino & Associates, Architect",Canadian Profit Making,CONSULTING SERVICES,3,Asia,PS,West Bank Gaza,1.0,Security system management and reform,0.5,29708.71
2009/2010,15210,0,Individual,PS,Directive,EDD Europe-Middle East Programming,0,490000.0,Operational,2,0,Z020928PRE,Uncoded: Pre-APP,4265,0,0,0,0,0,0,Information not available,Information not available,Canadian Profit Making,CONSULTANT,3,Asia,PS,West Bank Gaza,1.0,Security system management and reform,0.5,7562.895
2009/2010,15130,0,Governmental,PS,Responsive,EDD Europe-Middle East Programming,0,19973857.0,Operational,2,0,Z020929001,Uncoded: Pre-APP,4265,0,0,0,0,0,1,20130,Department of Justice Canada,Canadian Non-Profit Making,FEDERAL,3,Asia,PS,West Bank Gaza,1.0,Legal and judicial development,1.0,641539.61
2009/2010,15130,0,Multilateral,PS,Responsive,EDD Europe-Middle East Programming,0,19973857.0,Operational,2,0,Z020929001,Uncoded: Pre-APP,4265,0,0,0,0,0,1,1011512,UNOPS - United Nations Office for Project Services,Foreign Non-Profit Making,UNITED NATIONS,3,Asia,PS,West Bank Gaza,1.0,Legal and judicial development,1.0,2216849.37
2009/2010,15110,0,Governmental,IQ,Responsive,EDD Europe-Middle East Programming,0,35843.43,Closed,0,0,Z020930001,Uncoded: Pre-APP,4320,0,0,0,0,0,0,10540,Statistics Canada,Canadian Non-Profit Making,FEDERAL,3,Asia,IQ,Iraq,1.0,Public sector policy and administrative management,1.0,13385.29
2009/2010,15112,0,Governmental,UA,Responsive,EDD Europe-Middle East Programming,0,14147560.0,Operational,2,0,Z020932001,Uncoded: Pre-APP,3118,0,0,0,0,0,0,1000788,Federation of Canadian Municipalities,Canadian Non-Profit Making,MUNICIPAL,5,Europe,UA,Ukraine,1.0,Decentralisation and support to subnational government,0.3,150097.8
2009/2010,25010,0,Governmental,UA,Responsive,EDD Europe-Middle East Programming,0,14147560.0,Operational,2,0,Z020932001,Uncoded: Pre-APP,3118,0,0,0,0,0,0,1000788,Federation of Canadian Municipalities,Canadian Non-Profit Making,MUNICIPAL,5,Europe,UA,Ukraine,1.0,Business support services and institutions,0.7,350228.2
2009/2010,72010,0,Multilateral,LB,Responsive,EDD Europe-Middle East Programming,0,5000000.0,Closed,0,0,Z020933001,Uncoded: Pre-APP,4267,0,0,0,0,0,0,1001659,UNRWA  - United Nations Relief & Works Agency for Palestine Refugees,Foreign Non-Profit Making,UNITED NATIONS,3,Asia,LB,Lebanon,1.0,Material relief assistance and services,0.61,1830000.0
2009/2010,72050,0,Multilateral,LB,Responsive,EDD Europe-Middle East Programming,0,5000000.0,Closed,0,0,Z020933001,Uncoded: Pre-APP,4267,0,0,0,0,0,0,1001659,UNRWA  - United Nations Relief & Works Agency for Palestine Refugees,Foreign Non-Profit Making,UNITED NATIONS,3,Asia,LB,Lebanon,1.0,Relief co-ordination; protection and support services,0.16,480000.0
2009/2010,73010,0,Multilateral,LB,Responsive,EDD Europe-Middle East Programming,0,5000000.0,Closed,0,0,Z020933001,Uncoded: Pre-APP,4267,0,0,0,0,0,0,1001659,UNRWA  - United Nations Relief & Works Agency for Palestine Refugees,Foreign Non-Profit Making,UNITED NATIONS,3,Asia,LB,Lebanon,1.0,Reconstruction relief and rehabilitation,0.23,690000.0
2009/2010,72010,0,Civil Society,PS,Responsive,EDD Europe-Middle East Programming,0,3117340.0,Closed,0,0,Z020934004,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1000517,CARE Canada,Canadian Non-Profit Making,NGO,3,Asia,PS,West Bank Gaza,1.0,Material relief assistance and services,0.35,329758.8
2009/2010,73010,0,Civil Society,PS,Responsive,EDD Europe-Middle East Programming,0,3117340.0,Closed,0,0,Z020934004,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1000517,CARE Canada,Canadian Non-Profit Making,NGO,3,Asia,PS,West Bank Gaza,1.0,Reconstruction relief and rehabilitation,0.65,612409.2
2009/2010,72040,0,Multilateral,PS,Responsive,EDD Europe-Middle East Programming,0,4000000.0,Closed,0,0,Z020934005,Uncoded: Pre-APP,4265,0,0,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,UNITED NATIONS,3,Asia,PS,West Bank Gaza,1.0,Emergency food aid,1.0,2500000.0
2009/2010,72050,0,Civil Society,IQ,Responsive,EDD Europe-Middle East Programming,0,468000.0,Closed,0,0,Z020935001,Uncoded: Pre-APP,4320,0,0,1,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,VOLUNTEER SENDING AGENCY,3,Asia,IQ,Iraq,1.0,Relief co-ordination; protection and support services,0.95,47500.0
