ASI,ASSSUBCELFR,Descri,TISI,VAI,Ti,ASSCTY,RELAT,CONFISC,CUB,SRI,SASI,CHI,CI,BAFO
438,,Ability of the peptide to inhibit 6 nM bombesin induced [3H]thymidine incorporation was measured in swiss 3T3 cells using mitogenicity assay; na=Not active,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615598,723.0,BAO_0000219
439,,Ability of the peptide to inhibit 6 nM bombesin induced [3H]thymidine incorporation was measured in swiss 3T3 cells using mitogenicity assay; nt=Not tested,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615599,723.0,BAO_0000219
440,,Effective dose against murine 3T3 fibroblasts cells,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL615600,723.0,BAO_0000219
441,,Dose required against murine 3T3 fibroblasts cells; 1-10 uM,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL615601,723.0,BAO_0000219
442,,Cytotoxic effect on 3T3 cells,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL615602,723.0,BAO_0000219
443,,Cytotoxic effect on 3T3 cells,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL615603,723.0,BAO_0000219
444,,Compound was tested for the concentration necessary to inhibit swiss 3T3 Mouse Fibroblast cell growth rate by 50%.,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615604,723.0,BAO_0000219
445,,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line in the presence of compound was determined using NR coloration,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615605,723.0,BAO_0000219
446,,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line in the presence of compound was determined using NR coloration; nd=No data,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615606,723.0,BAO_0000219
447,,In vitro cytotoxic concentration against mouse fibroblasts (3T3) cell line using MTT coloration,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL884526,723.0,BAO_0000219
448,,In vitro cytotoxic concentration against mouse fibroblasts (3T3) cell line using MTT coloration; n.d.=no data,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL615607,723.0,BAO_0000219
449,,In vitro cytotoxic concentration against mouse fibroblasts (3T3) cell line using MTT coloration; n.t.=not tested,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615608,723.0,BAO_0000219
450,,In vitro inhibitory activity against mouse fibroblasts (3T3) cell line using CV coloration,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL615609,723.0,BAO_0000219
451,,In vitro inhibitory activity against mouse fibroblasts (3T3) cell line using CV coloration; n.d.=no data,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL615682,723.0,BAO_0000219
452,,In vitro inhibitory activity against mouse fibroblasts (3T3) cell line using CV coloration; n.t.=not tested,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615683,723.0,BAO_0000219
453,,In vivo inhibition of H-ras-transformed 3T3 fibroblasts in nude mouse tumor models,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL615684,723.0,BAO_0000218
454,,Inhibition of PDGF-dependent autophosphorylation of PDGF-R in mouse BALB/c3T3 cells,,,104860,,D,7,Autocuration,1,,CHEMBL615685,,BAO_0000219
455,,Inhibition of Swiss 3T3 Mouse fibroblast proliferation,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL615686,723.0,BAO_0000219
456,,Inhibitory activity against 3T3 cell line,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615687,723.0,BAO_0000219
457,,The ability of the peptide to inhibit the binding of 10 pM [125I]gastrin releasing peptide to S-3T3 cell membrane was measured,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL884523,723.0,BAO_0000219
458,,Ability of peptide to inhibit binding of 10 pM [125I]gastrin releasing peptide to S-3T3 cell membrane.,,,11169,,H,8,Expert,1,,CHEMBL615688,,BAO_0000019
459,,The ability of the peptide to inhibit the binding of 10 pM [125I]gastrin releasing peptide to S-3T3 cell membrane was measured; nt=Not tested,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615689,723.0,BAO_0000219
460,,The ability of the peptide to inhibit the binding of 50 pM [125I]gastrin releasing peptide to intact S-3T3 cells was measured,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615690,723.0,BAO_0000219
461,,The ability of the peptide to inhibit the binding of 50 pM [125I]gastrin releasing peptide to intact S-3T3 cells,,,11169,,H,8,Expert,1,,CHEMBL615691,,BAO_0000019
462,,The ability of the peptide to inhibit the binding of 50 pM [125I]gastrin releasing peptide to intact S-3T3 cells; nt=Not tested,,,11169,,H,8,Expert,1,,CHEMBL615692,,BAO_0000019
463,,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line in the presence of compound was determined using NR coloration,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615693,723.0,BAO_0000219
464,,Concentration of NO in supernatant generated by mouse fibroblasts (3T3) cell line was determined using NR coloration; n.d.=no data,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL615324,723.0,BAO_0000219
465,,Inhibition of ligand-induced proliferation in human EGF-R Kinase expressing 3T3 cells,,,9,NIH3T3,D,9,Expert,1,,CHEMBL615325,723.0,BAO_0000219
466,,Inhibition of ligand-induced proliferation in human EGF-R Kinase expressing 3T3 cells (Not tested),,,9,NIH3T3,D,9,Expert,1,,CHEMBL615490,723.0,BAO_0000219
467,,Inhibition of ligand induced proliferation in human Her-2 (p185erbB) tyrosine kinase expressing 3T3 cells,,,188,NIH3T3,D,9,Expert,1,,CHEMBL615491,723.0,BAO_0000219
468,,Inhibition of ligand-induced proliferation in human Her-2 (p185erbB) tyrosine kinase expressing 3T3 cells (Not tested),,,188,NIH3T3,D,9,Expert,1,,CHEMBL615492,723.0,BAO_0000219
469,,Inhibitory concentration of compound rwas calculated on 3T3 cells by [3H]Thd incorporation,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615493,723.0,BAO_0000219
470,,Inhibitory concentration of compound was calculated on 3T3 cells by [14C]Leu incorporation,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615494,723.0,BAO_0000219
471,,Inhibitory concentration of compound was calculated on 3T3 cells by using clonal assay,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615495,723.0,BAO_0000219
472,,Inhibitory concentration was calculated on 3T3 cells by using growth assay,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615496,723.0,BAO_0000219
473,,In vitro cytotoxicity was evaluated in mouse embryo BALB/c 3T3 cells,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615497,723.0,BAO_0000219
474,,Inhibition of Swiss 3T3 mouse fibroblast proliferation,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL615498,723.0,BAO_0000219
475,,The compound was tested for cytotoxicity against 3T3 fibroblast murine cell line.,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615499,723.0,BAO_0000219
476,,Effective concentration required to inhibit the growth of murine 3T3 fibroblasts,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL835522,723.0,BAO_0000219
477,,Cytotoxicity on 3T3 fibroblasts (3T3F) murine cell line (O.D.=0.131+/-0.014); Not tested,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615500,723.0,BAO_0000219
478,,Cytotoxicity against 3T3 fibroblasts (3T3F) murine cell line (O.D.=0.131+/-0.014),,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615501,723.0,BAO_0000219
479,,Cytotoxicity on 3T3 fibroblasts (3T3F) murine cell line (O.D.=0.131+/-0.014),,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615502,723.0,BAO_0000219
480,,cytotoxicity on 3T3 fibroblasts (3T3F) murine cell line (O.D.=0.131+/-0.014),,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615503,723.0,BAO_0000219
481,,Cytotoxicity on 3T3 fibroblasts (3T3F) murine cell line (O.D.=0.131+/-0.014),,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615504,723.0,BAO_0000219
482,,Cytotoxicity against 3T3 fibroblasts (3T3F) murine cell line (O.D.=0.131+/-0.014),,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615505,723.0,BAO_0000219
483,,Inhibition of swiss 3T3 mouse fibroblast proliferation,,,80951,NIH3T3,N,1,Expert,1,,CHEMBL615506,723.0,BAO_0000219
484,,Compound was tested for sublethal concentrations in 3T3 mouse fibroblast lysis.,,,80951,NIH3T3,N,1,Intermediate,1,,CHEMBL615507,723.0,BAO_0000219
485,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 30 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615508,620.0,BAO_0000218
486,,Concentration required to stimulate glucose uptake in 3T3-L1 adipocytes after 48 hr incubation,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615509,620.0,BAO_0000219
487,,Effect on GLUT 1 glucose transporter expression in 3T3-L1 adipocytes at dose of 0.3 uM,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615510,620.0,BAO_0000219
488,,Effect on GLUT 1 glucose transporter expression in 3T3-L1 adipocytes at dose of 3 uM,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615511,620.0,BAO_0000219
489,,Effect on GLUT 1 glucose transporter expression in 3T3-L1 adipocytes at dose of 30 uM,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615512,620.0,BAO_0000219
490,,"In vitro ability to stimulate glucose transport in 3T3-L1 adipocytes, given at 100 mg/kg in mouse, after 24 hr",,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615513,620.0,BAO_0000218
491,,"In vitro ability to stimulate glucose transport in 3T3-L1 adipocytes, given at 100 mg/kg in mouse, after 3 hr",,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615514,620.0,BAO_0000218
492,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615515,620.0,BAO_0000219
493,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 10 micro M,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615516,620.0,BAO_0000219
494,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 3 micro M,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615517,620.0,BAO_0000219
495,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 30 micro M,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615518,620.0,BAO_0000219
496,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 3 micro M,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615519,620.0,BAO_0000219
497,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 0.3 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615520,620.0,BAO_0000218
498,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 0.5 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615521,620.0,BAO_0000218
499,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 1 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615522,620.0,BAO_0000218
500,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 10 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615523,620.0,BAO_0000218
501,,In vitro measurements 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 100 uM dose.,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615524,620.0,BAO_0000218
502,,Acute effects in vitro by measuring 2-deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 10 uM dose.,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615525,620.0,BAO_0000218
503,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 1 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615526,620.0,BAO_0000218
504,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 3 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615527,620.0,BAO_0000218
505,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 300 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615528,620.0,BAO_0000218
506,,Acute effects in vitro by measuring 2-deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 30 uM dose.,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615529,620.0,BAO_0000218
507,,In vitro by measurements of 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 3 uM dose.,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615530,620.0,BAO_0000218
508,,In vitro measurements of 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 60 uM dose.,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615531,620.0,BAO_0000218
509,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 10 micro M,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615532,620.0,BAO_0000219
510,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 3 micro M,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615533,620.0,BAO_0000219
511,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at concentration of 30 micro M,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615534,620.0,BAO_0000219
512,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 100 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615535,620.0,BAO_0000218
513,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 10 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615536,620.0,BAO_0000218
514,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 30 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615537,620.0,BAO_0000218
515,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 3 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615538,620.0,BAO_0000218
516,,compound was evaluated for their acute effects in vitro by measuring 2-Deoxyglucose (2DG) uptake in vehicle treated 3T3-L1 adipocytes at 60 uM dose.,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL836166,620.0,BAO_0000218
517,,Inhibition of forskolin-stimulated lipolysis in differentiated 3T3-L1 cells,,,11214,3T3-L1,H,8,Expert,1,,CHEMBL615539,620.0,BAO_0000219
518,,Evaluated for the inhibition of forskolin-stimulated lipolysis in differentiated 3T3-L1 cells; ND = No data,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615540,620.0,BAO_0000219
519,,Evaluated for the inhibition of forskolin-stimulated lipolysis in differentiated 3T3-L1 cells; Na = Not active,,,11214,3T3-L1,H,8,Expert,1,,CHEMBL615541,620.0,BAO_0000219
520,,Insulin-sensitizing activity; triglyceride accumulation from insulin regulated differentiation of 3T3-L1 cells at 1 uM expressed as percent activity of pioglitazone,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615542,620.0,BAO_0000219
521,,Compound was tested for insulin-sensitizing activity by measuring triglyceride accumulation from insulin regulated differentiation of 3T3-L1 cells at 10 uM expressed as percent activity of pioglitazone,,,80006,3T3-L1,N,1,Intermediate,1,,CHEMBL615543,620.0,BAO_0000219
522,,Stimulation of adipogenesis in 3T3-L1 cells is expressed as concentration equivalent to the [ 1-14C] uptake counts after treatment with 0.2 ug/mL troglitazone,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615544,620.0,BAO_0000219
523,,Effective concentration for enhancement of insulin-induced triglyceride accumulation in 3T3-L1 cells,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615545,620.0,BAO_0000219
524,,Effective concentration for 50% enhancement of insulin-induced triglyceride accumulation in 3T3-L1 cells,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615546,620.0,BAO_0000219
525,,Percentage of rosiglitazone response for insulin-sensitizing activity at 1 uM concentration in 3T3-L1 cells,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615547,620.0,BAO_0000219
526,,In vitro glucose transport activity in 3T3-LI adipocytes at 10 uM concentration.,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615548,620.0,BAO_0000219
527,,In vitro glucose transport activity in 3T3-LI adipocytes at 3 uM concentration.,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615549,620.0,BAO_0000219
528,,In vitro glucose transport activity in 3T3-LI adipocytes at 30 uM concentration.,,,80006,3T3-L1,N,1,Expert,1,,CHEMBL615550,620.0,BAO_0000219
529,,Inhibitory activity against rat fibroblast (3Y1) cell line,,,80622,3Y1 cell line,N,1,Intermediate,1,,CHEMBL615551,1118.0,BAO_0000219
530,,Mean concentration causing inhibition of cell growth in 3Y1 cells.,,,80622,3Y1 cell line,N,1,Expert,1,,CHEMBL615552,1118.0,BAO_0000219
531,,Cytotoxicity in 3Y1 cells.,,,80622,3Y1 cell line,N,1,Expert,1,,CHEMBL615553,1118.0,BAO_0000219
532,,Cytostatic effect in 3Y1 cells.,,,80622,3Y1 cell line,N,1,Expert,1,,CHEMBL615554,1118.0,BAO_0000219
533,,"Mean averaged concentration for total growth inhibition, which signifies cytostatic effect",,,80622,3Y1 cell line,N,1,Intermediate,1,,CHEMBL615555,1118.0,BAO_0000219
534,,Concentration to inhibit growth of normal rat fibroblast cells (3Y1-B cells) after 72 h exposure,,,80622,3Y1 cell line,N,1,Expert,1,,CHEMBL615556,1118.0,BAO_0000219
535,,In vitro inhibitory activity against human adrenal 3-beta hydroxy-delta 5-teroid isomerase,,,22226,,U,0,Autocuration,1,,CHEMBL615557,,BAO_0000019
536,,Inhibition of recombinant human adrenal 3-beta-hydroxy-delta-5-steroid dehydrogenase,,,22226,,U,0,Autocuration,1,,CHEMBL615558,,BAO_0000019
537,,Inhibition of recombinant rat adrenal 3-beta-hydroxy-delta-5-steroid dehydrogenase,,,22226,,U,0,Autocuration,1,,CHEMBL872066,,BAO_0000019
538,,In vitro inhibition against of 4-Hydroxyphenylpyruvate dioxygenase (4-HPPD) from pig liver by the enol borate method,,,11607,,D,9,Expert,1,,CHEMBL615559,,BAO_0000019
539,,In vitro inhibitory concentration required against 4-hydroxyphenylpyruvate dioxygenase (4-HPPD) taken from pig liver,,,11607,,H,8,Autocuration,1,,CHEMBL615560,,BAO_0000019
540,,Inhibition of pig liver 4-Hydroxyphenylpyruvate dioxygenase (4-HPPD) enzyme,,,11607,,H,8,Autocuration,1,,CHEMBL615561,,BAO_0000019
541,,Concentration required to achieve 50% inhibition against 4-Hydroxyphenylpyruvate dioxygenase (HPPD) from pig liver,,,11607,,H,8,Expert,1,,CHEMBL857062,,BAO_0000019
542,,Concentration required to achieve 50% inhibition against 4-Hydroxyphenylpyruvate dioxygenase (HPPD) from pig liver; (observed value),,,11607,,H,8,Expert,1,,CHEMBL615562,,BAO_0000019
543,,In vitro inhibitory activity against HPPD(4-hydroxyphenylpyruvate Dioxygenase) from pig liver using enol borate assay method,,,11607,,H,8,Autocuration,1,,CHEMBL615563,,BAO_0000019
544,,Compound was evaluated for complete competitive inhibition of 4-hydroxyphenylpyruvate dioxygenase (HPPD),,,11607,,H,8,Autocuration,1,,CHEMBL615564,,BAO_0000357
545,,In vitro inhibition of 4-hydroxyphenylpyruvate dioxygenase obtained from purified pig liver by enol-borate method,,,11607,,H,8,Autocuration,1,,CHEMBL615565,,BAO_0000019
546,,Inhibitory activity on pig liver 4-hydroxyphenylpyruvate dioxygenase (HPPD) was evaluated,,,11607,,H,8,Autocuration,1,,CHEMBL615566,,BAO_0000019
547,,Inhibition of 4-hydroxyphenylpyruvate dioxygenase of purified pig liver by enol-borate method,,,11607,,D,9,Expert,1,,CHEMBL615567,,BAO_0000019
548,,The inhibitory activity on pig liver 4-hydroxyphenylpyruvate dioxygenase (HPPD) was evaluated.,,,11607,,H,8,Autocuration,1,,CHEMBL615568,,BAO_0000019
549,,Compound was evaluated for competitive inhibition of 4-hydroxyphenylpyruvate dioxygenase (HPPD) (complete inhibition was observed at a concentration of 0.5-1.0 mM),,,11607,,H,8,Autocuration,1,,CHEMBL615569,,BAO_0000357
550,,Concentration required to achieve 50% inhibition against 4-hydroxyphenylpyruvate dioxygenase from pig liver,,,11607,,H,8,Autocuration,1,,CHEMBL615570,,BAO_0000019
551,,Concentration required to achieve 50% inhibition against 4-hydroxyphenylpyruvate dioxygenase from pig liver; (observed value),,,11607,,H,8,Autocuration,1,,CHEMBL615571,,BAO_0000019
552,,Binding affinity against melatonin (MT1) receptor (pC1),,,104733,,H,4,Autocuration,1,,CHEMBL615572,,BAO_0000224
553,,Compound was tested for inhibitory activity against 5-hydroxytryptamine 1 receptor,,,22226,,U,0,Autocuration,1,,CHEMBL615573,,BAO_0000019
554,,Inhibition of [3H]- 5-HT binding to 5-hydroxytryptamine 1 receptor at 10e-5 M,,,22226,,U,0,Autocuration,1,,CHEMBL615574,,BAO_0000019
555,,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1 receptor of central nervous system,,,22226,,U,0,Autocuration,1,,CHEMBL615575,,BAO_0000019
556,,Inhibitory activity against 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand at 10e-5 M concentration,,,10619,,H,8,Autocuration,1,,CHEMBL615576,,BAO_0000357
557,,Binding affinity against 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,,10619,,H,8,Autocuration,1,,CHEMBL615577,,BAO_0000357
558,,Binding affinity at 5-hydroxytryptamine 1A receptor in bovine hippocampal preparation using [3H]8-OH-DPAT,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615578,,BAO_0000221
559,,Binding affinity against 5-hydroxytryptamine 1A receptor was measured using [3H]8-OH-DPAT as radioligand,,,51,,H,8,Expert,1,,CHEMBL615579,,BAO_0000357
560,,Binding affinity for 5-hydroxytryptamine 1A receptor,,,51,,H,8,Expert,1,,CHEMBL615580,,BAO_0000357
561,,Affinity towards 5-hydroxytryptamine 1A receptor in membranes from bovine hippocampus using [3H]OH-DPAT,,,51,,H,8,Expert,1,,CHEMBL615581,,BAO_0000019
562,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615582,,BAO_0000221
563,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615583,,BAO_0000221
564,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-HT1A receptor from bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615584,,BAO_0000221
565,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL833691,,BAO_0000221
566,,In vitro inhibition of azido-[125I]-IPAPP (0.25 nM) binding to 5-HT1A receptor from bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615585,,BAO_0000221
567,,In vitro inhibition of [125I]IPAPP (0.25 nM) binding to 5-HT1A receptor from bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615586,,BAO_0000221
568,,In vitro inhibition of [125I]IPAPP (2.5 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL884524,,BAO_0000221
569,,Inhibitory concentration against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615587,,BAO_0000221
570,,"Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand",10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615588,,BAO_0000221
571,Membranes,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampal membranes,,,10576,,D,9,Expert,1,,CHEMBL615589,,BAO_0000249
572,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of bovine hippocampus.,10000000.0,,51,,H,8,Expert,1,,CHEMBL615442,,BAO_0000221
573,,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT (0.5 nM) ligand in hippocampus + frontal bovine was determined,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615443,,BAO_0000221
574,,Compound was evaluated for its ability to displace [3H]DPAT from 5-HT1A receptor in homogenates of bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615444,,BAO_0000221
575,,Ability to displace [3H]-DPAT from 5-hydroxytryptamine 1A receptor in homogenates of bovine hippocampus.,10000000.0,,51,,H,8,Expert,1,,CHEMBL615445,,BAO_0000221
576,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615446,,BAO_0000221
577,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in CHO cells,,,51,CHO,H,8,Autocuration,1,,CHEMBL615447,449.0,BAO_0000219
578,,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,10000000.0,,51,,H,8,Expert,1,,CHEMBL615448,,BAO_0000221
579,,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,10000000.0,,51,,H,8,Expert,1,,CHEMBL615449,,BAO_0000221
580,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,,51,CHO,H,8,Autocuration,1,,CHEMBL615450,449.0,BAO_0000219
581,,"Binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand",10000000.0,,51,,H,8,Expert,1,,CHEMBL615451,,BAO_0000221
582,,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,,,51,,H,8,Autocuration,1,,CHEMBL615452,,BAO_0000357
583,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-HT1A receptor from bovine hippocampus,10000000.0,,51,,H,8,Autocuration,1,,CHEMBL615453,,BAO_0000221
