assays_ss_d,assays_src_d,assays_dscrptn,assays_ss_rgnsm,assays_cnfdnc_scr,assays_td,assays_ss_sbclllr_frctn,assays_rltnshp_tp,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_tss_d,assays_vrnt_d
1900,1,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat pre frontal cortex,,4,104686,,H,Autocuration,,CHEMBL616496,,BAO_0000019,,
1901,1,Compound was evaluated for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,,4,104686,,H,Autocuration,,CHEMBL616497,,BAO_0000019,,
1902,1,Compound was evaluated for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,,4,104686,,H,Autocuration,,CHEMBL616498,,BAO_0000019,,
1903,1,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 2 receptor of rat anterior cortex using [3H]ketanserin as the radioligand,,4,104686,,H,Autocuration,,CHEMBL616499,,BAO_0000019,,
1904,1,Compound was measured for affinity at 5-hydroxytryptamine 2 receptor in rat cortical by [3H]spiroperidol displacement.,,4,104686,,H,Autocuration,,CHEMBL616500,,BAO_0000019,,
1905,1,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,Rattus norvegicus,5,104686,,D,Autocuration,,CHEMBL616501,,BAO_0000221,955.0,
1906,1,Compound was tested for its inhibitory effect on the binding profile in 5-hydroxytryptamine 2 receptor using [3H]spiroperidol in rat brain.,,4,104686,,H,Autocuration,,CHEMBL616502,,BAO_0000221,955.0,
1907,1,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor from rat cortical membranes.,,4,104686,Membranes,H,Autocuration,,CHEMBL884529,,BAO_0000249,,
1908,1,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat cortical membranes,,4,104686,Membranes,H,Autocuration,,CHEMBL616503,,BAO_0000249,,
1909,1,Compound was tested for the displacement of [3H]ketanserin from serotonin 5-hydroxytryptamine 2 receptor,,4,104686,,H,Autocuration,,CHEMBL616964,,BAO_0000224,,
1910,1,Compound was tested for the displacement of [3H]ketanserin from serotonin 5-hydroxytryptamine 2 receptor from rat cortical membranes.,,4,104686,Membranes,H,Autocuration,,CHEMBL616965,,BAO_0000249,,
1911,1,Inhibition of [3H]ketanserin binding to rat 5-hydroxytryptamine 2 receptors.,,4,104686,,H,Autocuration,,CHEMBL616966,,BAO_0000224,,
1912,1,Compound was tested for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor; NT=Not tested,,4,104686,,H,Autocuration,,CHEMBL616967,,BAO_0000224,,
1913,1,Inhibition of [3H]ketanserin binding to dopamine 5-hydroxytryptamine 2 receptor,Rattus norvegicus,5,104686,,D,Autocuration,,CHEMBL616968,,BAO_0000224,,
1914,1,Compound was tested for the inhibition of [3H]ketanserin binding to dopamine 5-hydroxytryptamine 2 receptor; NT=Not tested,,4,104686,,H,Autocuration,,CHEMBL616969,,BAO_0000224,,
1915,1,Inhibition of [3H]ketanserin binding at 5-hydroxytryptamine 2 receptor from rat frontal cortex.,,4,104686,,H,Autocuration,,CHEMBL884530,,BAO_0000019,,
1916,1,Concentration necessary to achieve half maximal inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor,,4,104686,,H,Autocuration,,CHEMBL616970,,BAO_0000224,,
1917,1,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,,4,104686,,H,Autocuration,,CHEMBL616971,,BAO_0000224,,
1918,1,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",,4,104686,,H,Autocuration,,CHEMBL616972,,BAO_0000224,,
1919,1,Evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using radioligand [3H]-spiperone,,4,104686,,H,Autocuration,,CHEMBL616973,,BAO_0000224,,
1920,1,Evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using radioligand [3H]spiperone; IA=Inactive,,4,104686,,H,Autocuration,,CHEMBL616974,,BAO_0000224,,
1921,1,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.,,4,104686,,H,Autocuration,,CHEMBL616975,,BAO_0000019,,
1922,1,Inhibition of binding of radioligand [3H]ketanserin to 5-hydroxytryptamine 2 receptor in rat cerebral cortex,,4,104686,,H,Autocuration,,CHEMBL616976,,BAO_0000019,,
1923,1,In vitro binding affinity measured on serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand.,,4,104686,,H,Autocuration,,CHEMBL616977,,BAO_0000224,,
1924,1,In vitro binding affinity towards the 5-hydroxytryptamine 2 receptor at 10 e-6 M,,4,104686,,H,Autocuration,,CHEMBL616978,,BAO_0000224,,
1925,1,In vitro binding affinity was measured on serotonergic 5-hydroxytryptamine 2 receptor by displacement of [3H]- ketanserin,,4,104686,,H,Autocuration,,CHEMBL616979,,BAO_0000224,,
1926,1,In vitro inhibitory activity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor,,4,104686,,H,Autocuration,,CHEMBL616980,,BAO_0000224,,
1927,1,Inhibition of [3H]spiperone binding to 5-hydroxytryptamine 2 receptor from rat cortical membranes,,4,104686,Membranes,H,Autocuration,,CHEMBL616981,,BAO_0000249,,
1928,1,Inhibition of [3H]spiperone binding to 5-hydroxytryptamine 2 receptor from rat cortical membranes; Not tested,,4,104686,Membranes,H,Autocuration,,CHEMBL616982,,BAO_0000249,,
1929,1,Inhibitory activity against 5-hydroxytryptamine 2 receptor by 3H ligand binding experiments.,,4,104686,,H,Autocuration,,CHEMBL616983,,BAO_0000224,,
1930,1,Inhibitory activity against [3H]spiroperidol binding to 5-HT2 receptor in rat cortex,,4,104686,,H,Autocuration,,CHEMBL616984,,BAO_0000019,,
1931,1,Inhibitory activity against 5-hydroxytryptamine 2 receptor,Rattus norvegicus,5,104686,,D,Autocuration,,CHEMBL616985,,BAO_0000224,,
1932,1,Inhibitory concentration against 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]-ketanserin,,4,104686,,H,Autocuration,,CHEMBL616986,,BAO_0000224,,
1933,1,Inhibitory concentration against binding of 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]-ketanserin,,4,104686,,H,Autocuration,,CHEMBL616987,,BAO_0000224,,
1934,1,Inhibitory concentration against radioligand [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat,,4,104686,,H,Autocuration,,CHEMBL616988,,BAO_0000019,,
1935,1,Inhibitory concentration against radioligand [3H]spiperone binding to 5-hydroxytryptamine 2 receptor in rat cortex,,4,104686,,H,Autocuration,,CHEMBL617243,,BAO_0000019,,
1936,1,Inhibitory concentration required against 5-hydroxytryptamine 2 receptor in rat cortex using [3H]spiperone,,4,104686,,H,Autocuration,,CHEMBL617244,,BAO_0000019,,
1937,1,Inhibitory concentration against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,Rattus norvegicus,5,104686,,D,Autocuration,,CHEMBL617245,485.0,BAO_0000219,,
1938,1,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat cortical membranes,,4,104686,Membranes,H,Autocuration,,CHEMBL617246,,BAO_0000249,,
1939,1,The compound was evaluated for the ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor ( striata of male wistar rats),,4,104686,,H,Autocuration,,CHEMBL617546,,BAO_0000224,,
1940,1,The concentration required to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat brain membranes (in vitro),,4,104686,Brain membranes,H,Autocuration,,CHEMBL617547,,BAO_0000249,,
1941,1,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,,4,104686,,H,Autocuration,,CHEMBL617548,,BAO_0000219,,
1942,1,Binding affinity towards 5-hydroxytryptamine 2 receptor,,4,104686,,H,Autocuration,,CHEMBL617549,,BAO_0000224,,
1943,1,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,,4,104686,,H,Autocuration,,CHEMBL617550,,BAO_0000224,,
1944,1,In vitro binding affinity towards the 5-hydroxytryptamine 2 receptor at 10 e-6 M,,4,104686,,H,Autocuration,,CHEMBL617551,,BAO_0000224,,
1945,1,Percent inhibition of binding of 1.0 nM [3H]ketanserin to 5-hydroxytryptamine 2 receptor in rat cortical membranes at 10 e -5 M,,4,104686,Membranes,H,Autocuration,,CHEMBL617552,,BAO_0000249,,
1946,1,Percent inhibition of binding of 1.0 nM [3H]-ketanserin to 5-hydroxytryptamine 2 receptor in rat cortical membranes at 10 e-5 M.,,4,104686,Membranes,H,Autocuration,,CHEMBL617553,,BAO_0000249,,
1947,1,Tested for antagonistic activity against 5-hydroxytryptamine 2 receptor from rat thoracic aorta,,4,104686,,H,Autocuration,,CHEMBL617554,,BAO_0000019,1515.0,
1948,1,Binding affinity for membrane-bound 5-hydroxytryptamine 2 receptor,,4,104686,,H,Autocuration,,CHEMBL617555,,BAO_0000019,,
1949,1,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,,4,104686,,H,Autocuration,,CHEMBL617556,,BAO_0000224,,
1950,1,Inhibitory constant against human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,,8,10624,,H,Autocuration,,CHEMBL617557,,BAO_0000357,,
1951,1,Inhibitory constant against human 5-hydroxytryptamine 1D receptor using [3H]5-CT radioligand,,8,10624,,H,Autocuration,,CHEMBL617558,,BAO_0000357,,
1952,1,Binding affinity against 5-hydroxytryptamine 1D receptor was measured using [3H]5-HT as radioligand,,8,17106,,H,Expert,,CHEMBL617559,,BAO_0000357,,
1953,1,Binding affinity for 5-hydroxytryptamine 1D receptor,,9,17106,,D,Expert,,CHEMBL617560,,BAO_0000357,,
1954,1,Compound was tested for its ability to displace [125I]GTI binding to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,,8,17106,,H,Autocuration,,CHEMBL617561,,BAO_0000249,,
1955,1,Compound was tested for its ability to displace [3H]-5-HT binding to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,,8,17106,,H,Autocuration,,CHEMBL617562,,BAO_0000249,,
1956,1,Binding affinity against 5-hydroxytryptamine 1D receptor using [3H]5-HT in pig striatum + frontalCortex,,8,17106,,H,Autocuration,,CHEMBL617563,,BAO_0000357,2435.0,
1957,1,Relative agonist efficacy against 1 uM 5-hydroxytryptamine 1D receptor,,8,17106,,H,Autocuration,,CHEMBL617564,,BAO_0000019,,
1958,1,Binding activity against 5-hydroxytryptamine 1D receptor from pig caudate membrane using [3H]5-HT as radioligand,,8,17106,,H,Expert,,CHEMBL617565,,BAO_0000019,,
1959,1,Binding activity radioligand.,,8,17106,,H,Autocuration,,CHEMBL856076,,BAO_0000357,,
1960,1,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,,8,17106,,H,Autocuration,,CHEMBL617566,,BAO_0000019,,
1961,1,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,,8,17106,,H,Expert,,CHEMBL875911,,BAO_0000019,,
1962,1,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand; NA Not Available,,8,17106,,H,Autocuration,,CHEMBL617567,,BAO_0000019,,
1963,1,Compound was tested for the displacement of [3H]-5-HT to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,,8,17106,,H,Autocuration,,CHEMBL617568,,BAO_0000249,,
1964,1,Displacement of [3H]5-HT binding to 5-hydroxytryptamine 1D receptor from pig caudate membrane,,8,17106,,H,Expert,,CHEMBL617569,,BAO_0000019,,
1965,1,Displacement of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1D receptor in pig caudate membrane,,8,17106,,H,Expert,,CHEMBL617570,,BAO_0000249,,
1966,1,Binding affinity for 5-hydroxytryptamine 1D receptor in piglet caudate using [3H]5-HT,,8,17106,,H,Autocuration,,CHEMBL617571,,BAO_0000357,,
1967,1,In Vitro Binding affinity againist 5-hydroxytryptamine 1D receptor by displacing [125I]GTI from pig caudate,Sus scrofa,8,105,,H,Autocuration,,CHEMBL617572,,BAO_0000357,,
1968,1,The compound was tested for intrinsic activity against 5-HT1D receptor,Oryctolagus cuniculus,8,105,,H,Expert,,CHEMBL617573,,BAO_0000357,,
1969,1,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,Oryctolagus cuniculus,8,105,,H,Autocuration,,CHEMBL617574,,BAO_0000019,,
1970,1,The compound was tested for binding affinity against 5-HT1D receptor,Oryctolagus cuniculus,8,105,,H,Expert,,CHEMBL617575,,BAO_0000357,,
1971,1,Tested for the effect on binding at 5-hydroxytryptamine 1D receptor; No activity,,8,10578,,H,Autocuration,,CHEMBL617576,,BAO_0000357,,
1972,1,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1D receptor of rat substantia nigra,,8,10578,,H,Autocuration,,CHEMBL617577,,BAO_0000019,,
1973,1,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor,,8,10578,,H,Autocuration,,CHEMBL617578,,BAO_0000019,,
1974,1,Binding affinity was measured against serotonin 5-hydroxytryptamine 1D receptor,,8,10578,,H,Autocuration,,CHEMBL617579,,BAO_0000357,,
1975,1,Binding affinity towards 5-hydroxytryptamine 1D receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,,8,10578,,H,Expert,,CHEMBL617580,,BAO_0000019,,
1976,1,Inhibitory activity against 5-hydroxytryptamine 1D receptor in rat cortical membranes using [3H]5-HT as a radioligand,,8,10578,,H,Autocuration,,CHEMBL617581,,BAO_0000249,,
1977,1,The binding affinity was measured on 5-hydroxytryptamine 1D receptor using [3H]- serotonin as radioligand.,,8,10578,,H,Autocuration,,CHEMBL617582,,BAO_0000357,,
1978,1,Binding affinity to 5-hydroxytryptamine 1D receptor in the rat forebrain by [3H]- SB-204269 displacement.,,8,10578,,H,Expert,,CHEMBL617583,,BAO_0000019,,
1979,1,Inhibition of binding towards 5-hydroxytryptamine 1D receptor at 100 nM concentration,,8,105,,H,Autocuration,,CHEMBL617584,,BAO_0000357,,
1980,1,Compound was tested for binding affinity against 5-hydroxytryptamine 1D receptor,,8,105,,H,Autocuration,,CHEMBL617585,,BAO_0000357,,
1981,1,Compound was measured for its binding affinity at 5-hydroxytryptamine 1D receptor at a concentration of 10 uM using [3H]5-HT as radioligand,,8,105,,H,Autocuration,,CHEMBL875912,,BAO_0000357,,
1982,1,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1D receptor,,8,105,,H,Autocuration,,CHEMBL617586,,BAO_0000357,,
1983,1,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1D receptor; inactive at 10 uM,,8,105,,H,Autocuration,,CHEMBL617587,,BAO_0000357,,
1984,1,Binding affinity for 5-hydroxytryptamine 1D receptor was determined,,8,105,,H,Autocuration,,CHEMBL617588,,BAO_0000357,,
1985,1,Evaluated for the binding affinity against 5-hydroxytryptamine 1D receptor,,8,105,,H,Autocuration,,CHEMBL857980,,BAO_0000357,,
1986,1,Tested against 5-hydroxytryptamine 1D receptor,,8,105,,H,Autocuration,,CHEMBL617589,,BAO_0000357,,
1987,1,Binding affinity for 5-hydroxytryptamine 1D receptor was determined by using [3H]5-HT as radioligand,,8,105,,H,Autocuration,,CHEMBL617590,,BAO_0000357,,
1988,1,Antagonistic binding affinity measured against 5-hydroxytryptamine 2A receptor (human clone expressed in 293 cells) using [3H]ketanserin as radioligand,,8,105,,H,Autocuration,,CHEMBL617591,722.0,BAO_0000219,,
1989,1,Binding affinity against 5-Hydroxytryptamine 1D receptor,Homo sapiens,9,105,,D,Expert,,CHEMBL617592,,BAO_0000357,,
1990,1,,,8,105,,H,Autocuration,,CHEMBL617593,,BAO_0000357,,
1991,1,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,,8,106,,H,Autocuration,,CHEMBL617594,485.0,BAO_0000219,,
1992,1,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,,8,105,,H,Autocuration,,CHEMBL617595,485.0,BAO_0000219,,
1993,1,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor alpha clones expressed in human embryonic kidney (HEK 293) cells line.,,8,105,,H,Autocuration,,CHEMBL617596,722.0,BAO_0000219,,
1994,1,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor alpha clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,,8,105,,H,Autocuration,,CHEMBL617597,722.0,BAO_0000219,,
1995,1,Binding affinity against 5-hydroxytryptamine 1D receptor beta using rabbit saphenous vein assay.,,8,105,,H,Autocuration,,CHEMBL617598,,BAO_0000019,,
1996,1,Binding affinity of compound against 5-HT1Dalpha Binding affinity of compound against 5-HT1D alpha receptors in human,,8,105,,H,Autocuration,,CHEMBL872916,,BAO_0000357,,
1997,1,In vitro affinity human cloned 5-hydroxytryptamine 1D receptor alpha by [3H]5-HT displacement.,,8,105,,H,Expert,,CHEMBL617599,,BAO_0000357,,
1998,1,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor alpha was determined,,8,105,,H,Autocuration,,CHEMBL617091,,BAO_0000357,,
1999,1,"Binding affinity against 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells, using [3H]-5-HT as the radioligand.",,8,105,,H,Expert,,CHEMBL617092,485.0,BAO_0000219,,
2000,1,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,,8,105,,H,Autocuration,,CHEMBL617093,485.0,BAO_0000219,,
2001,1,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor alpha measured as the reduction of forskolin-stimulated cAMP.,,8,105,,H,Autocuration,,CHEMBL617094,,BAO_0000019,,
2002,1,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,,8,105,,H,Autocuration,,CHEMBL617095,,BAO_0000019,,
2003,1,Compound was tested for its agonist activity against human 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,,8,105,,H,Autocuration,,CHEMBL617096,,BAO_0000019,,
2004,1,Compound was tested for its agonist activity against human recombinant 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,,8,105,,H,Autocuration,,CHEMBL617097,,BAO_0000019,,
2005,1,Compound was tested for its agonist activity against human recombinant 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,,8,105,,H,Autocuration,,CHEMBL617098,,BAO_0000019,,
2006,1,In vitro binding affinity towards 5-HT1D alpha receptor by using [3H]5-HT as radioligand,,8,105,,H,Autocuration,,CHEMBL617301,,BAO_0000357,,
2007,1,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor alpha by using [3H]5-HT as radioligand,,8,105,,H,Autocuration,,CHEMBL617302,,BAO_0000357,,
2008,1,Selectivity towards 5-hydroxytryptamine 1D receptor beta to that of 5-hydroxytryptamine 1D receptor alpha,,8,105,,H,Autocuration,,CHEMBL617303,,BAO_0000357,,
2009,1,Binding affinity to recombinant human 5-hydroxytryptamine 1D receptor alpha,,8,105,,H,Expert,,CHEMBL617304,,BAO_0000357,,
2010,1,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor alpha expressed in CHO cells, by using [3H]5-HT as radioligand",,8,105,,H,Expert,,CHEMBL617305,449.0,BAO_0000219,,
2011,1,Binding affinity was measured on 5-hydroxytryptamine 1D receptor alpha in COS cells transfected with human 5-HT1D alpha gene labeled with [3H]5-HT,Homo sapiens,9,105,,D,Autocuration,,CHEMBL617306,,BAO_0000219,,
2012,1,Binding affinity (in vitro) against 5-hydroxytryptamine 1D receptor alpha using radio-ligand binding assay,,8,17106,,H,Autocuration,,CHEMBL617307,,BAO_0000357,,
2013,1,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,Oryctolagus cuniculus,8,105,,H,Autocuration,,CHEMBL617308,,BAO_0000019,,
2014,1,Binding affinities against 5-hydroxytryptamine 1D receptor alpha,,8,105,,H,Autocuration,,CHEMBL617309,,BAO_0000357,,
2015,1,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,,8,105,,H,Autocuration,,CHEMBL617310,,BAO_0000357,,
2016,1,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,,8,105,,H,Autocuration,,CHEMBL617311,,BAO_0000357,,
2017,1,Binding affinity towards 5-hydroxytryptamine 1D receptor alpha using [3H]8-OH-DPAT as radioligand,,8,105,,H,Autocuration,,CHEMBL617312,,BAO_0000357,,
2018,1,Affinity against 5-hydroxytryptamine 1D receptor alpha,,8,105,,H,Autocuration,,CHEMBL617313,,BAO_0000357,,
2019,1,Binding affinity against 5-hydroxytryptamine 1D receptor alpha,,8,105,,H,Expert,,CHEMBL617314,,BAO_0000357,,
2020,1,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,,8,106,,H,Autocuration,,CHEMBL617315,,BAO_0000019,,
2021,1,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line.,,8,106,,H,Autocuration,,CHEMBL617316,722.0,BAO_0000219,,
2022,1,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,,8,106,,H,Autocuration,,CHEMBL617317,722.0,BAO_0000219,,
2023,1,"The compound was tested in vitro for binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",,8,106,,H,Autocuration,,CHEMBL617318,449.0,BAO_0000219,,
2024,1,Binding affinity against 5-hydroxytryptamine 1D receptor beta using rabbit saphenous vein assay.,,8,106,,H,Autocuration,,CHEMBL617319,,BAO_0000019,,
2025,1,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,,9,106,,D,Expert,,CHEMBL617320,,BAO_0000357,,
2026,1,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,,9,106,,D,Expert,,CHEMBL617321,,BAO_0000357,,
2027,1,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,,9,106,,D,Expert,,CHEMBL617322,,BAO_0000357,,
2028,1,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor beta was determined using [3H]8-OH-DPAT as radioligand,,8,106,,H,Autocuration,,CHEMBL616862,,BAO_0000357,,
2029,1,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor was determined using [3H]8-OH-DPAT as radioligand,,8,106,,H,Autocuration,,CHEMBL616863,,BAO_0000357,,
2030,1,Binding affinity was measured on 5-hydroxytryptamine 1D receptor beta in CHO cells transfected with human 5-HT1D beta gene labeled with [3H]5-HT,,8,106,,H,Autocuration,,CHEMBL616864,449.0,BAO_0000219,,
2031,1,Compound was tested for binding affinity against cloned human 5-HT1D beta receptor expressed in CHO-K1 cells.,,8,106,,H,Autocuration,,CHEMBL616865,485.0,BAO_0000219,,
2032,1,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells.,,8,106,,H,Autocuration,,CHEMBL616866,485.0,BAO_0000219,,
2033,1,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,,8,106,,H,Autocuration,,CHEMBL616867,,BAO_0000019,,
2034,1,"Binding affinity against 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells, using [3H]5-HT as the radioligand.",,8,106,,H,Expert,,CHEMBL616868,485.0,BAO_0000219,,
2035,1,Binding affinity for cloned human 5-hydroxytryptamine 1D receptor beta,,8,105,,H,Expert,,CHEMBL616869,,BAO_0000357,,
2036,1,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",,8,106,,H,Expert,,CHEMBL616870,449.0,BAO_0000219,,
2037,1,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 0.24-0.55,,8,105,,H,Autocuration,,CHEMBL616871,485.0,BAO_0000219,,
2038,1,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 0.6-2.0,,8,105,,H,Autocuration,,CHEMBL616872,485.0,BAO_0000219,,
2039,1,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 2.8-6.5,,8,105,,H,Autocuration,,CHEMBL616873,485.0,BAO_0000219,,
2040,1,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 30-70,,8,105,,H,Autocuration,,CHEMBL616838,485.0,BAO_0000219,,
2041,1,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor beta was determined,,8,105,,H,Autocuration,,CHEMBL616839,,BAO_0000357,,
2042,1,Binding affinity against 5-hydroxytryptamine 3 receptor using rabbit saphenous vein assay.,Oryctolagus cuniculus,8,106,,H,Autocuration,,CHEMBL616840,,BAO_0000019,,
2043,1,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor alpha by using [3H]-5-HT as radioligand,,8,105,,H,Autocuration,,CHEMBL616841,,BAO_0000357,,
2044,1,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor beta by using [3H]5-HT as radioligand,,8,105,,H,Autocuration,,CHEMBL616842,,BAO_0000357,,
2045,1,Binding affinity against 5-hydroxytryptamine 1D receptor beta,,8,105,,H,Expert,,CHEMBL857976,,BAO_0000357,,
2046,1,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1E receptor stably expressed in CHO cells,,8,10618,,H,Autocuration,,CHEMBL616843,449.0,BAO_0000219,,
2047,1,Inhibitory activity against 5-hydroxytryptamine 1E receptor subtype,Homo sapiens,9,10618,,D,Expert,,CHEMBL616844,,BAO_0000357,,
2048,1,Inhibitory activity against 5-hydroxytryptamine 1E receptor subtype; NA denotes data not available,,8,10618,,H,Autocuration,,CHEMBL616845,,BAO_0000357,,
2049,1,Binding affinity to cloned human 5-hydroxytryptamine 1E receptor,Homo sapiens,9,10618,,D,Expert,,CHEMBL616846,,BAO_0000357,,
2050,1,Binding affinity towards human 5-hydroxytryptamine 1E receptor was determined using [3H]5-HT as radioligand,,8,10618,,H,Autocuration,,CHEMBL616847,,BAO_0000357,,
2051,1,Binding affinity was determined against 5-hydroxytryptamine 1E receptor in human cortical homogenate,,8,10618,,H,Autocuration,,CHEMBL616848,,BAO_0000019,,
2052,1,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1E receptor,,8,10618,,H,Autocuration,,CHEMBL616849,,BAO_0000357,,
2053,1,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1E receptor,,8,10618,,H,Autocuration,,CHEMBL872911,,BAO_0000357,,
2054,1,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1E receptor,,8,10618,,H,Autocuration,,CHEMBL616850,,BAO_0000019,,
2055,1,Binding affinity against human 5-hydroxytryptamine 1E receptor expressed in CHO cells,Homo sapiens,9,10618,,D,Expert,,CHEMBL616699,449.0,BAO_0000219,,
