ASSI,CONSC,SRASI,BAFO,CUB,TISI,ASSTI,ASCET,ASSUBFR,Ti,RELATT,SI,CHI,CEI,VARI
14194,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL625990,,
14195,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL625991,,
14196,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL625992,,
14197,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL625993,,
14198,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL631973,,
14199,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL632143,,
14200,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL632144,,
14201,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL632145,,
14202,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL632146,,
14203,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL632147,,
14204,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL632148,,
14205,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL632149,,
14206,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL632150,,
14207,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL632151,,
14208,1,,BAO_0000218,Intermediate,,,,,50587,N,1,CHEMBL632152,,
14209,1,,BAO_0000218,Intermediate,,,,,50587,N,1,CHEMBL632153,,
14210,1,,BAO_0000218,Intermediate,,,,,50587,N,1,CHEMBL632154,,
14211,1,,BAO_0000218,Intermediate,,,,,50602,N,1,CHEMBL632155,,
14212,1,,BAO_0000218,Intermediate,,,,,50602,N,1,CHEMBL632156,,
14213,1,,BAO_0000218,Intermediate,,,,,50602,N,1,CHEMBL632157,,
14214,1,,BAO_0000218,Intermediate,,,,,50602,N,1,CHEMBL632158,,
14215,1,,BAO_0000218,Intermediate,,,,,50602,N,1,CHEMBL632159,,
14216,1,,BAO_0000218,Intermediate,,,,,50602,N,1,CHEMBL626305,,
14217,1,,BAO_0000218,Intermediate,,,,,50602,N,1,CHEMBL626306,,
14218,1,,BAO_0000218,Intermediate,,,,,50602,N,1,CHEMBL626307,,
14219,1,,BAO_0000218,Intermediate,,,,,50602,N,1,CHEMBL626308,,
14220,1,,BAO_0000218,Intermediate,,,,,50602,N,1,CHEMBL626479,,
14221,1,,BAO_0000218,Intermediate,,,,,50602,N,1,CHEMBL626480,,
14222,0,,BAO_0000100,Autocuration,,,,,22229,U,1,CHEMBL626481,,
14223,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL626482,,
14224,1,,BAO_0000218,Intermediate,,,,,50588,N,1,CHEMBL626483,,
14225,1,,BAO_0000218,Intermediate,,,,,50588,N,1,CHEMBL626484,,
14226,0,,BAO_0000100,Autocuration,,,,,22229,U,1,CHEMBL626485,,
14227,0,,BAO_0000100,Autocuration,,,,,22229,U,1,CHEMBL626486,,
14228,0,,BAO_0000100,Autocuration,,,,,22229,U,1,CHEMBL626487,,
14229,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50588,N,1,CHEMBL626488,,
14230,1,,BAO_0000218,Intermediate,1977.0,Serum,,,50597,N,1,CHEMBL626489,,
14231,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL626490,,
14232,0,,BAO_0000100,Autocuration,,,,,22224,U,1,CHEMBL626491,,
14233,0,,BAO_0000100,Autocuration,,,,,22229,U,1,CHEMBL626492,,
14234,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL626493,,
14235,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626494,,
14236,0,,BAO_0000218,Autocuration,,,,,22224,U,1,CHEMBL626495,,
14237,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL626496,,
14238,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626497,,
14239,0,,BAO_0000218,Autocuration,,,,,22224,U,1,CHEMBL626498,,
14240,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626499,,
14241,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626500,,
14242,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL626501,,
14243,1,,BAO_0000218,Intermediate,1969.0,Plasma,,,50597,N,1,CHEMBL626502,,
14244,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626503,,
14245,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626504,,
14246,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626505,,
14247,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626506,,
14248,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626507,,
14249,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626508,,
14250,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626509,,
14251,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL875480,,
14252,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626510,,
14253,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626511,,
14254,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL626512,,
14255,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL628208,,
14256,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL628209,,
14257,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL628210,,
14258,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL628211,,
14259,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL628212,,
14260,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL628213,,
14261,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628214,,
14262,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628215,,
14263,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628216,,
14264,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626595,,
14265,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626596,,
14266,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626597,,
14267,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626598,,
14268,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL622242,,
14269,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL622243,,
14270,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL622244,,
14271,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL622245,,
14272,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL622246,,
14273,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL622247,,
14274,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL622248,,
14275,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL877483,,
14276,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL622249,,
14277,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622250,,
14278,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622251,,
14279,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622252,,
14280,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622253,,
14281,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622254,,
14282,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622255,,
14283,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622256,,
14284,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622257,,
14285,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622258,,
14286,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622259,,
14287,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622927,,
14288,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622928,,
14289,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL622929,,
14290,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL623182,,
14291,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50588,N,1,CHEMBL623183,,
14292,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL623184,,
14293,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL623185,,
14294,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL877484,,
14295,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL627274,,
14296,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL623186,,
14297,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL623187,,
14298,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL623188,,
14299,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628055,,
14300,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628056,,
14301,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628200,,
14302,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628201,,
14303,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628202,,
14304,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628203,,
14305,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628204,,
14306,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628205,,
14307,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628206,,
14308,0,,BAO_0000218,Autocuration,2367.0,Prostate gland,,,22224,U,1,CHEMBL628207,,
14309,0,,BAO_0000218,Autocuration,2367.0,Prostate gland,,,22224,U,1,CHEMBL627220,,
14310,0,,BAO_0000218,Autocuration,2385.0,Muscle tissue,,,22224,U,1,CHEMBL627221,,
14311,0,,BAO_0000218,Autocuration,2367.0,Prostate gland,,,22224,U,1,CHEMBL627222,,
14312,0,,BAO_0000218,Autocuration,,,,,22224,U,1,CHEMBL627223,,
14313,0,,BAO_0000218,Autocuration,2385.0,Muscle tissue,,,22224,U,1,CHEMBL632062,,
14314,0,,BAO_0000218,Autocuration,2106.0,Spleen,,,22224,U,1,CHEMBL632063,,
14315,0,,BAO_0000218,Autocuration,1255.0,Urinary bladder,,,22224,U,1,CHEMBL632064,,
14316,0,,BAO_0000218,Autocuration,178.0,Blood,,,22224,U,1,CHEMBL632065,,
14317,0,,BAO_0000218,Autocuration,1474.0,Bone element,,,22224,U,1,CHEMBL632066,,
14318,0,,BAO_0000218,Autocuration,,,,,22224,U,1,CHEMBL632067,,
14319,0,,BAO_0000218,Autocuration,2113.0,Kidney,,,22224,U,1,CHEMBL629188,,
14320,0,,BAO_0000218,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL629189,,
14321,0,,BAO_0000218,Autocuration,2048.0,Lung,,,22224,U,1,CHEMBL629190,,
14322,0,,BAO_0000218,Autocuration,2385.0,Muscle tissue,,,22224,U,1,CHEMBL629191,,
14323,0,,BAO_0000218,Autocuration,2367.0,Prostate gland,,,22224,U,1,CHEMBL629192,,
14324,0,,BAO_0000218,Autocuration,2385.0,Muscle tissue,,,22224,U,1,CHEMBL629193,,
14325,0,,BAO_0000218,Autocuration,2367.0,Prostate gland,,,22224,U,1,CHEMBL629194,,
14326,0,,BAO_0000218,Autocuration,,,,,22224,U,1,CHEMBL629195,,
14327,0,,BAO_0000218,Autocuration,2385.0,Muscle tissue,,,22224,U,1,CHEMBL629373,,
14328,0,,BAO_0000218,Autocuration,2106.0,Spleen,,,22224,U,1,CHEMBL629374,,
14329,0,,BAO_0000218,Autocuration,2367.0,Prostate gland,,,22224,U,1,CHEMBL629375,,
14330,0,,BAO_0000218,Autocuration,1255.0,Urinary bladder,,,22224,U,1,CHEMBL629376,,
14331,0,,BAO_0000218,Autocuration,178.0,Blood,,,22224,U,1,CHEMBL629377,,
14332,0,,BAO_0000218,Autocuration,1474.0,Bone element,,,22224,U,1,CHEMBL629378,,
14333,0,,BAO_0000218,Autocuration,,,,,22224,U,1,CHEMBL629379,,
14334,0,,BAO_0000218,Autocuration,2113.0,Kidney,,,22224,U,1,CHEMBL629151,,
14335,0,,BAO_0000218,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL629152,,
14336,0,,BAO_0000218,Autocuration,2048.0,Lung,,,22224,U,1,CHEMBL629153,,
14337,0,,BAO_0000218,Autocuration,2385.0,Muscle tissue,,,22224,U,1,CHEMBL629154,,
14338,0,,BAO_0000218,Autocuration,2367.0,Prostate gland,,,22224,U,1,CHEMBL629155,,
14339,0,,BAO_0000218,Autocuration,2367.0,Prostate gland,,,22224,U,1,CHEMBL629156,,
14340,0,,BAO_0000218,Autocuration,2385.0,Muscle tissue,,,22224,U,1,CHEMBL629157,,
14341,0,,BAO_0000218,Autocuration,2367.0,Prostate gland,,,22224,U,1,CHEMBL629158,,
14342,0,,BAO_0000218,Autocuration,,,,,22224,U,1,CHEMBL629159,,
14343,0,,BAO_0000218,Autocuration,2385.0,Muscle tissue,,,22224,U,1,CHEMBL629160,,
14344,0,,BAO_0000218,Autocuration,2106.0,Spleen,,,22224,U,1,CHEMBL629161,,
14345,0,,BAO_0000218,Autocuration,1255.0,Urinary bladder,,,22224,U,1,CHEMBL629162,,
14346,0,,BAO_0000218,Autocuration,178.0,Blood,,,22224,U,1,CHEMBL629163,,
14347,0,,BAO_0000218,Autocuration,1474.0,Bone element,,,22224,U,1,CHEMBL629164,,
14348,0,,BAO_0000218,Autocuration,,,,,22224,U,1,CHEMBL629165,,
14349,0,,BAO_0000218,Autocuration,2107.0,Liver,,,22224,U,1,CHEMBL629166,,
14350,0,,BAO_0000218,Autocuration,2048.0,Lung,,,22224,U,1,CHEMBL629167,,
14351,0,,BAO_0000218,Autocuration,2385.0,Muscle tissue,,,22224,U,1,CHEMBL629168,,
14352,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL629169,,
14353,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL629170,,
14354,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL631153,,
14355,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL875121,,
14356,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL631154,,
14357,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL631155,,
14358,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL631156,,
14359,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL631157,,
14360,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL631158,,
14361,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL631159,,
14362,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL631160,,
14363,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL631161,,
14364,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL631162,,
14365,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630313,,
14366,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630314,,
14367,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630315,,
14368,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630316,,
14369,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630986,,
14370,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630987,,
14371,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630988,,
14372,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630989,,
14373,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630990,,
14374,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630991,,
14375,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630992,,
14376,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630993,,
14377,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630994,,
14378,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL630995,,
14379,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL629252,,
14380,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL629253,,
14381,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL629944,,
14382,1,,BAO_0000218,Intermediate,3126.0,Trachea,,,50512,N,1,CHEMBL629945,,
14383,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL629946,,
14384,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL629947,,
14385,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL629948,,
14386,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL856024,,
14387,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL629949,,
14388,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL629950,,
14389,0,,BAO_0000100,Autocuration,,,,,22224,U,1,CHEMBL630127,,
14390,0,,BAO_0000100,Autocuration,,,,,22224,U,1,CHEMBL630128,,
14391,0,,BAO_0000100,Autocuration,,,,,22224,U,1,CHEMBL630129,,
14392,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630130,,
14393,0,,BAO_0000100,Autocuration,,,,,22224,U,1,CHEMBL875234,,
14394,0,,BAO_0000100,Autocuration,,,,,22224,U,1,CHEMBL630131,,
14395,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL630132,,
14396,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630133,,
14397,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630134,,
14398,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630135,,
14399,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630136,,
14400,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630137,,
14401,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630138,,
14402,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630139,,
14403,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL630140,,
14404,0,,BAO_0000019,Autocuration,,,,,22224,U,1,CHEMBL875235,,
14405,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL876439,,
14406,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL630605,,
14407,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL630606,,
14408,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL630607,,
14409,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL630608,,
14410,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL630609,,
14411,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL630610,,
14412,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL630611,,
14413,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629552,,
14414,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629733,,
14415,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629734,,
14416,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629735,,
14417,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629736,,
14418,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629737,,
14419,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629738,,
14420,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629739,,
14421,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629740,,
14422,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629741,,
14423,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629742,,
14424,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629743,,
14425,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629744,,
14426,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629745,,
14427,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629746,,
14428,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629747,,
14429,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629748,,
14430,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629749,,
14431,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629750,,
14432,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629751,,
14433,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629752,,
14434,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629753,,
14435,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629754,,
14436,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629755,,
14437,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629756,,
14438,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629757,,
14439,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629758,,
14440,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629759,,
14441,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL629760,,
14442,1,,BAO_0000218,Intermediate,,,,,50597,N,1,CHEMBL876443,,
14443,1,,BAO_0000218,Intermediate,,,,,50588,N,1,CHEMBL629761,,
14444,1,,BAO_0000218,Intermediate,,,,,50588,N,1,CHEMBL629762,,
14445,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL629763,,
14446,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL629764,,
14447,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL629765,,
14448,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL629766,,
14449,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL629767,,
14450,1,,BAO_0000218,Intermediate,,,,,50588,N,1,CHEMBL629768,,
14451,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL629769,,
14452,1,,BAO_0000218,Intermediate,,,,,50588,N,1,CHEMBL629770,,
14453,1,,BAO_0000218,Intermediate,,,,,50588,N,1,CHEMBL629771,,
14454,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL629772,,
14455,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL629773,,
14456,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL625455,,
14457,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL625456,,
14458,1,,BAO_0000218,Intermediate,,,,,50594,N,1,CHEMBL625457,,
14459,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL625458,,
14460,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL625459,,
14461,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL875483,,
14462,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL634779,,
14463,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL625460,,
14464,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626117,,
14465,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626118,,
14466,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628342,,
14467,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628343,,
14468,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628344,,
14469,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628345,,
14470,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628346,,
14471,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628347,,
14472,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628348,,
14473,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628349,,
14474,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL875611,,
14475,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628350,,
14476,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628351,,
14477,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628352,,
14478,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628353,,
14479,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL628354,,
14480,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626667,,
14481,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626668,,
14482,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626669,,
14483,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626670,,
14484,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626671,,
14485,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626672,,
14486,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626673,,
14487,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626674,,
14488,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626675,,
14489,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626676,,
14490,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626677,,
14491,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626678,,
14492,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626679,,
14493,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL875612,,
14494,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626680,,
14495,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626681,,
14496,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626682,,
14497,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626683,,
14498,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626684,,
14499,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626685,,
14500,1,,BAO_0000218,Intermediate,1088.0,Urine,,,50597,N,1,CHEMBL626686,,
