assay_id,assay_category,assay_tissue,variant_id,assay_organism,chembl_id,doc_id,assay_strain,tid,curated_by,assay_tax_id,description,assay_type,assay_test_type,assay_cell_type,assay_subcellular_fraction,relationship_type
10826,,Blood,,Canis lupus familiaris,CHEMBL626861,14600,,50588,Intermediate,9615.0,Compound was tested for maximum concentration in blood after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,A,In vivo,,,N
10827,,,,Rattus norvegicus,CHEMBL626296,14681,,50597,Intermediate,10116.0,Compound was tested for maximum observed concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,A,In vivo,,,N
10828,,,,,CHEMBL626297,15905,,22224,Autocuration,,Compound was tested for the max. conc. when administered perorally(po) 30 mg/kg,A,In vivo,,,U
10829,,Plasma,,,CHEMBL626298,15905,,22224,Autocuration,,Compound was tested for the max. plasma conc. when administered intraperitoneally (ip) 30 mg/kg.,A,In vivo,,,U
10830,,Plasma,,Rattus norvegicus,CHEMBL626299,13304,,50597,Intermediate,10116.0,"Drug plasma level in rat was determined on the last day of dosing at 1,2,4.8 and 24 hr and ED50 was evaluated",A,In vivo,,,N
10831,,Plasma,,Rattus norvegicus,CHEMBL626300,15137,,50597,Intermediate,10116.0,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats after 30 min.,A,In vivo,,,N
10832,,Plasma,,Rattus norvegicus,CHEMBL626301,15137,,50597,Intermediate,10116.0,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats after 30 min.,A,In vivo,,,N
10833,,Plasma,,Rattus norvegicus,CHEMBL626962,15137,,50597,Intermediate,10116.0,Effect of ip administration of compound on plasma concentration of corticosterone (CTS) in rats after 30 min.,A,In vivo,,,N
10834,,Plasma,,Rattus norvegicus,CHEMBL626963,15137,,50597,Intermediate,10116.0,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats after 30 min.,A,In vivo,,,N
10835,,Plasma,,Rattus norvegicus,CHEMBL626964,15137,,50597,Intermediate,10116.0,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats after 30 min.,A,In vivo,,,N
10836,,Plasma,,Macaca fascicularis,CHEMBL626965,14839,,100710,Intermediate,9541.0,In vivo antitumor efficacy expressed as maximum plasma concentration 0.4 hr after a peroral dose of 25 mg/kg in cynomolgus monkeys,A,In vivo,,,N
10837,,Plasma,,Mus musculus,CHEMBL626966,14839,,50594,Intermediate,10090.0,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,A,In vivo,,,N
10838,,Plasma,,Mus musculus,CHEMBL626967,14839,,50594,Intermediate,10090.0,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,A,In vivo,,,N
10839,,Plasma,,Macaca fascicularis,CHEMBL626968,14839,,100710,Intermediate,9541.0,In vivo antitumor efficacy expressed as maximum plasma concentration after a peroral dose of 10 mg/kg in cynomolgus monkeys,A,In vivo,,,N
10840,,Heart,,Rattus norvegicus,CHEMBL626969,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.89-1.24,A,,,,N
10841,,Heart,,Rattus norvegicus,CHEMBL627126,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-2.58,A,,,,N
10842,,Heart,,Rattus norvegicus,CHEMBL631276,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.24-0.28,A,,,,N
10843,,Heart,,Rattus norvegicus,CHEMBL631277,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.52-0.62,A,,,,N
10844,,Heart,,Rattus norvegicus,CHEMBL631278,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.68-0.84,A,,,,N
10845,,Heart,,Rattus norvegicus,CHEMBL874457,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.75-1.03,A,,,,N
10846,,Heart,,Rattus norvegicus,CHEMBL631279,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.96-2.46,A,,,,N
10847,,Heart,,Rattus norvegicus,CHEMBL631280,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.36-0.42,A,,,,N
10848,,Heart,,Rattus norvegicus,CHEMBL631281,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.82,A,,,,N
10849,,Heart,,Rattus norvegicus,CHEMBL631968,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.24-1.46,A,,,,N
10850,,Heart,,Rattus norvegicus,CHEMBL631969,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.36-3.96,A,,,,N
10851,,Heart,,Rattus norvegicus,CHEMBL631970,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.24-0.29,A,,,,N
10852,,Heart,,Rattus norvegicus,CHEMBL631971,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.39-0.74,A,,,,N
10853,,Heart,,Rattus norvegicus,CHEMBL631972,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.79-0.85,A,,,,N
10854,,Heart,,Rattus norvegicus,CHEMBL630435,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.64-0.86,A,,,,N
10855,,Heart,,Rattus norvegicus,CHEMBL630436,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.68-2.23,A,,,,N
10856,,Heart,,Rattus norvegicus,CHEMBL630437,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.19-0.23,A,,,,N
10857,,Heart,,Rattus norvegicus,CHEMBL630438,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.22-0.29,A,,,,N
10858,,Heart,,Rattus norvegicus,CHEMBL630439,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.75,A,,,,N
10859,,Kidney,,Rattus norvegicus,CHEMBL630440,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.42-1.82,A,,,,N
10860,,Kidney,,Rattus norvegicus,CHEMBL630441,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-3.12,A,,,,N
10861,,Kidney,,Rattus norvegicus,CHEMBL630442,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.62-0.92,A,,,,N
10862,,Kidney,,Rattus norvegicus,CHEMBL625234,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.12-2.04,A,,,,N
10863,,Kidney,,Rattus norvegicus,CHEMBL625235,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.59-2.03,A,,,,N
10864,,Kidney,,Rattus norvegicus,CHEMBL625236,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.14-1.4,A,,,,N
10865,,Kidney,,Rattus norvegicus,CHEMBL625237,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.56-1.83,A,,,,N
10866,,Kidney,,Rattus norvegicus,CHEMBL626125,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.73,A,,,,N
10867,,Kidney,,Rattus norvegicus,CHEMBL626126,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 1.67-2.11,A,,,,N
10868,,Kidney,,Rattus norvegicus,CHEMBL626127,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.64-3.43,A,,,,N
10869,,Kidney,,Rattus norvegicus,CHEMBL626128,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 3.18-4.74,A,,,,N
10870,,Kidney,,Rattus norvegicus,CHEMBL626129,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.62-1.13,A,,,,N
10871,,Kidney,,Rattus norvegicus,CHEMBL626130,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.73-2.64,A,,,,N
10872,,Kidney,,Rattus norvegicus,CHEMBL626131,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 13.02-19.07,A,,,,N
10873,,Kidney,,Rattus norvegicus,CHEMBL626132,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.89-1.19,A,,,,N
10874,,Kidney,,Rattus norvegicus,CHEMBL626752,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.17-1.48,A,,,,N
10875,,Kidney,,Rattus norvegicus,CHEMBL626753,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.48-0.72,A,,,,N
10876,,Kidney,,Rattus norvegicus,CHEMBL626754,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.57,A,,,,N
10877,,Kidney,,Rattus norvegicus,CHEMBL626755,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.99-1.24,A,,,,N
10878,,Liver,,Rattus norvegicus,CHEMBL626756,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.23-1.78,A,,,,N
10879,,Liver,,Rattus norvegicus,CHEMBL626757,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.43-2.92,A,,,,N
10880,,Liver,,Rattus norvegicus,CHEMBL626758,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.81-1.18,A,,,,N
10881,,Liver,,Rattus norvegicus,CHEMBL626759,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.37-1.74,A,,,,N
10882,,Liver,,Rattus norvegicus,CHEMBL626760,8418,,50597,Intermediate,10116.0,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 4.01-4.81,A,,,,N
10883,,,,Canis lupus familiaris,CHEMBL626394,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),A,,,,N
10884,,,,Canis lupus familiaris,CHEMBL626395,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration,A,,,,N
10885,,,,Canis lupus familiaris,CHEMBL626396,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration (0-6 hr),A,,,,N
10886,,,,Canis lupus familiaris,CHEMBL626397,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),A,,,,N
10887,,,,Canis lupus familiaris,CHEMBL626398,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),A,,,,N
10888,,,,Canis lupus familiaris,CHEMBL626399,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),A,,,,N
10889,,,,Rattus norvegicus,CHEMBL874653,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration,A,,,,N
10890,,,,Rattus norvegicus,CHEMBL626400,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),A,,,,N
10891,,,,Rattus norvegicus,CHEMBL626401,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration (0-5 hr),A,,,,N
10892,,,,Rattus norvegicus,CHEMBL626402,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),A,,,,N
10893,,,,Rattus norvegicus,CHEMBL626403,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),A,,,,N
10894,,,,Rattus norvegicus,CHEMBL626404,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),A,,,,N
10895,,,,Rattus norvegicus,CHEMBL626405,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration,A,,,,N
10896,,,,Rattus norvegicus,CHEMBL625529,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),A,,,,N
10897,,,,Rattus norvegicus,CHEMBL625530,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration (0-5 hr),A,,,,N
10898,,,,Rattus norvegicus,CHEMBL625531,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),A,,,,N
10899,,,,Rattus norvegicus,CHEMBL625532,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),A,,,,N
10900,,,,Rattus norvegicus,CHEMBL625533,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),A,,,,N
10901,,,,Rattus norvegicus,CHEMBL875474,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration,A,,,,N
10902,,,,Rattus norvegicus,CHEMBL625534,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),A,,,,N
10903,,,,Rattus norvegicus,CHEMBL625535,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration (0-5 hr),A,,,,N
10904,,,,Rattus norvegicus,CHEMBL625536,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0 - 5 hr),A,,,,N
10905,,,,Rattus norvegicus,CHEMBL625537,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),A,,,,N
10906,,,,Rattus norvegicus,CHEMBL625538,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),A,,,,N
10907,,,,Rattus norvegicus,CHEMBL625539,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration,A,,,,N
10908,,,,Rattus norvegicus,CHEMBL625540,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),A,,,,N
10909,,,,Rattus norvegicus,CHEMBL625541,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),A,,,,N
10910,,,,Rattus norvegicus,CHEMBL625542,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),A,,,,N
10911,,,,Rattus norvegicus,CHEMBL625543,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),A,,,,N
10912,,,,Rattus norvegicus,CHEMBL625544,6996,,50597,Intermediate,10116.0,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),A,,,,N
10913,,,,Canis lupus familiaris,CHEMBL625545,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.312 mg/kg after ip administration,A,,,,N
10914,,,,Canis lupus familiaris,CHEMBL625546,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),A,,,,N
10915,,,,Canis lupus familiaris,CHEMBL625547,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.625 mg/kg after ip administration,A,,,,N
10916,,,,Canis lupus familiaris,CHEMBL625548,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),A,,,,N
10917,,,,Canis lupus familiaris,CHEMBL625549,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),A,,,,N
10918,,,,Canis lupus familiaris,CHEMBL625550,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 10 mg/kg after ip administration (0-6 hr),A,,,,N
10919,,,,Canis lupus familiaris,CHEMBL625551,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),A,,,,N
10920,,,,Canis lupus familiaris,CHEMBL875475,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),A,,,,N
10921,,,,Canis lupus familiaris,CHEMBL625552,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),A,,,,N
10922,,,,Canis lupus familiaris,CHEMBL625553,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration (0-6 hr),A,,,,N
10923,,,,Canis lupus familiaris,CHEMBL625554,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),A,,,,N
10924,,,,Canis lupus familiaris,CHEMBL625555,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),A,,,,N
10925,,,,Canis lupus familiaris,CHEMBL625556,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),A,,,,N
10926,,,,Canis lupus familiaris,CHEMBL624986,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration,A,,,,N
10927,,,,Canis lupus familiaris,CHEMBL624987,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),A,,,,N
10928,,,,Canis lupus familiaris,CHEMBL624988,6996,,50588,Intermediate,9615.0,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),A,,,,N
10929,,Artery,,Canis lupus familiaris,CHEMBL624989,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -2/-14,A,In vivo,,,N
10930,,Artery,,Canis lupus familiaris,CHEMBL624990,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -4/-4,A,In vivo,,,N
10931,,Artery,,Canis lupus familiaris,CHEMBL874391,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; 4/7,A,In vivo,,,N
10932,,Artery,,Canis lupus familiaris,CHEMBL624991,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3/10 range; -3/0/4,A,In vivo,,,N
10933,,Artery,,Canis lupus familiaris,CHEMBL624992,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; -6/0,A,In vivo,,,N
10934,,Artery,,Canis lupus familiaris,CHEMBL624993,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 10/31,A,In vivo,,,N
10935,,Artery,,Canis lupus familiaris,CHEMBL624994,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 11/-19,A,In vivo,,,N
10936,,Artery,,Canis lupus familiaris,CHEMBL624995,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 14/6,A,In vivo,,,N
10937,,Artery,,Canis lupus familiaris,CHEMBL624996,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/25,A,In vivo,,,N
10938,,Artery,,Canis lupus familiaris,CHEMBL624997,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/3,A,In vivo,,,N
10939,,Artery,,Canis lupus familiaris,CHEMBL624998,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 2/16,A,In vivo,,,N
10940,,Artery,,Canis lupus familiaris,CHEMBL624999,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 6/2,A,In vivo,,,N
10941,,Artery,,Canis lupus familiaris,CHEMBL882955,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 7/26,A,In vivo,,,N
10942,,Artery,,Canis lupus familiaris,CHEMBL625000,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/49,A,In vivo,,,N
10943,,Artery,,Canis lupus familiaris,CHEMBL625001,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/8,A,In vivo,,,N
10944,,Artery,,Canis lupus familiaris,CHEMBL625089,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 9/-18,A,In vivo,,,N
10945,,Artery,,Canis lupus familiaris,CHEMBL625090,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/60 range; 13/23,A,In vivo,,,N
10946,,Artery,,Canis lupus familiaris,CHEMBL625091,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3 range,A,In vivo,,,N
10947,,Artery,,Canis lupus familiaris,CHEMBL625092,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3/10 range; -7/-11,A,In vivo,,,N
10948,,Artery,,Canis lupus familiaris,CHEMBL625093,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 1/3 dose range; 6/-7,A,In vivo,,,N
10949,,Artery,,Canis lupus familiaris,CHEMBL625094,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 10/30 dose range; -13/19,A,In vivo,,,N
10950,,Artery,,Canis lupus familiaris,CHEMBL625095,9025,,50588,Intermediate,9615.0,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 3/10 dose range; 30/47,A,In vivo,,,N
10951,,,,Canis lupus familiaris,CHEMBL625096,2249,,50588,Intermediate,9615.0,Compound was evaluated for its bioavailability in the dogs,A,In vivo,,,N
10952,,,,Rattus norvegicus,CHEMBL625097,2249,,50597,Intermediate,10116.0,Compound was evaluated for its bioavailability in the rats,A,In vivo,,,N
10953,,,,,CHEMBL882956,17515,,22224,Autocuration,,Compound was evaluated for oral bioavailability,A,In vivo,,,U
10954,,,,Rattus norvegicus,CHEMBL625098,14541,,50597,Intermediate,10116.0,Compound was evaluated for percentage of Oral bioavailability in rats,A,In vivo,,,N
10955,,,,Cavia porcellus,CHEMBL625099,12797,,22224,Autocuration,10141.0,Bioavailability in guinea pig,A,In vivo,,,U
10956,,,,Rattus norvegicus,CHEMBL625100,12797,,50597,Intermediate,10116.0,Compound was evaluated for the oral bioavailability in rat,A,In vivo,,,N
10957,,,,Canis lupus familiaris,CHEMBL625101,12797,,50588,Intermediate,9615.0,Compound was evaluated for the oral bioavailability in dog,A,In vivo,,,N
10958,,,,Rattus norvegicus,CHEMBL874396,12797,,50597,Intermediate,10116.0,Compound was evaluated for the oral bioavailability in rat,A,In vivo,,,N
10959,,,,Canis lupus familiaris,CHEMBL625102,11727,,22224,Autocuration,9615.0,Bioavailability in dog (dosed i.v.),F,In vivo,,,U
10960,,,,Canis lupus familiaris,CHEMBL625103,13249,,50588,Intermediate,9615.0,Compound was tested for in vivo bioavailability in dog,A,In vivo,,,N
