assays_ASSI,assays_BFOR,assays_Descri,assays_TISI,assays_RELAT,assays_SI,assays_ASSCET,assays_CHI,assays_ASTET,assays_T,assays_DI,assays_ASSUBCEFR,assays_ASTIS,assays_ASSTY,assays_ASSST,assays_ASSCAT,assays_CURAB,assays_SASI,assays_CI,assays_VARI
12073,BAO_0000218,"Biodistribution in fat of mature female Dawley rat after 1h, expressed as percent injected dose/g",,N,1,,CHEMBL629590,In vivo,50597,13751,,,A,,,Intermediate,,,
12074,BAO_0000218,"Biodistribution in fat of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,N,1,,CHEMBL629591,In vivo,50597,13751,,,A,,,Intermediate,,,
12075,BAO_0000218,"Biodistribution in fat of mature female Dawley rat after 30min, expressed as percent injected dose/g",,N,1,,CHEMBL629592,In vivo,50597,13751,,,A,,,Intermediate,,,
12076,BAO_0000218,"Biodistribution in fat of mature female Dawley rat after 45min, expressed as percent injected dose/g",,N,1,,CHEMBL629593,In vivo,50597,13751,,,A,,,Intermediate,,,
12077,BAO_0000218,"Biodistribution in fat of mature female Dawley rat after 5min, expressed as percent injected dose/g",,N,1,,CHEMBL629594,In vivo,50597,13751,,,A,,,Intermediate,,,
12078,BAO_0000218,"Biodistribution in heart of mature female Dawley rat after 10min, expressed as percent injected dose/g",948.0,N,1,,CHEMBL629595,In vivo,50597,13751,,Heart,A,,,Intermediate,,,
12079,BAO_0000218,"Biodistribution in heart of mature female Dawley rat after 15min, expressed as percent injected dose/g",948.0,N,1,,CHEMBL630290,In vivo,50597,13751,,Heart,A,,,Intermediate,,,
12080,BAO_0000218,"Biodistribution in heart of mature female Dawley rat after 1h, expressed as percent injected dose/g",948.0,N,1,,CHEMBL627137,In vivo,50597,13751,,Heart,A,,,Intermediate,,,
12081,BAO_0000218,"Biodistribution in heart of mature female Dawley rat after 3 h, expressed as percent injected dose/g",948.0,N,1,,CHEMBL627138,In vivo,50597,13751,,Heart,A,,,Intermediate,,,
12082,BAO_0000218,"Biodistribution in heart of mature female Dawley rat after 30min, expressed as percent injected dose/g",948.0,N,1,,CHEMBL627139,In vivo,50597,13751,,Heart,A,,,Intermediate,,,
12083,BAO_0000218,"Biodistribution in heart of mature female Dawley rat after 45min, expressed as percent injected dose/g",948.0,N,1,,CHEMBL627140,In vivo,50597,13751,,Heart,A,,,Intermediate,,,
12084,BAO_0000218,"Biodistribution in heart of mature female Dawley rat after 5min, expressed as percent injected dose/g",948.0,N,1,,CHEMBL627141,In vivo,50597,13751,,Heart,A,,,Intermediate,,,
12085,BAO_0000218,"Biodistribution in kidney of mature female Dawley rat after 10min, expressed as percent injected dose/g",2113.0,N,1,,CHEMBL627142,In vivo,50597,13751,,Kidney,A,,,Intermediate,,,
12086,BAO_0000218,"Biodistribution in kidney of mature female Dawley rat after 15min, expressed as percent injected dose/g",2113.0,N,1,,CHEMBL627143,In vivo,50597,13751,,Kidney,A,,,Intermediate,,,
12087,BAO_0000218,"Biodistribution in kidney of mature female Dawley rat after 1h, expressed as percent injected dose/g",2113.0,N,1,,CHEMBL874449,In vivo,50597,13751,,Kidney,A,,,Intermediate,,,
12088,BAO_0000218,"Biodistribution in kidney of mature female Dawley rat after 3 h, expressed as percent injected dose/g",2113.0,N,1,,CHEMBL627144,In vivo,50597,13751,,Kidney,A,,,Intermediate,,,
12089,BAO_0000218,"Biodistribution in kidney of mature female Dawley rat after 30min, expressed as percent injected dose/g",2113.0,N,1,,CHEMBL627145,In vivo,50597,13751,,Kidney,A,,,Intermediate,,,
12090,BAO_0000218,"Biodistribution in kidney of mature female Dawley rat after 45min, expressed as percent injected dose/g",2113.0,N,1,,CHEMBL627146,In vivo,50597,13751,,Kidney,A,,,Intermediate,,,
12091,BAO_0000218,"Biodistribution in kidney of mature female Dawley rat after 5min, expressed as percent injected dose/g",2113.0,N,1,,CHEMBL627147,In vivo,50597,13751,,Kidney,A,,,Intermediate,,,
12092,BAO_0000218,"Biodistribution in liver of mature female Dawley rat after 10min, expressed as percent injected dose/g",2107.0,N,1,,CHEMBL627148,In vivo,50597,13751,,Liver,A,,,Intermediate,,,
12093,BAO_0000218,"Biodistribution in lung of mature female Dawley rat after 10min, expressed as percent injected dose/g",2048.0,N,1,,CHEMBL627149,In vivo,50597,13751,,Lung,A,,,Intermediate,,,
12094,BAO_0000218,"Biodistribution in lung of mature female Dawley rat after 15min, expressed as percent injected dose/g",2048.0,N,1,,CHEMBL632160,In vivo,50597,13751,,Lung,A,,,Intermediate,,,
12095,BAO_0000218,"Biodistribution in lung of mature female Dawley rat after 1h, expressed as percent injected dose/g",2048.0,N,1,,CHEMBL632161,In vivo,50597,13751,,Lung,A,,,Intermediate,,,
12096,BAO_0000218,"Biodistribution in lung of mature female Dawley rat after 3 h, expressed as percent injected dose/g",2048.0,N,1,,CHEMBL632162,In vivo,50597,13751,,Lung,A,,,Intermediate,,,
12097,BAO_0000218,"Biodistribution in lung of mature female Dawley rat after 30min, expressed as percent injected dose/g",2048.0,N,1,,CHEMBL632163,In vivo,50597,13751,,Lung,A,,,Intermediate,,,
12098,BAO_0000218,"Biodistribution in lung of mature female Dawley rat after 45min, expressed as percent injected dose/g",2048.0,N,1,,CHEMBL874469,In vivo,50597,13751,,Lung,A,,,Intermediate,,,
12099,BAO_0000218,"Biodistribution in lung of mature female Dawley rat after 5min, expressed as percent injected dose/g",2048.0,N,1,,CHEMBL627182,In vivo,50597,13751,,Lung,A,,,Intermediate,,,
12100,BAO_0000218,"Biodistribution in muscle of mature female Dawley rat after 10min, expressed as percent injected dose/g",2385.0,N,1,,CHEMBL627183,In vivo,50597,13751,,Muscle tissue,A,,,Intermediate,,,
12101,BAO_0000218,"Biodistribution in muscle of mature female Dawley rat after 15min, expressed as percent injected dose/g",2385.0,N,1,,CHEMBL627184,In vivo,50597,13751,,Muscle tissue,A,,,Intermediate,,,
12102,BAO_0000218,"Biodistribution in muscle of mature female Dawley rat after 1h, expressed as percent injected dose/g",2385.0,N,1,,CHEMBL627185,In vivo,50597,13751,,Muscle tissue,A,,,Intermediate,,,
12103,BAO_0000218,"Biodistribution in muscle of mature female Dawley rat after 3 h, expressed as percent injected dose/g",2385.0,N,1,,CHEMBL627186,In vivo,50597,13751,,Muscle tissue,A,,,Intermediate,,,
12104,BAO_0000218,"Biodistribution in muscle of mature female Dawley rat after 30min, expressed as percent injected dose/g",2385.0,N,1,,CHEMBL627187,In vivo,50597,13751,,Muscle tissue,A,,,Intermediate,,,
12105,BAO_0000218,"Biodistribution in muscle of mature female Dawley rat after 45min, expressed as percent injected dose/g",2385.0,N,1,,CHEMBL627188,In vivo,50597,13751,,Muscle tissue,A,,,Intermediate,,,
12106,BAO_0000218,"Biodistribution in muscle of mature female Dawley rat after 5min, expressed as percent injected dose/g",2385.0,N,1,,CHEMBL627189,In vivo,50597,13751,,Muscle tissue,A,,,Intermediate,,,
12107,BAO_0000218,"Biodistribution inl ilver of mature female Dawley rat after 30min, expressed as percent injected dose/g",,N,1,,CHEMBL627190,In vivo,50597,13751,,,A,,,Intermediate,,,
12108,BAO_0000218,"Biodistribution inl iver of mature female Dawley rat after 15min, expressed as percent injected dose/g",2107.0,N,1,,CHEMBL627191,In vivo,50597,13751,,Liver,A,,,Intermediate,,,
12109,BAO_0000218,"Biodistribution inl iver of mature female Dawley rat after 3 h, expressed as percent injected dose/g",2107.0,N,1,,CHEMBL627192,In vivo,50597,13751,,Liver,A,,,Intermediate,,,
12110,BAO_0000218,"Biodistribution inl iver of mature female Dawley rat after 5min, expressed as percent injected dose/g",2107.0,N,1,,CHEMBL627193,In vivo,50597,13751,,Liver,A,,,Intermediate,,,
12111,BAO_0000218,Biodistribution studied in the muscle of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,2385.0,N,1,,CHEMBL874590,In vivo,50597,10911,,Muscle tissue,A,,,Intermediate,,,
12112,BAO_0000218,Biodistribution studied in the muscle of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,2385.0,N,1,,CHEMBL627194,In vivo,50597,10911,,Muscle tissue,A,,,Intermediate,,,
12113,BAO_0000218,Biodistribution studied in the muscle of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,2385.0,N,1,,CHEMBL627195,In vivo,50597,10911,,Muscle tissue,A,,,Intermediate,,,
12114,BAO_0000218,Biodistribution studied in the ovaries of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,992.0,N,1,,CHEMBL627196,In vivo,50597,10911,,Female gonad,A,,,Intermediate,,,
12115,BAO_0000218,Biodistribution studied in the ovaries of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,992.0,N,1,,CHEMBL627197,In vivo,50597,10911,,Female gonad,A,,,Intermediate,,,
12116,BAO_0000218,Biodistribution studied in the ovaries of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,992.0,N,1,,CHEMBL627198,In vivo,50597,10911,,Female gonad,A,,,Intermediate,,,
12117,BAO_0000218,Biodistribution studied in the ovaries of immature Fischer female rats at 5 hour,992.0,N,1,,CHEMBL627199,In vivo,50597,10911,,Female gonad,A,,,Intermediate,,,
12118,BAO_0000218,Biodistribution studied in the ovaries of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,992.0,N,1,,CHEMBL627200,In vivo,50597,10911,,Female gonad,A,,,Intermediate,,,
12119,BAO_0000218,Biodistribution studied in the plasma of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1969.0,N,1,,CHEMBL627201,In vivo,50597,10911,,Plasma,A,,,Intermediate,,,
12120,BAO_0000218,Biodistribution studied in the plasma of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1969.0,N,1,,CHEMBL627202,In vivo,50597,10911,,Plasma,A,,,Intermediate,,,
12121,BAO_0000218,Biodistribution studied in the plasma of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1969.0,N,1,,CHEMBL627203,In vivo,50597,10911,,Plasma,A,,,Intermediate,,,
12122,BAO_0000218,Biodistribution studied in the plasma of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1969.0,N,1,,CHEMBL627204,In vivo,50597,10911,,Plasma,A,,,Intermediate,,,
12123,BAO_0000218,Biodistribution studied in the spleen of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,2106.0,N,1,,CHEMBL627205,In vivo,50597,10911,,Spleen,A,,,Intermediate,,,
12124,BAO_0000218,Biodistribution studied in the spleen of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,2106.0,N,1,,CHEMBL627206,In vivo,50597,10911,,Spleen,A,,,Intermediate,,,
12125,BAO_0000218,Biodistribution studied in the spleen of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,2106.0,N,1,,CHEMBL627207,In vivo,50597,10911,,Spleen,A,,,Intermediate,,,
12126,BAO_0000218,Biodistribution studied in the spleen of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,2106.0,N,1,,CHEMBL627208,In vivo,50597,10911,,Spleen,A,,,Intermediate,,,
12127,BAO_0000218,Biodistribution studied in the thyroid of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,2046.0,N,1,,CHEMBL627209,In vivo,50597,10911,,Thyroid gland,A,,,Intermediate,,,
12128,BAO_0000218,Biodistribution studied in the thyroid of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,2046.0,N,1,,CHEMBL627210,In vivo,50597,10911,,Thyroid gland,A,,,Intermediate,,,
12129,BAO_0000218,Biodistribution studied in the thyroid of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,2046.0,N,1,,CHEMBL627211,In vivo,50597,10911,,Thyroid gland,A,,,Intermediate,,,
12130,BAO_0000218,Biodistribution studied in the thyroid of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,2046.0,N,1,,CHEMBL627212,In vivo,50597,10911,,Thyroid gland,A,,,Intermediate,,,
12131,BAO_0000218,Biodistribution studied in the uterus of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,995.0,N,1,,CHEMBL627213,In vivo,50597,10911,,Uterus,A,,,Intermediate,,,
12132,BAO_0000218,Biodistribution studied in the uterus of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,995.0,N,1,,CHEMBL626599,In vivo,50597,10911,,Uterus,A,,,Intermediate,,,
12133,BAO_0000218,Biodistribution studied in the uterus of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,995.0,N,1,,CHEMBL626600,In vivo,50597,10911,,Uterus,A,,,Intermediate,,,
12134,BAO_0000218,Biodistribution studied in the uterus of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,995.0,N,1,,CHEMBL626601,In vivo,50597,10911,,Uterus,A,,,Intermediate,,,
12135,BAO_0000019,C(f=2) is the concentration at which the half life (t1/2) in the time course of inhibition of BChE by DFP increased by twofold in the presence of compound,,U,1,,CHEMBL627484,,22224,8081,,,A,,,Autocuration,,,
12136,BAO_0000218,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg),1969.0,N,1,,CHEMBL627485,,100710,17248,,Plasma,A,,,Intermediate,,,
12137,BAO_0000218,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not applicable,1969.0,N,1,,CHEMBL628147,,100710,17248,,Plasma,A,,,Intermediate,,,
12138,BAO_0000218,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not determined,1969.0,N,1,,CHEMBL628148,,100710,17248,,Plasma,A,,,Intermediate,,,
12139,BAO_0000218,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg),1969.0,N,1,,CHEMBL628149,,50588,17248,,Plasma,A,,,Intermediate,,,
12140,BAO_0000218,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 1,1969.0,N,1,,CHEMBL628150,,50588,17248,,Plasma,A,,,Intermediate,,,
12141,BAO_0000218,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 2,1969.0,N,1,,CHEMBL628318,,50588,17248,,Plasma,A,,,Intermediate,,,
12142,BAO_0000218,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg); Not applicable,1969.0,N,1,,CHEMBL628319,,50588,17248,,Plasma,A,,,Intermediate,,,
12143,BAO_0000218,"Concentration after 8 hour (bioavailability in dog, compound was delivered orally in 0.05 M citric acid at 10 mg/Kg. n=2 )",,N,1,,CHEMBL875609,,50588,15592,,,A,,,Intermediate,,,
12144,BAO_0000019,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10,,U,1,,CHEMBL628320,,22224,7040,,,A,,,Autocuration,,,
12145,BAO_0000019,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10.5,,U,1,,CHEMBL628321,,22224,7040,,,A,,,Autocuration,,,
12146,BAO_0000019,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 6.8,,U,1,,CHEMBL628322,,22224,7040,,,A,,,Autocuration,,,
12147,BAO_0000019,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.2,,U,1,,CHEMBL628323,,22224,7040,,,A,,,Autocuration,,,
12148,BAO_0000019,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.6,,U,1,,CHEMBL628324,,22224,7040,,,A,,,Autocuration,,,
12149,BAO_0000019,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 8.2,,U,1,,CHEMBL628325,,22224,7040,,,A,,,Autocuration,,,
12150,BAO_0000019,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 9.6,,U,1,,CHEMBL628326,,22224,7040,,,A,,,Autocuration,,,
12151,BAO_0000218,"Concentration of compound in adrenal medulla of dog 2, after administering intravenously",1236.0,N,1,,CHEMBL628327,,50588,9614,,Adrenal medulla,A,,,Intermediate,,,
12152,BAO_0000218,"Concentration of compound in adrenal medulla of dog1, after administering intravenously",1236.0,N,1,,CHEMBL628328,,50588,9614,,Adrenal medulla,A,,,Intermediate,,,
12153,BAO_0000218,"Concentration of compound in blood of dog 1, after administering intravenously",178.0,N,1,,CHEMBL628329,,50588,9614,,Blood,A,,,Intermediate,,,
12154,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration.; dose/g, range 0.23-0.29",2107.0,N,1,,CHEMBL628330,,50597,8608,,Liver,A,,,Intermediate,,,
12155,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.22-0.30",2107.0,N,1,,CHEMBL628331,,50597,8608,,Liver,A,,,Intermediate,,,
12156,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.55-0.71",2107.0,N,1,,CHEMBL628332,,50597,8608,,Liver,A,,,Intermediate,,,
12157,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.57-0.72",2107.0,N,1,,CHEMBL628333,,50597,8608,,Liver,A,,,Intermediate,,,
12158,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 1.51-2.23",2107.0,N,1,,CHEMBL628334,,50597,8608,,Liver,A,,,Intermediate,,,
12159,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 2.30-3.12",2107.0,N,1,,CHEMBL628335,,50597,8608,,Liver,A,,,Intermediate,,,
12160,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 0.93-1.20",2107.0,N,1,,CHEMBL628336,,50597,8608,,Liver,A,,,Intermediate,,,
12161,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.04-2.56",2107.0,N,1,,CHEMBL628337,,50597,8608,,Liver,A,,,Intermediate,,,
12162,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.06-1.70",2107.0,N,1,,CHEMBL628338,,50597,8608,,Liver,A,,,Intermediate,,,
12163,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.26-2.45",2107.0,N,1,,CHEMBL875610,,50597,8608,,Liver,A,,,Intermediate,,,
12164,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 3.12-4.56",2107.0,N,1,,CHEMBL628339,,50597,8608,,Liver,A,,,Intermediate,,,
12165,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 4.12-6.30",2107.0,N,1,,CHEMBL628340,,50597,8608,,Liver,A,,,Intermediate,,,
12166,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.14-0.19",2107.0,N,1,,CHEMBL628341,,50597,8608,,Liver,A,,,Intermediate,,,
12167,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.15-0.19",2107.0,N,1,,CHEMBL622214,,50597,8608,,Liver,A,,,Intermediate,,,
12168,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.24-0.30",2107.0,N,1,,CHEMBL623167,,50597,8608,,Liver,A,,,Intermediate,,,
12169,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.44-0.54",2107.0,N,1,,CHEMBL623168,,50597,8608,,Liver,A,,,Intermediate,,,
12170,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.73-1.19",2107.0,N,1,,CHEMBL623169,,50597,8608,,Liver,A,,,Intermediate,,,
12171,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 1.08-2.31",2107.0,N,1,,CHEMBL623170,,50597,8608,,Liver,A,,,Intermediate,,,
12172,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration.; dose/g, range 0.34-0.47",2048.0,N,1,,CHEMBL627224,,50597,8608,,Lung,A,,,Intermediate,,,
12173,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.83-1.21",2048.0,N,1,,CHEMBL875634,,50597,8608,,Lung,A,,,Intermediate,,,
12174,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.91-1.74",2048.0,N,1,,CHEMBL627225,,50597,8608,,Lung,A,,,Intermediate,,,
12175,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.99-1.23",2048.0,N,1,,CHEMBL627226,,50597,8608,,Lung,A,,,Intermediate,,,
12176,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.07-1.30",2048.0,N,1,,CHEMBL626083,,50597,8608,,Lung,A,,,Intermediate,,,
12177,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.12-1.39",2048.0,N,1,,CHEMBL626084,,50597,8608,,Lung,A,,,Intermediate,,,
12178,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.51-0.66",2048.0,N,1,,CHEMBL626085,,50597,8608,,Lung,A,,,Intermediate,,,
12179,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.95-1.49",2048.0,N,1,,CHEMBL626086,,50597,8608,,Lung,A,,,Intermediate,,,
12180,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.96-1.35",2048.0,N,1,,CHEMBL626087,,50597,8608,,Lung,A,,,Intermediate,,,
12181,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.18-1.44",2048.0,N,1,,CHEMBL626088,,50597,8608,,Lung,A,,,Intermediate,,,
12182,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.20-1.52",2048.0,N,1,,CHEMBL626089,,50597,8608,,Lung,A,,,Intermediate,,,
12183,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.41-2.17",2048.0,N,1,,CHEMBL626090,,50597,8608,,Lung,A,,,Intermediate,,,
12184,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.28-0.33",2048.0,N,1,,CHEMBL626091,,50597,8608,,Lung,A,,,Intermediate,,,
12185,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.81-1.13",2048.0,N,1,,CHEMBL626092,,50597,8608,,Lung,A,,,Intermediate,,,
12186,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.83-2.11",2048.0,N,1,,CHEMBL626093,,50597,8608,,Lung,A,,,Intermediate,,,
12187,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.94-1.36",2048.0,N,1,,CHEMBL626094,,50597,8608,,Lung,A,,,Intermediate,,,
12188,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.97-1.54",2048.0,N,1,,CHEMBL626095,,50597,8608,,Lung,A,,,Intermediate,,,
12189,BAO_0000218,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 1.07-1.26",2048.0,N,1,,CHEMBL626096,,50597,8608,,Lung,A,,,Intermediate,,,
12190,BAO_0000218,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in monkey,,U,1,,CHEMBL626097,,22224,15604,,,A,,,Autocuration,,,
12191,BAO_0000218,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in rat,,N,1,,CHEMBL626098,,50597,15604,,,A,,,Intermediate,,,
12192,BAO_0000218,compound was evaluated for area under the plasma concentration vs. time curve at different dose 27.5 mg/kg DMP323 equiv,1969.0,U,1,,CHEMBL626099,,22224,1806,,Plasma,A,,,Autocuration,,,
12193,BAO_0000218,compound was evaluated for area under the plasma concentration vs. time curve at different dose 7.7 mg/kg DMP323 equiv,1969.0,U,1,,CHEMBL626100,,22224,1806,,Plasma,A,,,Autocuration,,,
12194,BAO_0000218,AUC 0-inf in dog,1969.0,N,1,,CHEMBL626101,,50588,17237,,Plasma,A,,,Intermediate,,,
12195,BAO_0000218,AUC 0-inf in guinea pig,1969.0,N,1,,CHEMBL626102,,50512,17237,,Plasma,A,,,Intermediate,,,
12196,BAO_0000218,AUC 0-t in dog,1969.0,N,1,,CHEMBL626103,,50588,17237,,Plasma,A,,,Intermediate,,,
12197,BAO_0000218,AUC 0-t in guinea pig,1969.0,N,1,,CHEMBL628391,,50512,17237,,Plasma,A,,,Intermediate,,,
12198,BAO_0000218,The compound was tested for brain to plasma partition in rat,,N,1,,CHEMBL628392,,50597,15194,,,A,,,Intermediate,,,
12199,BAO_0000218,The compound was tested for brain to plasma partition in rat.,,N,1,,CHEMBL628393,,50597,15194,,,A,,,Intermediate,,,
12200,BAO_0000019,Area under curve was determined for 0-6 hr duration using dihydralazine as reference drug for the peak blood pressure,178.0,U,1,,CHEMBL628394,,22224,8787,,Blood,A,,,Autocuration,,,
12201,BAO_0000218,Area under concentration-time curve of compound was determined in dog at 5 mg/kg intravenously admn.,,N,1,,CHEMBL628395,,50588,17025,,,A,,,Intermediate,,,
12202,BAO_0000218,Area under concentration-time curve of compound was determined in monkey at 5 mg/kg intravenously admn.,,U,1,,CHEMBL628396,,22224,17025,,,A,,,Autocuration,,,
12203,BAO_0000218,Area under concentration-time curve of compound was determined in rabbit at 5 mg/kg intravenously admn.,,N,1,,CHEMBL628397,,50592,17025,,,A,,,Intermediate,,,
12204,BAO_0000218,Area under concentration-time curve of compound was determined in rat at 5 mg/kg intravenously admn.,,N,1,,CHEMBL628398,,50597,17025,,,A,,,Intermediate,,,
12205,BAO_0000218,Area under curve obtained at a dose of 10 mg/kg when administered orally to rhesus monkey,,N,1,,CHEMBL628399,,50797,4236,,,A,,,Intermediate,,,
12206,BAO_0000218,The Plasma area under the compound concentration -time curve was measured in dogs after oral administration of 1 mg/kg dose,,N,1,,CHEMBL628400,,50588,15343,,,A,,,Intermediate,,,
12207,BAO_0000218,The Plasma area under the compound concentration -time curve was measured in rats after oral administration of 1 mg/kg dose,,N,1,,CHEMBL874907,,50597,15343,,,A,,,Intermediate,,,
12208,BAO_0000019,Area under curve of the compound was determined,,U,1,,CHEMBL628401,,22224,17720,,,A,,,Autocuration,,,
12209,BAO_0000218,AUC in monkeys at a dose of 1 mg/kg,1969.0,U,1,,CHEMBL628402,,22224,17788,,Plasma,A,,,Autocuration,,,
